Buddhist,Date,Gold_Thai,Copper,Rhodium,SP,US_Five,US_Ten,DJI,Set,GBP_THB,JPY_THB,USD_THB,,,,,,,
7-6-66,06-07-23,"32,200.00",3.866,"7,490.00","4,100.04",3.63,3.418,"33,668.97","2,171.44",42.701,0.2485,34.33,,,,,,,
6-6-66,06-06-23,"32,150.00",3.9735,"7,490.00","4,121.72",3.701,3.481,"33,764.21","2,175.98",42.866,0.2493,34.44,,,,,,,
5-6-66,06-05-23,"32,050.00",3.99,"7,790.00","4,110.29",3.694,3.572,"33,586.75","2,175.14",42.616,0.2489,34.28,,,,,,,
3-6-66,06-03-23,"32,100.00",4.0275,"7,990.00","4,085.20",3.694,3.534,"33,425.25","2,161.11",42.687,0.2482,34.5,,,,,,,
2-6-66,06-02-23,"32,250.00",4.076,"7,890.00","4,081.15",3.625,3.591,"33,420.96","2,154.15",42.506,0.2472,34.29,,,,,,,
1-6-66,06-01-23,"32,150.00",4.0935,"7,340.00","4,094.50",3.5,3.589,"33,394.60","2,157.33",42.556,0.2466,34,,,,,,,
31-5-66,05-31-23,"32,050.00",4.0785,"7,290.00","4,128.03",3.454,3.6,"33,594.79","2,135.42",42.624,0.2471,34.125,,,,,,,
30-5-66,05-30-23,"31,850.00",4.112,"7,290.00","4,102.20",3.531,3.53,"33,245.78","2,137.77",42.589,0.2483,34.28,,,,,,,
29-5-66,05-29-23,"32,000.00",4.1285,"7,890.00","4,056.18",3.518,3.447,"32,901.96","2,106.02",42.558,0.2488,34.38,,,,,,,
27-5-66,05-27-23,"32,000.00",4.07,"8,190.00","4,046.74",3.464,3.389,"32,807.43","2,101.44",42.443,0.2496,34.16,,,,,,,
26-5-66,05-26-23,"31,900.00",4.0295,"8,340.00","3,999.53",3.379,3.428,"32,566.54","2,107.81",42.421,0.2484,34.085,,,,,,,
25-5-66,05-25-23,"32,100.00",3.987,"8,340.00","3,974.13",3.364,3.419,"32,434.85","2,083.16",42.274,0.2489,33.94,,,,,,,
24-5-66,05-24-23,"32,200.00",4.018,"8,340.00","3,982.93",3.4,3.372,"32,276.72","2,075.73",42.569,0.2487,34.035,,,,,,,
23-5-66,05-23-23,"32,050.00",3.9825,"8,290.00","3,939.21",3.504,3.305,"32,038.22","2,100.21",42.472,0.2483,34.22,,,,,,,
22-5-66,05-22-23,"32,100.00",3.974,"8,290.00","3,959.21",3.637,3.307,"32,101.49","2,139.76",42.148,0.249,34.16,,,,,,,
20-5-66,05-20-23,"32,100.00",4.053,"8,290.00","4,002.04",3.675,3.348,"32,570.19","2,152.00",42.283,0.2499,34.13,,,,,,,
19-5-66,05-19-23,"31,900.00",4.091,"8,690.00","3,975.89",3.68,3.417,"32,420.71","2,168.64",42.111,0.2482,34.18,,,,,,,
18-5-66,05-18-23,"32,050.00",4.112,"8,990.00","3,917.47",3.668,3.524,"31,872.33","2,155.19",42.285,0.2497,34.26,,,,,,,
17-5-66,05-17-23,"32,150.00",4.0815,"8,990.00","3,958.69",3.593,3.553,"32,217.32","2,169.94",42.287,0.248,34.43,,,,,,,
16-5-66,05-16-23,"32,250.00",4.0765,"9,290.00","3,878.93",3.44,3.57,"31,827.65","2,171.57",41.789,0.2515,34.22,,,,,,,
15-5-66,05-15-23,"32,200.00",4.097,"9,290.00","3,876.74",3.434,3.573,"31,759.87","2,173.46",41.817,0.2508,33.99,,,,,,,
13-5-66,05-13-23,"32,300.00",4.075,"9,290.00","3,894.01",3.532,3.53,"32,055.29","2,181.14",42.03,0.2488,34.28,,,,,,,
12-5-66,05-12-23,"32,250.00",4.1015,"9,290.00","3,835.12",3.743,3.4,"31,819.93","2,193.64",42.099,0.2504,34.43,,,,,,,
11-5-66,05-11-23,"32,300.00",4.043,"9,690.00","3,912.77",3.598,3.417,"32,185.14","2,192.17",41.839,0.2506,34.08,,,,,,,
10-5-66,05-10-23,"32,300.00",4.0015,"9,690.00","3,998.66",3.564,3.451,"32,876.83","2,221.28",41.652,0.2511,34.09,,,,,,,
9-5-66,05-09-23,"32,250.00",3.9555,"9,840.00","3,987.55",3.73,3.606,"32,872.08","2,227.35",41.716,0.2517,34.45,,,,,,,
8-5-66,05-08-23,"32,350.00",3.9085,"10,090.00","4,048.26",3.549,3.496,"33,428.31","2,239.49",41.8,0.2516,34.64,,,,,,,
6-5-66,05-06-23,"32,250.00",3.8765,"10,090.00","4,055.15",3.858,3.468,"33,425.32","2,233.39",42.049,0.2496,34.58,,,,,,,
5-5-66,05-05-23,"32,550.00",3.8835,"9,840.00","3,998.02",3.696,3.568,"33,076.33","2,229.21",42.047,0.2484,34.52,,,,,,,
4-5-66,05-04-23,"32,550.00",4.005,"9,390.00","3,938.68",3.991,3.451,"32,780.97","2,227.16",41.922,0.2505,34.76,,,,,,,
3-5-66,05-03-23,"32,350.00",4.042,"9,390.00","3,963.34",4.168,3.697,"32,656.37","2,225.77",41.765,0.2506,34.98,,,,,,,
2-5-66,05-02-23,"32,050.00",4.0075,"10,190.00","3,977.19",4.336,3.562,"32,873.47","2,218.23",41.539,0.2551,35.05,,,,,,,
1-5-66,05-01-23,"32,050.00",4.007,"10,690.00","3,992.36",4.331,3.75,"32,906.16","2,238.32",41.509,0.2557,35.1,,,,,,,
29-4-66,04-29-23,"32,100.00",4.027,"11,140.00","3,973.24",4.26,3.901,"32,999.19","2,225.02",41.472,0.2568,34.47,,,,,,,
28-4-66,04-28-23,"32,050.00",3.9675,"11,440.00","4,018.60",4.26,3.98,"33,175.39","2,232.94",41.523,0.2558,34.54,,,,,,,
27-4-66,04-27-23,"32,150.00",4.075,"11,540.00","4,001.83",4.321,3.981,"33,169.33","2,237.66",41.597,0.2564,34.82,,,,,,,
26-4-66,04-26-23,"32,350.00",4.065,"11,540.00","4,052.35",4.258,3.967,"33,699.69","2,256.68",41.756,0.2563,34.71,,,,,,,
25-4-66,04-25-23,"32,350.00",4.0745,"11,540.00","4,077.39",4.201,3.965,"33,677.01","2,257.76",42.352,0.256,35.23,,,,,,,
24-4-66,04-24-23,"32,300.00",4.1685,"11,540.00","4,114.75",4.175,4.068,"33,992.09","2,261.61",42.24,0.2557,35.01,,,,,,,
22-4-66,04-22-23,"32,300.00",4.0745,"12,090.00","4,119.50",4.203,3.994,"34,008.63","2,258.91",41.768,0.2558,34.96,,,,,,,
21-4-66,04-21-23,"32,450.00",4.01,"12,090.00","4,126.70",4.112,3.938,"34,194.09","2,266.46",41.694,0.2566,34.69,,,,,,,
20-4-66,04-20-23,"32,350.00",3.96,"12,090.00","4,096.62",4.133,3.924,"33,887.39","2,247.99",41.728,0.2558,34.62,,,,,,,
19-4-66,04-19-23,"32,500.00",4.0555,"12,090.00","4,068.92",4.182,3.934,"33,671.54","2,258.60",41.919,0.2559,34.6,,,,,,,
18-4-66,04-18-23,"32,500.00",4.179,"12,090.00","4,144.25",4.074,3.885,"34,105.61","2,261.13",41.405,0.2566,34.39,,,,,,,
17-4-66,04-17-23,"32,500.00",4.214,"12,040.00","4,153.47",4.07,3.921,"34,132.90","2,249.27",41.539,0.2565,34.46,,,,,,,
15-4-66,04-15-23,"32,450.00",4.126,"12,040.00","4,105.35",4.075,3.957,"33,769.78","2,260.74",41.189,0.2564,34.37,,,,,,,
14-4-66,04-14-23,"32,750.00",4.1195,"12,040.00","4,119.57",4.046,3.851,"33,874.44","2,267.40",41.232,0.2567,34.265,,,,,,,
13-4-66,04-13-23,"32,450.00",4.1288,"12,040.00","4,136.69",4.003,3.849,"33,926.30","2,272.98",41.249,0.2582,33.89,,,,,,,
12-4-66,04-12-23,"32,500.00",4.1195,"12,040.00","4,158.68",3.918,3.863,"34,129.30","2,261.33",41.029,0.2584,33.81,,,,,,,
11-4-66,04-11-23,"32,350.00",4.0245,"11,990.00","4,070.07",3.923,3.818,"34,039.60","2,271.25",40.647,0.259,33.71,,,,,,,
10-4-66,04-10-23,"32,300.00",4.0875,"11,990.00","4,020.85",3.869,3.745,"33,803.56","2,262.71",40.718,0.2595,33.59,,,,,,,
8-4-66,04-08-23,"32,350.00",4.059,"11,990.00","4,049.27",3.799,3.711,"33,909.21","2,263.88",40.423,0.2589,33.51,,,,,,,
7-4-66,04-07-23,"32,300.00",4.0185,"11,990.00","4,053.72",3.832,3.743,"33,952.93","2,269.50",40.408,0.2585,33.535,,,,,,,
6-4-66,04-06-23,"32,250.00",4.0745,"12,140.00","4,036.08",3.832,3.675,"33,771.66","2,273.15",40.617,0.2572,33.75,,,,,,,
5-4-66,04-05-23,"32,350.00",4.0475,"12,240.00","3,982.71",3.702,3.601,"33,538.36","2,282.50",40.221,0.2562,33.44,,,,,,,
4-4-66,04-04-23,"32,000.00",4.07,"12,240.00","4,001.74",3.481,3.672,"33,444.72","2,278.57",40.355,0.256,33.01,,,,,,,
3-4-66,04-03-23,"31,750.00",4.038,"12,240.00","3,978.14",3.514,3.644,"33,439.56","2,287.29",40.612,0.2577,32.82,,,,,,,
1-4-66,04-01-23,"31,800.00",4.0415,"12,240.00","3,909.04",3.626,3.562,"33,073.46","2,290.42",40.468,0.2613,32.87,,,,,,,
31-3-66,03-31-23,"31,850.00",4.091,"12,240.00","3,911.84",3.669,3.391,"33,171.35","2,279.03",40.486,0.2623,32.78,,,,,,,
30-3-66,03-30-23,"31,700.00",4.1815,"12,240.00","4,002.25",3.622,3.422,"33,948.49","2,251.26",40.669,0.2606,32.83,,,,,,,
29-3-66,03-29-23,"31,800.00",4.2235,"12,240.00","3,999.28",3.596,3.516,"34,222.32","2,265.24",40.721,0.2611,32.82,,,,,,,
28-3-66,03-28-23,"31,800.00",4.1845,"12,240.00","3,960.60",3.527,3.546,"34,075.31","2,274.54",40.627,0.2602,32.77,,,,,,,
27-3-66,03-27-23,"31,950.00",4.23,"12,240.00","3,977.57",3.575,3.511,"34,047.86","2,268.25",40.393,0.261,32.8,,,,,,,
25-3-66,03-25-23,"31,950.00",4.282,"12,190.00","3,932.35",3.617,3.506,"33,754.03","2,268.24",40.478,0.2602,32.73,,,,,,,
24-3-66,03-24-23,"32,000.00",4.2645,"12,190.00","3,888.57",3.567,3.442,"33,516.43","2,243.07",40.554,0.2591,32.74,,,,,,,
23-3-66,03-23-23,"31,750.00",4.2645,"12,190.00","3,910.82",3.49,3.449,"33,664.39","2,238.33",40.746,0.2573,32.92,,,,,,,
22-3-66,03-22-23,"31,650.00",4.259,"12,290.00","3,823.37",3.442,3.513,"33,055.30","2,218.02",40.771,0.2559,32.96,,,,,,,
21-3-66,03-21-23,"31,800.00",4.2795,"12,390.00","3,839.74",3.611,3.486,"33,191.72","2,202.16",40.557,0.2582,33,,,,,,,
20-3-66,03-20-23,"31,600.00",4.245,"12,390.00","3,840.36",3.619,3.399,"33,165.14","2,190.12",40.349,0.2604,33.04,,,,,,,
18-3-66,03-18-23,"31,650.00",4.2265,"12,390.00","3,853.29",3.616,3.379,"33,148.90","2,194.26",40.142,0.2571,32.88,,,,,,,
17-3-66,03-17-23,"31,150.00",4.2335,"12,240.00","3,829.06",3.537,3.546,"33,121.61","2,192.00",40.488,0.2594,33.2,,,,,,,
16-3-66,03-16-23,"31,100.00",4.2105,"12,240.00","3,805.45",3.668,3.527,"33,021.43","2,203.16",40.616,0.2571,33.425,,,,,,,
15-3-66,03-15-23,"31,000.00",4.2062,"12,240.00","3,829.56",3.717,3.524,"33,264.76","2,202.47",40.672,0.2581,33.49,,,,,,,
14-3-66,03-14-23,"31,000.00",4.2198,"12,240.00","3,843.34",3.672,3.447,"33,224.23","2,194.20",40.751,0.2566,33.44,,,,,,,
13-3-66,03-13-23,"30,550.00",4.173,"12,240.00","3,815.11",3.717,3.552,"32,961.06","2,216.73",40.878,0.2556,33.77,,,,,,,
11-3-66,03-11-23,"30,550.00",4.1755,"12,290.00","3,853.26",3.922,3.608,"33,233.35","2,216.22",40.549,0.2554,34.05,,,,,,,
10-3-66,03-10-23,"30,250.00",4.08,"12,290.00","3,839.49",3.856,3.534,"33,028.09","2,214.62",40.913,0.2536,33.94,,,,,,,
9-3-66,03-09-23,"30,050.00",4.012,"12,290.00","3,810.47",3.906,3.578,"32,735.24","2,204.46",41.134,0.2538,34.41,,,,,,,
8-3-66,03-08-23,"30,050.00",3.9235,"12,290.00","3,853.79",3.964,3.727,"32,921.45","2,207.28",41.619,0.2538,34.54,,,,,,,
7-3-66,03-07-23,"30,150.00",3.8255,"12,290.00","3,890.91",3.999,3.698,"33,166.46","2,214.55",41.882,0.2549,34.59,,,,,,,
6-3-66,03-06-23,"30,200.00",3.7405,"12,290.00","3,958.37",3.946,3.758,"33,773.00","2,219.36",41.778,0.2546,34.61,,,,,,,
4-3-66,03-04-23,"30,200.00",3.771,"12,290.00","4,015.54",3.971,3.848,"34,086.07","2,235.37",41.82,0.2583,34.77,,,,,,,
3-3-66,03-03-23,"30,150.00",3.8355,"12,390.00","4,069.38",3.945,3.879,"34,268.44","2,240.79",41.644,0.2567,34.64,,,,,,,
2-3-66,03-02-23,"30,100.00",3.8192,"12,590.00","3,939.29",3.859,3.826,"33,519.50","2,218.78",41.846,0.2564,34.685,,,,,,,
1-3-66,03-01-23,"30,250.00",3.8135,"12,590.00","3,954.17",3.862,3.873,"33,746.71","2,205.56",41.933,0.2565,34.77,,,,,,,
28-2-66,02-28-23,"30,000.00",3.836,"12,790.00","3,947.79",3.803,3.847,"33,695.97","2,200.71",41.986,0.2578,34.86,,,,,,,
27-2-66,02-27-23,"29,950.00",3.849,"12,890.00","3,933.28",3.773,3.745,"33,556.40","2,214.62",41.874,0.2566,34.71,,,,,,,
25-2-66,02-25-23,"29,900.00",3.84,"13,140.00","3,996.63",3.798,3.745,"33,936.87","2,225.96",42.251,0.2565,34.68,,,,,,,
24-2-66,02-24-23,"29,900.00",3.8125,"13,290.00","4,052.02",3.719,3.682,"34,335.73","2,213.22",42.352,0.2561,34.86,,,,,,,
23-2-66,02-23-23,"29,850.00",3.7645,"13,290.00","4,040.17",3.654,3.666,"34,265.45","2,213.81",42.337,0.2567,34.87,,,,,,,
22-2-66,02-22-23,"30,000.00",3.818,"13,290.00","4,087.14",3.632,3.705,"34,533.59","2,200.30",42.686,0.2567,35.05,,,,,,,
21-2-66,02-21-23,"29,950.00",3.807,"13,290.00","3,957.18",3.633,3.596,"33,795.43","2,205.16",42.895,0.2565,34.53,,,,,,,
20-2-66,02-20-23,"29,850.00",3.761,"13,290.00","3,964.19",3.647,3.51,"33,847.80","2,208.44",42.775,0.256,34.61,,,,,,,
18-2-66,02-18-23,"29,850.00",3.7695,"13,290.00","4,005.36",3.784,3.464,"34,275.91","2,229.03",42.799,0.2549,34.87,,,,,,,
17-2-66,02-17-23,"29,800.00",3.776,"13,290.00","4,023.34",3.783,3.497,"34,213.04","2,229.33",42.459,0.2554,34.7,,,,,,,
16-2-66,02-16-23,"29,700.00",3.8635,"13,290.00","4,000.30",3.71,3.499,"34,091.57","2,237.56",42.423,0.2563,34.72,,,,,,,
15-2-66,02-15-23,"29,750.00",3.8455,"13,290.00","3,965.51",3.638,3.608,"33,810.05","2,243.56",42.658,0.2566,34.95,,,,,,,
14-2-66,02-14-23,"29,650.00",3.808,"13,290.00","3,956.23",3.759,3.586,"33,760.30","2,205.65",42.611,0.2552,35.1,,,,,,,
13-2-66,02-13-23,"29,650.00",3.8595,"13,290.00","3,966.39",3.788,3.489,"33,606.59","2,233.00",42.66,0.2549,34.98,,,,,,,
11-2-66,02-11-23,"29,700.00",3.8815,"13,240.00","3,919.26",3.688,3.435,"33,329.27","2,225.19",42.558,0.2557,34.71,,,,,,,
10-2-66,02-10-23,"29,600.00",3.8435,"13,240.00","3,976.82",3.671,3.542,"33,554.93","2,232.41",42.647,0.2545,34.84,,,,,,,
9-2-66,02-09-23,"29,750.00",3.821,"13,540.00","4,006.41",3.749,3.586,"33,755.94","2,225.97",42.341,0.253,35.14,,,,,,,
8-2-66,02-08-23,"29,700.00",3.7915,"13,540.00","3,977.97",3.924,3.519,"33,662.05","2,218.32",42.39,0.2523,35.48,,,,,,,
7-2-66,02-07-23,"29,750.00",3.853,"13,540.00","3,963.72",3.885,3.514,"33,797.75","2,226.26",42.731,0.2567,35.73,,,,,,,
6-2-66,02-06-23,"29,700.00",3.7975,"13,540.00","3,859.89",3.87,3.62,"33,263.91","2,207.50",43.149,0.2546,35.9,,,,,,,
4-2-66,02-04-23,"29,600.00",3.782,"13,140.00","3,810.94",3.84,3.748,"33,004.47","2,207.01",43.313,0.2526,35.74,,,,,,,
3-2-66,02-03-23,"29,900.00",3.644,"13,140.00","3,817.02",3.839,3.692,"32,934.56","2,194.43",43.405,0.2512,36.02,,,,,,,
2-2-66,02-02-23,"30,100.00",3.6015,"13,340.00","3,780.71",3.946,3.692,"32,454.10","2,182.09",42.943,0.2524,36.13,,,,,,,
1-2-66,02-01-23,"29,900.00",3.591,"13,490.00","3,766.98",3.988,3.661,"32,265.01","2,181.12",42.896,0.2527,36.27,,,,,,,
31-1-66,01-31-23,"29,800.00",3.6545,"13,490.00","3,733.25",3.998,3.659,"31,985.05","2,173.39",42.612,0.2525,35.81,,,,,,,
30-1-66,01-30-23,"29,800.00",3.6472,"13,490.00","3,852.90",3.954,3.829,"32,576.28","2,162.92",42.53,0.2534,35.83,,,,,,,
28-1-66,01-28-23,"29,850.00",3.6225,"13,740.00","3,901.79",3.854,3.832,"32,862.79","2,142.39",42.618,0.2517,35.75,,,,,,,
27-1-66,01-27-23,"29,950.00",3.595,"13,990.00","3,881.85",3.896,3.816,"32,754.27","2,151.24",42.174,0.2507,35.56,,,,,,,
26-1-66,01-26-23,"30,000.00",3.65,"13,990.00","3,808.26",4.002,3.788,"32,204.31","2,131.67",41.974,0.2526,35.72,,,,,,,
25-1-66,01-25-23,"29,950.00",3.692,"14,090.00","3,834.69",4.014,3.694,"32,062.14","2,113.96",42.463,0.2523,35.97,,,,,,,
24-1-66,01-24-23,"29,850.00",3.757,"14,090.00","3,825.97",4.234,3.777,"31,738.44","2,113.33",42.407,0.2562,36.2,,,,,,,
23-1-66,01-23-23,"29,800.00",3.811,"14,090.00","3,799.44",4.303,3.867,"31,463.65","2,113.47",41.854,0.2566,36.85,,,,,,,
21-1-66,01-21-23,"29,750.00",3.8325,"14,090.00","3,762.01",4.398,3.895,"31,187.32","2,124.44",42.707,0.2572,37,,,,,,,
20-1-66,01-20-23,"29,900.00",3.9225,"14,090.00","3,657.10",4.34,4.092,"30,291.18","2,146.06",43.047,0.2574,37.37,,,,,,,
19-1-66,01-19-23,"29,750.00",3.765,"14,090.00","3,689.05",4.382,4.13,"30,411.92","2,145.59",42.153,0.2567,37.42,,,,,,,
12-1-66,01-12-23,"29,650.00",3.668,"14,090.00","3,703.11",4.317,4.224,"30,439.04","2,144.76",42.425,0.2568,37.99,,,,,,,
11-1-66,01-11-23,"29,700.00",3.6605,"14,090.00","3,746.26",4.264,4.161,"30,697.52","2,135.16",43.054,0.2564,37.78,,,,,,,
10-1-66,01-10-23,"29,550.00",3.5975,"14,090.00","3,638.65",4.237,4.164,"30,059.58","2,147.10",43.356,0.2529,37.73,,,,,,,
9-1-66,01-09-23,"29,700.00",3.635,"13,790.00","3,690.41",4.2,4.118,"30,192.21","2,151.86",43.657,0.2533,38.06,,,,,,,
7-1-66,01-07-23,"29,650.00",3.4135,"13,690.00","3,520.37",4.066,4.048,"28,755.83","2,182.59",44.031,0.2537,37.94,,,,,,,
6-1-66,01-06-23,"29,600.00",3.423,"13,690.00","3,590.83",4.191,4.058,"29,233.06","2,176.00",43.743,0.256,37.82,,,,,,,
5-1-66,01-05-23,"29,750.00",3.448,"13,690.00","3,595.86",4.252,4.016,"29,085.20","2,200.90",43.956,0.2561,37.8,,,,,,,
4-1-66,01-04-23,"29,850.00",3.362,"13,890.00","3,647.51",4.343,3.929,"29,419.09","2,207.97",43.597,0.2554,38.01,,,,,,,
3-1-66,01-03-23,"29,750.00",3.409,"13,990.00","3,706.74",4.327,4.011,"29,685.27","2,234.43",43.07,0.2565,38.22,,,,,,,
2-1-66,01-02-23,"29,750.00",3.5125,"13,990.00","3,771.97",4.437,4.09,"30,206.13","2,217.08",43.149,0.2619,38.03,,,,,,,
31-12-65,12-31-22,"29,750.00",3.518,"13,990.00","3,753.25",4.364,4.226,"30,078.36","2,230.23",42.907,0.2637,38.11,,,,,,,
30-12-65,12-30-22,"29,600.00",3.391,"13,990.00","3,726.46",4.223,4.206,"29,826.67","2,231.81",42.984,0.2647,38.32,,,,,,,
29-12-65,12-29-22,"29,600.00",3.416,"13,990.00","3,609.78",4.22,4.226,"28,855.25","2,223.81",43.106,0.2637,38.07,,,,,,,
28-12-65,12-28-22,"29,650.00",3.47,"13,990.00","3,633.48",4.25,4.142,"29,123.03","2,236.06",43.247,0.2603,38.09,,,,,,,
27-12-65,12-27-22,"29,500.00",3.386,"13,990.00","3,687.01",4.229,4.013,"29,513.73","2,259.68",42.797,0.2589,38.3,,,,,,,
26-12-65,12-26-22,"29,550.00",3.3185,"13,990.00","3,651.94",4.125,3.998,"29,198.92","2,245.27",43.079,0.2595,38.05,,,,,,,
24-12-65,12-24-22,"29,500.00",3.3495,"13,990.00","3,686.44",4.176,4.002,"29,419.88","2,271.90",42.11,0.2615,37.94,,,,,,,
23-12-65,12-23-22,"29,550.00",3.3985,"13,990.00","3,682.72",4.174,3.964,"29,536.84","2,259.84",41.795,0.2608,38.11,,,,,,,
22-12-65,12-22-22,"29,700.00",3.394,"13,990.00","3,727.14",4.17,3.906,"29,955.65","2,245.25",41.987,0.2608,37.98,,,,,,,
21-12-65,12-21-22,"29,700.00",3.443,"13,990.00","3,782.36",4.071,3.951,"30,204.52","2,249.41",41.663,0.2633,37.56,,,,,,,
20-12-65,12-20-22,"29,500.00",3.4095,"13,990.00","3,871.40",3.959,3.957,"30,819.39","2,239.85",41.69,0.2618,37.36,,,,,,,
19-12-65,12-19-22,"29,450.00",3.4075,"13,990.00","3,875.23",3.842,3.951,"30,888.53","2,234.52",42.446,0.2627,37.47,,,,,,,
17-12-65,12-17-22,"29,500.00",3.415,"14,190.00","3,849.91",3.845,3.819,"30,722.86","2,230.31",43.001,0.2542,37.46,,,,,,,
16-12-65,12-16-22,"29,450.00",3.3615,"14,190.00","3,880.95",4.066,3.749,"30,866.61","2,228.90",42.816,0.2551,37.79,,,,,,,
15-12-65,12-15-22,"29,500.00",3.4205,"14,190.00","3,932.41",4.021,3.625,"31,124.68","2,248.49",42.22,0.2562,37.85,,,,,,,
14-12-65,12-14-22,"29,550.00",3.485,"14,190.00","3,940.73",3.977,3.615,"31,141.02","2,238.89",42.098,0.2543,37.875,,,,,,,
13-12-65,12-13-22,"29,300.00",3.478,"14,390.00","4,037.12",4.184,3.813,"32,006.50","2,234.67",41.062,0.255,37.74,,,,,,,
12-12-65,12-12-22,"29,450.00",3.4015,"14,690.00","4,083.67",4.182,3.783,"32,159.49","2,223.20",40.762,0.2552,37.975,,,,,,,
10-12-65,12-10-22,"29,450.00",3.3765,"14,990.00","4,022.94",4.035,3.753,"31,876.22","2,255.33",40.554,0.2534,37.92,,,,,,,
9-12-65,12-09-22,"29,400.00",3.4135,"15,190.00","3,959.94",3.938,3.947,"31,481.95","2,245.50",40.761,0.2538,37.53,,,,,,,
8-12-65,12-08-22,"29,350.00",3.369,"14,190.00","3,909.43",3.789,3.912,"31,145.63","2,232.16",42.053,0.2539,37.38,,,,,,,
7-12-65,12-07-22,"29,400.00",3.2845,"13,990.00","3,930.89",3.739,3.734,"31,343.79","2,206.94",41.915,0.2542,37.15,,,,,,,
6-12-65,12-06-22,"29,350.00",3.2865,"13,790.00","3,994.66",3.688,3.714,"31,848.50","2,222.23",42.144,0.2559,37.02,,,,,,,
5-12-65,12-05-22,"29,500.00",3.3435,"13,790.00","3,936.73",3.626,3.546,"31,454.58","2,233.88",42.242,0.2563,36.96,,,,,,,
3-12-65,12-03-22,"29,450.00",3.4555,"13,790.00","4,000.67",3.665,3.563,"31,827.15","2,239.16",42.037,0.2566,36.9,,,,,,,
2-12-65,12-02-22,"29,500.00",3.431,"14,090.00","4,041.25",3.607,3.492,"32,163.84","2,232.75",42.367,0.2581,36.94,,,,,,,
1-12-65,12-01-22,"29,350.00",3.49,"14,090.00","4,034.58",3.596,3.448,"32,188.00","2,234.48",42.237,0.2582,36.6,,,,,,,
30-11-65,11-30-22,"29,350.00",3.522,"13,940.00","4,198.74",3.435,3.447,"33,293.43","2,226.16",42.133,0.2574,36.66,,,,,,,
29-11-65,11-29-22,"29,450.00",3.538,"13,940.00","4,153.26",3.437,3.402,"33,029.27","2,230.20",42.413,0.2554,36.33,,,,,,,
28-11-65,11-28-22,"29,650.00",3.453,"13,940.00","4,126.55",3.426,3.418,"32,899.01","2,216.40",42.13,0.2555,36.34,,,,,,,
26-11-65,11-26-22,"29,650.00",3.509,"13,940.00","4,133.09",3.365,3.346,"33,033.52","2,210.98",41.98,0.2578,36.49,,,,,,,
25-11-65,11-25-22,"29,650.00",3.524,"13,940.00","4,195.08",3.454,3.315,"33,586.59","2,192.98",42.005,0.2573,36.42,,,,,,,
24-11-65,11-24-22,"29,800.00",3.6075,"14,240.00","4,266.31",3.334,3.319,"33,904.69","2,192.78",42.232,0.2573,36.67,,,,,,,
23-11-65,11-23-22,"29,700.00",3.5565,"14,240.00","4,273.13",3.338,3.271,"33,981.86","2,194.60",42.143,0.2581,36.58,,,,,,,
22-11-65,11-22-22,"29,750.00",3.5485,"14,240.00","4,280.40",3.408,3.343,"34,029.55","2,185.17",42.25,0.2583,36.64,,,,,,,
21-11-65,11-21-22,"29,700.00",3.444,"14,340.00","4,290.46",3.354,3.223,"33,924.35","2,180.75",42.447,0.2556,36.73,,,,,,,
19-11-65,11-19-22,"29,700.00",3.453,"14,640.00","4,269.37",3.267,3.227,"33,710.70","2,177.32",42.488,0.2552,36.58,,,,,,,
18-11-65,11-18-22,"29,850.00",3.3955,"14,790.00","4,225.02",3.248,3.265,"33,430.72","2,151.06",42.484,0.2562,36.47,,,,,,,
17-11-65,11-17-22,"29,900.00",3.3887,"14,790.00","4,227.40",3.246,3.198,"33,451.51","2,160.21",42.541,0.2564,36.32,,,,,,,
16-11-65,11-16-22,"29,850.00",3.395,"14,790.00","4,181.02",3.162,3.108,"33,130.63","2,147.32",42.507,0.2563,36.19,,,,,,,
15-11-65,11-15-22,"29,850.00",3.4075,"14,790.00","4,133.11",3.207,3.097,"32,807.36","2,143.15",42.431,0.2567,35.86,,,,,,,
14-11-65,11-14-22,"29,850.00",3.5155,"14,790.00","4,155.93",3.175,3.069,"32,877.36","2,125.34",42.617,0.2558,36.1,,,,,,,
12-11-65,11-12-22,"29,950.00",3.559,"14,790.00","4,115.87",3.163,3.035,"32,593.90","2,133.94",42.687,0.2547,36.05,,,,,,,
11-11-65,11-11-22,"29,800.00",3.61,"14,790.00","4,154.85",3.114,3.109,"32,805.69","2,131.20",42.539,0.2566,36.12,,,,,,,
10-11-65,11-10-22,"29,700.00",3.7015,"14,890.00","4,107.96",3.02,3.055,"32,514.21","2,132.84",42.277,0.2573,35.74,,,,,,,
9-11-65,11-09-22,"29,700.00",3.6935,"14,890.00","4,104.21",3.048,3.026,"32,691.29","2,130.74",42.516,0.2553,35.66,,,,,,,
8-11-65,11-08-22,"29,500.00",3.6455,"14,640.00","4,112.38",2.97,2.989,"32,755.71","2,137.27",42.736,0.2521,35.45,,,,,,,
7-11-65,11-07-22,"29,500.00",3.678,"14,340.00","4,087.33",2.893,2.875,"32,515.62","2,153.71",42.817,0.2542,35.42,,,,,,,
5-11-65,11-05-22,"29,550.00",3.6615,"14,340.00","4,026.13",2.968,2.899,"32,197.62","2,153.28",42.823,0.2545,35.51,,,,,,,
