Date,Y,XAU_USD,Set,Oil,TenbondTHB,NYSE
22-06-2021,26750,1783.23,1610.85,73.04,1.65,16412
23-06-2021,26800,1778.8,1605.31,72.1,1.665,16449
24-06-2021,26850,1779.01,1587.73,72.56,1.62,16437.6
25-06-2021,26800,1775.46,1592.02,72.65,1.635,16558.6
28-06-2021,26850,1781.24,1572.18,73.27,1.62,16658.8
29-06-2021,26950,1778.44,1580.89,72.04,1.62,16573.7
30-06-2021,26800,1761.35,1597.26,72.77,1.62,16547.6
01-07-2021,26850,1770.06,1591.04,72.78,1.62,16555.3
02-07-2021,27050,1776.83,1591.37,74.07,1.62,16641
06-07-2021,27350,1791.88,1585.96,74.43,1.62,16674.8
07-07-2021,27550,1796.96,1585.04,73,1.62,16542.8
08-07-2021,27600,1803.67,1563.96,71.55,1.62,16559.3
09-07-2021,27900,1802.89,1537.97,72.51,1.62,16359.7
12-07-2021,27900,1807.94,1558.63,73.92,1.62,16633.3
13-07-2021,27950,1806.17,1557.26,73.51,1.62,16673.1
14-07-2021,27950,1807.72,1570.12,74.58,1.475,16575.8
15-07-2021,28200,1827.35,1575.05,72.43,1.67,16543.8
16-07-2021,28300,1829.45,1569.23,71.21,1.66,16499.1
19-07-2021,28200,1811.65,1557.81,71.09,1.69,16364.7
20-07-2021,28200,1812.61,1551.26,66.61,1.69,16052.7
21-07-2021,28100,1810.32,1543.17,65.86,1.61,16321.9
22-07-2021,28000,1803.58,1549.85,69.5,1.63,16503.5
23-07-2021,28100,1806.95,1550.86,70.97,1.63,16455.9
27-07-2021,28000,1797.53,1547.4,71.61,1.61,16565.3
29-07-2021,28250,1807.15,1541.8,71.8,1.605,16573.6
30-07-2021,28400,1828.21,1536.91,72.75,1.585,16697.1
02-08-2021,28300,1814.34,1523.42,73.11,1.59,16602.3
03-08-2021,28250,1813.64,1525.24,70.86,1.575,16576.2
04-08-2021,28350,1810.6,1542.11,69.88,1.56,16713.5
05-08-2021,28350,1811.69,1544.83,67.64,1.5,16594.5
06-08-2021,28450,1804.28,1530.43,68.77,1.51,16695.5
09-08-2021,27550,1763.34,1528.16,67.62,1.58,16748.1
10-08-2021,27550,1729.74,1544.31,66.62,1.565,16727
11-08-2021,27400,1729.01,1549.41,68.28,1.565,16792.8
13-08-2021,27550,1752.72,1530.68,68.75,1.56,16871.1
16-08-2021,28050,1778.44,1527.08,67.63,1.56,16868.1
17-08-2021,28250,1787.51,1536.94,67.17,1.56,16836.7
18-08-2021,28100,1786.21,1546.71,66.34,1.55,16707.1
19-08-2021,28150,1788.05,1546.7,64.45,1.55,16550.3
20-08-2021,28150,1780.44,1549.92,63.65,1.54,16429.1
23-08-2021,28150,1780.55,1566.1,61.75,1.56,16516.7
24-08-2021,28300,1805.61,1590.12,65.24,1.585,16648.5
25-08-2021,28050,1802.86,1591.29,67.33,1.61,16741.2
26-08-2021,27800,1791.09,1601.99,67.78,1.635,16812.8
27-08-2021,27850,1792.6,1602.16,67.47,1.62,16694.3
30-08-2021,28000,1817.55,1621.68,68.94,1.595,16844.8
31-08-2021,27850,1810.26,1632.65,68.89,1.58,16819.6
01-09-2021,27800,1813.57,1643.01,68.31,1.61,16806.4
03-09-2021,27900,1809.98,1654,69.51,1.65,16926.7
07-09-2021,28100,1823.27,1653.67,68.9,1.69,16909.7
08-09-2021,27950,1794.41,1632.18,68.13,1.73,16801.2
09-09-2021,27750,1789.19,1637.65,69.11,1.705,16731
10-09-2021,27850,1794.61,1633.1,67.73,1.68,16663.1
13-09-2021,27750,1788.55,1634.43,69.35,1.695,16563.5
14-09-2021,27900,1793.77,1639.9,70.38,1.695,16635.4
15-09-2021,28150,1804.53,1624.17,70.47,1.66,16497.2
16-09-2021,28000,1794.34,1633.28,72.42,1.66,16626.9
17-09-2021,27650,1753.67,1632.18,72.33,1.84,16576.8
20-09-2021,27650,1754.3,1617.44,71.81,1.83,16460.3
21-09-2021,27900,1764.19,1604.64,70.43,1.79,16168.2
22-09-2021,28150,1774.51,1614.74,70.48,1.81,16184.5
23-09-2021,28050,1768.4,1632.92,71.6,1.8,16352.2
27-09-2021,27800,1751.24,1637.3,73.83,1.83,16539.2
28-09-2021,27900,1750.45,1623.88,75.05,1.855,16599.8
29-09-2021,27900,1733.97,1605.19,73.95,1.83,16328.8
30-09-2021,27850,1726.4,1616.99,74.47,1.88,16344.9
01-10-2021,28000,1756.91,1600.59,74.74,1.89,16144.9
04-10-2021,28050,1762.15,1611.69,75.63,1.9,16323.7
05-10-2021,28250,1769.75,1612.5,77.29,1.895,16198.6
06-10-2021,28200,1760.45,1626.65,78.58,1.92,16327.1
07-10-2021,28200,1762.74,1627.15,76.63,1.91,16338.5
08-10-2021,28200,1755.89,1641.92,78.47,1.97,16511.8
12-10-2021,27900,1754.12,1644.56,79.89,2,16430.1
15-10-2021,28250,1795.81,1646.35,80.93,1.99,16744.3
19-10-2021,28000,1764.99,1648.48,81.58,2.03,16862
20-10-2021,28050,1769.28,1633.88,82.46,2.09,16988.2
21-10-2021,28250,1782.1,1644.39,82.45,2.06,17099.2
25-10-2021,28300,1794,1645,82.64,1.98,17122.2
26-10-2021,28250,1807.9,1635.61,82.61,1.99,17169.1
27-10-2021,28150,1793.04,1632.44,83.11,1.99,17145.2
29-10-2021,28250,1799.03,1626.27,81.71,1.99,17077
01-11-2021,28200,1783.24,1627.59,81.58,2.04,17016.4
03-11-2021,28200,1787.71,1620.52,81.7,1.94,17115.2
04-11-2021,28050,1769.98,1613.45,78.93,1.98,17209.8
05-11-2021,28350,1792.14,1627.45,78.32,1.945,17168.9
08-11-2021,28500,1818.44,1631.34,80,1.9,17242.4
09-11-2021,28350,1824.74,1626.8,80.87,1.895,17310.5
11-11-2021,28700,1849.69,1629.28,80.1,1.95,17192
16-11-2021,28900,1862.94,1642.05,79.8,1.96,17285.5
17-11-2021,28800,1850.34,1646.86,79.6,1.99,17302.8
18-11-2021,28850,1866.97,1643.39,77.49,1.97,17192.7
22-11-2021,28750,1846.74,1648.14,75.07,1.955,16974
23-11-2021,28350,1805.65,1652.62,75.81,1.99,16945.8
24-11-2021,28250,1790.34,1650.54,77.9,2,17007.9
29-11-2021,28650,1790.05,1608.01,68.93,2,16624.9
30-11-2021,28500,1785.34,1601.52,69.69,1.88,16684
01-12-2021,28400,1774.15,1576.26,66.68,1.92,16319
03-12-2021,28500,1768.84,1593.08,67.17,1.9,16475.2
08-12-2021,28400,1784.4,1617.09,71.62,1.99,16853.6
15-12-2021,28100,1770.49,1628.01,70.12,1.99,16652.6
16-12-2021,28200,1777.4,1629.48,71.28,1.99,16813.6
20-12-2021,28550,1799.4,1631.22,69.88,1.88,16668.6
22-12-2021,28600,1788.94,1628.42,70.97,1.99,16744.3
23-12-2021,28700,1803.69,1633.2,72.59,1.95,16874.9
29-12-2021,28700,1805.59,1643.43,75.71,1.95,17134.2
04-01-2022,28500,1801.34,1664.51,75.8,2,17226.1
07-01-2022,28500,1789.55,1659.15,79,2.03,17156.5
10-01-2022,28650,1795.41,1661.5,78.51,2.05,17166.3
12-01-2022,28700,1822.49,1676.03,80.71,2.07,17294.5
13-01-2022,28750,1825.94,1680.83,82.12,2.09,17353.8
14-01-2022,28650,1822.55,1676.58,81.21,2.095,17259
18-01-2022,28450,1819.77,1680.28,83.77,2.2,17219.1
21-01-2022,28700,1838.65,1651.21,83.65,2.18,16663.8
25-01-2022,28750,1843.34,1636.33,83.32,2.125,16414
27-01-2022,28550,1818.44,1633.78,85.71,2.15,16236.5
10-02-2022,28400,1832.94,1705.73,88.84,2.16,17069.7
01-03-2022,29400,1908.19,1694.95,93.88,2.15,16313.9
03-03-2022,29700,1926.49,1701.26,107.27,2.09,16380.9
07-03-2022,30700,1977.09,1654.43,116.03,2.1,16129.7
31-03-2022,30400,1932.8,1698.8,105.3,2.205,16932.8
05-04-2022,30600,1933.38,1705.86,102.16,2.205,16830.9
22-04-2022,31300,1951.49,1686.26,102.01,2.75,16499.3
28-04-2022,30700,1886.14,1663.14,100.59,2.71,15741.8
10-05-2022,30450,1853.74,1599.98,100.96,3.36,15057.9
11-05-2022,30200,1838.41,1621.35,97.74,3.31,15025.7
12-05-2022,30500,1852.58,1607.28,103.94,3.36,14902.1
13-05-2022,30100,1822.48,1592.47,104.91,3.33,14931.1
17-05-2022,29950,1824.18,1595.6,111.61,3.39,15259.8
20-05-2022,30000,1842.12,1618.92,109.26,3.1,15035.9
24-05-2022,30000,1853.59,1636.12,107.68,2.99,15343
25-05-2022,30150,1865.09,1632.12,107.68,2.9,15290.4
08-06-2022,30200,1852.51,1639.1,117.7,2.87,16019.6
10-06-2022,30250,1848.09,1637.36,119.07,2.87,15472.5
13-06-2022,30650,1875.8,1611.84,117.71,3.04,15096.7
14-06-2022,30250,1819.1,1597.17,118.45,3.2,14527.9
15-06-2022,30200,1808.35,1605.54,116.41,3.05,14444.6
16-06-2022,30300,1833.99,1604.73,114.09,3.05,14595.2
23-06-2022,30750,1837.87,1564.21,102.53,2.97,14352.8
27-06-2022,30750,1838.15,1577.89,104.37,2.9,14811.5
29-06-2022,30250,1819.95,1588.03,109,2.88,14667.3
30-06-2022,30400,1817.8,1587.82,106.67,2.86,14599.6
01-07-2022,30300,1807.31,1571.19,103.33,2.88,14487.6
05-07-2022,30550,1808.74,1566.51,105.6,2.77,14636.8
14-07-2022,29750,1735.7,1543.4,94.14,2.77,14340.3
15-07-2022,29750,1709.81,1538.76,93.51,2.53,14171.2
18-07-2022,29700,1707.94,1539.13,94.34,2.53,14449.7
25-07-2022,29950,1728.15,1553.7,92.83,2.55,14790.8
26-07-2022,29950,1719.69,1563.16,93.95,2.55,14899.1
01-08-2022,30300,1765.05,1584.93,96.44,2.49,15327.7
02-08-2022,30350,1772.23,1588.76,92.2,2.44,15286
04-08-2022,30300,1765.34,1599.96,89.99,2.44,15267.2
09-08-2022,30000,1789.21,1608.96,89.87,2.49,15305.8
10-08-2022,30050,1794.21,1616.4,89.71,2.46,15264.8
15-08-2022,30100,1802.05,1621.2,91.3,2.38,15804.4
16-08-2022,29950,1779.74,1629.44,87.39,2.35,15794.3
22-08-2022,29700,1747.05,1623.72,89.63,2.57,15588.3
23-08-2022,29800,1736.4,1613.2,90.1,2.51,15341.9
25-08-2022,29850,1751.55,1638.51,94.82,2.45,15392.1
29-08-2022,29800,1736.19,1622.43,92.28,2.47,15178.2
30-08-2022,29900,1738.36,1631.17,95.8,2.45,15118.9
31-08-2022,29850,1723.83,1632.92,91.85,2.45,14931.4
14-09-2022,29600,1701.86,1643.39,87.24,2.7,14820.8
20-09-2022,29300,1675.47,1640.62,85.02,2.83,14674.5
21-09-2022,29300,1663.67,1640.5,83.6,2.83,14474.7
26-09-2022,29400,1645.4,1626.61,78.75,3.12,13797
30-09-2022,29800,1661.13,1589.98,80.86,3.11,13608.3
03-10-2022,29850,1661.3,1586.51,80.29,3.11,13472.2
04-10-2022,30350,1699.4,1576.93,82.57,2.97,13855.7
11-10-2022,30050,1668.4,1567.37,89.75,3.16,13693.6
12-10-2022,30100,1666.49,1564.42,87.25,3.12,13608.1
01-11-2022,29550,1633.4,1614.23,85.2,3.22,14747
04-11-2022,29350,1629.4,1628.13,86.92,3.05,14455.7
09-11-2022,29800,1712.6,1633.58,87.73,2.93,14889.3
16-11-2022,29950,1778.34,1628.74,86.23,2.69,15381
21-11-2022,29800,1750.82,1613.43,80.26,2.74,15309.8
23-11-2022,29800,1740.3,1619.87,80.86,2.64,15481.8
25-11-2022,29750,1756.48,1622.39,77.57,2.55,15545.5
29-11-2022,29550,1740.82,1619.23,76.66,2.62,15370.4
02-12-2022,29600,1803.15,1649.79,81.35,2.52,15761.1
06-12-2022,29450,1768.67,1639.25,77.46,2.52,15474.8
07-12-2022,29500,1771.14,1632.2,74.73,2.47,15328.4
09-12-2022,29500,1789.3,1621.97,71.92,2.47,15399.9
14-12-2022,29650,1810.49,1630.49,75.22,2.37,15562.5
16-12-2022,29550,1776.72,1615.55,76.33,2.39,15182.3
19-12-2022,29550,1793.13,1619.03,74.62,2.46,15018.2
21-12-2022,29800,1818.06,1611.26,76,2.52,15000.6
22-12-2022,29800,1814.2,1614.53,78.28,2.5,15219.5
23-12-2022,29650,1792.65,1611.92,78.14,2.52,15081.5
27-12-2022,29600,1796.67,1632.06,79.99,2.5,15188.5
28-12-2022,29750,1814,1644,80.02,2.56,15218.3
29-12-2022,29700,1804.16,1644.73,79.01,2.52,15037.3
06-01-2023,29700,1833.27,1667.14,74.18,2.54,15225.4
09-01-2023,29800,1865.45,1685.3,73.87,2.47,15539.7
11-01-2023,29800,1877.3,1693.22,75.06,2.43,15608.2
12-01-2023,29750,1876.43,1688.34,77.9,2.44,15749.1
13-01-2023,29800,1897.03,1691.52,78.58,2.42,15859.5
19-01-2023,29850,1903.83,1682.13,79.43,2.42,15649.1
23-01-2023,29900,1926.2,1681.33,82.12,2.48,15777.5
24-01-2023,29950,1931.35,1689.9,81.94,2.47,15880.1
31-01-2023,29900,1922.82,1681.66,78.19,2.47,15818.9
02-02-2023,30200,1950.54,1689.16,77.06,2.47,16121.2
13-02-2023,29750,1865.69,1661.37,80.05,2.56,15910.7
16-02-2023,29800,1836.56,1653.85,78.68,2.55,16016.1
21-02-2023,30050,1841.71,1659.7,76.64,2.52,15840.2
22-02-2023,30100,1834.71,1665.6,76.29,2.52,15572.5
08-03-2023,30150,1813.61,1606.13,77.36,2.52,15439
09-03-2023,30150,1813.65,1615.27,76.65,2.48,15440.6
10-03-2023,30350,1830.96,1605.62,75.78,2.45,15140.8
17-03-2023,31250,1920,1564.58,68.47,2.48,14831
23-03-2023,31850,1967.91,1582.26,70.07,2.31,14741.1
27-03-2023,32050,1977.66,1595.12,69.75,2.25,14758.6
29-03-2023,31900,1972.82,1611.75,73.74,2.34,14949.3
31-03-2023,31950,1978.62,1607,74.44,2.38,15200.6
03-04-2023,31850,1970.84,1610.84,80.6,2.43,15374.9
19-04-2023,32600,2007.49,1588.9,80.96,2.54,15685
27-04-2023,32250,1987.58,1539.28,74.3,2.51,15228.6
03-05-2023,32150,2014.8,1521.17,71.43,2.47,15314.6
08-05-2023,32450,2015.95,1541.51,71.27,2.46,15380.9
11-05-2023,32400,2030.56,1571.21,72.54,2.48,15349.2
12-05-2023,32350,2015.19,1565.66,71.47,2.49,15263.1
17-05-2023,32250,1988.94,1541.29,70.6,2.52,15129.2
19-05-2023,32000,1957.4,1529.15,72.06,2.51,15345.4
22-05-2023,32200,1977.8,1505.21,71.87,2.51,15324.3
23-05-2023,32150,1971.99,1526.15,72,2.54,15318.8
01-06-2023,32250,1962.8,1534.16,67.81,2.46,14887.1
07-06-2023,32300,1963.59,1531.3,71.7,2.49,15391.8
13-06-2023,32100,1957.69,1553.11,67.45,2.49,15548.5
22-06-2023,31900,1932.09,1524.35,72.4,2.54,15657
27-06-2023,32150,1923.21,1488.17,69.63,2.52,15518.7
05-07-2023,31900,1925.9,1512.93,70.25,2.49,15918.5
06-07-2023,31850,1916.05,1503.38,71.85,2.51,15835.5
17-07-2023,32050,1954.9,1521.39,74.88,2.53,16040.2
20-07-2023,31850,1976.8,1536.08,75.33,2.54,16230.9
26-07-2023,32050,1964.99,1527.41,78.88,2.59,16385.2
27-07-2023,32000,1972.08,1527.12,78.49,2.57,16418.2
04-08-2023,31800,1934.12,1531.03,81.22,2.57,16125.4
07-08-2023,31850,1942.59,1533.18,82.27,2.57,16071.1
08-08-2023,31950,1936.76,1534.61,82.04,2.6,16208.2
16-08-2023,31950,1901.59,1516.64,80.74,2.6,15911.3
24-08-2023,31750,1914.15,1552.97,78.3,2.6,15823.3
29-08-2023,32000,1920.23,1566,79.55,2.6,15879.6
01-09-2023,32150,1940.19,1569.2,82.9,2.62,16000.4
11-09-2023,32300,1919.16,1548.93,86.74,2.62,15879
12-09-2023,32350,1922.9,1544.08,86.62,2.94,15949.4
13-09-2023,32300,1913.55,1546.47,88.07,2.98,15953.9
14-09-2023,32300,1906.68,1538.03,88.19,3.02,15926.6
18-09-2023,32500,1924.19,1539.4,90.41,2.98,15973.7
19-09-2023,32600,1933.68,1527.68,90.97,3.02,15952.5
20-09-2023,32950,1931.69,1521.66,90.63,3.14,15929
21-09-2023,32950,1930.99,1504.55,88.07,3.17,15859.6
22-09-2023,32950,1920.08,1514.07,88.27,3.16,15601.6
25-09-2023,32800,1925.24,1524.39,88.83,3.2,15569.5
26-09-2023,32900,1916.03,1504.69,88.3,3.29,15593.7
27-09-2023,32850,1900.69,1494.14,88.92,3.22,15381.6
28-09-2023,32600,1875.73,1497.65,91.44,3.27,15394.7
29-09-2023,32350,1865.43,1482.12,89.7,3.29,15478.1
03-10-2023,31900,1827.96,1458.65,87.01,3.17,15230
04-10-2023,32000,1824.3,1430.74,87.44,3.31,15049.6
05-10-2023,31950,1820.49,1454.57,82.85,3.37,15070.9
06-10-2023,31950,1820.4,1457.81,81.05,3.36,15072.9
09-10-2023,32450,1832.74,1434.67,83.2,3.36,15214
10-10-2023,32550,1861.27,1441.84,84.7,3.33,15318.1
11-10-2023,32250,1859.99,1438.08,84.16,3.35,15450.2
12-10-2023,32300,1874.1,1457,81.84,3.28,15487.8
16-10-2023,32950,1929.3,1443.89,86.37,3.27,15323.7
17-10-2023,32950,1920.14,1431.83,85.69,3.32,15484.5
18-10-2023,33250,1923.7,1432.94,86.41,3.38,15541.4
19-10-2023,33600,1947.99,1425.07,87.22,3.35,15325
24-10-2023,33900,1972.97,1395.92,85.05,3.38,14946
25-10-2023,33750,1971.36,1401.25,82.99,3.29,15025.8
26-10-2023,34100,1979.97,1394.5,84.58,3.37,14914.1
27-10-2023,34050,1985.17,1381.51,82.88,3.33,14858.7
30-10-2023,34150,2004.8,1381.57,84.25,3.295,14675.8
31-10-2023,34000,1996,1395.6,81.96,3.235,14825.9
01-11-2023,34000,1983.01,1380.89,80.98,3.25,14919.2
02-11-2023,33850,1983.53,1391.97,80.44,3.27,15002.5
03-11-2023,33750,1985.69,1412.89,82.25,3.205,15332.6
06-11-2023,33500,1992.3,1430.01,80.76,3.19,15475.2
07-11-2023,33300,1978.19,1413.64,80.69,3.16,15440.5
08-11-2023,33100,1968.84,1410.07,77.03,3.13,15388.5
09-11-2023,32800,1950.09,1410.83,75.63,3.11,15352.2
10-11-2023,33150,1958.4,1392.68,75.65,3.07,15235.2
14-11-2023,33200,1946.19,1390.37,78.48,3.14,15403.1
15-11-2023,33050,1963.05,1401.48,78.1,3.04,15732.7
16-11-2023,33100,1959.44,1413.05,76.71,3.12,15765
17-11-2023,33050,1981.21,1408.04,73.11,3,15716.5
20-11-2023,32950,1980.39,1415.68,75.8,2.98,15813.5
21-11-2023,33050,1977.49,1427.04,77.69,3,15881.6
22-11-2023,33300,1998.69,1422.02,77.92,2.99,15861.6
24-11-2023,33350,1994.06,1407.39,76.94,3.03,15907.9
27-11-2023,33550,2002.78,1393.02,75.57,3.03,15983.8
28-11-2023,33350,2013.94,1398.57,75.32,3.09,15930.9
29-11-2023,33550,2041.24,1404.89,76.67,3,15929.1
30-11-2023,33750,2044.8,1389.25,77.79,3.03,15963
06-12-2023,33700,2019.74,1383.14,72.33,2.98,16123
07-12-2023,33800,2025.3,1382.18,69.57,2.85,16092.4
08-12-2023,33850,2028.69,1381.8,70,2.865,16136.9
12-12-2023,33500,1981.59,1382.91,71.67,2.855,16274.4
13-12-2023,33550,1979.74,1369.88,68.99,2.84,16285.9
14-12-2023,33800,2026.59,1370.16,70.08,2.83,16560.7
15-12-2023,33600,2035.8,1384.87,71.91,2.77,16723.9
19-12-2023,33550,2027.3,1395.26,72.93,2.8,16656.8
22-12-2023,33650,2045.84,1407.39,74.07,2.76,16724.9
26-12-2023,33800,2055.73,1408.17,73.74,2.72,16770.5
27-12-2023,33750,2066.7,1415.06,75.57,2.72,16859.5
28-12-2023,33800,2077.34,1410.87,74.04,2.72,16898.3
