Date,Y,XAU_USD,Set,Oil,TenbondTHB,NYSE
29-05-2014,19500,1258.79,1404.92,103.06,3.66,10716.5
30-05-2014,19600,1256,1412.51,103.51,3.68,10734.5
02-06-2014,19450,1250.89,1424.81,102.92,3.73,10760.5
03-06-2014,19350,1244.39,1455.33,102.44,3.71,10752.4
04-06-2014,19300,1245.24,1456.06,102.79,3.68,10752.4
05-06-2014,19300,1243.8,1454.11,102.37,3.68,10788.5
06-06-2014,19400,1253.69,1461.8,102.44,3.655,10865.2
09-06-2014,19300,1253.79,1464.71,102.78,3.65,10895.4
10-06-2014,19300,1252.15,1454.4,104.46,3.67,10906.9
11-06-2014,19450,1260.49,1470.04,104.3,3.7,10886.3
12-06-2014,19450,1261.49,1461.3,104.47,3.68,10870.7
13-06-2014,19600,1273.69,1456.6,106.84,3.68,10836.7
16-06-2014,19650,1277.06,1460.29,106.88,3.73,10855.3
17-06-2014,19550,1271.65,1475.87,106.59,3.69,10849.6
18-06-2014,19600,1271.3,1471.86,106.6,3.74,10890.1
19-06-2014,19600,1278.44,1455.89,106.11,3.7,10992
20-06-2014,20150,1320.2,1464.86,106.6,3.71,11014
23-06-2014,20150,1313.7,1471.91,107.42,3.77,11017
24-06-2014,20250,1318.54,1466.69,106.02,3.76,10997.4
25-06-2014,20250,1318.74,1462.55,106.14,3.74,10902.7
26-06-2014,20250,1318.65,1472.5,106.71,3.755,10951.8
27-06-2014,20250,1317.91,1480.75,105.64,3.74,10934.8
30-06-2014,20250,1315.8,1488.92,105.69,3.71,10969.2
02-07-2014,20350,1325.58,1492.05,105.21,3.73,11044.7
03-07-2014,20350,1327.7,1492.87,104.27,3.74,11070.4
07-07-2014,20250,1320.16,1500.87,104.06,3.75,11072
08-07-2014,20250,1319.75,1506.01,103.39,3.74,11008.8
09-07-2014,20250,1319.69,1505.6,103.45,3.71,10977.9
10-07-2014,20300,1319.34,1513.25,101.95,3.69,10941.8
14-07-2014,20400,1338.45,1524.98,100.46,3.68,10980.2
15-07-2014,19950,1306.85,1533.29,100.93,3.67,10995.7
16-07-2014,19800,1294.4,1527.13,100.21,3.63,11006.4
17-07-2014,19850,1300.24,1529.11,101.49,3.59,10982.7
18-07-2014,20100,1318.7,1532.52,103.72,3.56,10908.4
21-07-2014,19950,1311.05,1536.73,102.97,3.59,10951.2
22-07-2014,19850,1311.89,1543.56,104.58,3.52,10988.9
23-07-2014,19750,1307.7,1527.35,101.96,3.5,11027.4
24-07-2014,19650,1304.14,1545.54,103.2,3.53,11038.9
25-07-2014,19550,1294,1545.59,102.04,3.58,11038.6
28-07-2014,19650,1308.25,1545.52,101.87,3.59,10984.4
29-07-2014,19700,1304.59,1541.27,101.6,3.56,11005.3
30-07-2014,19650,1298.94,1521.33,101.03,3.57,10958
31-07-2014,19650,1294.86,1513.92,99.47,3.55,10866.3
01-08-2014,19600,1282.24,1488.5,97.7,3.58,10699.8
04-08-2014,19700,1293.98,1504.35,97.67,3.57,10692.2
05-08-2014,19650,1287.91,1522.87,98.41,3.56,10728.9
06-08-2014,19700,1288.05,1527.11,97.62,3.55,10606.1
07-08-2014,19900,1305.89,1525.06,96.89,3.45,10677
08-08-2014,20100,1313.5,1512.82,97.64,3.42,10591.1
13-08-2014,19900,1308.69,1530.96,97.2,3.44,10731.9
14-08-2014,19850,1312.86,1550.83,97.3,3.43,10756.3
15-08-2014,19850,1312.95,1543.42,95.5,3.44,10833.5
18-08-2014,19650,1303.91,1548.42,97.1,3.43,10824.3
19-08-2014,19650,1297.65,1550.55,96.56,3.44,10901
20-08-2014,19600,1295.6,1546.57,94.7,3.47,10909.3
21-08-2014,19600,1291.8,1550.26,93.49,3.52,10958.1
22-08-2014,19400,1276.64,1556.4,93.89,3.51,10973
25-08-2014,19450,1279.67,1561.4,93.34,3.5,10976.7
26-08-2014,19350,1276.55,1565.48,93.36,3.5,11016.4
27-08-2014,19450,1281.09,1564.41,93.88,3.49,11042.1
28-08-2014,19450,1282.75,1566.73,93.75,3.49,10999.7
29-08-2014,19550,1290.29,1554.9,94.56,3.48,11023.8
02-09-2014,19500,1287.59,1568.71,95.81,3.48,11050.6
03-09-2014,19350,1266.14,1574.19,93.28,3.52,11081.8
04-09-2014,19350,1268.8,1585.6,95.07,3.51,11070.2
05-09-2014,19250,1260.96,1583.47,94.57,3.53,11019.9
08-09-2014,19250,1268.75,1589.39,93.49,3.5,11059.2
09-09-2014,19150,1255.43,1586.88,93.11,3.46,10994.1
10-09-2014,19150,1256.19,1577.26,92.79,3.5,10946.7
11-09-2014,19050,1248.68,1582.21,91.71,3.49,10933.4
12-09-2014,18850,1240.59,1583.38,93.05,3.49,10965.3
15-09-2014,18850,1228.4,1577.71,92.13,3.48,10909.9
16-09-2014,18950,1233.1,1583.74,92.81,3.51,10890.5
17-09-2014,18950,1234.95,1571.9,94.71,3.51,10993.2
18-09-2014,18800,1223.2,1576.88,93.97,3.52,10998.4
19-09-2014,18750,1225.5,1590.68,92.97,3.5,11046.4
22-09-2014,18550,1216.54,1584.26,92.22,3.48,10978.6
23-09-2014,18650,1215.3,1593.16,90.7,3.45,10861.2
24-09-2014,18700,1222.81,1593.42,91.72,3.45,10818.8
25-09-2014,18600,1217.02,1595.6,92.89,3.46,10863.6
26-09-2014,18750,1222.59,1591.02,92.47,3.43,10732.3
29-09-2014,18700,1219.2,1601.38,93.35,3.43,10727.8
30-09-2014,18700,1216.24,1586.18,94.34,3.38,10745
01-10-2014,18500,1209,1590.13,91.36,3.36,10688.6
02-10-2014,18600,1213.34,1582.21,90.74,3.31,10557.3
03-10-2014,18600,1213.84,1568.18,91.38,3.34,10579.5
06-10-2014,18300,1191.79,1572.31,89.77,3.39,10671.7
07-10-2014,18550,1207.15,1544.87,90.45,3.35,10605.3
08-10-2014,18700,1209.39,1529.18,88.43,3.3,10485.8
09-10-2014,18750,1221.84,1553.65,87.73,3.29,10615
10-10-2014,18700,1224.49,1545.77,84.39,3.24,10397.4
13-10-2014,18850,1223.54,1544.66,85.2,3.24,10317.5
14-10-2014,18850,1237.08,1544.65,84.98,3.18,10194
15-10-2014,18850,1233.65,1550.69,82.32,3.16,10083.9
16-10-2014,19000,1241.67,1540.9,81.06,3.3,10004.8
17-10-2014,18950,1239.69,1529.36,83.18,3.31,10212.9
20-10-2014,18900,1238.54,1541.1,83.13,3.35,10227.2
21-10-2014,18950,1246.99,1529.73,82.76,3.34,10370.7
22-10-2014,19000,1249.57,1534.03,82.55,3.31,10502.1
24-10-2014,18850,1232.59,1537.99,81.95,3.32,10529.3
27-10-2014,18800,1231.5,1542.69,81.27,3.32,10547.7
28-10-2014,18850,1225.76,1549.06,80.64,3.36,10576.9
29-10-2014,18850,1228.21,1564.51,81.55,3.39,10690.3
30-10-2014,18650,1211.5,1565.86,81.93,3.4,10626.1
31-10-2014,18400,1198.91,1570.97,81.04,3.4,10772.9
03-11-2014,18000,1173.76,1591.02,80.59,3.36,10834.4
04-11-2014,18000,1165.55,1583.55,78.22,3.26,10781.1
05-11-2014,18000,1168.19,1585.84,77.36,3.22,10804
06-11-2014,17750,1141.45,1581.32,78.87,3.18,10824.1
07-11-2014,17750,1141.2,1585.1,77.86,3.23,10837.8
10-11-2014,18150,1179.41,1581.77,78.5,3.22,10876.9
11-11-2014,17900,1150.65,1569,77.18,3.17,10892.5
12-11-2014,18050,1164.67,1572.45,77.5,3.15,10907.5
13-11-2014,18000,1160.84,1561.89,76.95,3.11,10884.1
14-11-2014,18000,1162.09,1580.41,74.36,3.12,10861.5
17-11-2014,18350,1188.75,1576.41,75.93,3.14,10859.8
18-11-2014,18300,1186.42,1571.81,75.49,3.09,10896.6
19-11-2014,18450,1197.57,1585.14,74.23,3.09,10938.6
20-11-2014,18300,1183.36,1579.51,74.25,3.1,10888.1
21-11-2014,18450,1193.78,1568.56,76.29,3.09,10938
24-11-2014,18550,1201.53,1587.35,76.62,3.12,11038.9
25-11-2014,18550,1197.55,1591.23,75.51,3.1,11053.3
26-11-2014,18550,1200.96,1596.29,73.87,3.12,11036.8
28-11-2014,18500,1190.7,1596.49,73.5,3.12,10993.1
01-12-2014,18000,1167.06,1590.89,66,3.08,10933.1
02-12-2014,18750,1210.74,1596.71,69.24,3.04,10888.4
03-12-2014,18700,1199.01,1597.33,67.6,3.05,10942.7
04-12-2014,18800,1209.7,1597.03,67.4,3.06,10966.9
08-12-2014,18700,1193.09,1600.99,65.46,3.04,10941.6
09-12-2014,18800,1203.64,1573.89,63.01,3.06,10863.6
11-12-2014,19100,1226.75,1546.18,61.12,3.02,10671.1
12-12-2014,19050,1227.99,1523.53,59.17,2.99,10690.1
15-12-2014,18950,1222.25,1490.44,57.07,2.97,10535.5
16-12-2014,18750,1192.59,1442.82,55.4,3.01,10386.1
17-12-2014,18750,1196.69,1464.64,55.5,3.07,10411.5
18-12-2014,18650,1188.7,1504.72,55.83,3.13,10709.5
19-12-2014,18700,1198.55,1527.08,55.5,3.06,10835.3
22-12-2014,18650,1195.33,1522.49,57.75,3.07,10890.2
23-12-2014,18400,1175.03,1535.22,55.39,3.09,10935.7
24-12-2014,18400,1175.7,1536.24,56.8,3.07,10962.2
26-12-2014,18450,1173.45,1503.49,55.86,3.06,10975.3
29-12-2014,18650,1195.71,1515.49,55.05,3.05,10974.9
30-12-2014,18550,1183.37,1496.89,53.72,3.02,10963.5
05-01-2015,18550,1189.34,1499.7,52.61,2.91,10764.4
06-01-2015,18700,1204.85,1467.97,50,2.73,10610.8
07-01-2015,18850,1219.55,1478.84,48,2.72,10514.5
08-01-2015,18800,1210.51,1514.9,48.78,2.75,10686
09-01-2015,18750,1209.65,1529.5,48.92,2.75,10811.8
12-01-2015,18950,1223,1527.42,48.19,2.74,10712.6
13-01-2015,19100,1233.62,1520.71,45.69,2.72,10640.7
14-01-2015,19050,1230.76,1539.58,46.16,2.69,10622.6
15-01-2015,19000,1229.95,1528.83,48.6,2.68,10606.6
16-01-2015,19400,1262.05,1515.71,46.35,2.69,10508.6
20-01-2015,19800,1276.54,1539.46,48.69,2.72,10682
21-01-2015,19950,1293.64,1538.31,46.69,2.82,10646
22-01-2015,19850,1293.2,1546.76,47.35,2.81,10753.6
23-01-2015,19950,1301.38,1570.81,46.63,2.79,10854.2
26-01-2015,19900,1293.68,1602.13,45.2,2.76,10787.3
27-01-2015,19650,1281.08,1589.44,45.13,2.73,10793
28-01-2015,19850,1292.35,1594.5,45.83,2.72,10797.2
29-01-2015,19700,1285.35,1591.94,44.43,2.79,10617.9
30-01-2015,19500,1257.61,1591.54,44.63,2.74,10636
02-02-2015,19850,1281.81,1577.65,47.59,2.77,10568
03-02-2015,19650,1275.4,1592.08,49.79,2.74,10721.6
04-02-2015,19500,1260.25,1616.41,51.67,2.74,10803.5
05-02-2015,19650,1269.9,1595.06,48.67,2.77,10821.4
06-02-2015,19550,1264.82,1614.47,50.86,2.76,10903.3
09-02-2015,19200,1235.18,1609.78,52.01,2.78,10831
10-02-2015,19200,1239.55,1600.57,52.43,2.79,10860.7
11-02-2015,19150,1233.75,1599.42,50.98,2.79,10883.9
12-02-2015,18950,1218.73,1606.06,49.42,2.82,10924.2
13-02-2015,19000,1222.38,1616.79,51.35,2.9,11009.9
17-02-2015,19050,1231.05,1607.32,52.75,3,11042.8
18-02-2015,18700,1209.41,1590.71,53.24,2.96,11054.5
19-02-2015,18800,1212.7,1603.22,50.55,2.98,11027
20-02-2015,18700,1207.41,1604.56,51.24,2.99,11025.3
23-02-2015,18600,1201.89,1608.53,50.75,2.97,11091.5
24-02-2015,18600,1201.71,1597,49.42,2.97,11082.1
25-02-2015,18650,1199.55,1602.16,49.16,2.97,11119.6
26-02-2015,18650,1205.16,1590.29,51,2.93,11111.8
27-02-2015,18600,1209.45,1590.93,48.97,2.9,11078.5
02-03-2015,18750,1213.8,1588.14,49.45,2.71,11053.7
03-03-2015,18400,1207.19,1580.36,49.8,2.63,11090.8
05-03-2015,18500,1199.75,1559.4,51.62,2.68,11014.7
06-03-2015,18450,1198.65,1553.05,50.89,2.66,10964.2
09-03-2015,18100,1168.65,1558.54,49.6,2.65,10846
10-03-2015,18100,1167.1,1560.94,50.08,2.73,10802.5
11-03-2015,18050,1162.15,1524.38,48.77,2.82,10686.6
12-03-2015,18000,1154.6,1543.06,48.44,2.77,10734.7
13-03-2015,18050,1153.9,1547.68,46.93,2.69,10784.1
16-03-2015,18100,1158.5,1534.47,44.81,2.83,10787.5
17-03-2015,18050,1154.55,1525.5,43.84,2.83,10843.7
18-03-2015,18000,1149.25,1513.99,42.51,2.74,10846.4
19-03-2015,18200,1167.25,1543.63,44.6,2.82,10976.8
20-03-2015,18200,1170.7,1533.91,43.99,2.83,10932.5
23-03-2015,18300,1185.96,1535.86,46.41,2.74,11089.7
24-03-2015,18300,1189.35,1518.47,47.46,2.81,11072
25-03-2015,18350,1192.9,1514.04,47.72,2.75,11037
26-03-2015,18500,1195.55,1506.08,49.02,2.75,10877.2
27-03-2015,18550,1204.25,1494.22,51.01,2.72,10860.6
30-03-2015,18500,1198.85,1501.08,48.57,2.78,10919
31-03-2015,18350,1185.4,1502.25,48.73,2.77,10914
01-04-2015,18350,1183.35,1506.35,47.55,2.69,10906.1
02-04-2015,18500,1204.95,1530.84,49.59,2.73,10897.7
07-04-2015,18700,1214.69,1545.21,51.95,2.73,11042
08-04-2015,18650,1208.85,1553.11,53.18,2.74,11038.5
09-04-2015,18500,1203.07,1545.86,51,2.66,11028.8
10-04-2015,18450,1194.3,1547.92,50.73,2.675,11077.7
16-04-2015,18550,1202.45,1560.86,55.92,2.74,11171.5
17-04-2015,18450,1198.6,1572.88,56.56,2.65,11113.5
20-04-2015,18500,1204.9,1565.67,56.16,2.73,11058.5
21-04-2015,18400,1196.81,1566.35,56.41,2.66,11115.8
22-04-2015,18450,1202.75,1571.15,56.34,2.59,11113.2
23-04-2015,18250,1187.56,1556.61,56.28,2.62,11128.1
24-04-2015,18350,1194.16,1549.68,57.53,2.53,11199.9
27-04-2015,18300,1179.76,1559.2,57.3,2.52,11226.4
28-04-2015,18550,1202.75,1549.2,56.65,2.62,11165.1
29-04-2015,18700,1212.1,1521.55,56.93,2.55,11162
30-04-2015,18750,1205.18,1520.55,58.55,2.55,11116.7
06-05-2015,18850,1193.19,1529.56,60.72,2.55,11082.1
07-05-2015,18750,1191.8,1514.84,60.69,2.68,10997.9
08-05-2015,18800,1184.66,1502.29,59.02,2.88,11138.6
11-05-2015,18900,1188.95,1517.05,59.43,2.9,11182.1
12-05-2015,18950,1183.8,1499.28,59.27,2.86,11106.1
13-05-2015,19000,1193.45,1490.93,61.23,2.98,11131.5
14-05-2015,19250,1215.71,1496.2,60.1,2.96,11164
15-05-2015,19350,1221.76,1496.98,59.67,2.88,11203
18-05-2015,19400,1223.3,1510.21,59.85,2.88,11207
19-05-2015,19350,1225.27,1513.83,59.54,2.98,11214.4
20-05-2015,19250,1208.01,1527.65,58.32,2.86,11221.4
21-05-2015,19250,1210.11,1523.33,58.81,3.04,11212.5
22-05-2015,19150,1206.75,1533.17,60.66,2.91,11213.9
26-05-2015,19200,1207.3,1508.12,60.05,2.9,11197.6
27-05-2015,19050,1187.44,1491.43,58.32,2.88,11076.3
28-05-2015,19050,1188.21,1502.49,57.63,2.88,11128.8
29-05-2015,19000,1188.65,1495.64,57.97,2.78,11116.2
02-06-2015,19000,1188.95,1492.45,60.18,2.81,11057.1
03-06-2015,19100,1193.86,1480.36,61.02,2.88,11101.9
04-06-2015,18900,1185.51,1484.57,59.57,2.98,11062.1
05-06-2015,18850,1177.24,1490.51,57.99,3.09,10982
08-06-2015,18850,1169.45,1507.72,58.96,3.14,10975.2
09-06-2015,18800,1174.36,1504.59,58.31,3.11,10918.2
10-06-2015,18850,1176.75,1496.65,60.58,3.03,10960.1
11-06-2015,18900,1186.61,1512.95,61.14,3.1,11072.5
12-06-2015,18900,1182.01,1515.64,60.55,3.11,11037.3
15-06-2015,18900,1181.5,1507.05,59.9,3.07,10942.5
16-06-2015,18900,1186.06,1502.26,59.6,3.07,10940.5
17-06-2015,18850,1181.9,1507.23,60.03,3.04,11009.5
18-06-2015,18900,1185.26,1517.13,59.78,3.04,11032.5
19-06-2015,19150,1202.36,1507.6,60.5,3.01,11080.3
22-06-2015,19100,1200.61,1492.55,59.44,2.92,11104.7
23-06-2015,18950,1185.86,1512.23,60.21,2.955,11146.6
24-06-2015,18850,1178.25,1507.39,61.14,2.98,11132.4
25-06-2015,18850,1175.29,1517.35,60.22,3,11078.6
26-06-2015,18850,1173.35,1520.92,59.66,2.98,11048.6
29-06-2015,18950,1184.96,1501.03,58.84,2.96,10941
30-06-2015,18850,1180.06,1510.18,58.27,2.98,10859.1
02-07-2015,18750,1168.8,1504.72,56.87,2.96,10885.5
06-07-2015,18750,1173.3,1479.81,56.42,2.88,10770
07-07-2015,18750,1170.5,1477.16,52.75,2.9,10765
08-07-2015,18650,1155.18,1476.01,52.91,2.91,10755.6
09-07-2015,18650,1158.62,1469.59,51.83,2.85,10741.8
10-07-2015,18700,1159.75,1482.18,52.48,2.83,10689.5
13-07-2015,18750,1163.3,1484.52,52.15,2.82,10853.9
14-07-2015,18650,1158.06,1493.39,52,2.85,10944
15-07-2015,18650,1155.9,1490.99,53.4,2.84,10989.4
16-07-2015,18600,1148.86,1488.97,51.62,2.835,11013.3
17-07-2015,18600,1145.61,1482.61,50.91,2.84,11010.8
20-07-2015,18100,1133.35,1480.12,50.76,2.86,10991.3
21-07-2015,18100,1098.55,1467.61,49.95,2.85,10960.4
22-07-2015,18050,1101.06,1441.38,50.71,2.84,10897.1
23-07-2015,18100,1094.5,1447.16,49.23,2.85,10918.1
24-07-2015,17900,1090.85,1440.78,48.79,2.85,10830.8
27-07-2015,18150,1099.55,1431.86,48,2.815,10688.9
28-07-2015,18100,1094.31,1416.02,47.02,2.815,10698.9
29-07-2015,18150,1095.48,1413.96,47.81,2.81,10795.2
31-07-2015,18100,1088.66,1424.01,48.47,2.85,10908.3
03-08-2015,18200,1095.61,1435.62,46.86,2.82,10883.5
04-08-2015,18100,1086.18,1438.67,45.35,2.79,10849.1
05-08-2015,18100,1087.59,1438.16,45.96,2.79,10874.2
06-08-2015,18100,1084.9,1436.66,45.16,2.78,10851.3
07-08-2015,18150,1089.4,1429.92,44.82,2.79,10779.5
10-08-2015,18200,1094.39,1423.3,43.58,2.8,10804.8
11-08-2015,18400,1104.41,1423.31,44.81,2.81,10857.1
13-08-2015,18700,1125.46,1399.3,43.34,2.81,10779.4
14-08-2015,18600,1115.16,1404.24,42.23,2.75,10736.4
17-08-2015,18650,1114.35,1414.64,42.18,2.74,10743.6
18-08-2015,18800,1117.91,1371.88,41.88,2.7,10799.5
19-08-2015,18850,1118.01,1376.19,42.41,2.69,10742.3
20-08-2015,19100,1133.95,1372.66,40.58,2.64,10618.4
21-08-2015,19600,1153.91,1365.93,41.03,2.65,10402.3
24-08-2015,19650,1162.35,1334.62,40.3,2.65,9864.3
25-08-2015,19500,1155.45,1315.71,38.18,2.85,9790.1
26-08-2015,19200,1141.15,1314.91,39.69,2.82,9692.4
27-08-2015,19050,1125.65,1338.37,38.96,2.85,10044.4
28-08-2015,19100,1125.8,1374.36,42.68,2.78,10199.2
31-08-2015,19250,1133.25,1367.81,45,2.82,10198.3
01-09-2015,19300,1135.01,1381.64,48.1,2.82,10176.5
02-09-2015,19300,1139.49,1360.52,44.26,2.84,9963.1
03-09-2015,19250,1134.01,1379.78,46.11,2.87,10044.4
04-09-2015,19100,1125.25,1378.64,46.68,2.88,9955.4
08-09-2015,19200,1119.3,1371.31,45.82,2.92,9974.8
09-09-2015,19150,1121.96,1390.17,45.79,3.06,10193
10-09-2015,19000,1106.81,1386.49,44.16,3.07,9985
11-09-2015,19000,1111.56,1399.3,45.71,3.1,9987.5
14-09-2015,18950,1107.8,1382.64,44.78,3.11,10026.5
15-09-2015,18900,1108.19,1377.33,44.11,3.05,10008.6
16-09-2015,18850,1105.5,1375.28,45.16,2.99,10139.1
17-09-2015,19050,1118.89,1387,47.13,2.95,10217
18-09-2015,19150,1130.85,1394,46.89,2.87,10118.2
21-09-2015,19250,1139.4,1384.76,44.97,2.8,10049.4
22-09-2015,19300,1133.16,1396.38,46.45,2.87,9970.3
23-09-2015,19200,1124.1,1372.43,46.54,2.77,9923.7
24-09-2015,19450,1130.61,1371.9,44.62,2.73,9813.2
25-09-2015,19750,1150.97,1375.31,45.05,2.83,9913.6
28-09-2015,19650,1145.8,1368.56,45.38,2.85,9803.4
29-09-2015,19550,1132.25,1342.36,44.5,2.88,9612.6
30-09-2015,19400,1127.46,1353.06,44.92,2.86,9698.9
01-10-2015,19250,1115.14,1353.92,45.38,2.77,9832.3
02-10-2015,19300,1114.08,1345.68,45.07,2.78,9755.8
05-10-2015,19600,1137.71,1354.11,45.65,2.77,10035.9
06-10-2015,19550,1135.65,1367.9,46.2,2.73,10167.5
07-10-2015,19700,1146.96,1376.47,49,2.72,10212.4
08-10-2015,19500,1145.49,1393.79,48.11,2.67,10238.1
09-10-2015,19350,1139.1,1404.68,49.69,2.67,10376.7
12-10-2015,19500,1155.71,1415.44,49.51,2.63,10356.3
13-10-2015,19450,1163.55,1408.33,47.46,2.63,10298.6
14-10-2015,19800,1168.59,1405.29,46.69,2.65,10267.5
15-10-2015,19700,1184.1,1413,46.28,2.62,10259.5
16-10-2015,19700,1182.21,1428.99,46.87,2.54,10407.3
19-10-2015,19650,1176,1421.61,47.27,2.55,10385.5
20-10-2015,19650,1171,1415.55,46.25,2.66,10377.2
21-10-2015,19750,1175.81,1421.63,45.88,2.65,10403.7
22-10-2015,19650,1167.06,1415.52,45.27,2.65,10342.8
26-10-2015,19650,1164.45,1429.03,44.74,2.63,10495.9
27-10-2015,19600,1162.96,1422.73,43.78,2.6,10420.8
28-10-2015,19650,1166.75,1422.97,43.44,2.65,10428
29-10-2015,19650,1156.09,1409.62,46.06,2.7,10504.4
30-10-2015,19400,1148.04,1391.41,45.74,2.68,10509.1
02-11-2015,19250,1141.49,1395.63,46.43,2.68,10474.6
03-11-2015,19150,1133.6,1419.45,46.11,2.61,10556.4
04-11-2015,18900,1117.63,1420.65,47.74,2.62,10629.6
05-11-2015,18750,1107.56,1421.23,46.57,2.64,10563.9
06-11-2015,18750,1103.89,1411.47,45.41,2.65,10525.6
09-11-2015,18600,1089.94,1412.15,44.52,2.64,10486.7
10-11-2015,18650,1092.01,1398.19,44.1,2.7,10389.2
11-11-2015,18600,1089.85,1398.58,43.63,2.68,10454.1
12-11-2015,18500,1086.26,1383.88,43.05,2.71,10335
13-11-2015,18450,1085.05,1380.34,41.61,2.69,10206.5
16-11-2015,18600,1088.14,1370.51,40.92,2.71,10143.4
17-11-2015,18500,1082.86,1396.54,41.96,2.73,10320
18-11-2015,18300,1070.3,1390.95,41.11,2.71,10285.4
19-11-2015,18400,1071.15,1384.19,40.72,2.73,10426.1
20-11-2015,18400,1082.3,1386.99,40.54,2.78,10460.2
23-11-2015,18250,1077.01,1397.27,41.49,2.84,10433.6
24-11-2015,18250,1069.24,1395.73,42.04,2.85,10379.3
25-11-2015,18300,1075.55,1388.53,42.69,2.8,10449.7
27-11-2015,18200,1071.59,1364.17,43.25,2.7,10442.6
30-11-2015,18000,1057.8,1360.72,41.77,2.735,10455.5
01-12-2015,18200,1064.55,1363.13,41.73,2.76,10447.1
02-12-2015,18150,1069.49,1356.88,41.69,2.71,10501.1
03-12-2015,17950,1053.71,1332.6,40.15,2.69,10415.6
04-12-2015,18050,1062.39,1334.26,41.31,2.75,10266.5
08-12-2015,18200,1070.49,1323.85,37.68,2.735,10214.3
09-12-2015,18350,1074.74,1309.22,37.86,2.72,10191.4
11-12-2015,18250,1071.6,1297.1,36.63,2.69,10074.1
14-12-2015,18400,1073.69,1262.44,35.4,2.69,9977.8
15-12-2015,18250,1062.89,1276.96,36.32,2.66,10057.3
16-12-2015,18150,1060.73,1304.76,36.79,2.65,10164.8
17-12-2015,18250,1072.85,1297.16,35.8,2.6,10267.8
18-12-2015,18150,1051.72,1302.05,34.87,2.6,10073
21-12-2015,18300,1065.94,1271.28,34.58,2.59,10017.1
22-12-2015,18450,1078.41,1274.71,35.8,2.58,10052.3
23-12-2015,18350,1072.21,1270.47,36.47,2.56,10180.6
24-12-2015,18350,1070.9,1285.7,37.86,2.56,10266.1
28-12-2015,18350,1076,1285.65,38,2.53,10226
29-12-2015,18350,1069.2,1281.9,36.7,2.53,10270.4
30-12-2015,18350,1069.38,1285.52,37.36,2.53,10277.5
04-01-2016,18200,1065.36,1286.26,37.6,2.5,10020
05-01-2016,18100,1074.66,1267.99,36.9,2.63,10007
06-01-2016,18450,1077.55,1250.14,36.18,2.63,9907.4
07-01-2016,18900,1094.45,1238.06,34.09,2.65,9751.4
08-01-2016,18900,1109.45,1231.88,33.3,2.64,9692.8
11-01-2016,19000,1104.19,1233.86,32.94,2.63,9575.2
12-01-2016,18850,1094.3,1232.16,31.11,2.585,9591.3
13-01-2016,18650,1087.29,1268.32,30.54,2.605,9619
14-01-2016,18800,1093.52,1264.93,30.6,2.555,9405.4
15-01-2016,18600,1077.94,1269.4,31.18,2.515,9387.5
19-01-2016,18950,1088.84,1248.76,29.2,2.46,9378.9
20-01-2016,18750,1087.1,1253.43,28.33,2.51,9214.9
21-01-2016,18900,1101.04,1260.77,28.35,2.51,9164.2
22-01-2016,18850,1101.6,1260.53,29.84,2.48,9343.1
25-01-2016,18750,1097.85,1277.28,32.05,2.46,9393.5
26-01-2016,18900,1108.02,1261.3,29.81,2.49,9295.3
27-01-2016,19000,1120.36,1276.69,30.55,2.44,9403.9
28-01-2016,19000,1125.57,1284.21,32.19,2.505,9374.8
29-01-2016,18900,1115.16,1291.97,33.7,2.45,9439.3
01-02-2016,18950,1117.88,1300.85,33.83,2.34,9578.9
02-02-2016,19000,1128.82,1295.76,31.37,2.33,9533
03-02-2016,19100,1129.16,1277.38,29.75,2.29,9471.8
04-02-2016,19250,1142.95,1298.89,32.71,2.29,9484.1
05-02-2016,19450,1155.74,1303.97,31.64,2.29,9499.5
08-02-2016,19600,1170.89,1308.46,30.97,2.28,9294.9
09-02-2016,20050,1191.14,1300.34,30.17,2.27,9132
10-02-2016,20000,1188.95,1300.32,28.36,2.16,9221.8
11-02-2016,20100,1197.44,1300.37,27.34,2.1,9092.9
12-02-2016,20650,1246.94,1282.86,27.3,2,9092.9
16-02-2016,20300,1209.32,1296.69,29.08,2.12,9317.9
17-02-2016,20300,1200.19,1287.25,29.14,2.07,9426.8
18-02-2016,20350,1209.16,1297.23,31.35,2.06,9532.9
19-02-2016,20700,1233.12,1295.01,30.6,2.02,9465.2
23-02-2016,20600,1208.76,1325.24,33.34,2.07,9582.8
24-02-2016,20750,1227.39,1323.01,31.28,2.05,9411.3
25-02-2016,20850,1229.44,1338.04,32.19,2.08,9534.7
26-02-2016,20900,1234.44,1338.48,33.04,2.12,9668.3
29-02-2016,20750,1222.73,1342.43,32.72,2.115,9615.2
01-03-2016,21000,1238.19,1335.52,33.9,2.11,9626.9
02-03-2016,20750,1232.35,1355.01,33.89,2.08,9746.4
03-03-2016,20850,1240.3,1371.46,34.73,1.99,9828.3
04-03-2016,21050,1263.89,1385.03,34.66,1.97,9929.3
07-03-2016,21150,1259.48,1386.53,36.2,1.97,9922.4
08-03-2016,21300,1267.49,1391.58,37.94,1.9,9952.2
09-03-2016,21050,1261.3,1371.35,36.36,1.89,9906.8
10-03-2016,20950,1252.89,1392.13,38.17,1.905,9954.2
11-03-2016,21300,1271.44,1385.27,37.99,1.94,9988.3
14-03-2016,20900,1250.98,1401.58,38.17,1.99,10073.3
15-03-2016,20500,1234.68,1389.67,37.37,1.95,10005.6
