Date,Y_Date,Y
30-06-2017,24-07-2017,19850.0
07-03-2017,25-07-2017,19850.0
07-05-2017,26-07-2017,19850.0
07-06-2017,27-07-2017,19900.0
07-07-2017,31-07-2017,20000.0
07-11-2017,01-08-2017,20050.0
07-12-2017,02-08-2017,20000.0
13-07-2017,03-08-2017,19950.0
14-07-2017,07-08-2017,19900.0
17-07-2017,08-08-2017,19900.0
18-07-2017,09-08-2017,19950.0
19-07-2017,10-08-2017,20050.0
20-07-2017,15-08-2017,20100.0
21-07-2017,16-08-2017,20100.0
24-07-2017,17-08-2017,20250.0
25-07-2017,21-08-2017,20250.0
26-07-2017,22-08-2017,20300.0
27-07-2017,23-08-2017,20250.0
31-07-2017,24-08-2017,20350.0
08-01-2017,28-08-2017,20350.0
08-02-2017,29-08-2017,20700.0
08-03-2017,30-08-2017,20650.0
08-04-2017,31-08-2017,20500.0
08-07-2017,05-09-2017,20950.0
08-08-2017,06-09-2017,21000.0
08-09-2017,07-09-2017,20950.0
08-10-2017,11-09-2017,21000.0
08-11-2017,12-09-2017,20850.0
15-08-2017,13-09-2017,20850.0
16-08-2017,14-09-2017,20750.0
17-08-2017,18-09-2017,20700.0
18-08-2017,19-09-2017,20500.0
21-08-2017,20-09-2017,20550.0
22-08-2017,21-09-2017,20450.0
23-08-2017,25-09-2017,20300.0
24-08-2017,26-09-2017,20550.0
25-08-2017,27-09-2017,20450.0
28-08-2017,28-09-2017,20300.0
29-08-2017,02-10-2017,20200.0
30-08-2017,03-10-2017,20200.0
31-08-2017,04-10-2017,20150.0
09-01-2017,05-10-2017,20150.0
09-05-2017,09-10-2017,20250.0
09-06-2017,10-10-2017,20350.0
09-07-2017,11-10-2017,20300.0
09-08-2017,12-10-2017,20300.0
09-11-2017,16-10-2017,20400.0
09-12-2017,17-10-2017,20300.0
13-09-2017,18-10-2017,20250.0
14-09-2017,19-10-2017,20100.0
15-09-2017,24-10-2017,20150.0
18-09-2017,25-10-2017,20100.0
19-09-2017,30-10-2017,20050.0
20-09-2017,31-10-2017,20100.0
21-09-2017,01-11-2017,20000.0
22-09-2017,02-11-2017,20100.0
25-09-2017,06-11-2017,20000.0
26-09-2017,07-11-2017,20100.0
27-09-2017,08-11-2017,20050.0
28-09-2017,09-11-2017,20100.0
29-09-2017,13-11-2017,20050.0
10-02-2017,14-11-2017,20050.0
10-03-2017,15-11-2017,20050.0
10-04-2017,16-11-2017,20000.0
10-05-2017,20-11-2017,20100.0
10-06-2017,21-11-2017,19950.0
10-09-2017,22-11-2017,19900.0
10-10-2017,27-11-2017,20000.0
10-11-2017,28-11-2017,20050.0
10-12-2017,29-11-2017,20000.0
16-10-2017,30-11-2017,19850.0
17-10-2017,04-12-2017,19800.0
18-10-2017,06-12-2017,19600.0
19-10-2017,07-12-2017,19600.0
20-10-2017,12-12-2017,19300.0
24-10-2017,13-12-2017,19250.0
25-10-2017,14-12-2017,19400.0
27-10-2017,18-12-2017,19300.0
30-10-2017,19-12-2017,19500.0
31-10-2017,20-12-2017,19500.0
11-01-2017,21-12-2017,19550.0
11-02-2017,26-12-2017,19850.0
11-03-2017,27-12-2017,19950.0
11-06-2017,28-12-2017,20000.0
11-07-2017,03-01-2018,20050.0
11-08-2017,04-01-2018,20050.0
11-09-2017,08-01-2018,20150.0
11-10-2017,09-01-2018,20150.0
13-11-2017,10-01-2018,20050.0
14-11-2017,11-01-2018,20050.0
15-11-2017,16-01-2018,20250.0
16-11-2017,17-01-2018,20250.0
17-11-2017,18-01-2018,20100.0
20-11-2017,22-01-2018,20150.0
21-11-2017,23-01-2018,20150.0
22-11-2017,24-01-2018,20150.0
24-11-2017,25-01-2018,20250.0
27-11-2017,29-01-2018,20050.0
28-11-2017,30-01-2018,19950.0
29-11-2017,31-01-2018,19950.0
30-11-2017,01-02-2018,20000.0
12-01-2017,05-02-2018,19850.0
12-04-2017,06-02-2018,20150.0
12-06-2017,07-02-2018,19850.0
12-07-2017,08-02-2018,19800.0
12-08-2017,12-02-2018,19850.0
12-12-2017,13-02-2018,19850.0
13-12-2017,14-02-2018,19850.0
14-12-2017,15-02-2018,20050.0
15-12-2017,20-02-2018,20000.0
18-12-2017,21-02-2018,19900.0
19-12-2017,22-02-2018,19850.0
20-12-2017,26-02-2018,19850.0
21-12-2017,27-02-2018,19850.0
22-12-2017,28-02-2018,19700.0
26-12-2017,05-03-2018,19750.0
27-12-2017,06-03-2018,19700.0
28-12-2017,07-03-2018,19800.0
29-12-2017,08-03-2018,19750.0
01-03-2018,12-03-2018,19650.0
01-04-2018,13-03-2018,19650.0
01-05-2018,14-03-2018,19650.0
01-08-2018,15-03-2018,19600.0
01-09-2018,19-03-2018,19450.0
01-10-2018,20-03-2018,19500.0
01-11-2018,21-03-2018,19450.0
01-12-2018,22-03-2018,19650.0
16-01-2018,26-03-2018,19900.0
17-01-2018,27-03-2018,19950.0
18-01-2018,28-03-2018,19900.0
19-01-2018,02-04-2018,19650.0
22-01-2018,03-04-2018,19800.0
23-01-2018,04-04-2018,19700.0
24-01-2018,05-04-2018,19700.0
25-01-2018,09-04-2018,19750.0
26-01-2018,10-04-2018,19750.0
29-01-2018,11-04-2018,19800.0
30-01-2018,12-04-2018,19950.0
31-01-2018,17-04-2018,19900.0
02-01-2018,18-04-2018,19900.0
02-02-2018,19-04-2018,19950.0
02-05-2018,23-04-2018,19850.0
02-06-2018,24-04-2018,19850.0
02-07-2018,25-04-2018,19800.0
02-08-2018,26-04-2018,19800.0
02-09-2018,30-04-2018,19750.0
02-12-2018,02-05-2018,19650.0
13-02-2018,03-05-2018,19700.0
14-02-2018,07-05-2018,19800.0
15-02-2018,08-05-2018,19850.0
16-02-2018,09-05-2018,19900.0
20-02-2018,10-05-2018,20000.0
21-02-2018,14-05-2018,19950.0
22-02-2018,15-05-2018,19850.0
23-02-2018,16-05-2018,19700.0
26-02-2018,17-05-2018,19650.0
27-02-2018,21-05-2018,19700.0
28-02-2018,22-05-2018,19650.0
03-02-2018,23-05-2018,19650.0
03-05-2018,24-05-2018,19700.0
03-06-2018,30-05-2018,19800.0
03-07-2018,31-05-2018,19750.0
03-08-2018,04-06-2018,19650.0
03-09-2018,05-06-2018,19600.0
03-12-2018,06-06-2018,19650.0
13-03-2018,07-06-2018,19600.0
14-03-2018,11-06-2018,19750.0
15-03-2018,12-06-2018,19750.0
16-03-2018,13-06-2018,19750.0
19-03-2018,14-06-2018,19750.0
20-03-2018,18-06-2018,19850.0
21-03-2018,19-06-2018,19850.0
22-03-2018,20-06-2018,19800.0
23-03-2018,21-06-2018,19750.0
26-03-2018,25-06-2018,19850.0
27-03-2018,26-06-2018,19800.0
28-03-2018,27-06-2018,19650.0
29-03-2018,28-06-2018,19650.0
04-02-2018,02-07-2018,19650.0
04-03-2018,03-07-2018,19600.0
04-04-2018,05-07-2018,19750.0
04-05-2018,09-07-2018,19750.0
04-09-2018,10-07-2018,19750.0
04-10-2018,11-07-2018,19750.0
04-11-2018,12-07-2018,19700.0
04-12-2018,16-07-2018,19650.0
17-04-2018,17-07-2018,19600.0
18-04-2018,18-07-2018,19450.0
19-04-2018,19-07-2018,19400.0
20-04-2018,23-07-2018,19500.0
23-04-2018,24-07-2018,19450.0
24-04-2018,25-07-2018,19400.0
25-04-2018,26-07-2018,19400.0
26-04-2018,31-07-2018,19300.0
27-04-2018,01-08-2018,19250.0
30-04-2018,02-08-2018,19200.0
05-02-2018,06-08-2018,19200.0
05-03-2018,07-08-2018,19150.0
05-04-2018,08-08-2018,19150.0
05-07-2018,09-08-2018,19150.0
05-08-2018,14-08-2018,18950.0
05-09-2018,15-08-2018,18900.0
05-10-2018,16-08-2018,18550.0
05-11-2018,20-08-2018,18700.0
14-05-2018,21-08-2018,18600.0
15-05-2018,22-08-2018,18550.0
16-05-2018,23-08-2018,18600.0
17-05-2018,27-08-2018,18700.0
18-05-2018,28-08-2018,18650.0
21-05-2018,29-08-2018,18650.0
22-05-2018,30-08-2018,18700.0
23-05-2018,04-09-2018,18650.0
24-05-2018,05-09-2018,18600.0
25-05-2018,06-09-2018,18650.0
30-05-2018,10-09-2018,18650.0
31-05-2018,11-09-2018,18600.0
06-01-2018,12-09-2018,18600.0
06-04-2018,13-09-2018,18650.0
06-05-2018,17-09-2018,18550.0
06-06-2018,18-09-2018,18550.0
06-07-2018,19-09-2018,18550.0
06-08-2018,20-09-2018,18550.0
06-11-2018,24-09-2018,18450.0
06-12-2018,25-09-2018,18450.0
13-06-2018,26-09-2018,18500.0
14-06-2018,27-09-2018,18450.0
15-06-2018,01-10-2018,18250.0
18-06-2018,02-10-2018,18250.0
19-06-2018,03-10-2018,18500.0
20-06-2018,04-10-2018,18500.0
21-06-2018,08-10-2018,18650.0
22-06-2018,09-10-2018,18600.0
25-06-2018,10-10-2018,18550.0
26-06-2018,11-10-2018,18650.0
27-06-2018,16-10-2018,18950.0
28-06-2018,17-10-2018,18900.0
29-06-2018,18-10-2018,18900.0
07-02-2018,22-10-2018,18950.0
07-03-2018,24-10-2018,19150.0
07-05-2018,25-10-2018,19250.0
07-06-2018,29-10-2018,19350.0
07-09-2018,30-10-2018,19350.0
07-10-2018,31-10-2018,19250.0
07-11-2018,01-11-2018,19100.0
07-12-2018,05-11-2018,19200.0
13-07-2018,06-11-2018,19250.0
16-07-2018,07-11-2018,19200.0
17-07-2018,08-11-2018,19100.0
18-07-2018,12-11-2018,19000.0
19-07-2018,13-11-2018,18900.0
20-07-2018,14-11-2018,18800.0
23-07-2018,15-11-2018,18850.0
24-07-2018,19-11-2018,19050.0
25-07-2018,20-11-2018,19050.0
26-07-2018,21-11-2018,19100.0
31-07-2018,26-11-2018,19150.0
08-01-2018,27-11-2018,19150.0
08-02-2018,28-11-2018,19050.0
08-03-2018,29-11-2018,19050.0
08-06-2018,03-12-2018,19100.0
08-07-2018,04-12-2018,19150.0
08-08-2018,06-12-2018,19300.0
08-09-2018,11-12-2018,19350.0
08-10-2018,12-12-2018,19350.0
14-08-2018,13-12-2018,19300.0
15-08-2018,17-12-2018,19250.0
16-08-2018,18-12-2018,19350.0
17-08-2018,19-12-2018,19350.0
20-08-2018,20-12-2018,19350.0
21-08-2018,26-12-2018,19600.0
22-08-2018,27-12-2018,19600.0
23-08-2018,02-01-2019,19650.0
24-08-2018,03-01-2019,19700.0
27-08-2018,07-01-2019,19550.0
28-08-2018,08-01-2019,19550.0
29-08-2018,09-01-2019,19500.0
30-08-2018,10-01-2019,19550.0
31-08-2018,14-01-2019,19550.0
09-04-2018,15-01-2019,19550.0
09-05-2018,16-01-2019,19500.0
09-06-2018,17-01-2019,19400.0
09-07-2018,22-01-2019,19300.0
09-10-2018,23-01-2019,19350.0
09-11-2018,24-01-2019,19300.0
09-12-2018,28-01-2019,19450.0
13-09-2018,29-01-2019,19500.0
14-09-2018,30-01-2019,19550.0
17-09-2018,31-01-2019,19550.0
18-09-2018,04-02-2019,19500.0
19-09-2018,05-02-2019,19500.0
20-09-2018,06-02-2019,19500.0
21-09-2018,07-02-2019,19400.0
24-09-2018,11-02-2019,19550.0
25-09-2018,12-02-2019,19450.0
26-09-2018,13-02-2019,19450.0
27-09-2018,14-02-2019,19500.0
28-09-2018,20-02-2019,19800.0
10-01-2018,21-02-2019,19750.0
10-02-2018,25-02-2019,19700.0
10-03-2018,26-02-2019,19700.0
10-04-2018,27-02-2019,19750.0
10-05-2018,28-02-2019,19700.0
10-08-2018,04-03-2019,19550.0
10-09-2018,05-03-2019,19500.0
10-10-2018,06-03-2019,19400.0
10-11-2018,07-03-2019,19450.0
10-12-2018,11-03-2019,19500.0
16-10-2018,12-03-2019,19450.0
17-10-2018,13-03-2019,19550.0
18-10-2018,14-03-2019,19550.0
19-10-2018,18-03-2019,19500.0
22-10-2018,19-03-2019,19600.0
24-10-2018,20-03-2019,19600.0
25-10-2018,21-03-2019,19750.0
26-10-2018,25-03-2019,19700.0
29-10-2018,26-03-2019,19750.0
30-10-2018,27-03-2019,19800.0
31-10-2018,28-03-2019,19800.0
11-01-2018,01-04-2019,19450.0
11-02-2018,02-04-2019,19400.0
11-05-2018,03-04-2019,19450.0
11-06-2018,04-04-2019,19450.0
11-07-2018,09-04-2019,19600.0
11-08-2018,10-04-2019,19650.0
11-09-2018,11-04-2019,19650.0
11-12-2018,17-04-2019,19300.0
13-11-2018,22-04-2019,19350.0
14-11-2018,23-04-2019,19300.0
15-11-2018,24-04-2019,19300.0
16-11-2018,25-04-2019,19400.0
19-11-2018,29-04-2019,19450.0
20-11-2018,30-04-2019,19400.0
21-11-2018,02-05-2019,19350.0
23-11-2018,07-05-2019,19400.0
26-11-2018,08-05-2019,19450.0
27-11-2018,09-05-2019,19350.0
28-11-2018,13-05-2019,19300.0
29-11-2018,14-05-2019,19450.0
30-11-2018,15-05-2019,19350.0
12-03-2018,16-05-2019,19350.0
12-04-2018,21-05-2019,19300.0
12-06-2018,22-05-2019,19300.0
12-07-2018,23-05-2019,19300.0
12-11-2018,28-05-2019,19400.0
12-12-2018,29-05-2019,19350.0
13-12-2018,30-05-2019,19300.0
14-12-2018,04-06-2019,19650.0
17-12-2018,05-06-2019,19700.0
18-12-2018,06-06-2019,19750.0
19-12-2018,10-06-2019,19750.0
20-12-2018,11-06-2019,19750.0
21-12-2018,12-06-2019,19700.0
24-12-2018,13-06-2019,19750.0
26-12-2018,17-06-2019,19850.0
27-12-2018,18-06-2019,19900.0
28-12-2018,19-06-2019,19900.0
01-02-2019,20-06-2019,20250.0
01-03-2019,24-06-2019,20450.0
01-04-2019,25-06-2019,20650.0
01-07-2019,26-06-2019,20650.0
01-08-2019,27-06-2019,20500.0
01-09-2019,01-07-2019,20250.0
01-10-2019,02-07-2019,20250.0
01-11-2019,03-07-2019,20600.0
14-01-2019,08-07-2019,20350.0
15-01-2019,09-07-2019,20350.0
16-01-2019,10-07-2019,20350.0
17-01-2019,11-07-2019,20600.0
18-01-2019,15-07-2019,20650.0
22-01-2019,17-07-2019,20600.0
23-01-2019,18-07-2019,20750.0
24-01-2019,22-07-2019,20800.0
25-01-2019,23-07-2019,20750.0
28-01-2019,24-07-2019,20800.0
29-01-2019,25-07-2019,20850.0
30-01-2019,30-07-2019,20800.0
31-01-2019,31-07-2019,20800.0
02-01-2019,01-08-2019,20600.0
02-04-2019,05-08-2019,21050.0
02-05-2019,06-08-2019,21350.0
02-06-2019,07-08-2019,21550.0
02-07-2019,08-08-2019,21800.0
02-08-2019,13-08-2019,22050.0
02-11-2019,14-08-2019,21900.0
02-12-2019,15-08-2019,22150.0
13-02-2019,19-08-2019,22050.0
14-02-2019,20-08-2019,21850.0
15-02-2019,21-08-2019,21950.0
20-02-2019,22-08-2019,21900.0
21-02-2019,26-08-2019,22300.0
22-02-2019,27-08-2019,22150.0
25-02-2019,28-08-2019,22300.0
26-02-2019,29-08-2019,22150.0
27-02-2019,03-09-2019,22150.0
28-02-2019,04-09-2019,22350.0
03-01-2019,05-09-2019,22350.0
03-04-2019,09-09-2019,21950.0
03-05-2019,10-09-2019,21650.0
03-06-2019,11-09-2019,21650.0
03-07-2019,12-09-2019,21650.0
03-08-2019,16-09-2019,21750.0
03-11-2019,17-09-2019,21700.0
03-12-2019,18-09-2019,21700.0
13-03-2019,19-09-2019,21650.0
14-03-2019,23-09-2019,21900.0
15-03-2019,24-09-2019,21950.0
18-03-2019,25-09-2019,22150.0
19-03-2019,26-09-2019,21900.0
20-03-2019,30-09-2019,21700.0
21-03-2019,01-10-2019,21300.0
22-03-2019,02-10-2019,21450.0
25-03-2019,03-10-2019,21750.0
26-03-2019,07-10-2019,21750.0
27-03-2019,08-10-2019,21550.0
28-03-2019,09-10-2019,21650.0
29-03-2019,10-10-2019,21650.0
04-01-2019,15-10-2019,21500.0
04-02-2019,16-10-2019,21400.0
04-03-2019,17-10-2019,21450.0
04-04-2019,21-10-2019,21400.0
04-05-2019,22-10-2019,21300.0
04-09-2019,24-10-2019,21400.0
04-10-2019,28-10-2019,21550.0
04-11-2019,29-10-2019,21400.0
04-12-2019,30-10-2019,21350.0
17-04-2019,31-10-2019,21400.0
18-04-2019,04-11-2019,21600.0
22-04-2019,05-11-2019,21550.0
23-04-2019,06-11-2019,21350.0
24-04-2019,07-11-2019,21400.0
25-04-2019,11-11-2019,21100.0
26-04-2019,12-11-2019,20950.0
29-04-2019,13-11-2019,20950.0
30-04-2019,14-11-2019,20950.0
05-02-2019,18-11-2019,21000.0
05-03-2019,19-11-2019,21000.0
05-07-2019,20-11-2019,21050.0
05-08-2019,21-11-2019,21050.0
05-09-2019,25-11-2019,20950.0
05-10-2019,26-11-2019,20850.0
13-05-2019,27-11-2019,20900.0
14-05-2019,02-12-2019,20900.0
15-05-2019,03-12-2019,20950.0
16-05-2019,04-12-2019,21200.0
17-05-2019,09-12-2019,21000.0
21-05-2019,11-12-2019,21000.0
22-05-2019,12-12-2019,21100.0
23-05-2019,16-12-2019,21600.0
24-05-2019,17-12-2019,21150.0
28-05-2019,18-12-2019,21150.0
29-05-2019,19-12-2019,21150.0
30-05-2019,23-12-2019,21150.0
31-05-2019,26-12-2019,21450.0
06-04-2019,30-12-2019,21600.0
06-05-2019,02-01-2020,21650.0
06-06-2019,03-01-2020,21900.0
06-07-2019,06-01-2020,22500.0
06-10-2019,07-01-2020,22250.0
06-11-2019,08-01-2020,22750.0
06-12-2019,09-01-2020,22400.0
13-06-2019,10-01-2020,22200.0
14-06-2019,13-01-2020,22300.0
17-06-2019,14-01-2020,22100.0
18-06-2019,15-01-2020,22200.0
19-06-2019,16-01-2020,22300.0
20-06-2019,17-01-2020,22400.0
21-06-2019,20-01-2020,22400.0
24-06-2019,21-01-2020,22500.0
25-06-2019,22-01-2020,22350.0
26-06-2019,23-01-2020,22400.0
27-06-2019,24-01-2020,22550.0
28-06-2019,27-01-2020,22950.0
07-01-2019,28-01-2020,23000.0
07-02-2019,29-01-2020,22850.0
07-03-2019,30-01-2020,23200.0
07-05-2019,31-01-2020,23200.0
07-08-2019,03-02-2020,23400.0
07-09-2019,04-02-2020,23200.0
07-10-2019,05-02-2020,22900.0
07-11-2019,06-02-2020,22850.0
07-12-2019,07-02-2020,23100.0
15-07-2019,11-02-2020,23200.0
17-07-2019,12-02-2020,23150.0
18-07-2019,13-02-2020,23150.0
19-07-2019,14-02-2020,23200.0
22-07-2019,17-02-2020,23350.0
23-07-2019,18-02-2020,23400.0
24-07-2019,19-02-2020,23600.0
25-07-2019,20-02-2020,23800.0
26-07-2019,21-02-2020,24250.0
30-07-2019,24-02-2020,24950.0
31-07-2019,25-02-2020,24800.0
08-01-2019,26-02-2020,24750.0
08-02-2019,27-02-2020,24850.0
08-05-2019,28-02-2020,24550.0
08-06-2019,02-03-2020,23750.0
08-07-2019,03-03-2020,23850.0
08-08-2019,04-03-2020,24450.0
08-09-2019,05-03-2020,24400.0
13-08-2019,06-03-2020,25000.0
14-08-2019,09-03-2020,25250.0
15-08-2019,10-03-2020,24800.0
16-08-2019,11-03-2020,24700.0
19-08-2019,12-03-2020,24450.0
20-08-2019,13-03-2020,23750.0
21-08-2019,16-03-2020,23300.0
22-08-2019,17-03-2020,22700.0
23-08-2019,18-03-2020,23450.0
26-08-2019,19-03-2020,23000.0
27-08-2019,20-03-2020,22800.0
28-08-2019,23-03-2020,23250.0
29-08-2019,24-03-2020,24450.0
30-08-2019,25-03-2020,24800.0
09-03-2019,26-03-2020,24550.0
09-04-2019,27-03-2020,24800.0
09-05-2019,30-03-2020,24900.0
09-06-2019,31-03-2020,24900.0
09-09-2019,01-04-2020,24650.0
09-10-2019,02-04-2020,24850.0
09-11-2019,03-04-2020,25050.0
09-12-2019,07-04-2020,25650.0
13-09-2019,08-04-2020,25400.0
16-09-2019,09-04-2020,25350.0
17-09-2019,13-04-2020,25700.0
18-09-2019,14-04-2020,26250.0
19-09-2019,15-04-2020,26250.0
20-09-2019,16-04-2020,26200.0
23-09-2019,17-04-2020,26100.0
24-09-2019,20-04-2020,25800.0
25-09-2019,21-04-2020,26000.0
26-09-2019,22-04-2020,25900.0
27-09-2019,23-04-2020,26100.0
30-09-2019,24-04-2020,26350.0
10-01-2019,27-04-2020,26350.0
10-02-2019,28-04-2020,26100.0
10-03-2019,29-04-2020,26150.0
10-04-2019,30-04-2020,26150.0
10-07-2019,05-05-2020,26000.0
10-08-2019,07-05-2020,26000.0
10-09-2019,08-05-2020,26150.0
10-10-2019,11-05-2020,26000.0
10-11-2019,12-05-2020,25900.0
15-10-2019,13-05-2020,25900.0
16-10-2019,14-05-2020,26000.0
17-10-2019,15-05-2020,26250.0
18-10-2019,18-05-2020,26600.0
21-10-2019,19-05-2020,26300.0
22-10-2019,20-05-2020,26350.0
24-10-2019,21-05-2020,26300.0
25-10-2019,22-05-2020,26100.0
28-10-2019,25-05-2020,26150.0
29-10-2019,26-05-2020,26200.0
30-10-2019,27-05-2020,25900.0
31-10-2019,28-05-2020,25900.0
11-01-2019,29-05-2020,25950.0
11-04-2019,01-06-2020,26100.0
11-05-2019,02-06-2020,26050.0
11-06-2019,04-06-2020,25600.0
11-07-2019,05-06-2020,25600.0
11-08-2019,08-06-2020,25250.0
11-11-2019,09-06-2020,25250.0
11-12-2019,10-06-2020,25450.0
13-11-2019,11-06-2020,25350.0
14-11-2019,12-06-2020,25450.0
15-11-2019,15-06-2020,25400.0
18-11-2019,16-06-2020,25400.0
19-11-2019,17-06-2020,25450.0
20-11-2019,18-06-2020,25450.0
21-11-2019,19-06-2020,25400.0
22-11-2019,22-06-2020,25700.0
25-11-2019,23-06-2020,25700.0
26-11-2019,24-06-2020,25850.0
27-11-2019,25-06-2020,25750.0
29-11-2019,26-06-2020,25800.0
12-02-2019,29-06-2020,25850.0
12-03-2019,30-06-2020,25900.0
12-04-2019,01-07-2020,26100.0
12-06-2019,02-07-2020,26000.0
12-09-2019,03-07-2020,26150.0
12-11-2019,07-07-2020,26250.0
12-12-2019,08-07-2020,26550.0
13-12-2019,09-07-2020,26650.0
16-12-2019,10-07-2020,26700.0
17-12-2019,13-07-2020,26700.0
18-12-2019,14-07-2020,26800.0
19-12-2019,15-07-2020,26950.0
20-12-2019,16-07-2020,27050.0
23-12-2019,17-07-2020,27000.0
24-12-2019,20-07-2020,27150.0
26-12-2019,21-07-2020,27250.0
27-12-2019,22-07-2020,27650.0
30-12-2019,23-07-2020,27850.0
01-02-2020,24-07-2020,28200.0
01-03-2020,29-07-2020,29050.0
01-06-2020,30-07-2020,29100.0
01-07-2020,31-07-2020,29000.0
01-08-2020,03-08-2020,29100.0
01-09-2020,04-08-2020,29050.0
01-10-2020,05-08-2020,29450.0
13-01-2020,06-08-2020,29850.0
14-01-2020,07-08-2020,30350.0
15-01-2020,10-08-2020,29900.0
16-01-2020,11-08-2020,29700.0
17-01-2020,13-08-2020,28400.0
21-01-2020,14-08-2020,28650.0
22-01-2020,17-08-2020,28550.0
23-01-2020,18-08-2020,29350.0
24-01-2020,19-08-2020,29400.0
27-01-2020,20-08-2020,28850.0
28-01-2020,21-08-2020,28950.0
29-01-2020,24-08-2020,28850.0
30-01-2020,25-08-2020,28850.0
31-01-2020,26-08-2020,28650.0
02-03-2020,27-08-2020,28750.0
02-04-2020,28-08-2020,28650.0
02-05-2020,31-08-2020,28900.0
02-06-2020,01-09-2020,29100.0
02-07-2020,02-09-2020,29050.0
02-11-2020,03-09-2020,28850.0
02-12-2020,08-09-2020,28650.0
13-02-2020,09-09-2020,28650.0
14-02-2020,10-09-2020,28750.0
18-02-2020,11-09-2020,28850.0
19-02-2020,14-09-2020,28850.0
20-02-2020,15-09-2020,28950.0
21-02-2020,16-09-2020,28900.0
24-02-2020,17-09-2020,28750.0
25-02-2020,18-09-2020,28750.0
26-02-2020,21-09-2020,28650.0
27-02-2020,22-09-2020,28400.0
28-02-2020,23-09-2020,28300.0
03-02-2020,24-09-2020,27900.0
03-03-2020,25-09-2020,27850.0
03-04-2020,28-09-2020,27900.0
03-05-2020,29-09-2020,28300.0
03-06-2020,30-09-2020,28400.0
03-09-2020,01-10-2020,28250.0
03-10-2020,02-10-2020,28400.0
03-11-2020,05-10-2020,28350.0
03-12-2020,06-10-2020,28300.0
13-03-2020,07-10-2020,27900.0
16-03-2020,08-10-2020,27900.0
17-03-2020,09-10-2020,28100.0
18-03-2020,12-10-2020,28300.0
19-03-2020,14-10-2020,28000.0
20-03-2020,15-10-2020,28000.0
23-03-2020,16-10-2020,28150.0
24-03-2020,19-10-2020,28100.0
25-03-2020,20-10-2020,28100.0
26-03-2020,21-10-2020,28300.0
27-03-2020,22-10-2020,28300.0
30-03-2020,26-10-2020,28200.0
31-03-2020,27-10-2020,28250.0
04-01-2020,28-10-2020,28200.0
04-02-2020,29-10-2020,27800.0
04-03-2020,30-10-2020,27700.0
04-07-2020,02-11-2020,27750.0
04-08-2020,03-11-2020,27900.0
04-09-2020,04-11-2020,28000.0
13-04-2020,05-11-2020,28000.0
14-04-2020,06-11-2020,28250.0
15-04-2020,09-11-2020,28300.0
16-04-2020,10-11-2020,27100.0
17-04-2020,11-11-2020,27000.0
20-04-2020,12-11-2020,26800.0
21-04-2020,13-11-2020,26950.0
22-04-2020,16-11-2020,27100.0
23-04-2020,17-11-2020,27000.0
24-04-2020,18-11-2020,26900.0
27-04-2020,19-11-2020,26900.0
28-04-2020,20-11-2020,26800.0
29-04-2020,23-11-2020,26850.0
30-04-2020,24-11-2020,26350.0
05-05-2020,25-11-2020,26050.0
05-07-2020,26-11-2020,26000.0
05-08-2020,27-11-2020,26000.0
05-11-2020,30-11-2020,25600.0
05-12-2020,01-12-2020,25550.0
13-05-2020,02-12-2020,25950.0
14-05-2020,03-12-2020,26150.0
15-05-2020,04-12-2020,26250.0
18-05-2020,08-12-2020,26600.0
19-05-2020,09-12-2020,26550.0
20-05-2020,14-12-2020,26200.0
21-05-2020,15-12-2020,26100.0
22-05-2020,16-12-2020,26350.0
26-05-2020,17-12-2020,26450.0
27-05-2020,18-12-2020,26550.0
28-05-2020,21-12-2020,26900.0
29-05-2020,22-12-2020,26800.0
06-01-2020,23-12-2020,26650.0
06-02-2020,24-12-2020,26850.0
06-04-2020,28-12-2020,27000.0
06-05-2020,29-12-2020,26750.0
06-08-2020,30-12-2020,26750.0
06-09-2020,04-01-2021,27150.0
06-10-2020,05-01-2021,27400.0
06-11-2020,06-01-2021,27600.0
06-12-2020,07-01-2021,27200.0
15-06-2020,08-01-2021,27250.0
16-06-2020,11-01-2021,26150.0
17-06-2020,12-01-2021,26400.0
18-06-2020,13-01-2021,26450.0
19-06-2020,14-01-2021,26250.0
22-06-2020,15-01-2021,26300.0
23-06-2020,18-01-2021,26050.0
24-06-2020,19-01-2021,26250.0
25-06-2020,20-01-2021,26250.0
26-06-2020,21-01-2021,26500.0
29-06-2020,22-01-2021,26450.0
30-06-2020,25-01-2021,26350.0
07-01-2020,26-01-2021,26350.0
07-02-2020,27-01-2021,26200.0
07-07-2020,28-01-2021,26150.0
07-08-2020,29-01-2021,26200.0
07-09-2020,01-02-2021,26250.0
07-10-2020,02-02-2021,26400.0
13-07-2020,03-02-2021,26200.0
14-07-2020,04-02-2021,26000.0
15-07-2020,05-02-2021,25650.0
16-07-2020,08-02-2021,25800.0
17-07-2020,09-02-2021,26050.0
20-07-2020,10-02-2021,26050.0
21-07-2020,11-02-2021,26050.0
22-07-2020,15-02-2021,25850.0
23-07-2020,16-02-2021,25800.0
24-07-2020,17-02-2021,25500.0
29-07-2020,18-02-2021,25500.0
30-07-2020,19-02-2021,25200.0
31-07-2020,22-02-2021,25400.0
08-03-2020,23-02-2021,25700.0
08-04-2020,24-02-2021,25750.0
08-05-2020,25-02-2021,25600.0
08-06-2020,01-03-2021,25200.0
08-07-2020,02-03-2021,24650.0
08-10-2020,03-03-2021,24900.0
