Y_Date,Y
18-09-2020,28750
21-09-2020,28650
22-09-2020,28400
23-09-2020,28300
24-09-2020,27900
25-09-2020,27850
28-09-2020,27900
29-09-2020,28300
30-09-2020,28400
01-10-2020,28250
02-10-2020,28400
05-10-2020,28350
06-10-2020,28300
07-10-2020,27900
08-10-2020,27900
09-10-2020,28100
12-10-2020,28300
14-10-2020,28000
15-10-2020,28000
16-10-2020,28150
19-10-2020,28100
20-10-2020,28100
21-10-2020,28300
22-10-2020,28300
26-10-2020,28200
27-10-2020,28250
28-10-2020,28200
29-10-2020,27800
30-10-2020,27700
02-11-2020,27750
03-11-2020,27900
04-11-2020,28000
05-11-2020,28000
06-11-2020,28250
09-11-2020,28300
10-11-2020,27100
