Date,Y,GOLD,BOND10THB,OIL,SET,USD_THB,XAU_USD
05-05-2020,"26,000.00","1,711.00",1.19,23.56,"1,287.70",32.39,"1,701.78"
30-04-2020,"26,150.00","1,729.60",1.22,19.33,"1,297.93",32.41,"1,715.22"
29-04-2020,"26,150.00","1,724.80",1.25,18.01,"1,282.57",32.47,"1,708.72"
28-04-2020,"26,100.00","1,713.50",1.29,18.24,"1,267.46",32.47,"1,716.19"
27-04-2020,"26,350.00","1,734.30",1.26,21.13,"1,271.22",32.44,"1,724.86"
24-04-2020,"26,350.00","1,733.70",1.27,21.85,"1,274.21",32.34,"1,733.32"
23-04-2020,"26,100.00","1,725.60",1.27,20.99,"1,266.61",32.37,"1,713.00"
22-04-2020,"25,900.00","1,698.60",1.23,20.26,"1,245.90",32.52,"1,686.47"
21-04-2020,"26,000.00","1,703.60",1.28,21.32,"1,247.52",32.51,"1,694.22"
20-04-2020,"25,800.00","1,685.00",1.38,24.76,"1,241.94",32.49,"1,691.44"
17-04-2020,"26,100.00","1,722.90",1.38,26.42,"1,230.34",32.68,"1,713.49"
16-04-2020,"26,200.00","1,732.20",1.4,26.26,"1,226.16",32.7,"1,716.29"
15-04-2020,"26,250.00","1,746.60",1.41,27.84,"1,253.92",32.66,"1,729.43"
14-04-2020,"26,250.00","1,752.70",1.42,29.2,"1,252.50",32.7,"1,714.09"
13-04-2020,"25,700.00","1,729.50",1.44,30.3,"1,229.21",32.69,"1,682.25"
09-04-2020,"25,350.00","1,669.20",1.49,30.82,"1,220.78",32.73,"1,644.28"
08-04-2020,"25,400.00","1,669.80",1.47,29.21,"1,202.00",32.73,"1,645.94"
07-04-2020,"25,650.00","1,694.80",1.45,30.21,"1,184.87",32.83,"1,662.38"
03-04-2020,"25,050.00","1,629.70",1.64,27.34,"1,150.86",32.94,"1,609.99"
02-04-2020,"24,850.00","1,599.00",1.62,24.19,"1,113.91",33.11,"1,590.75"
01-04-2020,"24,650.00","1,581.70",1.55,24.18,"1,117.51",32.75,"1,569.45"
31-03-2020,"24,900.00","1,634.60",1.47,24.25,"1,108.79",32.67,"1,612.25"
30-03-2020,"24,900.00","1,653.70",1.46,24.68,"1,087.35",32.54,"1,617.38"
27-03-2020,"24,800.00","1,640.40",1.47,26.23,"1,112.83",32.63,"1,634.99"
26-03-2020,"24,550.00","1,642.50",1.49,27.04,"1,074.64",32.75,"1,620.16"
25-03-2020,"24,800.00","1,666.20",1.52,26.64,"1,063.23",32.76,"1,618.79"
24-03-2020,"24,450.00","1,563.80",1.5,25.87,"1,064.33",32.83,"1,565.36"
23-03-2020,"23,250.00","1,505.00",1.57,24.4,"1,045.65",32.7,"1,508.25"
20-03-2020,"22,800.00","1,471.60",1.77,25.59,"1,077.65",32.6,"1,470.39"
19-03-2020,"23,000.00","1,487.20",1.59,22.82,"1,019.07",32.61,"1,486.10"
18-03-2020,"23,450.00","1,527.60",1.32,27.3,"1,053.04",32.16,"1,527.30"
17-03-2020,"22,700.00","1,512.80",1.32,28.99,"1,045.09",32.15,"1,512.05"
16-03-2020,"23,300.00","1,563.80",1.2,32.69,"1,072.30",31.84,"1,550.59"
13-03-2020,"23,750.00","1,582.70",1.03,31.35,"1,008.06",31.76,"1,576.83"
12-03-2020,"24,450.00","1,633.10",1.03,33.43,"1,184.16",31.5,"1,634.69"
11-03-2020,"24,700.00","1,649.30",0.98,35,"1,268.56",31.43,"1,649.69"
10-03-2020,"24,800.00","1,679.60",0.89,30.75,"1,262.80",31.47,"1,678.90"
09-03-2020,"25,250.00","1,692.60",0.89,32.87,"1,272.95",31.42,"1,694.60"
06-03-2020,"25,000.00","1,673.10",0.96,46.22,"1,373.19",31.56,"1,670.66"
05-03-2020,"24,400.00","1,638.20",1,47.38,"1,391.35",31.34,"1,635.83"
04-03-2020,"24,450.00","1,640.10",1.01,47.1,"1,361.44",31.42,"1,639.85"
03-03-2020,"23,850.00","1,586.00",1.1,47.98,"1,357.72",31.49,"1,590.78"
02-03-2020,"23,750.00","1,592.80",1.075,43.93,"1,355.99",31.53,"1,590.99"
28-02-2020,"24,550.00","1,646.10",1.08,46.68,"1,348.46",31.68,"1,642.14"
27-02-2020,"24,850.00","1,643.00",1.05,48.7,"1,369.83",31.85,"1,640.56"
26-02-2020,"24,750.00","1,636.40",1.065,50.22,"1,425.56",31.75,"1,635.46"
25-02-2020,"24,800.00","1,662.00",1.09,51.5,"1,436.24",31.7,"1,660.72"
24-02-2020,"24,950.00","1,651.00",1.1,52.79,"1,473.57",31.64,"1,658.96"
21-02-2020,"24,250.00","1,620.40",1.1,53.93,"1,480.53",31.45,"1,619.79"
20-02-2020,"23,800.00","1,610.90",1.15,53.7,"1,504.48",31.21,"1,611.71"
19-02-2020,"23,600.00","1,601.80",1.13,52.36,"1,517.78",31.21,"1,601.80"
18-02-2020,"23,400.00","1,581.20",1.15,52.49,"1,521.00",31.185,"1,583.31"
17-02-2020,"23,350.00","1,585.10",1.215,52.34,"1,528.48",31.205,"1,584.75"
14-02-2020,"23,200.00","1,577.50",1.26,51.73,"1,537.16",31.145,"1,576.29"
13-02-2020,"23,150.00","1,566.80",1.29,51.87,"1,539.31",31.115,"1,565.62"
12-02-2020,"23,150.00","1,567.90",1.28,50.16,"1,530.59",31.265,"1,567.73"
11-02-2020,"23,200.00","1,573.00",1.21,49.78,"1,538.31",31.325,"1,572.01"
07-02-2020,"23,100.00","1,567.60",1.28,51.31,"1,536.28",31.14,"1,566.96"
06-02-2020,"22,850.00","1,556.80",1.33,51.35,"1,538.29",30.99,"1,556.88"
05-02-2020,"22,900.00","1,553.20",1.35,49.68,"1,521.67",30.98,"1,552.57"
04-02-2020,"23,200.00","1,579.50",1.295,50.04,"1,501.34",31.08,"1,576.30"
03-02-2020,"23,400.00","1,594.60",1.3,51.15,"1,507.28",31.205,"1,589.85"
31-01-2020,"23,200.00","1,575.60",1.35,52.97,"1,528.86",31.1,"1,574.27"
30-01-2020,"23,200.00","1,578.70",1.355,53.1,"1,516.36",30.97,"1,576.98"
29-01-2020,"22,850.00","1,566.30",1.38,54,"1,522.88",30.83,"1,566.21"
28-01-2020,"23,000.00","1,580.60",1.35,52.72,"1,519.55",30.71,"1,582.05"
27-01-2020,"22,950.00","1,580.50",1.36,53.57,"1,546.90",30.58,"1,579.99"
24-01-2020,"22,550.00","1,562.90",1.4,55.72,"1,575.07",30.51,"1,563.29"
23-01-2020,"22,400.00","1,558.90",1.435,56.13,"1,570.66",30.4,"1,558.93"
22-01-2020,"22,350.00","1,558.90",1.43,58.24,"1,579.25",30.41,"1,558.03"
21-01-2020,"22,500.00","1,557.30",1.46,59.35,"1,584.17",30.36,"1,560.85"
20-01-2020,"22,400.00","1,557.30",1.47,59.28,"1,597.50",30.38,"1,558.56"
17-01-2020,"22,400.00","1,553.00",1.45,58.61,"1,600.28",30.38,"1,552.90"
16-01-2020,"22,300.00","1,556.60",1.425,58.12,"1,582.77",30.31,"1,556.17"
15-01-2020,"22,200.00","1,546.80",1.43,58.23,"1,582.96",30.255,"1,546.26"
14-01-2020,"22,100.00","1,548.60",1.41,58.06,"1,589.68",30.205,"1,548.31"
13-01-2020,"22,300.00","1,563.00",1.385,59.08,"1,586.13",30.235,"1,562.29"
10-01-2020,"22,200.00","1,553.40",1.4,59.51,"1,583.48",30.275,"1,552.26"
09-01-2020,"22,400.00","1,557.70",1.41,59.85,"1,572.74",30.365,"1,555.76"
08-01-2020,"22,750.00","1,578.80",1.35,62.63,"1,569.82",30.305,"1,573.99"
07-01-2020,"22,250.00","1,567.40",1.375,62.67,"1,578.52",30.165,"1,565.93"
06-01-2020,"22,500.00","1,562.70",1.41,63.43,"1,584.13",30.165,"1,560.59"
03-01-2020,"21,900.00","1,531.70",1.48,60.96,"1,596.95",30.155,"1,529.11"
02-01-2020,"21,650.00","1,531.70",1.495,61.29,"1,584.35",30.145,"1,517.13"
30-12-2019,"21,600.00","1,517.70",1.495,61.49,"1,581.05",30.165,"1,511.49"
26-12-2019,"21,450.00","1,516.50",1.5,61.07,"1,573.81",30.165,"1,499.41"
23-12-2019,"21,150.00","1,489.80",1.565,60.19,"1,574.85",30.195,"1,478.20"
19-12-2019,"21,150.00","1,482.70",1.555,60.81,"1,558.80",30.235,"1,475.29"
18-12-2019,"21,150.00","1,479.40",1.585,60.49,"1,555.55",30.255,"1,476.45"
17-12-2019,"21,150.00","1,480.40",1.58,60.16,"1,551.71",30.225,"1,476.25"
16-12-2019,"21,600.00","1,480.60",1.605,59.83,"1,572.64",30.205,"1,475.45"
12-12-2019,"21,100.00","1,470.80",1.545,58.77,"1,558.60",30.265,"1,474.85"
11-12-2019,"21,000.00","1,479.20",1.54,58.98,"1,555.38",30.325,"1,464.04"
09-12-2019,"21,000.00","1,466.30",1.605,59.03,"1,559.84",30.345,"1,459.19"
04-12-2019,"21,200.00","1,480.00",1.59,56.33,"1,562.22",30.265,"1,477.21"
03-12-2019,"20,950.00","1,483.20",1.64,56,"1,562.63",30.275,"1,462.50"
02-12-2019,"20,900.00","1,468.00",1.64,55.45,"1,588.59",30.225,"1,466.73"
27-11-2019,"20,900.00","1,461.20",1.675,58.2,"1,611.85",30.225,"1,461.35"
26-11-2019,"20,850.00","1,468.30",1.695,57.85,"1,618.15",30.235,"1,455.28"
25-11-2019,"20,950.00","1,455.10",1.71,57.83,"1,603.13",30.205,"1,462.14"
21-11-2019,"21,050.00","1,464.30",1.67,56.91,"1,594.95",30.195,"1,471.40"
20-11-2019,"21,050.00","1,475.10",1.69,55.26,"1,599.42",30.195,"1,472.39"
19-11-2019,"21,000.00","1,472.70",1.735,57,"1,605.47",30.205,"1,470.85"
18-11-2019,"21,000.00","1,471.90",1.73,57.97,"1,605.19",30.255,"1,467.51"
14-11-2019,"20,950.00","1,471.90",1.73,57.42,"1,616.61",30.245,"1,463.18"
13-11-2019,"20,950.00","1,464.00",1.73,56.83,"1,621.91",30.335,"1,457.19"
12-11-2019,"20,950.00","1,456.50",1.73,56.91,"1,625.42",30.345,"1,455.79"
11-11-2019,"21,100.00","1,455.90",1.74,57.38,"1,632.77",30.375,"1,458.96"
07-11-2019,"21,400.00","1,469.00",1.61,56.37,"1,623.64",30.295,"1,490.29"
06-11-2019,"21,350.00","1,492.10",1.63,57.3,"1,627.23",30.255,"1,484.10"
05-11-2019,"21,550.00","1,484.30",1.6,56.6,"1,628.73",30.215,"1,509.64"
04-11-2019,"21,600.00","1,511.60",1.555,56.47,"1,601.90",30.185,"1,513.80"
31-10-2019,"21,400.00","1,515.10",1.58,54.99,"1,606.71",30.215,"1,496.39"
30-10-2019,"21,350.00","1,498.80",1.59,55.62,"1,594.40",30.255,"1,487.60"
29-10-2019,"21,400.00","1,490.50",1.59,55.88,"1,601.44",30.24,"1,492.64"
28-10-2019,"21,550.00","1,494.30",1.55,56.7,"1,591.64",30.175,"1,504.21"
24-10-2019,"21,400.00","1,506.40",1.57,55.9,"1,636.07",30.285,"1,492.30"
22-10-2019,"21,300.00","1,491.10",1.595,53.6,"1,625.06",30.265,"1,484.66"
21-10-2019,"21,400.00","1,487.50",1.575,53.83,"1,630.43",30.315,"1,492.02"
17-10-2019,"21,450.00","1,495.60",1.55,53.08,"1,638.98",30.365,"1,490.40"
16-10-2019,"21,400.00","1,494.20",1.545,52.98,"1,629.88",30.435,"1,481.28"
15-10-2019,"21,500.00","1,484.80",1.54,53.56,"1,631.05",30.415,"1,493.25"
10-10-2019,"21,650.00","1,498.30",1.51,52.61,"1,614.07",30.335,"1,505.60"
09-10-2019,"21,650.00","1,510.80",1.49,52.57,"1,610.65",30.425,"1,506.06"
08-10-2019,"21,550.00","1,510.90",1.49,52.7,"1,620.29",30.47,"1,493.40"
07-10-2019,"21,750.00","1,498.70",1.47,52.59,"1,611.74",30.455,"1,504.76"
03-10-2019,"21,750.00","1,511.60",1.49,52.31,"1,606.38",30.615,"1,499.55"
02-10-2019,"21,450.00","1,505.60",1.5,53.85,"1,617.83",30.625,"1,479.19"
01-10-2019,"21,300.00","1,485.40",1.495,54.13,"1,637.59",30.595,"1,472.30"
30-09-2019,"21,700.00","1,478.00",1.52,56.39,"1,643.13",30.635,"1,497.08"
26-09-2019,"21,900.00","1,511.80",1.53,56.55,"1,633.92",30.605,"1,503.89"
25-09-2019,"22,150.00","1,510.90",1.485,56.45,"1,624.69",30.545,"1,531.60"
24-09-2019,"21,950.00","1,539.80",1.505,58.21,"1,623.60",30.475,"1,522.50"
23-09-2019,"21,900.00","1,529.80",1.525,58.98,"1,635.31",30.485,"1,516.65"
19-09-2019,"21,650.00","1,506.80",1.555,58.17,"1,656.66",30.535,"1,493.60"
18-09-2019,"21,700.00","1,502.00",1.59,58.62,"1,663.62",30.525,"1,501.40"
17-09-2019,"21,700.00","1,509.70",1.59,61.72,"1,661.59",30.515,"1,499.45"
16-09-2019,"21,750.00","1,506.50",1.62,60.16,"1,666.77",30.485,"1,503.59"
12-09-2019,"21,650.00","1,506.50",1.63,55.85,"1,678.32",30.585,"1,497.45"
11-09-2019,"21,650.00","1,504.90",1.71,57.76,"1,669.36",30.615,"1,486.45"
10-09-2019,"21,650.00","1,493.90",1.69,57.91,"1,675.10",30.645,"1,499.60"
09-09-2019,"21,950.00","1,507.00",1.55,56.68,"1,673.22",30.645,"1,507.10"
05-09-2019,"22,350.00","1,525.60",1.48,55.77,"1,670.91",30.555,"1,552.45"
04-09-2019,"22,350.00","1,561.40",1.46,53.75,"1,650.87",30.615,"1,547.05"
03-09-2019,"22,150.00","1,556.00",1.475,54.76,"1,657.30",30.635,"1,529.60"
29-08-2019,"22,150.00","1,536.90",1.445,55.69,"1,621.92",30.635,"1,539.20"
28-08-2019,"22,300.00","1,549.40",1.43,55.54,"1,618.30",30.625,"1,541.69"
27-08-2019,"22,150.00","1,551.80",1.46,53.65,"1,625.04",30.595,"1,526.25"
26-08-2019,"22,300.00","1,537.30",1.47,53.16,"1,620.36",30.675,"1,539.25"
22-08-2019,"21,900.00","1,508.80",1.54,55.7,"1,628.10",30.785,"1,502.10"
21-08-2019,"21,950.00","1,512.40",1.55,55.78,"1,628.55",30.785,"1,507.70"
20-08-2019,"21,850.00","1,518.40",1.535,56.13,"1,642.82",30.865,"1,495.55"
19-08-2019,"22,050.00","1,506.30",1.5,54.95,"1,639.42",30.915,"1,511.00"
15-08-2019,"22,150.00","1,533.90",1.46,54.92,"1,605.00",30.835,"1,516.74"
14-08-2019,"21,900.00","1,526.60",1.525,56.73,"1,634.72",30.805,"1,501.38"
13-08-2019,"22,050.00","1,513.00",1.51,54.68,"1,642.82",30.845,"1,510.61"
08-08-2019,"21,800.00","1,515.90",1.58,52.24,"1,670.93",30.825,"1,501.95"
07-08-2019,"21,550.00","1,512.10",1.72,53.37,"1,672.52",30.735,"1,474.25"
06-08-2019,"21,350.00","1,486.70",1.72,54.8,"1,652.72",30.835,"1,464.20"
05-08-2019,"21,050.00","1,481.10",1.77,55.36,"1,675.02",30.755,"1,440.60"
01-08-2019,"20,600.00","1,457.50",1.9,57.96,"1,706.56",30.905,"1,411.21"
31-07-2019,"20,800.00","1,425.60",1.885,58.42,"1,704.04",30.795,"1,430.91"
30-07-2019,"20,800.00","1,443.70",1.895,57.07,"1,718.55",30.875,"1,426.71"
25-07-2019,"20,850.00","1,414.90",1.96,56,"1,727.13",30.915,"1,426.60"
24-07-2019,"20,800.00","1,426.80",1.985,57.26,"1,727.81",30.905,"1,417.26"
23-07-2019,"20,750.00","1,418.60",1.995,56.28,"1,730.70",30.835,"1,425.15"
22-07-2019,"20,800.00","1,426.00",1.94,56.2,"1,733.24",30.835,"1,425.15"
18-07-2019,"20,750.00","1,448.30",1.99,56.72,"1,714.75",30.895,"1,426.90"
17-07-2019,"20,600.00","1,428.50",1.99,57.65,"1,726.04",30.935,"1,406.41"
15-07-2019,"20,650.00","1,416.40",2,60.36,"1,733.77",30.905,"1,415.90"
11-07-2019,"20,600.00","1,406.20",1.99,60.5,"1,745.85",30.655,"1,419.40"
10-07-2019,"20,350.00","1,421.10",2.02,58.45,"1,726.73",30.815,"1,397.80"
09-07-2019,"20,350.00","1,400.00",1.995,57.69,"1,728.46",30.825,"1,395.30"
08-07-2019,"20,350.00","1,397.90",2.05,57.89,"1,727.10",30.775,"1,399.95"
03-07-2019,"20,600.00","1,421.60",2.05,56.59,"1,733.51",30.575,"1,419.95"
02-07-2019,"20,250.00","1,424.70",2.13,59.23,"1,738.84",30.665,"1,383.40"
01-07-2019,"20,250.00","1,386.20",2.19,59.14,"1,744.13",30.675,"1,392.83"
27-06-2019,"20,500.00","1,413.30",2.17,59.3,"1,726.77",30.755,"1,409.56"
26-06-2019,"20,650.00","1,412.70",2.17,58.86,"1,717.19",30.765,"1,423.91"
25-06-2019,"20,650.00","1,427.20",2.16,57.8,"1,716.05",30.665,"1,419.17"
24-06-2019,"20,450.00","1,423.40",2.21,57.8,"1,722.64",30.815,"1,401.35"
20-06-2019,"20,250.00","1,391.20",2.18,54.38,"1,711.37",31.195,"1,360.36"
19-06-2019,"19,900.00","1,364.50",2.18,54.3,"1,693.85",31.225,"1,346.56"
18-06-2019,"19,900.00","1,350.40",2.17,52.15,"1,667.30",31.365,"1,340.09"
17-06-2019,"19,850.00","1,343.90",2.16,52.71,"1,674.26",31.245,"1,341.91"
13-06-2019,"19,750.00","1,346.50",2.18,51.31,"1,669.53",31.285,"1,334.00"
12-06-2019,"19,700.00","1,337.80",2.25,53.3,"1,669.08",31.265,"1,326.78"
11-06-2019,"19,750.00","1,330.60",2.25,53.6,"1,667.55",31.345,"1,328.26"
10-06-2019,"19,750.00","1,331.80",2.26,54.4,"1,661.72",31.275,"1,335.96"
06-06-2019,"19,750.00","1,339.70",2.255,51.8,"1,648.54",31.41,"1,332.36"
05-06-2019,"19,700.00","1,336.10",2.315,53.01,"1,647.52",31.32,"1,325.50"
04-06-2019,"19,650.00","1,330.20",2.3,53,"1,624.65",31.33,"1,325.05"
30-05-2019,"19,300.00","1,293.20",2.415,59.21,"1,619.26",31.83,"1,279.71"
29-05-2019,"19,350.00","1,285.10",2.415,59.29,"1,631.29",31.85,"1,279.71"
28-05-2019,"19,400.00","1,278.90",2.43,59.01,"1,627.86",31.83,"1,285.59"
23-05-2019,"19,300.00","1,283.20",2.455,61.35,"1,622.21",31.94,"1,273.80"
22-05-2019,"19,300.00","1,273.60",2.48,63.04,"1,616.55",31.96,"1,274.61"
21-05-2019,"19,300.00","1,274.40",2.47,63.3,"1,608.82",31.88,"1,277.95"
16-05-2019,"19,350.00","1,287.20",2.44,62.33,"1,623.33",31.55,"1,296.75"
15-05-2019,"19,350.00","1,297.70",2.46,61.56,"1,636.83",31.52,"1,297.17"
14-05-2019,"19,450.00","1,298.00",2.45,61.06,"1,631.52",31.63,"1,300.11"
13-05-2019,"19,300.00","1,300.80",2.475,61.8,"1,648.09",31.555,"1,286.56"
09-05-2019,"19,350.00","1,285.00",2.47,62.13,"1,653.12",31.81,"1,280.49"
08-05-2019,"19,450.00","1,281.90",2.455,61.58,"1,662.05",31.91,"1,284.16"
07-05-2019,"19,400.00","1,285.60",2.46,62.15,"1,669.38",31.88,"1,281.55"
02-05-2019,"19,350.00","1,271.60",2.475,63.7,"1,677.00",32,"1,276.81"
30-04-2019,"19,400.00","1,285.20",2.48,63.5,"1,668.02",31.915,"1,279.98"
29-04-2019,"19,450.00","1,281.90",2.455,62.98,"1,665.57",31.91,"1,286.40"
25-04-2019,"19,400.00","1,279.10",2.47,65.85,"1,673.25",32.05,"1,275.60"
24-04-2019,"19,300.00","1,277.90",2.49,66.13,"1,674.43",31.99,"1,272.31"
23-04-2019,"19,300.00","1,274.40",2.49,65.75,"1,674.82",31.895,"1,275.26"
22-04-2019,"19,350.00","1,277.00",2.48,64.07,"1,677.83",31.83,"1,275.83"
17-04-2019,"19,300.00","1,276.20",2.51,64.46,"1,665.68",31.84,"1,276.86"
11-04-2019,"19,650.00","1,295.80",2.45,64.51,"1,661.57",31.74,"1,307.95"
10-04-2019,"19,650.00","1,312.40",2.455,64.2,"1,659.29",31.77,"1,303.96"
09-04-2019,"19,600.00","1,308.20",2.45,64.4,"1,650.55",31.88,"1,297.24"
04-04-2019,"19,450.00","1,296.50",2.495,62.56,"1,649.39",31.74,"1,289.95"
03-04-2019,"19,450.00","1,294.40",2.5,62.7,"1,653.08",31.785,"1,292.21"
02-04-2019,"19,400.00","1,296.90",2.54,61.92,"1,650.54",31.68,"1,287.55"
01-04-2019,"19,450.00","1,292.20",2.5,60.36,"1,645.37",31.68,"1,291.33"
28-03-2019,"19,800.00","1,295.00",2.41,59.61,"1,626.60",31.91,"1,309.85"
27-03-2019,"19,800.00","1,315.00",2.43,60.16,"1,632.27",31.63,"1,315.81"
26-03-2019,"19,750.00","1,315.40",2.45,59.22,"1,626.89",31.55,"1,321.51"
25-03-2019,"19,700.00","1,321.50",2.42,59.24,"1,632.03",31.72,"1,313.05"
21-03-2019,"19,750.00","1,309.30",2.49,60.25,"1,631.79",31.65,"1,312.64"
20-03-2019,"19,600.00","1,312.70",2.59,59.29,"1,631.44",31.685,"1,305.61"
19-03-2019,"19,600.00","1,306.00",2.55,59.31,"1,617.87",31.71,"1,303.45"
18-03-2019,"19,500.00","1,303.70",2.545,58.75,"1,628.85",31.63,"1,301.64"
14-03-2019,"19,550.00","1,295.60",2.535,58.65,"1,642.36",31.61,"1,309.61"
13-03-2019,"19,550.00","1,309.50",2.53,57.4,"1,626.42",31.65,"1,302.01"
12-03-2019,"19,450.00","1,301.80",2.54,57.1,"1,631.88",31.68,"1,293.71"
11-03-2019,"19,500.00","1,293.60",2.52,56.43,"1,633.45",31.74,"1,298.70"
07-03-2019,"19,450.00","1,286.70",2.54,56.57,"1,624.76",31.86,"1,286.71"
06-03-2019,"19,400.00","1,287.30",2.57,56.65,"1,636.68",31.76,"1,287.62"
05-03-2019,"19,500.00","1,288.80",2.56,56.93,"1,633.51",31.85,"1,286.67"
04-03-2019,"19,550.00","1,287.80",2.555,56.15,"1,641.32",31.785,"1,293.62"
28-02-2019,"19,700.00","1,315.50",2.495,57.43,"1,666.33",31.45,"1,320.18"
27-02-2019,"19,750.00","1,321.70",2.48,56.35,"1,663.92",31.28,"1,328.91"
26-02-2019,"19,700.00","1,331.00",2.495,55.9,"1,665.89",31.27,"1,327.44"
25-02-2019,"19,700.00","1,329.90",2.5,57.62,"1,665.30",31.32,"1,328.57"
21-02-2019,"19,750.00","1,325.80",2.47,57.66,"1,646.96",31.09,"1,338.89"
20-02-2019,"19,800.00","1,341.70",2.495,56.39,"1,639.16",31.145,"1,341.25"
14-02-2019,"19,500.00","1,315.50",2.45,54.31,"1,658.41",31.4,"1,306.16"
13-02-2019,"19,450.00","1,309.60",2.445,53.71,"1,649.09",31.315,"1,310.88"
12-02-2019,"19,450.00","1,314.30",2.46,52.78,"1,637.48",31.43,"1,308.55"
11-02-2019,"19,550.00","1,311.60",2.44,53.04,"1,644.75",31.48,"1,314.22"
07-02-2019,"19,400.00","1,314.30",2.4,54.26,"1,659.94",31.26,"1,305.87"
06-02-2019,"19,500.00","1,310.90",2.425,54.05,"1,655.14",31.25,"1,315.03"
05-02-2019,"19,500.00","1,319.40",2.43,55.13,"1,653.53",31.31,"1,311.75"
04-02-2019,"19,500.00","1,316.80",2.41,55.6,"1,655.42",31.3,"1,317.55"
31-01-2019,"19,550.00","1,326.00",2.43,54.44,"1,640.34",31.26,"1,320.18"
30-01-2019,"19,550.00","1,325.40",2.42,53.54,"1,626.55",31.455,"1,312.27"
29-01-2019,"19,500.00","1,317.00",2.445,52.37,"1,623.00",31.525,"1,303.53"
28-01-2019,"19,450.00","1,302.50",2.44,53.91,"1,627.71",31.52,"1,303.49"
24-01-2019,"19,300.00","1,280.10",2.42,52.76,"1,619.12",31.69,"1,282.74"
23-01-2019,"19,350.00","1,282.30",2.465,53.28,"1,601.72",31.78,"1,285.34"
22-01-2019,"19,300.00","1,284.60",2.47,53.95,"1,587.82",31.8,"1,279.73"
17-01-2019,"19,400.00","1,291.90",2.475,52.6,"1,578.14",31.7,"1,293.99"
16-01-2019,"19,500.00","1,293.90",2.485,52.29,"1,581.37",31.91,"1,289.13"
15-01-2019,"19,550.00","1,289.60",2.52,51.08,"1,587.17",31.915,"1,291.76"
14-01-2019,"19,550.00","1,292.40",2.525,52.03,"1,592.58",31.9,"1,287.16"
10-01-2019,"19,550.00","1,287.60",2.56,52.5,"1,590.07",31.96,"1,293.11"
09-01-2019,"19,500.00","1,294.70",2.6,50.16,"1,604.21",32.02,"1,285.36"
08-01-2019,"19,550.00","1,286.10",2.52,49.09,"1,594.07",31.96,"1,289.13"
07-01-2019,"19,550.00","1,289.90",2.49,48.61,"1,584.74",31.96,"1,285.78"
03-01-2019,"19,700.00","1,296.50",2.38,46.56,"1,571.48",32.27,"1,285.12"
02-01-2019,"19,650.00","1,288.50",2.51,46.12,"1,567.09",32.05,"1,281.62"
27-12-2018,"19,600.00","1,278.00",2.41,46.87,"1,582.22",32.58,"1,266.89"
26-12-2018,"19,600.00","1,270.10",2.41,43.07,"1,556.95",32.635,"1,270.33"
20-12-2018,"19,350.00","1,263.50",2.5,47.77,"1,594.86",32.75,"1,243.70"
19-12-2018,"19,350.00","1,247.00",2.57,46.31,"1,582.58",32.72,"1,249.67"
18-12-2018,"19,350.00","1,253.50",2.61,49.46,"1,594.10",32.8,"1,246.01"
17-12-2018,"19,250.00","1,249.70",2.62,51.52,"1,612.87",32.83,"1,237.25"
13-12-2018,"19,300.00","1,246.20",2.645,51.43,"1,638.96",32.77,"1,246.02"
12-12-2018,"19,350.00","1,250.70",2.61,52.14,"1,642.42",32.85,"1,243.25"
11-12-2018,"19,350.00","1,248.30",2.55,51.1,"1,646.87",32.89,"1,244.53"
06-12-2018,"19,300.00","1,243.10",2.58,53.15,"1,653.09",32.74,"1,237.87"
04-12-2018,"19,150.00","1,244.60",2.64,53.31,"1,674.53",32.8,"1,231.35"
03-12-2018,"19,100.00","1,236.30",2.64,51.93,"1,662.15",32.97,"1,223.12"
29-11-2018,"19,050.00","1,229.90",2.69,50.48,"1,646.62",32.9,"1,221.43"
28-11-2018,"19,050.00","1,227.10",2.67,52.3,"1,636.59",33.05,"1,214.64"
27-11-2018,"19,150.00","1,214.30",2.65,51.72,"1,630.08",33.03,"1,222.65"
26-11-2018,"19,150.00","1,222.60",2.63,50.71,"1,621.99",33.08,"1,224.00"
21-11-2018,"19,100.00","1,227.80",2.66,53.52,"1,603.73",32.97,"1,221.55"
20-11-2018,"19,050.00","1,222.40",2.665,57.51,"1,631.81",32.94,"1,224.37"
19-11-2018,"19,050.00","1,224.60",2.72,57.03,"1,634.10",32.87,"1,221.76"
15-11-2018,"18,850.00","1,214.40",2.73,56.24,"1,656.60",32.96,"1,210.87"
14-11-2018,"18,800.00","1,211.80",2.71,55.49,"1,655.09",32.96,"1,202.26"
13-11-2018,"18,900.00","1,202.80",2.72,59.03,"1,645.42",33.17,"1,200.96"
12-11-2018,"19,000.00","1,201.10",2.75,60.85,"1,672.85",33.06,"1,209.46"
08-11-2018,"19,100.00","1,224.30",2.75,61.82,"1,685.29",32.82,"1,225.99"
07-11-2018,"19,200.00","1,227.70",2.75,61.87,"1,673.65",32.93,"1,227.24"
06-11-2018,"19,250.00","1,228.90",2.75,62.84,"1,677.45",32.93,"1,231.66"
05-11-2018,"19,200.00","1,233.40",2.75,63.02,"1,670.46",32.85,"1,233.36"
01-11-2018,"19,100.00","1,235.30",2.785,65.03,"1,672.14",33.11,"1,215.20"
31-10-2018,"19,250.00","1,216.60",2.81,66.41,"1,651.07",33.27,"1,223.00"
30-10-2018,"19,350.00","1,224.70",2.785,66.81,"1,638.83",33.28,"1,230.17"
