Date,Y,GOLD,BOND10THB,OIL,SET,USD_THB,XAU_USD
04-04-2017,"20,450.00","1,255.50",2.63,50.24,"1,580.53",34.35,"1,255.46"
03-04-2017,"20,300.00","1,251.90",2.72,50.69,"1,578.48",34.33,"1,248.40"
31-03-2017,"20,300.00","1,244.60",2.72,50.32,"1,582.98",34.44,"1,242.83"
30-03-2017,"20,450.00","1,256.10",2.72,49.6,"1,576.18",34.41,"1,253.10"
29-03-2017,"20,450.00","1,250.80",2.74,48.47,"1,575.78",34.435,"1,251.64"
28-03-2017,"20,450.00","1,253.50",2.75,47.89,"1,573.36",34.37,"1,253.82"
27-03-2017,"20,500.00","1,245.50",2.78,48.12,"1,573.67",34.545,"1,248.01"
24-03-2017,"20,450.00","1,245.00",2.78,47.67,"1,569.21",34.59,"1,244.88"
23-03-2017,"20,450.00","1,248.60",2.8,48.15,"1,571.48",34.55,"1,248.86"
22-03-2017,"20,500.00","1,244.50",2.8,48.16,"1,561.25",34.72,"1,244.15"
21-03-2017,"20,250.00","1,234.20",2.76,47.93,"1,566.00",34.65,"1,233.78"
20-03-2017,"20,300.00","1,229.00",2.78,48.7,"1,564.43",34.85,"1,229.79"
17-03-2017,"20,350.00","1,226.20",2.78,48.79,"1,559.97",34.92,"1,227.31"
16-03-2017,"20,350.00","1,219.50",2.77,49.01,"1,548.89",35.08,"1,219.03"
15-03-2017,"20,100.00","1,198.70",2.81,48.76,"1,542.57",35.32,"1,199.11"
14-03-2017,"20,150.00","1,203.50",2.81,48.45,"1,533.50",35.29,"1,204.25"
13-03-2017,"20,150.00","1,205.00",2.83,48.45,"1,537.08",35.33,"1,205.43"
10-03-2017,"20,100.00","1,200.20",2.86,49.61,"1,547.91",35.37,"1,200.80"
09-03-2017,"20,250.00","1,207.70",2.8,50.22,"1,548.23",35.3,"1,207.63"
08-03-2017,"20,300.00","1,215.60",2.775,52.79,"1,549.29",35.14,"1,215.65"
07-03-2017,"20,400.00","1,225.70",2.75,53.17,"1,552.44",35.07,"1,225.62"
06-03-2017,"20,500.00","1,233.90",2.75,53.19,"1,564.41",35.05,"1,232.81"
03-03-2017,"20,500.00","1,234.80",2.74,52.58,"1,567.06",35.05,"1,234.80"
02-03-2017,"20,650.00","1,249.90",2.73,53.69,"1,571.28",34.99,"1,249.44"
01-03-2017,"20,700.00","1,248.50",2.73,53.95,"1,562.03",34.93,"1,248.57"
28-02-2017,"20,600.00","1,253.30",2.69,54.04,"1,559.48",34.84,"1,252.48"
27-02-2017,"20,650.00","1,258.90",2.67,54.02,"1,560.58",34.91,"1,257.41"
24-02-2017,"20,550.00","1,250.60",2.685,54.33,"1,566.64",34.965,"1,249.52"
23-02-2017,"20,400.00","1,238.30",2.7,53.91,"1,569.98",35.03,"1,237.79"
22-02-2017,"20,400.00","1,236.90",2.71,54.26,"1,567.90",35.03,"1,236.22"
20-02-2017,"20,400.00","1,236.40",2.68,53.78,"1,580.46",34.99,"1,235.20"
17-02-2017,"20,400.00","1,240.80",2.685,53.47,"1,578.86",35.005,"1,239.25"
16-02-2017,"20,350.00","1,234.30",2.68,53.01,"1,574.34",35.03,"1,233.34"
15-02-2017,"20,300.00","1,228.60",2.71,53,"1,571.86",35.02,"1,228.89"
14-02-2017,"20,300.00","1,226.10",2.715,52.91,"1,586.38",35.06,"1,225.74"
10-02-2017,"20,250.00","1,229.60",2.7,53.15,"1,589.68",35.06,"1,230.62"
09-02-2017,"20,450.00","1,242.70",2.67,52.37,"1,592.91",35.02,"1,242.48"
08-02-2017,"20,400.00","1,235.20",2.69,51.64,"1,582.54",35.04,"1,234.04"
07-02-2017,"20,350.00","1,236.90",2.7,53.14,"1,587.76",35.02,"1,235.23"
06-02-2017,"20,200.00","1,221.90",2.75,53.81,"1,586.79",35.02,"1,219.67"
03-02-2017,"20,100.00","1,217.80",2.77,53.68,"1,573.26",35.07,"1,215.89"
02-02-2017,"20,050.00","1,211.20",2.78,53.57,"1,577.14",35.1,"1,209.53"
01-02-2017,"20,050.00","1,212.20",2.775,52.76,"1,575.13",35.1,"1,210.89"
31-01-2017,"20,000.00","1,197.70",2.755,52.6,"1,586.24",35.22,"1,195.38"
30-01-2017,"19,950.00","1,194.60",2.72,53.15,"1,589.25",35.25,"1,192.85"
27-01-2017,"19,900.00","1,188.50",2.755,53.74,"1,590.37",35.335,"1,188.78"
26-01-2017,"20,050.00","1,200.70",2.745,52.96,"1,596.74",35.2,"1,199.93"
25-01-2017,"20,250.00","1,208.60",2.69,52.95,"1,584.05",35.25,"1,208.79"
24-01-2017,"20,300.00","1,218.00",2.65,52.86,"1,573.35",35.26,"1,217.40"
23-01-2017,"20,300.00","1,209.30",2.68,53.33,"1,567.68",35.42,"1,209.43"
20-01-2017,"20,200.00","1,204.80",2.68,51.45,"1,553.07",35.395,"1,205.16"
19-01-2017,"20,200.00","1,203.10",2.74,51.39,"1,559.48",35.42,"1,203.92"
18-01-2017,"20,300.00","1,216.80",2.65,52.52,"1,569.28",35.27,"1,216.56"
16-01-2017,"20,150.00","1,199.40",2.7,52.46,"1,574.15",35.4,"1,200.55"
13-01-2017,"20,050.00","1,194.80",2.71,53.05,"1,572.67",35.35,"1,195.96"
12-01-2017,"20,050.00","1,191.10",2.73,52.37,"1,580.77",35.49,"1,191.75"
11-01-2017,"20,050.00","1,188.10",2.74,50.81,"1,572.38",35.56,"1,187.74"
10-01-2017,"19,950.00","1,181.30",2.74,51.83,"1,563.49",35.65,"1,181.32"
09-01-2017,"19,950.00","1,172.90",2.78,53.75,"1,572.84",35.72,"1,172.64"
06-01-2017,"19,950.00","1,181.00",2.7,53.73,"1,572.90",35.7,"1,180.38"
05-01-2017,"19,900.00","1,164.60",2.7,53.39,"1,568.39",35.81,"1,163.67"
04-01-2017,"19,750.00","1,159.60",2.7,52.49,"1,548.49",35.91,"1,159.28"
30-12-2016,"19,700.00","1,159.50",2.73,53.87,"1,539.51",35.91,"1,158.68"
29-12-2016,"19,600.00","1,143.10",2.8,53.66,"1,524.58",36.01,"1,142.39"
28-12-2016,"19,500.00","1,139.30",2.9,53.93,"1,520.40",36.01,"1,139.64"
27-12-2016,"19,400.00","1,135.30",2.93,53.29,"1,516.25",35.965,"1,134.06"
23-12-2016,"19,350.00","1,130.00",2.88,52.68,"1,504.76",36,"1,128.89"
22-12-2016,"19,350.00","1,133.20",2.87,52.52,"1,509.09",35.975,"1,131.80"
21-12-2016,"19,400.00","1,134.00",2.9,53.56,"1,513.68",36.01,"1,132.14"
20-12-2016,"19,400.00","1,139.80",2.9,52.11,"1,524.64",35.87,"1,139.34"
19-12-2016,"19,350.00","1,136.10",2.89,52.15,"1,524.15",35.86,"1,134.35"
16-12-2016,"19,250.00","1,130.50",2.83,51.1,"1,523.47",35.77,"1,128.44"
15-12-2016,"19,400.00","1,143.80",2.8,50.79,"1,516.20",35.67,"1,143.81"
14-12-2016,"19,600.00","1,159.80",2.73,52.45,"1,531.06",35.57,"1,158.39"
13-12-2016,"19,650.00","1,164.50",2.73,52.51,"1,528.16",35.58,"1,162.45"
09-12-2016,"19,750.00","1,172.50",2.74,50.92,"1,531.95",35.635,"1,170.48"
08-12-2016,"19,900.00","1,176.10",2.76,49.88,"1,524.20",35.615,"1,173.65"
07-12-2016,"19,800.00","1,171.40",2.76,50.93,"1,515.61",35.61,"1,169.64"
06-12-2016,"19,850.00","1,172.80",2.74,50.97,"1,506.48",35.62,"1,170.18"
02-12-2016,"19,900.00","1,174.30",2.74,51.01,"1,514.40",35.67,"1,171.05"
01-12-2016,"19,800.00","1,175.10",2.67,49.07,"1,519.66",35.7,"1,173.29"
30-11-2016,"20,150.00","1,190.70",2.67,45.24,"1,498.41",35.67,"1,188.72"
29-11-2016,"20,100.00","1,196.60",2.67,46.88,"1,507.59",35.57,"1,193.30"
28-11-2016,"20,150.00","1,184.40",2.67,45.43,"1,502.57",35.645,"1,183.10"
24-11-2016,"20,100.00","1,189.40",2.66,48.03,"1,495.65",35.69,"1,188.11"
23-11-2016,"20,450.00","1,212.60",2.64,47.94,"1,491.02",35.51,"1,212.24"
22-11-2016,"20,500.00","1,213.50",2.67,48.37,"1,485.56",35.53,"1,214.29"
21-11-2016,"20,450.00","1,207.30",2.65,45.83,"1,476.82",35.56,"1,208.10"
18-11-2016,"20,400.00","1,216.00",2.64,44.93,"1,471.99",35.48,"1,216.39"
17-11-2016,"20,600.00","1,224.80",2.65,45.37,"1,477.11",35.5,"1,225.68"
16-11-2016,"20,650.00","1,228.00",2.56,45.77,"1,483.88",35.44,"1,228.38"
15-11-2016,"20,600.00","1,221.80",2.59,43.76,"1,474.06",35.49,"1,220.24"
14-11-2016,"20,500.00","1,227.70",2.4,43.2,"1,481.97",35.41,"1,227.91"
11-11-2016,"21,100.00","1,258.70",2.35,44.35,"1,508.62",35.3,"1,259.82"
10-11-2016,"21,400.00","1,278.40",2.3,45.31,"1,519.17",35.04,"1,277.68"
09-11-2016,"21,550.00","1,276.80",2.19,44.82,"1,498.81",34.94,"1,275.45"
08-11-2016,"21,300.00","1,282.20",2.2,44.97,"1,504.49",34.99,"1,281.66"
07-11-2016,"21,450.00","1,294.50",2.19,44.45,"1,496.06",34.98,"1,291.61"
04-11-2016,"21,550.00","1,303.20",2.19,44.63,"1,489.40",34.98,"1,302.61"
03-11-2016,"21,500.00","1,298.10",2.19,45.48,"1,499.14",34.95,"1,297.16"
02-11-2016,"21,400.00","1,289.00",2.2,46.32,"1,502.19",35.03,"1,287.90"
01-11-2016,"21,150.00","1,277.80",2.16,46.77,"1,500.15",35.03,"1,277.17"
31-10-2016,"21,150.00","1,278.30",2.21,48.25,"1,494.04",35.01,"1,278.01"
28-10-2016,"21,150.00","1,269.20",2.18,49.61,"1,500.72",35.13,"1,268.39"
27-10-2016,"21,050.00","1,267.20",2.12,49.22,"1,492.20",35.03,"1,267.15"
26-10-2016,"21,100.00","1,274.00",2.16,49.31,"1,505.99",34.88,"1,273.30"
25-10-2016,"21,000.00","1,265.20",2.14,50.49,"1,505.82",35.03,"1,265.67"
21-10-2016,"21,050.00","1,266.50",2.12,50.66,"1,494.61",35,"1,266.10"
20-10-2016,"21,050.00","1,270.60",2.12,51.4,"1,495.10",34.83,"1,269.55"
19-10-2016,"20,950.00","1,263.90",2.17,50.77,"1,471.78",35,"1,262.63"
18-10-2016,"21,000.00","1,256.00",2.23,50.04,"1,479.41",35.23,"1,256.60"
17-10-2016,"21,050.00","1,252.90",2.21,50.23,"1,470.54",35.33,"1,250.25"
14-10-2016,"21,050.00","1,259.50",2.27,50.58,"1,461.42",35.36,"1,258.79"
13-10-2016,"21,250.00","1,257.10",2.36,50,"1,387.03",35.67,"1,256.14"
12-10-2016,"21,050.00","1,254.50",2.3,50.84,"1,432.42",35.45,"1,253.45"
11-10-2016,"21,000.00","1,261.70",2.26,51.1,"1,465.79",35.13,"1,259.06"
10-10-2016,"20,900.00","1,258.50",2.24,49.57,"1,453.36",34.87,"1,257.47"
07-10-2016,"20,800.00","1,256.80",2.25,50.59,"1,513.18",34.85,"1,255.34"
06-10-2016,"20,950.00","1,269.70",2.21,49.65,"1,512.64",34.81,"1,267.73"
05-10-2016,"21,000.00","1,270.50",2.15,49.26,"1,512.79",34.74,"1,269.41"
04-10-2016,"21,550.00","1,315.00",2.16,48.65,"1,496.01",34.63,"1,312.18"
03-10-2016,"21,650.00","1,321.00",2.15,48.04,"1,490.11",34.6,"1,318.24"
30-09-2016,"21,750.00","1,323.60",2.19,47.76,"1,485.82",34.65,"1,320.56"
29-09-2016,"21,750.00","1,325.00",2.18,47.2,"1,491.37",34.57,"1,322.08"
28-09-2016,"21,750.00","1,330.10",2.18,44.96,"1,489.17",34.58,"1,326.90"
27-09-2016,"21,900.00","1,342.00",2.19,45.62,"1,493.55",34.57,"1,337.77"
26-09-2016,"21,950.00","1,340.80",2.22,44.62,"1,481.65",34.66,"1,337.07"
23-09-2016,"21,900.00","1,340.30",2.2,46.07,"1,505.77",34.6,"1,337.69"
22-09-2016,"21,900.00","1,338.90",2.26,45.62,"1,498.76",34.67,"1,335.12"
21-09-2016,"21,700.00","1,318.00",2.28,44.5,"1,481.23",34.75,"1,315.10"
20-09-2016,"21,750.00","1,316.30",2.27,43.13,"1,490.73",34.8,"1,312.80"
19-09-2016,"21,750.00","1,313.20",2.28,43.18,"1,482.58",34.9,"1,310.77"
16-09-2016,"21,750.00","1,318.30",2.32,43.71,"1,471.14",34.9,"1,313.91"
15-09-2016,"21,900.00","1,325.80",2.22,43.7,"1,460.80",34.87,"1,322.72"
14-09-2016,"21,900.00","1,322.60",2.24,45,"1,445.14",34.93,"1,318.88"
13-09-2016,"22,000.00","1,331.70",2.19,46.06,"1,431.52",34.85,"1,327.99"
12-09-2016,"21,950.00","1,332.00",2.21,45.57,"1,422.78",34.88,"1,328.29"
09-09-2016,"22,050.00","1,341.60",2.17,47.36,"1,453.60",34.76,"1,338.41"
08-09-2016,"22,100.00","1,349.10",2.22,46.12,"1,488.16",34.63,"1,345.11"
07-09-2016,"22,100.00","1,353.50",2.27,44.85,"1,500.81",34.6,"1,348.67"
05-09-2016,"21,750.00","1,328.10",2.31,44.12,"1,526.28",34.63,"1,324.42"
02-09-2016,"21,550.00","1,318.00",2.31,43.55,"1,539.44",34.59,"1,314.13"
01-09-2016,"21,550.00","1,311.70",2.29,44.85,"1,549.21",34.6,"1,309.12"
31-08-2016,"21,600.00","1,314.70",2.21,46.24,"1,545.72",34.57,"1,311.25"
30-08-2016,"21,700.00","1,327.00",2.18,46.98,"1,548.14",34.56,"1,323.20"
29-08-2016,"21,650.00","1,323.80",2.17,47.22,"1,551.14",34.66,"1,320.47"
26-08-2016,"21,700.00","1,324.80",2.12,47.37,"1,546.04",34.53,"1,321.89"
25-08-2016,"21,800.00","1,327.40",2.12,46.8,"1,550.98",34.63,"1,323.75"
24-08-2016,"21,950.00","1,342.20",2.11,47.59,"1,541.07",34.63,"1,337.88"
23-08-2016,"21,950.00","1,343.60",2.12,47.39,"1,532.03",34.66,"1,339.34"
22-08-2016,"22,000.00","1,345.00",2.12,48.4,"1,537.40",34.64,"1,340.83"
19-08-2016,"22,100.00","1,357.10",2.1,48.33,"1,548.62",34.54,"1,352.91"
18-08-2016,"22,200.00","1,353.80",2.1,46.9,"1,536.25",34.63,"1,349.05"
17-08-2016,"22,100.00","1,351.30",2.1,46.37,"1,535.74",34.6,"1,345.70"
16-08-2016,"22,050.00","1,345.20",2.09,45.59,"1,552.76",34.58,"1,339.69"
15-08-2016,"22,100.00","1,343.60",2.05,44.74,"1,539.96",34.77,"1,338.08"
11-08-2016,"22,150.00","1,353.20",2.06,41.48,"1,548.81",34.77,"1,347.26"
10-08-2016,"22,200.00","1,347.00",2.06,42.74,"1,552.21",34.86,"1,340.95"
09-08-2016,"22,100.00","1,341.20",2.07,42.83,"1,545.06",34.98,"1,334.85"
08-08-2016,"22,200.00","1,341.20",2.07,41.99,"1,538.13",35.06,"1,335.18"
05-08-2016,"22,500.00","1,367.20",1.98,41.84,"1,515.93",34.89,"1,360.72"
04-08-2016,"22,450.00","1,364.70",2.03,41.16,"1,509.79",34.99,"1,358.41"
03-08-2016,"22,450.00","1,370.50",2.05,39.7,"1,496.38",34.76,"1,363.65"
02-08-2016,"22,250.00","1,360.60",2.05,40.08,"1,508.18",34.77,"1,353.47"
01-08-2016,"22,250.00","1,357.20",2.05,41.35,"1,531.94",34.77,"1,349.88"
29-07-2016,"22,100.00","1,342.70",2.08,41.12,"1,527.11",34.85,"1,335.75"
28-07-2016,"22,100.00","1,347.50",2.09,41.93,"1,516.64",34.94,"1,339.38"
27-07-2016,"21,900.00","1,319.90",2.07,42.66,"1,510.59",34.98,"1,320.04"
26-07-2016,"21,900.00","1,315.50",2.07,43.07,"1,513.69",35.02,"1,315.59"
25-07-2016,"21,850.00","1,322.70",2.08,44.2,"1,508.66",34.96,"1,322.59"
22-07-2016,"22,000.00","1,331.40",2.03,44.6,"1,502.76",34.95,"1,330.94"
21-07-2016,"21,850.00","1,316.20",2.06,45.65,"1,511.03",35.03,"1,316.31"
20-07-2016,"22,100.00","1,332.20",1.96,44.59,"1,500.52",35.01,"1,331.81"
15-07-2016,"22,100.00","1,336.40",1.94,45.52,"1,492.96",35.03,"1,336.31"
14-07-2016,"22,350.00","1,344.50",1.95,45.14,"1,479.44",35.2,"1,344.01"
13-07-2016,"22,250.00","1,334.00",1.97,46.58,"1,481.29",35.22,"1,332.40"
12-07-2016,"22,600.00","1,356.30",1.94,44.58,"1,473.32",35.15,"1,355.16"
11-07-2016,"22,800.00","1,368.90",1.91,45.07,"1,464.42",35.13,"1,368.71"
08-07-2016,"22,600.00","1,361.00",1.94,45.19,"1,456.73",35.21,"1,359.21"
07-07-2016,"22,800.00","1,365.70",1.91,47.88,"1,459.04",35.22,"1,363.56"
06-07-2016,"22,750.00","1,358.00",1.94,46.83,"1,444.54",35.18,"1,356.74"
04-07-2016,"22,400.00","1,345.00",1.95,49.01,"1,452.83",35.03,"1,342.58"
30-06-2016,"21,950.00","1,321.00",1.98,49.55,"1,450.55",35.1,"1,317.71"
29-06-2016,"22,050.00","1,313.90",1.91,48.06,"1,445.41",35.2,"1,312.39"
28-06-2016,"22,100.00","1,328.30",1.95,46.59,"1,426.65",35.29,"1,324.45"
27-06-2016,"22,200.00","1,322.30",2.03,47.81,"1,411.71",35.29,"1,326.26"
24-06-2016,"21,400.00","1,254.30",2.18,50.3,"1,411.99",35.12,"1,253.86"
23-06-2016,"21,100.00","1,268.10",2.14,49.08,"1,425.41",35.17,"1,264.31"
22-06-2016,"21,200.00","1,271.40",2.1,50.22,"1,431.90",35.22,"1,268.45"
21-06-2016,"21,500.00","1,292.50",2.11,49.14,"1,422.79",35.19,"1,288.68"
20-06-2016,"21,450.00","1,293.00",2.12,48.29,"1,425.53",35.21,"1,285.80"
17-06-2016,"21,450.00","1,282.40",2.11,45.99,"1,415.99",35.29,"1,279.35"
16-06-2016,"21,650.00","1,295.00",2.12,47.45,"1,428.73",35.24,"1,293.51"
15-06-2016,"21,500.00","1,288.10",2.04,47.9,"1,430.87",35.28,"1,285.14"
14-06-2016,"21,350.00","1,286.20",2.063,48.52,"1,421.67",35.17,"1,283.39"
13-06-2016,"21,250.00","1,278.30",2.03,48.85,"1,419.38",35.28,"1,274.05"
10-06-2016,"21,150.00","1,271.50",2.06,50.47,"1,434.33",35.14,"1,269.41"
09-06-2016,"20,950.00","1,264.60",2.09,51.45,"1,449.62",35.1,"1,262.55"
08-06-2016,"20,800.00","1,247.00",2.09,50.41,"1,443.01",35.22,"1,244.64"
07-06-2016,"20,800.00","1,248.00",2.15,49.71,"1,448.39",35.24,"1,245.56"
06-06-2016,"20,800.00","1,245.50",2.16,48.88,"1,441.54",35.36,"1,242.79"
03-06-2016,"20,450.00","1,212.80",2.27,49.04,"1,430.23",35.6,"1,211.16"
02-06-2016,"20,550.00","1,215.90",2.31,48.9,"1,418.72",35.69,"1,213.62"
01-06-2016,"20,600.00","1,217.90",2.3,48.82,"1,423.26",35.77,"1,216.40"
30-05-2016,"20,450.00","1,215.10",2.1,49.56,"1,422.43",35.72,"1,213.38"
27-05-2016,"20,550.00","1,222.30",2.06,49.31,"1,402.37",35.6,"1,219.86"
26-05-2016,"20,800.00","1,223.60",2.07,49.7,"1,398.68",35.65,"1,223.40"
25-05-2016,"20,850.00","1,227.30",2.04,49.09,"1,393.95",35.75,"1,227.00"
24-05-2016,"21,150.00","1,249.50",2.05,48.08,"1,381.50",35.67,"1,249.21"
23-05-2016,"21,200.00","1,251.70",2.1,48.46,"1,387.73",35.68,"1,251.41"
19-05-2016,"21,300.00","1,259.10",2.1,47.87,"1,400.78",35.68,"1,258.60"
18-05-2016,"21,500.00","1,280.60",1.95,48.53,"1,406.95",35.49,"1,279.71"
17-05-2016,"21,400.00","1,274.90",1.83,47.9,"1,405.30",35.41,"1,274.06"
16-05-2016,"21,400.00","1,273.10",1.79,46.28,"1,403.24",35.43,"1,272.51"
13-05-2016,"21,200.00","1,264.80",1.78,46.41,"1,400.00",35.32,"1,263.61"
12-05-2016,"21,250.00","1,279.30",1.78,46,"1,384.82",35.26,"1,277.80"
11-05-2016,"21,200.00","1,267.30",1.8,44.6,"1,391.15",35.21,"1,265.73"
10-05-2016,"21,100.00","1,265.40",1.77,43.25,"1,387.17",35.24,"1,264.11"
09-05-2016,"21,400.00","1,286.70",1.81,45,"1,389.78",35.1,"1,284.93"
04-05-2016,"21,300.00","1,287.70",1.815,43.85,"1,392.58",34.95,"1,285.99"
03-05-2016,"21,350.00","1,293.40",1.85,44.92,"1,403.53",34.85,"1,291.76"
29-04-2016,"21,050.00","1,268.00",1.79,45.9,"1,399.15",34.99,"1,266.27"
28-04-2016,"20,700.00","1,247.30",1.8,45.3,"1,416.35",35.11,"1,245.66"
27-04-2016,"20,700.00","1,245.70",1.77,44.64,"1,421.80",35.12,"1,242.60"
26-04-2016,"20,650.00","1,239.80",1.77,42.96,"1,408.00",35.06,"1,238.57"
25-04-2016,"20,550.00","1,234.50",1.81,43.75,"1,410.66",35.07,"1,232.10"
22-04-2016,"20,750.00","1,248.50",1.79,43.42,"1,425.27",35.08,"1,247.44"
21-04-2016,"20,700.00","1,244.50",1.74,43.97,"1,425.72",34.86,"1,243.49"
20-04-2016,"20,700.00","1,251.30",1.7,40.8,"1,416.78",34.82,"1,251.00"
19-04-2016,"20,450.00","1,233.90",1.73,40.04,"1,403.81",34.94,"1,232.46"
18-04-2016,"20,550.00","1,236.30",1.725,38.75,"1,387.08",35,"1,234.10"
12-04-2016,"20,800.00","1,259.80",1.735,40.35,"1,374.92",35.02,"1,259.05"
11-04-2016,"20,750.00","1,241.80",1.675,39.72,"1,370.31",35.11,"1,239.79"
08-04-2016,"20,600.00","1,241.80",1.615,37.52,"1,357.23",35.17,"1,240.18"
07-04-2016,"20,500.00","1,224.00",1.58,37.76,"1,375.19",35.23,"1,223.16"
05-04-2016,"20,500.00","1,217.10",1.57,35.5,"1,389.75",35.25,"1,215.31"
04-04-2016,"20,300.00","1,223.00",1.65,36.61,"1,399.59",35.16,"1,220.35"
01-04-2016,"20,500.00","1,234.10",1.73,38.14,"1,405.07",35.13,"1,232.68"
31-03-2016,"20,500.00","1,227.00",1.79,38.3,"1,406.85",35.23,"1,226.06"
30-03-2016,"20,700.00","1,243.00",1.83,38.52,"1,401.08",35.33,"1,241.30"
29-03-2016,"20,450.00","1,221.50",1.85,39.32,"1,389.04",35.33,"1,221.40"
28-03-2016,"20,300.00","1,216.00",1.87,39.55,"1,395.69",35.3,"1,214.51"
24-03-2016,"20,400.00","1,220.70",1.88,39.73,"1,407.36",35.2,"1,221.20"
23-03-2016,"20,600.00","1,248.50",1.87,41.19,"1,396.24",34.94,"1,248.18"
22-03-2016,"20,600.00","1,244.30",1.8,41.59,"1,400.95",34.91,"1,244.22"
21-03-2016,"20,750.00","1,255.20",1.8,39.06,"1,384.72",34.91,"1,254.70"
18-03-2016,"20,850.00","1,257.70",1.82,40.25,"1,386.46",34.74,"1,258.16"
17-03-2016,"20,700.00","1,262.00",1.86,38.59,"1,388.09",34.88,"1,261.70"
16-03-2016,"20,500.00","1,233.10",1.87,36.74,"1,387.01",35.11,"1,232.84"
15-03-2016,"20,500.00","1,237.00",1.95,37.37,"1,389.67",35.08,"1,234.68"
14-03-2016,"20,900.00","1,250.90",1.99,38.17,"1,401.58",35,"1,250.98"
11-03-2016,"21,300.00","1,272.00",1.94,37.99,"1,385.27",35.23,"1,271.44"
10-03-2016,"20,950.00","1,253.70",1.905,38.17,"1,392.13",35.27,"1,252.89"
09-03-2016,"21,050.00","1,262.20",1.89,36.36,"1,371.35",35.35,"1,261.30"
08-03-2016,"21,300.00","1,267.90",1.9,37.94,"1,391.58",35.4,"1,267.49"
07-03-2016,"21,150.00","1,260.50",1.97,36.2,"1,386.53",35.35,"1,259.48"
04-03-2016,"21,050.00","1,264.60",1.97,34.66,"1,385.03",35.41,"1,263.89"
03-03-2016,"20,850.00","1,240.80",1.99,34.73,"1,371.46",35.53,"1,240.30"
02-03-2016,"20,750.00","1,232.30",2.08,33.89,"1,355.01",35.58,"1,232.35"
01-03-2016,"21,000.00","1,238.90",2.11,33.9,"1,335.52",35.63,"1,238.19"
29-02-2016,"20,750.00","1,223.10",2.115,32.72,"1,342.43",35.71,"1,222.73"
26-02-2016,"20,900.00","1,232.50",2.12,33.04,"1,338.48",35.65,"1,234.44"
25-02-2016,"20,850.00","1,228.90",2.08,32.19,"1,338.04",35.64,"1,229.44"
24-02-2016,"20,750.00","1,226.00",2.05,31.28,"1,323.01",35.72,"1,227.39"
23-02-2016,"20,600.00","1,208.90",2.07,33.34,"1,325.24",35.73,"1,208.76"
19-02-2016,"20,700.00","1,231.20",2.02,30.6,"1,295.01",35.57,"1,233.12"
18-02-2016,"20,350.00","1,209.50",2.06,31.35,"1,297.23",35.58,"1,209.16"
17-02-2016,"20,300.00","1,201.90",2.07,29.14,"1,287.25",35.63,"1,200.19"
15-02-2016,"20,700.00","1,236.30",2.09,29.08,"1,287.05",35.58,"1,232.81"
12-02-2016,"20,650.00","1,247.10",2,27.3,"1,282.86",35.2,"1,246.94"
11-02-2016,"20,100.00","1,197.50",2.1,27.34,"1,300.37",35.28,"1,197.44"
10-02-2016,"20,000.00","1,189.70",2.16,28.36,"1,300.32",35.4,"1,188.95"
09-02-2016,"20,050.00","1,189.50",2.27,30.17,"1,300.34",35.52,"1,191.14"
08-02-2016,"19,600.00","1,174.00",2.28,30.97,"1,308.46",35.55,"1,170.89"
05-02-2016,"19,450.00","1,155.70",2.29,31.64,"1,303.97",35.61,"1,155.74"
04-02-2016,"19,250.00","1,142.50",2.29,32.71,"1,298.89",35.7,"1,142.95"
03-02-2016,"19,100.00","1,129.40",2.29,29.75,"1,277.38",35.83,"1,129.16"
02-02-2016,"19,000.00","1,128.50",2.33,31.37,"1,295.76",35.57,"1,128.82"
01-02-2016,"18,950.00","1,118.00",2.34,33.83,"1,300.85",35.68,"1,117.88"
29-01-2016,"18,900.00","1,114.80",2.45,33.7,"1,291.97",35.8,"1,115.16"
28-01-2016,"19,000.00","1,126.20",2.505,32.19,"1,284.21",35.83,"1,125.57"
27-01-2016,"19,000.00","1,119.90",2.44,30.55,"1,276.69",35.84,"1,120.36"
26-01-2016,"18,900.00","1,108.20",2.49,29.81,"1,261.30",35.91,"1,108.02"
25-01-2016,"18,750.00","1,097.80",2.46,32.05,"1,277.28",36.02,"1,097.85"
22-01-2016,"18,850.00","1,101.60",2.48,29.84,"1,260.53",36.21,"1,101.60"
21-01-2016,"18,900.00","1,100.90",2.51,28.35,"1,260.77",36.25,"1,101.04"
20-01-2016,"18,750.00","1,087.30",2.51,28.33,"1,253.43",36.28,"1,087.10"
18-01-2016,"18,800.00","1,089.30",2.48,29.76,"1,234.80",36.34,"1,089.51"
15-01-2016,"18,600.00","1,079.20",2.515,31.18,"1,269.40",36.3,"1,077.94"
14-01-2016,"18,800.00","1,093.60",2.555,30.6,"1,264.93",36.28,"1,093.52"
13-01-2016,"18,650.00","1,086.80",2.605,30.54,"1,268.32",36.28,"1,087.29"
12-01-2016,"18,850.00","1,094.00",2.585,31.11,"1,232.16",36.25,"1,094.30"
11-01-2016,"19,000.00","1,103.60",2.63,32.94,"1,233.86",36.3,"1,104.19"
08-01-2016,"18,900.00","1,108.80",2.64,33.3,"1,231.88",36.24,"1,109.45"
07-01-2016,"18,900.00","1,093.70",2.65,34.09,"1,238.06",36.23,"1,094.45"
06-01-2016,"18,450.00","1,076.80",2.63,36.18,"1,250.14",36.12,"1,077.55"
05-01-2016,"18,100.00","1,073.50",2.63,36.9,"1,267.99",36.13,"1,074.66"
