BVN,EUR_USD,Crude_Oil,JPY_THB,NYSE,TenBond_THB,USD_THB
13.88,1.07,53.15,0.31,11335.7,2.21,35.07
13.7,1.07,53.74,0.31,11297.4,2.17,35.1
13.73,1.07,52.96,0.31,11183.6,2.22,35.22
13.52,1.08,52.95,0.31,11178.4,2.27,35.25
13.45,1.07,52.86,0.31,11175.5,2.35,35.34
13.01,1.07,53.33,0.31,11195.8,2.31,35.2
12.94,1.06,51.45,0.31,11187.3,2.31,35.25
13.25,1.07,51.39,0.31,11209.7,2.29,35.26
13.57,1.06,52.52,0.31,11218,2.21,35.42
13.32,1.06,52.55,0.31,11213.9,2.18,35.4
12.94,1.06,53.05,0.31,11181.9,2.17,35.42
12.91,1.06,52.37,0.31,11209.7,2.12,35.27
13.43,1.05,50.81,0.31,11235.4,2.12,35.41
13.4,1.06,53.75,0.31,11138.9,2.11,35.35
12.86,1.05,53.73,0.31,11094.8,2.12,35.49
13.19,1.05,53.39,0.31,11071.1,2.12,35.56
12.97,1.05,53.87,0.31,11148.3,2.1,35.72
12.84,1.04,53.66,0.31,11153.6,2.1,35.7
12.82,1.05,53.93,0.31,11111.5,2.1,35.8
11.53,1.05,53.29,0.31,11127.8,2.09,35.91
11.9,1.04,52.68,0.31,11170.4,2.05,36.01
11.31,1.04,52.52,0.31,11145.3,2.06,36.01
10.98,1.04,53.56,0.31,11127,2.06,35.97
10.52,1.04,52.11,0.31,11152.2,2.07,36
10.47,1.04,52.15,0.31,11087.1,2.07,35.98
10.16,1.04,51.1,0.31,11214,2.02,36.01
10.37,1.05,50.79,0.31,11216.8,2.03,35.87
9.97,1.06,52.45,0.31,11153.1,2.05,35.86
10.1,1.06,52.51,0.3,10977.4,2.05,35.77
10.27,1.06,50.92,0.3,10890.1,2.05,35.67
10.3,1.07,49.88,0.3,10829,2.08,35.57
11.43,1.07,50.93,0.31,10860.4,2.09,35.58
11.42,1.07,51.01,0.31,10872.4,2.07,35.64
11.83,1.06,49.07,0.31,10798.9,2.07,35.61
12.2,1.06,45.24,0.31,10857.5,2.08,35.59
11.33,1.06,46.88,0.32,10854.7,2.03,35.67
11.37,1.06,45.43,0.31,10772.6,2.06,35.7
11.14,1.06,47.97,0.31,10793.3,1.96,35.67
11.06,1.06,47.94,0.32,10753.2,1.94,35.57
11.1,1.06,48.37,0.32,10725.3,1.95,35.65
11.03,1.06,45.83,0.32,10717.9,1.97,35.67
11.03,1.06,44.93,0.31,10705.5,1.94,35.51
11.12,1.07,45.37,0.32,10680.4,1.91,35.53
11.12,1.07,45.77,0.32,10660.5,1.94,35.56
11.25,1.07,43.76,0.32,10644.6,1.91,35.48
10.43,1.09,43.2,0.32,10679,1.94,35.5
11.03,1.09,44.35,0.33,10462.8,1.93,35.44
11.03,1.09,45.31,0.33,10416.3,1.95,35.49
11.45,1.1,44.97,0.33,10308.3,1.98,35.41
11.75,1.11,44.45,0.33,10350.6,1.98,35.3
12.34,1.11,44.63,0.33,10390,1.91,35.04
12.75,1.11,45.48,0.33,10508,1.95,34.99
12.49,1.11,46.32,0.34,10476.9,2.03,34.98
12.24,1.1,46.77,0.34,10495.3,2.18,34.98
12.96,1.1,48.25,0.34,10561.5,2.14,34.95
12.94,1.09,49.61,0.34,10506,2.1,35.03
13.9,1.09,49.22,0.34,10575.2,2.11,35.03
13.6,1.09,49.31,0.33,10545.1,2.12,35.01
12.94,1.09,50.49,0.34,10587.8,2.11,35.13
13.13,1.09,50.66,0.33,10580.5,2.12,35.03
13.53,1.1,51.4,0.33,10578.9,2.04,34.88
13.47,1.1,50.77,0.33,10516.3,2.06,35.03
13.39,1.1,50.04,0.34,10579.8,2.03,35
13.78,1.1,50.23,0.34,10487.6,2.06,34.83
13.89,1.11,50.58,0.34,10656.2,2.09,35
13.89,1.1,50,0.34,10671.2,2.09,35.23
13.24,1.11,51.1,0.34,10664.5,2.15,35.33
12.47,1.12,49.57,0.34,10666.4,2.16,35.36
12.42,1.12,49.65,0.34,10721.9,2.27,35.67
12.44,1.12,49.26,0.34,10679.1,2.31,35.13
12.33,1.12,48.04,0.34,10742.1,2.3,34.87
12.53,1.12,47.76,0.34,10665.6,2.17,34.81
12.05,1.12,47.2,0.34,10600.1,2.1,34.74
13.24,1.12,44.96,0.34,10675.2,2.06,34.6
13.78,1.13,45.62,0.34,10793.7,2.07,34.65
14.11,1.12,44.62,0.34,10769.4,2.04,34.57
13.64,1.12,46.07,0.34,10605.1,2.05,34.58
13.23,1.12,45.62,0.34,10608.6,2.1,34.57
13.64,1.12,44.5,0.34,10533.4,2.1,34.66
14.19,1.12,43.13,0.34,10554.1,1.95,34.6
14.6,1.12,43.18,0.34,10501.3,1.83,34.67
14.85,1.12,43.71,0.35,10533.7,1.79,34.75
14.39,1.12,43.7,0.34,10644.5,1.78,34.8
14.14,1.12,45,0.34,10563.7,1.78,34.9
14.18,1.12,46.06,0.34,10799.1,1.8,34.9
14.14,1.12,45.57,0.34,10880,1.77,34.87
14.33,1.13,47.36,0.34,10879.6,1.81,34.93
14.33,1.12,46.12,0.34,10830.5,1.82,34.85
14.72,1.11,44.15,0.34,10780.2,1.85,34.88
13.98,1.12,43.55,0.34,10817.3,1.79,34.76
14.98,1.12,46.24,0.34,10753.5,1.8,34.63
15.6,1.11,46.98,0.34,10808.4,1.77,34.73
14.32,1.12,47.22,0.34,10780.7,1.77,34.63
13.81,1.12,47.37,0.33,10845.2,1.81,34.59
12.84,1.13,46.8,0.33,10857.9,1.79,34.57
13.5,1.13,47.59,0.34,10798.1,1.74,34.56
13.35,1.13,47.39,0.34,10822.5,1.7,34.66
14.02,1.13,48.4,0.34,10823.8,1.73,34.53
13.07,1.13,48.33,0.34,10803.7,1.73,34.63
14.17,1.14,46.9,0.34,10843.4,1.74,34.63
15.31,1.13,46.37,0.35,10838.3,1.68,34.66
15.69,1.13,45.59,0.35,10827.9,1.62,34.64
15.98,1.12,44.74,0.35,10775.1,1.58,34.54
15.75,1.12,41.48,0.35,10797.4,1.57,34.63
15.4,1.11,42.83,0.35,10789.9,1.65,34.6
15.85,1.12,41.99,0.35,10697.2,1.73,34.58
15.65,1.11,41.16,0.34,10660.9,1.79,34.77
15.55,1.11,39.7,0.34,10729.1,1.83,34.71
15.25,1.11,40.08,0.34,10768.8,1.85,34.77
15,1.12,41.35,0.34,10734.1,1.87,34.98
15.1,1.12,41.12,0.34,10727.9,1.87,35.06
15.44,1.12,41.93,0.34,10782.3,1.88,34.99
15.25,1.11,42.66,0.35,10754.9,1.87,34.76
15.18,1.11,43.07,0.34,10787.6,1.8,34.77
14.67,1.1,44.2,0.34,10764.3,1.8,34.77
14.39,1.1,44.6,0.34,10784.7,1.82,34.85
13.89,1.1,45.65,0.33,10758.6,1.86,34.94
12.88,1.1,44.59,0.33,10808.9,1.87,34.98
12.41,1.1,45.52,0.33,10806.2,1.95,35.02
12.55,1.1,45.14,0.33,10743.2,1.99,34.96
12.65,1.11,46.58,0.33,10685.6,1.94,34.95
12.21,1.11,44.58,0.33,10606,1.91,35.03
12.3,1.11,45.07,0.33,10461.1,1.89,35.01
12.61,1.11,47.88,0.33,10356.2,1.9,35.03
12.48,1.11,46.83,0.33,10495.1,1.97,35.2
12.79,1.11,49.55,0.34,10374.6,1.97,35.22
12.95,1.11,48.06,0.34,10254.9,1.99,35.15
12.87,1.11,46.59,0.34,10073.1,2.08,35.13
12.6,1.11,47.81,0.35,10084.5,2.11,35.22
12.14,1.11,50.3,0.35,10335.9,2.12,35.18
12.12,1.11,49.08,0.35,10573.5,2.12,35.03
11.75,1.1,50.22,0.34,10507.9,2.08,35.12
11.66,1.11,49.14,0.34,10481.2,2.05,35.1
11.34,1.14,48.29,0.34,10456.9,2.07,35.2
11.17,1.13,45.99,0.34,10343.6,2.08,35.29
11.52,1.12,47.45,0.35,10237.9,2.02,35.29
10.74,1.13,47.9,0.35,10294.7,2.06,35.12
10.59,1.13,48.52,0.34,10310.1,2.07,35.17
10.67,1.12,48.85,0.34,10400.1,2.12,35.22
10.22,1.13,50.47,0.34,10501.6,2.09,35.19
10.75,1.12,51.45,0.34,10581.2,2.06,35.21
11.52,1.13,49.71,0.33,10620.2,2,35.29
10.39,1.13,48.88,0.34,10554.6,2.1,35.24
10.64,1.13,48.82,0.33,10508.5,2.16,35.28
11.31,1.14,49.54,0.33,10385.9,2.27,35.17
11.32,1.14,49.31,0.33,10479.9,2.28,35.28
11.02,1.14,49.7,0.33,10438,2.29,35.14
10.71,1.11,49.09,0.33,10462.3,2.29,35.1
11.16,1.11,48.08,0.33,10399.1,2.29,35.24
9.56,1.12,48.46,0.33,10275.8,2.33,35.36
9.47,1.12,47.87,0.33,10238,2.34,35.77
9.8,1.11,48.53,0.32,10189.8,2.45,35.75
10.01,1.12,47.9,0.32,10230,2.51,35.6
9.52,1.12,46.28,0.32,10312.7,2.44,35.65
9.32,1.12,46.41,0.32,10243.2,2.49,35.75
9.83,1.13,46,0.32,10305.9,2.46,35.67
9.28,1.13,43.25,0.33,10391.9,2.48,35.68
10.21,1.13,45,0.32,10323.3,2.51,35.68
10.16,1.14,43.85,0.32,10302.7,2.51,35.49
10.16,1.14,45.9,0.33,10432.2,2.46,35.41
9.81,1.15,45.3,0.32,10450.1,2.48,35.43
9.23,1.14,44.64,0.33,10480.2,2.52,35.32
9.72,1.14,42.96,0.32,10521.2,2.56,35.24
10.25,1.13,43.75,0.33,10528.5,2.61,34.95
9.68,1.13,43.42,0.33,10492.6,2.59,34.91
9.03,1.13,43.97,0.33,10487.8,2.63,34.99
8.8,1.12,40.8,0.32,10464.2,2.63,35.11
8.53,1.13,40.04,0.31,10524.5,2.64,35.12
8.48,1.13,38.75,0.32,10517.1,2.65,35.06
8.56,1.14,39.72,0.32,10463.6,2.63,35.07
8.45,1.13,37.52,0.31,10315.6,2.63,35.08
8.27,1.13,37.76,0.32,10154.1,2.5,34.86
8.36,1.14,35.5,0.32,10108.7,2.52,34.82
8.16,1.14,36.61,0.32,10113,2.53,34.94
7.68,1.14,38.14,0.32,10104.8,2.53,35
8.38,1.14,38.3,0.32,10227.1,2.53,35.11
8.18,1.14,38.52,0.32,10132.6,2.55,35.17
7.58,1.13,39.32,0.32,10236.8,2.56,35.25
7.39,1.13,39.55,0.32,10245.9,2.56,35.16
7.52,1.12,39.73,0.31,10071.4,2.58,35.13
7.12,1.12,41.19,0.31,10105.1,2.59,35.23
7.49,1.12,41.59,0.31,10032.9,2.6,35.33
6.94,1.12,39.06,0.31,10171.4,2.6,35.33
6.27,1.12,40.25,0.31,10169.9,2.65,35.3
6.5,1.13,38.59,0.31,10204.7,2.66,35.2
6.25,1.13,36.74,0.31,10216.6,2.69,34.94
6.16,1.12,37.37,0.31,10101.6,2.69,34.91
6.1,1.11,38.17,0.31,9986.5,2.75,34.91
6.08,1.11,37.99,0.31,10005.6,2.69,34.74
5.83,1.12,38.17,0.31,10073.3,2.71,34.88
5.8,1.12,37.94,0.31,9988.3,2.76,35.11
5.09,1.1,34.73,0.31,9954.2,2.74,35.08
5.21,1.1,33.89,0.31,9906.8,2.7,35
5.62,1.09,32.72,0.31,9952.2,2.75,35.23
5.74,1.09,33.04,0.31,9828.3,2.8,35.27
5.77,1.09,32.19,0.31,9746.4,2.85,35.4
6.22,1.1,31.28,0.31,9626.9,2.84,35.53
5.45,1.1,33.34,0.31,9615.2,2.84,35.58
5.09,1.1,30.6,0.31,9668.3,2.78,35.71
5.24,1.1,31.35,0.32,9534.7,2.73,35.65
5.33,1.11,29.14,0.32,9411.3,2.71,35.64
5.31,1.11,29.08,0.32,9582.8,2.73,35.72
5.39,1.11,27.3,0.32,9465.2,2.71,35.73
5.56,1.12,27.34,0.32,9532.9,2.69,35.57
5.21,1.13,30.17,0.31,9426.8,2.71,35.58
4.9,1.13,30.97,0.31,9317.9,2.68,35.63
4.87,1.12,31.64,0.31,9092.9,2.7,35.64
5.29,1.12,29.75,0.31,9092.9,2.64,35.2
5.22,1.09,31.37,0.31,9221.8,2.65,35.28
5.22,1.09,33.7,0.31,9132,2.64,35.52
4.77,1.09,32.19,0.31,9294.9,2.62,35.55
4.96,1.09,30.55,0.3,9471.8,2.61,35.83
4.19,1.09,29.81,0.3,9533,2.68,35.57
4.14,1.09,32.05,0.29,9578.9,2.68,35.8
3.87,1.08,29.84,0.3,9439.3,2.7,35.83
4.13,1.09,28.35,0.3,9374.8,2.65,35.84
4.2,1.09,28.33,0.3,9403.9,2.6,35.91
3.8,1.09,29.2,0.3,9295.3,2.63,36.02
3.72,1.09,31.18,0.3,9393.5,2.65,36.21
3.55,1.09,30.6,0.31,9343.1,2.65,36.25
3.37,1.09,30.54,0.31,9164.2,2.66,36.28
3.43,1.09,31.11,0.31,9214.9,2.55,36.31
3.74,1.09,32.94,0.31,9378.9,2.55,36.3
4.21,1.09,33.3,0.31,9387.5,2.54,36.28
4.25,1.09,34.09,0.31,9405.4,2.62,36.28
4.19,1.07,36.18,0.31,9619,2.65,36.25
4.1,1.09,37.6,0.31,9591.3,2.63,36.3
4.22,1.09,37.36,0.31,9575.2,2.63,36.24
4.2,1.1,36.7,0.31,9692.8,2.67,36.12
4.51,1.1,38,0.3,9751.4,2.67,36.05
4.34,1.09,37.86,0.3,9907.4,2.72,36.06
4.16,1.1,36.47,0.3,10020,2.73,36.07
4.3,1.09,35.8,0.3,10186.4,2.77,36.03
4.29,1.09,34.58,0.3,10277.5,2.77,36.05
4.22,1.08,34.87,0.3,10270.4,2.78,36.07
4,1.09,35.8,0.3,10226,2.77,36.12
3.9,1.09,36.79,0.3,10266.1,2.86,36.13
4.14,1.1,36.32,0.3,10180.6,2.88,36.16
4.23,1.1,35.4,0.3,10052.3,2.85,35.93
4.18,1.09,36.63,0.29,10017.1,2.82,35.96
4.27,1.1,37.68,0.3,10073,2.83,36.09
4.18,1.06,40.15,0.3,10267.8,2.73,36.12
4.46,1.06,41.69,0.3,10164.8,2.77,36.05
4.55,1.06,41.73,0.3,10057.3,2.87,35.96
4.75,1.06,41.77,0.3,9977.8,2.8,35.84
4.84,1.06,43.25,0.29,10074.1,2.87,35.75
4.78,1.06,42.69,0.29,10165.5,2.95,35.8
4.76,1.06,42.04,0.29,10415.6,2.99,35.87
4.71,1.06,41.49,0.29,10501.1,3.05,35.72
4.75,1.07,40.54,0.29,10447.1,3.11,35.74
4.69,1.07,40.72,0.29,10455.5,3.1,35.84
4.64,1.06,41.11,0.29,10442.6,3.07,35.73
4.5,1.07,41.96,0.29,10449.7,3.06,35.76
4.7,1.08,40.92,0.29,10379.3,2.92,35.96
4.84,1.08,41.61,0.29,10433.6,2.88,35.99
4.64,1.07,43.05,0.29,10460.2,2.88,35.97
4.9,1.07,43.63,0.29,10426.1,2.87,35.9
4.88,1.07,44.52,0.3,10285.4,2.84,35.85
4.94,1.09,45.41,0.29,10320,2.82,35.84
5.09,1.09,46.57,0.29,10143.4,2.82,35.87
5.22,1.1,46.11,0.29,10206.5,2.78,35.82
5.57,1.1,46.43,0.29,10335,2.85,35.53
5.73,1.1,45.74,0.29,10454.1,2.82,35.53
6.18,1.09,46.06,0.29,10486.7,2.85,35.57
6.23,1.11,43.44,0.29,10525.6,2.65,35.62
6.34,1.11,43.78,0.3,10563.9,2.65,35.66
6.77,1.1,44.74,0.29,10556.4,2.64,35.64
7.31,1.13,45.27,0.29,10474.6,2.69,35.51
7.81,1.13,45.88,0.29,10509.1,2.7,35.46
7.65,1.13,46.25,0.29,10504.4,2.74,35.54
7.92,1.14,47.27,0.29,10428,2.75,35.67
7.48,1.14,46.87,0.3,10420.8,2.81,35.42
7.65,1.15,46.28,0.3,10495.9,2.81,35.45
7.58,1.14,46.69,0.3,10342.8,2.8,35.27
7.75,1.14,47.46,0.3,10403.7,2.79,35.16
8.15,1.13,49.51,0.3,10377.2,2.78,35.33
8.09,1.12,49.69,0.3,10385.5,2.79,35.63
7.68,1.13,48.11,0.3,10407.3,2.79,35.35
7.52,1.12,49,0.29,10259.5,2.82,35.76
7.44,1.12,46.2,0.3,10267.5,2.85,35.89
7.24,1.12,45.07,0.3,10298.6,2.84,36.24
7.48,1.12,44.92,0.3,10376.7,2.81,36.26
7.38,1.12,44.5,0.3,10238.1,2.82,36.48
6.29,1.12,45.38,0.3,10212.4,2.82,36.43
5.83,1.12,45.05,0.3,10167.5,2.85,36.35
5.88,1.11,44.62,0.3,9755.8,2.85,36.17
5.92,1.12,46.54,0.3,9698.9,2.84,36.23
6.09,1.13,46.45,0.3,9612.6,2.85,36.21
6.05,1.14,44.97,0.3,9803.4,2.86,36.05
6.18,1.13,46.89,0.3,9913.6,2.86,35.81
6.36,1.13,47.13,0.3,9813.2,2.84,35.67
6.61,1.13,45.16,0.3,9923.7,2.84,35.76
6.88,1.13,44.11,0.3,9970.3,2.84,35.85
6.47,1.13,44.78,0.3,10049.4,2.85,35.91
6.15,1.12,45.71,0.3,10118.2,2.82,36.01
6.17,1.12,44.16,0.3,10217,2.83,36.06
6.09,1.12,45.79,0.3,10139.1,2.85,36.02
6.06,1.11,46.68,0.3,10008.6,2.91,36.19
6.14,1.12,46.11,0.3,10026.5,2.9,36.02
6.23,1.13,44.26,0.3,9987.5,2.96,35.96
5.97,1.12,48.1,0.3,9985,2.98,35.83
5.88,1.12,45,0.3,10193,2.96,35.74
6,1.12,42.68,0.3,9955.4,2.98,35.74
6.37,1.13,38.96,0.3,10044.4,3,35.83
6.38,1.15,39.69,0.3,9963.1,2.98,35.83
6.22,1.16,38.18,0.29,10176.5,2.96,35.63
5.85,1.14,40.3,0.29,10198.3,2.92,35.61
6.09,1.12,41.03,0.3,10199.2,2.97,35.52
6.54,1.11,40.58,0.3,10044.4,3.01,35.66
6.85,1.1,42.41,0.3,9692.4,3.04,35.66
7.33,1.11,41.88,0.29,9790.1,3.04,35.57
7.19,1.11,42.18,0.29,9864.3,3.07,35.53
6.87,1.11,42.23,0.29,10402.3,3.07,35.52
6.93,1.12,43.34,0.29,10618.4,3.11,35.52
6.95,1.1,43.58,0.29,10742.3,3.11,35.25
7.24,1.1,44.82,0.28,10799.5,3.1,35.13
7.3,1.09,45.16,0.28,10743.6,3.03,35.28
6.98,1.09,45.96,0.28,10736.4,3.11,35.32
6.46,1.09,45.35,0.28,10779.4,3.14,35.16
6.63,1.1,48.47,0.28,10725.9,3.11,35.11
6.67,1.09,47.81,0.28,10804.8,3.09,35.17
6.7,1.11,47.02,0.28,10779.5,2.98,35.11
6.67,1.11,48,0.28,10851.3,2.88,35.06
6.94,1.1,48.79,0.28,10874.2,2.81,35.15
7.58,1.1,49.23,0.28,10849.1,2.81,34.84
7.5,1.09,50.71,0.28,10908.3,2.78,34.87
7.62,1.09,49.95,0.28,10795.2,2.88,34.87
7.13,1.08,50.76,0.28,10698.9,2.88,34.79
7.9,1.08,50.91,0.28,10688.9,2.9,34.69
7.62,1.09,51.62,0.28,10830.8,2.91,34.42
7.48,1.09,53.4,0.28,10918.1,2.91,34.47
8.22,1.1,52,0.28,10897.1,3.04,34.23
8.75,1.1,52.15,0.28,10960.4,2.86,34.21
8.89,1.11,52.48,0.28,10991.3,2.98,34.17
9.06,1.1,51.83,0.28,11010.8,2.88,34.03
9.22,1.1,52.91,0.28,11013.3,2.88,34.01
9.09,1.11,52.75,0.28,10989.4,2.96,33.92
9.3,1.11,58.27,0.28,10944,2.98,33.94
9.72,1.12,58.84,0.28,10853.9,2.9,33.98
9.86,1.1,59.66,0.28,10689.5,2.88,33.84
10.31,1.12,60.22,0.28,10755.6,2.68,33.78
10.45,1.12,61.14,0.28,10765,2.55,33.76
10.48,1.12,60.21,0.28,10844.5,2.46,33.8
10.51,1.13,59.44,0.28,10859.1,2.55,33.76
10.36,1.14,60.5,0.27,10941,2.55,33.76
10.46,1.14,59.78,0.27,11048.6,2.62,33.75
10.39,1.13,60.03,0.27,11078.6,2.52,33.69
10.4,1.12,59.6,0.27,11132.4,2.53,33.63
10.62,1.13,59.9,0.27,11146.6,2.62,33.63
10.83,1.12,61.14,0.27,11104.7,2.59,33.59
10.5,1.13,60.58,0.27,11080.3,2.66,33.67
10.63,1.13,58.96,0.27,11032.5,2.73,33.66
10.71,1.11,57.99,0.27,11009.5,2.65,33.8
10.62,1.12,59.57,0.27,10940.5,2.74,33.59
10.77,1.12,61.02,0.27,10942.5,2.68,33.7
10.58,1.09,60.18,0.27,11072.5,2.66,33.85
10.75,1.1,57.97,0.27,10960.1,2.74,33.71
11.19,1.09,57.63,0.27,10975.2,2.73,33.7
10.99,1.09,58.32,0.27,10982,2.72,33.67
11.31,1.09,60.05,0.27,11101.9,2.73,33.66
11.48,1.1,60.66,0.27,11057.1,2.69,33.77
11.1,1.11,58.81,0.27,11081.7,2.77,33.77
11.1,1.11,58.32,0.27,11116.2,2.78,33.71
10.97,1.12,59.54,0.27,11128.8,2.72,33.58
11.36,1.13,59.85,0.28,11076.3,2.75,33.39
11.52,1.14,59.67,0.28,11197.6,2.75,33.6
11.61,1.14,60.1,0.28,11213.9,2.81,33.5
11.66,1.14,61.23,0.28,11212.5,2.74,33.4
12.3,1.12,59.43,0.28,11221.4,2.83,33.51
12.31,1.12,59.02,0.28,11214.4,2.82,33.45
12.05,1.13,60.72,0.28,11207,2.74,33.49
11.52,1.12,58.55,0.28,11203,2.83,33.72
11.11,1.12,56.93,0.28,11164,2.83,33.53
11.16,1.11,56.65,0.28,11131.5,2.69,33.51
11.44,1.1,57.3,0.28,11182.1,2.77,33.34
10.85,1.09,57.53,0.28,11138.6,2.82,33.01
10.96,1.09,56.28,0.28,11082.1,2.73,32.82
11.02,1.08,56.34,0.28,11075,2.65,32.63
11.22,1.07,56.41,0.27,11116.7,2.66,32.59
11.33,1.07,56.16,0.27,11162,2.68,32.57
10.73,1.07,56.56,0.27,11165.1,2.63,32.43
10.93,1.08,55.92,0.27,11226.4,2.71,32.38
10.95,1.08,51,0.27,11199.9,2.9,32.37
10.63,1.07,53.18,0.27,11128.1,2.93,32.4
10.58,1.08,49.59,0.27,11113.2,2.97,32.28
10.58,1.08,48.73,0.27,11115.8,2.97,32.39
10.94,1.1,48.57,0.27,11058.5,2.97,32.43
10.33,1.08,51.01,0.27,11113.5,2.99,32.55
10.6,1.08,49.02,0.27,11171.5,2.98,32.54
10.87,1.09,47.72,0.27,11028.8,2.96,32.39
10.52,1.09,47.46,0.27,11038.5,3,32.48
10.23,1.1,46.41,0.27,10936.8,2.93,32.59
10.46,1.09,43.99,0.27,10897.7,2.9,32.5
10.01,1.09,44.6,0.27,10914,2.82,32.54
10.23,1.08,42.51,0.27,10919,2.79,32.53
10.68,1.07,43.84,0.27,10860.6,2.79,32.49
10.82,1.09,44.81,0.27,10877.2,2.78,32.52
11,1.06,46.93,0.27,11037,2.76,32.57
10.92,1.06,48.44,0.27,11072,2.77,32.72
11.09,1.05,48.77,0.27,11089.7,2.74,32.69
10.76,1.06,49.6,0.27,10932.5,2.74,32.92
10.32,1.05,50.89,0.27,10976.8,2.77,32.91
10.19,1.07,49.8,0.27,10846.4,2.78,32.96
10.58,1.08,49.45,0.27,10843.7,2.74,32.82
10.6,1.1,48.97,0.27,10787.5,2.79,32.85
10.95,1.12,51,0.27,10784.1,2.72,32.71
10.19,1.12,49.16,0.27,10734.7,2.73,32.53
10.54,1.12,49.42,0.27,10686.6,2.76,32.43
10.96,1.14,50.75,0.27,10846,2.79,32.33
11.38,1.13,51.24,0.27,10964.2,2.81,32.39
11.65,1.13,50.55,0.27,11090.8,2.82,32.37
10.84,1.14,53.24,0.27,11053.7,2.72,32.52
10.78,1.14,52.75,0.27,11078.5,2.67,32.54
10.45,1.14,51.35,0.27,11111.8,2.69,32.55
10.51,1.14,49.42,0.27,11119.6,2.68,32.57
10.29,1.14,50.98,0.27,11082.1,2.69,32.54
10.7,1.14,52.43,0.27,11091.5,2.72,32.55
10.89,1.13,52.01,0.27,11025.3,2.74,32.57
10.45,1.13,50.86,0.27,11027,2.75,32.59
10.56,1.13,51.67,0.28,11054.5,2.91,32.61
10.65,1.13,49.79,0.27,11042.8,3.02,32.63
10.47,1.15,47.59,0.27,11009.9,3.05,32.62
10.58,1.15,44.63,0.27,10924.2,3.05,32.58
10.51,1.13,44.43,0.28,10883.9,3.06,32.63
10.57,1.13,45.83,0.27,10860.7,3.06,32.6
10.66,1.13,45.13,0.28,10831,3.07,32.6
11.06,1.13,45.2,0.28,10903.3,3.09,32.56
11.26,1.14,46.63,0.28,10803.5,3.07,32.73
11.17,1.12,47.35,0.28,10721.6,3.06,32.78
11.09,1.12,46.69,0.28,10568,3.13,32.55
10.83,1.14,48.69,0.28,10636,3.07,32.49
11.53,1.16,46.35,0.28,10617.9,3.01,32.55
11.28,1.16,48.6,0.27,10797.2,2.97,32.5
10.68,1.16,46.16,0.28,10793,2.97,32.59
11.16,1.16,45.69,0.27,10787.3,2.99,32.56
11.31,1.18,48.19,0.28,10854.2,3.02,32.69
11.46,1.18,48.92,0.28,10753.6,3.06,32.58
11.32,1.18,48,0.28,10646,3.04,32.76
11.02,1.18,50,0.28,10682,3.05,32.75
11.16,1.18,52.61,0.28,10508.6,3.04,32.8
11.61,1.22,53.72,0.28,10606.6,3.12,32.86
11.7,1.22,55.05,0.28,10622.6,3.12,32.85
11.1,1.22,55.86,0.28,10640.7,3.12,32.87
10.42,1.22,56.8,0.27,10712.6,3.1,32.94
9.44,1.22,55.39,0.27,10811.8,3.12,32.91
9.46,1.22,57.75,0.27,10963.5,3.09,32.79
9.52,1.23,55.5,0.27,10974.9,3.1,32.91
8.94,1.23,55.83,0.27,10975.3,3.09,32.88
9.07,1.25,55.5,0.27,10962.2,3.09,32.87
9.5,1.24,55.4,0.28,10935.7,3.14,32.87
9.65,1.25,57.07,0.28,10890.2,3.14,32.9
9.37,1.24,59.17,0.28,10835.3,3.12,32.97
9.01,1.24,61.12,0.28,10709.5,3.11,32.96
9.65,1.23,63.01,0.28,10411.5,3.15,32.8
9.52,1.24,65.46,0.28,10386.1,3.17,32.8
9.82,1.24,67.6,0.28,10535.5,3.22,32.77
9.94,1.25,69.24,0.28,10690.1,3.23,32.98
10.1,1.25,73.5,0.27,10671.1,3.18,32.88
9.85,1.25,73.87,0.27,10863.6,3.22,32.84
10.25,1.24,75.51,0.28,10957.4,3.26,32.76
10.17,1.24,76.62,0.28,10942.7,3.36,32.77
9.76,1.25,76.29,0.28,10888.4,3.4,32.77
10.28,1.26,74.25,0.28,10993.1,3.4,32.8
10.04,1.25,74.23,0.28,11036.8,3.39,32.74
10.1,1.25,75.49,0.28,11053.3,3.36,32.78
9.55,1.25,75.93,0.28,11038.9,3.32,32.83
9.4,1.25,74.36,0.28,10938,3.32,32.74
9.74,1.24,76.95,0.28,10888.1,3.31,32.79
9.69,1.25,77.5,0.28,10938.6,3.34,32.83
9.21,1.24,77.18,0.28,10896.6,3.35,32.76
8.81,1.25,77.86,0.28,10859.8,3.31,32.82
9.33,1.25,78.87,0.28,10861.5,3.3,32.82
9.53,1.25,78.22,0.28,10884.1,3.16,32.8
9.17,1.26,80.59,0.29,10907.5,3.18,32.76
9,1.26,81.04,0.29,10892.5,3.24,32.65
9.77,1.27,81.93,0.29,10824.1,3.24,32.67
9.24,1.27,81.55,0.29,10781.1,3.29,32.56
9.73,1.27,80.64,0.3,10834.4,3.3,32.55
10.57,1.26,81.27,0.3,10772.9,3.35,32.51
10.63,1.27,81.95,0.3,10626.1,3.39,32.41
10.69,1.28,82.55,0.3,10690.3,3.34,32.41
10.7,1.28,82.76,0.3,10576.9,3.31,32.36
10.96,1.28,83.13,0.3,10547.7,3.36,32.35
11.06,1.28,83.18,0.3,10529.3,3.38,32.25
11.11,1.27,81.06,0.3,10502.1,3.43,32.25
11.26,1.28,82.32,0.3,10370.7,3.42,32.38
