Y,DJI,Set_One,GBP_THB,EURUSD,Oil,XAG,XAU_XAG,Rhodium,Copper,SP_FIVE,JPY_THB,BVN ,Set,NYSE,USD_THB,TenBond_THB
28150,35520.32,2255.34,46.13,1.165,83.58,24.2925,73.33,"13,690.00",4.514,"4,463.72",0.2917,8.76,"1,641.92","16,871.70",33.33,1.34
27950,35475.16,2239.24,45.96,1.1634,83.34,23.6656,74.82,"13,390.00",4.7335,"4,447.69",0.2914,9.05,"1,626.65","16,744.30",33.485,1.36
27900,35325.37,2261.5,45.97,1.1611,82.37,23.1895,76.04,"13,390.00",4.6875,"4,386.75",0.2928,8.81,"1,612.50","16,513.20",33.42,1.32
27950,35221.02,2250.77,45.94,1.1597,82.6,23.3277,75.87,"13,690.00",4.716,"4,385.44",0.2928,8.29,"1,616.99","16,517.20",33.165,1.32
28150,35023.63,2254.73,45.36,1.1599,81.48,23.515,76.39,"14,290.00",4.7305,"4,406.51",0.2914,8.18,"1,605.19","16,511.80",33.2,1.36
28050,34443.22,2257.48,45.34,1.1593,80.59,23.0905,77.69,"14,490.00",4.6185,"4,319.57",0.2928,8.26,"1,623.88","16,327.10",33.86,1.335
27800,34507.15,2254.46,45.8,1.1571,80.5,22.5765,77.59,"14,490.00",4.4905,"4,309.87",0.3013,7.69,"1,637.30","16,198.60",33.78,1.32
28050,34723.79,2251.6,46.11,1.1551,79.59,22.6811,77.72,"13,690.00",4.2795,"4,370.67",0.3027,7.47,"1,632.92","16,344.90",33.825,1.31
28100,34757.57,2249.48,46.01,1.1603,78.86,22.605,77.76,"13,390.00",4.2495,"4,362.41",0.3034,6.73,"1,614.74","16,328.80",33.77,1.33
28100,34198.96,2230.59,46.11,1.1623,79.04,22.6315,78.16,"13,140.00",4.182,"4,419.54",0.3045,6.78,"1,604.64","16,599.80",33.95,1.39
28150,34035.25,2206.87,45.97,1.1596,77.58,22.6845,80.18,"12,590.00",4.239,"4,442.12",0.3032,6.86,"1,617.44","16,539.20",33.845,1.44
27750,34467.98,2210.69,45.59,1.1683,74.78,21.5375,77.13,"12,340.00",4.1775,"4,406.75",0.3034,7,"1,632.18","16,352.20",33.6,1.43
27800,34360.08,2194.85,45.83,1.1696,74.38,22.4561,77.36,"11,240.00",4.2485,"4,367.43",0.3027,7.19,"1,633.28","16,184.50",33.43,1.445
27800,34747.7,2223.58,46.02,1.1724,75.43,22.61,78.04,"11,490.00",4.276,"4,374.45",0.3016,7.21,"1,624.17","16,168.20",33.47,1.43
27700,34739.27,2242.47,45.75,1.1686,74.19,22.4155,77.87,"13,590.00",4.289,"4,402.95",0.3046,7.43,"1,639.90","16,460.30",33.38,1.45
27950,34296.3,2232.46,45.6,1.1726,71.97,22.6945,78.89,"15,240.00",4.225,"4,469.74",0.306,7.33,"1,634.43","16,576.80",33.37,1.45
28050,34006.87,2205.29,45.58,1.1726,70.85,22.497,79.17,"16,240.00",4.1135,"4,477.09",0.3048,7.25,"1,637.65","16,626.90",33.32,1.45
27800,34025.61,2192.77,45.58,1.1732,70.59,22.269,78.39,"16,840.00",4.1375,"4,447.49",0.303,7.07,"1,632.18","16,497.20",33.14,1.49
27550,34459.72,2209.54,45.78,1.1762,71.92,22.355,76.47,"16,990.00",4.219,"4,479.33",0.3019,6.92,"1,653.67","16,635.40",32.89,1.415
27550,34737.86,2231.46,45.7,1.1816,72.62,22.9306,75.13,"16,990.00",4.294,"4,474.81",0.3004,6.705,"1,652.33","16,563.50",32.945,1.4
27900,34810.27,2233.29,45.5,1.1806,72.65,23.844,75.62,"17,190.00",4.403,"4,513.02",0.3001,7.14,"1,654.00","16,731.00",32.87,1.35
28050,34580.95,2220.83,45.47,1.1812,70.76,23.853,75.52,"17,590.00",4.309,"4,518.09",0.2988,7.32,"1,634.25","16,801.20",32.69,1.325
27800,34906.9,2242.26,45.47,1.1813,70.64,23.73,75.17,"17,390.00",4.363,"4,535.38",0.2976,7.15,"1,632.65","16,909.70",32.77,1.33
27650,34665.5,2236.02,45.25,1.1817,69.74,23.7553,74.66,"17,290.00",4.424,"4,532.42",0.2971,7.3,"1,621.68","16,926.70",32.66,1.34
27650,35013.08,2246.35,45.13,1.184,69.36,23.9479,73.82,"17,090.00",4.224,"4,534.48",0.2963,7.28,"1,602.16","16,846.00",32.44,1.32
27850,35087.45,2242.95,45.02,1.187,68.37,24.323,73.91,"16,990.00",4.2745,"4,529.75",0.2957,7.35,"1,601.99","16,819.60",32.49,1.3
28000,35373.24,2274.22,44.93,1.1879,69.11,24.7,73.85,"17,490.00",4.3285,"4,513.76",0.2957,7.31,"1,591.29","16,844.80",32.46,1.31
27800,35401.73,2277.64,44.9,1.1875,69.76,23.906,75.74,"18,290.00",4.3325,"4,474.10",0.2952,7.58,"1,590.12","16,694.30",32.31,1.34
27750,35353.06,2245.32,44.51,1.1839,68.29,24.15,75.06,"18,990.00",4.292,"4,493.75",0.2932,7.59,"1,566.10","16,812.80",32.48,1.34
27750,35391.38,2241.52,44.71,1.1797,69.18,24.0195,75.35,"18,990.00",4.2805,"4,490.45",0.2956,7.74,"1,549.92","16,741.20",32.55,1.31
27900,35471.8,2226.61,44.77,1.1793,69.3,24.015,75.52,"18,990.00",4.374,"4,484.40",0.296,7.33,"1,546.70","16,648.50",32.76,1.26
27750,35231.11,2196.02,44.88,1.1752,67.75,23.5656,76.03,"18,990.00",4.3345,"4,450.29",0.2976,6.96,"1,546.71","16,516.70",32.805,1.225
27700,35449.68,2198.1,45.15,1.1772,68,23.8477,75.08,"18,990.00",4.239,"4,410.56",0.2977,7.07,"1,536.94","16,429.10",32.875,1.225
27950,35388.77,2183.18,45.15,1.1754,67.63,23.86,75.61,"18,990.00",4.2685,"4,382.44",0.2996,6.84,"1,527.08","16,550.30",33.255,1.2
28200,35382.72,2183.28,45.62,1.1746,65.54,23.633,76.45,"18,990.00",4.248,"4,440.94",0.3031,6.31,"1,530.68","16,707.10",33.36,1.225
28050,35160.97,2144.34,45.48,1.1694,61.96,23.0256,77.32,"18,990.00",4.2095,"4,462.12",0.3034,6.44,"1,549.41","16,836.70",33.35,1.22
28050,34917.96,2121.97,45.51,1.1675,64.05,23.2545,76.62,"18,990.00",4.137,"4,461.65",0.3039,6.79,"1,544.31","16,868.10",33.295,1.23
28050,34874.67,2118.24,45.8,1.1711,64.58,23.506,76.06,"18,990.00",4.0475,"4,464.84",0.3031,7.22,"1,528.16","16,871.10",33.36,1.25
28000,35310.2,2120.31,45.85,1.171,66.58,23.6605,75.48,"18,990.00",4.1135,"4,446.08",0.3043,7.43,"1,530.43","16,875.40",33.41,1.25
28150,35500.01,2107.47,46.28,1.1776,67.43,23.843,74.81,"18,990.00",4.222,"4,442.18",0.3056,7.4,"1,542.11","16,792.80",33.34,1.24
27950,35490.83,2090.83,46.15,1.1794,67.71,23.76,75.08,"18,890.00",4.3265,"4,435.79",0.3039,7.3,"1,525.24","16,727.00",33.05,1.23
27450,35551.56,2088.77,45.63,1.173,68.91,23.1744,75.55,"18,490.00",4.342,"4,437.77",0.2997,7.34,"1,523.42","16,748.10",33.19,1.25
27300,35300.89,2115.67,46.33,1.1738,68.51,23.3405,74.47,"18,390.00",4.35,"4,429.07",0.3001,7.26,"1,536.91","16,695.50",33.46,1.25
27450,35135.17,2107.86,46.34,1.172,66.85,23.4519,74.02,"18,390.00",4.3975,"4,415.95",0.3026,7.37,"1,541.80","16,713.50",33.47,1.27
27450,35229.67,2085.26,46.42,1.1738,67.88,24.32,73.81,"18,390.00",4.3415,"4,392.74",0.3034,7.52,"1,547.40","16,576.20",33.44,1.27
28350,35077.44,2087.39,46.32,1.1762,69.14,25.1565,73.16,"18,390.00",4.2865,"4,406.86",0.3039,7.7,"1,550.86","16,602.30",33.27,1.26
28250,35047.44,2108.79,45.96,1.1834,70.32,25.524,71.7,"18,390.00",4.3,"4,395.12",0.303,8.56,"1,549.85","16,697.10",33.025,1.3
28150,34864.1,2088.46,45.74,1.1864,71.52,25.4155,70.85,"18,690.00",4.3325,"4,403.59",0.303,8.51,"1,543.17","16,573.60",32.95,1.3
28200,34968.56,2083.32,45.74,1.1868,73.91,25.54,71.38,"18,690.00",4.379,"4,416.38",0.3014,8.35,"1,551.26","16,565.30",32.89,1.29
28300,35013.26,2096.61,45.88,1.1864,73.41,25.527,71.12,"18,690.00",4.416,"4,381.20",0.2999,8.61,"1,557.81","16,455.90",32.855,1.29
28150,34985.99,2104.24,45.65,1.1888,72.4,24.9525,71.7,"19,090.00",4.4785,"4,361.27",0.3004,8.87,"1,569.23","16,503.50",32.87,1.33
27900,35078.9,2114.28,45.48,1.1845,72.22,25.1894,72.24,"19,690.00",4.5085,"4,331.13",0.2987,8.66,"1,575.05","16,321.90",32.91,1.33
28000,34855.11,2121.28,45.28,1.1804,71.71,25.4311,71.44,"19,690.00",4.4695,"4,265.11",0.2983,8.41,"1,570.12","16,052.70",32.895,1.31
27900,34799.68,2123.21,45.01,1.1769,70.22,25.2525,71.1,"19,690.00",4.593,"4,296.40",0.2986,8.73,"1,557.26","16,364.70",32.825,1.29
28000,34556.96,2110.1,44.76,1.1793,66.45,24.933,71.33,"19,290.00",4.3375,"4,367.43",0.2982,8.36,"1,558.63","16,499.10",32.84,1.28
28100,33981.79,2121.8,44.95,1.1782,66.6,25.1721,72.49,"17,890.00",4.28,"4,369.02",0.2985,8.2,"1,537.97","16,543.80",32.86,1.24
28100,34528.48,2132.02,45.19,1.1801,71.49,25.6793,71.96,"17,490.00",4.2595,"4,380.11",0.2999,8.52,"1,585.04","16,575.80",32.79,1.2
28200,35007.94,2147.41,45.21,1.1808,71.48,26.3446,70.6,"18,690.00",4.201,"4,381.07",0.2978,8.61,"1,585.96","16,673.10",32.69,1.2
28100,34924.81,2157.87,45.2,1.1814,72.96,26.2465,69.51,"18,890.00",4.31,"4,372.41",0.2979,8.515,"1,580.69","16,633.30",32.61,1.23
27850,34920.83,2154.73,45.08,1.1837,75.17,25.986,69.66,"18,990.00",4.3115,"4,329.38",0.2965,8.43,"1,591.04","16,359.70",32.64,1.21
27850,34959.96,2139.05,45.37,1.1776,74.18,26.1996,69.55,"19,890.00",4.266,"4,351.01",0.2954,8.29,"1,597.26","16,542.80",32.685,1.25
27800,34836.75,2140.15,45.21,1.1862,74.74,26.098,68.81,"20,090.00",4.2925,"4,356.46",0.296,8.48,"1,580.89","16,674.80",32.52,1.26
27800,34457.51,2114.84,44.87,1.1872,73.26,25.931,69.22,"20,090.00",4.329,"4,300.73",0.2947,8.54,"1,572.18","16,555.30",32.54,1.28
27450,34604.17,2171.95,44.52,1.1844,73.85,26.1595,69.59,"19,490.00",4.3465,"4,290.65",0.2962,8.83,"1,592.02","16,547.60",32.26,1.275
27250,34790.16,2179.52,44.47,1.1823,75.35,26.4484,68.77,"19,240.00",4.27,"4,293.21",0.2919,9.18,"1,587.73","16,573.70",32.11,1.315
26750,34507.32,2181.92,44.29,1.1863,73.5,26.123,67.79,"19,240.00",4.2505,"4,284.90",0.2891,9.17,"1,605.31","16,658.80",32.16,1.28
26700,34290.74,2193,44.42,1.1862,73.47,25.7705,67.56,"19,490.00",4.281,"4,274.45",0.2893,8.78,"1,610.85","16,558.60",32.03,1.26
26850,34338.89,2172.2,44.32,1.1859,72.78,26.1265,67.77,"19,990.00",4.3135,"4,256.97",0.288,9,"1,596.96","16,437.60",32.11,1.21
26750,34428.1,2162.64,44.17,1.1897,73.99,26.12,68.28,"20,890.00",4.289,"4,249.27",0.2905,9.33,"1,619.88","16,449.00",31.92,1.22
26700,34328.1,2189.56,44.42,1.1926,73.32,25.954,68.1,"21,740.00",4.2575,"4,224.61",0.2884,9.35,"1,621.38","16,412.00",31.8,1.17
26750,33933.91,2180.59,44.44,1.1935,73.28,25.887,68.22,"22,490.00",4.278,"4,173.40",0.2872,9.43,"1,622.78","16,144.00",31.9,1.22
26700,33948.54,2205.08,44.24,1.1932,72.91,25.774,68.44,"22,990.00",4.2845,"4,204.78",0.2875,9.49,"1,634.45","16,411.70",31.83,1.23
26650,33872.56,2210.48,44.02,1.1927,73.41,25.9595,68.71,"22,790.00",4.3145,"4,220.37",0.2867,9.305,"1,641.68","16,542.80",31.72,1.36
26400,33312.07,2191.19,43.45,1.1939,71.52,25.81,68.97,"22,490.00",4.3135,"4,248.87",0.2864,9.27,"1,631.92","16,655.80",31.61,1.37
26450,33622.7,2222.35,43.72,1.1918,71.1,25.885,68.77,"21,490.00",4.227,"4,255.28",0.2864,9.58,"1,614.85","16,662.40",31.47,1.29
27000,34014.38,2225.02,43.77,1.1868,71.65,26.9881,68.32,"21,390.00",4.179,"4,248.31",0.2851,9.61,"1,618.74","16,694.90",31.41,1.18
27300,34308.48,2229.13,43.87,1.1908,72.45,27.6615,68.3,"21,990.00",4.137,"4,228.56",0.2848,10.29,"1,602.65","16,620.00",31.28,1.19
27350,34397.1,2248.31,43.92,1.1996,71.16,27.8535,66.98,"22,490.00",4.1775,"4,233.81",0.2825,10.68,"1,590.44","16,685.50",31.15,1.2
27450,34472.52,2259.47,43.88,1.2127,70.65,27.9365,67.09,"24,090.00",4.278,"4,229.34",0.283,10.66,"1,570.50","16,685.10",31.12,1.2
27700,34502.51,2244.38,44,1.212,69.76,27.7715,66.99,"25,490.00",4.3405,"4,216.52",0.2827,10.59,"1,562.89","16,708.70",31.07,1.11
27800,34626.16,2223.3,44.19,1.211,70.01,27.6268,67.31,"25,290.00",4.5315,"4,210.77",0.2832,11.16,"1,555.23","16,555.70",31.16,1.07
27900,34645.84,2218.36,44.24,1.2181,69.29,27.88,67.91,"22,740.00",4.5655,"4,201.94",0.2843,11.26,"1,559.82","16,532.00",31.18,1.07
27750,34766.2,2224.51,44.06,1.219,69.52,27.85,68.08,"21,990.00",4.5195,"4,205.94",0.2853,11.66,"1,565.39","16,452.00",31.14,1.11
27500,34618.69,2219.15,44.02,1.2168,68.91,27.44,68.09,"23,990.00",4.5225,"4,170.16",0.2839,11.12,"1,561.97","16,464.70",31.2,1.12
28100,34584.19,2204,44.35,1.2227,66.68,28.0615,67.96,"26,740.00",4.5285,"4,168.61",0.2848,11.09,"1,559.93","16,375.00",31.3,1.14
27950,34558.5,2190.14,44.47,1.2195,66.95,27.875,68.06,"27,590.00",4.6925,"4,121.97",0.2849,11.33,"1,542.23","16,350.50",31.25,1.16
27950,34432.47,2160.61,44.13,1.2192,66.16,27.68,68.5,"27,990.00",4.676,"4,098.45",0.2865,11.12,"1,555.72","16,233.30",31.34,1.13
27700,34428.66,2148.77,44.35,1.2217,66.02,27.7735,67.84,"28,190.00",4.519,"4,165.94",0.2879,11.59,"1,554.10","16,337.70",31.38,1.11
27900,34253.87,2136.21,44.43,1.2178,63.87,27.5703,68.3,"28,190.00",4.5315,"4,169.92",0.2879,11.36,"1,579.25","16,423.00",31.37,1.1
27700,34121.91,2142.82,44.52,1.2228,61.89,27.7638,67.61,"28,390.00",4.502,"4,129.58",0.2882,11.77,"1,596.61","16,415.40",31.41,1.13
27700,33906.3,2149.29,44.33,1.2171,63.39,27.735,67.6,"28,390.00",4.535,"4,074.99",0.2876,11.69,"1,581.86","16,181.60",31.43,1.09
27700,33945.81,2144.84,44.57,1.2222,65.28,28.195,66.41,"28,390.00",4.572,"4,150.34",0.2885,11.77,"1,591.12","16,043.00",31.49,1.11
27700,34351.18,2147.86,44.5,1.2153,66.33,28.19,66.16,"27,690.00",4.7065,"4,228.29",0.2883,11.22,"1,584.55","16,516.80",31.36,1.11
27400,34375.29,2121.3,44.17,1.214,65.5,27.48,67.24,"28,090.00",4.7155,"4,177.06",0.2863,11.37,"1,565.70","16,590.40",31.36,1.12
26950,34050.86,2139.09,44.07,1.208,63.83,27.095,67.47,"29,290.00",4.6675,"4,179.04",0.2863,10.78,"1,564.06","16,289.30",31.29,1.19
26900,33624.74,2136.39,43.99,1.2073,65.75,27.02,67.04,"29,290.00",4.686,"4,191.98",0.2853,10.43,"1,552.05","16,325.20",31.11,1.22
26900,34572.74,2165.09,43.92,1.2129,64.9,27.334,67.2,"29,490.00",4.719,"4,198.10",0.2858,9.8,"1,563.46","16,219.30",31.09,1.25
26850,34785.27,2192.63,43.45,1.2161,65.57,27.545,66.43,"29,490.00",4.665,"4,206.14",0.2857,9.77,"1,585.91","16,376.00",31.18,1.29
26700,34578.27,2167.83,43.38,1.2013,64.9,27.3,67.18,"29,390.00",4.78,"4,185.14",0.2851,9.9,"1,576.19","16,322.10",31.13,1.26
26200,34163.99,2169.28,43.3,1.2064,66.45,26.515,66.63,"28,990.00",4.556,"4,188.25",0.2853,9.68,"1,574.38","16,273.30",31.16,1.27
26050,33988.75,2190.59,43.47,1.2031,64.88,26.11,68.41,"28,590.00",4.5285,"4,185.03",0.2847,9.84,"1,555.01","16,241.20",31.19,1.27
26350,33855.64,2181.64,43.72,1.2116,63.7,26.24,67.94,"28,790.00",4.462,"4,138.78",0.2863,9.84,"1,543.59","16,206.00",31.35,1.23
26250,33860.46,2153.81,43.64,1.2126,63.04,26.3016,67.79,"28,790.00",4.483,"4,170.46",0.2887,10.09,"1,554.64","16,030.60",31.35,1.28
26350,33932.13,2151.84,43.67,1.2091,61.97,26.2156,67.72,"28,790.00",4.5,"4,128.42",0.2881,10.13,"1,594.01","16,121.60",31.43,1.38
26350,34044.23,2140.54,43.58,1.2086,62.06,25.99,67.91,"29,190.00",4.483,"4,159.18",0.2905,9.95,"1,592.26","15,944.60",31.42,1.38
26500,33804.52,2157.22,43.44,1.2093,61.65,26.17,68.38,"29,490.00",4.446,"4,179.80",0.2913,10.48,"1,589.68","16,107.60",31.39,1.4
26500,34109.88,2192.48,43.65,1.2015,61.11,26.575,68.28,"29,490.00",4.3385,"4,174.14",0.2907,10.49,"1,582.73","16,186.30",31.32,1.41
26300,33808.3,2181.34,43.58,1.2035,62.39,25.833,67.66,"28,990.00",4.27,"4,089.95",0.2899,10.45,"1,577.47","16,116.90",31.28,1.42
26050,34034.18,2179.83,43.67,1.2037,63.47,25.82,68.94,"28,090.00",4.294,"4,075.57",0.2894,10.6,"1,576.27","15,886.60",31.23,1.44
26150,34182.38,2156.46,43.21,1.2036,62.98,25.985,68.55,"28,390.00",4.215,"3,992.78",0.2886,10.81,"1,557.50","15,838.90",31.21,1.47
25950,34058.16,2143.74,42.97,1.1984,63.32,25.85,68.51,"29,090.00",4.246,"3,967.25",0.2877,10.28,"1,572.70","15,870.30",31.17,1.45
25700,33469.89,2154.14,43.09,1.1967,59.52,25.1567,68.24,"28,490.00",4.18,"3,963.34",0.2868,10.15,"1,563.56","15,601.70",31.37,1.64
25500,33222.38,2219.52,43.29,1.1867,61.5,25,69.08,"26,690.00",4.2375,"3,969.31",0.2856,10.18,"1,562.30","15,626.10",31.35,1.62
25200,33054.58,2213.43,43.07,1.1814,59.49,24.4345,69.64,"26,190.00",4.067,"3,917.12",0.2832,10.1,"1,579.72","15,611.90",31.22,1.55
24900,33116.04,2210.68,43.02,1.1777,60.45,24.03,69.26,"26,240.00",4.1365,"3,879.34",0.2821,10,"1,562.92","15,682.50",31.25,1.47
25200,33127.88,2206.07,42.94,1.1731,61.96,24.665,69.89,"26,490.00",3.99,"3,919.93",0.2822,10.16,"1,569.01","15,410.40",31.31,1.46
25450,33087.55,2199.09,42.91,1.1716,60.93,25.0782,70.21,"27,490.00",3.983,"3,937.60",0.2838,10.27,"1,573.11","15,276.60",31.2,1.47
25450,32681.07,2192.03,42.79,1.1764,58.48,25.075,69.4,"27,990.00",4.036,"3,916.48",0.2839,10.13,"1,579.71","15,346.50",31.12,1.49
25400,32346.81,2188.89,42.43,1.1795,60.8,25.09,69.18,"28,890.00",4.08,"3,913.14",0.2836,10.39,"1,582.69","15,551.60",31.15,1.52
25300,32470.88,2162.82,42.63,1.1763,57.4,25.07,68.82,"29,790.00",3.997,"3,953.50",0.2854,10.77,"1,553.00","15,562.30",31.01,1.41
25300,32691.5,2185.74,42.8,1.1813,61.28,25.76,69.14,"29,590.00",4.026,"3,949.57",0.2851,11.06,"1,559.17","15,589.10",31,1.495
25300,32601.82,2174.42,42.65,1.1851,61.55,26.232,68.87,"29,190.00",4.0265,"3,973.59",0.2856,11.02,"1,510.27","15,731.10",30.87,1.77
25250,32858.36,2176.66,43.01,1.1935,59.56,26.07,67.39,"27,590.00",4.1445,"3,942.96",0.2838,10.84,"1,503.91","15,669.30",30.82,1.59
25350,32928.16,2211.35,42.88,1.1899,64.42,26.31,67.17,"25,490.00",4.1075,"3,924.52",0.2834,10.84,"1,508.82","15,775.50",30.885,1.253
25150,32825.52,2183.44,42.73,1.1915,64.75,25.95,66.67,"24,590.00",4.063,"3,915.54",0.2834,11.01,"1,503.56","15,715.20",30.7,1.32
25100,32966.75,2194.75,42.71,1.1979,65.33,26.25,66.31,"24,490.00",4.144,"3,851.93",0.2818,11.49,"1,487.53","15,648.00",30.76,1.2
25050,32798.84,2204.76,42.78,1.1906,65.56,25.975,66.78,"24,890.00",4.0625,"3,844.39",0.282,11.02,"1,504.65","15,521.80",30.74,1.03
24850,32462.4,2215.67,42.74,1.1929,65.96,26.09,66.01,"25,690.00",4.1415,"3,863.99",0.2817,11.38,"1,504.98","15,288.40",30.72,1.03
25000,32354.5,2217.69,42.76,1.1952,64.7,26.205,66.39,"28,490.00",4.16,"3,903.64",0.2815,11.5,"1,519.79","15,251.80",30.55,0.98
24600,31892.35,2179.02,42.59,1.1983,64.73,25.11,66.01,"28,990.00",4.144,"3,915.80",0.2814,11.47,"1,519.74","15,277.00",30.69,0.89
24700,31512.15,2189.55,42.23,1.1928,66.68,25.35,65.95,"29,190.00",4.0355,"3,873.71",0.2831,11.09,"1,528.43","15,327.80",30.81,0.89
24400,31029.18,2148.25,42.27,1.1847,64.16,25.32,66.9,"28,440.00",4.0795,"3,857.07",0.2829,11.06,"1,520.68","15,539.40",30.52,0.96
24800,31352.96,2123.06,42.21,1.1922,59.55,26.78,67.17,"27,890.00",4.117,"3,885.55",0.2816,11.63,"1,524.58","15,359.10",30.25,1
24550,31535.37,2115.63,42.09,1.2091,60.23,26.52,64.96,"25,440.00",4.208,"3,921.16",0.2833,11.26,"1,508.45","15,340.50",30.23,1.01
25500,31955.94,2122.72,42.46,1.2049,63.39,28.015,65.03,"24,490.00",4.1005,"3,915.86",0.2827,11.38,"1,498.50","15,362.70",30.05,1.1
25650,31499.75,2112.83,42.37,1.2163,61.29,27.64,64.57,"23,890.00",4.3215,"3,918.50",0.2836,10.89,"1,491.02","15,290.60",30.03,1.075
25600,31501.89,2087.66,42.19,1.215,62.16,28.175,65.28,"23,790.00",4.208,"3,939.61",0.2851,10.34,"1,465.76","15,402.60",30,1.08
25300,31381.12,2110.28,42.02,1.2155,58.88,27.385,64.18,"23,390.00",4.1515,"3,911.65",0.2857,10.24,"1,478.76","15,423.00",29.97,1.05
25100,31504.13,2110.44,41.94,1.2117,60.2,27.025,65.12,"22,890.00",4.075,"3,916.40",0.284,10.24,"1,482.50","15,370.20",30.01,1.065
25250,31558.6,2134.63,41.58,1.2091,61.68,27.39,66.74,"22,590.00",3.911,"3,910.49",0.2841,10.23,"1,510.68","15,297.10",30,1.09
25400,31485.61,2135.89,41.64,1.2037,60.24,27.26,64.89,"22,290.00",3.8295,"3,892.59",0.2833,9.98,"1,497.03","15,273.90",29.95,1.1
25700,31472.08,2148.62,41.56,1.2107,59.98,27.605,66.03,"21,790.00",3.827,"3,840.27",0.2821,10.26,"1,498.36","15,226.60",29.9,1.1
25950,31466.49,2145.25,41.36,1.213,58.4,27.005,65.96,"21,390.00",3.8,"3,791.84",0.2837,10.22,"1,508.92","15,069.60",29.87,1.15
25950,31359.88,2149.11,41.19,1.213,58.11,27.26,67.67,"21,790.00",3.768,"3,778.05",0.2851,10.51,"1,525.63","14,768.60",29.91,1.13
25700,31191.2,2122.99,41.31,1.2118,57.06,26.98,68.19,"21,790.00",3.754,"3,755.75",0.2857,10.83,"1,524.91","14,596.20",29.99,1.15
25900,30737.78,2088.27,40.97,1.2048,55.96,26.87,67.14,"21,790.00",3.675,"3,836.83",0.2848,11.28,"1,519.37","14,669.50",30.08,1.215
26100,30689.65,2109.12,41.01,1.2042,55.05,26.615,66.69,"20,790.00",3.6485,"3,862.96",0.2845,10.87,"1,537.03","14,487.70",30.01,1.26
26300,30276.88,2099.58,40.98,1.2044,53.48,29,68.5,"20,290.00",3.5115,"3,851.68",0.2856,10.23,"1,545.35","14,867.40",29.99,1.29
26100,30553.91,2077.99,41.13,1.2059,52.15,26.385,65.11,"19,990.00",3.525,"3,844.24",0.2857,10.14,"1,548.30","14,935.30",29.98,1.28
26050,30377.19,2082.54,41.06,1.2121,52.65,25.2675,69.58,"19,290.00",3.576,"3,857.46",0.2873,10.28,"1,536.75","14,951.80",30.01,1.21
26100,30893.78,2130.41,41.14,1.2109,52.76,25.47,73.07,"18,990.00",3.542,"3,816.22",0.2881,10.5,"1,510.64","15,019.00",29.97,1.28
26250,30968.55,2107.77,40.99,1.216,52.91,25.34,72.74,"18,990.00",3.617,"3,781.88",0.2891,10.49,"1,506.56","15,097.30",29.99,1.33
26250,30989.85,2109.84,41.01,1.2138,52.17,25.425,73.25,"19,490.00",3.6295,"3,788.73",0.2889,11,"1,428.80","14,987.30",29.99,1.35
26350,31141.56,2125.2,41.1,1.2168,53.1,25.9651,72.67,"19,990.00",3.6215,"3,814.98",0.2888,11.07,"1,467.74","14,894.20",29.93,1.295
26400,31198.01,2151.75,40.94,1.2164,52.93,25.835,72.1,"20,490.00",3.647,"3,802.23",0.2891,11.01,"1,452.39","15,044.40",29.97,1.3
26150,31017.54,2149,40.9,1.2106,53.13,25.2,72.4,"21,490.00",3.644,"3,801.62",0.2891,11.06,"1,505.15","14,983.60",29.99,1.35
26150,30887.42,2140.54,40.94,1.2127,52,25.345,72.97,"21,890.00",3.627,"3,764.71",0.2882,11.31,"1,420.60","15,010.30",30.12,1.355
26200,30926.77,2171.07,41.05,1.2078,53.8,25.545,73.48,"21,790.00",3.593,"3,712.20",0.2902,11.11,"1,422.59","14,938.00",29.99,1.38
26150,31085.67,2185.2,40.96,1.2155,52.84,25.155,72.24,"21,190.00",3.6735,"3,764.61",0.2889,11.09,"1,405.42","14,788.80",30.02,1.35
26350,31084.88,2191.7,41.06,1.2157,53.31,25.605,73,"20,590.00",3.6105,"3,736.19",0.2889,11.9,"1,429.50","14,536.50",30.05,1.36
26300,31015.01,2173.69,40.75,1.2208,52.18,24.96,72.44,"20,190.00",3.646,"3,750.01",0.2896,11.91,"1,485.27","14,524.80",30.15,1.4
26050,31015.37,2182.71,40.88,1.2152,52.58,25.355,73.72,"19,190.00",3.558,"3,723.03",0.2895,12.62,"1,487.70","14,397.90",29.94,1.435
27100,30901.18,2133.26,40.74,1.2327,50.53,27.305,70.51,"18,690.00",3.6615,"3,694.03",0.2905,12.22,"1,487.28","14,405.80",29.92,1.43
27500,30362.78,2130.3,40.76,1.2296,49.82,27.58,70.67,"18,490.00",3.6465,"3,693.42",0.2913,12.28,"1,468.22","14,382.50",29.99,1.46
27050,30627.47,2005.7,41,1.2231,48.4,26.65,71.26,"17,290.00",3.527,"3,698.08",0.2897,12.48,"1,491.87","14,398.60",30.06,1.47
26650,30415.09,2074.17,40.59,1.2248,48.13,26.21,71.77,"16,990.00",3.5525,"3,684.28",0.2901,12.22,"1,424.16","14,321.30",30.18,1.45
26650,30492.07,2037.11,40.59,1.2217,47.72,26.205,71.08,"16,790.00",3.5795,"3,722.39",0.2905,12.08,"1,416.58","14,378.90",30.03,1.425
26900,30283.23,2072.44,40.67,1.2202,48.23,26.0898,72.24,"16,640.00",3.5815,"3,713.65",0.2893,12.55,"1,429.99","14,467.80",30.2,1.43
