Y,DJI,Set_One,GBP_THB,EURUSD,Oil,XAG,XAU_XAG,Rhodium,Copper,SP_FIVE,JPY_THB,BVN ,Set,NYSE,USD_THB,TenBond_THB
22000,18588.59,2200.68,44.89,1.1182,44.74,19.78,67.64,655,2.0885,"2,173.29",0.3454,15.98,"1,546.04","10,775.10",34.54,1.58
22050,18519.08,2214.06,45.23,1.1162,41.48,20.105,67.73,655,2.121,"2,185.09",0.3451,15.75,"1,550.98","10,797.40",34.63,1.57
22000,18538.05,2210.39,45.59,1.1139,42.83,19.719,67.15,655,2.1475,"2,187.81",0.3468,15.4,"1,541.07","10,789.90",34.6,1.65
22100,18540.65,2196.9,45.78,1.1175,41.99,19.6,67.1,655,2.1725,"2,181.58",0.3456,15.85,"1,532.03","10,697.20",34.58,1.73
22350,18351.43,2149.17,46.65,1.109,41.16,20.423,67.77,645,2.176,"2,184.24",0.3416,15.65,"1,537.40","10,660.90",34.77,1.79
22350,18313.08,2126.75,46.41,1.1088,39.7,20.676,68.21,645,2.168,"2,181.90",0.3432,15.55,"1,548.62","10,729.10",34.71,1.83
22150,18401.15,2143.8,45.81,1.1149,40.08,20.461,66.67,645,2.1745,"2,177.84",0.3411,15.25,"1,536.25","10,768.80",34.77,1.85
22150,18434.5,2183.45,46.01,1.1224,41.35,20.349,66.08,645,2.163,"2,186.24",0.3437,15,"1,535.74","10,734.10",34.98,1.87
22000,18442.52,2180.02,45.86,1.1162,41.12,20.183,66.19,635,2.1465,"2,186.08",0.3419,15.1,"1,552.76","10,727.90",35.06,1.865
22000,18461.01,2164.17,46.16,1.1177,41.93,20.352,66.48,635,2.191,"2,183.74",0.3434,15.44,"1,539.96","10,782.30",34.99,1.88
21800,18473.27,2157.99,45.93,1.1079,42.66,19.642,66.24,635,2.187,"2,177.97",0.3453,15.25,"1,548.81","10,754.90",34.76,1.87
21800,18497.37,2162.37,45.99,1.1058,43.07,19.579,65.87,635,2.162,"2,182.24",0.3441,15.18,"1,545.06","10,787.60",34.77,1.8
21750,18554.49,2154.54,45.88,1.0986,44.2,19.657,67.26,635,2.177,"2,183.76",0.3397,14.67,"1,538.13","10,764.30",34.77,1.8
21900,18524.15,2144.86,46.26,1.0997,44.6,19.755,67.23,625,2.185,"2,163.51",0.3402,14.39,"1,509.79","10,784.70",34.85,1.82
21750,18589.96,2159.61,46.25,1.0972,45.65,19.42,67.32,625,2.1855,"2,156.81",0.3326,13.89,"1,496.38","10,758.60",34.94,1.86
22000,18582.7,2140.68,45.9,1.103,44.59,19.91,67.44,615,2.1985,"2,169.94",0.3326,12.88,"1,508.18","10,808.90",34.98,1.87
22000,18508.88,2128.2,46.72,1.1013,45.52,20.351,67.87,615,2.229,"2,173.15",0.3336,12.41,"1,531.94","10,806.20",35.02,1.95
22250,18414.3,2106.93,46.24,1.102,45.14,20.405,66.94,615,2.205,"2,168.83",0.3317,12.55,"1,527.11","10,743.20",34.96,1.99
22150,18356.78,2108.43,46.64,1.1118,46.58,20.167,65.74,615,2.2055,"2,166.05",0.329,12.65,"1,516.64","10,685.60",34.95,1.94
22500,18259.12,2094.01,45.67,1.1089,44.58,20.318,65.93,605,2.224,"2,169.81",0.3303,12.21,"1,510.59","10,606.00",35.03,1.905
22700,18161.53,2078.76,45.54,1.1061,45.07,20.358,66.1,605,2.226,"2,168.97",0.327,12.3,"1,513.69","10,461.10",35.01,1.89
22700,17924.24,2070.61,45.52,1.1058,47.88,20.085,66.8,605,2.2355,"2,173.71",0.33,12.61,"1,508.66","10,356.20",35.03,1.9
22650,17807.47,2047.72,45.77,1.1052,46.83,19.985,67.31,605,2.2685,"2,166.47",0.3332,12.48,"1,502.76","10,495.10",35.2,1.97
21850,17712.76,2059.08,47.15,1.1101,49.55,18.297,67.95,605,2.245,"2,172.91",0.3381,12.79,"1,511.03","10,374.60",35.22,1.97
21950,17456.02,2051.98,46.98,1.1075,48.06,17.791,67.95,605,2.259,"2,166.10",0.336,12.95,"1,500.52","10,254.90",35.15,1.99
22000,17190.51,2023.38,46.69,1.1142,46.59,17.742,67.96,605,2.238,"2,165.13",0.343,12.87,"1,492.96","10,073.10",35.13,2.08
22100,17355.21,2001.5,47.85,1.1104,47.81,17.834,70.48,620,2.239,"2,157.88",0.3495,12.6,"1,479.44","10,084.50",35.22,2.11
21300,17946.63,2004.09,52.19,1.1124,50.3,17.157,72.1,620,2.2145,"2,153.81",0.3481,12.14,"1,481.29","10,335.90",35.18,2.115
21000,17844.11,2025.93,51.7,1.1065,49.08,17.224,73.83,620,2.147,"2,139.50",0.3478,12.12,"1,473.32","10,573.50",35.03,2.12
21100,17832.67,2035.31,51.57,1.1025,50.22,17.307,74.72,630,2.125,"2,131.72",0.3419,11.75,"1,464.42","10,507.90",35.12,2.08
21400,17827.33,2021.4,51.71,1.1072,49.14,17.506,74.44,630,2.1545,"2,100.42",0.3411,11.66,"1,459.04","10,481.20",35.1,2.05
21350,17736.87,2024.17,50.48,1.1392,48.29,17.4,73.25,630,2.184,"2,084.43",0.3418,11.34,"1,444.54","10,456.90",35.2,2.07
21350,17733.44,2010.31,50.13,1.1298,45.99,17.203,73.44,630,2.2015,"2,099.34",0.3431,11.17,"1,452.83","10,343.60",35.29,2.08
21550,17602.23,2029.16,50.04,1.1242,47.45,17.556,73.34,630,2.194,"2,073.17",0.3469,11.52,"1,450.55","10,237.90",35.29,2.02
21400,17703.65,2032.97,49.82,1.1312,47.9,17.395,73.66,630,2.1835,"2,042.69",0.3482,10.74,"1,445.41","10,294.70",35.12,2.06
21250,17710.77,2018.27,50.21,1.1285,48.52,17.441,73.96,630,2.1275,"2,006.67",0.335,10.59,"1,426.65","10,310.10",35.17,2.07
21150,17830.5,2016.75,50.31,1.1226,48.85,17.343,74.4,630,2.1135,"2,031.45",0.3363,10.67,"1,411.71","10,400.10",35.22,2.12
21050,17938.82,2041.63,50.82,1.126,50.47,17.29,73.76,630,2.1585,"2,103.81",0.3366,10.22,"1,411.99","10,501.60",35.19,2.09
20850,17969.98,2069.24,50.91,1.1205,51.45,17.049,73.92,630,2.1295,"2,092.80",0.3389,10.75,"1,425.41","10,581.20",35.21,2.06
20700,17936.22,2068.18,50.91,1.1293,49.71,16.47,73.65,630,2.124,"2,089.75",0.3345,11.52,"1,431.90","10,620.20",35.29,2
20700,17825.69,2057.24,51.33,1.1253,48.88,16.39,73.54,630,2.085,"2,085.19",0.3369,10.39,"1,422.79","10,554.60",35.24,2.1
20500,17754.55,2030.83,51.77,1.1317,48.82,16,73.48,630,2.054,"2,075.58",0.333,10.64,"1,425.53","10,508.50",35.28,2.16
20450,17891.5,2037.91,52.33,1.1399,49.54,16.01,74.14,630,2.0585,"2,078.20",0.3331,11.31,"1,415.99","10,385.90",35.17,2.27
20450,17826.85,1995.25,52.23,1.1355,49.31,16.3,75.6,640,2.09,"2,066.36",0.3314,11.32,"1,428.73","10,479.90",35.28,2.28
20700,17859.52,1990.52,52.4,1.1353,49.7,16.26,75.8,650,2.0585,"2,077.60",0.3316,11.02,"1,430.87","10,438.00",35.14,2.29
20750,17735.09,1985.04,52.26,1.1133,49.09,16.2,75.97,650,2.0605,"2,076.65",0.3283,10.71,"1,421.67","10,462.30",35.1,2.29
21050,17525.19,1965.42,51.67,1.1138,48.08,16.37,75.32,650,2.0375,"2,091.75",0.3286,11.16,"1,419.38","10,399.10",35.24,2.29
21100,17507.04,1973.27,51.72,1.1193,48.46,16.48,74.82,650,2.042,"2,109.57",0.328,9.56,"1,434.33","10,275.80",35.36,2.33
21200,17514.16,1993.43,52.07,1.1154,47.87,16.85,75.22,650,2.068,"2,115.65",0.332,9.47,"1,449.62","10,238.00",35.77,2.34
21400,17501.28,2004.26,51.33,1.1141,48.53,17.23,75.72,640,2.119,"2,110.18",0.3228,9.8,"1,448.39","10,189.80",35.75,2.45
21300,17701.46,2000.45,50.96,1.1219,47.9,17.13,76.28,630,2.135,"2,100.83",0.3224,10.01,"1,441.54","10,230.00",35.6,2.505
21300,17531.76,1992.88,50.85,1.1218,46.28,17.06,75.89,630,2.0895,"2,093.94",0.3243,9.52,"1,423.26","10,312.70",35.65,2.44
21100,17711.12,1985.75,51.05,1.1216,46.41,16.97,74.64,630,2.1175,"2,100.13",0.3237,9.32,"1,427.29","10,243.20",35.75,2.49
21150,17722.01,1958.35,50.95,1.1313,46,17.4,74.25,630,2.1095,"2,090.06",0.3244,9.83,"1,402.37","10,305.90",35.67,2.46
21000,17726.66,1963.5,50.75,1.1321,43.25,17.01,74.35,630,2.102,"2,091.44",0.3262,9.28,"1,398.68","10,391.90",35.68,2.48
21300,17743.85,1967.21,50.66,1.1311,45,17.39,74.57,630,2.0655,"2,078.93",0.3243,10.21,"1,393.95","10,323.30",35.68,2.51
21200,17735.02,1968.84,50.81,1.1378,43.85,17.41,74.44,630,2.0495,"2,052.65",0.3241,10.16,"1,381.50","10,302.70",35.49,2.51
20950,17813.09,1977.36,51.11,1.1385,45.9,17.57,74.29,630,2.0535,"2,052.23",0.326,10.16,"1,387.73","10,432.20",35.41,2.46
20600,18023.88,2006.38,51.04,1.1496,45.3,17.23,73.84,630,2.0615,"2,044.21",0.3246,9.81,"1,400.78","10,450.10",35.43,2.48
20600,17996.14,2015.31,51.21,1.1447,44.64,17.16,72.41,640,2.089,"2,044.38",0.326,9.23,"1,406.95","10,480.20",35.32,2.515
20550,17987.38,1993.06,50.79,1.1354,42.96,16.98,72.05,645,2.09,"2,065.04",0.3237,9.72,"1,405.30","10,521.20",35.24,2.555
20450,17990.94,1996.85,50.56,1.132,43.75,16.93,72.27,645,2.074,"2,046.53",0.3252,10.25,"1,403.24","10,528.50",34.95,2.605
20650,17985.05,2022.77,50.22,1.1298,43.42,16.99,72.39,645,2.076,"2,062.50",0.3282,9.68,"1,400.00","10,492.60",34.91,2.585
20600,18092.84,2024.17,49.97,1.1265,43.97,16.94,72.89,645,2.1005,"2,062.63",0.3277,9.03,"1,387.17","10,487.80",34.99,2.63
20600,18059.49,2012.39,50.1,1.1231,40.8,16.94,72.75,655,2.217,"2,060.30",0.3237,8.8,"1,392.58","10,464.20",35.11,2.63
20350,18012.1,1990.47,49.9,1.129,40.04,16.23,73.4,655,2.287,"2,067.17",0.3149,8.53,"1,399.15","10,524.50",35.12,2.64
20450,17890.2,1963.32,49.81,1.1297,38.75,16.25,73.38,655,2.2275,"2,071.82",0.3159,8.48,"1,416.35","10,517.10",35.06,2.65
20650,17586.48,1939.16,49.57,1.1356,39.72,15.37,73.8,655,2.2315,"2,090.93",0.3156,8.56,"1,421.80","10,463.60",35.07,2.63
20500,17555.39,1919.12,49.46,1.1314,37.52,15.22,75.91,655,2.249,"2,092.33",0.3146,8.45,"1,408.00","10,315.60",35.08,2.63
20350,17687.28,1948.31,49.72,1.1297,37.76,15.06,75.92,655,2.256,"2,089.84",0.3204,8.27,"1,410.66","10,154.10",34.86,2.5
20400,17718.03,1974.12,50.26,1.1407,35.5,14.93,80.64,655,2.2685,"2,089.37",0.3177,8.36,"1,425.27","10,108.70",34.82,2.52
20200,17799.39,1994.35,50.01,1.1379,36.61,15.01,81.46,655,2.2555,"2,091.49",0.3188,8.16,"1,425.72","10,113.00",34.94,2.53
20400,17661.74,2003.9,50.4,1.1389,38.14,15.43,81.37,695,2.2375,"2,102.09",0.3209,7.68,"1,416.78","10,104.80",35,2.53
20400,17716.05,2009.79,50.62,1.1393,38.3,15.21,81.25,720,2.225,"2,101.52",0.324,8.38,"1,403.81","10,227.10",35.11,2.53
20600,17652.36,2002.37,50.81,1.138,38.52,15.36,79.86,720,2.1705,"2,096.05",0.324,8.18,"1,387.08","10,132.60",35.17,2.55
20350,17512.58,1981.79,50.32,1.1338,39.32,15.22,80.56,720,2.146,"2,078.83",0.3248,7.58,"1,370.31","10,236.80",35.25,2.56
20200,17526.08,1992.53,49.87,1.129,39.55,15.18,80.79,720,2.0955,"2,050.23",0.3169,7.39,"1,357.23","10,245.90",35.16,2.56
20300,17485.33,2013.53,49.66,1.1198,39.73,15.19,80.2,720,2.089,"2,045.54",0.3149,7.52,"1,389.75","10,071.40",35.13,2.58
20500,17588.81,1995.83,49.62,1.1164,41.19,15.87,79.98,720,2.156,"2,062.50",0.3122,7.12,"1,399.59","10,105.10",35.23,2.59
20500,17602.71,2005.97,50.14,1.1179,41.59,15.83,80.34,720,2.174,"2,073.19",0.3137,7.49,"1,405.07","10,032.90",35.33,2.6
20650,17589.7,1975.44,50.5,1.1218,39.06,15.82,78.63,720,2.19,"2,056.62",0.3135,6.94,"1,406.85","10,171.40",35.33,2.6
20750,17481.49,1979.35,50.32,1.1245,40.25,15.93,78.58,720,2.182,"2,063.77",0.311,6.27,"1,401.08","10,169.90",35.3,2.65
20600,17321.38,1980.68,49.74,1.127,38.59,15.62,79.28,720,2.222,"2,058.27",0.312,6.5,"1,389.04","10,204.70",35.2,2.66
20400,17249.34,1980.53,49.68,1.1319,36.74,15.26,78.94,720,2.242,"2,035.75",0.3135,6.25,"1,395.69","10,216.60",34.94,2.69
20400,17217.15,1984.33,50.18,1.1224,37.37,15.36,80.73,720,2.2365,"2,037.89",0.3114,6.16,"1,407.36","10,101.60",34.91,2.69
20800,17207.49,2006.69,50.38,1.111,38.17,15.48,80.76,720,2.2395,"2,032.48",0.3115,6.1,"1,396.24","9,986.50",34.91,2.75
21200,17014.99,1979.94,50.29,1.11,37.99,15.59,80.36,720,2.288,"2,048.55",0.3128,6.08,"1,400.95","10,005.60",34.74,2.69
20850,17006.05,1993.44,50.14,1.1151,38.17,15.29,80.79,720,2.29,"2,048.64",0.3121,5.83,"1,384.72","10,073.30",34.88,2.71
21200,17050.67,1993.37,50.5,1.1177,37.94,15.64,81.53,720,2.292,"2,047.88",0.3105,5.8,"1,386.46","9,988.30",35.11,2.76
20750,16896.17,1962.06,50,1.0998,34.73,14.96,81.92,720,2.29,"2,041.16",0.3104,5.09,"1,388.09","9,954.20",35.08,2.735
20650,16851.17,1935.69,49.61,1.1014,33.89,14.84,81.02,720,2.2535,"2,026.90",0.3082,5.21,"1,387.01","9,906.80",35,2.7
20650,16634.15,1912.05,49.51,1.0867,32.72,14.66,82.88,720,2.238,"2,014.24",0.3069,5.62,"1,389.67","9,952.20",35.23,2.75
20800,16712.7,1902.88,49.77,1.0868,33.04,15.14,83.02,720,2.2415,"2,015.27",0.3122,5.74,"1,401.58","9,828.30",35.27,2.8
20750,16504.38,1902.59,49.65,1.0932,32.19,15.24,83.38,720,2.2385,"2,019.27",0.3116,5.77,"1,385.27","9,746.40",35.4,2.85
20650,16418.84,1878.33,50.07,1.102,31.28,15.3,81.51,705,2.226,"1,994.71",0.3122,6.22,"1,392.13","9,626.90",35.53,2.84
20500,16610.39,1885.28,50.57,1.1014,33.34,15.18,80.65,690,2.234,"1,990.97",0.3131,5.45,"1,391.58","9,615.20",35.58,2.84
20600,16410.96,1830.81,50.99,1.1019,30.6,15.41,80.2,680,2.274,"1,996.88",0.3122,5.09,"1,371.46","9,668.30",35.71,2.78
20250,16483.76,1834.11,50.89,1.1031,31.35,15.27,79.6,680,2.191,"1,985.60",0.3163,5.24,"1,355.01","9,534.70",35.65,2.73
20200,16217.98,1814.02,50.97,1.1107,29.14,15.22,80,680,2.142,"1,976.60",0.3152,5.33,"1,342.43","9,411.30",35.64,2.71
20200,16012.39,1829.19,51.43,1.113,29.08,15.34,79.16,680,2.1245,"1,947.13",0.3183,5.31,"1,338.48","9,582.80",35.72,2.73
20550,15691.62,1804.64,51,1.1143,27.3,15.49,78.83,680,2.086,"1,954.95",0.3195,5.39,"1,338.04","9,465.20",35.73,2.71
20000,15897.82,1829.06,51.24,1.1155,27.34,15.28,78.81,680,2.1165,"1,931.87",0.3165,5.56,"1,323.01","9,532.90",35.57,2.69
19950,16005.41,1830.2,51.23,1.1328,30.17,15.3,80.48,680,2.098,"1,917.56",0.3141,5.21,"1,325.24","9,426.80",35.58,2.71
19500,16147.51,1846.86,51.5,1.1292,30.97,14.99,78.34,680,2.1205,"1,942.38",0.3116,4.9,"1,295.01","9,317.90",35.63,2.68
19350,16417.95,1844.81,51.96,1.1197,31.64,14.87,77.83,660,2.077,"1,916.74",0.3125,4.87,"1,297.23","9,092.90",35.64,2.7
19000,16186.2,1797.79,51.63,1.1159,29.75,14.3,78.09,660,2.072,"1,927.57",0.3115,5.29,"1,287.25","9,092.90",35.2,2.64
18900,16420.21,1830.86,51.35,1.0917,31.37,14.31,78.93,650,2.052,"1,898.80",0.3133,5.22,"1,296.69","9,221.80",35.28,2.65
18800,16090.26,1822.01,51.45,1.0892,33.7,14.25,78.85,650,2.06,"1,871.44",0.3117,5.22,"1,282.86","9,132.00",35.52,2.64
18900,15960.28,1806.95,50.97,1.0938,32.19,14.48,78.23,650,2.0145,"1,833.40",0.307,4.77,"1,300.37","9,294.90",35.55,2.62
18900,16168.74,1794.46,51.4,1.0891,30.55,14.5,77.7,640,2.021,"1,847.00",0.3047,4.96,"1,300.32","9,471.80",35.83,2.61
18800,15893.16,1767.66,51.15,1.0871,29.81,14.24,77.24,640,2.0915,"1,848.46",0.2988,4.19,"1,300.34","9,533.00",35.57,2.68
18650,16086.46,1793.36,51.34,1.085,32.05,14.05,77.78,640,2.0895,"1,873.25",0.2945,4.14,"1,308.46","9,578.90",35.8,2.68
18750,15921.1,1766.12,51.47,1.0799,29.84,14.08,78.11,640,2.0455,"1,907.07",0.3013,3.87,"1,277.38","9,439.30",35.83,2.7
18800,15768.87,1765.73,51.45,1.0874,28.35,14.15,78.21,640,2.0665,"1,935.26",0.3024,4.13,"1,295.76","9,374.80",35.84,2.65
18650,15989.45,1751.84,51.38,1.0893,28.33,14.02,77.78,640,2.0515,"1,894.00",0.3028,4.2,"1,300.85","9,403.90",35.91,2.6
18650,16009.45,1743.45,51.7,1.091,29.2,13.94,77.51,630,2.0655,"1,885.22",0.3041,3.8,"1,291.97","9,295.30",36.02,2.63
18500,16354.33,1784.3,52.37,1.0892,31.18,13.85,78.08,620,2.038,"1,902.52",0.3038,3.72,"1,284.21","9,393.50",36.21,2.65
18700,16159.01,1780.63,52.24,1.0866,30.6,14.13,77.8,620,1.993,"1,878.79",0.3073,3.55,"1,276.69","9,343.10",36.25,2.65
18550,16526.63,1787.59,52.43,1.088,30.54,13.79,77.36,620,2.0015,"1,906.28",0.3096,3.37,"1,261.30","9,164.20",36.28,2.66
18750,16419.11,1726.17,52.69,1.0858,31.11,13.85,78.82,620,1.995,"1,877.40",0.3086,3.43,"1,277.28","9,214.90",36.31,2.55
18900,16358.71,1728.09,52.81,1.0859,32.94,13.96,78.98,620,1.98,"1,861.46",0.3092,3.74,"1,260.53","9,378.90",36.3,2.55
18800,16519.17,1726.53,52.99,1.0923,33.3,14.3,79.07,630,1.9705,"1,876.18",0.3073,4.21,"1,260.77","9,387.50",36.28,2.54
18800,16888.36,1733.91,53.01,1.0934,34.09,14,77.56,630,1.9385,"1,888.66",0.3094,4.25,"1,253.43","9,405.40",36.28,2.62
18400,17154.83,1756.7,52.98,1.0749,36.18,13.95,77.23,630,1.979,"1,916.68",0.3085,4.19,"1,248.76","9,619.00",36.25,2.65
18150,17405.48,1817.6,53.12,1.0858,37.6,13.82,77.06,630,1.956,"1,891.68",0.3082,4.1,"1,269.40","9,591.30",36.3,2.63
18250,17711.94,1817.63,53.41,1.092,37.36,13.95,76.6,630,1.9595,"1,940.34",0.3078,4.22,"1,264.93","9,575.20",36.24,2.63
18250,17547.37,1814.31,53.67,1.0968,36.7,13.95,76.62,630,1.975,"1,927.83",0.3084,4.2,"1,268.32","9,692.80",36.12,2.67
18250,17535.66,1823.68,53.75,1.0965,38,14.33,75.06,640,2.013,"1,926.12",0.3034,4.51,"1,232.16","9,751.40",36.05,2.67
18250,17593.26,1827.92,53.62,1.0913,37.86,14.3,74.84,640,2.0225,"1,945.97",0.3006,4.34,"1,233.86","9,907.40",36.06,2.72
18250,17427.63,1804.42,53.47,1.0955,36.47,14.26,75.17,640,2.095,"2,011.71",0.2994,4.16,"1,231.88","10,020.00",36.07,2.73
18350,17253.55,1807.68,53.72,1.0913,35.8,14.26,75.6,630,2.1335,"2,038.20",0.2997,4.3,"1,250.14","10,186.40",36.03,2.77
18200,17154.94,1796.99,53.83,1.0863,34.58,14.1,75.57,630,2.138,"2,077.34",0.2993,4.29,"1,286.26","10,277.50",36.05,2.77
18050,17495.04,1851.38,53.89,1.0828,34.87,13.71,76.68,620,2.085,"2,060.54",0.2983,4.22,"1,285.52","10,270.40",36.07,2.78
18150,17756.54,1846.3,53.89,1.0915,35.8,14.17,75.69,620,2.1245,"2,057.77",0.2981,4,"1,281.90","10,226.00",36.12,2.77
18050,17530.85,1862.04,54.05,1.0932,36.79,13.75,77.12,620,2.129,"2,063.52",0.2981,3.9,"1,285.65","10,266.10",36.13,2.86
18150,17374.78,1819.71,54.66,1.0991,36.32,13.7,77.56,620,2.108,"2,042.20",0.2978,4.14,"1,285.70","10,180.60",36.16,2.88
18300,17277.11,1791.3,54.99,1.0985,35.4,13.91,77.17,630,2.1335,"2,023.15",0.295,4.23,"1,270.47","10,052.30",35.93,2.85
18150,17574.75,1849.9,54.66,1.0943,36.63,14.12,75.86,640,2.1135,"2,010.27",0.2937,4.18,"1,274.71","10,017.10",35.96,2.82
18100,17703.99,1889.27,53.98,1.1027,37.68,14.24,75.87,640,2.065,"2,040.81",0.2956,4.27,"1,271.28","10,073.00",36.09,2.83
17850,17741.57,1899.19,53.59,1.0616,40.15,14.02,75.13,640,2.063,"2,073.76",0.2984,4.18,"1,302.05","10,267.80",36.12,2.73
18050,17883.14,1938.39,53.89,1.0633,41.69,14.2,75.29,640,2.0475,"2,046.50",0.2979,4.46,"1,297.16","10,164.80",36.05,2.77
18100,17719.72,1945.32,53.88,1.0566,41.73,14.09,75.53,640,2.103,"2,025.55",0.2959,4.55,"1,304.76","10,057.30",35.96,2.87
17900,17802.84,1941.8,53.95,1.0591,41.77,14.04,75.31,640,2.11,"2,013.37",0.2957,4.75,"1,276.96","9,977.80",35.84,2.8
18100,17806.04,1948.04,53.92,1.061,43.25,14.27,75.07,640,2.065,"2,047.27",0.2909,4.84,"1,262.44","10,074.10",35.75,2.87
18200,17820.81,1985.99,53.87,1.0642,42.69,14.18,75.82,640,2.068,"2,047.93",0.2911,4.78,"1,297.10","10,165.50",35.8,2.95
18150,17770.9,1998.92,54.21,1.0634,42.04,14.12,75.7,620,2.044,"2,080.71",0.2907,4.76,"1,332.60","10,415.60",35.87,2.99
18150,17823.61,2003.4,54.23,1.0647,41.49,14.14,76.14,620,2.082,"2,101.71",0.2925,4.71,"1,356.88","10,501.10",35.72,3.05
18300,17732.75,1986.01,54.66,1.0736,40.54,14.23,76.03,650,2.07,"2,082.93",0.2917,4.75,"1,363.13","10,447.10",35.74,3.11
18300,17739.83,1983.55,54.8,1.0657,40.72,14.17,75.56,680,2.0445,"2,090.95",0.2918,4.69,"1,360.72","10,455.50",35.84,3.1
18200,17485.49,1993.19,54.72,1.064,41.11,14.17,75.51,690,2.1185,"2,088.82",0.2917,4.64,"1,364.17","10,442.60",35.73,3.07
18400,17486.99,2005.15,54.66,1.069,41.96,14.23,76.07,690,2.0595,"2,089.30",0.292,4.5,"1,388.53","10,449.70",35.76,3.06
18500,17229.94,1962.91,54.74,1.0751,40.92,14.34,75.86,700,2.022,"2,084.42",0.2911,4.7,"1,395.73","10,379.30",35.96,2.92
18350,17439.25,1978.59,54.62,1.0816,41.61,14.29,75.9,700,2.0545,"2,089.41",0.2911,4.84,"1,397.27","10,433.60",35.99,2.88
18400,17691.93,1981.11,54.47,1.0743,43.05,14.29,75.99,710,2.09,"2,082.82",0.2914,4.64,"1,386.99","10,460.20",35.97,2.88
18500,17769.5,2005.82,54.24,1.0724,43.63,14.4,75.66,720,2.076,"2,083.70",0.2919,4.9,"1,384.19","10,426.10",35.9,2.87
18500,17900.78,2031.12,53.93,1.0738,44.52,14.73,73.97,720,2.103,"2,051.99",0.2955,4.88,"1,390.95","10,285.40",35.85,2.84
18650,17855.22,2031.18,54.05,1.0886,45.41,14.95,73.81,720,2.1225,"2,053.67",0.2926,4.94,"1,396.54","10,320.00",35.84,2.82
18650,17871.25,2046.68,54.64,1.0865,46.57,15.04,73.61,720,2.1605,"2,022.08",0.292,5.09,"1,370.51","10,143.40",35.87,2.82
19050,17819.74,2048.61,54.82,1.1014,46.11,15.41,73.54,720,2.1755,"2,044.64",0.2913,5.22,"1,380.34","10,206.50",35.82,2.78
19150,17672.62,2006.92,54.95,1.1015,46.43,15.52,73.52,720,2.2235,"2,072.29",0.291,5.57,"1,383.88","10,335.00",35.53,2.85
19300,17756.6,2001.48,54.58,1.0976,45.74,15.59,73.62,720,2.224,"2,083.41",0.2922,5.73,"1,398.58","10,454.10",35.53,2.82
19550,17771.5,2028.06,54.39,1.0924,46.06,15.9,72.68,720,2.238,"2,096.56",0.2923,6.18,"1,412.15","10,486.70",35.57,2.85
19550,17586.69,2049.38,54.3,1.105,43.44,15.85,73.59,720,2.2665,"2,098.60",0.2947,6.23,"1,411.47","10,525.60",35.62,2.65
19500,17608.89,2049.24,54.45,1.1056,43.78,15.83,73.44,720,2.3285,"2,101.68",0.2953,6.34,"1,421.23","10,563.90",35.66,2.65
19550,17649.57,2060.35,54.4,1.1008,44.74,15.8,73.67,720,2.326,"2,102.63",0.2946,6.77,"1,419.45","10,556.40",35.64,2.64
19550,17180.88,2036.61,54.97,1.1338,45.27,15.69,74.36,720,2.3065,"2,080.76",0.2933,7.31,"1,395.63","10,474.60",35.51,2.69
19650,17225.93,2045.4,54.67,1.1347,45.88,15.88,74.02,720,2.331,"2,090.00",0.2948,7.81,"1,391.41","10,509.10",35.46,2.7
19550,17228.47,2039.31,54.76,1.1326,46.25,15.83,73.95,730,2.356,"2,088.35",0.2932,7.65,"1,409.62","10,504.40",35.54,2.74
19550,17209.43,2052.21,54.45,1.1352,47.27,16,73.49,730,2.3665,"2,066.48",0.2929,7.92,"1,422.97","10,428.00",35.67,2.75
19600,17141.75,2063.35,54.35,1.1383,46.87,16.09,73.46,730,2.35,"2,068.75",0.2974,7.48,"1,422.73","10,420.80",35.42,2.81
19600,16944.86,2035.56,54.65,1.1474,46.28,16.1,73.52,730,2.35,"2,075.08",0.2957,7.65,"1,429.03","10,495.90",35.45,2.81
19700,17079.08,2032.54,54.33,1.1378,46.69,15.9,73.47,730,2.36,"2,021.88",0.2966,7.58,"1,415.52","10,342.80",35.27,2.8
19350,17113.55,2038.83,54.24,1.1358,47.46,15.82,73.52,750,2.359,"2,033.47",0.2955,7.75,"1,421.63","10,403.70",35.16,2.79
19400,17082.29,2052.12,54.4,1.1282,49.51,15.78,72.62,750,2.3645,"2,033.13",0.2956,8.15,"1,415.55","10,377.20",35.33,2.78
19250,17054.69,2037.15,54.89,1.1235,49.69,15.68,71.43,750,2.4015,"2,031.73",0.2977,8.09,"1,421.61","10,385.50",35.63,2.79
19400,16904.17,2017.02,54.95,1.1269,48.11,16.03,72.29,765,2.43,"2,024.37",0.2974,7.68,"1,428.99","10,407.30",35.35,2.79
19600,16805.42,1985.69,55.14,1.1193,49,15.86,72.68,765,2.415,"1,996.47",0.2948,7.52,"1,413.00","10,259.50",35.76,2.82
19450,16774.02,1969.49,54.89,1.1196,46.2,15.62,76.7,765,2.382,"2,003.66",0.2987,7.44,"1,405.29","10,267.50",35.89,2.85
19200,16258.25,1931.08,55.2,1.1246,45.07,14.52,77.09,765,2.4085,"2,015.00",0.2993,7.24,"1,408.33","10,298.60",36.24,2.84
19300,16057.08,1941.85,55.18,1.1247,44.92,14.62,77.58,765,2.3515,"2,013.73",0.3018,7.48,"1,404.68","10,376.70",36.26,2.81
