Date_Y,Y,Date_Copper,Copper,Date_Rhodium,Rhodium,Date_SP,SP,Date_DJI_Date,DJI_Date,Date_Set,Set,Date_GBP_THB,GBP_THB,Date_USD_THB,USD_THB,Date_EURUSD,EURUSD,Oil_Date,Oil,Date_USATen,USATen
05-03-2021,26100,23-03-2021,4.14,02-02-2021,20290,29-01-2021,3778.05,29-01-2021,30553.91,17-12-2020,2128.61,03-08-2021,42.23,08-03-2021,30.52,08-03-2021,1.1922,23-03-2021,61.28,08-03-2021,1.597
05-01-2021,26050,22-03-2021,4.11,02-01-2021,19990,28-01-2021,3755.75,28-01-2021,30377.19,16-12-2020,2130.09,03-05-2021,42.27,05-03-2021,30.41,05-03-2021,1.1968,22-03-2021,61.55,05-03-2021,1.566
30-04-2021,26050,19-03-2021,4.06,29-01-2021,19290,27-01-2021,3836.83,27-01-2021,30893.78,15-12-2020,2097.63,03-04-2021,42.34,04-03-2021,30.34,04-03-2021,1.2063,19-03-2021,59.56,04-03-2021,1.486
29-04-2021,26350,18-03-2021,4.14,28-01-2021,18990,26-01-2021,3862.96,26-01-2021,30968.55,14-12-2020,2140.56,03-03-2021,42.21,03-03-2021,30.25,03-03-2021,1.2091,18-03-2021,64.42,03-03-2021,1.402
28-04-2021,26250,17-03-2021,4.06,27-01-2021,18990,25-01-2021,3851.68,25-01-2021,30989.85,12-09-2020,2144.31,03-02-2021,42.09,02-03-2021,30.23,02-03-2021,1.2049,17-03-2021,64.75,02-03-2021,1.424
27-04-2021,26350,16-03-2021,4.14,26-01-2021,19490,22-01-2021,3844.24,22-01-2021,31141.56,12-08-2020,2089.82,03-01-2021,42.46,01-03-2021,30.46,01-03-2021,1.2079,16-03-2021,65.33,01-03-2021,1.395
26-04-2021,26350,15-03-2021,4.16,25-01-2021,19990,21-01-2021,3857.46,21-01-2021,31198.01,12-04-2020,2077.41,26-02-2021,42.42,26-02-2021,30.24,26-02-2021,1.2176,15-03-2021,65.56,26-02-2021,1.529
23-04-2021,26500,03-12-2021,4.14,22-01-2021,20490,20-01-2021,3816.22,20-01-2021,31017.54,12-03-2020,2055.64,25-02-2021,42.46,25-02-2021,30.05,25-02-2021,1.2163,03-12-2021,65.96,25-02-2021,1.379
22-04-2021,26500,03-11-2021,4.04,21-01-2021,21490,19-01-2021,3781.88,19-01-2021,30887.42,12-02-2020,2041.46,24-02-2021,42.37,24-02-2021,30.03,24-02-2021,1.215,03-11-2021,64.7,24-02-2021,1.343
21-04-2021,26300,03-10-2021,4.01,20-01-2021,21890,15-01-2021,3788.73,15-01-2021,30926.77,12-01-2020,2044.07,23-02-2021,42.19,23-02-2021,30,23-02-2021,1.2155,03-10-2021,63.84,23-02-2021,1.369
20-04-2021,26050,03-09-2021,4.08,19-01-2021,21790,14-01-2021,3814.98,14-01-2021,31085.67,30-11-2020,2061.4,22-02-2021,42.02,22-02-2021,29.97,22-02-2021,1.2117,03-09-2021,64.73,22-02-2021,1.363
19-04-2021,26150,03-08-2021,4.12,18-01-2021,21590,13-01-2021,3802.23,13-01-2021,31084.88,27-11-2020,2070.07,19-02-2021,41.94,19-02-2021,30.01,19-02-2021,1.2091,03-08-2021,66.68,19-02-2021,1.292
16-04-2021,25950,03-05-2021,3.95,15-01-2021,21190,01-12-2021,3801.62,01-12-2021,31015.01,26-11-2020,2063.16,18-02-2021,41.58,18-02-2021,30,18-02-2021,1.2037,03-05-2021,64.16,18-02-2021,1.274
15-04-2021,25650,03-04-2021,4.11,14-01-2021,20590,01-11-2021,3803.14,01-11-2021,31015.37,25-11-2020,2056.58,17-02-2021,41.64,17-02-2021,29.95,17-02-2021,1.2107,03-04-2021,61.08,17-02-2021,1.329
14-04-2021,25900,03-03-2021,4.21,13-01-2021,20190,01-08-2021,3815.05,01-08-2021,31069.58,24-11-2020,2078.14,16-02-2021,41.56,16-02-2021,29.9,16-02-2021,1.213,03-03-2021,59.55,16-02-2021,1.25
13-04-2021,25750,03-02-2021,4.1,01-12-2021,19190,01-07-2021,3764.71,01-07-2021,30901.18,23-11-2020,2025.43,15-02-2021,41.4,15-02-2021,29.89,15-02-2021,1.2123,03-02-2021,60.23,15-02-2021,1.25
04-12-2021,25850,03-01-2021,4.11,01-11-2021,18940,01-06-2021,3712.2,01-06-2021,30362.78,20-11-2020,1979.88,02-12-2021,41.27,12-02-2021,29.87,12-02-2021,1.213,03-01-2021,61.95,12-02-2021,1.163
04-10-2021,25850,26-02-2021,4.21,01-08-2021,18840,01-05-2021,3698.02,01-05-2021,30204.25,19-11-2020,1974.06,02-11-2021,41.36,11-02-2021,29.91,11-02-2021,1.2118,26-02-2021,63.46,11-02-2021,1.147
04-09-2021,26000,25-02-2021,4.32,01-07-2021,18690,01-04-2021,3764.61,01-04-2021,30627.47,18-11-2020,1944.43,02-10-2021,41.32,10-02-2021,29.92,10-02-2021,1.2119,25-02-2021,63.39,10-02-2021,1.164
04-08-2021,25700,24-02-2021,4.21,01-06-2021,18490,31-12-2020,3733.27,31-12-2020,30417.64,17-11-2020,1964.58,02-09-2021,41.19,09-02-2021,29.99,09-02-2021,1.2048,24-02-2021,61.29,09-02-2021,1.164
04-07-2021,25650,23-02-2021,4.15,01-05-2021,17790,30-12-2020,3736.19,30-12-2020,30415.09,16-11-2020,1972.2,02-08-2021,41.31,08-02-2021,30.08,08-02-2021,1.2042,23-02-2021,62.16,08-02-2021,1.172
04-06-2021,25600,22-02-2021,4.08,01-04-2021,17290,29-12-2020,3750.01,29-12-2020,30492.07,13-11-2020,1921.36,02-05-2021,41.15,05-02-2021,30.09,05-02-2021,1.1964,22-02-2021,58.88,05-02-2021,1.138
04-05-2021,25500,19-02-2021,3.91,31-12-2020,16990,28-12-2020,3723.03,28-12-2020,30283.23,11-12-2020,1942.09,02-04-2021,40.97,04-02-2021,30.02,04-02-2021,1.2033,19-02-2021,60.2,04-02-2021,1.143
04-03-2021,25450,18-02-2021,3.83,30-12-2020,16790,24-12-2020,3694.03,24-12-2020,30155.92,11-11-2020,1965.49,02-03-2021,41.01,03-02-2021,30.01,03-02-2021,1.2044,18-02-2021,61.68,03-02-2021,1.108
04-02-2021,25450,17-02-2021,3.83,29-12-2020,16640,23-12-2020,3693.42,23-12-2020,30046.73,11-10-2020,1919.55,02-02-2021,40.98,02-02-2021,29.99,02-02-2021,1.2059,17-02-2021,60.24,02-02-2021,1.083
04-01-2021,25200,16-02-2021,3.8,24-12-2020,16640,22-12-2020,3698.08,22-12-2020,30200.2,11-09-2020,1825.6,02-01-2021,40.96,01-02-2021,29.88,01-02-2021,1.214,16-02-2021,59.98,01-02-2021,1.071
31-03-2021,24900,15-02-2021,3.8,23-12-2020,16640,21-12-2020,3684.28,21-12-2020,30159,11-06-2020,1797.6,29-01-2021,41.13,29-01-2021,29.98,29-01-2021,1.2121,15-02-2021,60.36,29-01-2021,1.048
30-03-2021,25200,14-02-2021,3.8,22-12-2020,16640,18-12-2020,3722.39,18-12-2020,30314.26,11-05-2020,1744.58,28-01-2021,41.06,28-01-2021,30.01,28-01-2021,1.2109,14-02-2021,60.01,28-01-2021,1.023
29-03-2021,25450,02-12-2021,3.77,21-12-2020,16640,17-12-2020,3713.65,17-12-2020,30216,11-04-2020,1728.68,27-01-2021,41.14,27-01-2021,29.97,27-01-2021,1.216,02-12-2021,57.94,27-01-2021,1.04
26-03-2021,25450,02-11-2021,3.75,18-12-2020,16540,16-12-2020,3696.25,16-12-2020,30191.38,11-03-2020,1705.45,26-01-2021,40.99,26-01-2021,29.99,26-01-2021,1.2138,02-11-2021,58.4,26-01-2021,1.043
25-03-2021,25400,02-10-2021,3.72,17-12-2020,16490,15-12-2020,3666.41,15-12-2020,29919.09,11-02-2020,1684.88,25-01-2021,41.01,25-01-2021,29.99,25-01-2021,1.2168,02-10-2021,58.45,25-01-2021,1.096
24-03-2021,25300,02-09-2021,3.68,16-12-2020,16390,14-12-2020,3675.27,14-12-2020,30123.91,30-10-2020,1697.35,22-01-2021,41.1,22-01-2021,29.93,22-01-2021,1.2164,02-09-2021,58.11,22-01-2021,1.113
23-03-2021,25300,02-08-2021,3.65,15-12-2020,16390,12-11-2020,3656.08,12-11-2020,29988.21,29-10-2020,1691.7,21-01-2021,40.94,21-01-2021,29.97,21-01-2021,1.2106,02-08-2021,57.06,21-01-2021,1.085
22-03-2021,25300,02-05-2021,3.56,14-12-2020,16340,12-10-2020,3659.13,12-10-2020,30032.55,28-10-2020,1704.34,20-01-2021,40.9,20-01-2021,29.99,20-01-2021,1.2127,02-05-2021,56.46,20-01-2021,1.1
19-03-2021,25250,02-04-2021,3.57,12-11-2020,16290,12-09-2020,3705.98,12-09-2020,30229.81,27-10-2020,1692.6,19-01-2021,40.94,19-01-2021,30.12,19-01-2021,1.2078,02-04-2021,55.96,19-01-2021,1.102
18-03-2021,25350,02-03-2021,3.51,12-10-2020,16240,12-08-2020,3683.05,12-08-2020,29997.95,26-10-2020,1714.47,18-01-2021,40.89,18-01-2021,30.07,18-01-2021,1.2085,02-03-2021,55.05,18-01-2021,1.099
17-03-2021,25150,02-02-2021,3.53,12-09-2020,16240,12-07-2020,3694.73,12-07-2020,30233.03,22-10-2020,1716.16,15-01-2021,41.05,15-01-2021,29.99,15-01-2021,1.2155,02-02-2021,53.48,15-01-2021,1.128
16-03-2021,25100,02-01-2021,3.55,12-08-2020,16190,12-04-2020,3670.94,12-04-2020,29989.56,21-10-2020,1720.6,14-01-2021,40.96,14-01-2021,30.02,14-01-2021,1.2157,02-01-2021,51.99,14-01-2021,1.085
15-03-2021,25050,29-01-2021,3.58,12-07-2020,16190,12-03-2020,3668.28,12-03-2020,29920.83,20-10-2020,1701.93,13-01-2021,41.06,13-01-2021,30.05,13-01-2021,1.2208,29-01-2021,52.15,13-01-2021,1.117
03-12-2021,24850,28-01-2021,3.54,12-04-2020,16190,12-02-2020,3653.78,12-02-2020,29695.09,19-10-2020,1725.75,01-12-2021,40.75,12-01-2021,30.15,12-01-2021,1.2152,28-01-2021,52.65,12-01-2021,1.146
03-11-2021,25000,27-01-2021,3.62,12-03-2020,16090,12-01-2020,3645.87,12-01-2020,29797.5,16-10-2020,1761.68,01-11-2021,40.88,11-01-2021,30.11,11-01-2021,1.2217,27-01-2021,52.76,11-01-2021,1.107
03-10-2021,24850,26-01-2021,3.63,12-02-2020,16090,30-11-2020,3634.18,30-11-2020,29854.51,15-10-2020,1772.64,01-08-2021,40.81,08-01-2021,30.05,08-01-2021,1.2273,26-01-2021,52.91,08-01-2021,1.079
03-09-2021,24600,25-01-2021,3.62,12-01-2020,16090,27-11-2020,3638.55,27-11-2020,29911.33,14-10-2020,1797.64,01-07-2021,40.74,07-01-2021,29.94,07-01-2021,1.2327,25-01-2021,52.17,07-01-2021,1.037
03-08-2021,24700,22-01-2021,3.65,30-11-2020,16090,25-11-2020,3635.5,25-11-2020,30058.87,10-12-2020,1800.14,01-06-2021,40.76,06-01-2021,29.92,06-01-2021,1.2296,22-01-2021,53.1,06-01-2021,0.95
03-06-2021,24550,21-01-2021,3.64,27-11-2020,16090,24-11-2020,3594.52,24-11-2020,29746.11,10-09-2020,1814.99,01-05-2021,40.61,05-01-2021,29.9,05-01-2021,1.2247,21-01-2021,52.93,05-01-2021,0.922
03-05-2021,24400,20-01-2021,3.63,26-11-2020,16090,23-11-2020,3566.82,23-11-2020,29332.82,10-08-2020,1801.8,01-04-2021,41,04-01-2021,29.99,04-01-2021,1.2231,20-01-2021,53.13,04-01-2021,0.93
03-04-2021,24600,19-01-2021,3.59,25-11-2020,16090,20-11-2020,3579.31,20-11-2020,29437.57,10-07-2020,1764.96,01-01-2021,41.09,01-01-2021,30.01,01-01-2021,1.2216,19-01-2021,52,31-12-2020,0.927
03-03-2021,24800,18-01-2021,3.58,24-11-2020,16090,19-11-2020,3559.41,19-11-2020,29370.92,10-06-2020,1771.57,31-12-2020,40.8,31-12-2020,29.94,31-12-2020,1.2298,18-01-2021,52.2,30-12-2020,0.935
03-02-2021,24550,17-01-2021,3.6,23-11-2020,16090,18-11-2020,3612.09,18-11-2020,29875.4,10-05-2020,1760.52,30-12-2020,40.59,30-12-2020,30.06,30-12-2020,1.2248,17-01-2021,52.09,29-12-2020,0.936
03-01-2021,25100,15-01-2021,3.67,20-11-2020,15890,17-11-2020,3610.31,17-11-2020,29800.15,10-02-2020,1763.51,29-12-2020,40.59,29-12-2020,30.18,29-12-2020,1.2217,15-01-2021,53.8,28-12-2020,0.94
26-02-2021,25350,14-01-2021,3.61,19-11-2020,15440,16-11-2020,3600.16,16-11-2020,29672.36,10-01-2020,1765.03,28-12-2020,40.67,28-12-2020,30.03,28-12-2020,1.2202,14-01-2021,52.84,24-12-2020,0.951
25-02-2021,25500,13-01-2021,3.65,18-11-2020,15090,13-11-2020,3552.57,13-11-2020,29203.9,30-09-2020,1788.92,25-12-2020,40.68,25-12-2020,30.02,25-12-2020,1.2186,13-01-2021,53.31,23-12-2020,0.918
24-02-2021,25650,01-12-2021,3.56,17-11-2020,14790,11-12-2020,3562.67,11-12-2020,29231.91,29-09-2020,1803.62,24-12-2020,40.77,24-12-2020,30.2,24-12-2020,1.2188,01-12-2021,52.18,22-12-2020,0.935
23-02-2021,25600,01-11-2021,3.69,16-11-2020,14690,11-11-2020,3563.22,11-11-2020,29524.35,28-09-2020,1774.8,23-12-2020,40.37,23-12-2020,30.22,23-12-2020,1.2163,01-11-2021,52.58,21-12-2020,0.938
22-02-2021,25300,01-08-2021,3.71,13-11-2020,14690,11-10-2020,3543.26,11-10-2020,29254.17,25-09-2020,1774.57,22-12-2020,40.49,22-12-2020,30.09,22-12-2020,1.2244,01-08-2021,50.93,18-12-2020,0.931
19-02-2021,25100,01-07-2021,3.66,11-12-2020,14890,11-09-2020,3583.04,11-09-2020,29467.9,24-09-2020,1784.38,21-12-2020,40.2,21-12-2020,29.83,21-12-2020,1.2242,01-07-2021,50.53,17-12-2020,0.92
18-02-2021,25250,01-06-2021,3.65,11-11-2020,14990,11-06-2020,3508.34,11-06-2020,28399.13,23-09-2020,1814.66,18-12-2020,40.46,18-12-2020,29.79,18-12-2020,1.2268,01-06-2021,49.82,16-12-2020,0.911
17-02-2021,25400,01-05-2021,3.56,11-10-2020,14990,11-05-2020,3485.74,11-05-2020,28083.37,22-09-2020,1817.17,17-12-2020,40.57,17-12-2020,30.03,17-12-2020,1.2199,01-05-2021,47.38,15-12-2020,0.898
16-02-2021,25700,01-04-2021,3.53,11-09-2020,14690,11-04-2020,3406.46,11-04-2020,27512.83,21-09-2020,1855.58,16-12-2020,40.45,16-12-2020,30.05,16-12-2020,1.2152,01-04-2021,48.4,14-12-2020,0.911
15-02-2021,25750,01-01-2021,3.52,11-06-2020,14590,11-03-2020,3336.25,11-03-2020,27138.69,18-09-2020,1847.44,15-12-2020,40.12,15-12-2020,30.1,15-12-2020,1.2143,31-12-2020,48.35,11-12-2020,0.91
02-12-2021,25750,31-12-2020,3.54,11-05-2020,13990,11-02-2020,3296.2,11-02-2020,26691.28,17-09-2020,1849.75,14-12-2020,39.96,14-12-2020,30.08,14-12-2020,1.2131,30-12-2020,48.13,10-12-2020,0.926
02-11-2021,25950,30-12-2020,3.55,11-04-2020,13990,30-10-2020,3293.59,30-10-2020,26572.27,16-09-2020,1846.75,12-11-2020,39.99,11-12-2020,30.07,11-12-2020,1.2137,29-12-2020,47.72,09-12-2020,0.931
02-10-2021,25950,29-12-2020,3.58,11-03-2020,13690,29-10-2020,3277.17,29-10-2020,26480.98,15-09-2020,1832.4,12-10-2020,40.33,10-12-2020,30.08,10-12-2020,1.2083,28-12-2020,48.23,08-12-2020,0.928
02-09-2021,25950,28-12-2020,3.58,11-02-2020,13390,28-10-2020,3342.48,28-10-2020,27102.14,14-09-2020,1846.24,12-09-2020,40.11,09-12-2020,30.04,09-12-2020,1.2103,24-12-2020,48.09,07-12-2020,0.974
02-08-2021,25700,24-12-2020,3.55,30-10-2020,13490,27-10-2020,3403.15,27-10-2020,27651.18,09-11-2020,1852.3,12-08-2020,40.35,08-12-2020,30.16,08-12-2020,1.2109,23-12-2020,46.79,04-12-2020,0.91
02-06-2021,25700,23-12-2020,3.51,29-10-2020,13890,26-10-2020,3441.42,26-10-2020,28185.82,09-10-2020,1861.16,12-07-2020,40.59,07-12-2020,30.19,07-12-2020,1.2128,22-12-2020,47.93,03-12-2020,0.936
02-05-2021,25550,22-12-2020,3.58,28-10-2020,14390,23-10-2020,3464.9,23-10-2020,28409.65,09-09-2020,1836.9,12-04-2020,40.59,04-12-2020,30.19,04-12-2020,1.2142,21-12-2020,48.54,02-12-2020,0.923
02-04-2021,25900,21-12-2020,3.63,27-10-2020,14390,22-10-2020,3438.5,22-10-2020,28197.42,09-08-2020,1879.07,12-03-2020,40.36,03-12-2020,30.21,03-12-2020,1.2115,18-12-2020,48.43,01-12-2020,0.847
02-03-2021,26100,18-12-2020,3.6,26-10-2020,14540,21-10-2020,3439.91,21-10-2020,28270.66,09-03-2020,1900.53,12-02-2020,40.62,02-12-2020,30.25,02-12-2020,1.207,17-12-2020,47.85,30-11-2020,0.845
02-02-2021,26300,17-12-2020,3.56,23-10-2020,14640,20-10-2020,3439.38,20-10-2020,28245.85,09-02-2020,1877.91,12-01-2020,40.36,01-12-2020,30.28,01-12-2020,1.1928,16-12-2020,47.6,27-11-2020,0.859
02-01-2021,26150,16-12-2020,3.54,22-10-2020,14690,19-10-2020,3493.66,19-10-2020,28633.55,09-01-2020,1892.41,30-11-2020,40.39,30-11-2020,30.34,30-11-2020,1.1957,15-12-2020,46.99,26-11-2020,0.855
29-01-2021,26100,15-12-2020,3.5,21-10-2020,14640,16-10-2020,3493.5,16-10-2020,28570.72,31-08-2020,1919.92,27-11-2020,40.46,27-11-2020,30.29,27-11-2020,1.1914,14-12-2020,46.73,25-11-2020,0.887
28-01-2021,26050,14-12-2020,3.54,20-10-2020,13990,15-10-2020,3453.72,15-10-2020,28323.4,28-08-2020,1932.3,26-11-2020,40.52,26-11-2020,30.29,26-11-2020,1.1916,12-11-2020,46.97,24-11-2020,0.872
27-01-2021,26100,12-11-2020,3.6,19-10-2020,13790,14-10-2020,3515.47,14-10-2020,28731.3,27-08-2020,1911.66,25-11-2020,40.54,25-11-2020,30.34,25-11-2020,1.1891,12-10-2020,45.69,23-11-2020,0.832
26-01-2021,26250,12-10-2020,3.49,16-10-2020,13840,13-10-2020,3534.01,13-10-2020,28764.95,26-08-2020,1906.69,24-11-2020,40.45,24-11-2020,30.35,24-11-2020,1.1842,12-09-2020,45.6,20-11-2020,0.82
25-01-2021,26250,12-09-2020,3.5,15-10-2020,13890,10-12-2020,3500.02,10-12-2020,28671.12,25-08-2020,1917.78,23-11-2020,40.19,23-11-2020,30.3,23-11-2020,1.1853,12-08-2020,45.66,19-11-2020,0.86
22-01-2021,26350,12-08-2020,3.49,14-10-2020,13890,10-09-2020,3459.67,10-09-2020,28533.61,24-08-2020,1884.85,20-11-2020,40.28,20-11-2020,30.37,20-11-2020,1.1875,12-07-2020,46.15,18-11-2020,0.862
21-01-2021,26400,12-07-2020,3.53,13-10-2020,13890,10-08-2020,3434.28,10-08-2020,28348.86,21-08-2020,1887.73,19-11-2020,40.24,19-11-2020,30.31,19-11-2020,1.1853,12-04-2020,45.64,17-11-2020,0.905
20-01-2021,26150,12-04-2020,3.48,10-12-2020,13490,10-07-2020,3384.56,10-07-2020,27971.36,20-08-2020,1874.75,18-11-2020,39.96,18-11-2020,30.16,18-11-2020,1.1863,12-03-2020,44.99,16-11-2020,0.9
19-01-2021,26150,12-03-2020,3.48,10-09-2020,13090,10-06-2020,3408.74,10-06-2020,28214.24,19-08-2020,1933.46,17-11-2020,39.85,17-11-2020,30.2,17-11-2020,1.1852,12-02-2020,44.38,13-11-2020,0.885
18-01-2021,25950,12-02-2020,3.48,10-08-2020,13390,10-05-2020,3367.27,10-05-2020,27825.42,18-08-2020,1916.49,16-11-2020,39.78,16-11-2020,30.17,16-11-2020,1.1829,12-01-2020,45.08,12-11-2020,0.952
15-01-2021,26200,12-01-2020,3.46,10-07-2020,13590,10-02-2020,3338.94,10-02-2020,27536.39,17-08-2020,1928.38,13-11-2020,39.66,13-11-2020,30.22,13-11-2020,1.1805,30-11-2020,45.34,11-11-2020,0.977
14-01-2021,26150,30-11-2020,3.42,10-06-2020,13790,10-01-2020,3385.87,10-01-2020,27940.63,14-08-2020,1950.88,11-12-2020,40.12,12-11-2020,30.33,12-11-2020,1.1777,27-11-2020,45.9,10-11-2020,0.927
13-01-2021,26350,27-11-2020,3.35,10-05-2020,13990,30-09-2020,3341.21,30-09-2020,27514.64,13-08-2020,1954.36,11-11-2020,40.25,11-11-2020,30.36,11-11-2020,1.181,26-11-2020,45.77,09-11-2020,0.83
01-12-2021,26300,26-11-2020,3.31,10-02-2020,13990,29-09-2020,3350.92,29-09-2020,27560.24,08-11-2020,1928.28,11-10-2020,40.27,10-11-2020,30.58,10-11-2020,1.1812,25-11-2020,44.82,06-11-2020,0.763
01-11-2021,26050,25-11-2020,3.32,10-01-2020,13990,28-09-2020,3333.9,28-09-2020,27362.14,08-10-2020,1917.17,11-09-2020,40.33,09-11-2020,30.63,09-11-2020,1.1882,24-11-2020,42.84,05-11-2020,0.756
01-09-2021,26350,24-11-2020,3.27,30-09-2020,13890,25-09-2020,3236.66,25-09-2020,26694.51,08-07-2020,1924.55,11-06-2020,40.45,06-11-2020,30.76,06-11-2020,1.1826,23-11-2020,42.46,04-11-2020,0.928
01-08-2021,27150,23-11-2020,3.3,29-09-2020,13690,24-09-2020,3226.14,24-09-2020,26716.09,08-06-2020,1928.96,11-05-2020,40.26,05-11-2020,30.99,05-11-2020,1.1725,20-11-2020,41.7,03-11-2020,0.852
01-07-2021,27100,20-11-2020,3.21,28-09-2020,13690,23-09-2020,3320.11,23-09-2020,27413.6,08-05-2020,1928.93,11-04-2020,40.54,04-11-2020,31.03,04-11-2020,1.1715,19-11-2020,41.61,02-11-2020,0.855
01-06-2021,27500,19-11-2020,3.2,25-09-2020,13740,22-09-2020,3295.75,22-09-2020,27170.34,08-04-2020,1920.4,11-03-2020,40.2,03-11-2020,31.12,03-11-2020,1.164,18-11-2020,41.35,30-10-2020,0.831
01-05-2021,27300,18-11-2020,3.21,24-09-2020,13890,21-09-2020,3285.57,21-09-2020,27484.71,08-03-2020,1914.29,11-02-2020,40.34,02-11-2020,31.16,02-11-2020,1.1658,17-11-2020,41.44,29-10-2020,0.779
01-04-2021,27050,17-11-2020,3.23,23-09-2020,13990,18-09-2020,3357.38,18-09-2020,27864.87,31-07-2020,1897.63,30-10-2020,40.36,30-10-2020,31.22,30-10-2020,1.1674,16-11-2020,40.17,28-10-2020,0.766
01-02-2021,26850,16-11-2020,3.2,22-09-2020,14190,17-09-2020,3346.86,17-09-2020,27834.18,30-07-2020,1947.55,29-10-2020,40.58,29-10-2020,31.27,29-10-2020,1.1746,13-11-2020,40.94,27-10-2020,0.794
01-01-2021,26850,13-11-2020,3.14,21-09-2020,14190,16-09-2020,3411.23,16-09-2020,28031.69,29-07-2020,1953.62,28-10-2020,40.72,28-10-2020,31.23,28-10-2020,1.1796,11-12-2020,41.47,26-10-2020,0.828
31-12-2020,26750,11-12-2020,3.13,18-09-2020,14290,15-09-2020,3407.73,15-09-2020,28139.76,24-07-2020,1959.04,27-10-2020,40.72,27-10-2020,31.27,27-10-2020,1.181,11-11-2020,41.79,23-10-2020,0.858
30-12-2020,26650,11-11-2020,3.16,17-09-2020,14490,14-09-2020,3363.56,14-09-2020,27718.74,23-07-2020,1975.32,26-10-2020,40.87,26-10-2020,31.32,26-10-2020,1.1858,11-10-2020,39.91,22-10-2020,0.814
29-12-2020,26650,11-10-2020,3.16,16-09-2020,14490,09-11-2020,3352.7,09-11-2020,27613.86,22-07-2020,2015.03,23-10-2020,40.97,23-10-2020,31.31,23-10-2020,1.1819,11-09-2020,37.34,21-10-2020,0.799
28-12-2020,26900,11-09-2020,3.16,15-09-2020,14390,09-10-2020,3412.56,09-10-2020,28022.51,21-07-2020,1994.14,22-10-2020,41,22-10-2020,31.19,22-10-2020,1.1862,11-06-2020,38.54,20-10-2020,0.769
25-12-2020,26650,11-06-2020,3.11,14-09-2020,13690,09-09-2020,3369.82,09-09-2020,27711.71,20-07-2020,1979.63,21-10-2020,40.45,21-10-2020,31.23,21-10-2020,1.1822,11-05-2020,39.17,19-10-2020,0.759
24-12-2020,26750,11-05-2020,3.1,09-11-2020,13290,09-08-2020,3371.88,09-08-2020,27925.23,17-07-2020,1971.05,20-10-2020,40.41,20-10-2020,31.2,20-10-2020,1.1769,11-04-2020,38.15,16-10-2020,0.736
23-12-2020,26550,11-04-2020,3.11,09-10-2020,13290,09-04-2020,3453.6,09-04-2020,28341.05,16-07-2020,1974.46,19-10-2020,40.27,19-10-2020,31.18,19-10-2020,1.1722,11-03-2020,37.03,15-10-2020,0.724
22-12-2020,26700,11-03-2020,3.09,09-09-2020,13290,09-03-2020,3564.74,09-03-2020,29090.7,15-07-2020,1970.38,16-10-2020,40.31,16-10-2020,31.22,16-10-2020,1.1708,11-02-2020,35.24,14-10-2020,0.73
21-12-2020,26800,11-02-2020,3.06,09-08-2020,13290,09-02-2020,3543.76,09-02-2020,28736.79,14-07-2020,1936.66,15-10-2020,40.51,15-10-2020,31.15,15-10-2020,1.1747,30-10-2020,36.07,13-10-2020,0.76
18-12-2020,26450,30-10-2020,3.07,09-07-2020,13290,09-01-2020,3507.44,09-01-2020,28439.61,13-07-2020,1986.13,14-10-2020,40.44,14-10-2020,31.27,14-10-2020,1.1746,29-10-2020,37.39,12-10-2020,0.764
17-12-2020,26350,29-10-2020,3.08,09-04-2020,13290,31-08-2020,3509.73,31-08-2020,28643.66,07-10-2020,1981.91,13-10-2020,40.72,13-10-2020,31.16,13-10-2020,1.1813,28-10-2020,38.97,09-10-2020,0.777
16-12-2020,26250,28-10-2020,3.09,09-03-2020,12990,28-08-2020,3494.69,28-08-2020,28601.29,07-09-2020,2000.28,10-12-2020,40.43,12-10-2020,31.04,12-10-2020,1.1819,27-10-2020,38.59,08-10-2020,0.78
15-12-2020,26000,27-10-2020,3.09,09-02-2020,12390,27-08-2020,3485.14,27-08-2020,28384.07,07-08-2020,2009.07,10-09-2020,40.36,09-10-2020,31.21,09-10-2020,1.1759,26-10-2020,39.69,07-10-2020,0.74
14-12-2020,26100,26-10-2020,3.14,09-01-2020,12190,26-08-2020,3449.97,26-08-2020,28257.88,07-07-2020,2040.23,10-08-2020,40.36,08-10-2020,31.24,08-10-2020,1.1762,23-10-2020,40.61,06-10-2020,0.775
12-11-2020,26050,23-10-2020,3.16,28-08-2020,12190,25-08-2020,3435.95,25-08-2020,28347.42,07-03-2020,2023.1,10-07-2020,40.23,07-10-2020,31.25,07-10-2020,1.1735,22-10-2020,40.04,05-10-2020,0.71
12-10-2020,26150,22-10-2020,3.2,27-08-2020,12190,24-08-2020,3418.09,24-08-2020,28077.58,07-02-2020,1989.75,10-06-2020,40.63,06-10-2020,31.3,06-10-2020,1.1782,21-10-2020,41.22,02-10-2020,0.682
12-09-2020,26450,21-10-2020,3.14,26-08-2020,12290,21-08-2020,3386.01,21-08-2020,27758.13,07-01-2020,1969.63,10-05-2020,40.84,05-10-2020,31.58,05-10-2020,1.1716,20-10-2020,40.65,01-10-2020,0.689
12-08-2020,26500,20-10-2020,3.08,25-08-2020,12390,20-08-2020,3360.48,20-08-2020,27622.68,30-06-2020,1968.84,10-02-2020,40.69,02-10-2020,31.56,02-10-2020,1.1748,19-10-2020,40.69,30-09-2020,0.651
