Date_Y,Y,Date_Copper,Copper,Date_Rhodium,Rhodium,Date_SP,SP,Date_DJI_Date,DJI_Date,Date_Set,Set,Date_GBP_THB,GBP_THB,Date_USD_THB,USD_THB,Date_EURUSD,EURUSD,Oil_Date,Oil,Date_USATen,USATen
28-12-2023,33700,29-12-2023,3.91,29-12-2023,4415,29-12-2023,4782.88,29-12-2023,37701.63,28-12-2023,1935.13,29-12-2023,43.63,29-12-2023,34.27,29-12-2023,1.1061,29-12-2023,71.99,29-12-2023,3.844
27-12-2023,33650,28-12-2023,3.96,28-12-2023,4415,28-12-2023,4786.44,28-12-2023,37661.52,27-12-2023,1943.01,28-12-2023,43.94,28-12-2023,34.35,28-12-2023,1.1107,28-12-2023,73.8,28-12-2023,3.8
26-12-2023,33700,27-12-2023,3.9,27-12-2023,4415,27-12-2023,4773.45,27-12-2023,37518.62,26-12-2023,1934.81,27-12-2023,43.96,27-12-2023,34.56,27-12-2023,1.1043,27-12-2023,75.32,27-12-2023,3.9
25-12-2023,33600,26-12-2023,3.91,22-12-2023,4415,26-12-2023,4758.86,26-12-2023,37405.9,25-12-2023,1929.47,26-12-2023,43.92,26-12-2023,34.61,26-12-2023,1.101,26-12-2023,73.56,26-12-2023,3.901
22-12-2023,33550,25-12-2023,3.9,21-12-2023,4415,22-12-2023,4753.92,22-12-2023,37349.27,22-12-2023,1932.66,25-12-2023,43.95,25-12-2023,34.6,25-12-2023,1.1017,25-12-2023,73.49,25-12-2023,3.905
21-12-2023,33600,22-12-2023,3.93,20-12-2023,4415,21-12-2023,4724.29,21-12-2023,37264.53,21-12-2023,1915.79,22-12-2023,44.15,22-12-2023,34.8,22-12-2023,1.101,22-12-2023,73.91,22-12-2023,3.888
20-12-2023,33550,21-12-2023,3.88,19-12-2023,4415,20-12-2023,4764.73,20-12-2023,37520.13,20-12-2023,1923.3,21-12-2023,44.21,21-12-2023,34.99,21-12-2023,1.0941,21-12-2023,73.81,21-12-2023,3.864
13-01-2023,29700,20-12-2023,3.91,18-12-2023,4415,19-12-2023,4743.72,19-12-2023,37311.82,19-12-2023,1917.71,20-12-2023,44.36,20-12-2023,34.84,20-12-2023,1.098,20-12-2023,74.06,20-12-2023,3.924
16-01-2023,29750,19-12-2023,3.85,15-12-2023,4390,18-12-2023,4725.58,18-12-2023,37323.65,18-12-2023,1903.88,19-12-2023,44.22,19-12-2023,34.98,19-12-2023,1.0924,19-12-2023,72.48,19-12-2023,3.93
17-01-2023,29900,18-12-2023,3.88,14-12-2023,4390,15-12-2023,4714.23,15-12-2023,37194.5,15-12-2023,1900.63,18-12-2023,44.24,18-12-2023,34.89,18-12-2023,1.0903,18-12-2023,71.68,18-12-2023,3.931
18-01-2023,29750,15-12-2023,3.87,13-12-2023,4390,14-12-2023,4721.04,14-12-2023,37115.63,14-12-2023,1879.76,15-12-2023,44.53,15-12-2023,34.88,15-12-2023,1.0994,15-12-2023,71.61,15-12-2023,3.93
19-12-2023,33450,14-12-2023,3.84,12-12-2023,4390,13-12-2023,4646.2,13-12-2023,36580.03,13-12-2023,1877.01,14-12-2023,44.54,14-12-2023,35.34,14-12-2023,1.0874,14-12-2023,69.85,14-12-2023,4.016
18-12-2023,33350,13-12-2023,3.79,12-11-2023,4390,12-12-2023,4618.3,12-12-2023,36442.1,12-12-2023,1894.51,13-12-2023,44.85,13-12-2023,35.7,13-12-2023,1.0793,13-12-2023,68.73,13-12-2023,4.202
15-12-2023,33500,12-12-2023,3.79,12-08-2023,4390,12-11-2023,4593.39,12-11-2023,36274.85,12-08-2023,1890.08,12-12-2023,44.87,12-12-2023,35.75,12-12-2023,1.0762,12-12-2023,71.43,12-12-2023,4.239
14-12-2023,33700,12-11-2023,3.83,12-07-2023,4390,12-08-2023,4576.2,12-08-2023,36084.82,12-07-2023,1891.25,12-11-2023,44.57,11-12-2023,35.54,11-12-2023,1.0762,12-11-2023,71.15,11-12-2023,4.241
13-12-2023,33450,12-08-2023,3.8,12-06-2023,4390,12-07-2023,4568.84,12-07-2023,36124.17,12-06-2023,1894.83,12-08-2023,44.23,08-12-2023,35.14,08-12-2023,1.0794,12-08-2023,69.76,08-12-2023,4.153
12-12-2023,33400,12-07-2023,3.73,12-05-2023,4390,12-06-2023,4586.23,12-06-2023,36183.73,12-04-2023,1883.33,12-07-2023,44.16,07-12-2023,35.16,07-12-2023,1.0769,12-07-2023,69.28,07-12-2023,4.11
12-11-2023,33700,12-06-2023,3.79,12-04-2023,4390,12-05-2023,4557.25,12-05-2023,36097.44,12-01-2023,1891.07,12-06-2023,44.37,06-12-2023,35.24,06-12-2023,1.0793,12-06-2023,72.1,06-12-2023,4.173
12-09-2023,33650,12-05-2023,3.83,12-01-2023,4390,12-04-2023,4564.37,12-04-2023,36039.24,30-11-2023,1903.87,12-05-2023,44.53,05-12-2023,35.25,05-12-2023,1.0836,12-05-2023,73.3,05-12-2023,4.255
12-08-2023,33750,12-04-2023,3.92,30-11-2023,4490,12-01-2023,4559.43,12-01-2023,35914.45,29-11-2023,1925.45,12-04-2023,44.35,04-12-2023,34.91,04-12-2023,1.0887,12-04-2023,74.58,04-12-2023,4.22
12-07-2023,33700,12-01-2023,3.86,29-11-2023,4490,30-11-2023,4554.87,30-11-2023,35596.57,28-11-2023,1916.97,12-01-2023,44.59,01-12-2023,35.29,01-12-2023,1.0887,12-01-2023,75.59,01-12-2023,4.321
12-06-2023,33600,30-11-2023,3.84,28-11-2023,4490,29-11-2023,4571.84,29-11-2023,35436.8,27-11-2023,1904,30-11-2023,44.22,30-11-2023,34.83,30-11-2023,1.0971,30-11-2023,77.75,30-11-2023,4.267
12-05-2023,33900,29-11-2023,3.85,27-11-2023,4490,28-11-2023,4545.55,28-11-2023,35332.13,24-11-2023,1924.1,29-11-2023,44.11,29-11-2023,34.77,29-11-2023,1.0992,29-11-2023,76.56,29-11-2023,4.319
12-04-2023,34200,28-11-2023,3.79,24-11-2023,4390,27-11-2023,4554.86,27-11-2023,35376.44,23-11-2023,1937.49,28-11-2023,44.3,28-11-2023,35.07,28-11-2023,1.0954,28-11-2023,75.07,28-11-2023,4.402
12-01-2023,33900,27-11-2023,3.82,23-11-2023,4340,24-11-2023,4555.84,24-11-2023,35299.9,22-11-2023,1947.54,27-11-2023,44.49,27-11-2023,35.4,27-11-2023,1.0937,27-11-2023,75.31,27-11-2023,4.492
30-11-2023,33650,24-11-2023,3.82,22-11-2023,4340,22-11-2023,4553.04,22-11-2023,35189.33,21-11-2023,1957.26,24-11-2023,44.2,24-11-2023,35.25,24-11-2023,1.0905,24-11-2023,76.79,24-11-2023,4.451
29-11-2023,33450,23-11-2023,3.76,21-11-2023,4340,21-11-2023,4538.77,21-11-2023,35113.5,20-11-2023,1938.07,23-11-2023,44.03,23-11-2023,35.25,23-11-2023,1.0888,23-11-2023,76.69,23-11-2023,4.405
28-11-2023,33250,22-11-2023,3.82,20-11-2023,4390,20-11-2023,4511.7,20-11-2023,34928.27,17-11-2023,1929.48,22-11-2023,44.11,22-11-2023,35.18,22-11-2023,1.0911,22-11-2023,77.77,22-11-2023,4.394
27-11-2023,33450,21-11-2023,3.83,17-11-2023,4490,17-11-2023,4509.55,17-11-2023,35018.83,16-11-2023,1939.69,21-11-2023,44.03,21-11-2023,35.21,21-11-2023,1.094,21-11-2023,77.65,21-11-2023,4.414
24-11-2023,33250,20-11-2023,3.76,16-11-2023,4390,16-11-2023,4497.08,16-11-2023,34877.25,15-11-2023,1924.73,20-11-2023,43.77,20-11-2023,35.11,20-11-2023,1.0913,20-11-2023,75.65,20-11-2023,4.461
23-11-2023,33150,17-11-2023,3.69,15-11-2023,4340,15-11-2023,4505.3,15-11-2023,34896.86,14-11-2023,1907.69,17-11-2023,43.72,17-11-2023,35.21,17-11-2023,1.0848,17-11-2023,72.97,17-11-2023,4.439
22-11-2023,33200,16-11-2023,3.71,14-11-2023,4290,14-11-2023,4458.97,14-11-2023,34662.83,13-11-2023,1905.94,16-11-2023,44.19,16-11-2023,35.59,16-11-2023,1.0847,16-11-2023,76.6,16-11-2023,4.523
21-11-2023,32950,15-11-2023,3.68,13-11-2023,4340,13-11-2023,4406.66,13-11-2023,34243.14,11-10-2023,1907.78,15-11-2023,44.39,15-11-2023,35.53,15-11-2023,1.0879,15-11-2023,78.17,15-11-2023,4.445
20-11-2023,32850,14-11-2023,3.67,11-10-2023,4490,11-10-2023,4364.15,11-10-2023,34048.02,11-09-2023,1932.18,14-11-2023,44.18,14-11-2023,35.98,14-11-2023,1.0698,14-11-2023,78.53,14-11-2023,4.644
17-11-2023,32950,13-11-2023,3.6,11-09-2023,4540,11-09-2023,4391.41,11-09-2023,34163.71,11-08-2023,1933.72,13-11-2023,43.97,13-11-2023,35.97,13-11-2023,1.0684,13-11-2023,77.15,13-11-2023,4.654
16-11-2023,33000,11-10-2023,3.63,11-08-2023,4540,11-08-2023,4384.37,11-08-2023,34192.84,11-07-2023,1936.01,11-10-2023,43.73,10-11-2023,35.74,10-11-2023,1.0668,11-10-2023,75.59,10-11-2023,4.64
15-11-2023,32950,11-09-2023,3.64,11-07-2023,4290,11-07-2023,4366.21,11-07-2023,34069.56,11-06-2023,1959.21,11-09-2023,43.65,09-11-2023,35.53,09-11-2023,1.0707,11-09-2023,75.65,09-11-2023,4.484
14-11-2023,33100,11-08-2023,3.69,11-06-2023,4140,11-06-2023,4364.27,11-06-2023,34085.31,11-03-2023,1936.17,11-08-2023,43.74,08-11-2023,35.58,08-11-2023,1.0699,11-08-2023,77.12,08-11-2023,4.579
13-11-2023,32950,11-07-2023,3.71,11-03-2023,4090,11-03-2023,4334.23,11-03-2023,33979.89,11-02-2023,1911.74,11-07-2023,43.86,07-11-2023,35.52,07-11-2023,1.0717,11-07-2023,80.93,07-11-2023,4.639
11-10-2023,33050,11-06-2023,3.68,11-02-2023,4190,11-02-2023,4268.26,11-02-2023,33468.04,11-01-2023,1894.35,11-06-2023,43.88,06-11-2023,35.51,06-11-2023,1.0729,11-06-2023,81.13,06-11-2023,4.589
11-09-2023,32700,11-03-2023,3.69,11-01-2023,4240,11-01-2023,4201.27,11-01-2023,33081.87,31-10-2023,1916.14,11-03-2023,43.89,03-11-2023,35.99,03-11-2023,1.0623,11-03-2023,82.58,03-11-2023,4.662
11-08-2023,33000,11-02-2023,3.66,31-10-2023,4440,31-10-2023,4171.33,31-10-2023,33029.11,30-10-2023,1894.69,11-02-2023,43.96,02-11-2023,36.19,02-11-2023,1.0569,11-02-2023,80.82,02-11-2023,4.717
11-07-2023,33200,11-01-2023,3.65,30-10-2023,4440,30-10-2023,4139.39,30-10-2023,32651.69,27-10-2023,1875.57,11-01-2023,43.9,01-11-2023,36.12,01-11-2023,1.0574,11-01-2023,81.48,01-11-2023,4.926
11-06-2023,33400,31-10-2023,3.66,27-10-2023,4440,27-10-2023,4152.93,27-10-2023,32772.91,26-10-2023,1908.21,31-10-2023,43.69,31-10-2023,35.9,31-10-2023,1.0616,31-10-2023,82.59,31-10-2023,4.892
11-04-2023,33450,30-10-2023,3.64,26-10-2023,4290,26-10-2023,4175.99,26-10-2023,33013.92,25-10-2023,1920.99,30-10-2023,43.77,30-10-2023,36.16,30-10-2023,1.0566,30-10-2023,85,30-10-2023,4.877
11-03-2023,33650,27-10-2023,3.59,25-10-2023,4290,25-10-2023,4232.42,25-10-2023,33203.53,24-10-2023,1913.31,27-10-2023,44.03,27-10-2023,36.28,27-10-2023,1.0558,27-10-2023,83.53,27-10-2023,4.853
11-02-2023,33750,26-10-2023,3.59,24-10-2023,4740,24-10-2023,4235.79,24-10-2023,33089.64,20-10-2023,1945.06,26-10-2023,43.89,26-10-2023,36.23,26-10-2023,1.057,26-10-2023,85.37,26-10-2023,4.949
11-01-2023,33900,25-10-2023,3.63,23-10-2023,5340,23-10-2023,4210.4,23-10-2023,32995.76,19-10-2023,1951.44,25-10-2023,44.02,25-10-2023,36.2,25-10-2023,1.0591,25-10-2023,83.69,25-10-2023,4.823
31-10-2023,33900,24-10-2023,3.58,20-10-2023,5490,20-10-2023,4273.85,20-10-2023,33360.52,18-10-2023,1958.58,24-10-2023,44.46,24-10-2023,36.31,24-10-2023,1.0669,24-10-2023,86.15,24-10-2023,4.859
30-10-2023,34050,23-10-2023,3.56,19-10-2023,5490,19-10-2023,4321.36,19-10-2023,33684.83,17-10-2023,1957.6,23-10-2023,44.39,23-10-2023,36.49,23-10-2023,1.0594,23-10-2023,88,23-10-2023,4.958
27-10-2023,33950,20-10-2023,3.59,18-10-2023,5390,18-10-2023,4357.35,18-10-2023,33945.69,16-10-2023,1971.96,20-10-2023,44.23,20-10-2023,36.42,20-10-2023,1.0586,20-10-2023,90.28,20-10-2023,4.988
26-10-2023,34000,19-10-2023,3.58,17-10-2023,5240,17-10-2023,4345.23,17-10-2023,33856.81,10-12-2023,1991.65,19-10-2023,44.17,19-10-2023,36.38,19-10-2023,1.0535,19-10-2023,88.24,19-10-2023,4.938
25-10-2023,33650,18-10-2023,3.59,16-10-2023,5240,16-10-2023,4342.37,16-10-2023,33863.01,10-11-2023,1963.17,18-10-2023,44.27,18-10-2023,36.34,18-10-2023,1.0575,18-10-2023,87.81,18-10-2023,4.838
24-10-2023,33800,17-10-2023,3.58,13-10-2023,4890,13-10-2023,4360.49,13-10-2023,33743.35,10-10-2023,1965.86,17-10-2023,44.29,17-10-2023,36.25,17-10-2023,1.056,17-10-2023,87.06,17-10-2023,4.714
23-10-2023,34000,16-10-2023,3.57,10-12-2023,4390,10-12-2023,4380.94,10-12-2023,33845.65,10-09-2023,1952.95,16-10-2023,43.99,16-10-2023,36.25,16-10-2023,1.0507,16-10-2023,87.72,16-10-2023,4.648
20-10-2023,33950,13-10-2023,3.59,10-11-2023,4090,10-11-2023,4366.59,10-11-2023,33819.47,10-06-2023,1988.28,13-10-2023,44.35,13-10-2023,36.4,13-10-2023,1.0527,13-10-2023,83.51,13-10-2023,4.695
19-10-2023,33500,10-12-2023,3.61,10-10-2023,4090,10-10-2023,4339.75,10-10-2023,33691.45,10-05-2023,1983.09,10-12-2023,44.86,12-10-2023,36.41,12-10-2023,1.0622,10-12-2023,83.2,12-10-2023,4.558
18-10-2023,33150,10-11-2023,3.63,10-09-2023,4090,10-09-2023,4289.02,10-09-2023,33289.42,10-04-2023,1949.86,10-11-2023,44.99,11-10-2023,36.62,11-10-2023,1.0605,10-11-2023,85.96,11-10-2023,4.655
17-10-2023,32850,10-10-2023,3.66,10-06-2023,4090,10-06-2023,4234.79,10-06-2023,33040.7,10-03-2023,1990.72,10-10-2023,45.25,10-10-2023,36.97,10-10-2023,1.0567,10-10-2023,86.43,10-10-2023,4.628
16-10-2023,32850,10-09-2023,3.63,10-05-2023,4090,10-05-2023,4259.31,10-05-2023,33099.23,10-02-2023,2009.48,10-09-2023,45.14,09-10-2023,37.01,09-10-2023,1.0563,10-09-2023,85.25,09-10-2023,4.725
13-10-2023,32250,10-06-2023,3.57,10-04-2023,4090,10-04-2023,4233.83,10-04-2023,33034.18,29-09-2023,2026.55,10-06-2023,45.07,06-10-2023,36.97,06-10-2023,1.055,10-06-2023,82.28,08-10-2023,4.75
10-12-2023,32200,10-05-2023,3.58,10-03-2023,4090,10-03-2023,4269.75,10-03-2023,33301.7,28-09-2023,2048.93,10-05-2023,44.79,05-10-2023,36.91,05-10-2023,1.0509,10-05-2023,84.45,06-10-2023,4.725
10-11-2023,32150,10-04-2023,3.62,10-02-2023,4090,10-02-2023,4284.52,10-02-2023,33431.31,27-09-2023,2044.39,10-04-2023,44.75,04-10-2023,37.08,04-10-2023,1.047,10-04-2023,89.42,05-10-2023,4.733
10-10-2023,32450,10-03-2023,3.65,29-09-2023,4090,29-09-2023,4328.18,29-09-2023,33882.41,26-09-2023,2054.69,10-03-2023,44.67,03-10-2023,36.95,03-10-2023,1.0477,10-03-2023,88.67,04-10-2023,4.802
10-09-2023,32350,10-02-2023,3.75,28-09-2023,4090,28-09-2023,4269.65,28-09-2023,33519.44,25-09-2023,2083.58,10-02-2023,44.56,02-10-2023,36.55,02-10-2023,1.0568,10-02-2023,90.82,03-10-2023,4.679
10-07-2023,31950,29-09-2023,3.71,27-09-2023,4090,27-09-2023,4282.63,27-09-2023,33682.81,22-09-2023,2066.69,29-09-2023,44.6,29-09-2023,36.56,29-09-2023,1.0566,29-09-2023,91.76,02-10-2023,4.614
10-06-2023,31850,28-09-2023,3.65,26-09-2023,4090,26-09-2023,4312.88,26-09-2023,33862.68,21-09-2023,2053.15,28-09-2023,44.52,28-09-2023,36.67,28-09-2023,1.0503,28-09-2023,93.78,29-09-2023,4.579
10-05-2023,31850,27-09-2023,3.65,25-09-2023,4090,25-09-2023,4310.62,25-09-2023,33907.59,20-09-2023,2078.56,27-09-2023,44.26,27-09-2023,36.4,27-09-2023,1.0569,27-09-2023,90.53,28-09-2023,4.605
10-04-2023,32000,26-09-2023,3.67,22-09-2023,4090,22-09-2023,4341.74,22-09-2023,34077.08,19-09-2023,2087.39,26-09-2023,44.21,26-09-2023,36.19,26-09-2023,1.0593,26-09-2023,89.88,27-09-2023,4.53
10-03-2023,31900,25-09-2023,3.7,21-09-2023,4090,21-09-2023,4374.36,21-09-2023,34332.23,18-09-2023,2103.1,25-09-2023,44.05,25-09-2023,35.99,25-09-2023,1.0655,25-09-2023,90.55,26-09-2023,4.546
10-02-2023,32050,22-09-2023,3.69,20-09-2023,4090,20-09-2023,4452.81,20-09-2023,34575.5,15-09-2023,2118.09,22-09-2023,44.43,22-09-2023,36.16,22-09-2023,1.066,22-09-2023,89.62,25-09-2023,4.442
29-09-2023,32250,21-09-2023,3.74,19-09-2023,4090,19-09-2023,4445.41,19-09-2023,34571.84,14-09-2023,2099.97,21-09-2023,44.62,21-09-2023,36.14,21-09-2023,1.066,21-09-2023,89.3,22-09-2023,4.492
28-09-2023,32500,20-09-2023,3.75,18-09-2023,4090,18-09-2023,4445.13,18-09-2023,34639.25,13-09-2023,2109.71,20-09-2023,44.65,20-09-2023,36.02,20-09-2023,1.0682,20-09-2023,91.55,21-09-2023,4.409
27-09-2023,32750,19-09-2023,3.78,15-09-2023,4090,15-09-2023,4497.98,15-09-2023,34902.04,09-12-2023,2104.6,19-09-2023,44.19,19-09-2023,35.69,19-09-2023,1.0687,19-09-2023,92.22,20-09-2023,4.365
26-09-2023,32800,18-09-2023,3.8,14-09-2023,4090,14-09-2023,4487.78,14-09-2023,34687.5,09-11-2023,2109.83,18-09-2023,44.19,18-09-2023,35.71,18-09-2023,1.0663,18-09-2023,91.2,19-09-2023,4.306
25-09-2023,32700,15-09-2023,3.82,13-09-2023,4090,13-09-2023,4462.65,13-09-2023,34667.28,09-08-2023,2114.99,15-09-2023,44.4,15-09-2023,35.79,15-09-2023,1.0639,15-09-2023,90.67,18-09-2023,4.306
22-09-2023,32850,14-09-2023,3.79,09-12-2023,4090,09-12-2023,4473.27,09-12-2023,34620.02,09-07-2023,2112.54,14-09-2023,44.6,14-09-2023,35.72,14-09-2023,1.0729,14-09-2023,88.81,15-09-2023,4.288
21-09-2023,32850,13-09-2023,3.79,09-11-2023,4090,09-11-2023,4480.98,09-11-2023,34718.8,09-06-2023,2110.13,13-09-2023,44.43,13-09-2023,35.6,13-09-2023,1.0754,13-09-2023,88.75,14-09-2023,4.245
20-09-2023,32850,09-12-2023,3.8,09-08-2023,4090,09-08-2023,4451.3,09-08-2023,34512.3,09-05-2023,2112.84,09-12-2023,44.41,12-09-2023,35.5,12-09-2023,1.0751,09-12-2023,87.27,13-09-2023,4.286
19-09-2023,32500,09-11-2023,3.72,09-07-2023,4090,09-07-2023,4434.55,09-07-2023,34351.18,09-04-2023,2135.69,09-11-2023,44.51,11-09-2023,35.64,11-09-2023,1.0716,09-11-2023,87.4,12-09-2023,4.298
18-09-2023,32400,09-08-2023,3.76,09-06-2023,4090,09-06-2023,4490.35,09-06-2023,34611.68,09-01-2023,2138.67,09-08-2023,44.44,08-09-2023,35.65,08-09-2023,1.0697,09-08-2023,86.78,11-09-2023,4.286
15-09-2023,32250,09-07-2023,3.79,09-05-2023,4090,09-05-2023,4510.06,09-05-2023,34824.39,31-08-2023,2150.77,09-07-2023,44.45,07-09-2023,35.54,07-09-2023,1.0726,09-07-2023,87.54,08-09-2023,4.25
14-09-2023,32200,09-06-2023,3.84,09-04-2023,4090,09-01-2023,4530.6,09-01-2023,34876.24,30-08-2023,2152.02,09-06-2023,44.56,06-09-2023,35.47,06-09-2023,1.0729,09-06-2023,86.72,07-09-2023,4.292
13-09-2023,32200,09-05-2023,3.86,09-01-2023,4090,31-08-2023,4517.01,31-08-2023,34909.09,29-08-2023,2141.02,09-05-2023,44.48,05-09-2023,35.25,05-09-2023,1.0797,09-05-2023,86.06,06-09-2023,4.254
09-12-2023,32250,09-04-2023,3.85,31-08-2023,4090,30-08-2023,4500.34,30-08-2023,34847.8,28-08-2023,2142.46,09-04-2023,44.12,04-09-2023,35.1,04-09-2023,1.0777,09-04-2023,85.85,05-09-2023,4.208
09-11-2023,32200,09-03-2023,3.85,30-08-2023,4090,29-08-2023,4432.75,29-08-2023,34531.12,25-08-2023,2127.92,09-01-2023,44.37,01-09-2023,35.01,01-09-2023,1.084,09-03-2023,86.06,04-09-2023,4.187
09-08-2023,32300,09-01-2023,3.83,29-08-2023,4090,28-08-2023,4426.03,28-08-2023,34441.64,24-08-2023,2126.78,31-08-2023,44.59,31-08-2023,35.05,31-08-2023,1.0926,09-01-2023,83.63,03-09-2023,4.191
09-07-2023,32200,31-08-2023,3.84,25-08-2023,4090,25-08-2023,4389.38,25-08-2023,34244.54,23-08-2023,2123.52,30-08-2023,44.27,30-08-2023,35.02,30-08-2023,1.0879,31-08-2023,81.7,01-09-2023,4.114
09-06-2023,32250,30-08-2023,3.84,24-08-2023,4090,24-08-2023,4455.16,24-08-2023,34439.83,22-08-2023,2104.34,29-08-2023,44.39,29-08-2023,35.22,29-08-2023,1.0814,30-08-2023,81.29,31-08-2023,4.114
09-05-2023,32250,29-08-2023,3.79,23-08-2023,4090,23-08-2023,4396.44,23-08-2023,34338.59,21-08-2023,2083.62,28-08-2023,44.2,28-08-2023,35.16,28-08-2023,1.0801,29-08-2023,79.98,30-08-2023,4.137
09-04-2023,32150,28-08-2023,3.82,22-08-2023,4090,22-08-2023,4415.33,22-08-2023,34494.17,18-08-2023,2087.2,25-08-2023,44.09,25-08-2023,34.99,25-08-2023,1.081,28-08-2023,80.15,29-08-2023,4.194
09-02-2023,32100,25-08-2023,3.79,21-08-2023,4090,21-08-2023,4380.28,21-08-2023,34531.28,17-08-2023,2071.64,24-08-2023,44.52,24-08-2023,34.98,24-08-2023,1.0863,25-08-2023,78.88,28-08-2023,4.253
09-01-2023,32050,24-08-2023,3.83,18-08-2023,4090,18-08-2023,4344.88,18-08-2023,34265.23,16-08-2023,2072.09,23-08-2023,44.59,23-08-2023,35.04,23-08-2023,1.0848,24-08-2023,78.57,25-08-2023,4.231
31-08-2023,32050,23-08-2023,3.78,17-08-2023,4090,17-08-2023,4416.32,17-08-2023,34829.61,15-08-2023,2103.8,22-08-2023,44.94,22-08-2023,35.22,22-08-2023,1.0893,23-08-2023,79.64,24-08-2023,4.194
30-08-2023,32000,22-08-2023,3.76,16-08-2023,4090,16-08-2023,4433.79,16-08-2023,34914.96,08-11-2023,2105.63,21-08-2023,45.06,21-08-2023,35.38,21-08-2023,1.0878,22-08-2023,80.8,23-08-2023,4.318
29-08-2023,31900,21-08-2023,3.75,15-08-2023,4090,15-08-2023,4478.87,15-08-2023,35160.55,08-10-2023,2095.67,18-08-2023,45.22,18-08-2023,35.48,18-08-2023,1.0872,21-08-2023,81.43,22-08-2023,4.354
28-08-2023,31800,18-08-2023,3.69,14-08-2023,4090,14-08-2023,4458.13,14-08-2023,35273.89,08-09-2023,2084.88,17-08-2023,45.19,17-08-2023,35.45,17-08-2023,1.0876,18-08-2023,80.04,21-08-2023,4.26
25-08-2023,31700,17-08-2023,3.65,08-11-2023,4090,08-11-2023,4450.69,08-11-2023,35111.36,08-08-2023,2106,16-08-2023,44.94,16-08-2023,35.38,16-08-2023,1.0907,17-08-2023,79.25,18-08-2023,4.27
24-08-2023,31650,16-08-2023,3.66,08-10-2023,4090,08-10-2023,4487.16,08-10-2023,35231.54,08-07-2023,2100.74,15-08-2023,44.71,15-08-2023,35.24,15-08-2023,1.0906,16-08-2023,81.23,17-08-2023,4.252
23-08-2023,31400,15-08-2023,3.73,08-09-2023,4090,08-09-2023,4501.57,08-09-2023,35324.28,08-04-2023,2096.51,14-08-2023,44.51,14-08-2023,35.1,14-08-2023,1.0953,15-08-2023,82.52,16-08-2023,4.211
22-08-2023,31450,14-08-2023,3.72,08-08-2023,4090,08-08-2023,4498.03,08-08-2023,35345.4,08-03-2023,2115.74,08-11-2023,44.53,11-08-2023,35.13,11-08-2023,1.0981,14-08-2023,83.09,15-08-2023,4.199
21-08-2023,31500,08-11-2023,3.76,08-07-2023,4090,08-07-2023,4491.58,08-07-2023,35125.6,08-02-2023,2124.76,08-10-2023,44.58,10-08-2023,35.05,10-08-2023,1.0975,08-11-2023,82.83,14-08-2023,4.172
18-08-2023,31700,08-10-2023,3.79,08-04-2023,4090,08-04-2023,4513.96,08-04-2023,35230.13,31-07-2023,2125.57,08-09-2023,44.64,09-08-2023,35.03,09-08-2023,1.0953,08-10-2023,84.25,11-08-2023,4.123
17-08-2023,31800,08-09-2023,3.78,08-03-2023,4090,08-03-2023,4494.27,08-03-2023,35194.56,27-07-2023,2090.51,08-08-2023,44.54,08-08-2023,34.84,08-08-2023,1.1001,08-09-2023,82.88,10-08-2023,4.009
16-08-2023,31850,08-08-2023,3.84,08-02-2023,4090,08-02-2023,4550.93,08-02-2023,35551.92,26-07-2023,2090.63,08-07-2023,44.23,07-08-2023,34.69,07-08-2023,1.1018,08-08-2023,82.53,09-08-2023,4.012
15-08-2023,31750,08-07-2023,3.85,08-01-2023,4090,08-01-2023,4578.83,08-01-2023,35585.99,25-07-2023,2092.53,08-04-2023,44.03,04-08-2023,34.62,04-08-2023,1.0946,08-07-2023,82.82,08-08-2023,4.089
14-08-2023,31750,08-04-2023,3.9,31-07-2023,4090,31-07-2023,4584.82,31-07-2023,35465.97,24-07-2023,2089.23,08-03-2023,43.84,03-08-2023,34.49,03-08-2023,1.0938,08-04-2023,81.73,07-08-2023,4.05
08-12-2023,31750,08-03-2023,3.84,28-07-2023,4090,28-07-2023,4565.75,28-07-2023,35443.49,21-07-2023,2080.4,08-02-2023,43.86,02-08-2023,34.35,02-08-2023,1.0983,08-03-2023,79.77,04-08-2023,4.179
08-11-2023,31800,08-02-2023,3.91,27-07-2023,4090,27-07-2023,4598.26,27-07-2023,35558.79,20-07-2023,2096.98,08-01-2023,43.94,01-08-2023,34.22,01-08-2023,1.0996,08-02-2023,82.05,03-08-2023,4.086
08-10-2023,31800,08-01-2023,4.02,26-07-2023,4090,26-07-2023,4558.96,26-07-2023,35345.99,19-07-2023,2100.31,31-07-2023,44.03,31-07-2023,34.26,31-07-2023,1.1023,08-01-2023,81.73,02-08-2023,4.013
08-09-2023,31850,31-07-2023,3.93,25-07-2023,3990,25-07-2023,4555.19,25-07-2023,35421.49,18-07-2023,2082.46,28-07-2023,44.09,28-07-2023,34.48,28-07-2023,1.0978,31-07-2023,80.65,01-08-2023,3.965
08-08-2023,31850,28-07-2023,3.85,24-07-2023,3990,24-07-2023,4543.39,24-07-2023,35230.79,17-07-2023,2077.24,27-07-2023,44.26,27-07-2023,34.2,27-07-2023,1.1081,28-07-2023,79.84,31-07-2023,3.963
