Date_Y,Y,Date_DJI,DJI,Date_Set,Set,Date_GBP_THB,GBP_THB,Date_EURUSD,EURUSD,Date_Oil,Oil,Date_USATen,USATen,Date_XAG,XAG
28-12-2023,33700,29-12-2023,37701.63,28-12-2023,1935.13,29-12-2023,43.63,29-12-2023,1.1061,29-12-2023,71.99,29-12-2023,3.844,29-12-2023,23.97
27-12-2023,33650,28-12-2023,37661.52,27-12-2023,1943.01,28-12-2023,43.94,28-12-2023,1.1107,28-12-2023,73.8,28-12-2023,3.8,28-12-2023,24.265
26-12-2023,33700,27-12-2023,37518.62,26-12-2023,1934.81,27-12-2023,43.96,27-12-2023,1.1043,27-12-2023,75.32,27-12-2023,3.9,27-12-2023,24.21
25-12-2023,33600,26-12-2023,37405.9,25-12-2023,1929.47,26-12-2023,43.92,26-12-2023,1.101,26-12-2023,73.56,26-12-2023,3.901,26-12-2023,24.2311
22-12-2023,33550,22-12-2023,37349.27,22-12-2023,1932.66,25-12-2023,43.95,25-12-2023,1.1017,25-12-2023,73.49,25-12-2023,3.905,25-12-2023,24.2015
21-12-2023,33600,21-12-2023,37264.53,21-12-2023,1915.79,22-12-2023,44.15,22-12-2023,1.101,22-12-2023,73.91,22-12-2023,3.888,22-12-2023,24.4035
20-12-2023,33550,20-12-2023,37520.13,20-12-2023,1923.3,21-12-2023,44.21,21-12-2023,1.0941,21-12-2023,73.81,21-12-2023,3.864,21-12-2023,24.1331
13-01-2023,29700,19-12-2023,37311.82,19-12-2023,1917.71,20-12-2023,44.36,20-12-2023,1.098,20-12-2023,74.06,20-12-2023,3.924,20-12-2023,24.0498
16-01-2023,29750,18-12-2023,37323.65,18-12-2023,1903.88,19-12-2023,44.22,19-12-2023,1.0924,19-12-2023,72.48,19-12-2023,3.93,19-12-2023,23.8023
17-01-2023,29900,15-12-2023,37194.5,15-12-2023,1900.63,18-12-2023,44.24,18-12-2023,1.0903,18-12-2023,71.68,18-12-2023,3.931,18-12-2023,23.8465
18-01-2023,29750,14-12-2023,37115.63,14-12-2023,1879.76,15-12-2023,44.53,15-12-2023,1.0994,15-12-2023,71.61,15-12-2023,3.93,15-12-2023,24.165
19-12-2023,33450,13-12-2023,36580.03,13-12-2023,1877.01,14-12-2023,44.54,14-12-2023,1.0874,14-12-2023,69.85,14-12-2023,4.016,14-12-2023,23.77
18-12-2023,33350,12-12-2023,36442.1,12-12-2023,1894.51,13-12-2023,44.85,13-12-2023,1.0793,13-12-2023,68.73,13-12-2023,4.202,13-12-2023,22.765
15-12-2023,33500,11-12-2023,36274.85,08-12-2023,1890.08,12-12-2023,44.87,12-12-2023,1.0762,12-12-2023,71.43,12-12-2023,4.239,12-12-2023,22.8181
14-12-2023,33700,08-12-2023,36084.82,07-12-2023,1891.25,11-12-2023,44.57,12-11-2023,1.0762,11-12-2023,71.15,12-11-2023,4.241,11-12-2023,23.045
13-12-2023,33450,07-12-2023,36124.17,06-12-2023,1894.83,08-12-2023,44.23,12-08-2023,1.0794,08-12-2023,69.76,12-08-2023,4.153,08-12-2023,23.8085
12-12-2023,33400,06-12-2023,36183.73,04-12-2023,1883.33,07-12-2023,44.16,12-07-2023,1.0769,07-12-2023,69.28,12-07-2023,4.11,07-12-2023,23.8994
11-12-2023,33700,05-12-2023,36097.44,01-12-2023,1891.07,06-12-2023,44.37,12-06-2023,1.0793,06-12-2023,72.1,12-06-2023,4.173,06-12-2023,24.1492
09-12-2023,33650,04-12-2023,36039.24,30-11-2023,1903.87,05-12-2023,44.53,12-05-2023,1.0836,05-12-2023,73.3,12-05-2023,4.255,05-12-2023,24.52
08-12-2023,33750,01-12-2023,35914.45,29-11-2023,1925.45,04-12-2023,44.35,12-04-2023,1.0887,04-12-2023,74.58,12-04-2023,4.22,04-12-2023,25.445
07-12-2023,33700,30-11-2023,35596.57,28-11-2023,1916.97,01-12-2023,44.59,12-01-2023,1.0887,01-12-2023,75.59,12-01-2023,4.321,01-12-2023,25.27
06-12-2023,33600,29-11-2023,35436.8,27-11-2023,1904,30-11-2023,44.22,30-11-2023,1.0971,30-11-2023,77.75,30-11-2023,4.267,30-11-2023,25.027
05-12-2023,33900,28-11-2023,35332.13,24-11-2023,1924.1,29-11-2023,44.11,29-11-2023,1.0992,29-11-2023,76.56,29-11-2023,4.319,29-11-2023,25.04
04-12-2023,34200,27-11-2023,35376.44,23-11-2023,1937.49,28-11-2023,44.3,28-11-2023,1.0954,28-11-2023,75.07,28-11-2023,4.402,28-11-2023,24.645
01-12-2023,33900,24-11-2023,35299.9,22-11-2023,1947.54,27-11-2023,44.49,27-11-2023,1.0937,27-11-2023,75.31,27-11-2023,4.492,27-11-2023,24.2958
30-11-2023,33650,22-11-2023,35189.33,21-11-2023,1957.26,24-11-2023,44.2,24-11-2023,1.0905,24-11-2023,76.79,24-11-2023,4.451,24-11-2023,23.6965
29-11-2023,33450,21-11-2023,35113.5,20-11-2023,1938.07,23-11-2023,44.03,23-11-2023,1.0888,23-11-2023,76.69,23-11-2023,4.405,23-11-2023,23.645
28-11-2023,33250,20-11-2023,34928.27,17-11-2023,1929.48,22-11-2023,44.11,22-11-2023,1.0911,22-11-2023,77.77,22-11-2023,4.394,22-11-2023,23.745
27-11-2023,33450,17-11-2023,35018.83,16-11-2023,1939.69,21-11-2023,44.03,21-11-2023,1.094,21-11-2023,77.65,21-11-2023,4.414,21-11-2023,23.4336
24-11-2023,33250,16-11-2023,34877.25,15-11-2023,1924.73,20-11-2023,43.77,20-11-2023,1.0913,20-11-2023,75.65,20-11-2023,4.461,20-11-2023,23.755
23-11-2023,33150,15-11-2023,34896.86,14-11-2023,1907.69,17-11-2023,43.72,17-11-2023,1.0848,17-11-2023,72.97,17-11-2023,4.439,17-11-2023,23.7211
22-11-2023,33200,14-11-2023,34662.83,13-11-2023,1905.94,16-11-2023,44.19,16-11-2023,1.0847,16-11-2023,76.6,16-11-2023,4.523,16-11-2023,23.4347
21-11-2023,32950,13-11-2023,34243.14,10-11-2023,1907.78,15-11-2023,44.39,15-11-2023,1.0879,15-11-2023,78.17,15-11-2023,4.445,15-11-2023,23.0858
20-11-2023,32850,10-11-2023,34048.02,09-11-2023,1932.18,14-11-2023,44.18,14-11-2023,1.0698,14-11-2023,78.53,14-11-2023,4.644,14-11-2023,22.325
17-11-2023,32950,09-11-2023,34163.71,08-11-2023,1933.72,13-11-2023,43.97,13-11-2023,1.0684,13-11-2023,77.15,13-11-2023,4.654,13-11-2023,22.235
16-11-2023,33000,08-11-2023,34192.84,07-11-2023,1936.01,10-11-2023,43.73,11-10-2023,1.0668,10-11-2023,75.59,11-10-2023,4.64,10-11-2023,22.6313
15-11-2023,32950,07-11-2023,34069.56,06-11-2023,1959.21,09-11-2023,43.65,11-09-2023,1.0707,09-11-2023,75.65,11-09-2023,4.484,09-11-2023,22.5421
14-11-2023,33100,06-11-2023,34085.31,03-11-2023,1936.17,08-11-2023,43.74,11-08-2023,1.0699,08-11-2023,77.12,11-08-2023,4.579,08-11-2023,22.6118
13-11-2023,32950,03-11-2023,33979.89,02-11-2023,1911.74,07-11-2023,43.86,11-07-2023,1.0717,07-11-2023,80.93,11-07-2023,4.639,07-11-2023,23.0313
10-11-2023,33050,02-11-2023,33468.04,01-11-2023,1894.35,06-11-2023,43.88,11-06-2023,1.0729,06-11-2023,81.13,11-06-2023,4.589,06-11-2023,23.225
09-11-2023,32700,01-11-2023,33081.87,31-10-2023,1916.14,03-11-2023,43.89,11-03-2023,1.0623,03-11-2023,82.58,11-03-2023,4.662,03-11-2023,22.775
08-11-2023,33000,31-10-2023,33029.11,30-10-2023,1894.69,02-11-2023,43.96,11-02-2023,1.0569,02-11-2023,80.82,11-02-2023,4.717,02-11-2023,22.9395
07-11-2023,33200,30-10-2023,32651.69,27-10-2023,1875.57,01-11-2023,43.9,11-01-2023,1.0574,01-11-2023,81.48,11-01-2023,4.926,01-11-2023,22.9601
06-11-2023,33400,27-10-2023,32772.91,26-10-2023,1908.21,31-10-2023,43.69,31-10-2023,1.0616,31-10-2023,82.59,31-10-2023,4.892,31-10-2023,23.2867
04-11-2023,33450,26-10-2023,33013.92,25-10-2023,1920.99,30-10-2023,43.77,30-10-2023,1.0566,30-10-2023,85,30-10-2023,4.877,30-10-2023,23.1162
03-11-2023,33650,25-10-2023,33203.53,24-10-2023,1913.31,27-10-2023,44.03,27-10-2023,1.0558,27-10-2023,83.53,27-10-2023,4.853,27-10-2023,22.7605
02-11-2023,33750,24-10-2023,33089.64,20-10-2023,1945.06,26-10-2023,43.89,26-10-2023,1.057,26-10-2023,85.37,26-10-2023,4.949,26-10-2023,22.8449
01-11-2023,33900,23-10-2023,32995.76,19-10-2023,1951.44,25-10-2023,44.02,25-10-2023,1.0591,25-10-2023,83.69,25-10-2023,4.823,25-10-2023,22.9132
31-10-2023,33900,20-10-2023,33360.52,18-10-2023,1958.58,24-10-2023,44.46,24-10-2023,1.0669,24-10-2023,86.15,24-10-2023,4.859,24-10-2023,22.9582
30-10-2023,34050,19-10-2023,33684.83,17-10-2023,1957.6,23-10-2023,44.39,23-10-2023,1.0594,23-10-2023,88,23-10-2023,4.958,23-10-2023,22.9865
27-10-2023,33950,18-10-2023,33945.69,16-10-2023,1971.96,20-10-2023,44.23,20-10-2023,1.0586,20-10-2023,90.28,20-10-2023,4.988,20-10-2023,23.0242
26-10-2023,34000,17-10-2023,33856.81,12-10-2023,1991.65,19-10-2023,44.17,19-10-2023,1.0535,19-10-2023,88.24,19-10-2023,4.938,19-10-2023,22.8255
25-10-2023,33650,16-10-2023,33863.01,11-10-2023,1963.17,18-10-2023,44.27,18-10-2023,1.0575,18-10-2023,87.81,18-10-2023,4.838,18-10-2023,22.819
24-10-2023,33800,13-10-2023,33743.35,10-10-2023,1965.86,17-10-2023,44.29,17-10-2023,1.056,17-10-2023,87.06,17-10-2023,4.714,17-10-2023,22.6437
23-10-2023,34000,12-10-2023,33845.65,09-10-2023,1952.95,16-10-2023,43.99,16-10-2023,1.0507,16-10-2023,87.72,16-10-2023,4.648,16-10-2023,22.75
20-10-2023,33950,11-10-2023,33819.47,06-10-2023,1988.28,13-10-2023,44.35,13-10-2023,1.0527,13-10-2023,83.51,13-10-2023,4.695,13-10-2023,21.844
19-10-2023,33500,10-10-2023,33691.45,05-10-2023,1983.09,12-10-2023,44.86,10-12-2023,1.0622,12-10-2023,83.2,10-12-2023,4.558,12-10-2023,22.0476
18-10-2023,33150,09-10-2023,33289.42,04-10-2023,1949.86,11-10-2023,44.99,10-11-2023,1.0605,11-10-2023,85.96,10-11-2023,4.655,11-10-2023,21.8427
17-10-2023,32850,06-10-2023,33040.7,03-10-2023,1990.72,10-10-2023,45.25,10-10-2023,1.0567,10-10-2023,86.43,10-10-2023,4.628,10-10-2023,21.846
16-10-2023,32850,05-10-2023,33099.23,02-10-2023,2009.48,09-10-2023,45.14,10-09-2023,1.0563,09-10-2023,85.25,10-09-2023,4.725,09-10-2023,21.615
13-10-2023,32250,04-10-2023,33034.18,29-09-2023,2026.55,06-10-2023,45.07,10-06-2023,1.055,06-10-2023,82.28,10-08-2023,4.75,06-10-2023,20.9221
12-10-2023,32200,03-10-2023,33301.7,28-09-2023,2048.93,05-10-2023,44.79,10-05-2023,1.0509,05-10-2023,84.45,10-06-2023,4.725,05-10-2023,21.0261
11-10-2023,32150,02-10-2023,33431.31,27-09-2023,2044.39,04-10-2023,44.75,10-04-2023,1.047,04-10-2023,89.42,10-05-2023,4.733,04-10-2023,21.1385
10-10-2023,32450,29-09-2023,33882.41,26-09-2023,2054.69,03-10-2023,44.67,10-03-2023,1.0477,03-10-2023,88.67,10-04-2023,4.802,03-10-2023,21.0926
09-10-2023,32350,28-09-2023,33519.44,25-09-2023,2083.58,02-10-2023,44.56,10-02-2023,1.0568,02-10-2023,90.82,10-03-2023,4.679,02-10-2023,22.1827
07-10-2023,31950,27-09-2023,33682.81,22-09-2023,2066.69,29-09-2023,44.6,29-09-2023,1.0566,29-09-2023,91.76,10-02-2023,4.614,29-09-2023,22.6245
06-10-2023,31850,26-09-2023,33862.68,21-09-2023,2053.15,28-09-2023,44.52,28-09-2023,1.0503,28-09-2023,93.78,29-09-2023,4.579,28-09-2023,22.57
05-10-2023,31850,25-09-2023,33907.59,20-09-2023,2078.56,27-09-2023,44.26,27-09-2023,1.0569,27-09-2023,90.53,28-09-2023,4.605,27-09-2023,22.8396
04-10-2023,32000,22-09-2023,34077.08,19-09-2023,2087.39,26-09-2023,44.21,26-09-2023,1.0593,26-09-2023,89.88,27-09-2023,4.53,26-09-2023,23.1274
03-10-2023,31900,21-09-2023,34332.23,18-09-2023,2103.1,25-09-2023,44.05,25-09-2023,1.0655,25-09-2023,90.55,26-09-2023,4.546,25-09-2023,23.545
02-10-2023,32050,20-09-2023,34575.5,15-09-2023,2118.09,22-09-2023,44.43,22-09-2023,1.066,22-09-2023,89.62,25-09-2023,4.442,22-09-2023,23.4255
29-09-2023,32250,19-09-2023,34571.84,14-09-2023,2099.97,21-09-2023,44.62,21-09-2023,1.066,21-09-2023,89.3,22-09-2023,4.492,21-09-2023,23.2824
28-09-2023,32500,18-09-2023,34639.25,13-09-2023,2109.71,20-09-2023,44.65,20-09-2023,1.0682,20-09-2023,91.55,21-09-2023,4.409,20-09-2023,23.2775
27-09-2023,32750,15-09-2023,34902.04,12-09-2023,2104.6,19-09-2023,44.19,19-09-2023,1.0687,19-09-2023,92.22,20-09-2023,4.365,19-09-2023,23.275
26-09-2023,32800,14-09-2023,34687.5,11-09-2023,2109.83,18-09-2023,44.19,18-09-2023,1.0663,18-09-2023,91.2,19-09-2023,4.306,18-09-2023,23.0652
25-09-2023,32700,13-09-2023,34667.28,08-09-2023,2114.99,15-09-2023,44.4,15-09-2023,1.0639,15-09-2023,90.67,18-09-2023,4.306,15-09-2023,22.6585
22-09-2023,32850,12-09-2023,34620.02,07-09-2023,2112.54,14-09-2023,44.6,14-09-2023,1.0729,14-09-2023,88.81,15-09-2023,4.288,14-09-2023,22.832
21-09-2023,32850,11-09-2023,34718.8,06-09-2023,2110.13,13-09-2023,44.43,13-09-2023,1.0754,13-09-2023,88.75,14-09-2023,4.245,13-09-2023,23.1018
20-09-2023,32850,08-09-2023,34512.3,05-09-2023,2112.84,12-09-2023,44.41,09-12-2023,1.0751,12-09-2023,87.27,13-09-2023,4.286,12-09-2023,23.045
19-09-2023,32500,07-09-2023,34351.18,04-09-2023,2135.69,11-09-2023,44.51,09-11-2023,1.0716,11-09-2023,87.4,09-12-2023,4.298,11-09-2023,22.917
18-09-2023,32400,06-09-2023,34611.68,01-09-2023,2138.67,08-09-2023,44.44,09-08-2023,1.0697,08-09-2023,86.78,09-11-2023,4.286,08-09-2023,22.975
15-09-2023,32250,05-09-2023,34824.39,31-08-2023,2150.77,07-09-2023,44.45,09-07-2023,1.0726,07-09-2023,87.54,09-08-2023,4.25,07-09-2023,23.1727
14-09-2023,32200,01-09-2023,34876.24,30-08-2023,2152.02,06-09-2023,44.56,09-06-2023,1.0729,06-09-2023,86.72,09-07-2023,4.292,06-09-2023,23.5687
13-09-2023,32200,31-08-2023,34909.09,29-08-2023,2141.02,05-09-2023,44.48,09-05-2023,1.0797,05-09-2023,86.06,09-06-2023,4.254,05-09-2023,24.0037
12-09-2023,32250,30-08-2023,34847.8,28-08-2023,2142.46,04-09-2023,44.12,09-04-2023,1.0777,04-09-2023,85.85,09-05-2023,4.208,04-09-2023,24.1875
11-09-2023,32200,29-08-2023,34531.12,25-08-2023,2127.92,01-09-2023,44.37,09-01-2023,1.084,03-09-2023,86.06,09-04-2023,4.187,01-09-2023,24.4023
08-09-2023,32300,28-08-2023,34441.64,24-08-2023,2126.78,31-08-2023,44.59,31-08-2023,1.0926,01-09-2023,83.63,09-03-2023,4.191,31-08-2023,24.6284
07-09-2023,32200,25-08-2023,34244.54,23-08-2023,2123.52,30-08-2023,44.27,30-08-2023,1.0879,31-08-2023,81.7,09-01-2023,4.114,30-08-2023,24.73
06-09-2023,32250,24-08-2023,34439.83,22-08-2023,2104.34,29-08-2023,44.39,29-08-2023,1.0814,30-08-2023,81.29,31-08-2023,4.114,29-08-2023,24.2207
05-09-2023,32250,23-08-2023,34338.59,21-08-2023,2083.62,28-08-2023,44.2,28-08-2023,1.0801,29-08-2023,79.98,30-08-2023,4.137,28-08-2023,24.24
04-09-2023,32150,22-08-2023,34494.17,18-08-2023,2087.2,25-08-2023,44.09,25-08-2023,1.081,28-08-2023,80.15,29-08-2023,4.194,25-08-2023,24.1577
02-09-2023,32100,21-08-2023,34531.28,17-08-2023,2071.64,24-08-2023,44.52,24-08-2023,1.0863,25-08-2023,78.88,28-08-2023,4.253,24-08-2023,24.3447
01-09-2023,32050,18-08-2023,34265.23,16-08-2023,2072.09,23-08-2023,44.59,23-08-2023,1.0848,24-08-2023,78.57,25-08-2023,4.231,23-08-2023,23.4175
31-08-2023,32050,17-08-2023,34829.61,15-08-2023,2103.8,22-08-2023,44.94,22-08-2023,1.0893,23-08-2023,79.64,24-08-2023,4.194,22-08-2023,23.3213
30-08-2023,32000,16-08-2023,34914.96,11-08-2023,2105.63,21-08-2023,45.06,21-08-2023,1.0878,22-08-2023,80.8,23-08-2023,4.318,21-08-2023,22.725
29-08-2023,31900,15-08-2023,35160.55,10-08-2023,2095.67,18-08-2023,45.22,18-08-2023,1.0872,21-08-2023,81.43,22-08-2023,4.354,18-08-2023,22.7125
28-08-2023,31800,14-08-2023,35273.89,09-08-2023,2084.88,17-08-2023,45.19,17-08-2023,1.0876,18-08-2023,80.04,21-08-2023,4.26,17-08-2023,22.4335
25-08-2023,31700,11-08-2023,35111.36,08-08-2023,2106,16-08-2023,44.94,16-08-2023,1.0907,17-08-2023,79.25,18-08-2023,4.27,16-08-2023,22.545
24-08-2023,31650,10-08-2023,35231.54,07-08-2023,2100.74,15-08-2023,44.71,15-08-2023,1.0906,16-08-2023,81.23,17-08-2023,4.252,15-08-2023,22.5915
23-08-2023,31400,09-08-2023,35324.28,04-08-2023,2096.51,14-08-2023,44.51,14-08-2023,1.0953,15-08-2023,82.52,16-08-2023,4.211,14-08-2023,22.6998
22-08-2023,31450,08-08-2023,35345.4,03-08-2023,2115.74,11-08-2023,44.53,08-11-2023,1.0981,14-08-2023,83.09,15-08-2023,4.199,11-08-2023,22.7191
21-08-2023,31500,07-08-2023,35125.6,02-08-2023,2124.76,10-08-2023,44.58,08-10-2023,1.0975,11-08-2023,82.83,14-08-2023,4.172,10-08-2023,22.6865
18-08-2023,31700,04-08-2023,35230.13,31-07-2023,2125.57,09-08-2023,44.64,08-09-2023,1.0953,10-08-2023,84.25,08-11-2023,4.123,09-08-2023,22.761
17-08-2023,31800,03-08-2023,35194.56,27-07-2023,2090.51,08-08-2023,44.54,08-08-2023,1.1001,09-08-2023,82.88,08-10-2023,4.009,08-08-2023,23.0783
16-08-2023,31850,02-08-2023,35551.92,26-07-2023,2090.63,07-08-2023,44.23,08-07-2023,1.1018,08-08-2023,82.53,08-09-2023,4.012,07-08-2023,23.652
15-08-2023,31750,01-08-2023,35585.99,25-07-2023,2092.53,04-08-2023,44.03,08-04-2023,1.0946,07-08-2023,82.82,08-08-2023,4.089,04-08-2023,23.58
14-08-2023,31750,31-07-2023,35465.97,24-07-2023,2089.23,03-08-2023,43.84,08-03-2023,1.0938,04-08-2023,81.73,08-07-2023,4.05,03-08-2023,23.725
12-08-2023,31750,28-07-2023,35443.49,21-07-2023,2080.4,02-08-2023,43.86,08-02-2023,1.0983,03-08-2023,79.77,08-04-2023,4.179,02-08-2023,24.3471
11-08-2023,31800,27-07-2023,35558.79,20-07-2023,2096.98,01-08-2023,43.94,08-01-2023,1.0996,02-08-2023,82.05,08-03-2023,4.086,01-08-2023,24.748
10-08-2023,31800,26-07-2023,35345.99,19-07-2023,2100.31,31-07-2023,44.03,31-07-2023,1.1023,01-08-2023,81.73,08-02-2023,4.013,31-07-2023,24.3352
09-08-2023,31850,25-07-2023,35421.49,18-07-2023,2082.46,28-07-2023,44.09,28-07-2023,1.0978,31-07-2023,80.65,08-01-2023,3.965,28-07-2023,24.1277
08-08-2023,31850,24-07-2023,35230.79,17-07-2023,2077.24,27-07-2023,44.26,27-07-2023,1.1081,28-07-2023,79.84,31-07-2023,3.963,27-07-2023,24.9163
07-08-2023,31750,21-07-2023,35274.32,14-07-2023,2043.15,26-07-2023,44.48,26-07-2023,1.1053,27-07-2023,78.9,28-07-2023,4.014,26-07-2023,24.6499
05-08-2023,31750,20-07-2023,35091.98,13-07-2023,2032.56,25-07-2023,44.32,25-07-2023,1.1065,26-07-2023,79.34,27-07-2023,3.877,25-07-2023,24.3728
04-08-2023,31700,19-07-2023,34991.21,12-07-2023,2044.24,24-07-2023,44.27,24-07-2023,1.1127,25-07-2023,78.85,26-07-2023,3.898,24-07-2023,24.62
03-08-2023,31600,18-07-2023,34597.08,11-07-2023,2046.56,21-07-2023,44.02,21-07-2023,1.1133,24-07-2023,77.01,25-07-2023,3.876,21-07-2023,24.7933
02-08-2023,31600,17-07-2023,34499.74,10-07-2023,2030.3,20-07-2023,44.05,20-07-2023,1.12,21-07-2023,75.7,24-07-2023,3.847,20-07-2023,25.1507
01-08-2023,31750,14-07-2023,34425.33,07-07-2023,2012.25,19-07-2023,44.45,19-07-2023,1.1227,20-07-2023,75.35,21-07-2023,3.85,19-07-2023,25.063
31-07-2023,31700,13-07-2023,34412.31,06-07-2023,2042.56,18-07-2023,45.26,18-07-2023,1.1237,19-07-2023,75.84,20-07-2023,3.754,18-07-2023,24.83
28-07-2023,31750,12-07-2023,34395.28,05-07-2023,2053.79,17-07-2023,45.34,17-07-2023,1.1235,18-07-2023,74.18,19-07-2023,3.789,17-07-2023,24.9253
27-07-2023,31900,11-07-2023,34056.94,04-07-2023,2041.08,14-07-2023,45.35,14-07-2023,1.1227,17-07-2023,75.02,18-07-2023,3.805,14-07-2023,24.8471
26-07-2023,31950,10-07-2023,33705.68,03-07-2023,2046.5,13-07-2023,45.03,13-07-2023,1.1131,14-07-2023,77.16,17-07-2023,3.815,13-07-2023,24.155
25-07-2023,31950,07-07-2023,33837.07,30-06-2023,2019.01,12-07-2023,44.98,07-12-2023,1.1008,13-07-2023,75.85,14-07-2023,3.777,12-07-2023,23.1925
24-07-2023,31900,06-07-2023,34171.39,29-06-2023,1990.16,11-07-2023,45.14,07-11-2023,1.1,12-07-2023,74.83,13-07-2023,3.859,11-07-2023,23.1774
21-07-2023,31850,05-07-2023,34344.72,28-06-2023,2011.13,10-07-2023,45.14,07-10-2023,1.0971,11-07-2023,73.19,07-12-2023,3.962,10-07-2023,23.0886
20-07-2023,31750,03-07-2023,34369.78,27-06-2023,2018.71,07-07-2023,44.82,07-07-2023,1.0887,10-07-2023,73.86,07-11-2023,4,07-07-2023,22.7253
19-07-2023,31850,30-06-2023,34269.92,26-06-2023,2036.12,06-07-2023,44.46,07-06-2023,1.0858,07-07-2023,71.89,07-10-2023,4.062,06-07-2023,23.1583
18-07-2023,31850,29-06-2023,33854.57,23-06-2023,2034.14,05-07-2023,44.37,07-05-2023,1.0878,06-07-2023,71.8,07-07-2023,4.031,05-07-2023,22.9583
17-07-2023,31950,28-06-2023,33881.38,22-06-2023,2062.04,04-07-2023,44.47,07-04-2023,1.0911,05-07-2023,70.15,07-06-2023,3.938,04-07-2023,22.9096
14-07-2023,32050,27-06-2023,33739.03,21-06-2023,2073.05,03-07-2023,44.76,07-03-2023,1.0911,04-07-2023,70.08,07-05-2023,3.841,03-07-2023,22.7785
13-07-2023,31950,26-06-2023,33730.79,20-06-2023,2089.2,30-06-2023,44.97,30-06-2023,1.0864,03-07-2023,70.45,07-04-2023,3.854,30-06-2023,22.5711
12-07-2023,31800,23-06-2023,33835.66,19-06-2023,2103.45,29-06-2023,44.97,29-06-2023,1.0914,30-06-2023,69.82,07-03-2023,3.845,29-06-2023,22.7211
11-07-2023,31850,22-06-2023,33900.47,16-06-2023,2113.98,28-06-2023,44.94,28-06-2023,1.0961,29-06-2023,69.25,30-06-2023,3.838,28-06-2023,22.8482
10-07-2023,31950,21-06-2023,33990.56,15-06-2023,2106.53,27-06-2023,44.74,27-06-2023,1.091,28-06-2023,68.01,29-06-2023,3.714,27-06-2023,22.7687
08-07-2023,31900,20-06-2023,34206.66,14-06-2023,2115.54,26-06-2023,44.78,26-06-2023,1.0897,27-06-2023,69.49,28-06-2023,3.762,26-06-2023,22.445
07-07-2023,31800,16-06-2023,34464.02,13-06-2023,2094.39,23-06-2023,44.75,23-06-2023,1.0957,26-06-2023,69.84,27-06-2023,3.719,23-06-2023,22.2409
06-07-2023,31750,15-06-2023,33945.98,12-06-2023,2090,22-06-2023,44.42,22-06-2023,1.0986,23-06-2023,69.53,26-06-2023,3.721,22-06-2023,22.6226
05-07-2023,31800,14-06-2023,34044.7,09-06-2023,2102.36,21-06-2023,44.48,21-06-2023,1.0916,22-06-2023,72.43,23-06-2023,3.787,21-06-2023,23.2092
04-07-2023,31850,13-06-2023,34111.08,08-06-2023,2063.56,20-06-2023,44.45,20-06-2023,1.0921,21-06-2023,70.9,22-06-2023,3.727,20-06-2023,23.935
03-07-2023,31850,12-06-2023,33906.8,07-06-2023,2058.93,19-06-2023,44.46,19-06-2023,1.0942,20-06-2023,71.45,21-06-2023,3.732,19-06-2023,24.1675
30-06-2023,32050,09-06-2023,33852.44,06-06-2023,2069.61,16-06-2023,44.22,16-06-2023,1.0944,19-06-2023,71.47,20-06-2023,3.824,16-06-2023,23.8748
29-06-2023,32050,08-06-2023,33656.98,02-06-2023,2052.36,15-06-2023,43.95,15-06-2023,1.083,16-06-2023,70.55,19-06-2023,3.76,15-06-2023,23.9443
28-06-2023,32000,07-06-2023,33562.47,01-06-2023,2061.31,14-06-2023,43.74,14-06-2023,1.0792,15-06-2023,68.7,16-06-2023,3.718,14-06-2023,23.6275
27-06-2023,32050,06-06-2023,33547.67,31-05-2023,2048.29,13-06-2023,43.33,13-06-2023,1.0755,14-06-2023,69.35,15-06-2023,3.79,13-06-2023,24.0613
26-06-2023,32000,05-06-2023,33771.13,30-05-2023,2077.17,12-06-2023,43.49,06-12-2023,1.0751,13-06-2023,67.31,14-06-2023,3.821,12-06-2023,24.2658
23-06-2023,31800,02-06-2023,33187.58,29-05-2023,2065.94,09-06-2023,43.49,06-09-2023,1.0782,12-06-2023,70.27,13-06-2023,3.74,09-06-2023,24.2941
22-06-2023,31800,01-06-2023,32929.85,26-05-2023,2062.85,08-06-2023,43.33,06-08-2023,1.0699,09-06-2023,70.94,06-12-2023,3.745,08-06-2023,23.4636
21-06-2023,31900,31-05-2023,32948.71,25-05-2023,2069.57,07-06-2023,43.21,06-07-2023,1.0695,08-06-2023,72.47,06-09-2023,3.724,07-06-2023,23.6194
20-06-2023,32000,30-05-2023,33103.65,24-05-2023,2061.94,06-06-2023,43.25,06-06-2023,1.0714,07-06-2023,71.56,06-08-2023,3.789,06-06-2023,23.555
19-06-2023,32050,26-05-2023,32795.5,23-05-2023,2060.24,05-06-2023,43.29,06-05-2023,1.0712,06-06-2023,71.99,06-07-2023,3.668,05-06-2023,23.5944
16-06-2023,32000,25-05-2023,32854.26,22-05-2023,2028.44,02-06-2023,43.33,06-02-2023,1.0762,05-06-2023,75.03,06-06-2023,3.685,02-06-2023,23.8785
15-06-2023,31850,24-05-2023,33021.76,19-05-2023,2062.46,01-06-2023,43.14,06-01-2023,1.069,02-06-2023,70.21,06-05-2023,3.706,01-06-2023,23.5455
14-06-2023,31850,23-05-2023,33190.6,18-05-2023,2063.87,31-05-2023,43.1,31-05-2023,1.0736,01-06-2023,67.6,06-02-2023,3.606,31-05-2023,23.2094
