Date_Y,Y,Date_DJI,DJI,Date_Set,Set,Date_GBP_THB,GBP_THB,Date_EURUSD,EURUSD,Date_Oil,Oil,Date_USATen,USATen,Date_XAG,XAG
25-05-2022,30050,30-03-2022,35273.63,07-03-2022,2263.7,22-04-2022,44.19,22-04-2022,1.0838,27-04-2022,101.76,26-04-2022,2.818,21-04-2022,25.2005
24-05-2022,29900,29-03-2022,35114.35,04-03-2022,2313.03,21-04-2022,44.13,21-04-2022,1.0853,26-04-2022,98.64,25-04-2022,2.889,20-04-2022,25.179
23-05-2022,30000,28-03-2022,34833.03,03-03-2022,2335.52,20-04-2022,43.94,20-04-2022,1.0788,25-04-2022,101.38,22-04-2022,2.929,19-04-2022,25.8631
20-05-2022,29900,25-03-2022,34702.39,02-03-2022,2318.68,19-04-2022,43.87,19-04-2022,1.0783,22-04-2022,104.07,21-04-2022,2.836,18-04-2022,25.64
19-05-2022,29650,24-03-2022,34406.81,01-03-2022,2318.43,18-04-2022,43.91,18-04-2022,1.0805,21-04-2022,102.5,20-04-2022,2.96,15-04-2022,25.675
18-05-2022,29600,23-03-2022,34748.84,28-02-2022,2294.77,15-04-2022,44.02,15-04-2022,1.0828,20-04-2022,103.05,19-04-2022,2.849,14-04-2022,25.725
17-05-2022,29850,22-03-2022,34583.24,25-02-2022,2296.16,14-04-2022,43.95,14-04-2022,1.0887,19-04-2022,107.75,18-04-2022,2.847,13-04-2022,25.3716
16-05-2022,29800,21-03-2022,34669.85,24-02-2022,2305.23,13-04-2022,43.66,13-04-2022,1.083,18-04-2022,107.03,14-04-2022,2.699,12-04-2022,25.15
13-05-2022,30000,18-03-2022,34466.72,23-02-2022,2307.92,12-04-2022,43.79,04-12-2022,1.0882,14-04-2022,104.2,13-04-2022,2.727,11-04-2022,24.8
12-05-2022,30400,17-03-2022,33995.39,22-02-2022,2287.7,11-04-2022,43.83,04-11-2022,1.0935,13-04-2022,100.91,04-12-2022,2.803,08-04-2022,24.615
11-05-2022,30100,16-03-2022,33653.93,21-02-2022,2341.99,08-04-2022,43.8,04-08-2022,1.0879,12-04-2022,95.17,04-11-2022,2.723,07-04-2022,24.455
10-05-2022,30350,15-03-2022,32989.27,18-02-2022,2339.82,07-04-2022,43.9,04-07-2022,1.0893,11-04-2022,98.4,04-08-2022,2.647,06-04-2022,24.336
09-05-2022,30500,14-03-2022,33000.37,17-02-2022,2343.54,06-04-2022,43.89,04-06-2022,1.0906,08-04-2022,97.17,04-07-2022,2.594,05-04-2022,24.56
07-05-2022,30500,11-03-2022,33279.72,15-02-2022,2316.52,05-04-2022,43.88,04-05-2022,1.0973,07-04-2022,97.16,04-06-2022,2.566,04-04-2022,24.625
06-05-2022,30400,10-03-2022,33106.77,14-02-2022,2319.69,04-04-2022,43.95,04-04-2022,1.1039,06-04-2022,101.24,04-05-2022,2.393,01-04-2022,24.805
05-05-2022,30550,09-03-2022,32860.42,11-02-2022,2319.88,01-04-2022,43.74,04-01-2022,1.1065,05-04-2022,103.66,04-04-2022,2.408,31-03-2022,24.8658
04-05-2022,30250,08-03-2022,32885.17,10-02-2022,2338.95,31-03-2022,43.78,31-03-2022,1.1158,04-04-2022,98.95,04-01-2022,2.352,30-03-2022,24.773
03-05-2022,30300,07-03-2022,33579.75,09-02-2022,2308.83,30-03-2022,43.85,30-03-2022,1.1087,01-04-2022,101.23,31-03-2022,2.345,29-03-2022,24.85
02-05-2022,30700,04-03-2022,33655.43,08-02-2022,2295.16,29-03-2022,44.21,29-03-2022,1.098,31-03-2022,107.45,30-03-2022,2.4,28-03-2022,25.53
29-04-2022,30800,03-03-2022,33972.87,07-02-2022,2291.7,28-03-2022,44.31,28-03-2022,1.0989,30-03-2022,105.24,29-03-2022,2.442,25-03-2022,25.537
28-04-2022,30600,02-03-2022,33379.51,04-02-2022,2283.18,25-03-2022,44.23,25-03-2022,1.0994,29-03-2022,103.47,28-03-2022,2.473,24-03-2022,25.105
27-04-2022,30850,01-03-2022,33813.48,03-02-2022,2272.76,24-03-2022,44.4,24-03-2022,1.1004,28-03-2022,112.92,25-03-2022,2.372,23-03-2022,24.7836
26-04-2022,30650,28-02-2022,33870.62,02-02-2022,2279.96,23-03-2022,44.43,23-03-2022,1.1027,25-03-2022,111.75,24-03-2022,2.306,22-03-2022,25.2175
25-04-2022,30950,25-02-2022,33277.22,01-02-2022,2275.68,22-03-2022,44.19,22-03-2022,1.1018,24-03-2022,114.47,23-03-2022,2.392,21-03-2022,24.956
22-04-2022,31200,24-02-2022,32830.33,31-01-2022,2263.67,21-03-2022,43.92,21-03-2022,1.1059,23-03-2022,108.85,22-03-2022,2.293,18-03-2022,25.3761
21-04-2022,31200,23-02-2022,33680.97,28-01-2022,2251.07,18-03-2022,43.67,18-03-2022,1.1091,22-03-2022,112.9,21-03-2022,2.149,17-03-2022,25.085
20-04-2022,31100,22-02-2022,33974.09,27-01-2022,2239.49,17-03-2022,43.88,17-03-2022,1.1036,21-03-2022,105.13,18-03-2022,2.158,16-03-2022,24.8865
19-04-2022,31500,18-02-2022,34310.45,26-01-2022,2252.49,16-03-2022,43.74,16-03-2022,1.0956,18-03-2022,103.62,17-03-2022,2.185,15-03-2022,25.0365
18-04-2022,31500,17-02-2022,34858.47,25-01-2022,2235.82,15-03-2022,43.51,15-03-2022,1.094,17-03-2022,95.34,16-03-2022,2.149,14-03-2022,25.9
15-04-2022,31300,16-02-2022,34951.83,24-01-2022,2248.12,14-03-2022,43.45,14-03-2022,1.0943,16-03-2022,95.23,15-03-2022,2.135,11-03-2022,25.907
14-04-2022,31250,15-02-2022,34686.19,21-01-2022,2248.47,11-03-2022,43.36,03-11-2022,1.0984,15-03-2022,102.28,14-03-2022,2.034,10-03-2022,25.76
13-04-2022,31100,14-02-2022,34694.5,20-01-2022,2264.23,10-03-2022,43.52,03-10-2022,1.1075,14-03-2022,109.42,03-11-2022,1.99,09-03-2022,26.415
12-04-2022,31050,11-02-2022,35267.89,19-01-2022,2255.96,09-03-2022,43.5,03-09-2022,1.0903,11-03-2022,105.99,03-10-2022,1.951,08-03-2022,25.68
11-04-2022,30750,10-02-2022,35630.81,18-01-2022,2283.14,08-03-2022,43.26,03-08-2022,1.0855,10-03-2022,110.41,03-09-2022,1.865,07-03-2022,25.85
08-04-2022,30550,09-02-2022,35614.9,17-01-2022,2277.26,07-03-2022,43.25,03-07-2022,1.0953,09-03-2022,124.66,03-08-2022,1.773,04-03-2022,25.185
07-04-2022,30450,08-02-2022,35160.68,14-01-2022,2277.66,04-03-2022,43.49,03-04-2022,1.1068,08-03-2022,120.67,03-07-2022,1.683,03-03-2022,25.285
06-04-2022,30500,07-02-2022,35108.38,13-01-2022,2286.9,03-03-2022,43.6,03-03-2022,1.1118,07-03-2022,121.33,03-04-2022,1.854,02-03-2022,25.3928
05-04-2022,30500,04-02-2022,35095.74,12-01-2022,2281.85,02-03-2022,43.58,03-02-2022,1.1127,04-03-2022,107.96,03-03-2022,1.852,01-03-2022,24.46
04-04-2022,30350,03-02-2022,35520.08,11-01-2022,2257.85,01-03-2022,43.86,03-01-2022,1.1218,03-03-2022,111.33,03-02-2022,1.741,28-02-2022,24.7315
02-04-2022,30400,02-02-2022,35378.19,10-01-2022,2261.53,28-02-2022,43.52,28-02-2022,1.1179,02-03-2022,107.12,03-01-2022,1.84,25-02-2022,24.2
01-04-2022,30500,01-02-2022,35151.47,07-01-2022,2261.32,25-02-2022,43.67,25-02-2022,1.1192,01-03-2022,96.09,28-02-2022,1.892,24-02-2022,24.55
31-03-2022,30300,31-01-2022,34691.17,06-01-2022,2270.43,24-02-2022,43.71,24-02-2022,1.1313,28-02-2022,94.99,25-02-2022,1.972,23-02-2022,24.105
30-03-2022,30400,28-01-2022,34135.24,05-01-2022,2285.87,23-02-2022,44.05,23-02-2022,1.1327,25-02-2022,93.32,24-02-2022,1.97,22-02-2022,23.965
29-03-2022,30700,27-01-2022,34261.75,04-01-2022,2275.76,22-02-2022,43.93,22-02-2022,1.1312,24-02-2022,92.52,23-02-2022,1.949,21-02-2022,24.015
28-03-2022,30950,26-01-2022,34520.82,30-12-2021,2267.1,21-02-2022,43.69,21-02-2022,1.1315,23-02-2022,91.74,22-02-2022,1.875,18-02-2022,23.84
25-03-2022,30950,25-01-2022,34186.64,29-12-2021,2249.24,18-02-2022,43.72,18-02-2022,1.1362,22-02-2022,91.75,21-02-2022,1.868,17-02-2022,23.575
24-03-2022,30850,24-01-2022,34070.61,28-12-2021,2240.2,17-02-2022,43.84,17-02-2022,1.1374,21-02-2022,91.62,18-02-2022,1.954,16-02-2022,23.37
23-03-2022,30350,21-01-2022,34701.69,27-12-2021,2238.3,16-02-2022,43.8,16-02-2022,1.136,18-02-2022,91.63,17-02-2022,2.024,15-02-2022,23.86
22-03-2022,30700,20-01-2022,35102.66,24-12-2021,2236.31,15-02-2022,43.87,15-02-2022,1.1307,17-02-2022,90.9,16-02-2022,2.04,14-02-2022,23.61
21-03-2022,30400,19-01-2022,35412.3,23-12-2021,2221.39,14-02-2022,44.39,14-02-2022,1.1344,16-02-2022,92.21,15-02-2022,1.984,11-02-2022,23.2028
18-03-2022,30450,18-01-2022,35661.76,22-12-2021,2213.82,11-02-2022,44.36,02-11-2022,1.1428,15-02-2022,94.83,14-02-2022,1.967,10-02-2022,23.31
17-03-2022,30350,14-01-2022,35996.43,21-12-2021,2207.35,10-02-2022,44.27,02-10-2022,1.1429,14-02-2022,93.91,02-11-2022,2.033,09-02-2022,23.2
16-03-2022,30300,13-01-2022,36312.49,20-12-2021,2218.23,09-02-2022,44.57,02-09-2022,1.1416,11-02-2022,90,02-10-2022,1.939,08-02-2022,23.015
15-03-2022,30750,12-01-2022,36336.16,17-12-2021,2239.18,08-02-2022,44.69,02-08-2022,1.1443,10-02-2022,90.01,02-09-2022,1.954,07-02-2022,22.48
14-03-2022,31100,11-01-2022,36058.85,16-12-2021,2216.4,07-02-2022,44.64,02-07-2022,1.1468,09-02-2022,89.86,02-08-2022,1.921,04-02-2022,22.41
11-03-2022,31200,10-01-2022,36175.21,15-12-2021,2214.74,04-02-2022,45.04,02-04-2022,1.1439,08-02-2022,91.64,02-07-2022,1.908,03-02-2022,22.645
10-03-2022,30800,07-01-2022,36249.59,14-12-2021,2202.79,03-02-2022,44.98,02-03-2022,1.1306,07-02-2022,91.82,02-04-2022,1.834,02-02-2022,22.655
09-03-2022,31900,06-01-2022,36409.05,13-12-2021,2214.77,02-02-2022,44.87,02-02-2022,1.127,04-02-2022,90.19,02-03-2022,1.759,01-02-2022,22.4589
08-03-2022,30850,05-01-2022,36722.6,09-12-2021,2210.49,01-02-2022,44.68,02-01-2022,1.1234,03-02-2022,87.98,02-02-2022,1.798,31-01-2022,22.455
07-03-2022,30600,04-01-2022,36636,08-12-2021,2203.45,31-01-2022,44.81,31-01-2022,1.1147,02-02-2022,88.35,02-01-2022,1.787,28-01-2022,22.7765
05-03-2022,30150,03-01-2022,36321.59,07-12-2021,2178.91,28-01-2022,44.57,28-01-2022,1.1146,01-02-2022,88.15,31-01-2022,1.789,27-01-2022,23.495
04-03-2022,29750,31-12-2021,36385.85,03-12-2021,2169.84,27-01-2022,44.58,27-01-2022,1.124,31-01-2022,87.45,28-01-2022,1.808,26-01-2022,23.82
03-03-2022,29600,30-12-2021,36522.48,02-12-2021,2157.36,26-01-2022,44.54,26-01-2022,1.1301,28-01-2022,87.5,27-01-2022,1.851,25-01-2022,23.99
02-03-2022,29800,29-12-2021,36421.14,01-12-2021,2152.41,25-01-2022,44.52,25-01-2022,1.1324,27-01-2022,87.15,26-01-2022,1.778,24-01-2022,24.28
01-03-2022,29300,28-12-2021,36302.99,30-11-2021,2187.46,24-01-2022,44.63,24-01-2022,1.1343,26-01-2022,85.26,25-01-2022,1.769,21-01-2022,24.45
28-02-2022,29450,27-12-2021,35954.48,29-11-2021,2198.29,21-01-2022,44.77,21-01-2022,1.1312,25-01-2022,84.15,24-01-2022,1.772,20-01-2022,24.1489
25-02-2022,29400,23-12-2021,35782.42,26-11-2021,2241.42,20-01-2022,44.81,20-01-2022,1.1342,24-01-2022,84.91,21-01-2022,1.791,19-01-2022,23.47
24-02-2022,29150,22-12-2021,35491.71,25-11-2021,2266.94,19-01-2022,44.99,19-01-2022,1.1321,21-01-2022,84.57,20-01-2022,1.863,18-01-2022,23.025
23-02-2022,29050,21-12-2021,35069.5,24-11-2021,2260.66,18-01-2022,45.17,18-01-2022,1.1408,20-01-2022,86.23,19-01-2022,1.873,17-01-2022,22.96
22-02-2022,29050,20-12-2021,35222.12,23-11-2021,2263.21,17-01-2022,45.42,17-01-2022,1.1414,19-01-2022,86.61,18-01-2022,1.807,14-01-2022,23.09
21-02-2022,28750,17-12-2021,35800.11,22-11-2021,2255.15,14-01-2022,45.53,14-01-2022,1.1454,18-01-2022,84.32,17-01-2022,1.813,13-01-2022,23.13
18-02-2022,28600,16-12-2021,36036.28,19-11-2021,2262.92,13-01-2022,45.63,13-01-2022,1.1443,17-01-2022,83.84,14-01-2022,1.72,12-01-2022,22.785
17-02-2022,28400,15-12-2021,35549.35,18-11-2021,2249.85,12-01-2022,45.41,01-12-2022,1.1366,14-01-2022,81.73,13-01-2022,1.748,11-01-2022,22.475
16-02-2022,28350,14-12-2021,35605.73,17-11-2021,2255.95,11-01-2022,45.66,01-11-2022,1.1325,13-01-2022,82.82,01-12-2022,1.743,10-01-2022,22.3585
15-02-2022,28550,13-12-2021,35958.93,16-11-2021,2249.17,10-01-2022,45.69,01-10-2022,1.1353,12-01-2022,81.38,01-11-2022,1.769,07-01-2022,22.18
14-02-2022,28550,10-12-2021,35830.55,15-11-2021,2238.65,07-01-2022,45.41,01-07-2022,1.1293,11-01-2022,78.42,01-10-2022,1.767,06-01-2022,22.7979
12-02-2022,28600,09-12-2021,35722.26,12-11-2021,2241.71,06-01-2022,45.01,01-06-2022,1.1314,10-01-2022,78.88,01-07-2022,1.725,05-01-2022,23.055
11-02-2022,28200,08-12-2021,35716.85,11-11-2021,2229.6,05-01-2022,45.01,01-05-2022,1.1287,07-01-2022,79.62,01-06-2022,1.7,04-01-2022,22.895
10-02-2022,28300,07-12-2021,35423.99,10-11-2021,2226.58,04-01-2022,44.78,01-04-2022,1.1298,06-01-2022,77.24,01-05-2022,1.656,03-01-2022,23.325
09-02-2022,28300,06-12-2021,34633.43,09-11-2021,2231.26,03-01-2022,44.98,01-03-2022,1.1365,05-01-2022,77.18,01-04-2022,1.617,31-12-2021,23.055
08-02-2022,28300,03-12-2021,34692.78,08-11-2021,2237.66,31-12-2021,45.02,31-12-2021,1.1324,04-01-2022,76.02,01-03-2022,1.531,30-12-2021,22.8238
07-02-2022,28150,02-12-2021,34076.25,05-11-2021,2230.57,30-12-2021,45.2,30-12-2021,1.1349,03-01-2022,75.69,31-12-2021,1.512,29-12-2021,23.01
05-02-2022,28200,01-12-2021,34678.94,04-11-2021,2213.7,29-12-2021,45.06,29-12-2021,1.131,31-12-2021,76.66,30-12-2021,1.551,28-12-2021,23.075
04-02-2022,28200,30-11-2021,35056.99,03-11-2021,2223.48,28-12-2021,45.06,28-12-2021,1.1329,30-12-2021,76.58,29-12-2021,1.477,27-12-2021,22.855
03-02-2022,28300,29-11-2021,35017.71,02-11-2021,2215.16,27-12-2021,44.77,27-12-2021,1.1318,29-12-2021,76.04,28-12-2021,1.479,24-12-2021,22.905
02-02-2022,28250,26-11-2021,35366.69,01-11-2021,2227.92,24-12-2021,44.92,24-12-2021,1.133,28-12-2021,75.97,27-12-2021,1.486,23-12-2021,22.7975
01-02-2022,28250,24-11-2021,35752.31,29-10-2021,2225.87,23-12-2021,44.95,23-12-2021,1.1325,27-12-2021,73.38,23-12-2021,1.457,22-12-2021,22.52
31-01-2022,28250,23-11-2021,35619.92,28-10-2021,2223.21,22-12-2021,44.69,22-12-2021,1.1279,23-12-2021,73.03,22-12-2021,1.45,21-12-2021,22.26
28-01-2022,28300,22-11-2021,35631.41,27-10-2021,2234.01,21-12-2021,44.39,21-12-2021,1.1277,22-12-2021,71.27,21-12-2021,1.421,20-12-2021,22.41
27-01-2022,28450,19-11-2021,35879.09,26-10-2021,2239.7,20-12-2021,44.15,20-12-2021,1.1242,21-12-2021,69.21,20-12-2021,1.375,17-12-2021,22.49
26-01-2022,28700,18-11-2021,35901.69,25-10-2021,2254.05,17-12-2021,44.51,17-12-2021,1.133,20-12-2021,70.07,17-12-2021,1.424,16-12-2021,22.08
25-01-2022,28650,17-11-2021,36159.7,21-10-2021,2255.34,16-12-2021,44.33,16-12-2021,1.1286,17-12-2021,71.92,16-12-2021,1.462,15-12-2021,21.9457
24-01-2022,28600,16-11-2021,36076.18,20-10-2021,2239.24,15-12-2021,44.26,15-12-2021,1.1259,16-12-2021,71.48,15-12-2021,1.443,14-12-2021,22.33
21-01-2022,28600,15-11-2021,36128.83,19-10-2021,2261.5,14-12-2021,44.14,14-12-2021,1.1285,15-12-2021,70.35,14-12-2021,1.426,13-12-2021,22.18
20-01-2022,28550,12-11-2021,35963.78,18-10-2021,2250.77,13-12-2021,44.52,13-12-2021,1.1316,14-12-2021,71.12,13-12-2021,1.494,10-12-2021,21.955
19-01-2022,28400,11-11-2021,36038.78,15-10-2021,2254.73,10-12-2021,44.42,12-10-2021,1.1293,13-12-2021,72.04,12-10-2021,1.501,09-12-2021,22.41
18-01-2022,28350,10-11-2021,36299.25,14-10-2021,2257.48,09-12-2021,44.24,12-09-2021,1.1342,10-12-2021,70.68,12-09-2021,1.521,08-12-2021,22.5021
17-01-2022,28550,09-11-2021,36404.53,12-10-2021,2254.46,08-12-2021,44.62,12-08-2021,1.1267,09-12-2021,72.52,12-08-2021,1.472,07-12-2021,22.3769
14-01-2022,28550,08-11-2021,36416.46,11-10-2021,2251.6,07-12-2021,44.89,12-07-2021,1.1287,08-12-2021,71.86,12-07-2021,1.429,06-12-2021,22.5862
13-01-2022,28650,05-11-2021,36268.75,08-10-2021,2249.48,06-12-2021,44.83,12-06-2021,1.1321,07-12-2021,69.72,12-06-2021,1.378,03-12-2021,22.39
12-01-2022,28600,04-11-2021,36107.46,07-10-2021,2227.62,03-12-2021,45.09,12-03-2021,1.1301,06-12-2021,67.02,12-03-2021,1.431,02-12-2021,22.31
11-01-2022,28550,03-11-2021,36059.09,06-10-2021,2230.59,02-12-2021,44.79,12-02-2021,1.132,03-12-2021,67.5,12-02-2021,1.421,01-12-2021,22.82
10-01-2022,28550,02-11-2021,35935.11,05-10-2021,2206.87,01-12-2021,44.84,12-01-2021,1.1339,02-12-2021,65.63,12-01-2021,1.477,30-11-2021,22.915
08-01-2022,28500,01-11-2021,35833.65,04-10-2021,2205.33,30-11-2021,44.9,30-11-2021,1.1291,01-12-2021,67.01,30-11-2021,1.511,29-11-2021,23.145
07-01-2022,28400,29-10-2021,35712.28,01-10-2021,2186.35,29-11-2021,45.06,29-11-2021,1.1309,30-11-2021,70.04,29-11-2021,1.531,26-11-2021,23.6
06-01-2022,28450,28-10-2021,35545.41,30-09-2021,2210.69,26-11-2021,44.48,26-11-2021,1.1209,29-11-2021,69.23,26-11-2021,1.598,25-11-2021,23.55
05-01-2022,28450,27-10-2021,35835.43,29-09-2021,2194.85,25-11-2021,44.48,25-11-2021,1.1198,26-11-2021,78.34,25-11-2021,1.601,24-11-2021,23.68
04-01-2022,28400,26-10-2021,35791.05,28-09-2021,2223.58,24-11-2021,44.29,24-11-2021,1.1248,25-11-2021,78.38,24-11-2021,1.665,23-11-2021,24.195
03-01-2022,28650,25-10-2021,35692.62,27-09-2021,2242.47,23-11-2021,44.23,23-11-2021,1.1237,24-11-2021,78.48,23-11-2021,1.624,22-11-2021,24.635
31-12-2021,28550,22-10-2021,35607.72,23-09-2021,2232.46,22-11-2021,44.12,22-11-2021,1.1292,23-11-2021,76.46,22-11-2021,1.56,19-11-2021,24.79
30-12-2021,28400,21-10-2021,35520.32,22-09-2021,2205.29,19-11-2021,43.95,19-11-2021,1.1371,22-11-2021,75.75,19-11-2021,1.587,18-11-2021,25.0682
29-12-2021,28600,20-10-2021,35475.16,21-09-2021,2192.77,18-11-2021,44.01,18-11-2021,1.1319,19-11-2021,78.76,18-11-2021,1.599,17-11-2021,24.83
28-12-2021,28650,19-10-2021,35325.37,20-09-2021,2209.54,17-11-2021,44,17-11-2021,1.1321,18-11-2021,78.34,17-11-2021,1.644,16-11-2021,25.065
27-12-2021,28600,18-10-2021,35221.02,17-09-2021,2231.46,16-11-2021,43.93,16-11-2021,1.1368,17-11-2021,80.54,16-11-2021,1.618,15-11-2021,25.315
24-12-2021,28600,15-10-2021,35023.63,16-09-2021,2233.29,15-11-2021,44.01,15-11-2021,1.1452,16-11-2021,80.93,15-11-2021,1.575,12-11-2021,25.25
23-12-2021,28600,14-10-2021,34443.22,15-09-2021,2220.83,12-11-2021,43.95,11-12-2021,1.1454,15-11-2021,80.66,11-12-2021,1.577,11-11-2021,24.645
22-12-2021,28500,13-10-2021,34372.71,14-09-2021,2242.26,11-11-2021,43.98,11-11-2021,1.1482,12-11-2021,81.21,11-11-2021,1.585,10-11-2021,24.305
21-12-2021,28500,12-10-2021,34507.15,13-09-2021,2236.02,10-11-2021,44.44,11-10-2021,1.1593,11-11-2021,81.41,11-10-2021,1.463,09-11-2021,24.47
20-12-2021,28450,11-10-2021,34723.79,10-09-2021,2237.91,09-11-2021,44.65,11-09-2021,1.1588,10-11-2021,84.53,11-09-2021,1.49,08-11-2021,24.18
17-12-2021,28350,08-10-2021,34757.57,09-09-2021,2246.35,08-11-2021,44.83,11-08-2021,1.1555,09-11-2021,82.16,11-08-2021,1.464,05-11-2021,23.796
16-12-2021,28100,07-10-2021,34509.72,08-09-2021,2242.95,05-11-2021,45,11-05-2021,1.1553,08-11-2021,81.13,11-05-2021,1.545,04-11-2021,23.5185
15-12-2021,28000,06-10-2021,34198.96,07-09-2021,2274.22,04-11-2021,45.59,11-04-2021,1.1611,05-11-2021,79.37,11-04-2021,1.593,03-11-2021,23.5395
14-12-2021,28200,05-10-2021,34035.25,06-09-2021,2273.65,03-11-2021,45.29,11-03-2021,1.1579,04-11-2021,80.18,11-03-2021,1.554,02-11-2021,24.041
13-12-2021,28250,04-10-2021,34312.96,03-09-2021,2277.64,02-11-2021,45.53,11-02-2021,1.1605,03-11-2021,83.07,11-02-2021,1.568,01-11-2021,23.915
11-12-2021,28300,01-10-2021,33930.7,02-09-2021,2245.32,01-11-2021,45.56,11-01-2021,1.1559,02-11-2021,83.87,11-01-2021,1.575,29-10-2021,24.08
10-12-2021,28200,30-09-2021,34467.98,01-09-2021,2260.09,29-10-2021,45.78,29-10-2021,1.168,01-11-2021,83.36,29-10-2021,1.568,28-10-2021,24.0624
09-12-2021,28150,29-09-2021,34360.08,31-08-2021,2241.52,28-10-2021,45.78,28-10-2021,1.1605,29-10-2021,83.09,28-10-2021,1.541,27-10-2021,24.1595
08-12-2021,28300,28-09-2021,34747.7,30-08-2021,2226.61,27-10-2021,45.73,27-10-2021,1.1597,28-10-2021,82.25,27-10-2021,1.617,26-10-2021,24.565
07-12-2021,28500,27-09-2021,34739.27,27-08-2021,2196.02,26-10-2021,45.51,26-10-2021,1.1607,27-10-2021,84.39,26-10-2021,1.636,25-10-2021,24.345
06-12-2021,28500,24-09-2021,34762.31,26-08-2021,2198.1,25-10-2021,45.85,25-10-2021,1.1644,26-10-2021,83.72,25-10-2021,1.648,22-10-2021,24.1605
04-12-2021,28450,23-09-2021,34296.3,25-08-2021,2183.18,22-10-2021,46.05,22-10-2021,1.1623,25-10-2021,83.98,22-10-2021,1.692,21-10-2021,24.2925
03-12-2021,28400,22-09-2021,34006.87,24-08-2021,2183.28,21-10-2021,46.13,21-10-2021,1.165,22-10-2021,82.61,21-10-2021,1.665,20-10-2021,23.6656
02-12-2021,28400,21-09-2021,34025.61,23-08-2021,2144.34,20-10-2021,45.96,20-10-2021,1.1634,21-10-2021,83.58,20-10-2021,1.658,19-10-2021,23.1895
01-12-2021,28300,20-09-2021,34459.72,20-08-2021,2121.97,19-10-2021,45.97,19-10-2021,1.1611,20-10-2021,83.34,19-10-2021,1.591,18-10-2021,23.3277
30-11-2021,28400,17-09-2021,34737.86,19-08-2021,2118.24,18-10-2021,45.94,18-10-2021,1.1597,19-10-2021,82.37,18-10-2021,1.589,15-10-2021,23.515
29-11-2021,28550,16-09-2021,34810.27,18-08-2021,2120.31,15-10-2021,45.36,15-10-2021,1.1599,18-10-2021,82.6,15-10-2021,1.519,14-10-2021,23.0905
26-11-2021,28350,15-09-2021,34580.95,17-08-2021,2107.47,14-10-2021,45.34,14-10-2021,1.1593,15-10-2021,81.48,14-10-2021,1.547,13-10-2021,22.5575
25-11-2021,28200,14-09-2021,34906.9,16-08-2021,2090.83,13-10-2021,45.3,13-10-2021,1.1528,14-10-2021,80.59,13-10-2021,1.572,12-10-2021,22.5765
24-11-2021,28150,13-09-2021,34665.5,13-08-2021,2088.77,12-10-2021,45.8,10-12-2021,1.1555,13-10-2021,80.58,10-12-2021,1.629,11-10-2021,22.6811
23-11-2021,28250,10-09-2021,34949.59,11-08-2021,2115.67,11-10-2021,46.11,10-11-2021,1.1571,12-10-2021,80.5,10-11-2021,1.622,08-10-2021,22.605
22-11-2021,28650,09-09-2021,35013.08,10-08-2021,2107.86,08-10-2021,46.01,10-08-2021,1.1551,11-10-2021,79.59,10-08-2021,1.585,07-10-2021,22.6181
19-11-2021,28650,08-09-2021,35087.45,09-08-2021,2085.26,07-10-2021,45.92,10-07-2021,1.1556,08-10-2021,78.86,10-07-2021,1.531,06-10-2021,22.6315
18-11-2021,28750,07-09-2021,35373.24,06-08-2021,2087.39,06-10-2021,46.11,10-06-2021,1.1603,07-10-2021,77,10-06-2021,1.536,05-10-2021,22.6845
17-11-2021,28700,03-09-2021,35401.73,05-08-2021,2112.1,05-10-2021,45.97,10-05-2021,1.1623,06-10-2021,79.04,10-05-2021,1.486,04-10-2021,22.57
16-11-2021,28800,02-09-2021,35353.06,04-08-2021,2108.79,04-10-2021,45.51,10-04-2021,1.1593,05-10-2021,77.58,10-04-2021,1.46,01-10-2021,22.1665
15-11-2021,28700,01-09-2021,35387.55,03-08-2021,2088.46,01-10-2021,45.37,10-01-2021,1.1582,04-10-2021,75.9,10-01-2021,1.501,30-09-2021,21.5375
12-11-2021,28750,31-08-2021,35391.38,02-08-2021,2083.32,30-09-2021,45.59,30-09-2021,1.1596,01-10-2021,75.12,30-09-2021,1.51,29-09-2021,22.4561
11-11-2021,28600,30-08-2021,35471.8,30-07-2021,2096.61,29-09-2021,45.83,29-09-2021,1.1683,30-09-2021,74.78,29-09-2021,1.55,28-09-2021,22.61
10-11-2021,28250,27-08-2021,35231.11,29-07-2021,2104.24,28-09-2021,46.02,28-09-2021,1.1696,29-09-2021,74.38,28-09-2021,1.484,27-09-2021,22.4155
09-11-2021,28250,26-08-2021,35449.68,27-07-2021,2114.28,27-09-2021,45.75,27-09-2021,1.1724,28-09-2021,75.43,27-09-2021,1.465,24-09-2021,22.5115
08-11-2021,28400,25-08-2021,35388.77,23-07-2021,2121.28,24-09-2021,45.81,24-09-2021,1.1738,27-09-2021,74.19,24-09-2021,1.428,23-09-2021,22.6945
06-11-2021,28400,24-08-2021,35382.72,22-07-2021,2123.21,23-09-2021,45.6,23-09-2021,1.1686,24-09-2021,73.24,23-09-2021,1.309,22-09-2021,22.497
05-11-2021,28250,23-08-2021,35160.97,21-07-2021,2110.1,22-09-2021,45.58,22-09-2021,1.1726,23-09-2021,71.97,22-09-2021,1.316,21-09-2021,22.269
04-11-2021,27950,20-08-2021,34917.96,20-07-2021,2121.8,21-09-2021,45.58,21-09-2021,1.1726,22-09-2021,70.85,21-09-2021,1.311,20-09-2021,22.355
