Y,Copper,Rhodium,SP,US_Five,US_Ten,DJI,Set,GBP_THB,JPY_THB,USD_THB,BVN ,EUR_USD,XAG_USD,THB_Five,THB_Ten,NYSE,SET,Oil
28500,4.59,22490,4232.99,0.8,1.36,34626.16,2123.49,45.21,0.29,32.52,11.03,1.1872,25.931,1.435,1.28,16685.1,1553.27,72.22
28500,4.45,22290,4233.81,0.86,1.31,34645.84,2169.28,44.87,0.3,32.54,11.16,1.1844,26.1465,1.45,1.33,16708.7,1581.86,72.18
28450,4.34,21490,4229.34,0.86,1.32,34766.2,2190.59,44.59,0.3,32.33,11.26,1.1792,26.1595,1.455,1.35,16632.3,1591.12,71.71
28400,4.28,21390,4206.05,0.9,1.36,34618.69,2181.64,44.52,0.3,32.26,11.85,1.1823,26.4484,1.455,1.295,16674,1584.55,70.22
28400,4.26,21990,4191.43,0.89,1.44,34550.31,2153.81,44.47,0.3,32.11,11.34,1.1863,26.4965,1.44,1.3,16643.3,1565.7,66.45
28300,4.2,22490,4206.82,0.89,1.44,34614.62,2151.84,44.49,0.3,32.16,11.45,1.1862,26.0361,1.43,1.35,16555.7,1564.06,66.6
28400,4.31,22990,4216.52,0.9,1.47,34584.19,2140.54,44.15,0.3,32.06,11.66,1.1849,26.123,1.42,1.355,16532,1552.05,71.49
28550,4.31,24090,4210.77,0.93,1.47,34558.5,2157.22,44.29,0.3,32.03,11.12,1.1859,25.7705,1.445,1.38,16452,1563.46,71.48
28550,4.27,25090,4201.94,0.91,1.48,34432.47,2192.48,44.42,0.3,32.11,11.09,1.1897,26.1265,1.445,1.35,16390.2,1585.91,72.96
28350,4.29,25490,4191.59,0.9,1.48,34336.34,2181.34,44.32,0.3,31.92,11.4,1.1926,26.12,1.445,1.36,16464.7,1576.19,75.17
28200,4.33,25290,4205.94,0.85,1.53,34428.66,2179.83,44.17,0.3,31.8,11.33,1.1935,25.954,1.44,1.4,16375,1574.38,74.18
28150,4.35,22740,4170.16,0.89,1.49,34253.87,2156.46,44.42,0.29,31.9,11.12,1.1932,25.887,1.44,1.435,16350.5,1555.01,74.74
28250,4.27,21990,4168.61,0.88,1.49,34121.91,2143.74,44.44,0.29,31.83,11.59,1.1927,25.774,1.42,1.43,16233.3,1543.59,73.26
28650,4.31,23990,4121.97,0.89,1.47,33906.3,2162.8,44.24,0.29,31.72,11.36,1.1939,25.9595,1.41,1.46,16337.7,1561.53,72.17
28650,4.25,26740,4098.45,0.91,1.49,33945.81,2164.04,44.02,0.29,31.61,11.77,1.1918,25.81,1.42,1.47,16423,1562.2,73.85
28650,4.28,27590,4165.94,0.78,1.44,34351.18,2154.14,43.45,0.29,31.47,11.69,1.1868,25.885,1.42,1.45,16415.4,1554.64,75.35
28750,4.31,27990,4169.92,0.78,1.52,34375.29,2170.87,43.72,0.29,31.41,11.77,1.1908,26.9881,1.415,1.425,16181.6,1566.11,75.15
28700,4.24,28190,4129.58,0.75,1.59,34050.86,2219.52,43.77,0.29,31.28,11.22,1.1996,27.6615,1.415,1.43,16043,1599.33,75.22
28800,4.29,28190,4074.99,0.72,1.5,33624.74,2226.51,43.87,0.29,31.15,11.37,1.2127,27.8535,1.4,1.41,16355.6,1603.24,75.02
28700,4.26,28390,4130.55,0.75,1.49,34206.4,2213.43,43.92,0.28,31.12,10.91,1.212,27.9365,1.42,1.385,16516.8,1594.01,73.5
28800,4.28,28390,4150.34,0.77,1.46,34572.74,2210.68,43.88,0.29,31.07,10.78,1.211,27.9901,1.405,1.4,16590.4,1592.26,73.47
28750,4.28,28390,4228.29,0.8,1.44,34785.27,2206.07,44.17,0.29,31.16,10.43,1.217,27.7715,1.43,1.41,16459.6,1589.68,72.78
28600,4.31,27990,4210.34,0.79,1.49,34578.27,2199.09,44,0.29,31.16,10,1.2181,27.6268,1.41,1.35,16348.4,1582.73,73.99
28250,4.31,27690,4169.14,0.84,1.54,34245.11,2192.03,44.19,0.29,31.21,9.93,1.2173,27.88,1.42,1.375,16289.3,1577.47,73.32
28250,4.23,28090,4177.06,0.79,1.57,34163.99,2188.89,44.24,0.29,31.18,9.8,1.219,27.85,1.41,1.41,16325.2,1576.27,73.28
28400,4.18,28690,4179.04,0.81,1.57,34080.2,2162.82,44.06,0.29,31.14,9.77,1.2168,27.44,1.42,1.48,16219.3,1557.5,72.91
28400,4.14,29290,4191.98,0.81,1.63,33904.89,2185.74,44.02,0.29,31.21,9.9,1.2129,28.16,1.38,1.495,16376,1572.7,73.41
28250,4.18,29290,4198.1,0.81,1.59,33988.75,2174.42,44.09,0.29,31.12,9.68,1.221,27.885,1.39,1.495,16322.1,1563.56,71.52
27950,4.28,29490,4206.14,0.82,1.61,33855.64,2176.66,44.09,0.29,31.16,9.84,1.2214,28.0615,1.4,1.495,16273.3,1562.3,71.1
28100,4.34,29490,4185.14,0.8,1.61,33860.46,2211.35,44.35,0.29,31.2,9.84,1.2227,27.93,1.42,1.5,16241.2,1579.72,71.65
28150,4.53,29390,4188.25,0.78,1.61,33932.13,2183.44,44.33,0.29,31.26,10.09,1.2192,27.875,1.41,1.49,16206,1562.92,72.45
28050,4.57,28990,4185.03,0.81,1.62,34044.23,2194.75,44.47,0.29,31.3,10.13,1.2195,27.68,1.425,1.54,16030.6,1569.01,71.16
28150,4.49,28590,4138.78,0.82,1.58,33804.52,2204.76,44.13,0.29,31.25,9.95,1.2192,27.995,1.41,1.565,16121.6,1573.11,70.65
28250,4.52,28790,4170.46,0.82,1.56,34109.88,2215.67,44.37,0.29,31.35,10.48,1.2251,27.7735,1.45,1.59,15944.6,1579.71,70.1
28050,4.54,28790,4128.42,0.86,1.61,33808.3,2217.69,44.35,0.29,31.34,10.49,1.2217,27.5703,1.47,1.555,16107.6,1582.69,69.76
28150,4.52,28790,4159.18,0.82,1.62,34034.18,2174.7,44.43,0.29,31.38,10.45,1.2178,27.7638,1.465,1.585,16186.3,1553.27,70.01
28200,4.53,29190,4179.8,0.84,1.64,34182.38,2179.02,44.52,0.29,31.37,10.6,1.2228,27.735,1.5,1.58,16116.9,1553,69.29
28200,4.47,29490,4174.14,0.82,1.67,34058.16,2189.55,44.33,0.29,31.41,10.81,1.2171,28.195,1.51,1.605,16000.1,1559.17,69.52
28150,4.61,29490,4139.76,0.83,1.64,33788.53,2148.25,44.57,0.29,31.43,10.62,1.2222,28.19,1.44,1.59,15962.3,1531.05,68.91
28150,4.66,28990,4141.58,0.87,1.65,33668.95,2161.54,44.5,0.29,31.49,10.66,1.2153,27.48,1.405,1.545,15977.5,1535.76,68.76
27950,4.69,28590,4130.1,0.81,1.64,33721.16,2123.06,44.17,0.29,31.36,10.68,1.214,27.095,1.375,1.54,15956.4,1510.27,67.99
27900,4.69,28090,4124.71,0.78,1.66,33775.06,2115.63,44.07,0.29,31.36,10.53,1.208,27.02,1.37,1.605,15886.6,1503.91,66.68
27950,4.67,28090,4096.11,0.77,1.7,33526.19,2101.19,43.99,0.29,31.29,10.35,1.2073,27.635,1.375,1.61,15838.9,1493.55,66.58
27950,4.68,28390,4089.95,0.8,1.63,33469.89,2122.72,44.08,0.29,31.16,10.28,1.2148,27.334,1.36,1.59,15878,1508.82,66.7
28150,4.52,28890,4074.29,0.8,1.6,33444.98,2112.83,43.92,0.29,31.11,10.13,1.2129,27.545,1.37,1.64,15870.3,1503.56,66.95
28050,4.51,29090,4075.57,0.82,1.59,33500.02,2087.66,43.45,0.29,31.09,10.15,1.2161,27.3,1.36,1.64,15752.2,1487.53,66.16
27650,4.53,28990,4034.44,0.83,1.57,33222.38,2110.28,43.38,0.29,31.24,10.21,1.2066,26.515,1.37,1.675,15601.7,1504.65,66.04
27800,4.5,28490,3992.78,0.86,1.58,33054.58,2110.44,43.29,0.29,31.13,10.18,1.2005,26.515,1.405,1.685,15626.1,1504.98,66.02
28050,4.54,26690,3967.25,0.87,1.59,33116.04,2134.63,43.3,0.29,31.18,10.1,1.2013,26.92,1.44,1.675,15611.9,1519.79,63.87
28100,4.57,26190,3963.34,0.85,1.61,33127.88,2135.89,43.31,0.29,31.13,10,1.2064,25.925,1.47,1.695,15682.5,1519.74,61.89
28100,4.71,26240,3969.31,0.88,1.63,33087.55,2148.62,43.07,0.3,31.16,10.16,1.2031,26.11,1.45,1.71,15410.4,1528.43,63.39
28100,4.72,26490,3917.12,0.85,1.65,32681.07,2133.62,43.47,0.3,31.19,10.27,1.2116,26.24,1.45,1.7,15276.6,1515.91,65.28
28100,4.67,27490,3879.34,0.82,1.62,32346.81,2145.25,43.72,0.3,31.35,10.13,1.2126,26.3016,1.45,1.67,15346.5,1520.68,66.33
28150,4.69,27990,3919.93,0.8,1.62,32470.88,2151.5,43.64,0.3,31.35,10.39,1.2091,26.2156,1.44,1.69,15551.6,1526.34,65.5
27950,4.72,28890,3937.6,0.8,1.57,32691.5,2149.11,43.67,0.3,31.43,10.77,1.2086,25.99,1.38,1.735,15562.3,1524.58,63.83
27900,4.8,29790,3916.48,0.8,1.56,32601.82,2122.99,43.58,0.3,31.42,11.06,1.2093,26.17,1.41,1.73,15589.1,1508.45,65.75
27900,4.67,29590,3913.14,0.83,1.55,32858.36,2094.28,43.44,0.3,31.39,11.02,1.2015,26.575,1.435,1.73,15731.1,1491.07,65.46
27750,4.78,29190,3953.5,0.82,1.55,32928.16,2088.27,43.65,0.3,31.32,10.84,1.2035,25.833,1.415,1.73,15669.3,1486.5,64.9
27800,4.61,27590,3949.57,0.81,1.56,32825.52,2109.12,43.58,0.3,31.28,10.84,1.2037,25.82,1.39,1.73,15775.5,1498.5,65.57
27800,4.52,25490,3973.59,0.86,1.6,32966.75,2099.58,43.67,0.3,31.23,11.01,1.2036,25.985,1.49,1.73,15715.2,1491.02,64.9
27700,4.56,24590,3942.96,0.84,1.58,32798.84,2057.74,43.21,0.3,31.21,11.49,1.1984,25.85,1.665,1.74,15648,1465.76,65.27
27650,4.53,24490,3924.52,0.89,1.57,32462.4,2077.99,42.97,0.3,31.17,11.02,1.1967,25.425,1.63,1.71,15521.8,1478.76,66.45
27600,4.46,24890,3915.54,0.88,1.64,32354.5,2082.54,43.15,0.3,31.31,11.38,1.198,25.355,1.66,1.61,15375.6,1482.5,64.53
27950,4.48,25690,3891.99,0.84,1.62,31906.96,2130.41,43.34,0.3,31.53,11.43,1.1948,24.8,1.7,1.63,15288.4,1510.68,63.64
28050,4.5,27490,3851.93,0.87,1.68,31892.35,2107.77,43.27,0.3,31.51,11.5,1.1911,25.25,1.75,1.6,15251.8,1497.03,64.88
27800,4.48,28490,3844.39,0.88,1.67,31512.15,2109.84,43.15,0.3,31.45,11.47,1.1891,25.46,1.74,1.555,14959.4,1498.36,63.7
27550,4.45,28990,3793.58,0.93,1.63,31029.18,2125.2,43.14,0.3,31.41,11.39,1.1913,25.1567,1.745,1.55,15199.2,1508.92,63.04
27600,4.34,29190,3818.53,0.96,1.67,31289.01,2151.75,43.09,0.31,31.37,11.22,1.1867,25.145,1.77,1.58,15277,1525.63,61.97
27550,4.27,29190,3863.99,0.9,1.66,31352.96,2149,43.27,0.3,31.3,11.09,1.1875,24.875,1.765,1.59,15327.8,1524.91,62.06
27900,4.29,28440,3903.64,0.93,1.7,31535.37,2140.54,43.58,0.3,31.35,11.06,1.1814,25,1.79,1.59,15010.5,1519.37,61.65
28050,4.22,27890,3842.51,0.91,1.71,31065.9,2128.38,43.29,0.3,31.31,11.09,1.1761,24.98,1.785,1.55,15206.7,1511.04,61.11
27800,4.25,27390,3839.66,0.89,1.67,31401.29,2171.07,43.2,0.3,31.22,11,1.1777,24.4345,1.755,1.55,15539.4,1537.03,62.39
27650,4.18,26590,3915.8,0.86,1.74,31955.94,2185.2,43.07,0.3,31.25,11.63,1.1731,24.03,1.77,1.57,15359.1,1545.35,63.47
27700,4.24,25440,3873.71,0.83,1.72,31499.75,2191.7,43.02,0.3,31.31,11.26,1.1716,24.665,1.78,1.595,15340.5,1548.3,62.98
27750,4.12,24490,3857.07,0.83,1.71,31501.89,2173.69,42.94,0.3,31.2,11.38,1.1764,25.0782,1.785,1.575,15362.7,1536.75,63.32
27650,4.04,23890,3885.55,0.81,1.67,31381.12,2182.71,42.91,0.3,31.12,10.89,1.1795,25.075,1.8,1.55,15290.6,1539.79,62.83
27850,4.01,23790,3921.16,0.86,1.63,31504.13,2160.69,42.79,0.3,31.15,10.34,1.1763,25.09,1.795,1.55,15402.6,1528.12,60.44
28000,4.06,23390,3915.86,0.87,1.61,31558.6,2133.26,42.43,0.3,31.01,10.24,1.1813,25.07,1.79,1.545,15423,1510.64,59.64
28000,4.1,22890,3918.5,0.86,1.62,31485.61,2130.3,42.63,0.3,31,10.24,1.1851,25.76,1.81,1.54,15370.2,1506.56,59.35
27950,4.07,22590,3939.61,0.81,1.68,31472.08,2066.75,42.8,0.3,30.87,10.23,1.1935,26.232,1.77,1.515,15297.1,1467.89,59.76
27800,4.11,22290,3911.65,0.83,1.71,31420.8,2005.7,42.65,0.3,30.82,9.98,1.1899,26.07,1.82,1.51,15273.9,1428.8,59.52
27750,4.14,21890,3916.4,0.83,1.71,31466.49,2074.17,43.01,0.3,30.89,10.26,1.1915,26.31,1.79,1.49,15244.4,1467.74,59.26
27700,4.03,21790,3920.78,0.85,1.66,31428.02,2037.11,42.88,0.3,30.7,10.5,1.1979,25.95,1.775,1.49,15226.6,1452.39,58.8
27750,3.99,21390,3910.49,0.79,1.62,31359.88,2072.44,42.73,0.3,30.76,10.22,1.1906,26.25,1.77,1.47,15069.6,1505.15,61.5
27900,3.98,21490,3892.59,0.79,1.6,31191.2,2047.57,42.71,0.29,30.74,10.51,1.1929,25.975,1.84,1.49,14975.4,1463.32,59.49
27850,4.04,21790,3878.3,0.8,1.64,31093.81,2007.22,42.78,0.29,30.72,10.56,1.1952,26.09,1.88,1.49,14839.1,1420.6,60.45
27750,4.08,21790,3836.66,0.85,1.54,30737.78,2020.02,42.74,0.3,30.55,10.5,1.1983,26.205,1.865,1.5,14768.6,1422.59,61.96
27700,4,21790,3840.27,0.82,1.52,30689.65,1997.32,42.76,0.3,30.69,10.83,1.1928,25.92,1.88,1.495,14596.2,1405.42,60.93
27950,4.03,21490,3791.84,0.79,1.53,30276.88,2036.55,42.69,0.3,30.73,11.28,1.19,25.11,1.87,1.52,14397.2,1429.5,58.48
28200,4.03,20790,3731.17,0.74,1.59,30054.73,2121.44,42.59,0.3,30.81,11.35,1.1847,25.35,1.87,1.515,14669.5,1485.27,60.8
28050,4.14,20290,3778.05,0.67,1.6,30553.91,2128.61,42.23,0.3,30.52,10.87,1.1922,25.32,1.9,1.53,14487.7,1487.7,57.4
28050,4.11,19990,3755.75,0.7,1.57,30377.19,2130.09,42.27,0.3,30.41,10.23,1.1968,26.125,1.865,1.485,14867.4,1487.28,61.28
28050,4.06,19290,3836.83,0.7,1.49,30893.78,2097.63,42.34,0.3,30.34,10.14,1.2063,26.78,1.87,1.505,14935.3,1468.22,61.55
28050,4.14,18990,3862.96,0.82,1.4,30968.55,2140.56,42.21,0.3,30.25,10.28,1.2091,26.52,1.87,1.525,14951.8,1491.87,59.56
28000,4.06,18990,3851.68,0.61,1.42,30989.85,2144.31,42.09,0.3,30.23,10.5,1.2049,26.65,1.875,1.565,15019,1490.77,64.42
28150,4.14,19490,3844.24,0.57,1.4,31141.56,2089.82,42.46,0.3,30.46,10.49,1.2079,27.42,1.87,1.555,15097.3,1448.08,64.75
27950,4.16,19990,3857.46,0.6,1.53,31198.01,2077.41,42.42,0.3,30.24,11,1.2176,28.015,1.88,1.59,14987.3,1439.82,65.33
27900,4.14,20490,3816.22,0.6,1.38,31017.54,2055.64,42.46,0.3,30.05,11.07,1.2163,27.64,1.905,1.59,14894.2,1424.16,65.56
27450,4.04,21490,3781.88,0.55,1.34,30887.42,2041.46,42.37,0.31,30.03,11.01,1.215,28.175,1.96,1.62,15044.4,1416.58,65.96
27400,4.01,21890,3788.73,0.55,1.37,30926.77,2044.07,42.19,0.3,30,11.06,1.2155,27.385,1.96,1.64,14983.6,1418.06,64.7
27300,4.08,21790,3814.98,0.58,1.36,31085.67,2061.4,42.02,0.3,29.97,11.31,1.2117,27.025,1.97,1.63,15010.3,1429.99,63.84
27450,4.12,21590,3802.23,0.52,1.29,31084.88,2070.07,41.94,0.3,30.01,11.11,1.2091,27.39,1.94,1.71,14938,1431.26,64.73
27450,3.95,21190,3801.62,0.52,1.27,31015.01,2063.16,41.58,0.3,30,11.09,1.2037,27.26,1.965,1.69,14966.8,1420.96,66.68
27900,4.11,20590,3803.14,0.46,1.33,31015.37,2056.58,41.64,0.3,29.95,11.16,1.2107,27.605,2.02,1.55,14928.8,1416.84,64.16
28350,4.21,20190,3815.05,0.46,1.25,31069.58,2078.14,41.56,0.3,29.9,11.65,1.213,27.395,2.01,1.53,14788.8,1429.44,61.08
28250,4.1,19190,3764.71,0.48,1.25,30901.18,2025.43,41.4,0.3,29.89,11.9,1.2123,26.98,2.05,1.48,14536.5,1397.53,59.55
28250,4.11,18940,3712.2,0.48,1.16,30362.78,1979.88,41.27,0.3,29.87,11.91,1.213,27.005,2.065,1.46,14376.7,1369.96,60.23
28150,4.21,18840,3698.02,0.47,1.15,30204.25,1974.06,41.36,0.3,29.91,12.53,1.2118,27.245,2.065,1.475,14524.8,1363.58,61.95
28200,4.32,18690,3764.61,0.46,1.16,30627.47,1944.43,41.32,0.3,29.92,12.62,1.2119,27.26,2.077,1.46,14477.5,1345.76,63.46
28200,4.21,18490,3733.27,0.46,1.16,30417.64,1964.58,41.19,0.3,29.99,12.27,1.2048,26.98,2.07,1.46,14397.9,1356.41,63.39
28300,4.15,17790,3736.19,0.45,1.17,30415.09,1972.2,41.31,0.3,30.08,12.22,1.2042,26.3,2.07,1.445,14405.8,1360.94,61.29
28150,4.08,17290,3750.01,0.43,1.14,30492.07,1921.36,41.15,0.3,30.09,12.28,1.1964,26.87,2.08,1.43,14382.5,1330.49,62.16
27950,3.91,16990,3723.03,0.42,1.14,30283.23,1942.09,40.97,0.3,30.02,12.48,1.2033,26.615,2.1,1.46,14398.6,1340.43,58.88
27900,3.83,16790,3694.03,0.43,1.11,30155.92,1965.49,41.01,0.3,30.01,12.22,1.2044,29,2.09,1.47,14321.3,1353.65,60.2
28050,3.83,16640,3693.42,0.41,1.08,30046.73,1919.55,40.98,0.3,29.99,12.08,1.2059,28.295,2.07,1.59,14378.9,1330.14,61.68
28000,3.8,16640,3698.08,0.42,1.07,30200.2,1825.6,40.96,0.3,29.88,12.55,1.214,26.385,2.055,1.54,14467.8,1281.41,60.24
28000,3.8,16640,3684.28,0.41,1.05,30159,1797.6,41.13,0.3,29.98,12.72,1.2121,25.2675,2.06,1.55,14516.7,1265.84,59.98
27900,3.8,16640,3722.39,0.44,1.02,30314.26,1744.58,41.06,0.3,30.01,13.01,1.2109,25.47,2.065,1.535,14408.9,1234.61,60.36
28000,3.77,16640,3713.65,0.45,1.04,30216,1728.68,41.14,0.3,29.97,13.12,1.216,25.34,2.065,1.5,14402.3,1223.67,60.01
28100,3.75,16540,3696.25,0.45,1.04,30191.38,1705.45,40.99,0.3,29.99,12.62,1.2138,25.425,2.07,1.41,14214.9,1210.06,57.94
28100,3.72,16490,3666.41,0.46,1.1,29919.09,1684.88,41.01,0.3,29.99,11.84,1.2168,25.9651,2.08,1.46,14355.3,1196.64,58.4
28050,3.68,16390,3675.27,0.46,1.11,30123.91,1697.35,41.1,0.3,29.93,12.38,1.2164,25.835,2.085,1.525,14394.3,1204.05,58.45
28200,3.65,16390,3656.08,0.46,1.09,29988.21,1691.7,40.94,0.3,29.97,12.52,1.2106,25.2,2.095,1.51,14374.1,1200.43,58.11
28100,3.56,16340,3659.13,0.48,1.1,30032.55,1704.34,40.9,0.3,29.99,12.35,1.2127,25.345,2.13,1.48,14402.2,1207.42,57.06
27850,3.57,16290,3705.98,0.47,1.1,30229.81,1692.6,40.94,0.3,30.12,12.38,1.2078,24.784,2.105,1.58,14355,1201.45,56.46
27850,3.51,16240,3683.05,0.49,1.1,29997.95,1714.47,40.89,0.3,30.07,12.5,1.2085,25.545,2.115,1.72,14417.3,1212.49,55.96
27800,3.53,16240,3694.73,0.5,1.13,30233.03,1716.16,41.05,0.3,29.99,11.95,1.2155,25.155,2.1,1.72,14217.2,1214.63,55.05
27700,3.55,16190,3670.94,0.48,1.09,29989.56,1720.6,40.96,0.3,30.02,12.08,1.2157,25.605,2.115,1.77,14188.2,1217.1,53.48
27800,3.58,16190,3668.28,0.46,1.12,29920.83,1701.93,41.06,0.3,30.05,11.85,1.2208,24.96,2.11,1.82,14146.6,1205.33,51.99
27500,3.54,16190,3653.78,0.43,1.15,29695.09,1725.75,40.75,0.29,30.15,11.66,1.2152,25.355,2.15,1.9,14006.5,1221.88,52.15
27450,3.62,16090,3645.87,0.37,1.11,29797.5,1761.68,40.88,0.29,30.11,11.46,1.2217,27.125,2.135,1.885,14198.5,1245.4,52.65
27250,3.63,16090,3634.18,0.36,1.08,29854.51,1772.64,40.81,0.3,30.05,10.84,1.2273,27.305,2.12,1.895,14191.6,1255.05,52.76
27100,3.62,16090,3638.55,0.37,1.04,29911.33,1797.64,40.74,0.29,29.94,10.55,1.2327,27.58,2.125,1.92,14249.5,1269.49,52.91
27050,3.65,16090,3635.5,0.37,0.95,30058.87,1800.14,40.76,0.29,29.92,10.96,1.2296,27.245,2.12,1.96,13998.2,1269.5,52.17
26950,3.64,16090,3594.52,0.38,0.92,29746.11,1814.99,40.61,0.29,29.9,11.08,1.2247,26.65,2.135,1.985,13827,1279.79,53.1
26750,3.63,16090,3566.82,0.38,0.93,29332.82,1801.8,41,0.29,29.99,11.61,1.2231,26.4,2.1,1.995,13863.2,1269.85,52.93
26700,3.59,16090,3579.31,0.37,0.93,29437.57,1764.96,41.09,0.29,30.01,11.6,1.2216,26.64,2.09,1.94,13808.6,1248.25,53.13
26850,3.58,16090,3559.41,0.38,0.94,29370.92,1771.57,40.8,0.29,29.94,11.36,1.2298,26.21,2.095,1.975,13949.1,1251.89,52
26750,3.6,16090,3612.09,0.36,0.94,29875.4,1760.52,40.59,0.29,30.06,11.54,1.2248,26.205,2.08,1.99,13982.2,1245.79,52.2
26750,3.67,15890,3610.31,0.38,0.94,29800.15,1763.51,40.59,0.29,30.18,11.18,1.2217,26.0898,2.09,1.99,13761.3,1245.11,52.09
26700,3.61,15440,3600.16,0.37,0.95,29672.36,1765.03,40.67,0.29,30.03,11,1.2202,25.825,2.095,2,13551.5,1244.23,53.8
26750,3.65,15090,3552.57,0.38,0.92,29203.9,1788.92,40.68,0.29,30.02,11.67,1.2186,25.56,2.1,2,13724.8,1259.08,52.84
26700,3.56,14790,3562.67,0.37,0.94,29231.91,1803.62,40.77,0.29,30.2,11.96,1.2188,25.16,2.135,1.99,13708,1266.77,53.31
26650,3.69,14690,3563.22,0.37,0.94,29524.35,1774.8,40.37,0.29,30.22,12.06,1.2163,26.1909,2.12,2.02,13611.6,1251.23,52.18
26400,3.71,14690,3543.26,0.36,0.93,29254.17,1774.57,40.49,0.29,30.09,12.8,1.2244,25.795,2.11,1.995,13218.7,1251.67,52.58
26300,3.66,14890,3583.04,0.37,0.92,29467.9,1784.38,40.2,0.29,29.83,12.36,1.2242,26.06,2.07,2.05,13199.1,1255.79,50.93
26450,3.65,14990,3508.34,0.39,0.91,28399.13,1814.66,40.46,0.29,29.79,12.76,1.2268,25.375,2.105,2.005,12979,1271.19,50.53
27000,3.56,14990,3485.74,0.4,0.9,28083.37,1817.17,40.57,0.29,30.03,12.67,1.2199,24.52,2.11,1.98,12877.5,1271.36,49.82
27300,3.53,14690,3406.46,0.4,0.91,27512.83,1855.58,40.45,0.29,30.05,12.49,1.2152,23.84,2.1,2.05,12662.2,1293.77,47.38
27350,3.52,14590,3336.25,0.39,0.91,27138.69,1847.44,40.12,0.28,30.1,12.61,1.2143,23.935,2.13,2.13,12429.3,1287.74,48.4
27450,3.54,13990,3296.2,0.42,0.93,26691.28,1849.75,39.96,0.28,30.08,12.43,1.2131,23.975,2.11,2.19,12502.3,1289.6,48.35
27550,3.55,13990,3293.59,0.4,0.93,26572.27,1846.75,39.99,0.28,30.07,12.8,1.2137,23.9436,2.185,2.165,12415.4,1287.01,48.13
27850,3.58,13690,3277.17,0.42,0.93,26480.98,1832.4,40.33,0.28,30.08,12.5,1.2083,24.56,2.18,2.17,12817.9,1276.93,47.72
27700,3.58,13390,3342.48,0.42,0.97,27102.14,1846.24,40.11,0.28,30.04,12.88,1.2103,24.505,2.175,2.17,12936.4,1285.16,48.23
27800,3.55,13490,3403.15,0.36,0.91,27651.18,1852.3,40.35,0.28,30.16,12.8,1.2109,24.19,2.185,2.16,13199.9,1290.16,48.09
27900,3.51,13890,3441.42,0.37,0.94,28185.82,1861.16,40.59,0.28,30.19,12.92,1.2128,24.085,2.18,2.21,13145.9,1295.01,46.79
27750,3.58,14390,3464.9,0.38,0.92,28409.65,1836.9,40.59,0.28,30.19,13.01,1.2142,24.11,2.175,2.16,13040.1,1279.24,47.93
27750,3.63,14390,3438.5,0.38,0.85,28197.42,1879.07,40.36,0.29,30.21,12.87,1.2115,24.015,2.18,2.18,13092.2,1305.64,48.54
27500,3.6,14540,3439.91,0.4,0.85,28270.66,1900.53,40.62,0.29,30.25,12.79,1.207,22.635,2.17,2.18,13018.5,1320.63,48.43
27950,3.56,14640,3439.38,0.4,0.86,28245.85,1877.91,40.36,0.28,30.28,12.16,1.1928,22.725,2.17,2.17,13169.3,1304.7,47.85
27900,3.54,14690,3493.66,0.36,0.86,28633.55,1892.41,40.39,0.28,30.34,12.54,1.1957,23.275,2.18,2.16,13137.2,1312.75,47.6
28100,3.5,14640,3493.5,0.37,0.89,28570.72,1919.92,40.46,0.28,30.29,12.21,1.1914,23.325,2.2,2.155,13143.2,1328.7,46.99
28100,3.54,13990,3453.72,0.39,0.87,28323.4,1932.3,40.52,0.28,30.29,12.12,1.1916,23.27,2.21,2.18,13212,1335.3,46.73
28000,3.6,13790,3515.47,0.38,0.83,28731.3,1911.66,40.54,0.28,30.34,12.55,1.1891,23.59,2.22,2.25,13324.9,1322.48,46.97
27950,3.49,13840,3534.01,0.41,0.82,28764.95,1906.69,40.45,0.28,30.35,12.5,1.1842,24.165,2.215,2.25,13252.6,1317.74,45.69
27950,3.5,13890,3500.02,0.41,0.86,28671.12,1917.78,40.19,0.28,30.3,12.6,1.1853,24.095,2.2,2.26,13190.6,1324.81,45.6
28100,3.49,13890,3459.67,0.4,0.86,28533.61,1884.85,40.28,0.28,30.37,12.5,1.1875,24.315,2.19,2.24,13042.3,1305.22,45.66
27700,3.53,13890,3434.28,0.44,0.91,28348.86,1887.73,40.24,0.28,30.31,12.44,1.1853,24.4916,2.21,2.255,12837.9,1305.82,46.15
27900,3.48,13490,3384.56,0.45,0.9,27971.36,1874.75,39.96,0.29,30.16,12.09,1.1863,24.78,2.22,2.315,12949.6,1296.37,45.64
27800,3.48,13090,3408.74,0.43,0.89,28214.24,1933.46,39.85,0.29,30.2,12.45,1.1852,24.675,2.23,2.3,12749.8,1331.54,44.99
27700,3.48,13390,3367.27,0.36,0.95,27825.42,1916.49,39.78,0.29,30.17,12.08,1.1829,24.245,2.19,2.38,12726.8,1321.38,44.38
27700,3.46,13590,3338.94,0.33,0.98,27536.39,1928.38,39.66,0.29,30.22,12,1.1805,24.275,2.19,2.415,12701.9,1329.82,45.08
27700,3.42,13790,3385.87,0.32,0.93,27940.63,1950.88,40.12,0.29,30.33,12.37,1.1777,24.22,2.195,2.415,12602.6,1345.56,45.34
27700,3.35,13990,3341.21,0.42,0.83,27514.64,1954.36,40.25,0.29,30.36,12.08,1.181,24.085,2.155,2.43,12677.5,1349.08,45.9
