Y,Copper,Rhodium,SP,US_Five,US_Ten,DJI,Set,GBP_THB,JPY_THB,USD_THB,BVN ,EUR_USD,XAG_USD,THB_Five,THB_Ten,NYSE,SET,Oil
19550,2.5,1125,2091.51,1.65,2.26,17956.73,2221.9,54.51,0.31,34.95,10.61,1.0987,14.72,,,11028.8,1504.72,45.72
19550,2.52,1115,2081.29,1.68,2.22,17897.7,2156.62,54.35,0.31,34.84,10.33,1.1061,14.63,,,11038.5,1464.64,46.68
19600,2.51,1115,2076.94,1.66,2.26,17877.62,2124.63,54.24,0.31,34.87,10.6,1.1089,14.78,,,11042,1442.82,46.11
19650,2.54,1115,2080.79,1.7,2.28,17884.32,2191.1,54.14,0.3,34.87,10.7,1.0974,14.83,,,10936.8,1490.44,44.26
19800,2.54,1115,2064.87,1.69,2.33,17755.5,2248.38,53.97,0.3,34.79,10.87,1.0983,14.64,,,10897.7,1523.53,48.1
19700,2.53,1115,2060.03,1.67,2.33,17699.52,2281.89,54.2,0.3,34.69,10.52,1.0928,14.86,,,10906.1,1546.18,45
19750,2.55,1115,2067.63,1.66,2.37,17778.52,2330.79,53.53,0.3,34.42,10.23,1.0936,14.99,,,10914,1573.89,42.68
19800,2.5,1125,2084.05,1.65,2.36,17965.37,2373.54,53.6,0.31,34.47,10.46,1.0825,15.09,,,10919,1600.99,38.96
19800,2.46,1125,2064.11,1.65,2.35,17727.48,2368.28,53.41,0.31,34.23,10.01,1.0833,15.36,,,10860.6,1597.03,39.69
19700,2.54,1135,2055.78,1.71,2.36,17673.63,2371.27,53.35,0.31,34.21,10.23,1.0875,15.49,,,10877.2,1597.33,38.18
20050,2.63,1135,2059.94,1.65,2.37,17716.27,2370.2,53.45,0.31,34.17,10.68,1.0947,15.53,,,11037,1596.71,40.3
20000,2.63,1135,2093.1,1.62,2.39,18012.61,2358.86,53.2,0.31,34.03,10.82,1.101,15.38,,,11072,1590.89,41.03
20050,2.61,1135,2103.94,1.49,2.45,18110.87,2368.99,52.68,0.31,34.01,11,1.1004,15.14,,,11089.7,1596.49,40.58
19950,2.63,1135,2107.99,1.55,2.39,18136.73,2368.04,52.66,0.31,33.92,10.92,1.1107,15.06,,,10932.5,1593.41,42.41
19800,2.62,1135,2090.32,1.57,2.35,17961.13,2366.19,52.19,0.31,33.94,11.09,1.1037,15.72,,,10976.8,1596.29,41.88
20000,2.62,1135,2098.69,1.53,2.2,18072.58,2354.88,52.12,0.32,33.93,10.76,1.1078,15.68,,,10846.4,1591.23,42.18
20350,2.62,1145,2072.84,1.71,2.26,17846.8,2348.48,52.55,0.32,33.98,10.32,1.1012,15.68,,,10843.7,1587.35,42.23
20400,2.62,1145,2080.59,1.65,2.3,17972.22,2313.22,52.78,0.31,33.84,10.19,1.1056,15.54,,,10787.5,1568.56,43.34
20350,2.58,1145,2055.35,1.62,2.27,17751.24,2333.79,52.39,0.31,33.77,10.58,1.0993,15.7,,,10784.1,1579.51,43.27
20350,2.58,1145,2064.56,1.6,2.43,17889.05,2342.01,52.72,0.32,33.77,10.6,1.1086,15.76,,,10734.7,1585.14,44.81
20300,2.61,1145,2041.1,1.71,2.37,17626.84,2316.11,52.79,0.32,33.82,10.95,1.1054,16.01,,,10686.6,1571.81,43.58
20500,2.64,1145,2044.69,1.68,2.33,17662.94,2324.83,53.08,0.32,33.78,10.19,1.1139,15.84,,,10802.5,1576.41,44.82
20550,2.62,1145,2076.14,1.69,2.3,17989.56,2333.96,53.1,0.32,33.76,10,1.1237,15.85,,,10846,1580.41,45.16
20500,2.65,1145,2072.25,1.67,2.4,17856.56,2304.14,53.22,0.31,33.8,10.54,1.1031,15.83,,,10964.2,1561.89,45.96
20400,2.66,1130,2100.91,1.6,2.37,18135.72,2317.9,53.14,0.32,33.76,10.96,1.1207,16.16,,,11014.7,1572.45,45.35
20600,2.68,1130,2098.54,1.62,2.4,18096.9,2309.67,53.03,0.32,33.76,11.22,1.1204,16.11,,,11018.8,1569,46.86
21000,2.75,1130,2107.72,1.61,2.37,18203.37,2331.3,53.1,0.32,33.75,10.93,1.1171,16.16,,,11090.8,1581.77,48.47
21300,2.74,1140,2115.76,1.66,2.29,18281.95,2336.6,53.32,0.32,33.69,11.38,1.1341,16.09,,,11053.7,1585.1,48.83
21450,2.71,1140,2105.23,1.7,2.33,18134.05,2329.23,53.41,0.32,33.63,11.65,1.1363,16.01,,,11078.5,1581.32,47.81
21200,2.7,1140,2110.88,1.7,2.3,18213.26,2337.91,53.4,0.32,33.63,10.84,1.136,16.06,,,11111.8,1585.84,47.02
21350,2.68,1140,2113.91,1.73,2.31,18224.41,2334.46,53.19,0.33,33.59,10.78,1.1337,15.94,,,11119.6,1583.55,48
21500,2.71,1160,2115.3,1.78,2.35,18208.67,2344.66,52.69,0.33,33.67,10.45,1.1249,16.03,,,11082.1,1591.02,48.79
21450,2.73,1160,2109.1,1.75,2.35,18112.57,2309.52,52.52,0.33,33.66,10.51,1.1283,16.01,,,11091.5,1570.97,49.23
21400,2.73,1160,2109.83,1.71,2.38,18140.76,2301.7,52.59,0.33,33.8,10.29,1.1225,15.96,,,11025.3,1565.86,50.71
21300,2.73,1160,2097.65,1.75,2.48,17985.77,2302.14,52.26,0.33,33.69,10.7,1.1258,15.94,,,11027,1564.51,49.95
21050,2.78,1160,2099.25,1.65,2.43,18028.67,2277.85,52.15,0.33,33.59,10.89,1.1325,16.06,,,11054.5,1549.06,50.76
21050,2.78,1160,2099.16,1.69,2.39,18045.72,2269.17,51.84,0.33,33.7,10.45,1.1286,16.1,,,11042.8,1542.69,50.91
21050,2.78,1160,2096.47,1.61,2.41,18019.8,2265.16,51.8,0.33,33.75,10.56,1.1292,16.49,,,11009.9,1537.99,51.62
21050,2.8,1160,2088.78,1.55,2.32,17968.65,2259.48,51.69,0.34,33.85,10.65,1.1113,16.77,,,10924.2,1534.03,53.4
20950,2.85,1160,2069.98,1.49,2.36,17862.14,2253.99,51.79,0.34,33.71,10.47,1.1239,16.73,,,10883.9,1529.73,52
21000,2.83,1160,2068.55,1.49,2.26,17867.86,2272.02,51.58,0.34,33.61,10.58,1.1276,16.7,,,10860.7,1541.1,52.15
20900,2.84,1160,2049.38,1.52,2.19,17736.15,2251.56,51.69,0.34,33.7,10.51,1.1151,16.67,,,10831,1529.36,52.48
20950,2.91,1160,2053.47,1.54,2.13,17821.49,2267.8,51.18,0.34,33.67,10.57,1.0928,16.67,,,10903.3,1540.9,51.83
20950,2.93,1160,2062.28,1.53,2.12,17881.54,2284.54,51.46,0.34,33.66,10.66,1.0989,16.73,,,10821.4,1550.69,52.91
20950,2.92,1160,2043.45,1.57,2.14,17677.26,2275.81,51.7,0.33,33.77,10.79,1.0948,17.11,,,10803.5,1544.65,52.75
20850,2.93,1160,2048.86,1.56,2.14,17664.99,2278.56,51.84,0.34,33.77,11.06,1.0905,17.03,,,10721.6,1544.66,56.42
20900,2.93,1170,2022.71,1.52,2.15,17369.97,2282.89,51.87,0.34,33.71,11.26,1.0873,17.13,,,10568,1545.77,56.6
20950,2.91,1170,1996.67,1.56,2.2,17169.99,2296.45,51.93,0.33,33.58,11.17,1.0978,17.1,,,10636,1553.65,56.87
20900,2.93,1170,2019.35,1.6,2.21,17416.85,2257.57,51.72,0.33,33.43,11.09,1.1006,17.09,,,10617.9,1529.18,58.98
20950,2.92,1170,2002.45,1.54,2.2,17195.29,2284.1,52.29,0.33,33.39,10.83,1.1115,17.69,,,10797.2,1544.87,58.27
21150,2.93,1170,2032.34,1.47,2.25,17402.91,2323.63,52.15,0.34,33.6,11.53,1.1092,17.49,,,10793,1572.31,58.84
20950,2.93,1170,2047.86,1.51,2.28,17638.53,2317.69,51.95,0.34,33.5,11.28,1.115,17.43,,,10787.3,1568.18,59.66
20900,2.91,1170,2050.42,1.56,2.23,17668.11,2338.31,52.26,0.34,33.4,10.68,1.1317,17.14,,,10854.2,1582.21,60.22
20800,2.93,1170,2062.98,1.57,2.15,17812.5,2350.87,52.62,0.34,33.51,11.16,1.1441,16.51,,,10753.6,1590.13,61.14
20750,2.89,1170,2034.3,1.6,2.23,17557.29,2343.89,52.76,0.34,33.45,11.31,1.141,16.29,,,10646,1586.18,60.21
20700,2.79,1170,2020.19,1.48,2.28,17509.96,2370.13,52.72,0.34,33.49,11.46,1.1359,16.42,,,10682,1601.38,59.44
20850,2.79,1160,2020.76,1.56,2.26,17516.96,2357.14,52.84,0.34,33.72,11.32,1.1214,16.32,,,10508.6,1591.02,60.5
20900,2.78,1160,1992.25,1.58,2.28,17320,2363.29,52.55,0.34,33.73,11.02,1.1155,16.52,,,10606.6,1595.6,59.78
21450,2.75,1160,2013.75,1.55,2.14,17436.3,2361.34,51.83,0.34,33.53,11.16,1.1197,16.53,,,10622.6,1593.42,60.03
21550,2.7,1160,2018.4,1.51,2.18,17609.06,2360.29,51.08,0.34,33.51,11.61,1.1267,16.42,,,10640.7,1593.16,59.6
21550,2.67,1160,2031.58,1.52,2.24,17645.02,2345.5,50.7,0.34,33.26,11.7,1.1347,16.15,,,10712.6,1584.26,59.9
21650,2.7,1160,2046.13,1.44,2.19,17742.05,2355.76,50.6,0.34,33.34,11.1,1.1187,16.14,,,10811.8,1590.68,60.55
21650,2.74,1160,2063.45,1.42,2.15,17911.02,2333.43,50.39,0.34,33.32,10.42,1.1147,16.55,,,10686,1576.88,61.14
21650,2.82,1160,2030.61,1.39,2.13,17591.97,2324.3,50.3,0.34,33.17,10.57,1.1202,16.61,,,10514.5,1571.9,60.58
21800,2.77,1160,2005.55,1.34,2.05,17374.78,2342.2,50.67,0.34,33.01,10.33,1.1223,16.38,,,10610.8,1583.74,58.31
21850,2.72,1160,2022.15,1.32,2.03,17504.18,2333.98,50.68,0.34,32.82,10.17,1.113,15.74,,,10764.4,1577.71,58.96
21850,2.7,1160,2054.44,1.37,1.99,17821.3,2345.62,50.03,0.34,32.63,9.72,1.0983,15.9,,,10859.8,1583.38,57.99
21800,2.73,1160,2058.9,1.4,1.92,17823.07,2343.24,49.66,0.34,32.59,9.4,1.0894,15.78,,,10941.7,1582.21,59.57
21800,2.74,1160,2082.11,1.33,1.91,17987.66,2336.04,49.46,0.34,32.57,9.55,1.0873,15.92,,,10963.5,1577.26,61.02
21600,2.73,1160,2088.49,1.32,1.96,18035.02,2351.9,48.83,0.34,32.43,9.44,1.0825,15.96,,,10974.9,1586.88,60.18
21650,2.74,1160,2087.63,1.31,1.98,18046.58,2356.41,48.67,0.34,32.38,9.46,1.0726,16.28,,,10975.3,1589.39,60.29
21650,2.75,1170,2084.3,1.3,1.91,18038.3,2346.81,48.3,0.34,32.37,9.52,1.0736,16.29,,,10962.2,1583.47,57.97
21650,2.73,1180,2083.25,1.32,1.88,18035.73,2351.27,48.26,0.34,32.4,8.94,1.074,16.29,,,10935.7,1585.6,57.63
21650,2.75,1180,2081.48,1.33,1.87,17971.51,2331.68,48.29,0.34,32.28,9.07,1.0821,16.14,,,10890.2,1574.19,58.32
21800,2.74,1190,2069.28,1.37,1.89,17812.25,2322.94,48.35,0.34,32.39,9.5,1.0762,16.26,,,10835.3,1568.71,60.05
21800,2.76,1200,2061.04,1.4,1.9,17778.02,2322.98,48.11,0.34,32.43,9.65,1.0684,16.43,,,10709.5,1568.38,59.93
21900,2.76,1210,2018.98,1.4,1.89,17367.85,2301.99,47.98,0.34,32.48,9.37,1.0655,16.15,,,10411.5,1554.9,60.01
21850,2.78,1225,1973.77,1.34,1.93,17069.16,2323.32,47.77,0.34,32.54,9.01,1.0566,16.51,,,10386.1,1566.73,60.66
21850,2.75,1225,1986.71,1.33,1.95,17173.07,2318.6,47.63,0.35,32.54,9.65,1.0602,16.82,,,10535.5,1564.41,58.81
21950,2.81,1225,2005.03,1.31,1.96,17285.74,2321.22,47.88,0.34,32.54,9.52,1.066,16.94,,,10690.1,1565.48,58.32
22000,2.79,1225,2030.36,1.34,1.9,17590.05,2315.56,48.4,0.34,32.55,9.82,1.0781,17,,,10671.1,1561.4,59.54
22000,2.79,1225,2027.92,1.34,1.89,17534.3,2309.81,48.17,0.34,32.54,9.94,1.0816,16.73,,,10816.8,1556.4,59.85
21750,2.88,1225,2058.86,1.32,1.9,17797.99,2300.35,48.25,0.34,32.42,10.6,1.0922,16.95,,,10863.6,1550.26,59.67
21650,2.76,1225,2056.55,1.38,1.83,17847.37,2294.27,48.32,0.34,32.39,10.1,1.0991,16.6,,,10941.6,1546.57,60.1
21650,2.67,1225,2074.84,1.41,1.9,17954.94,2301.26,48.13,0.34,32.47,9.95,1.0883,16.68,,,10957.4,1550.55,61.23
21450,2.61,1205,2072.78,1.43,1.86,17903.05,2299.79,48.14,0.34,32.48,9.85,1.0764,16.93,,,10966.9,1548.42,59.27
21450,2.64,1205,2073.64,1.46,1.93,17910.02,2293.67,48.19,0.34,32.53,10.38,1.0735,17.08,,,10942.7,1543.42,59.43
21500,2.66,1180,2067.45,1.42,1.95,17880.9,2306.11,48.25,0.34,32.59,10.25,1.0833,16.94,,,10888.4,1550.83,59.02
21600,2.67,1180,2053.77,1.37,1.96,17778.85,2271.19,48.34,0.34,32.5,10.17,1.0889,16.93,,,10933.1,1530.96,60.69
21550,2.66,1155,2065.78,1.4,2,17827.27,2241.99,48.33,0.34,32.54,9.5,1.0886,16.92,,,10993.1,1512.82,60.72
21650,2.61,1155,2074.78,1.41,1.93,17830.55,2261.83,48.4,0.34,32.53,9.76,1.0969,16.74,,,11036.8,1525.06,58.95
21600,2.62,1155,2067.36,1.46,1.88,17812.25,2265.07,48.23,0.34,32.49,10.28,1.0926,16.11,,,11053.3,1527.11,59.3
21700,2.67,1155,2070.15,1.39,1.92,17819.05,2258.72,48.65,0.34,32.52,10.04,1.0947,15.94,,,11038.9,1522.87,59.79
21850,2.61,1155,2065.07,1.56,1.93,17812.63,2228.21,48.69,0.33,32.57,10.1,1.0837,15.55,,,10938,1504.35,58.55
21850,2.65,1155,2057.46,1.56,1.97,17721.02,2203.28,48.28,0.33,32.72,9.55,1.0661,15.64,,,10888.1,1488.5,56.93
21900,2.66,1155,2045.87,1.58,1.92,17677.32,2244.9,48.93,0.33,32.69,9.4,1.0866,15.63,,,10938.6,1513.92,56.65
21950,2.66,1155,2051.16,1.6,2.06,17685.51,2253.56,48.52,0.34,32.92,9.74,1.0598,15.56,,,10896.6,1521.33,57.3
22000,2.69,1170,2041.48,1.6,2.08,17643.09,2282.7,48.81,0.34,32.91,9.69,1.0566,15.5,,,10859.8,1541.27,57.53
22100,2.7,1170,2038.29,1.61,2.11,17631.85,2289.2,48.51,0.34,32.96,9.21,1.0494,15.63,,,10861.5,1545.52,56.28
22000,2.7,1190,2039.74,1.66,2.12,17653.11,2289.26,48.84,0.34,32.82,8.81,1.0637,15.72,,,10884.1,1545.59,56.34
21950,2.65,1190,2039.21,1.71,2.11,17618.69,2290.9,49.02,0.34,32.85,9.33,1.0547,15.89,,,10907.5,1545.54,56.41
22000,2.66,1190,2037.75,1.58,2.13,17604.75,2262.87,49.26,0.34,32.71,9.53,1.0699,16.16,,,10892.5,1527.35,56.16
21950,2.59,1190,2038.2,1.58,2.2,17615.64,2285.71,49.29,0.34,32.59,9.17,1.0851,16.21,,,10876.9,1543.56,56.56
22050,2.61,1190,2032.01,1.61,2.25,17568.98,2277.01,48.92,0.35,32.53,9.56,1.0832,16.25,,,10837.8,1536.73,55.92
22100,2.62,1190,2032.36,1.57,2.12,17558.58,2271.46,49.4,0.35,32.43,9.49,1.1033,16.36,,,10824.1,1532.52,53.55
22000,2.61,1190,2023.33,1.51,2.11,17491.66,2267.09,49.42,0.35,32.39,9,1.1079,16.57,,,10804,1529.11,52.05
22100,2.58,1190,2015.29,1.53,2.12,17385.76,2265.07,49.69,0.34,32.36,9.16,1.1178,16.53,,,10781.1,1527.13,51.81
22150,2.63,1210,2015.81,1.47,2.08,17368.81,2275.44,49.68,0.35,32.33,9.77,1.1183,16.53,,,10834.4,1533.29,50.73
22400,2.61,1210,2018.21,1.46,2.01,17390.9,2262.06,49.98,0.35,32.39,9.24,1.1187,16.24,,,10772.9,1524.98,51
22350,2.55,1210,2001.2,1.55,2.03,17208.78,2242.77,49.88,0.35,32.37,9.73,1.1199,16.28,,,10626.1,1513.25,53.18
22350,2.57,1210,1979.49,1.59,1.97,16968.14,2230.01,50.48,0.34,32.52,10.57,1.1361,16.24,,,10690.3,1505.6,51.95
22150,2.56,1210,1983.29,1.58,1.99,17005.07,2229.87,50.24,0.34,32.54,10.63,1.134,16.37,,,10576.9,1506.01,49.47
22150,2.59,1210,1964.14,1.52,2.07,16825.19,2220.64,50.28,0.34,32.55,10.69,1.1336,16.45,,,10547.7,1500.87,49.14
22100,2.6,1210,1962.97,1.61,2.11,16796.1,2218.16,50.15,0.34,32.57,10.7,1.1385,16.47,,,10529.3,1498.28,49.59
22000,2.59,1210,1951.59,1.5,2.12,16677.04,2210.73,50.16,0.34,32.54,10.96,1.137,17.29,,,10476.3,1492.87,47.55
22000,2.58,1210,1931.02,1.5,2.08,16468.07,2210.86,50.25,0.34,32.55,10.8,1.1397,17.33,,,10502.1,1492.05,48.73
21800,2.51,1210,1941.29,1.5,2.14,16615.26,2207.51,50.02,0.34,32.57,11.06,1.1412,16.82,,,10370.7,1488.92,48.57
21800,2.47,1220,1909.38,1.53,2.02,16406.03,2192.78,50.05,0.34,32.59,11.11,1.1354,16.78,,,10227.2,1480.75,51.01
21750,2.44,1220,1885.62,1.49,2.02,16373.15,2179.86,50.18,0.34,32.59,11.26,1.1385,16.89,,,10212.9,1472.5,49.02
21850,2.47,1220,1864.91,1.5,1.98,16118.39,2163.87,50.15,0.34,32.61,11.23,1.1403,16.98,,,10004.8,1462.55,47.72
21900,2.46,1220,1855.95,1.46,2,16137.14,2169.24,49.72,0.35,32.63,11.52,1.1334,16.76,,,10083.9,1466.69,47.46
21750,2.54,1220,1874.18,1.3,1.98,16313.3,2177.29,49.76,0.34,32.62,11.75,1.1321,17.24,,,10194,1471.91,46.41
22000,2.5,1220,1877.11,1.23,1.97,16321.9,2167.9,49.58,0.34,32.58,11.23,1.1327,17.36,,,10317.5,1464.86,43.99
21900,2.58,1220,1905.65,1.29,1.94,16535.43,2154.14,49.73,0.34,32.63,11.75,1.1315,17.29,,,10397.4,1455.89,44.6
22050,2.61,1210,1925.63,1.18,1.82,16654.88,2178.4,49.95,0.34,32.6,11.22,1.1477,17.2,,,10615,1471.86,42.51
22000,2.59,1210,1967.68,1.17,1.74,16989.37,2187.21,49.54,0.33,32.63,11.32,1.1345,17.16,,,10485.8,1475.87,43.84
22250,2.63,1210,1935.55,1.28,1.79,16718.65,2163.45,49.43,0.33,32.6,10.68,1.1482,16.94,,,10605.3,1460.29,44.81
22150,2.58,1210,1962.36,1.25,1.67,16988.25,2158.28,48.98,0.33,32.56,11.02,1.1343,17.96,,,10671.7,1456.6,46.93
22500,2.54,1210,1970.01,1.33,1.65,17010.34,2167.31,49.31,0.33,32.73,10.97,1.1284,18.02,,,10579.5,1461.3,48.44
22700,2.61,1210,1948.12,1.34,1.76,16802.2,2181.44,49.37,0.33,32.78,11.19,1.1321,17.88,,,10557.3,1470.04,48.77
22650,2.72,1210,1945.83,1.28,1.73,16808.27,2157.87,49.27,0.33,32.55,11.51,1.1287,18.3,,,10688.6,1454.4,50.08
22500,2.76,1210,1971.44,1.37,1.82,17040.46,2176.95,49.37,0.33,32.49,11.58,1.1382,18.32,,,10745,1464.71,49.6
22700,2.77,1210,1978.21,1.35,1.83,17070.45,2171.82,49.09,0.33,32.55,11.88,1.1237,18.08,,,10727.8,1461.8,50.89
22650,2.76,1210,1978.96,1.29,1.77,17107.69,2160.26,48.71,0.33,32.5,12.43,1.1186,17.94,,,10732.3,1454.11,51.62
22250,2.76,1210,1966.22,1.26,1.88,16948.62,2164.91,48.91,0.33,32.59,12.59,1.1366,17.66,,,10863.6,1456.06,50.61
22300,2.77,1195,1997.32,1.27,1.87,17204.86,2163.32,49.31,0.33,32.56,12.38,1.161,17.7,,,10818.8,1455.33,49.8
22100,2.81,1195,1983.34,1.17,1.8,17056.64,2111.38,49.5,0.33,32.69,12.21,1.1553,16.89,,,10861.2,1424.81,49.45
21950,2.83,1195,1992.78,1.32,1.8,17165.91,2093.14,49.23,0.33,32.58,12.55,1.1606,16.81,,,10978.6,1412.51,48.97
21850,2.85,1195,2009.08,1.37,1.81,17271.71,2080.86,49.32,0.34,32.56,12.73,1.1551,17.02,,,11046.4,1404.92,51
21950,2.81,1195,2012.74,1.38,1.72,17267.21,2073.17,49.71,0.34,32.76,12.62,1.1633,16.53,,,10998.4,1399.9,49.16
22000,2.81,1210,2003.07,1.43,1.86,17163.73,2062.98,49.89,0.34,32.75,12.74,1.1789,16.48,,,10993.2,1391.99,49.42
22100,2.86,1270,1999.3,1.5,1.9,17131.01,2073.02,49.72,0.35,32.8,13.28,1.1772,16.31,,,10890.5,1398.04,50.75
21850,2.88,1290,1981.93,1.49,1.91,17027.16,2043.8,49.85,0.35,32.86,13.18,1.1833,16.49,,,10909.9,1377.23,51.24
21300,2.88,1305,1986.04,1.48,1.96,16988.76,2096.3,49.78,0.35,32.85,12.89,1.1838,16.51,,,10965.3,1410.48,50.55
21000,2.9,1315,1996.74,1.57,2.02,17044.05,2072.37,49.58,0.35,32.87,13,1.1793,16.17,,,10933.4,1394.28,53.24
21100,2.86,1330,1992.85,1.6,1.98,17057.41,2074.82,49.65,0.35,32.87,12.85,1.1839,15.73,,,10946.7,1394.58,52.75
21400,2.87,1330,1988.41,1.69,1.94,17016.05,2092.46,49.77,0.34,32.85,12.95,1.1892,15.72,,,10994.1,1405.42,54.04
21350,2.87,1330,2000.73,1.65,2.04,17110.39,2066.97,50.22,0.34,32.95,12.88,1.1933,15.65,,,11059.2,1390.87,53.75
21500,2.87,1330,2007.17,1.68,2.1,17131.71,2072.82,50.51,0.34,32.96,13.17,1.2003,16.25,,,11019.9,1394.74,51.35
21350,2.94,1315,1998,1.71,2.2,17065.89,2053.75,51.22,0.34,32.95,13.15,1.2106,15.76,,,11070.2,1380.8,49.42
21550,2.93,1305,2001.67,1.75,2.17,17083.61,2047.92,51.24,0.34,32.92,14.13,1.21,15.97,,,11081.8,1375.88,50.98
21400,2.91,1265,2003.57,1.76,2.18,17067.24,2046.47,51.11,0.34,32.85,13.83,1.2155,15.72,,,11050.6,1376.4,52.43
21250,2.93,1255,2004.07,1.76,2.2,17097.42,2083.39,51.1,0.35,32.94,14.25,1.2151,15.71,,,11023.8,1399.45,52.01
21150,2.89,1255,1998.45,1.75,2.25,17083.42,2070.43,51.17,0.35,32.91,14.45,1.2182,15.67,,,10999.7,1391.51,50.86
21100,2.9,1255,1997.42,1.65,2.26,17119.06,2122.62,50.95,0.35,32.79,13.78,1.2224,15.62,,,11042.1,1423.91,48.67
21050,2.94,1255,2000.54,1.65,2.26,17111.03,2111.04,51.16,0.34,32.88,13.61,1.2195,16.03,,,11016.4,1416.3,51.67
20850,2.93,1270,1998.59,1.67,2.26,17079.57,2105.66,51.06,0.34,32.91,13.59,1.2172,15.84,,,10976.7,1413.74,49.79
20700,2.89,1270,1991.74,1.63,2.16,17011.81,2097.23,51.25,0.34,32.88,13.39,1.2231,15.7,,,10973,1409.02,47.59
20700,2.89,1295,1992.6,1.51,2.17,17038.27,2098.51,51.37,0.34,32.87,13.66,1.2226,15.67,,,10958.1,1409.56,44.63
20700,2.82,1295,1986.82,1.57,2.21,16983.88,2115.29,51.45,0.33,32.87,13.04,1.2288,16.12,,,10909.3,1419.63,44.43
20650,2.94,1295,1980.46,1.51,2.15,16910.03,2126.4,51.27,0.33,32.9,13.14,1.2342,17.01,,,10901,1424.8,45.83
20350,2.96,1305,1972.73,1.6,2.06,16839.06,2118.33,51.9,0.34,32.97,13.2,1.2512,17.06,,,10824.3,1418.57,45.13
20450,3.01,1305,1958.36,1.56,2.12,16664.45,2116.73,51.54,0.33,32.96,12.64,1.2437,17.05,,,10833.5,1417.28,45.2
20500,3.04,1305,1958.87,1.63,2.08,16717.01,2104.79,51.57,0.33,32.8,12.86,1.2462,17.06,,,10756.3,1410.05,46.63
20450,3.02,1305,1947.41,1.67,2.17,16657.32,2107.95,51.6,0.33,32.8,13.14,1.2413,16.33,,,10731.9,1411.14,47.35
20350,3.03,1305,1935.6,1.69,2.17,16567.54,2091.9,51.46,0.33,32.77,13.24,1.2448,16.22,,,10709.1,1401.34,46.69
20450,3.01,1330,1935.73,1.58,2.22,16565.55,2073.61,51.46,0.33,32.83,12.95,1.2374,16.43,,,10716.2,1390.19,48.69
20450,3.03,1355,1933.43,1.61,2.26,16557.27,2064.01,51.61,0.33,32.98,12.43,1.2317,16.37,,,10591.1,1384.14,48.84
20700,3.04,1380,1910.35,1.59,2.31,16369.68,2065.64,51.71,0.33,33.01,11.98,1.2278,16.45,,,10677,1384.88,48.95
20750,3,1430,1923.03,1.54,2.25,16448.29,2065.39,51.53,0.33,32.88,12.19,1.238,16.43,,,10606.1,1384.06,46.35
21050,3.02,1455,1917.29,1.5,2.28,16425.1,2080.13,51.53,0.33,32.85,12.12,1.2313,15.43,,,10728.9,1392.7,48.6
21100,3.04,1455,1936.34,1.53,2.29,16559.97,2079.62,51.38,0.33,32.84,11.51,1.2382,16.17,,,10692.2,1392.19,46.16
21100,3.02,1455,1926.62,1.54,2.23,16493.72,2084.88,51.54,0.33,32.76,12.12,1.2471,16.46,,,10699.8,1395.33,45.69
21200,3.03,1455,1929.8,1.58,2.18,16561.7,2076.39,51.51,0.33,32.92,11.78,1.2456,16.65,,,10866.3,1390.37,48.19
21400,3.02,1430,1965.14,1.6,2.22,16869.63,2056.05,51.54,0.33,32.77,11.53,1.2468,16.45,,,10958,1377.99,48.92
21300,3.01,1405,1973.21,1.61,2.21,16920.11,2048.8,51.68,0.32,32.73,11.68,1.2506,16.39,,,11005.3,1373.54,48.78
21300,3.01,1335,1980.03,1.63,2.26,16984.33,2019.4,51.48,0.32,32.77,11.55,1.2475,16.23,,,10984.4,1356.77,48
21200,3.06,1315,1978.25,1.64,2.31,16956.91,2026.81,51.57,0.32,32.8,11.44,1.2443,16.13,,,11038.6,1361.91,50
21100,3.05,1315,1984.6,1.61,2.31,17079.5,2020.85,51.26,0.32,32.74,10.89,1.2376,16.16,,,11038.9,1357.99,52.61
21150,3.06,1305,1988.07,1.62,2.34,17092.02,2007.6,51.45,0.32,32.78,11.09,1.2541,16.1,,,11027.4,1351.14,53.76
21100,3.08,1290,1985.32,1.6,2.36,17117.01,2020.29,51.45,0.32,32.83,11.15,1.2555,16.27,,,10988.9,1359.65,53.73
21000,3.09,1290,1975.65,1.63,2.32,17054.97,2025.46,51.19,0.32,32.74,11.19,1.2537,15.6,,,10951.2,1362.69,53.87
21300,3.06,1265,1976.93,1.65,2.34,17095.11,2017.05,51.27,0.33,32.79,11.36,1.245,15.63,,,10908.4,1357.62,53.72
21250,3.04,1265,1961.54,1.66,2.31,16978.16,2047,51.44,0.32,32.83,11.37,1.2526,15.7,,,10982.7,1375.9,55.05
21200,3.04,1265,1979.75,1.66,2.35,17133.45,2052.8,51.49,0.32,32.76,11.47,1.2477,15.56,,,11006.4,1379.94,55.86
21200,3.01,1250,1976.35,1.59,2.38,17061.91,2042.47,51.8,0.32,32.82,11.06,1.2439,15.78,,,10995.7,1373.79,55.87
21250,3.03,1230,1977.36,1.68,2.37,17055.03,2028.89,52.28,0.32,32.82,12.04,1.2476,15.39,,,10980.2,1364.17,56.8
21250,2.99,1230,1969.86,1.63,2.37,16950.93,2026.08,51.96,0.33,32.8,11.4,1.2421,15.32,,,10928,1361.69,55.39
21200,3.01,1220,1965.76,1.63,2.31,16918.31,2023.05,52,0.32,32.72,11.35,1.2452,15.99,,,10941.8,1359.63,57.75
