Y
30550
30450
30500
30350
30500
30300
30400
30700
30950
30950
30850
30350
30700
30400
30450
30350
30300
30750
31100
31200
30800
30850
29600
29800
29300
29450
29400
29150
29050
29050
28600
28400
28550
28550
28200
28300
28300
28300
28250
28250
28300
28450
28700
28650
28600
28600
28550
28400
28350
28550
28650
28600
28550
28400
28450
28400
28400
28600
28650
28600
28600
28500
28500
28450
28350
28100
28000
28200
28250
28300
28500
28400
28400
28300
28400
28550
28350
28150
28250
28650
28650
28750
28700
28800
28700
28600
28250
28400
28250
28100
28150
28150
28250
28050
28150
28200
28150
27950
27900
27950
28150
28050
27800
28050
28100
28100
28150
27750
27800
27800
27700
27950
28050
27800
27550
27550
27900
28050
27800
27650
27650
27850
28000
27800
27750
27750
27900
27750
27700
27950
28200
28050
28050
28050
28000
28150
27950
27450
27300
27450
27450
28350
28250
28150
28200
28300
28150
27900
28000
27900
28000
28100
28100
28200
28100
27850
27850
27800
27800
27450
27250
26750
26700
26850
26750
26700
26750
26700
26650
26400
26450
27000
27300
27350
27450
27700
27800
27900
27750
27500
28100
27950
27950
27700
27900
27700
27700
27700
27700
27400
26950
26900
26900
26850
26700
26200
26050
26350
26250
26350
26350
26500
26500
26300
26050
26150
25950
25700
25500
25200
24900
25200
25450
25450
25400
25300
25300
25300
25250
25350
25150
25100
25050
24850
25000
24600
24700
24400
24800
24550
25500
25650
25600
25300
25100
25250
25400
25700
25950
25950
25700
25900
26100
26300
26100
26050
26100
26250
26250
26350
26400
26150
26150
26200
26150
26350
26300
26050
27100
27500
27050
26650
26650
26900
26750
26550
26700
26800
26450
26350
26250
26000
26100
26500
26050
25850
25500
25900
25950
26250
26750
26700
26800
26800
26900
27000
26850
26700
26900
28200
28150
27900
27800
27650
27600
27700
28100
28150
28100
28200
28200
28000
28000
28050
27900
27900
28200
28000
27800
27800
28200
28300
28150
28300
28200
27800
27750
27800
28200
28300
28550
28650
28650
28800
28850
28750
28750
28650
28550
28750
29000
28800
28550
28650
28550
28750
28750
28850
28750
29300
29250
28450
28550
28300
29800
30250
29750
29350
28950
28900
29000
28950
28100
27750
27550
27150
27050
26900
26950
26850
26700
26600
26600
26550
26450
26150
25900
26000
25800
25750
25700
25650
25750
25600
25600
25300
25350
25350
25300
25300
25250
25350
25150
25500
25500
25950
26000
25750
25700
25700
26000
25900
26100
26150
26100
26400
26050
25800
25700
25800
25950
25800
25950
25950
25900
26150
26150
25900
25700
25800
25600
25900
26000
25900
26050
25500
25150
25200
24850
24650
24700
24700
24500
24250
24500
24350
23150
22700
22900
23350
22600
23200
23650
24350
24600
25150
24900
24350
23750
23650
24450
24750
24650
24700
24850
24150
23700
23500
23300
23100
23050
23050
23100
23000
22750
23100
23300
23100
23100
22750
22900
22850
22450
22300
22250
22400
22300
22200
22100
22000
22200
22100
22300
22150
22400
21500
21450
21350
21150
21050
21050
21050
21050
21050
21000
20900
21000
20900
20900
21100
21100
20850
20800
20750
20800
20750
20850
20900
20950
20950
20900
20900
20900
20850
20850
20850
21000
21300
21250
21500
21450
21300
21250
21300
21450
21400
21300
21200
21300
21300
21350
21300
21400
21550
21550
21650
21700
21200
21600
21750
21800
22050
21850
21800
21600
21550
21600
21600
21650
21550
21550
21550
21850
22250
22250
22050
22250
22200
22050
22200
21750
21800
21850
21750
21950
22100
22050
21800
21950
21700
21450
20950
20800
20500
20700
20700
20700
20750
20700
20650
20700
20900
20650
20500
20550
20500
20250
20250
20500
20500
20150
20150
20550
20400
20550
20550
20350
20350
20150
19800
19800
19750
19750
19650
19600
19650
19650
19600
19300
19200
19250
19300
19300
19200
19200
19200
19200
19250
19250
19350
19200
19250
19350
19300
19200
19250
19300
19350
19300
19300
19200
19200
19250
19150
19200
19450
19550
19550
19500
19350
19350
19300
19350
19400
19700
19700
19650
19600
19600
19650
19500
19500
19400
19400
19450
19450
19350
19350
19300
19400
19450
19600
19600
19650
19600
19600
19550
19650
19700
19400
19400
19350
19350
19300
19300
19400
19400
19500
19450
19450
19400
19350
19150
19200
19250
19200
19300
19300
19400
19450
19450
19450
19450
19450
19450
19600
19600
19550
19550
19500
19500
19400
19350
19250
19250
19250
19150
19200
19200
19250
19250
19150
19200
19050
19000
19000
18950
18950
19050
19050
19100
19000
18950
18950
18900
18750
18700
18800
18900
19000
19100
19150
19100
19000
19150
19250
19250
19150
19150
19050
18850
18850
18800
18800
18850
18750
18450
18500
18550
18500
18400
18150
18150
18350
18400
18350
18350
18500
18450
18450
18450
18450
18550
18550
18500
18550
18600
18500
18550
18600
18600
18550
18550
18550
18400
18500
18450
18500
18600
18500
18450
18800
18850
19050
19050
19100
19050
19100
19150
19200
19300
19300
19350
19400
19250
19300
19350
19500
19550
19550
19600
19650
19650
19650
19650
19500
19550
19550
19550
19550
19700
19750
19700
19650
19700
19750
19750
19850
19650
19650
19650
19650
19600
19500
19550
19550
19650
19700
19650
19600
19550
19550
19600
19550
19550
19600
19750
19850
19850
19900
19800
19700
19600
19600
19550
19650
19700
19700
19700
19750
19750
19800
19850
19800
19800
19850
19650
19650
19600
19600
19600
19800
19850
19800
19700
19550
19350
19400
19350
19400
19500
19550
19550
19550
19550
19650
19700
19650
19600
19750
19750
19750
19750
19800
19900
19950
19950
19750
19750
19700
19750
19750
19900
19900
19850
19850
19950
20050
20150
20050
20050
20050
20000
20000
20150
20150
19950
19950
20050
20050
20150
19950
19900
19850
19750
19550
19550
19500
19500
19300
19250
19300
19150
19200
19500
19500
19700
19700
19750
19900
19950
19900
19900
19800
19850
20000
19900
19900
19950
19950
19950
20050
20000
19950
20000
19900
20000
19950
19950
20000
20050
20100
20000
20150
20200
20300
20200
20250
20050
20050
20100
20100
20250
20200
20350
20450
20200
20250
20350
20450
20400
20600
20750
20650
20750
20900
21000
20900
20850
20600
20400
20550
20600
20250
20250
20250
20150
20200
20150
20150
20150
20000
20000
20100
19850
19800
19850
19900
19950
19800
19750
19750
19750
19700
19650
19700
19600
19600
19500
19600
19550
19550
19650
19700
19900
20000
20050
20050
19950
20100
20100
20100
20000
20000
20050
20100
20250
20300
20350
20400
20500
20700
20550
20350
20400
20300
20400
20250
20350
20350
20450
20300
20350
20450
20200
20100
20100
20100
20100
20100
20300
20650
20600
20550
20650
20700
20750
20750
20800
20800
20850
20750
20500
20700
20400
20350
20200
20350
20350
20350
20400
20350
20350
20400
20150
20200
20250
20250
20000
20050
20050
20000
20200
20300
20400
20550
20600
20600
20650
20550
20400
20400
20400
20400
20400
20300
20300
20250
20400
20200
20100
20050
20050
19900
19850
19800
19950
20150
20200
20250
20100
20100
20200
20100
19950
19950
19950
19850
19850
19800
19600
19500
19400
19300
19250
19250
19300
19300
19250
19150
19300
19500
19550
19650
19800
19700
19800
19700
20050
20000
20050
19800
20350
20400
20350
20300
20500
20550
20500
20400
21000
21300
21200
21350
21450
21400
21300
21050
21050
21050
20950
21000
20900
20950
20950
20850
20900
20950
20950
21150
20900
20800
20850
20900
21550
21650
21650
21650
21800
21850
21800
21800
21600
21650
21650
21650
21800
21800
21900
21850
21950
22000
21750
21450
21500
21600
21550
21600
21700
21850
21850
21900
22000
22100
22000
21950
22000
22050
22000
22100
22350
22350
22150
22150
22000
22000
21800
21800
21750
21900
21750
22000
22000
22250
22150
22500
22700
22700
22650
21850
21950
22000
22100
21300
21000
21100
21400
21350
21350
21550
21400
21250
21150
21050
20850
20700
20700
20500
20450
20450
20700
20750
21050
21100
21200
21400
21300
21300
21100
21150
21000
21300
21200
20950
20600
20600
20550
20450
20650
20600
20600
20350
20450
20650
20500
20350
20400
20200
20400
20400
20600
20350
20200
20300
20500
20500
20650
20750
20600
20400
20400
20800
21200
20850
21200
20750
20650
20650
20800
20750
20650
20500
20600
20250
20200
20200
20550
20000
19950
19500
19350
19000
18900
18800
18900
18900
18800
18650
18750
18800
18650
18650
18500
18700
18550
18750
18900
18800
18800
18400
18150
18250
18250
18250
18250
18250
18350
18200
18050
18150
18050
18150
18300
18150
18100
17850
18050
18100
17900
18100
18200
18150
18150
18300
18300
18200
18400
18500
18350
18400
18500
18500
18650
18650
19050
19150
19300
19550
19550
19500
19550
19550
19650
19550
19550
19600
19600
19700
19350
19400
19250
19400
19600
19450
19200
19300
19450
19550
19650
19350
19100
19200
19150
19050
18950
18750
18800
18850
18900
18900
19050
19000
19150
19200
19200
19150
19000
18950
19100
19400
19550
19500
19000
18750
18700
18550
18500
18600
18100
18050
18000
18000
18000
18000
18050
18000
18050
17800
18000
17950
18000
18000
18500
18500
18550
18550
18650
18600
18550
18550
18650
18750
18850
18750
18750
18750
18850
19000
19050
18800
18750
18800
18800
18800
18750
18750
18750
18800
19000
18900
18900
18950
18950
19100
19050
19150
19150
19250
19300
19250
19150
18900
18800
18700
18750
18650
18600
18450
18200
18250
18150
18350
18300
18400
18350
18450
18400
18550
18400
18250
18400
18450
18400
18250
18200
18200
18100
18100
17900
17950
18000
17950
17900
17950
18000
18350
18300
18650
18500
18550
18550
18500
18500
18600
18700
18600
18950
18900
18850
19050
19100
19100
19450
19400
19550
19750
19500
19700
19850
19650
19900
19950
19850
19950
19700
19400
19000
19050
19100
18950
18750
18850
18700
18550
18450
18550
18350
18300
18300
18550
18600
18550
18650
18650
18850
18950
19000
18700
18600
18600
18650
18400
18550
18550
18550
18450
18300
18450
18300
18350
18000
18000
18050
17900
17750
17750
18000
18000
18400
18650
18850
18850
18800
18850
19000
18950
18900
18950
19000
18850
18850
18850
18700
18750
18550
18300
18600
18600
18500
18600
18600
18650
18500
18600
18550
18450
18650
18700
18850
18850
18750
18750
19050
19050
19150
19250
19150
19150
19200
19350
19450
19350
19350
19250
19350
19300
19500
19500
19550
19550
19750
19750
19800
20000
19800
19550
19600
19500
19550
19550
19600
19550
19450
19550
19650
19750
19850
20000
19750
19700
19850
20300
20200
20150
20150
20250
20250
20150
20150
20150
20150
20150
20050
20050
19500
19500
19450
19550
19500
19350
19200
19300
19200
19250
19350
19500
19400
19500
19850
19850
19800
19850
19900
19850
19850
19950
19850
19850
19800
19750
20000
19600
19750
19750
19850
19750
19650
19650
19600
19550
19800
19800
20100
19950
19900
19750
19800
19600
19850
19850
20050
20200
20150
20300
20400
20350
20600
20700
21050
20950
20950
20700
20450
20400
20500
20400
20700
20650
20500
20450
20550
20450
20300
20250
20200
20250
20200
19850
19800
19600
19500
19450
19400
19500
19400
19650
19450
19550
19700
19500
19200
19300
19400
19200
19250
19200
19400
19500
19150
19150
19200
19350
