Date,Y,BOND10THB,OIL,SET,USD_THB,XAU_USD
30-07-2014,19650,3.57,101.03,1521.33,31.82,1298.94
29-07-2014,19700,3.56,101.6,1541.27,31.79,1304.59
28-07-2014,19650,3.59,101.87,1545.52,31.81,1308.25
25-07-2014,19550,3.58,102.04,1545.59,31.82,1294
24-07-2014,19650,3.53,103.2,1545.54,31.77,1304.14
23-07-2014,19750,3.5,101.96,1527.35,31.76,1307.7
22-07-2014,19850,3.52,104.58,1543.56,31.88,1311.89
21-07-2014,19950,3.59,102.97,1536.73,32.13,1311.05
18-07-2014,20100,3.56,103.72,1532.52,32.17,1318.7
17-07-2014,19850,3.59,101.49,1529.11,32.09,1300.24
16-07-2014,19800,3.63,100.21,1527.13,32.12,1294.4
15-07-2014,19950,3.67,100.93,1533.29,32.12,1306.85
14-07-2014,20400,3.68,100.46,1524.98,32.11,1338.45
10-07-2014,20300,3.69,101.95,1513.25,32.17,1319.34
09-07-2014,20250,3.71,103.45,1505.6,32.36,1319.69
08-07-2014,20250,3.74,103.39,1506.01,32.4,1319.75
04-07-2014,20250,3.78,104.11,1498.28,32.38,1320.29
03-07-2014,20350,3.74,104.27,1492.87,32.35,1327.7
02-07-2014,20350,3.73,105.21,1492.05,32.35,1325.58
30-06-2014,20250,3.71,105.69,1488.92,32.42,1315.8
27-06-2014,20250,3.74,105.64,1480.75,32.45,1317.91
26-06-2014,20250,3.755,106.71,1472.5,32.43,1318.65
25-06-2014,20250,3.74,106.14,1462.55,32.43,1318.74
24-06-2014,20250,3.76,106.02,1466.69,32.41,1318.54
23-06-2014,20150,3.77,107.42,1471.91,32.41,1313.7
20-06-2014,20150,3.71,106.6,1464.86,32.45,1320.2
19-06-2014,19600,3.7,106.11,1455.89,32.41,1278.44
18-06-2014,19600,3.74,106.6,1471.86,32.47,1271.3
17-06-2014,19550,3.69,106.59,1475.87,32.34,1271.65
16-06-2014,19650,3.73,106.88,1460.29,32.37,1277.06
13-06-2014,19600,3.68,106.84,1456.6,32.43,1273.69
12-06-2014,19450,3.68,104.47,1461.3,32.48,1261.49
11-06-2014,19450,3.7,104.3,1470.04,32.45,1260.49
10-06-2014,19300,3.67,104.46,1454.4,32.38,1252.15
09-06-2014,19300,3.65,102.78,1464.71,32.47,1253.79
06-06-2014,19400,3.655,102.44,1461.8,32.61,1253.69
05-06-2014,19300,3.68,102.37,1454.11,32.64,1243.8
04-06-2014,19300,3.68,102.79,1456.06,32.6,1245.24
03-06-2014,19350,3.71,102.44,1455.33,32.83,1244.39
02-06-2014,19450,3.73,102.92,1424.81,32.81,1250.89
30-05-2014,19600,3.68,103.51,1412.51,32.78,1256
29-05-2014,19500,3.66,103.06,1404.92,32.67,1258.79
