Date,Y,BOND10THB,OIL,SET,USD_THB,XAU_USD
10-06-2016,21150,2.06,50.47,1434.33,35.14,1269.41
09-06-2016,20950,2.09,51.45,1449.62,35.1,1262.55
08-06-2016,20800,2.09,50.41,1443.01,35.22,1244.64
07-06-2016,20800,2.15,49.71,1448.39,35.24,1245.56
06-06-2016,20800,2.16,48.88,1441.54,35.36,1242.79
03-06-2016,20450,2.27,49.04,1430.23,35.6,1211.16
02-06-2016,20550,2.31,48.9,1418.72,35.69,1213.62
01-06-2016,20600,2.3,48.82,1423.26,35.77,1216.4
30-05-2016,20450,2.1,49.56,1422.43,35.72,1213.38
27-05-2016,20550,2.06,49.31,1402.37,35.6,1219.86
26-05-2016,20800,2.07,49.7,1398.68,35.65,1223.4
25-05-2016,20850,2.04,49.09,1393.95,35.75,1227
24-05-2016,21150,2.05,48.08,1381.5,35.67,1249.21
23-05-2016,21200,2.1,48.46,1387.73,35.68,1251.41
19-05-2016,21300,2.1,47.87,1400.78,35.68,1258.6
18-05-2016,21500,1.95,48.53,1406.95,35.49,1279.71
17-05-2016,21400,1.83,47.9,1405.3,35.41,1274.06
16-05-2016,21400,1.79,46.28,1403.24,35.43,1272.51
13-05-2016,21200,1.78,46.41,1400,35.32,1263.61
12-05-2016,21250,1.78,46,1384.82,35.26,1277.8
11-05-2016,21200,1.8,44.6,1391.15,35.21,1265.73
10-05-2016,21100,1.77,43.25,1387.17,35.24,1264.11
09-05-2016,21400,1.81,45,1389.78,35.1,1284.93
04-05-2016,21300,1.815,43.85,1392.58,34.95,1285.99
03-05-2016,21350,1.85,44.92,1403.53,34.85,1291.76
29-04-2016,21050,1.79,45.9,1399.15,34.99,1266.27
28-04-2016,20700,1.8,45.3,1416.35,35.11,1245.66
27-04-2016,20700,1.77,44.64,1421.8,35.12,1242.6
26-04-2016,20650,1.77,42.96,1408,35.06,1238.57
25-04-2016,20550,1.81,43.75,1410.66,35.07,1232.1
22-04-2016,20750,1.79,43.42,1425.27,35.08,1247.44
21-04-2016,20700,1.74,43.97,1425.72,34.86,1243.49
20-04-2016,20700,1.7,40.8,1416.78,34.82,1251
19-04-2016,20450,1.73,40.04,1403.81,34.94,1232.46
18-04-2016,20550,1.725,38.75,1387.08,35,1234.1
12-04-2016,20800,1.735,40.35,1374.92,35.02,1259.05
11-04-2016,20750,1.675,39.72,1370.31,35.11,1239.79
08-04-2016,20600,1.615,37.52,1357.23,35.17,1240.18
07-04-2016,20500,1.58,37.76,1375.19,35.23,1223.16
05-04-2016,20500,1.57,35.5,1389.75,35.25,1215.31
04-04-2016,20300,1.65,36.61,1399.59,35.16,1220.35
01-04-2016,20500,1.73,38.14,1405.07,35.13,1232.68
31-03-2016,20500,1.79,38.3,1406.85,35.23,1226.06
30-03-2016,20700,1.83,38.52,1401.08,35.33,1241.3
29-03-2016,20450,1.85,39.32,1389.04,35.33,1221.4
28-03-2016,20300,1.87,39.55,1395.69,35.3,1214.51
24-03-2016,20400,1.88,39.73,1407.36,35.2,1221.2
23-03-2016,20600,1.87,41.19,1396.24,34.94,1248.18
22-03-2016,20600,1.8,41.59,1400.95,34.91,1244.22
21-03-2016,20750,1.8,39.06,1384.72,34.91,1254.7
18-03-2016,20850,1.82,40.25,1386.46,34.74,1258.16
17-03-2016,20700,1.86,38.59,1388.09,34.88,1261.7
16-03-2016,20500,1.87,36.74,1387.01,35.11,1232.84
15-03-2016,20500,1.95,37.37,1389.67,35.08,1234.68
14-03-2016,20900,1.99,38.17,1401.58,35,1250.98
11-03-2016,21300,1.94,37.99,1385.27,35.23,1271.44
10-03-2016,20950,1.905,38.17,1392.13,35.27,1252.89
09-03-2016,21050,1.89,36.36,1371.35,35.35,1261.3
08-03-2016,21300,1.9,37.94,1391.58,35.4,1267.49
07-03-2016,21150,1.97,36.2,1386.53,35.35,1259.48
04-03-2016,21050,1.97,34.66,1385.03,35.41,1263.89
03-03-2016,20850,1.99,34.73,1371.46,35.53,1240.3
02-03-2016,20750,2.08,33.89,1355.01,35.58,1232.35
01-03-2016,21000,2.11,33.9,1335.52,35.63,1238.19
29-02-2016,20750,2.115,32.72,1342.43,35.71,1222.73
26-02-2016,20900,2.12,33.04,1338.48,35.65,1234.44
25-02-2016,20850,2.08,32.19,1338.04,35.64,1229.44
24-02-2016,20750,2.05,31.28,1323.01,35.72,1227.39
23-02-2016,20600,2.07,33.34,1325.24,35.73,1208.76
19-02-2016,20700,2.02,30.6,1295.01,35.57,1233.12
18-02-2016,20350,2.06,31.35,1297.23,35.58,1209.16
17-02-2016,20300,2.07,29.14,1287.25,35.63,1200.19
15-02-2016,20700,2.09,29.08,1287.05,35.58,1232.81
12-02-2016,20650,2,27.3,1282.86,35.2,1246.94
11-02-2016,20100,2.1,27.34,1300.37,35.28,1197.44
10-02-2016,20000,2.16,28.36,1300.32,35.4,1188.95
09-02-2016,20050,2.27,30.17,1300.34,35.52,1191.14
08-02-2016,19600,2.28,30.97,1308.46,35.55,1170.89
05-02-2016,19450,2.29,31.64,1303.97,35.61,1155.74
04-02-2016,19250,2.29,32.71,1298.89,35.7,1142.95
03-02-2016,19100,2.29,29.75,1277.38,35.83,1129.16
02-02-2016,19000,2.33,31.37,1295.76,35.57,1128.82
01-02-2016,18950,2.34,33.83,1300.85,35.68,1117.88
29-01-2016,18900,2.45,33.7,1291.97,35.8,1115.16
28-01-2016,19000,2.505,32.19,1284.21,35.83,1125.57
27-01-2016,19000,2.44,30.55,1276.69,35.84,1120.36
26-01-2016,18900,2.49,29.81,1261.3,35.91,1108.02
25-01-2016,18750,2.46,32.05,1277.28,36.02,1097.85
22-01-2016,18850,2.48,29.84,1260.53,36.21,1101.6
21-01-2016,18900,2.51,28.35,1260.77,36.25,1101.04
20-01-2016,18750,2.51,28.33,1253.43,36.28,1087.1
18-01-2016,18800,2.48,29.76,1234.8,36.34,1089.51
15-01-2016,18600,2.515,31.18,1269.4,36.3,1077.94
14-01-2016,18800,2.555,30.6,1264.93,36.28,1093.52
13-01-2016,18650,2.605,30.54,1268.32,36.28,1087.29
12-01-2016,18850,2.585,31.11,1232.16,36.25,1094.3
11-01-2016,19000,2.63,32.94,1233.86,36.3,1104.19
08-01-2016,18900,2.64,33.3,1231.88,36.24,1109.45
07-01-2016,18900,2.65,34.09,1238.06,36.23,1094.45
06-01-2016,18450,2.63,36.18,1250.14,36.12,1077.55
05-01-2016,18100,2.63,36.9,1267.99,36.13,1074.66
04-01-2016,18200,2.5,37.6,1286.26,36.05,1065.36
30-12-2015,18350,2.53,37.36,1285.52,36.06,1069.38
29-12-2015,18350,2.53,36.7,1281.9,36.07,1069.2
28-12-2015,18350,2.53,38,1285.65,36.03,1076
24-12-2015,18350,2.56,37.86,1285.7,36.05,1070.9
23-12-2015,18350,2.56,36.47,1270.47,36.07,1072.21
22-12-2015,18450,2.58,35.8,1274.71,36.12,1078.41
21-12-2015,18300,2.59,34.58,1271.28,36.13,1065.94
18-12-2015,18150,2.6,34.87,1302.05,36.16,1051.72
17-12-2015,18250,2.6,35.8,1297.16,35.93,1072.85
16-12-2015,18150,2.65,36.79,1304.76,35.96,1060.73
15-12-2015,18250,2.66,36.32,1276.96,36.09,1062.89
14-12-2015,18400,2.69,35.4,1262.44,36.12,1073.69
11-12-2015,18250,2.69,36.63,1297.1,36.05,1071.6
09-12-2015,18350,2.72,37.86,1309.22,35.95,1074.74
08-12-2015,18200,2.735,37.68,1323.85,35.87,1070.49
04-12-2015,18050,2.75,41.31,1334.26,35.83,1062.39
03-12-2015,17950,2.69,40.15,1332.6,35.84,1053.71
02-12-2015,18150,2.71,41.69,1356.88,35.75,1069.49
01-12-2015,18200,2.76,41.73,1363.13,35.8,1064.55
30-11-2015,18000,2.735,41.77,1360.72,35.87,1057.8
26-11-2015,18200,2.75,43.08,1383.84,35.68,1071.91
25-11-2015,18300,2.8,42.69,1388.53,35.74,1075.55
24-11-2015,18250,2.85,42.04,1395.73,35.84,1069.24
23-11-2015,18250,2.84,41.49,1397.27,35.73,1077.01
20-11-2015,18400,2.78,40.54,1386.99,35.76,1082.3
19-11-2015,18400,2.73,40.72,1384.19,35.96,1071.15
18-11-2015,18300,2.71,41.11,1390.95,35.99,1070.3
17-11-2015,18500,2.73,41.96,1396.54,35.97,1082.86
16-11-2015,18600,2.71,40.92,1370.51,35.9,1088.14
13-11-2015,18450,2.69,41.61,1380.34,35.85,1085.05
12-11-2015,18500,2.71,43.05,1383.88,35.84,1086.26
11-11-2015,18600,2.68,43.63,1398.58,35.87,1089.85
10-11-2015,18650,2.7,44.1,1398.19,35.89,1092.01
09-11-2015,18600,2.64,44.52,1412.15,35.82,1089.94
06-11-2015,18750,2.65,45.41,1411.47,35.53,1103.89
05-11-2015,18750,2.64,46.57,1421.23,35.53,1107.56
04-11-2015,18900,2.62,47.74,1420.65,35.55,1117.63
03-11-2015,19150,2.61,46.11,1419.45,35.57,1133.6
02-11-2015,19250,2.68,46.43,1395.63,35.62,1141.49
30-10-2015,19400,2.68,45.74,1391.41,35.66,1148.04
29-10-2015,19650,2.7,46.06,1409.62,35.64,1156.09
28-10-2015,19650,2.65,43.44,1422.97,35.51,1166.75
27-10-2015,19600,2.6,43.78,1422.73,35.46,1162.96
26-10-2015,19650,2.63,44.74,1429.03,35.54,1164.45
22-10-2015,19650,2.65,45.27,1415.52,35.67,1167.06
21-10-2015,19750,2.65,45.88,1421.63,35.42,1175.81
20-10-2015,19650,2.66,46.25,1415.55,35.45,1171
19-10-2015,19650,2.55,47.27,1421.61,35.27,1176
16-10-2015,19700,2.54,46.87,1428.99,35.16,1182.21
15-10-2015,19700,2.62,46.28,1413,35.33,1184.1
14-10-2015,19800,2.65,46.69,1405.29,35.63,1168.59
13-10-2015,19450,2.63,47.46,1408.33,35.35,1163.55
12-10-2015,19500,2.63,49.51,1415.44,35.53,1155.71
09-10-2015,19350,2.67,49.69,1404.68,35.76,1139.1
08-10-2015,19500,2.67,48.11,1393.79,35.89,1145.49
07-10-2015,19700,2.72,49,1376.47,36.24,1146.96
06-10-2015,19550,2.73,46.2,1367.9,36.26,1135.65
05-10-2015,19600,2.77,45.65,1354.11,36.44,1137.71
02-10-2015,19300,2.78,45.07,1345.68,36.48,1114.08
01-10-2015,19250,2.77,45.38,1353.92,36.34,1115.14
30-09-2015,19400,2.86,44.92,1353.06,36.43,1127.46
29-09-2015,19550,2.88,44.5,1342.36,36.35,1132.25
28-09-2015,19650,2.85,45.38,1368.56,36.17,1145.8
25-09-2015,19750,2.83,45.05,1375.31,36.23,1150.97
24-09-2015,19450,2.73,44.62,1371.9,36.21,1130.61
23-09-2015,19200,2.77,46.54,1372.43,36.05,1124.1
22-09-2015,19300,2.87,46.45,1396.38,35.81,1133.16
21-09-2015,19250,2.8,44.97,1384.76,35.67,1139.4
18-09-2015,19150,2.87,46.89,1394,35.76,1130.85
17-09-2015,19050,2.95,47.13,1387,35.85,1118.89
16-09-2015,18850,2.99,45.16,1375.28,35.91,1105.5
15-09-2015,18900,3.05,44.11,1377.33,36.01,1108.19
14-09-2015,18950,3.11,44.78,1382.64,36.06,1107.8
11-09-2015,19000,3.1,45.71,1399.3,36.02,1111.56
10-09-2015,19000,3.07,44.16,1386.49,36.19,1106.81
09-09-2015,19150,3.06,45.79,1390.17,36.02,1121.96
07-09-2015,19150,2.88,45.72,1368.28,35.96,1123.22
04-09-2015,19100,2.88,46.68,1378.64,35.83,1125.25
03-09-2015,19250,2.87,46.11,1379.78,35.74,1134.01
02-09-2015,19300,2.84,44.26,1360.52,35.74,1139.49
01-09-2015,19300,2.82,48.1,1381.64,35.83,1135.01
31-08-2015,19250,2.82,45,1367.81,35.83,1133.25
28-08-2015,19100,2.78,42.68,1374.36,35.63,1125.8
27-08-2015,19050,2.85,38.96,1338.37,35.61,1125.65
26-08-2015,19200,2.82,39.69,1314.91,35.52,1141.15
25-08-2015,19500,2.85,38.18,1315.71,35.66,1155.45
24-08-2015,19650,2.65,40.3,1334.62,35.66,1162.35
21-08-2015,19600,2.65,41.03,1365.93,35.57,1153.91
20-08-2015,19100,2.64,40.58,1372.66,35.53,1133.95
19-08-2015,18850,2.69,42.41,1376.19,35.52,1118.01
18-08-2015,18800,2.7,41.88,1371.88,35.52,1117.91
17-08-2015,18650,2.74,42.18,1414.64,35.25,1114.35
14-08-2015,18600,2.75,42.23,1404.24,35.13,1115.16
13-08-2015,18700,2.81,43.34,1399.3,35.28,1125.46
11-08-2015,18400,2.81,44.81,1423.31,35.07,1104.41
10-08-2015,18200,2.8,43.58,1423.3,35.16,1094.39
07-08-2015,18150,2.79,44.82,1429.92,35.11,1089.4
06-08-2015,18100,2.78,45.16,1436.66,35.17,1084.9
05-08-2015,18100,2.79,45.96,1438.16,35.11,1087.59
04-08-2015,18100,2.79,45.35,1438.67,35.06,1086.18
03-08-2015,18200,2.82,46.86,1435.62,34.97,1095.61
31-07-2015,18100,2.85,48.47,1424.01,35.15,1088.66
29-07-2015,18150,2.81,47.81,1413.96,34.84,1095.48
28-07-2015,18100,2.815,47.02,1416.02,34.87,1094.31
27-07-2015,18150,2.815,48,1431.86,34.87,1099.55
24-07-2015,17900,2.85,48.79,1440.78,34.79,1090.85
23-07-2015,18100,2.85,49.23,1447.16,34.69,1094.5
22-07-2015,18050,2.84,50.71,1441.38,34.42,1101.06
21-07-2015,18100,2.85,49.95,1467.61,34.47,1098.55
20-07-2015,18100,2.86,50.76,1480.12,34.23,1133.35
17-07-2015,18600,2.84,50.91,1482.61,34.21,1145.61
16-07-2015,18600,2.835,51.62,1488.97,34.17,1148.86
15-07-2015,18650,2.84,53.4,1490.99,34.03,1155.9
14-07-2015,18650,2.85,52,1493.39,34.01,1158.06
13-07-2015,18750,2.82,52.15,1484.52,33.92,1163.3
10-07-2015,18700,2.83,52.48,1482.18,33.94,1159.75
09-07-2015,18650,2.85,51.83,1469.59,33.93,1158.62
08-07-2015,18650,2.91,52.91,1476.01,33.98,1155.18
07-07-2015,18750,2.9,52.75,1477.16,33.84,1170.5
03-07-2015,18700,3,56.6,1490.44,33.77,1166.29
02-07-2015,18750,2.96,56.87,1504.72,33.82,1168.8
30-06-2015,18850,2.98,58.27,1510.18,33.76,1180.06
29-06-2015,18950,2.96,58.84,1501.03,33.8,1184.96
26-06-2015,18850,2.98,59.66,1520.92,33.76,1173.35
25-06-2015,18850,3,60.22,1517.35,33.76,1175.29
24-06-2015,18850,2.98,61.14,1507.39,33.75,1178.25
23-06-2015,18950,2.955,60.21,1512.23,33.69,1185.86
22-06-2015,19100,2.92,59.44,1492.55,33.63,1200.61
19-06-2015,19150,3.01,60.5,1507.6,33.63,1202.36
18-06-2015,18900,3.04,59.78,1517.13,33.59,1185.26
17-06-2015,18850,3.04,60.03,1507.23,33.67,1181.9
16-06-2015,18900,3.07,59.6,1502.26,33.66,1186.06
15-06-2015,18900,3.07,59.9,1507.05,33.8,1181.5
12-06-2015,18900,3.11,60.55,1515.64,33.69,1182.01
11-06-2015,18900,3.1,61.14,1512.95,33.59,1186.61
10-06-2015,18850,3.03,60.58,1496.65,33.7,1176.75
09-06-2015,18800,3.11,58.31,1504.59,33.75,1174.36
08-06-2015,18850,3.14,58.96,1507.72,33.85,1169.45
05-06-2015,18850,3.09,57.99,1490.51,33.71,1177.24
04-06-2015,18900,2.98,59.57,1484.57,33.61,1185.51
03-06-2015,19100,2.88,61.02,1480.36,33.7,1193.86
02-06-2015,19000,2.81,60.18,1492.45,33.67,1188.95
29-05-2015,19000,2.78,57.97,1495.64,33.77,1188.65
28-05-2015,19050,2.88,57.63,1502.49,33.77,1188.21
27-05-2015,19050,2.88,58.32,1491.43,33.71,1187.44
25-05-2015,19150,2.91,59.93,1526.3,33.43,1205.12
22-05-2015,19150,2.91,60.66,1533.17,33.39,1206.75
21-05-2015,19250,3.04,58.81,1523.33,33.6,1210.11
20-05-2015,19250,2.86,58.32,1527.65,33.5,1208.01
19-05-2015,19350,2.98,59.54,1513.83,33.4,1225.27
18-05-2015,19400,2.88,59.85,1510.21,33.51,1223.3
15-05-2015,19350,2.88,59.67,1496.98,33.45,1221.76
14-05-2015,19250,2.96,60.1,1496.2,33.49,1215.71
13-05-2015,19000,2.98,61.23,1490.93,33.72,1193.45
12-05-2015,18950,2.86,59.27,1499.28,33.73,1183.8
11-05-2015,18900,2.9,59.43,1517.05,33.53,1188.95
08-05-2015,18800,2.88,59.02,1502.29,33.51,1184.66
07-05-2015,18750,2.68,60.69,1514.84,33.26,1191.8
06-05-2015,18850,2.55,60.72,1529.56,33.34,1193.19
30-04-2015,18750,2.55,58.55,1520.55,32.82,1205.18
29-04-2015,18700,2.55,56.93,1521.55,32.63,1212.1
28-04-2015,18550,2.62,56.65,1549.2,32.59,1202.75
27-04-2015,18300,2.52,57.3,1559.2,32.57,1179.76
24-04-2015,18350,2.53,57.53,1549.68,32.43,1194.16
23-04-2015,18250,2.62,56.28,1556.61,32.38,1187.56
22-04-2015,18450,2.59,56.34,1571.15,32.37,1202.75
21-04-2015,18400,2.66,56.41,1566.35,32.4,1196.81
20-04-2015,18500,2.73,56.16,1565.67,32.28,1204.9
17-04-2015,18450,2.65,56.56,1572.88,32.39,1198.6
16-04-2015,18550,2.74,55.92,1560.86,32.43,1202.45
10-04-2015,18450,2.675,50.73,1547.92,32.54,1194.3
09-04-2015,18500,2.66,51,1545.86,32.55,1203.07
08-04-2015,18650,2.74,53.18,1553.11,32.54,1208.85
07-04-2015,18700,2.73,51.95,1545.21,32.42,1214.69
02-04-2015,18500,2.73,49.59,1530.84,32.48,1204.95
01-04-2015,18350,2.69,47.55,1506.35,32.53,1183.35
31-03-2015,18350,2.77,48.73,1502.25,32.59,1185.4
30-03-2015,18500,2.78,48.57,1501.08,32.5,1198.85
27-03-2015,18550,2.72,51.01,1494.22,32.54,1204.25
26-03-2015,18500,2.75,49.02,1506.08,32.53,1195.55
25-03-2015,18350,2.75,47.72,1514.04,32.49,1192.9
24-03-2015,18300,2.81,47.46,1518.47,32.52,1189.35
23-03-2015,18300,2.74,46.41,1535.86,32.57,1185.96
20-03-2015,18200,2.83,43.99,1533.91,32.72,1170.7
19-03-2015,18200,2.82,44.6,1543.63,32.69,1167.25
18-03-2015,18000,2.74,42.51,1513.99,32.92,1149.25
17-03-2015,18050,2.83,43.84,1525.5,32.91,1154.55
16-03-2015,18100,2.83,44.81,1534.47,32.96,1158.5
13-03-2015,18050,2.69,46.93,1547.68,32.82,1153.9
12-03-2015,18000,2.77,48.44,1543.06,32.85,1154.6
11-03-2015,18050,2.82,48.77,1524.38,32.71,1162.15
10-03-2015,18100,2.73,50.08,1560.94,32.59,1167.1
09-03-2015,18100,2.65,49.6,1558.54,32.53,1168.65
06-03-2015,18450,2.66,50.89,1553.05,32.43,1198.65
05-03-2015,18500,2.68,51.62,1559.4,32.39,1199.75
03-03-2015,18400,2.63,49.8,1580.36,32.33,1207.19
02-03-2015,18750,2.71,49.45,1588.14,32.39,1213.8
27-02-2015,18600,2.9,48.97,1590.93,32.37,1209.45
26-02-2015,18650,2.93,51,1590.29,32.52,1205.16
25-02-2015,18650,2.97,49.16,1602.16,32.54,1199.55
24-02-2015,18600,2.97,49.42,1597,32.55,1201.71
23-02-2015,18600,2.97,50.75,1608.53,32.57,1201.89
20-02-2015,18700,2.99,51.24,1604.56,32.54,1207.41
19-02-2015,18800,2.98,50.55,1603.22,32.55,1212.7
18-02-2015,18700,2.96,53.24,1590.71,32.57,1209.41
16-02-2015,19050,2.93,54.04,1616.89,32.59,1228.58
13-02-2015,19000,2.9,51.35,1616.79,32.61,1222.38
12-02-2015,18950,2.82,49.42,1606.06,32.63,1218.73
11-02-2015,19150,2.79,50.98,1599.42,32.62,1233.75
10-02-2015,19200,2.79,52.43,1600.57,32.58,1239.55
09-02-2015,19200,2.78,52.01,1609.78,32.63,1235.18
06-02-2015,19550,2.76,50.86,1614.47,32.6,1264.82
05-02-2015,19650,2.77,48.67,1595.06,32.63,1269.9
04-02-2015,19500,2.74,51.67,1616.41,32.6,1260.25
03-02-2015,19650,2.74,49.79,1592.08,32.56,1275.4
02-02-2015,19850,2.77,47.59,1577.65,32.73,1281.81
30-01-2015,19500,2.74,44.63,1591.54,32.78,1257.61
29-01-2015,19700,2.79,44.43,1591.94,32.55,1285.35
28-01-2015,19850,2.72,45.83,1594.5,32.49,1292.35
27-01-2015,19650,2.73,45.13,1589.44,32.55,1281.08
26-01-2015,19900,2.76,45.2,1602.13,32.5,1293.68
23-01-2015,19950,2.79,46.63,1570.81,32.59,1301.38
22-01-2015,19850,2.81,47.35,1546.76,32.56,1293.2
21-01-2015,19950,2.82,46.69,1538.31,32.69,1293.64
19-01-2015,19600,2.67,48.84,1528.03,32.56,1279.67
16-01-2015,19400,2.69,46.35,1515.71,32.76,1262.05
15-01-2015,19000,2.68,48.6,1528.83,32.75,1229.95
14-01-2015,19050,2.69,46.16,1539.58,32.8,1230.76
13-01-2015,19100,2.72,45.69,1520.71,32.86,1233.62
12-01-2015,18950,2.74,48.19,1527.42,32.85,1223
09-01-2015,18750,2.75,48.92,1529.5,32.87,1209.65
08-01-2015,18800,2.75,48.78,1514.9,32.87,1210.51
07-01-2015,18850,2.72,48,1478.84,32.85,1219.55
06-01-2015,18700,2.73,50,1467.97,32.95,1204.85
05-01-2015,18550,2.91,52.61,1499.7,32.96,1189.34
30-12-2014,18550,3.02,53.72,1496.89,32.94,1183.37
29-12-2014,18650,3.05,55.05,1515.49,32.91,1195.71
26-12-2014,18450,3.06,55.86,1503.49,32.79,1173.45
24-12-2014,18400,3.07,56.8,1536.24,32.91,1175.7
23-12-2014,18400,3.09,55.39,1535.22,32.88,1175.03
22-12-2014,18650,3.07,57.75,1522.49,32.87,1195.33
19-12-2014,18700,3.06,55.5,1527.08,32.87,1198.55
18-12-2014,18650,3.13,55.83,1504.72,32.9,1188.7
17-12-2014,18750,3.07,55.5,1464.64,32.97,1196.69
16-12-2014,18750,3.01,55.4,1442.82,32.96,1192.59
15-12-2014,18950,2.97,57.07,1490.44,32.8,1222.25
12-12-2014,19050,2.99,59.17,1523.53,32.8,1227.99
11-12-2014,19100,3.02,61.12,1546.18,32.77,1226.75
09-12-2014,18800,3.06,63.01,1573.89,32.98,1203.64
08-12-2014,18700,3.04,65.46,1600.99,33.01,1193.09
04-12-2014,18800,3.06,67.4,1597.03,32.85,1209.7
03-12-2014,18700,3.05,67.6,1597.33,32.84,1199.01
02-12-2014,18750,3.04,69.24,1596.71,32.76,1210.74
01-12-2014,18000,3.08,66,1590.89,32.92,1167.06
27-11-2014,18500,3.12,73.54,1593.41,32.73,1198.2
26-11-2014,18550,3.12,73.87,1596.29,32.77,1200.96
25-11-2014,18550,3.1,75.51,1591.23,32.8,1197.55
24-11-2014,18550,3.12,76.62,1587.35,32.74,1201.53
21-11-2014,18450,3.09,76.29,1568.56,32.78,1193.78
20-11-2014,18300,3.1,74.25,1579.51,32.83,1183.36
19-11-2014,18450,3.09,74.23,1585.14,32.74,1197.57
18-11-2014,18300,3.09,75.49,1571.81,32.79,1186.42
17-11-2014,18350,3.14,75.93,1576.41,32.83,1188.75
14-11-2014,18000,3.12,74.36,1580.41,32.76,1162.09
13-11-2014,18000,3.11,76.95,1561.89,32.82,1160.84
12-11-2014,18050,3.15,77.5,1572.45,32.82,1164.67
11-11-2014,17900,3.17,77.18,1569,32.8,1150.65
10-11-2014,18150,3.22,78.5,1581.77,32.72,1179.41
07-11-2014,17750,3.23,77.86,1585.1,32.85,1141.2
06-11-2014,17750,3.18,78.87,1581.32,32.76,1141.45
05-11-2014,18000,3.22,77.36,1585.84,32.65,1168.19
04-11-2014,18000,3.26,78.22,1583.55,32.67,1165.55
03-11-2014,18000,3.36,80.59,1591.02,32.56,1173.76
31-10-2014,18400,3.4,81.04,1570.97,32.55,1198.91
30-10-2014,18650,3.4,81.93,1565.86,32.51,1211.5
29-10-2014,18850,3.39,81.55,1564.51,32.41,1228.21
28-10-2014,18850,3.36,80.64,1549.06,32.41,1225.76
27-10-2014,18800,3.32,81.27,1542.69,32.36,1231.5
24-10-2014,18850,3.32,81.95,1537.99,32.35,1232.59
22-10-2014,19000,3.31,82.55,1534.03,32.25,1249.57
21-10-2014,18950,3.34,82.76,1529.73,32.25,1246.99
20-10-2014,18900,3.35,83.13,1541.1,32.38,1238.54
17-10-2014,18950,3.31,83.18,1529.36,32.39,1239.69
16-10-2014,19000,3.3,81.06,1540.9,32.41,1241.67
15-10-2014,18850,3.16,82.32,1550.69,32.47,1233.65
14-10-2014,18850,3.18,84.98,1544.65,32.4,1237.08
13-10-2014,18850,3.24,85.2,1544.66,32.41,1223.54
10-10-2014,18700,3.24,84.39,1545.77,32.41,1224.49
09-10-2014,18750,3.29,87.73,1553.65,32.53,1221.84
08-10-2014,18700,3.3,88.43,1529.18,32.55,1209.39
07-10-2014,18550,3.35,90.45,1544.87,32.57,1207.15
06-10-2014,18300,3.39,89.77,1572.31,32.61,1191.79
03-10-2014,18600,3.34,91.38,1568.18,32.43,1213.84
02-10-2014,18600,3.31,90.74,1582.21,32.42,1213.34
01-10-2014,18500,3.36,91.36,1590.13,32.42,1209
30-09-2014,18700,3.38,94.34,1586.18,32.38,1216.24
29-09-2014,18700,3.43,93.35,1601.38,32.28,1219.2
26-09-2014,18750,3.43,92.47,1591.02,32.29,1222.59
25-09-2014,18600,3.46,92.89,1595.6,32.18,1217.02
24-09-2014,18700,3.45,91.72,1593.42,32.23,1222.81
23-09-2014,18650,3.45,90.7,1593.16,32.25,1215.3
22-09-2014,18550,3.48,92.22,1584.26,32.17,1216.54
19-09-2014,18750,3.5,92.97,1590.68,32.21,1225.5
18-09-2014,18800,3.52,93.97,1576.88,32.31,1223.2
17-09-2014,18950,3.51,94.71,1571.9,32.17,1234.95
16-09-2014,18950,3.51,92.81,1583.74,32.24,1233.1
15-09-2014,18850,3.48,92.13,1577.71,32.17,1228.4
12-09-2014,18850,3.49,93.05,1583.38,32.17,1240.59
11-09-2014,19050,3.49,91.71,1582.21,32.14,1248.68
10-09-2014,19150,3.5,92.79,1577.26,32.06,1256.19
09-09-2014,19150,3.46,93.11,1586.88,32.04,1255.43
08-09-2014,19250,3.5,93.49,1589.39,31.98,1268.75
05-09-2014,19250,3.53,94.57,1583.47,32.07,1260.96
04-09-2014,19350,3.51,95.07,1585.6,32.03,1268.8
03-09-2014,19350,3.52,93.28,1574.19,32.12,1266.14
01-09-2014,19500,3.48,95.76,1568.38,31.91,1287.05
29-08-2014,19550,3.48,94.56,1554.9,31.93,1290.29
28-08-2014,19450,3.49,93.75,1566.73,31.88,1282.75
27-08-2014,19450,3.49,93.88,1564.41,31.91,1281.09
26-08-2014,19350,3.5,93.36,1565.48,31.95,1276.55
25-08-2014,19450,3.5,93.34,1561.4,31.93,1279.67
22-08-2014,19400,3.51,93.89,1556.4,31.96,1276.64
21-08-2014,19600,3.52,93.49,1550.26,32,1291.8
20-08-2014,19600,3.47,94.7,1546.57,31.91,1295.6
19-08-2014,19650,3.44,96.56,1550.55,31.82,1297.65
18-08-2014,19650,3.43,97.1,1548.42,31.84,1303.91
15-08-2014,19850,3.44,95.5,1543.42,31.82,1312.95
14-08-2014,19850,3.43,97.3,1550.83,31.94,1312.86
13-08-2014,19900,3.44,97.2,1530.96,32.07,1308.69
08-08-2014,20100,3.42,97.64,1512.82,32.23,1313.5
07-08-2014,19900,3.45,96.89,1525.06,32.16,1305.89
06-08-2014,19700,3.55,97.62,1527.11,32.19,1288.05
05-08-2014,19650,3.56,98.41,1522.87,32.13,1287.91
04-08-2014,19700,3.57,97.67,1504.35,32.13,1293.98
01-08-2014,19600,3.58,97.7,1488.5,32.17,1282.24
31-07-2014,19650,3.55,99.47,1513.92,31.94,1294.86
