Y_Date,Y
20-02-2020,23800
19-02-2020,23600
18-02-2020,23400
17-02-2020,23350
14-02-2020,23200
13-02-2020,23150
12-02-2020,23150
11-02-2020,23200
07-02-2020,23100
06-02-2020,22850
05-02-2020,22900
04-02-2020,23200
03-02-2020,23400
31-01-2020,23200
30-01-2020,23200
29-01-2020,22850
28-01-2020,23000
27-01-2020,22950
24-01-2020,22550
23-01-2020,22400
22-01-2020,22350
21-01-2020,22500
20-01-2020,22400
17-01-2020,22400
16-01-2020,22300
15-01-2020,22200
14-01-2020,22100
13-01-2020,22300
10-01-2020,22200
09-01-2020,22400
08-01-2020,22750
07-01-2020,22250
06-01-2020,22500
03-01-2020,21900
02-01-2020,21650
30-12-2019,21600
26-12-2019,21450
23-12-2019,21150
19-12-2019,21150
18-12-2019,21150
17-12-2019,21150
16-12-2019,21600
12-12-2019,21100
11-12-2019,21000
09-12-2019,21000
04-12-2019,21200
03-12-2019,20950
02-12-2019,20900
27-11-2019,20900
26-11-2019,20850
25-11-2019,20950
21-11-2019,21050
20-11-2019,21050
19-11-2019,21000
18-11-2019,21000
14-11-2019,20950
13-11-2019,20950
12-11-2019,20950
11-11-2019,21100
07-11-2019,21400
06-11-2019,21350
05-11-2019,21550
04-11-2019,21600
31-10-2019,21400
30-10-2019,21350
29-10-2019,21400
28-10-2019,21550
24-10-2019,21400
22-10-2019,21300
21-10-2019,21400
17-10-2019,21450
16-10-2019,21400
15-10-2019,21500
10-10-2019,21650
09-10-2019,21650
08-10-2019,21550
07-10-2019,21750
03-10-2019,21750
02-10-2019,21450
01-10-2019,21300
30-09-2019,21700
26-09-2019,21900
25-09-2019,22150
24-09-2019,21950
23-09-2019,21900
19-09-2019,21650
18-09-2019,21700
17-09-2019,21700
16-09-2019,21750
12-09-2019,21650
11-09-2019,21650
10-09-2019,21650
09-09-2019,21950
05-09-2019,22350
04-09-2019,22350
03-09-2019,22150
29-08-2019,22150
28-08-2019,22300
27-08-2019,22150
26-08-2019,22300
22-08-2019,21900
21-08-2019,21950
20-08-2019,21850
19-08-2019,22050
15-08-2019,22150
14-08-2019,21900
13-08-2019,22050
08-08-2019,21800
07-08-2019,21550
06-08-2019,21350
05-08-2019,21050
01-08-2019,20600
31-07-2019,20800
30-07-2019,20800
25-07-2019,20850
24-07-2019,20800
23-07-2019,20750
22-07-2019,20800
18-07-2019,20750
17-07-2019,20600
15-07-2019,20650
11-07-2019,20600
10-07-2019,20350
09-07-2019,20350
08-07-2019,20350
03-07-2019,20600
02-07-2019,20250
01-07-2019,20250
27-06-2019,20500
26-06-2019,20650
25-06-2019,20650
24-06-2019,20450
20-06-2019,20250
19-06-2019,19900
18-06-2019,19900
17-06-2019,19850
13-06-2019,19750
12-06-2019,19700
11-06-2019,19750
10-06-2019,19750
06-06-2019,19750
05-06-2019,19700
04-06-2019,19650
30-05-2019,19300
29-05-2019,19350
28-05-2019,19400
23-05-2019,19300
22-05-2019,19300
21-05-2019,19300
16-05-2019,19350
15-05-2019,19350
14-05-2019,19450
13-05-2019,19300
09-05-2019,19350
08-05-2019,19450
07-05-2019,19400
02-05-2019,19350
30-04-2019,19400
29-04-2019,19450
25-04-2019,19400
24-04-2019,19300
23-04-2019,19300
22-04-2019,19350
17-04-2019,19300
11-04-2019,19650
10-04-2019,19650
09-04-2019,19600
04-04-2019,19450
03-04-2019,19450
02-04-2019,19400
01-04-2019,19450
28-03-2019,19800
27-03-2019,19800
26-03-2019,19750
25-03-2019,19700
21-03-2019,19750
20-03-2019,19600
19-03-2019,19600
18-03-2019,19500
14-03-2019,19550
13-03-2019,19550
12-03-2019,19450
11-03-2019,19500
07-03-2019,19450
06-03-2019,19400
05-03-2019,19500
04-03-2019,19550
28-02-2019,19700
27-02-2019,19750
26-02-2019,19700
25-02-2019,19700
21-02-2019,19750
20-02-2019,19800
14-02-2019,19500
13-02-2019,19450
12-02-2019,19450
11-02-2019,19550
07-02-2019,19400
06-02-2019,19500
05-02-2019,19500
04-02-2019,19500
31-01-2019,19550
30-01-2019,19550
29-01-2019,19500
28-01-2019,19450
24-01-2019,19300
23-01-2019,19350
22-01-2019,19300
17-01-2019,19400
16-01-2019,19500
15-01-2019,19550
14-01-2019,19550
10-01-2019,19550
09-01-2019,19500
08-01-2019,19550
07-01-2019,19550
03-01-2019,19700
02-01-2019,19650
27-12-2018,19600
26-12-2018,19600
20-12-2018,19350
19-12-2018,19350
18-12-2018,19350
17-12-2018,19250
13-12-2018,19300
12-12-2018,19350
11-12-2018,19350
06-12-2018,19300
04-12-2018,19150
03-12-2018,19100
29-11-2018,19050
28-11-2018,19050
27-11-2018,19150
26-11-2018,19150
21-11-2018,19100
20-11-2018,19050
19-11-2018,19050
15-11-2018,18850
14-11-2018,18800
13-11-2018,18900
12-11-2018,19000
08-11-2018,19100
07-11-2018,19200
06-11-2018,19250
05-11-2018,19200
01-11-2018,19100
31-10-2018,19250
30-10-2018,19350
29-10-2018,19350
25-10-2018,19250
24-10-2018,19150
22-10-2018,18950
18-10-2018,18900
17-10-2018,18900
16-10-2018,18950
11-10-2018,18650
10-10-2018,18550
09-10-2018,18600
08-10-2018,18650
04-10-2018,18500
03-10-2018,18500
02-10-2018,18250
01-10-2018,18250
27-09-2018,18450
26-09-2018,18500
25-09-2018,18450
24-09-2018,18450
20-09-2018,18550
19-09-2018,18550
18-09-2018,18550
17-09-2018,18550
13-09-2018,18650
12-09-2018,18600
11-09-2018,18600
10-09-2018,18650
06-09-2018,18650
05-09-2018,18600
04-09-2018,18650
30-08-2018,18700
29-08-2018,18650
28-08-2018,18650
27-08-2018,18700
23-08-2018,18600
22-08-2018,18550
21-08-2018,18600
20-08-2018,18700
16-08-2018,18550
15-08-2018,18900
14-08-2018,18950
09-08-2018,19150
08-08-2018,19150
07-08-2018,19150
06-08-2018,19200
02-08-2018,19200
01-08-2018,19250
31-07-2018,19300
26-07-2018,19400
25-07-2018,19400
24-07-2018,19450
23-07-2018,19500
19-07-2018,19400
18-07-2018,19450
17-07-2018,19600
16-07-2018,19650
12-07-2018,19700
11-07-2018,19750
10-07-2018,19750
09-07-2018,19750
05-07-2018,19750
03-07-2018,19600
02-07-2018,19650
28-06-2018,19650
27-06-2018,19650
26-06-2018,19800
25-06-2018,19850
21-06-2018,19750
20-06-2018,19800
19-06-2018,19850
18-06-2018,19850
14-06-2018,19750
13-06-2018,19750
12-06-2018,19750
11-06-2018,19750
07-06-2018,19600
06-06-2018,19650
05-06-2018,19600
04-06-2018,19650
31-05-2018,19750
30-05-2018,19800
24-05-2018,19700
23-05-2018,19650
22-05-2018,19650
21-05-2018,19700
17-05-2018,19650
16-05-2018,19700
15-05-2018,19850
14-05-2018,19950
10-05-2018,20000
09-05-2018,19900
08-05-2018,19850
07-05-2018,19800
03-05-2018,19700
02-05-2018,19650
30-04-2018,19750
26-04-2018,19800
25-04-2018,19800
24-04-2018,19850
23-04-2018,19850
19-04-2018,19950
18-04-2018,19900
17-04-2018,19900
12-04-2018,19950
11-04-2018,19800
10-04-2018,19750
09-04-2018,19750
05-04-2018,19700
04-04-2018,19700
03-04-2018,19800
02-04-2018,19650
28-03-2018,19900
27-03-2018,19950
26-03-2018,19900
22-03-2018,19650
21-03-2018,19450
20-03-2018,19500
19-03-2018,19450
15-03-2018,19600
14-03-2018,19650
13-03-2018,19650
12-03-2018,19650
08-03-2018,19750
07-03-2018,19800
06-03-2018,19700
05-03-2018,19750
28-02-2018,19700
27-02-2018,19850
26-02-2018,19850
22-02-2018,19850
21-02-2018,19900
20-02-2018,20000
15-02-2018,20050
14-02-2018,19850
13-02-2018,19850
12-02-2018,19850
08-02-2018,19800
07-02-2018,19850
06-02-2018,20150
05-02-2018,19850
01-02-2018,20000
31-01-2018,19950
30-01-2018,19950
29-01-2018,20050
25-01-2018,20250
24-01-2018,20150
23-01-2018,20150
22-01-2018,20150
18-01-2018,20100
17-01-2018,20250
16-01-2018,20250
11-01-2018,20050
10-01-2018,20050
09-01-2018,20150
08-01-2018,20150
04-01-2018,20050
03-01-2018,20050
28-12-2017,20000
27-12-2017,19950
26-12-2017,19850
21-12-2017,19550
20-12-2017,19500
19-12-2017,19500
18-12-2017,19300
14-12-2017,19400
13-12-2017,19250
12-12-2017,19300
07-12-2017,19600
06-12-2017,19600
04-12-2017,19800
30-11-2017,19850
29-11-2017,20000
28-11-2017,20050
27-11-2017,20000
22-11-2017,19900
21-11-2017,19950
20-11-2017,20100
16-11-2017,20000
15-11-2017,20050
14-11-2017,20050
13-11-2017,20050
09-11-2017,20100
08-11-2017,20050
07-11-2017,20100
06-11-2017,20000
02-11-2017,20100
01-11-2017,20000
31-10-2017,20100
