Date_Y,Y,Date_DJI,DJI,Date_Set_One,Set_One,Date_GBP_THB,GBP_THB,Date_EURUSD,EURUSD,Date_Oil,Oil,Date_XAG,XAG,Date_XAU_XAG,XAU_XAG,Date_Rhodium,Rhodium,Date_SP_FIVE,SP_FIVE,Date_JPY_THB,JPY_THB,Date_BVN ,BVN ,Date_Set,Set,Date_NYSE,NYSE,Date_USD_THB,USD_THB,Date_TenBond_THB,TenBond_THB
28-12-2023,33700,28-12-2023,37661.52,28-12-2023,1935.13,28-12-2023,43.94,28-12-2023,1.1107,28-12-2023,73.8,28-12-2023,24.265,28-12-2023,85.56,28-12-2023,"4,415.00",28-12-2023,"4,786.44",28-12-2023,0.2424,28-12-2023,15.22,28-12-2023,"1,410.87",28-12-2023,"16,898.30",28-12-2023,34.35,28-12-2023,2.72
27-12-2023,33650,27-12-2023,37518.62,27-12-2023,1943.01,27-12-2023,43.96,27-12-2023,1.1043,27-12-2023,75.32,27-12-2023,24.21,27-12-2023,85.38,27-12-2023,"4,415.00",27-12-2023,"4,773.45",27-12-2023,0.242,27-12-2023,15.19,27-12-2023,"1,415.06",27-12-2023,"16,859.50",27-12-2023,34.56,27-12-2023,2.72
26-12-2023,33700,26-12-2023,37405.9,26-12-2023,1934.81,26-12-2023,43.92,26-12-2023,1.101,26-12-2023,73.56,26-12-2023,24.2311,26-12-2023,84.78,22-12-2023,"4,415.00",26-12-2023,"4,758.86",26-12-2023,0.243,26-12-2023,15.15,26-12-2023,"1,409.00",26-12-2023,"16,770.40",26-12-2023,34.61,26-12-2023,2.72
22-12-2023,33550,22-12-2023,37349.27,22-12-2023,1932.66,22-12-2023,44.15,22-12-2023,1.101,22-12-2023,73.91,22-12-2023,24.4035,22-12-2023,83.91,21-12-2023,"4,415.00",22-12-2023,"4,753.92",22-12-2023,0.2444,22-12-2023,15.05,22-12-2023,"1,407.39",22-12-2023,"16,724.90",22-12-2023,34.8,22-12-2023,2.76
21-12-2023,33600,21-12-2023,37264.53,21-12-2023,1915.79,21-12-2023,44.21,21-12-2023,1.0941,21-12-2023,73.81,21-12-2023,24.1331,21-12-2023,84.09,20-12-2023,"4,415.00",21-12-2023,"4,724.29",21-12-2023,0.2438,21-12-2023,14.75,21-12-2023,"1,394.91",21-12-2023,"16,534.70",21-12-2023,34.99,19-12-2023,2.8
20-12-2023,33550,20-12-2023,37520.13,20-12-2023,1923.3,20-12-2023,44.36,20-12-2023,1.098,20-12-2023,74.06,20-12-2023,24.0498,20-12-2023,84.84,19-12-2023,"4,415.00",20-12-2023,"4,764.73",20-12-2023,0.2422,20-12-2023,13.86,20-12-2023,"1,398.01",20-12-2023,"16,798.40",20-12-2023,34.84,15-12-2023,2.77
13-01-2023,29700,19-12-2023,37311.82,19-12-2023,1917.71,19-12-2023,44.22,19-12-2023,1.0924,19-12-2023,72.48,19-12-2023,23.8023,19-12-2023,85.17,18-12-2023,"4,415.00",19-12-2023,"4,743.72",19-12-2023,0.2449,19-12-2023,13.1,19-12-2023,"1,395.26",19-12-2023,"16,656.80",19-12-2023,34.98,14-12-2023,2.83
17-01-2023,29900,18-12-2023,37323.65,18-12-2023,1903.88,18-12-2023,44.24,18-12-2023,1.0903,18-12-2023,71.68,18-12-2023,23.8465,18-12-2023,85.01,15-12-2023,"4,390.00",18-12-2023,"4,725.58",18-12-2023,0.2452,18-12-2023,12.3,18-12-2023,"1,387.33",18-12-2023,"16,609.80",18-12-2023,34.89,13-12-2023,2.84
18-01-2023,29750,15-12-2023,37194.5,15-12-2023,1900.63,15-12-2023,44.53,15-12-2023,1.0994,15-12-2023,71.61,15-12-2023,24.165,15-12-2023,84.35,14-12-2023,"4,390.00",15-12-2023,"4,714.23",15-12-2023,0.2451,15-12-2023,10.13,15-12-2023,"1,384.87",15-12-2023,"16,723.90",15-12-2023,34.88,12-12-2023,2.855
19-12-2023,33450,14-12-2023,37115.63,14-12-2023,1879.76,14-12-2023,44.54,14-12-2023,1.0874,14-12-2023,69.85,14-12-2023,23.77,14-12-2023,85.28,13-12-2023,"4,390.00",14-12-2023,"4,721.04",14-12-2023,0.246,14-12-2023,9.71,14-12-2023,"1,370.16",14-12-2023,"16,560.70",14-12-2023,35.34,07-12-2023,2.85
18-12-2023,33350,13-12-2023,36580.03,13-12-2023,1877.01,13-12-2023,44.85,13-12-2023,1.0793,13-12-2023,68.73,13-12-2023,22.765,13-12-2023,86.86,12-12-2023,"4,390.00",13-12-2023,"4,646.20",13-12-2023,0.2457,13-12-2023,9.13,13-12-2023,"1,369.88",13-12-2023,"16,285.90",13-12-2023,35.7,06-12-2023,2.98
15-12-2023,33500,12-12-2023,36442.1,12-12-2023,1894.51,12-12-2023,44.87,12-12-2023,1.0762,12-12-2023,71.43,12-12-2023,22.8181,12-12-2023,86.93,07-12-2023,"4,390.00",12-12-2023,"4,618.30",12-12-2023,0.2444,12-12-2023,9.32,12-12-2023,"1,383.31",12-12-2023,"16,274.40",12-12-2023,35.75,30-11-2023,3.03
14-12-2023,33700,12-07-2023,36124.17,12-07-2023,1891.25,12-07-2023,44.16,07-12-2023,1.0769,12-07-2023,69.28,12-07-2023,23.8994,07-12-2023,84.74,06-12-2023,"4,390.00",07-12-2023,"4,568.84",07-12-2023,0.2393,07-12-2023,9.36,07-12-2023,"1,384.06",07-12-2023,"16,092.40",07-12-2023,35.16,29-11-2023,3
13-12-2023,33450,12-06-2023,36183.73,12-06-2023,1894.83,12-06-2023,44.37,06-12-2023,1.0793,12-06-2023,72.1,12-06-2023,24.1492,06-12-2023,83.49,05-12-2023,"4,390.00",06-12-2023,"4,586.23",06-12-2023,0.2396,06-12-2023,9.36,06-12-2023,"1,383.14",06-12-2023,"16,123.00",06-12-2023,35.24,28-11-2023,3.09
12-12-2023,33400,12-04-2023,36039.24,12-04-2023,1883.33,12-04-2023,44.35,05-12-2023,1.0836,12-04-2023,74.58,12-04-2023,25.445,05-12-2023,82.9,04-12-2023,"4,390.00",05-12-2023,"4,557.25",05-12-2023,0.2392,05-12-2023,9.29,04-12-2023,"1,376.72",05-12-2023,"16,232.80",05-12-2023,35.25,27-11-2023,3.03
12-07-2023,33700,12-01-2023,35914.45,12-01-2023,1891.07,12-01-2023,44.59,04-12-2023,1.0887,12-01-2023,75.59,12-01-2023,25.27,04-12-2023,82.4,01-12-2023,"4,390.00",04-12-2023,"4,564.37",04-12-2023,0.2403,04-12-2023,9.41,01-12-2023,"1,382.25",04-12-2023,"16,263.80",04-12-2023,34.91,24-11-2023,3.03
12-06-2023,33600,30-11-2023,35596.57,30-11-2023,1903.87,30-11-2023,44.22,01-12-2023,1.0887,30-11-2023,77.75,30-11-2023,25.027,01-12-2023,80.44,30-11-2023,"4,490.00",01-12-2023,"4,559.43",01-12-2023,0.2384,01-12-2023,9.51,30-11-2023,"1,389.25",01-12-2023,"16,088.80",01-12-2023,35.29,22-11-2023,2.99
12-04-2023,34200,29-11-2023,35436.8,29-11-2023,1925.45,29-11-2023,44.11,30-11-2023,1.0971,29-11-2023,76.56,29-11-2023,25.04,30-11-2023,81.89,29-11-2023,"4,490.00",30-11-2023,"4,554.87",30-11-2023,0.2367,30-11-2023,9.6,29-11-2023,"1,404.89",30-11-2023,"15,963.00",30-11-2023,34.83,21-11-2023,3
12-01-2023,33900,28-11-2023,35332.13,28-11-2023,1916.97,28-11-2023,44.3,29-11-2023,1.0992,28-11-2023,75.07,28-11-2023,24.645,29-11-2023,81.52,28-11-2023,"4,490.00",29-11-2023,"4,571.84",29-11-2023,0.2357,29-11-2023,9.5,28-11-2023,"1,398.57",29-11-2023,"15,929.20",29-11-2023,34.77,20-11-2023,2.98
30-11-2023,33650,27-11-2023,35376.44,27-11-2023,1904,27-11-2023,44.49,28-11-2023,1.0954,27-11-2023,75.31,27-11-2023,24.2958,28-11-2023,81.71,27-11-2023,"4,490.00",28-11-2023,"4,545.55",28-11-2023,0.2359,28-11-2023,9.38,27-11-2023,"1,393.02",28-11-2023,"15,930.90",28-11-2023,35.065,17-11-2023,3
29-11-2023,33450,24-11-2023,35299.9,24-11-2023,1924.1,24-11-2023,44.2,27-11-2023,1.0937,24-11-2023,76.79,24-11-2023,23.6965,27-11-2023,82.26,24-11-2023,"4,390.00",27-11-2023,"4,554.86",27-11-2023,0.2365,27-11-2023,9.29,24-11-2023,"1,407.39",27-11-2023,"15,983.80",27-11-2023,35.4,16-11-2023,3.12
28-11-2023,33250,22-11-2023,35189.33,22-11-2023,1947.54,22-11-2023,44.11,24-11-2023,1.0905,22-11-2023,77.77,22-11-2023,23.745,24-11-2023,84.15,22-11-2023,"4,340.00",24-11-2023,"4,555.84",24-11-2023,0.2359,24-11-2023,9.2,22-11-2023,"1,422.02",24-11-2023,"15,907.90",24-11-2023,35.25,15-11-2023,3.04
27-11-2023,33450,21-11-2023,35113.5,21-11-2023,1957.26,21-11-2023,44.03,22-11-2023,1.0911,21-11-2023,77.65,21-11-2023,23.4336,22-11-2023,83.99,21-11-2023,"4,340.00",22-11-2023,"4,553.04",22-11-2023,0.2375,22-11-2023,9.09,21-11-2023,"1,427.04",22-11-2023,"15,861.60",22-11-2023,35.18,14-11-2023,3.14
24-11-2023,33250,20-11-2023,34928.27,20-11-2023,1938.07,20-11-2023,43.77,21-11-2023,1.094,20-11-2023,75.65,20-11-2023,23.755,21-11-2023,83.97,20-11-2023,"4,390.00",21-11-2023,"4,538.77",21-11-2023,0.2371,21-11-2023,8.91,20-11-2023,"1,415.68",21-11-2023,"15,881.60",21-11-2023,35.21,10-11-2023,3.07
22-11-2023,33200,17-11-2023,35018.83,17-11-2023,1929.48,17-11-2023,43.72,20-11-2023,1.0913,17-11-2023,72.97,17-11-2023,23.7211,20-11-2023,83.63,17-11-2023,"4,490.00",20-11-2023,"4,511.70",20-11-2023,0.2332,20-11-2023,8.71,17-11-2023,"1,408.04",20-11-2023,"15,813.50",20-11-2023,35.11,09-11-2023,3.11
21-11-2023,32950,16-11-2023,34877.25,16-11-2023,1939.69,16-11-2023,44.19,17-11-2023,1.0848,16-11-2023,76.6,16-11-2023,23.4347,17-11-2023,83.37,16-11-2023,"4,390.00",17-11-2023,"4,509.55",17-11-2023,0.2337,17-11-2023,8.88,16-11-2023,"1,413.05",17-11-2023,"15,716.50",17-11-2023,35.21,08-11-2023,3.13
20-11-2023,32850,15-11-2023,34896.86,15-11-2023,1924.73,15-11-2023,44.39,16-11-2023,1.0847,15-11-2023,78.17,15-11-2023,23.0858,16-11-2023,83.63,15-11-2023,"4,340.00",16-11-2023,"4,497.08",16-11-2023,0.2351,16-11-2023,8.67,15-11-2023,"1,401.48",16-11-2023,"15,765.00",16-11-2023,35.59,07-11-2023,3.16
17-11-2023,32950,14-11-2023,34662.83,14-11-2023,1907.69,14-11-2023,44.18,15-11-2023,1.0879,14-11-2023,78.53,14-11-2023,22.325,15-11-2023,85.08,14-11-2023,"4,290.00",15-11-2023,"4,505.30",15-11-2023,0.2361,15-11-2023,8.7,14-11-2023,"1,390.37",15-11-2023,"15,732.70",15-11-2023,35.525,02-11-2023,3.27
16-11-2023,33000,13-11-2023,34243.14,13-11-2023,1905.94,13-11-2023,43.97,14-11-2023,1.0698,13-11-2023,77.15,13-11-2023,22.235,14-11-2023,87.17,13-11-2023,"4,340.00",14-11-2023,"4,458.97",14-11-2023,0.2374,14-11-2023,8.59,13-11-2023,"1,391.47",14-11-2023,"15,403.10",14-11-2023,35.98,01-11-2023,3.25
15-11-2023,32950,11-10-2023,34048.02,11-10-2023,1907.78,11-10-2023,43.73,13-11-2023,1.0684,11-10-2023,75.59,11-10-2023,22.6313,13-11-2023,86.99,10-11-2023,"4,490.00",13-11-2023,"4,406.66",13-11-2023,0.237,13-11-2023,8.87,10-11-2023,"1,392.68",13-11-2023,"15,388.40",13-11-2023,35.97,31-10-2023,3.235
14-11-2023,33100,11-09-2023,34163.71,11-09-2023,1932.18,11-09-2023,43.65,10-11-2023,1.0668,11-09-2023,75.65,11-09-2023,22.5421,10-11-2023,86.57,09-11-2023,"4,540.00",10-11-2023,"4,364.15",10-11-2023,0.2365,10-11-2023,8.62,09-11-2023,"1,410.83",10-11-2023,"15,235.20",10-11-2023,35.74,30-10-2023,3.295
13-11-2023,32950,11-08-2023,34192.84,11-08-2023,1933.72,11-08-2023,43.74,09-11-2023,1.0707,11-08-2023,77.12,11-08-2023,22.6118,09-11-2023,86.53,08-11-2023,"4,540.00",09-11-2023,"4,391.41",09-11-2023,0.2355,09-11-2023,8.53,08-11-2023,"1,410.07",09-11-2023,"15,352.20",09-11-2023,35.53,27-10-2023,3.33
11-10-2023,33050,11-07-2023,34069.56,11-07-2023,1936.01,11-07-2023,43.86,08-11-2023,1.0699,11-07-2023,80.93,11-07-2023,23.0313,08-11-2023,87.03,07-11-2023,"4,290.00",08-11-2023,"4,384.37",08-11-2023,0.2362,08-11-2023,8.48,07-11-2023,"1,413.64",08-11-2023,"15,388.50",08-11-2023,35.58,26-10-2023,3.37
11-09-2023,32700,11-01-2023,33081.87,11-01-2023,1894.35,11-01-2023,43.9,07-11-2023,1.0717,11-01-2023,81.48,11-01-2023,22.9601,07-11-2023,86.16,01-11-2023,"4,240.00",07-11-2023,"4,366.21",07-11-2023,0.2369,07-11-2023,8.47,01-11-2023,"1,380.89",07-11-2023,"15,440.50",07-11-2023,35.515,25-10-2023,3.29
11-08-2023,33000,31-10-2023,33029.11,31-10-2023,1916.14,31-10-2023,43.69,01-11-2023,1.0574,31-10-2023,82.59,31-10-2023,23.2867,01-11-2023,86.89,31-10-2023,"4,440.00",01-11-2023,"4,201.27",01-11-2023,0.2387,01-11-2023,8.19,31-10-2023,"1,395.60",01-11-2023,"14,919.20",01-11-2023,36.12,24-10-2023,3.38
11-07-2023,33200,30-10-2023,32651.69,30-10-2023,1894.69,30-10-2023,43.77,31-10-2023,1.0616,30-10-2023,85,30-10-2023,23.1162,31-10-2023,85.71,30-10-2023,"4,440.00",31-10-2023,"4,171.33",31-10-2023,0.2409,31-10-2023,8.13,30-10-2023,"1,381.57",31-10-2023,"14,825.90",31-10-2023,35.9,19-10-2023,3.35
11-01-2023,33900,27-10-2023,32772.91,27-10-2023,1875.57,27-10-2023,44.03,30-10-2023,1.0566,27-10-2023,83.53,27-10-2023,22.7605,30-10-2023,86.88,27-10-2023,"4,440.00",30-10-2023,"4,139.39",30-10-2023,0.2419,30-10-2023,8.48,27-10-2023,"1,369.02",30-10-2023,"14,675.80",30-10-2023,36.16,18-10-2023,3.38
31-10-2023,33900,26-10-2023,33013.92,26-10-2023,1908.21,26-10-2023,43.89,27-10-2023,1.0558,26-10-2023,85.37,26-10-2023,22.8449,27-10-2023,86.87,26-10-2023,"4,290.00",27-10-2023,"4,152.93",27-10-2023,0.2409,27-10-2023,8.44,26-10-2023,"1,394.50",27-10-2023,"14,858.70",27-10-2023,36.28,17-10-2023,3.32
30-10-2023,34050,25-10-2023,33203.53,25-10-2023,1920.99,25-10-2023,44.02,26-10-2023,1.057,25-10-2023,83.69,25-10-2023,22.9132,26-10-2023,86.81,25-10-2023,"4,290.00",26-10-2023,"4,175.99",26-10-2023,0.2413,26-10-2023,8.61,25-10-2023,"1,401.25",26-10-2023,"14,914.10",26-10-2023,36.23,16-10-2023,3.27
27-10-2023,33950,24-10-2023,33089.64,24-10-2023,1913.31,24-10-2023,44.46,25-10-2023,1.0591,24-10-2023,86.15,24-10-2023,22.9582,25-10-2023,85.98,24-10-2023,"4,740.00",25-10-2023,"4,232.42",25-10-2023,0.2414,25-10-2023,8.68,24-10-2023,"1,395.92",25-10-2023,"15,025.80",25-10-2023,36.2,11-10-2023,3.35
26-10-2023,34000,20-10-2023,33360.52,20-10-2023,1945.06,20-10-2023,44.23,24-10-2023,1.0669,20-10-2023,90.28,20-10-2023,23.0242,24-10-2023,85.92,20-10-2023,"5,490.00",24-10-2023,"4,235.79",24-10-2023,0.2424,24-10-2023,8.51,20-10-2023,"1,420.24",24-10-2023,"14,946.00",24-10-2023,36.31,10-10-2023,3.33
25-10-2023,33650,19-10-2023,33684.83,19-10-2023,1951.44,19-10-2023,44.17,20-10-2023,1.0586,19-10-2023,88.24,19-10-2023,22.8255,20-10-2023,85.75,19-10-2023,"5,490.00",20-10-2023,"4,273.85",20-10-2023,0.243,20-10-2023,8.43,19-10-2023,"1,425.07",20-10-2023,"15,196.40",20-10-2023,36.42,05-10-2023,3.37
24-10-2023,33800,18-10-2023,33945.69,18-10-2023,1958.58,18-10-2023,44.27,19-10-2023,1.0535,18-10-2023,87.81,18-10-2023,22.819,19-10-2023,85.17,18-10-2023,"5,390.00",19-10-2023,"4,321.36",19-10-2023,0.2429,19-10-2023,8.37,18-10-2023,"1,432.94",19-10-2023,"15,325.00",19-10-2023,36.38,04-10-2023,3.31
20-10-2023,33950,17-10-2023,33856.81,17-10-2023,1957.6,17-10-2023,44.29,18-10-2023,1.0575,17-10-2023,87.06,17-10-2023,22.6437,18-10-2023,84.33,17-10-2023,"5,240.00",18-10-2023,"4,357.35",18-10-2023,0.2428,18-10-2023,8.47,17-10-2023,"1,431.83",18-10-2023,"15,541.40",18-10-2023,36.34,03-10-2023,3.17
19-10-2023,33500,16-10-2023,33863.01,16-10-2023,1971.96,16-10-2023,43.99,17-10-2023,1.056,16-10-2023,87.72,16-10-2023,22.75,17-10-2023,85.06,16-10-2023,"5,240.00",17-10-2023,"4,345.23",17-10-2023,0.2426,17-10-2023,8.48,16-10-2023,"1,443.89",17-10-2023,"15,484.50",17-10-2023,36.25,29-09-2023,3.29
18-10-2023,33150,10-11-2023,33819.47,10-11-2023,1963.17,10-11-2023,44.99,16-10-2023,1.0507,10-11-2023,85.96,10-11-2023,21.8427,16-10-2023,84.99,11-10-2023,"4,090.00",16-10-2023,"4,342.37",16-10-2023,0.2428,16-10-2023,8.39,11-10-2023,"1,438.08",16-10-2023,"15,323.70",16-10-2023,36.25,28-09-2023,3.27
17-10-2023,32850,10-10-2023,33691.45,10-10-2023,1965.86,10-10-2023,45.25,11-10-2023,1.0605,10-10-2023,86.43,10-10-2023,21.846,11-10-2023,85.29,10-10-2023,"4,090.00",11-10-2023,"4,366.59",11-10-2023,0.2462,11-10-2023,8.28,10-10-2023,"1,441.84",11-10-2023,"15,450.20",11-10-2023,36.62,27-09-2023,3.22
16-10-2023,32850,10-05-2023,33099.23,10-05-2023,1983.09,10-05-2023,44.79,10-10-2023,1.0567,10-05-2023,84.45,10-05-2023,21.0261,10-10-2023,85.03,05-10-2023,"4,090.00",10-10-2023,"4,339.75",10-10-2023,0.249,10-10-2023,8.3,05-10-2023,"1,454.57",10-10-2023,"15,318.10",10-10-2023,36.97,26-09-2023,3.29
10-11-2023,32150,10-04-2023,33034.18,10-04-2023,1949.86,10-04-2023,44.75,05-10-2023,1.0509,10-04-2023,89.42,10-04-2023,21.1385,05-10-2023,86.62,04-10-2023,"4,090.00",05-10-2023,"4,259.31",05-10-2023,0.2479,05-10-2023,7.95,04-10-2023,"1,430.74",05-10-2023,"15,070.90",05-10-2023,36.905,25-09-2023,3.2
10-10-2023,32450,10-03-2023,33301.7,10-03-2023,1990.72,10-03-2023,44.67,04-10-2023,1.047,10-03-2023,88.67,10-03-2023,21.0926,04-10-2023,85.99,03-10-2023,"4,090.00",04-10-2023,"4,233.83",04-10-2023,0.2487,04-10-2023,8.13,03-10-2023,"1,458.65",04-10-2023,"15,049.60",04-10-2023,37.08,22-09-2023,3.16
10-05-2023,31850,10-02-2023,33431.31,10-02-2023,2009.48,10-02-2023,44.56,03-10-2023,1.0477,10-02-2023,90.82,10-02-2023,22.1827,03-10-2023,87.35,02-10-2023,"4,090.00",03-10-2023,"4,269.75",03-10-2023,0.2471,03-10-2023,8.23,02-10-2023,"1,473.54",03-10-2023,"15,230.00",03-10-2023,36.95,21-09-2023,3.17
10-04-2023,32000,29-09-2023,33882.41,29-09-2023,2026.55,29-09-2023,44.6,02-10-2023,1.0568,29-09-2023,91.76,29-09-2023,22.6245,02-10-2023,83.62,29-09-2023,"4,090.00",02-10-2023,"4,284.52",02-10-2023,0.2445,02-10-2023,8.49,29-09-2023,"1,482.12",02-10-2023,"15,398.20",02-10-2023,36.55,20-09-2023,3.14
10-03-2023,31900,28-09-2023,33519.44,28-09-2023,2048.93,28-09-2023,44.52,29-09-2023,1.0566,28-09-2023,93.78,28-09-2023,22.57,29-09-2023,82.32,28-09-2023,"4,090.00",29-09-2023,"4,328.18",29-09-2023,0.245,29-09-2023,8.59,28-09-2023,"1,497.65",29-09-2023,"15,478.10",29-09-2023,36.56,19-09-2023,3.02
10-02-2023,32050,27-09-2023,33682.81,27-09-2023,2044.39,27-09-2023,44.26,28-09-2023,1.0503,27-09-2023,90.53,27-09-2023,22.8396,28-09-2023,83.23,27-09-2023,"4,090.00",28-09-2023,"4,269.65",28-09-2023,0.2453,28-09-2023,8.45,27-09-2023,"1,494.14",28-09-2023,"15,394.70",28-09-2023,36.67,18-09-2023,2.98
29-09-2023,32250,26-09-2023,33862.68,26-09-2023,2054.69,26-09-2023,44.21,27-09-2023,1.0569,26-09-2023,89.88,26-09-2023,23.1274,27-09-2023,83.22,26-09-2023,"4,090.00",27-09-2023,"4,282.63",27-09-2023,0.2444,27-09-2023,8.44,26-09-2023,"1,504.69",27-09-2023,"15,381.60",27-09-2023,36.4,14-09-2023,3.02
28-09-2023,32500,25-09-2023,33907.59,25-09-2023,2083.58,25-09-2023,44.05,26-09-2023,1.0593,25-09-2023,90.55,25-09-2023,23.545,26-09-2023,82.87,25-09-2023,"4,090.00",26-09-2023,"4,312.88",26-09-2023,0.2431,26-09-2023,8.51,25-09-2023,"1,524.39",26-09-2023,"15,593.70",26-09-2023,36.19,13-09-2023,2.98
27-09-2023,32750,22-09-2023,34077.08,22-09-2023,2066.69,22-09-2023,44.43,25-09-2023,1.0655,22-09-2023,89.62,22-09-2023,23.4255,25-09-2023,81.74,22-09-2023,"4,090.00",25-09-2023,"4,310.62",25-09-2023,0.2422,25-09-2023,8.5,22-09-2023,"1,514.07",25-09-2023,"15,569.50",25-09-2023,35.99,11-09-2023,2.62
26-09-2023,32800,21-09-2023,34332.23,21-09-2023,2053.15,21-09-2023,44.62,22-09-2023,1.066,21-09-2023,89.3,21-09-2023,23.2824,22-09-2023,81.98,21-09-2023,"4,090.00",22-09-2023,"4,341.74",22-09-2023,0.2446,22-09-2023,8.51,21-09-2023,"1,504.55",22-09-2023,"15,601.60",22-09-2023,36.16,01-09-2023,2.62
25-09-2023,32700,20-09-2023,34575.5,20-09-2023,2078.56,20-09-2023,44.65,21-09-2023,1.066,20-09-2023,91.55,20-09-2023,23.2775,21-09-2023,83.33,20-09-2023,"4,090.00",21-09-2023,"4,374.36",21-09-2023,0.2441,21-09-2023,8.25,20-09-2023,"1,521.66",21-09-2023,"15,859.60",21-09-2023,36.14,29-08-2023,2.6
22-09-2023,32850,19-09-2023,34571.84,19-09-2023,2087.39,19-09-2023,44.19,20-09-2023,1.0682,19-09-2023,92.22,19-09-2023,23.275,20-09-2023,83.22,19-09-2023,"4,090.00",20-09-2023,"4,452.81",20-09-2023,0.2438,20-09-2023,8.29,19-09-2023,"1,527.68",20-09-2023,"15,929.00",20-09-2023,36.02,24-08-2023,2.6
21-09-2023,32850,18-09-2023,34639.25,18-09-2023,2103.1,18-09-2023,44.19,19-09-2023,1.0687,18-09-2023,91.2,18-09-2023,23.0652,19-09-2023,83.04,18-09-2023,"4,090.00",19-09-2023,"4,445.41",19-09-2023,0.2417,19-09-2023,8.74,18-09-2023,"1,539.40",19-09-2023,"15,952.50",19-09-2023,35.69,16-08-2023,2.6
20-09-2023,32850,15-09-2023,34902.04,15-09-2023,2118.09,15-09-2023,44.4,18-09-2023,1.0663,15-09-2023,90.67,15-09-2023,22.6585,18-09-2023,83.38,15-09-2023,"4,090.00",18-09-2023,"4,445.13",18-09-2023,0.2421,18-09-2023,8.63,15-09-2023,"1,550.04",18-09-2023,"15,973.70",18-09-2023,35.71,08-08-2023,2.6
19-09-2023,32500,14-09-2023,34687.5,14-09-2023,2099.97,14-09-2023,44.6,15-09-2023,1.0639,14-09-2023,88.81,14-09-2023,22.832,15-09-2023,84.4,14-09-2023,"4,090.00",15-09-2023,"4,497.98",15-09-2023,0.2427,15-09-2023,8.71,14-09-2023,"1,538.03",15-09-2023,"16,089.50",15-09-2023,35.79,27-07-2023,2.57
18-09-2023,32400,13-09-2023,34667.28,13-09-2023,2109.71,13-09-2023,44.43,14-09-2023,1.0729,13-09-2023,88.75,13-09-2023,23.1018,14-09-2023,83.61,13-09-2023,"4,090.00",14-09-2023,"4,487.78",14-09-2023,0.2426,14-09-2023,8.51,13-09-2023,"1,546.47",14-09-2023,"15,926.60",14-09-2023,35.72,26-07-2023,2.59
15-09-2023,32250,09-11-2023,34718.8,09-11-2023,2109.83,09-11-2023,44.51,13-09-2023,1.0754,09-11-2023,87.4,09-11-2023,22.917,13-09-2023,82.95,11-09-2023,"4,090.00",13-09-2023,"4,462.65",13-09-2023,0.2419,13-09-2023,8.47,11-09-2023,"1,548.93",13-09-2023,"15,953.90",13-09-2023,35.6,20-07-2023,2.54
14-09-2023,32200,09-08-2023,34512.3,09-08-2023,2114.99,09-08-2023,44.44,11-09-2023,1.0716,09-08-2023,86.78,09-08-2023,22.975,11-09-2023,83.6,08-09-2023,"4,090.00",11-09-2023,"4,480.98",11-09-2023,0.2411,11-09-2023,8.44,08-09-2023,"1,551.20",11-09-2023,"15,879.00",11-09-2023,35.64,17-07-2023,2.53
13-09-2023,32200,09-06-2023,34611.68,09-06-2023,2110.13,09-06-2023,44.56,08-09-2023,1.0697,09-06-2023,86.72,09-06-2023,23.5687,08-09-2023,83.65,06-09-2023,"4,090.00",08-09-2023,"4,451.30",08-09-2023,0.2418,08-09-2023,8.29,06-09-2023,"1,547.75",08-09-2023,"15,864.20",08-09-2023,35.645,06-07-2023,2.51
09-11-2023,32200,09-05-2023,34824.39,09-05-2023,2112.84,09-05-2023,44.48,06-09-2023,1.0729,09-05-2023,86.06,09-05-2023,24.0037,06-09-2023,81.75,05-09-2023,"4,090.00",06-09-2023,"4,490.35",06-09-2023,0.2404,06-09-2023,8.34,05-09-2023,"1,548.87",06-09-2023,"15,942.50",06-09-2023,35.465,05-07-2023,2.49
09-08-2023,32300,09-01-2023,34876.24,09-01-2023,2138.67,09-01-2023,44.37,05-09-2023,1.0797,09-01-2023,83.63,09-01-2023,24.4023,05-09-2023,80.9,01-09-2023,"4,090.00",05-09-2023,"4,510.06",05-09-2023,0.2407,05-09-2023,8.41,01-09-2023,"1,569.20",05-09-2023,"16,091.80",05-09-2023,35.25,27-06-2023,2.52
09-06-2023,32250,31-08-2023,34909.09,31-08-2023,2150.77,31-08-2023,44.59,01-09-2023,1.084,31-08-2023,81.7,31-08-2023,24.6284,01-09-2023,79.41,31-08-2023,"4,090.00",01-09-2023,"4,530.60",01-09-2023,0.2406,01-09-2023,8.64,31-08-2023,"1,575.30",01-09-2023,"16,000.40",01-09-2023,35.01,22-06-2023,2.54
09-05-2023,32250,30-08-2023,34847.8,30-08-2023,2152.02,30-08-2023,44.27,31-08-2023,1.0926,30-08-2023,81.29,30-08-2023,24.73,31-08-2023,78.97,30-08-2023,"4,090.00",31-08-2023,"4,517.01",31-08-2023,0.2397,31-08-2023,8.65,30-08-2023,"1,574.30",31-08-2023,"16,074.20",31-08-2023,35.05,13-06-2023,2.49
09-01-2023,32050,29-08-2023,34531.12,29-08-2023,2141.02,29-08-2023,44.39,30-08-2023,1.0879,29-08-2023,79.98,29-08-2023,24.2207,30-08-2023,78.33,29-08-2023,"4,090.00",30-08-2023,"4,500.34",30-08-2023,0.2399,30-08-2023,8.71,29-08-2023,"1,566.00",30-08-2023,"16,041.50",30-08-2023,35.02,07-06-2023,2.49
