Date_Y,Y,Date_DJI,DJI,Date_Set_One,Set_One,Date_GBP_THB,GBP_THB,Date_EURUSD,EURUSD,Date_Oil,Oil,Date_XAG,XAG,Date_XAU_XAG,XAU_XAG,Date_Rhodium,Rhodium,Date_SP_FIVE,SP_FIVE,Date_JPY_THB,JPY_THB,Date_BVN ,BVN ,Date_Set,Set,Date_NYSE,NYSE,Date_USD_THB,USD_THB,Date_TenBond_THB,TenBond_THB
06-10-2015,18750,06-10-2015,17765.38,06-10-2015,2190.66,06-10-2015,51.84,11-06-2015,1.1325,06-10-2015,60.58,06-10-2015,15.96,11-06-2015,74.09,26-06-2015,890,19-06-2015,"2,121.06",18-06-2015,0.2723,17-06-2015,10.5,19-06-2015,"1,507.60",19-06-2015,"11,080.30",17-06-2015,33.67,21-04-2015,2.66
06-08-2015,18750,06-08-2015,17849.46,06-08-2015,2210.71,06-08-2015,51.69,10-06-2015,1.1286,06-08-2015,58.96,06-08-2015,16.06,10-06-2015,73.7,25-06-2015,905,18-06-2015,"2,101.58",17-06-2015,0.273,16-06-2015,10.63,18-06-2015,"1,517.13",18-06-2015,"11,032.50",16-06-2015,33.66,20-04-2015,2.73
06-05-2015,18750,06-05-2015,17905.38,06-05-2015,2183.77,06-05-2015,51.79,08-06-2015,1.1113,06-05-2015,57.99,06-05-2015,16.1,08-06-2015,72.79,24-06-2015,935,17-06-2015,"2,097.40",16-06-2015,0.2731,15-06-2015,10.71,17-06-2015,"1,507.23",17-06-2015,"11,009.50",15-06-2015,33.8,17-04-2015,2.65
06-04-2015,18800,06-04-2015,18072.47,06-04-2015,2172.74,06-04-2015,51.58,05-06-2015,1.1239,06-04-2015,59.57,06-04-2015,16.49,05-06-2015,73.07,23-06-2015,945,16-06-2015,"2,084.26",15-06-2015,0.2742,11-06-2015,10.62,16-06-2015,"1,502.26",16-06-2015,"10,940.50",11-06-2015,33.59,16-04-2015,2.74
06-03-2015,19000,06-03-2015,18018.42,06-03-2015,2167.96,06-03-2015,51.69,03-06-2015,1.1151,06-03-2015,61.02,06-03-2015,16.77,03-06-2015,71.15,22-06-2015,945,15-06-2015,"2,091.34",11-06-2015,0.2736,10-06-2015,10.77,15-06-2015,"1,507.05",15-06-2015,"10,942.50",10-06-2015,33.7,10-04-2015,2.675
06-02-2015,18900,06-02-2015,18033.33,06-02-2015,2183.01,06-02-2015,51.18,02-06-2015,1.0928,06-02-2015,60.18,06-02-2015,16.73,02-06-2015,71.06,19-06-2015,945,11-06-2015,"2,106.24",10-06-2015,0.2712,08-06-2015,10.58,12-06-2015,"1,515.64",11-06-2015,"11,072.50",08-06-2015,33.85,09-04-2015,2.66
29-05-2015,18900,29-05-2015,18128.12,29-05-2015,2192.6,29-05-2015,51.7,01-06-2015,1.0989,29-05-2015,57.97,29-05-2015,16.67,01-06-2015,71.29,18-06-2015,960,10-06-2015,"2,081.12",08-06-2015,0.2701,05-06-2015,10.75,11-06-2015,"1,512.95",10-06-2015,"10,960.10",05-06-2015,33.71,08-04-2015,2.74
28-05-2015,18950,28-05-2015,18154.14,28-05-2015,2202.37,28-05-2015,51.84,29-05-2015,1.0948,28-05-2015,57.63,28-05-2015,16.67,29-05-2015,71.26,17-06-2015,970,08-06-2015,"2,092.34",05-06-2015,0.2712,03-06-2015,11.19,10-06-2015,"1,496.65",08-06-2015,"10,975.20",03-06-2015,33.7,07-04-2015,2.73
27-05-2015,18950,27-05-2015,18045.08,27-05-2015,2185.83,27-05-2015,51.87,28-05-2015,1.0905,27-05-2015,58.32,27-05-2015,16.73,28-05-2015,71.23,16-06-2015,970,05-06-2015,"2,095.09",03-06-2015,0.272,02-06-2015,10.99,09-06-2015,"1,504.59",05-06-2015,"10,982.00",02-06-2015,33.67,03-04-2015,2.72
26-05-2015,19100,26-05-2015,18229.75,26-05-2015,2210.36,26-05-2015,51.93,27-05-2015,1.0873,26-05-2015,60.05,26-05-2015,17.11,27-05-2015,70.93,15-06-2015,970,03-06-2015,"2,110.64",02-06-2015,0.2698,01-06-2015,11.31,08-06-2015,"1,507.72",03-06-2015,"11,101.90",01-06-2015,33.66,02-04-2015,2.73
22-05-2015,19050,22-05-2015,18286.87,22-05-2015,2252.18,22-05-2015,52.29,26-05-2015,1.0978,22-05-2015,60.66,22-05-2015,17.13,26-05-2015,70.52,11-06-2015,980,02-06-2015,"2,110.41",01-06-2015,0.2721,29-05-2015,11.48,05-06-2015,"1,490.51",02-06-2015,"11,057.10",29-05-2015,33.77,01-04-2015,2.69
21-05-2015,19150,21-05-2015,18285.87,21-05-2015,2237.54,21-05-2015,52.15,22-05-2015,1.1115,21-05-2015,58.81,21-05-2015,17.1,22-05-2015,70.42,10-06-2015,980,01-06-2015,"2,108.64",29-05-2015,0.2727,28-05-2015,11.1,04-06-2015,"1,484.57",01-06-2015,"11,081.70",28-05-2015,33.77,31-03-2015,2.77
20-05-2015,19150,20-05-2015,18315.06,20-05-2015,2246.61,20-05-2015,51.95,21-05-2015,1.1092,20-05-2015,58.32,20-05-2015,17.09,21-05-2015,70.74,08-06-2015,"1,005.00",29-05-2015,"2,120.66",28-05-2015,0.2731,27-05-2015,11.1,03-06-2015,"1,480.36",29-05-2015,"11,116.20",27-05-2015,33.71,30-03-2015,2.78
19-05-2015,19250,19-05-2015,18300.48,19-05-2015,2226.3,19-05-2015,52.26,20-05-2015,1.115,19-05-2015,59.54,19-05-2015,17.69,20-05-2015,70.68,05-06-2015,"1,020.00",28-05-2015,"2,122.27",27-05-2015,0.2743,26-05-2015,10.97,02-06-2015,"1,492.45",28-05-2015,"11,128.80",26-05-2015,33.58,27-03-2015,2.72
18-05-2015,19300,18-05-2015,18267.25,18-05-2015,2221.78,18-05-2015,52.62,19-05-2015,1.1317,18-05-2015,59.85,18-05-2015,17.49,19-05-2015,69.25,03-06-2015,"1,030.00",27-05-2015,"2,105.13",26-05-2015,0.2763,22-05-2015,11.36,29-05-2015,"1,495.64",27-05-2015,"11,076.30",22-05-2015,33.39,26-03-2015,2.75
15-05-2015,19250,15-05-2015,18251.97,15-05-2015,2201.02,15-05-2015,52.76,18-05-2015,1.1441,15-05-2015,59.67,15-05-2015,17.43,18-05-2015,69.91,02-06-2015,"1,040.00",26-05-2015,"2,125.34",22-05-2015,0.276,21-05-2015,11.52,28-05-2015,"1,502.49",26-05-2015,"11,197.60",21-05-2015,33.6,25-03-2015,2.75
14-05-2015,19150,14-05-2015,18062.49,14-05-2015,2203.44,14-05-2015,52.72,15-05-2015,1.141,14-05-2015,60.1,14-05-2015,17.14,15-05-2015,70.05,01-06-2015,"1,050.00",22-05-2015,"2,130.36",21-05-2015,0.277,20-05-2015,11.61,27-05-2015,"1,491.43",22-05-2015,"11,213.90",20-05-2015,33.5,24-03-2015,2.81
13-05-2015,18900,13-05-2015,18070.37,13-05-2015,2197.41,13-05-2015,52.84,14-05-2015,1.1359,13-05-2015,61.23,13-05-2015,16.51,14-05-2015,70.9,29-05-2015,"1,050.00",21-05-2015,"2,125.55",20-05-2015,0.2778,19-05-2015,11.66,26-05-2015,"1,508.12",21-05-2015,"11,212.50",19-05-2015,33.4,23-03-2015,2.74
05-11-2015,18800,05-11-2015,18187.78,05-11-2015,2232.05,05-11-2015,51.83,13-05-2015,1.1214,05-11-2015,59.43,05-11-2015,16.42,13-05-2015,72.26,28-05-2015,"1,060.00",20-05-2015,"2,127.79",19-05-2015,0.2785,18-05-2015,12.3,22-05-2015,"1,533.17",20-05-2015,"11,221.40",18-05-2015,33.51,20-03-2015,2.83
05-08-2015,18700,05-08-2015,17933.64,05-08-2015,2207.78,05-08-2015,51.08,11-05-2015,1.1197,05-08-2015,59.02,05-08-2015,16.32,11-05-2015,72.38,27-05-2015,"1,060.00",19-05-2015,"2,129.45",18-05-2015,0.2806,15-05-2015,12.31,21-05-2015,"1,523.33",19-05-2015,"11,214.40",15-05-2015,33.45,19-03-2015,2.82
05-06-2015,18750,05-06-2015,17934.81,05-06-2015,2242.83,05-06-2015,50.6,08-05-2015,1.1267,05-06-2015,60.72,05-06-2015,16.53,08-05-2015,72.56,26-05-2015,"1,060.00",18-05-2015,"2,121.30",15-05-2015,0.281,14-05-2015,12.05,20-05-2015,"1,527.65",18-05-2015,"11,207.00",14-05-2015,33.49,18-03-2015,2.74
30-04-2015,18650,30-04-2015,18033.33,30-04-2015,2229.82,30-04-2015,50.68,06-05-2015,1.1187,30-04-2015,58.55,30-04-2015,16.55,06-05-2015,72.15,22-05-2015,"1,060.00",15-05-2015,"2,122.07",14-05-2015,0.2815,13-05-2015,11.52,19-05-2015,"1,513.83",15-05-2015,"11,203.00",13-05-2015,33.72,17-03-2015,2.83
29-04-2015,18600,29-04-2015,18093.69,29-04-2015,2230.84,29-04-2015,50.03,01-05-2015,1.1223,29-04-2015,56.93,29-04-2015,16.61,01-05-2015,73.37,21-05-2015,"1,080.00",14-05-2015,"2,100.43",13-05-2015,0.2814,11-05-2015,11.11,18-05-2015,"1,510.21",14-05-2015,"11,164.00",11-05-2015,33.53,16-03-2015,2.83
28-04-2015,18450,28-04-2015,18035.9,28-04-2015,2275.41,28-04-2015,49.66,30-04-2015,1.113,28-04-2015,56.65,28-04-2015,16.38,30-04-2015,72.79,20-05-2015,"1,080.00",13-05-2015,"2,099.62",11-05-2015,0.2804,08-05-2015,11.16,15-05-2015,"1,496.98",13-05-2015,"11,131.50",08-05-2015,33.51,13-03-2015,2.69
27-04-2015,18200,27-04-2015,18097.89,27-04-2015,2292.62,27-04-2015,49.46,29-04-2015,1.0983,27-04-2015,57.3,27-04-2015,15.74,29-04-2015,72.94,19-05-2015,"1,080.00",11-05-2015,"2,115.56",08-05-2015,0.2801,06-05-2015,11.44,14-05-2015,"1,496.20",11-05-2015,"11,182.10",06-05-2015,33.34,12-03-2015,2.77
24-04-2015,18250,24-04-2015,18056.42,24-04-2015,2276.47,24-04-2015,48.83,28-04-2015,1.0894,24-04-2015,57.53,24-04-2015,15.9,28-04-2015,73.4,18-05-2015,"1,080.00",08-05-2015,"2,092.13",06-05-2015,0.2778,01-05-2015,10.85,13-05-2015,"1,490.93",08-05-2015,"11,138.60",01-05-2015,33.01,11-03-2015,2.82
23-04-2015,18150,23-04-2015,18031.9,23-04-2015,2288.91,23-04-2015,48.67,27-04-2015,1.0873,23-04-2015,56.28,23-04-2015,15.78,27-04-2015,74.92,15-05-2015,"1,090.00",06-05-2015,"2,091.26",01-05-2015,0.2766,30-04-2015,10.96,11-05-2015,"1,517.05",06-05-2015,"11,082.10",30-04-2015,32.82,10-03-2015,2.73
22-04-2015,18350,22-04-2015,17950.82,22-04-2015,2315.11,22-04-2015,48.3,24-04-2015,1.0825,22-04-2015,56.34,22-04-2015,15.92,24-04-2015,75.07,14-05-2015,"1,090.00",01-05-2015,"2,087.38",30-04-2015,0.2763,29-04-2015,11.02,08-05-2015,"1,502.29",01-05-2015,"11,075.00",29-04-2015,32.63,09-03-2015,2.65
21-04-2015,18300,21-04-2015,18034.23,21-04-2015,2308.43,21-04-2015,48.26,23-04-2015,1.0726,21-04-2015,56.41,21-04-2015,15.96,23-04-2015,75.23,13-05-2015,"1,090.00",30-04-2015,"2,105.52",29-04-2015,0.2745,28-04-2015,11.22,06-05-2015,"1,529.56",30-04-2015,"11,116.70",28-04-2015,32.59,06-03-2015,2.66
20-04-2015,18400,20-04-2015,17841.18,20-04-2015,2307.25,20-04-2015,48.29,22-04-2015,1.0736,20-04-2015,56.16,20-04-2015,16.28,22-04-2015,75.52,11-05-2015,"1,100.00",29-04-2015,"2,112.49",28-04-2015,0.2736,27-04-2015,11.33,30-04-2015,"1,520.55",29-04-2015,"11,162.00",27-04-2015,32.57,05-03-2015,2.68
17-04-2015,18350,17-04-2015,18102.56,17-04-2015,2322.18,17-04-2015,48.35,21-04-2015,1.074,17-04-2015,56.56,17-04-2015,16.29,21-04-2015,74.96,08-05-2015,"1,115.00",28-04-2015,"2,108.35",27-04-2015,0.2741,24-04-2015,10.73,29-04-2015,"1,521.55",28-04-2015,"11,165.10",24-04-2015,32.43,03-03-2015,2.63
16-04-2015,18450,16-04-2015,18106.27,16-04-2015,2300.87,16-04-2015,48.11,20-04-2015,1.0821,16-04-2015,55.92,16-04-2015,16.29,20-04-2015,73.99,06-05-2015,"1,115.00",27-04-2015,"2,119.29",24-04-2015,0.2712,23-04-2015,10.93,28-04-2015,"1,549.20",27-04-2015,"11,226.40",23-04-2015,32.38,02-03-2015,2.71
04-09-2015,18400,04-09-2015,17897.7,04-09-2015,2275.71,04-09-2015,48.4,17-04-2015,1.0762,04-09-2015,51,04-09-2015,16.51,17-04-2015,73.55,01-05-2015,"1,125.00",24-04-2015,"2,112.80",23-04-2015,0.2701,22-04-2015,10.95,27-04-2015,"1,559.20",24-04-2015,"11,199.90",22-04-2015,32.37,27-02-2015,2.9
04-08-2015,18550,04-08-2015,17877.62,04-08-2015,2288.58,04-08-2015,48.17,16-04-2015,1.0684,04-08-2015,53.18,04-08-2015,16.82,16-04-2015,73.78,30-04-2015,"1,125.00",23-04-2015,"2,107.21",22-04-2015,0.2706,21-04-2015,10.63,24-04-2015,"1,549.68",23-04-2015,"11,128.10",21-04-2015,32.4,26-02-2015,2.93
04-02-2015,18400,04-02-2015,17699.52,04-02-2015,2254.11,04-02-2015,48.14,09-04-2015,1.0781,04-02-2015,49.59,04-02-2015,16.95,09-04-2015,72.84,29-04-2015,"1,125.00",22-04-2015,"2,098.27",21-04-2015,0.2717,20-04-2015,10.58,23-04-2015,"1,556.61",22-04-2015,"11,113.20",20-04-2015,32.28,25-02-2015,2.97
31-03-2015,18250,31-03-2015,17965.37,31-03-2015,2212.92,31-03-2015,48.25,08-04-2015,1.0816,31-03-2015,48.73,31-03-2015,16.68,08-04-2015,71.85,28-04-2015,"1,125.00",21-04-2015,"2,102.82",20-04-2015,0.2721,17-04-2015,10.58,22-04-2015,"1,571.15",21-04-2015,"11,115.80",17-04-2015,32.39,24-02-2015,2.97
30-03-2015,18400,30-03-2015,17727.48,30-03-2015,2212.94,30-03-2015,48.34,06-04-2015,1.0991,30-03-2015,48.57,30-03-2015,16.93,06-04-2015,71.48,27-04-2015,"1,125.00",20-04-2015,"2,084.11",17-04-2015,0.2721,16-04-2015,10.94,21-04-2015,"1,566.35",20-04-2015,"11,058.50",16-04-2015,32.43,23-02-2015,2.97
27-03-2015,18450,27-03-2015,17673.63,27-03-2015,2199.52,27-03-2015,48.33,02-04-2015,1.0764,27-03-2015,51.01,27-03-2015,17.08,02-04-2015,71.04,24-04-2015,"1,115.00",17-04-2015,"2,102.58",16-04-2015,0.2724,09-04-2015,10.33,20-04-2015,"1,565.67",17-04-2015,"11,113.50",09-04-2015,32.55,20-02-2015,2.99
26-03-2015,18400,26-03-2015,17716.27,26-03-2015,2216.42,26-03-2015,48.4,31-03-2015,1.0833,26-03-2015,49.02,26-03-2015,16.94,31-03-2015,71.04,23-04-2015,"1,115.00",16-04-2015,"2,105.96",09-04-2015,0.271,08-04-2015,10.6,17-04-2015,"1,572.88",16-04-2015,"11,171.50",08-04-2015,32.54,19-02-2015,2.98
25-03-2015,18250,25-03-2015,18012.61,25-03-2015,2231.44,25-03-2015,48.23,30-03-2015,1.0889,25-03-2015,47.72,25-03-2015,16.93,30-03-2015,70.78,22-04-2015,"1,115.00",09-04-2015,"2,081.29",08-04-2015,0.2708,06-04-2015,10.87,16-04-2015,"1,560.86",09-04-2015,"11,028.80",06-04-2015,32.39,18-02-2015,2.96
24-03-2015,18200,24-03-2015,18110.87,24-03-2015,2232.15,24-03-2015,48.65,27-03-2015,1.0886,24-03-2015,47.46,24-03-2015,16.92,27-03-2015,70.48,21-04-2015,"1,115.00",08-04-2015,"2,076.94",06-04-2015,0.2702,02-04-2015,10.52,10-04-2015,"1,547.92",08-04-2015,"11,038.50",02-04-2015,32.48,17-02-2015,3
23-03-2015,18200,23-03-2015,18136.73,23-03-2015,2258.22,23-03-2015,48.69,26-03-2015,1.0969,23-03-2015,46.41,23-03-2015,16.74,26-03-2015,70.55,20-04-2015,"1,115.00",06-04-2015,"2,064.87",02-04-2015,0.2716,01-04-2015,10.23,09-04-2015,"1,545.86",06-04-2015,"10,936.80",31-03-2015,32.59,16-02-2015,2.93
20-03-2015,18100,20-03-2015,17961.13,20-03-2015,2252.81,20-03-2015,48.28,25-03-2015,1.0926,20-03-2015,43.99,20-03-2015,16.11,25-03-2015,70.45,17-04-2015,"1,115.00",02-04-2015,"2,060.03",31-03-2015,0.2712,31-03-2015,10.46,08-04-2015,"1,553.11",02-04-2015,"10,897.70",30-03-2015,32.5,13-02-2015,2.9
19-03-2015,18100,19-03-2015,18072.58,19-03-2015,2269.19,19-03-2015,48.93,24-03-2015,1.0947,19-03-2015,44.6,19-03-2015,15.94,24-03-2015,70.27,16-04-2015,"1,125.00",31-03-2015,"2,084.05",30-03-2015,0.2732,30-03-2015,10.01,07-04-2015,"1,545.21",31-03-2015,"10,914.00",27-03-2015,32.54,12-02-2015,2.82
18-03-2015,17900,18-03-2015,17846.8,18-03-2015,2219.72,18-03-2015,48.52,23-03-2015,1.0837,18-03-2015,42.51,18-03-2015,15.55,23-03-2015,70.81,09-04-2015,"1,135.00",30-03-2015,"2,064.11",27-03-2015,0.2735,27-03-2015,10.23,02-04-2015,"1,530.84",30-03-2015,"10,919.00",26-03-2015,32.53,11-02-2015,2.79
17-03-2015,17950,17-03-2015,17972.22,17-03-2015,2234.54,17-03-2015,48.81,20-03-2015,1.0661,17-03-2015,43.84,17-03-2015,15.64,20-03-2015,72.64,08-04-2015,"1,135.00",27-03-2015,"2,055.78",26-03-2015,0.2724,26-03-2015,10.68,01-04-2015,"1,506.35",27-03-2015,"10,860.60",25-03-2015,32.49,10-02-2015,2.79
16-03-2015,18000,16-03-2015,17751.24,16-03-2015,2243.99,16-03-2015,48.51,19-03-2015,1.0866,16-03-2015,44.81,16-03-2015,15.63,19-03-2015,73.2,02-04-2015,"1,135.00",26-03-2015,"2,059.94",25-03-2015,0.2714,25-03-2015,10.82,31-03-2015,"1,502.25",26-03-2015,"10,877.20",24-03-2015,32.52,09-02-2015,2.78
13-03-2015,17950,13-03-2015,17889.05,13-03-2015,2264.8,13-03-2015,48.84,18-03-2015,1.0598,13-03-2015,46.93,13-03-2015,15.56,18-03-2015,73.87,31-03-2015,"1,145.00",25-03-2015,"2,093.10",24-03-2015,0.2719,24-03-2015,11,30-03-2015,"1,501.08",25-03-2015,"11,037.00",23-03-2015,32.57,06-02-2015,2.76
03-12-2015,17900,03-12-2015,17626.84,03-12-2015,2258.23,03-12-2015,49.02,17-03-2015,1.0566,03-12-2015,48.44,03-12-2015,15.5,17-03-2015,73.77,30-03-2015,"1,145.00",24-03-2015,"2,103.94",23-03-2015,0.2713,23-03-2015,10.92,27-03-2015,"1,494.22",24-03-2015,"11,072.00",20-03-2015,32.72,05-02-2015,2.77
03-11-2015,17950,03-11-2015,17662.94,03-11-2015,2229.41,03-11-2015,49.26,16-03-2015,1.0494,03-11-2015,48.77,03-11-2015,15.63,16-03-2015,74.07,27-03-2015,"1,145.00",23-03-2015,"2,107.99",20-03-2015,0.271,20-03-2015,11.09,26-03-2015,"1,506.08",23-03-2015,"11,089.70",19-03-2015,32.69,04-02-2015,2.74
03-09-2015,18000,03-09-2015,17856.56,03-09-2015,2285.13,03-09-2015,48.92,13-03-2015,1.0637,03-09-2015,49.6,03-09-2015,15.89,13-03-2015,74.11,26-03-2015,"1,145.00",20-03-2015,"2,090.32",19-03-2015,0.2725,19-03-2015,10.76,25-03-2015,"1,514.04",20-03-2015,"10,932.50",18-03-2015,32.92,03-02-2015,2.74
03-06-2015,18350,03-06-2015,18135.72,03-06-2015,2277,03-06-2015,49.4,12-03-2015,1.0547,03-06-2015,50.89,03-06-2015,16.16,12-03-2015,74.46,25-03-2015,"1,145.00",19-03-2015,"2,098.69",18-03-2015,0.2715,18-03-2015,10.32,24-03-2015,"1,518.47",19-03-2015,"10,976.80",17-03-2015,32.91,02-02-2015,2.77
03-03-2015,18300,03-03-2015,18281.95,03-03-2015,2316.57,03-03-2015,49.68,11-03-2015,1.0699,03-03-2015,49.8,03-03-2015,16.36,11-03-2015,74.31,24-03-2015,"1,145.00",18-03-2015,"2,072.84",17-03-2015,0.2714,17-03-2015,10.19,23-03-2015,"1,535.86",18-03-2015,"10,846.40",16-03-2015,32.96,01-02-2015,2.78
03-02-2015,18650,03-02-2015,18134.05,03-02-2015,2328.42,03-02-2015,49.98,09-03-2015,1.0832,03-02-2015,49.45,03-02-2015,16.57,09-03-2015,73.5,23-03-2015,"1,145.00",17-03-2015,"2,080.59",16-03-2015,0.2717,16-03-2015,10.58,20-03-2015,"1,533.91",17-03-2015,"10,843.70",13-03-2015,32.82,30-01-2015,2.74
27-02-2015,18500,27-02-2015,18213.26,27-02-2015,2335.94,27-02-2015,49.88,06-03-2015,1.1033,27-02-2015,48.97,27-02-2015,16.53,06-03-2015,74.14,20-03-2015,"1,130.00",16-03-2015,"2,055.35",13-03-2015,0.2707,13-03-2015,10.6,19-03-2015,"1,543.63",16-03-2015,"10,787.50",12-03-2015,32.85,29-01-2015,2.79
26-02-2015,18550,26-02-2015,18224.41,26-02-2015,2332.9,26-02-2015,50.48,03-03-2015,1.1183,26-02-2015,51,26-02-2015,16.53,03-03-2015,73.76,19-03-2015,"1,130.00",13-03-2015,"2,064.56",12-03-2015,0.271,12-03-2015,10.95,18-03-2015,"1,513.99",13-03-2015,"10,784.10",11-03-2015,32.71,28-01-2015,2.72
25-02-2015,18550,25-02-2015,18208.67,25-02-2015,2351.86,25-02-2015,50.24,02-03-2015,1.1187,25-02-2015,49.16,25-02-2015,16.24,02-03-2015,73.23,18-03-2015,"1,130.00",12-03-2015,"2,041.10",11-03-2015,0.2702,11-03-2015,10.19,17-03-2015,"1,525.50",12-03-2015,"10,734.70",09-03-2015,32.53,27-01-2015,2.73
24-02-2015,18500,24-02-2015,18112.57,24-02-2015,2344.43,24-02-2015,50.28,27-02-2015,1.1199,24-02-2015,49.42,24-02-2015,16.28,27-02-2015,73.13,17-03-2015,"1,140.00",11-03-2015,"2,044.69",09-03-2015,0.2698,09-03-2015,10.54,16-03-2015,"1,534.47",11-03-2015,"10,686.60",06-03-2015,32.43,26-01-2015,2.76
23-02-2015,18500,23-02-2015,18140.76,23-02-2015,2364.69,23-02-2015,50.15,26-02-2015,1.1361,23-02-2015,50.75,23-02-2015,16.24,26-02-2015,72.86,16-03-2015,"1,140.00",09-03-2015,"2,072.25",06-03-2015,0.2702,06-03-2015,10.96,13-03-2015,"1,547.68",09-03-2015,"10,846.00",03-03-2015,32.33,23-01-2015,2.79
20-02-2015,18600,20-02-2015,17985.77,20-02-2015,2357.73,20-02-2015,50.16,25-02-2015,1.134,20-02-2015,51.24,20-02-2015,16.37,25-02-2015,73.84,13-03-2015,"1,140.00",06-03-2015,"2,100.91",03-03-2015,0.269,03-03-2015,11.38,12-03-2015,"1,543.06",06-03-2015,"10,964.20",02-03-2015,32.39,22-01-2015,2.81
19-02-2015,18700,19-02-2015,18028.67,19-02-2015,2358.68,19-02-2015,50.25,24-02-2015,1.1336,19-02-2015,50.55,19-02-2015,16.45,24-02-2015,73.79,12-03-2015,"1,140.00",03-03-2015,"2,115.76",02-03-2015,0.2709,02-03-2015,11.65,11-03-2015,"1,524.38",03-03-2015,"11,090.80",27-02-2015,32.37,21-01-2015,2.82
18-02-2015,18600,18-02-2015,18045.72,18-02-2015,2340.33,18-02-2015,50.02,23-02-2015,1.1385,18-02-2015,53.24,18-02-2015,16.47,23-02-2015,73.98,11-03-2015,"1,160.00",02-03-2015,"2,105.23",27-02-2015,0.2712,27-02-2015,10.84,09-03-2015,"1,558.54",02-03-2015,"11,053.70",26-02-2015,32.52,20-01-2015,2.72
17-02-2015,18950,17-02-2015,18019.8,17-02-2015,2364.83,17-02-2015,50.05,20-02-2015,1.137,17-02-2015,52.75,17-02-2015,17.29,20-02-2015,73.73,09-03-2015,"1,160.00",27-02-2015,"2,110.88",26-02-2015,0.2736,26-02-2015,10.78,06-03-2015,"1,553.05",27-02-2015,"11,078.50",25-02-2015,32.54,19-01-2015,2.67
13-02-2015,18900,13-02-2015,17968.65,13-02-2015,2382.85,13-02-2015,50.15,19-02-2015,1.1397,13-02-2015,51.35,13-02-2015,16.82,19-02-2015,73.7,06-03-2015,"1,160.00",26-02-2015,"2,113.91",25-02-2015,0.2738,25-02-2015,10.45,03-03-2015,"1,580.36",26-02-2015,"11,111.80",24-02-2015,32.55,16-01-2015,2.69
02-12-2015,18850,02-12-2015,17862.14,02-12-2015,2365.52,02-12-2015,49.72,18-02-2015,1.1412,02-12-2015,49.42,02-12-2015,16.78,18-02-2015,73.41,03-03-2015,"1,160.00",25-02-2015,"2,115.30",24-02-2015,0.274,24-02-2015,10.51,02-03-2015,"1,588.14",25-02-2015,"11,119.60",23-02-2015,32.57,15-01-2015,2.68
02-11-2015,19050,02-11-2015,17867.86,02-11-2015,2355.04,02-11-2015,49.76,17-02-2015,1.1354,02-11-2015,50.98,02-11-2015,16.89,17-02-2015,71.18,02-03-2015,"1,160.00",24-02-2015,"2,109.10",23-02-2015,0.2733,23-02-2015,10.29,27-02-2015,"1,590.93",24-02-2015,"11,082.10",20-02-2015,32.54,14-01-2015,2.69
02-10-2015,19100,02-10-2015,17736.15,02-10-2015,2359.44,02-10-2015,49.58,13-02-2015,1.1403,02-10-2015,52.43,02-10-2015,16.98,13-02-2015,72.64,27-02-2015,"1,160.00",23-02-2015,"2,109.83",20-02-2015,0.2738,20-02-2015,10.7,26-02-2015,"1,590.29",23-02-2015,"11,091.50",19-02-2015,32.55,13-01-2015,2.72
02-09-2015,19100,02-09-2015,17821.49,02-09-2015,2373.95,02-09-2015,49.73,12-02-2015,1.1334,02-09-2015,52.01,02-09-2015,16.76,12-02-2015,72.61,26-02-2015,"1,160.00",20-02-2015,"2,097.65",19-02-2015,0.2745,19-02-2015,10.89,25-02-2015,"1,602.16",20-02-2015,"11,025.30",18-02-2015,32.57,12-01-2015,2.74
02-06-2015,19450,02-06-2015,17881.54,02-06-2015,2384.61,02-06-2015,49.95,11-02-2015,1.1321,02-06-2015,50.86,02-06-2015,17.24,11-02-2015,73.02,25-02-2015,"1,160.00",19-02-2015,"2,099.25",18-02-2015,0.2733,18-02-2015,10.45,24-02-2015,"1,597.00",19-02-2015,"11,027.00",17-02-2015,32.59,09-01-2015,2.75
02-04-2015,19400,02-04-2015,17664.99,02-04-2015,2392.29,02-04-2015,49.43,10-02-2015,1.1327,02-04-2015,51.67,02-04-2015,17.29,10-02-2015,72.99,24-02-2015,"1,160.00",18-02-2015,"2,099.16",17-02-2015,0.2752,17-02-2015,10.56,23-02-2015,"1,608.53",18-02-2015,"11,054.50",13-02-2015,32.61,02-01-2015,2.91
02-03-2015,19550,02-03-2015,17369.97,02-03-2015,2348.09,02-03-2015,48.98,09-02-2015,1.1315,02-03-2015,49.79,02-03-2015,17.2,09-02-2015,73.65,23-02-2015,"1,160.00",17-02-2015,"2,096.47",13-02-2015,0.2745,13-02-2015,10.65,20-02-2015,"1,604.56",17-02-2015,"11,042.80",12-02-2015,32.63,30-12-2014,3.02
02-02-2015,19750,02-02-2015,17169.99,02-02-2015,2323.97,02-02-2015,49.31,06-02-2015,1.1477,02-02-2015,47.59,02-02-2015,17.16,06-02-2015,73.34,20-02-2015,"1,160.00",13-02-2015,"2,088.78",12-02-2015,0.2719,12-02-2015,10.47,19-02-2015,"1,603.22",13-02-2015,"11,009.90",11-02-2015,32.62,29-12-2014,3.05
