Y,BVN,EUR_USD,JPY_THB,NYSE,TenBond_THB,USD_THB,Oil_Crud
28400.00,8.34,1.14,0.29,17294.50,1.29,33.22,86.61
28350.00,8.48,1.15,0.29,17119.60,1.32,33.30,84.32
28550.00,8.36,1.14,0.29,17156.50,1.36,33.35,81.73
28650.00,8.08,1.14,0.29,17112.60,1.36,33.63,82.82
28600.00,7.55,1.13,0.29,17226.10,1.35,33.56,81.38
28550.00,7.28,1.13,0.29,17164.10,1.35,33.21,78.42
28400.00,7.11,1.13,0.29,17149.90,1.36,33.24,79.62
28450.00,7.34,1.13,0.29,17134.20,1.34,33.24,77.24
28400.00,7.16,1.14,0.29,17141.10,1.36,33.51,76.02
28400.00,7.18,1.13,0.29,16963.40,1.35,33.54,76.58
28600.00,7.19,1.13,0.29,16874.90,1.35,33.53,76.04
28650.00,7.46,1.13,0.29,16744.30,1.36,33.44,75.97
28600.00,7.31,1.13,0.29,16442.30,1.36,33.67,73.38
28600.00,7.19,1.13,0.29,16668.60,1.35,33.68,73.03
28500.00,7.12,1.13,0.30,16849.10,1.37,33.61,71.27
28500.00,7.01,1.13,0.30,16813.60,1.37,33.34,69.21
28450.00,7.11,1.12,0.30,16652.60,1.36,33.42,70.07
28350.00,7.31,1.13,0.29,16719.60,1.38,33.42,71.92
28100.00,6.75,1.13,0.29,16856.60,1.37,33.43,71.48
28000.00,6.84,1.13,0.29,16780.50,1.34,33.39,70.35
28200.00,6.89,1.13,0.29,16592.00,1.34,33.57,71.12
28250.00,7.12,1.13,0.30,16475.20,1.36,33.58,72.04
28300.00,7.34,1.13,0.30,16319.00,1.40,33.84,71.86
28500.00,7.52,1.13,0.30,16684.00,1.37,33.88,69.72
28400.00,7.18,1.13,0.30,16624.90,1.38,33.75,67.50
28400.00,7.40,1.13,0.30,17036.80,1.38,33.72,65.63
28300.00,7.05,1.13,0.30,17007.90,1.37,33.71,67.01
28400.00,6.86,1.13,0.30,16945.80,1.36,33.39,70.04
28550.00,6.92,1.12,0.29,16974.00,1.36,33.11,69.23
28350.00,6.64,1.12,0.29,17117.70,1.38,33.02,78.34
28150.00,6.34,1.12,0.29,17192.70,1.37,32.81,78.48
28250.00,6.53,1.13,0.29,17302.80,1.40,32.58,76.46
28650.00,6.96,1.14,0.29,17285.50,1.39,32.62,75.75
28650.00,7.10,1.13,0.29,17297.70,1.38,32.76,78.76
28750.00,7.42,1.13,0.28,17192.00,1.38,32.72,78.34
28700.00,7.72,1.14,0.29,17286.90,1.37,32.75,80.54
28800.00,7.87,1.15,0.29,17242.40,1.37,32.83,80.93
28700.00,7.65,1.15,0.29,17168.90,1.38,32.77,80.66
28600.00,7.52,1.16,0.29,17115.20,1.37,33.17,81.41
28250.00,7.43,1.16,0.29,17131.10,1.37,33.36,84.53
28400.00,7.03,1.16,0.29,17016.40,1.38,33.27,81.13
28250.00,7.33,1.16,0.29,17077.00,1.38,33.30,79.37
28100.00,7.77,1.16,0.29,16920.40,1.37,33.31,83.07
28150.00,7.88,1.16,0.29,17145.20,1.36,33.21,83.87
28150.00,8.06,1.17,0.29,17169.10,1.35,33.30,83.09
28250.00,8.32,1.16,0.29,17122.20,1.35,33.22,82.25
28050.00,8.69,1.16,0.29,17099.20,1.35,33.06,84.39
28150.00,9.00,1.16,0.29,16988.20,1.34,33.32,83.72
28200.00,8.85,1.16,0.29,16862.00,1.36,33.37,83.98
28150.00,8.76,1.17,0.29,16871.70,1.34,33.33,83.58
27950.00,9.05,1.16,0.29,16744.30,1.36,33.49,83.34
27900.00,8.81,1.16,0.29,16513.20,1.32,33.42,82.37
27950.00,8.29,1.16,0.29,16517.20,1.32,33.17,82.60
28150.00,8.18,1.16,0.29,16511.80,1.36,33.20,81.48
28050.00,8.26,1.16,0.29,16327.10,1.34,33.86,80.59
27800.00,7.69,1.16,0.30,16198.60,1.32,33.78,80.50
28050.00,7.47,1.16,0.30,16344.90,1.31,33.83,79.59
28100.00,6.73,1.16,0.30,16328.80,1.33,33.77,78.86
28100.00,6.78,1.16,0.30,16599.80,1.39,33.95,79.04
28150.00,6.86,1.16,0.30,16539.20,1.44,33.85,77.58
27750.00,7.00,1.17,0.30,16352.20,1.43,33.60,74.78
27800.00,7.19,1.17,0.30,16184.50,1.45,33.43,74.38
27800.00,7.21,1.17,0.30,16168.20,1.43,33.47,75.43
27700.00,7.43,1.17,0.30,16460.30,1.45,33.38,74.19
27950.00,7.33,1.17,0.31,16576.80,1.45,33.37,71.97
28050.00,7.25,1.17,0.30,16626.90,1.45,33.32,70.85
27800.00,7.07,1.17,0.30,16497.20,1.49,33.14,70.59
27550.00,6.92,1.18,0.30,16635.40,1.42,32.89,71.92
27550.00,6.71,1.18,0.30,16563.50,1.40,32.95,72.62
27900.00,7.14,1.18,0.30,16731.00,1.35,32.87,72.65
28050.00,7.32,1.18,0.30,16801.20,1.33,32.69,70.76
27800.00,7.15,1.18,0.30,16909.70,1.33,32.77,70.64
27650.00,7.30,1.18,0.30,16926.70,1.34,32.66,69.74
27650.00,7.28,1.18,0.30,16846.00,1.32,32.44,69.36
27850.00,7.35,1.19,0.30,16819.60,1.30,32.49,68.37
28000.00,7.31,1.19,0.30,16844.80,1.31,32.46,69.11
27800.00,7.58,1.19,0.30,16694.30,1.34,32.31,69.76
27750.00,7.59,1.18,0.29,16812.80,1.34,32.48,68.29
27750.00,7.74,1.18,0.30,16741.20,1.31,32.55,69.18
27900.00,7.33,1.18,0.30,16648.50,1.26,32.76,69.30
27750.00,6.96,1.18,0.30,16516.70,1.23,32.81,67.75
27700.00,7.07,1.18,0.30,16429.10,1.23,32.88,68.00
27950.00,6.84,1.18,0.30,16550.30,1.20,33.26,67.63
28200.00,6.31,1.17,0.30,16707.10,1.23,33.36,65.54
28050.00,6.44,1.17,0.30,16836.70,1.22,33.35,61.96
28050.00,6.79,1.17,0.30,16868.10,1.23,33.30,64.05
28050.00,7.22,1.17,0.30,16871.10,1.25,33.36,64.58
28000.00,7.43,1.17,0.30,16875.40,1.25,33.41,66.58
28150.00,7.40,1.18,0.31,16792.80,1.24,33.34,67.43
27950.00,7.30,1.18,0.30,16727.00,1.23,33.05,67.71
27450.00,7.34,1.17,0.30,16748.10,1.25,33.19,68.91
27300.00,7.26,1.17,0.30,16695.50,1.25,33.46,68.51
27450.00,7.37,1.17,0.30,16713.50,1.27,33.47,66.85
27450.00,7.52,1.17,0.30,16576.20,1.27,33.44,67.88
28350.00,7.70,1.18,0.30,16602.30,1.26,33.27,69.14
28250.00,8.56,1.18,0.30,16697.10,1.30,33.03,70.32
28150.00,8.51,1.19,0.30,16573.60,1.30,32.95,71.52
28200.00,8.35,1.19,0.30,16565.30,1.29,32.89,73.91
28300.00,8.61,1.19,0.30,16455.90,1.29,32.86,73.41
28150.00,8.87,1.19,0.30,16503.50,1.33,32.87,72.40
27900.00,8.66,1.18,0.30,16321.90,1.33,32.91,72.22
28000.00,8.41,1.18,0.30,16052.70,1.31,32.90,71.71
27900.00,8.73,1.18,0.30,16364.70,1.29,32.83,70.22
28000.00,8.36,1.18,0.30,16499.10,1.28,32.84,66.45
28100.00,8.20,1.18,0.30,16543.80,1.24,32.86,66.60
28100.00,8.52,1.18,0.30,16575.80,1.20,32.79,71.49
28200.00,8.61,1.18,0.30,16673.10,1.20,32.69,71.48
28100.00,8.52,1.18,0.30,16633.30,1.23,32.61,72.96
27850.00,8.43,1.18,0.30,16359.70,1.21,32.64,75.17
27850.00,8.29,1.18,0.30,16542.80,1.25,32.69,74.18
27800.00,8.48,1.19,0.30,16674.80,1.26,32.52,74.74
27800.00,8.54,1.19,0.29,16555.30,1.28,32.54,73.26
27450.00,8.83,1.18,0.30,16547.60,1.28,32.26,73.85
27250.00,9.18,1.18,0.29,16573.70,1.32,32.11,75.35
26750.00,9.17,1.19,0.29,16658.80,1.28,32.16,73.50
26700.00,8.78,1.19,0.29,16558.60,1.26,32.03,73.47
26850.00,9.00,1.19,0.29,16437.60,1.21,32.11,72.78
26750.00,9.33,1.19,0.29,16449.00,1.22,31.92,73.99
26700.00,9.35,1.19,0.29,16412.00,1.17,31.80,73.32
26750.00,9.43,1.19,0.29,16144.00,1.22,31.90,73.28
26700.00,9.49,1.19,0.29,16411.70,1.23,31.83,72.91
26650.00,9.31,1.19,0.29,16542.80,1.36,31.72,73.41
26400.00,9.27,1.19,0.29,16655.80,1.37,31.61,71.52
26450.00,9.58,1.19,0.29,16662.40,1.29,31.47,71.10
27000.00,9.61,1.19,0.29,16694.90,1.18,31.41,71.65
27300.00,10.29,1.19,0.28,16620.00,1.19,31.28,72.45
27350.00,10.68,1.20,0.28,16685.50,1.20,31.15,71.16
27450.00,10.66,1.21,0.28,16685.10,1.20,31.12,70.65
27700.00,10.59,1.21,0.28,16708.70,1.11,31.07,69.76
27800.00,11.16,1.21,0.28,16555.70,1.07,31.16,70.01
27900.00,11.26,1.22,0.28,16532.00,1.07,31.18,69.29
27750.00,11.66,1.22,0.29,16452.00,1.11,31.14,69.52
27500.00,11.12,1.22,0.28,16464.70,1.12,31.20,68.91
28100.00,11.09,1.22,0.28,16375.00,1.14,31.30,66.68
27950.00,11.33,1.22,0.28,16350.50,1.16,31.25,66.95
27950.00,11.12,1.22,0.29,16233.30,1.13,31.34,66.16
27700.00,11.59,1.22,0.29,16337.70,1.11,31.38,66.02
27900.00,11.36,1.22,0.29,16423.00,1.10,31.37,63.87
27700.00,11.77,1.22,0.29,16415.40,1.13,31.41,61.89
27700.00,11.69,1.22,0.29,16181.60,1.09,31.43,63.39
27700.00,11.77,1.22,0.29,16043.00,1.11,31.49,65.28
27700.00,11.22,1.22,0.29,16516.80,1.11,31.36,66.33
27400.00,11.37,1.21,0.29,16590.40,1.12,31.36,65.50
26950.00,10.78,1.21,0.29,16289.30,1.19,31.29,63.83
26900.00,10.43,1.21,0.29,16325.20,1.22,31.11,65.75
26900.00,9.80,1.21,0.29,16219.30,1.25,31.09,64.90
26850.00,9.77,1.22,0.29,16376.00,1.29,31.18,65.57
26700.00,9.90,1.20,0.29,16322.10,1.26,31.13,64.90
26200.00,9.68,1.21,0.29,16273.30,1.27,31.16,66.45
26050.00,9.84,1.20,0.28,16241.20,1.27,31.19,64.88
26350.00,9.84,1.21,0.29,16206.00,1.23,31.35,63.70
26250.00,10.09,1.21,0.29,16030.60,1.28,31.35,63.04
26350.00,10.13,1.21,0.29,16121.60,1.38,31.43,61.97
26350.00,9.95,1.21,0.29,15944.60,1.38,31.42,62.06
26500.00,10.48,1.21,0.29,16107.60,1.40,31.39,61.65
26500.00,10.49,1.20,0.29,16186.30,1.41,31.32,61.11
26300.00,10.45,1.20,0.29,16116.90,1.42,31.28,62.39
26050.00,10.60,1.20,0.29,15886.60,1.44,31.23,63.47
26150.00,10.81,1.20,0.29,15838.90,1.47,31.21,62.98
25950.00,10.28,1.20,0.29,15870.30,1.45,31.17,63.32
25700.00,10.15,1.20,0.29,15601.70,1.64,31.37,59.52
25500.00,10.18,1.19,0.29,15626.10,1.62,31.35,61.50
25200.00,10.10,1.18,0.28,15611.90,1.55,31.22,59.49
24900.00,10.00,1.18,0.28,15682.50,1.47,31.25,60.45
25200.00,10.16,1.17,0.28,15410.40,1.46,31.31,61.96
25450.00,10.27,1.17,0.28,15276.60,1.47,31.20,60.93
25450.00,10.13,1.18,0.28,15346.50,1.49,31.12,58.48
25400.00,10.39,1.18,0.28,15551.60,1.52,31.15,60.80
25300.00,10.77,1.18,0.29,15562.30,1.41,31.01,57.40
25300.00,11.06,1.18,0.29,15589.10,1.50,31.00,61.28
25300.00,11.02,1.19,0.29,15731.10,1.77,30.87,61.55
25250.00,10.84,1.19,0.28,15669.30,1.59,30.82,59.56
25350.00,10.84,1.19,0.28,15775.50,1.25,30.89,64.42
25150.00,11.01,1.19,0.28,15715.20,1.32,30.70,64.75
25100.00,11.49,1.20,0.28,15648.00,1.20,30.76,65.33
25050.00,11.02,1.19,0.28,15521.80,1.03,30.74,65.56
24850.00,11.38,1.19,0.28,15288.40,1.03,30.72,65.96
25000.00,11.50,1.20,0.28,15251.80,0.98,30.55,64.70
24600.00,11.47,1.20,0.28,15277.00,0.89,30.69,64.73
24700.00,11.09,1.19,0.28,15327.80,0.89,30.81,66.68
24400.00,11.06,1.18,0.28,15539.40,0.96,30.52,64.16
24800.00,11.63,1.19,0.28,15359.10,1.00,30.25,59.55
24550.00,11.26,1.21,0.28,15340.50,1.01,30.23,60.23
25500.00,11.38,1.20,0.28,15362.70,1.10,30.05,63.39
25650.00,10.89,1.22,0.28,15290.60,1.08,30.03,61.29
25600.00,10.34,1.22,0.29,15402.60,1.08,30.00,62.16
25300.00,10.24,1.22,0.29,15423.00,1.05,29.97,58.88
25100.00,10.24,1.21,0.28,15370.20,1.07,30.01,60.20
25250.00,10.23,1.21,0.28,15297.10,1.09,30.00,61.68
25400.00,9.98,1.20,0.28,15273.90,1.10,29.95,60.24
25700.00,10.26,1.21,0.28,15226.60,1.10,29.90,59.98
25950.00,10.22,1.21,0.28,15069.60,1.15,29.87,58.40
25950.00,10.51,1.21,0.29,14768.60,1.13,29.91,58.11
25700.00,10.83,1.21,0.29,14596.20,1.15,29.99,57.06
25900.00,11.28,1.20,0.28,14669.50,1.22,30.08,55.96
26100.00,10.87,1.20,0.28,14487.70,1.26,30.01,55.05
26300.00,10.23,1.20,0.29,14867.40,1.29,29.99,53.48
26100.00,10.14,1.21,0.29,14935.30,1.28,29.98,52.15
26050.00,10.28,1.21,0.29,14951.80,1.21,30.01,52.65
26100.00,10.50,1.21,0.29,15019.00,1.28,29.97,52.76
26250.00,10.49,1.22,0.29,15097.30,1.33,29.99,52.91
26250.00,11.00,1.21,0.29,14987.30,1.35,29.99,52.17
26350.00,11.07,1.22,0.29,14894.20,1.30,29.93,53.10
26400.00,11.01,1.22,0.29,15044.40,1.30,29.97,52.93
26150.00,11.06,1.21,0.29,14983.60,1.35,29.99,53.13
26150.00,11.31,1.21,0.29,15010.30,1.36,30.12,52.00
26200.00,11.11,1.21,0.29,14938.00,1.38,29.99,53.80
26150.00,11.09,1.22,0.29,14788.80,1.35,30.02,52.84
26350.00,11.90,1.22,0.29,14536.50,1.36,30.05,53.31
26300.00,11.91,1.22,0.29,14524.80,1.40,30.15,52.18
26050.00,12.62,1.22,0.29,14397.90,1.44,29.94,52.58
27100.00,12.22,1.23,0.29,14405.80,1.43,29.92,50.53
27500.00,12.28,1.23,0.29,14382.50,1.46,29.99,49.82
27050.00,12.48,1.22,0.29,14398.60,1.47,30.06,48.40
26650.00,12.22,1.22,0.29,14321.30,1.45,30.18,48.13
26650.00,12.08,1.22,0.29,14378.90,1.43,30.03,47.72
26900.00,12.55,1.22,0.29,14467.80,1.43,30.20,48.23
26750.00,12.72,1.22,0.29,14516.70,1.41,30.22,48.09
26550.00,13.01,1.22,0.29,14408.90,1.39,30.09,46.79
26700.00,13.12,1.22,0.29,14402.30,1.40,29.83,47.93
26800.00,12.62,1.22,0.29,14214.90,1.41,29.79,48.54
26450.00,11.84,1.23,0.29,14355.30,1.35,30.03,48.43
26350.00,12.38,1.22,0.29,14394.30,1.38,30.05,47.85
26250.00,12.52,1.22,0.29,14374.10,1.41,30.10,47.60
26000.00,12.35,1.21,0.29,14217.20,1.50,30.08,46.99
26100.00,11.85,1.21,0.29,14188.20,1.50,30.07,46.73
26500.00,11.66,1.21,0.29,14146.60,1.50,30.08,45.66
26050.00,10.84,1.21,0.29,14198.50,1.49,30.21,44.99
25850.00,10.55,1.21,0.29,14191.60,1.54,30.25,44.38
25500.00,10.96,1.21,0.29,14249.50,1.57,30.34,45.34
25900.00,11.08,1.20,0.29,13998.20,1.59,30.29,45.90
25950.00,11.61,1.19,0.29,13827.00,1.56,30.34,44.82
26250.00,11.60,1.19,0.29,13863.20,1.59,30.35,42.84
26750.00,11.36,1.18,0.29,13808.60,1.58,30.30,42.46
26700.00,11.54,1.19,0.29,13949.10,1.61,30.37,41.70
26800.00,11.18,1.19,0.29,13982.20,1.59,30.31,41.61
26800.00,11.00,1.19,0.29,13761.30,1.55,30.16,41.35
26900.00,11.67,1.19,0.29,13551.50,1.54,30.20,41.44
27000.00,12.06,1.19,0.29,13708.00,1.61,30.17,40.17
26850.00,12.36,1.18,0.29,13218.70,1.61,30.22,40.94
26700.00,12.76,1.18,0.29,13199.10,1.59,30.36,41.47
26900.00,12.67,1.18,0.29,12979.00,1.64,30.63,41.79
28200.00,12.61,1.19,0.29,12662.20,1.64,30.76,37.34
28150.00,12.43,1.18,0.30,12429.30,1.68,30.99,38.54
27900.00,12.80,1.17,0.30,12502.30,1.69,31.12,39.17
27800.00,12.50,1.16,0.30,12415.40,1.68,31.16,37.03
27650.00,12.88,1.17,0.30,12817.90,1.70,31.22,35.24
27600.00,12.80,1.17,0.30,12936.40,1.71,31.27,36.07
27700.00,12.92,1.17,0.30,13199.90,1.70,31.23,37.39
28100.00,12.87,1.18,0.30,13040.10,1.67,31.27,38.97
28150.00,12.79,1.18,0.30,13092.20,1.69,31.32,38.59
28100.00,12.16,1.19,0.30,13018.50,1.74,31.19,39.69
28200.00,12.54,1.19,0.30,13169.30,1.73,31.23,40.04
28200.00,12.21,1.18,0.30,13137.20,1.73,31.20,41.22
28000.00,12.12,1.18,0.30,13143.20,1.73,31.18,40.65
28000.00,12.55,1.17,0.30,13212.00,1.73,31.22,40.69
28050.00,12.50,1.17,0.30,13190.60,1.73,31.15,40.88
27900.00,12.44,1.17,0.30,13042.30,1.74,31.27,41.13
27900.00,12.09,1.17,0.30,12837.90,1.71,31.21,40.19
28200.00,12.45,1.18,0.30,12949.60,1.61,31.24,40.40
28000.00,12.37,1.18,0.30,12701.90,1.63,31.25,41.31
27800.00,12.08,1.17,0.29,12602.60,1.60,31.30,39.99
27800.00,12.16,1.18,0.29,12677.50,1.56,31.61,39.83
28200.00,12.24,1.17,0.30,12485.40,1.55,31.62,39.35
28300.00,11.80,1.17,0.30,12293.90,1.58,31.67,38.60
28150.00,11.35,1.17,0.30,12314.60,1.59,31.65,39.90
28300.00,11.95,1.16,0.30,12630.50,1.59,31.59,39.16
28200.00,11.85,1.17,0.30,12575.20,1.55,31.57,40.58
27800.00,11.97,1.17,0.30,12617.50,1.55,31.39,40.07
27750.00,12.15,1.17,0.30,12937.60,1.57,31.30,40.15
27800.00,12.02,1.18,0.30,12866.20,1.60,31.12,39.60
28200.00,11.80,1.18,0.30,13013.50,1.58,31.19,39.76
28300.00,12.53,1.18,0.30,13011.00,1.55,31.10,39.63
28550.00,12.61,1.18,0.30,12868.30,1.55,31.19,40.98
28650.00,13.08,1.19,0.30,12780.00,1.55,31.30,40.97
28650.00,13.25,1.19,0.30,12924.50,1.54,31.31,40.19
28800.00,13.04,1.18,0.30,12806.20,1.52,31.31,38.35
28850.00,13.86,1.18,0.30,13022.50,1.51,31.26,37.28
28750.00,13.76,1.18,0.29,13253.80,1.49,31.41,37.32
28750.00,14.24,1.18,0.29,13032.00,1.49,31.40,37.01
28650.00,13.72,1.18,0.29,13134.40,1.47,31.40,37.80
28550.00,13.62,1.19,0.30,13115.40,1.49,31.34,36.79
28750.00,13.73,1.19,0.30,13066.10,1.49,31.08,41.63
29000.00,13.05,1.19,0.30,13006.20,1.50,31.10,42.83
28800.00,13.17,1.19,0.30,13029.90,1.50,31.30,42.91
28550.00,13.67,1.18,0.29,12905.00,1.52,31.27,42.98
28650.00,13.50,1.18,0.29,12782.10,1.52,31.46,43.45
28550.00,13.19,1.18,0.29,12751.30,1.53,31.49,43.39
28750.00,13.48,1.18,0.30,12931.10,1.49,31.57,42.36
28750.00,14.00,1.18,0.30,12967.90,1.51,31.41,42.48
28850.00,13.53,1.19,0.30,12942.30,1.53,31.28,42.75
28750.00,13.22,1.18,0.30,12864.70,1.57,31.15,42.74
29300.00,12.69,1.19,0.30,12914.70,1.56,31.15,42.60
29250.00,12.55,1.19,0.30,12984.90,1.59,31.13,42.79
28450.00,13.35,1.18,0.30,12797.80,1.59,31.05,42.24
28550.00,13.08,1.18,0.29,12655.70,1.62,31.09,42.33
28300.00,13.00,1.18,0.29,12708.50,1.64,31.13,42.57
29800.00,12.71,1.17,0.29,12713.70,1.63,31.21,41.50
30250.00,11.59,1.18,0.29,12548.90,1.71,31.12,41.97
29750.00,12.49,1.19,0.29,12509.30,1.69,31.03,42.19
29350.00,12.17,1.19,0.29,12491.50,1.55,31.04,41.56
28950.00,12.47,1.18,0.30,12533.50,1.53,31.19,40.78
28900.00,10.78,1.18,0.29,12488.70,1.48,31.38,40.34
29000.00,10.84,1.18,0.29,12567.20,1.46,31.43,41.32
28950.00,10.82,1.18,0.29,12508.70,1.48,31.48,41.13
28100.00,10.60,1.17,0.29,12492.10,1.46,31.72,41.06
27750.00,9.52,1.16,0.30,12413.10,1.46,31.62,41.95
27550.00,9.18,1.16,0.30,12395.80,1.45,31.59,41.54
27150.00,9.22,1.15,0.30,12310.20,1.43,31.79,40.65
27050.00,9.35,1.14,0.30,12377.60,1.46,31.70,40.64
26900.00,9.14,1.14,0.30,11989.40,1.47,31.71,40.72
26950.00,9.52,1.14,0.30,12159.80,1.59,31.54,40.97
26850.00,9.55,1.14,0.30,11935.30,1.54,31.54,40.55
26700.00,9.43,1.14,0.30,12023.60,1.55,31.40,39.60
26600.00,9.20,1.13,0.30,12056.20,1.54,31.32,40.35
26600.00,9.24,1.13,0.30,12088.70,1.50,31.23,39.58
26550.00,9.13,1.13,0.29,11907.80,1.41,31.23,40.87
26450.00,8.93,1.13,0.29,11736.80,1.46,31.11,40.48
26150.00,8.92,1.13,0.29,11683.10,1.53,31.04,40.68
25900.00,9.06,1.13,0.29,11796.40,1.51,30.91,39.78
26000.00,9.20,1.12,0.29,11680.40,1.48,30.89,39.84
25800.00,9.36,1.12,0.29,11956.30,1.58,30.91,39.64
25750.00,9.45,1.12,0.29,12157.40,1.72,30.91,37.96
25700.00,9.05,1.12,0.29,11963.30,1.72,30.87,39.09
25650.00,8.62,1.13,0.29,12240.30,1.77,30.94,38.05
25750.00,8.37,1.13,0.29,11994.50,1.82,30.96,39.99
25600.00,8.54,1.13,0.29,12193.40,1.90,30.98,40.68
25600.00,8.91,1.12,0.29,12304.10,1.89,31.10,39.18
25300.00,8.14,1.12,0.29,11565.80,1.90,31.14,38.85
25350.00,8.95,1.12,0.29,12090.10,1.92,31.13,37.74
25350.00,8.61,1.13,0.29,12616.60,1.96,31.02,37.93
25300.00,9.11,1.13,0.29,12734.50,1.99,30.97,37.05
25300.00,8.15,1.12,0.29,12175.10,2.00,31.13,36.03
25250.00,8.30,1.14,0.29,11900.20,1.94,31.31,39.09
25350.00,7.92,1.13,0.29,11799.90,1.98,31.49,38.50
25150.00,8.22,1.13,0.29,11751.00,1.99,31.55,39.41
25500.00,8.30,1.12,0.29,11935.90,1.99,31.66,37.33
25500.00,7.95,1.11,0.29,11787.60,2.00,31.84,36.76
25950.00,8.08,1.11,0.29,11636.50,2.00,31.88,35.56
26000.00,8.17,1.11,0.29,11325.10,1.99,31.92,35.21
25750.00,8.26,1.10,0.29,11393.90,2.02,31.88,33.68
25700.00,8.15,1.10,0.29,11408.60,2.00,31.97,32.10
25700.00,8.66,1.09,0.30,11374.20,2.05,31.85,34.14
26000.00,8.57,1.09,0.30,11282.90,2.01,31.82,33.30
25900.00,8.20,1.10,0.30,10927.40,1.98,31.93,33.95
26100.00,7.90,1.09,0.30,10661.90,2.05,32.01,33.53
26150.00,8.02,1.09,0.30,11035.20,2.13,32.07,31.89
26100.00,8.34,1.08,0.30,11244.20,2.19,32.10,32.83
26400.00,8.33,1.08,0.30,11281.30,2.17,32.08,29.53
26050.00,8.45,1.08,0.30,11196.90,2.17,32.10,27.64
25800.00,8.49,1.08,0.30,11189.00,2.17,32.20,25.56
25700.00,7.76,1.08,0.30,11473.20,2.16,32.35,25.30
25800.00,7.15,1.08,0.30,11546.40,2.21,32.37,24.49
25950.00,7.17,1.08,0.30,11462.40,2.16,32.39,23.35
25800.00,7.30,1.09,0.30,11106.00,2.18,32.41,21.24
25950.00,7.86,1.09,0.30,11000.70,2.18,32.47,15.64
25950.00,7.74,1.08,0.30,10961.20,2.17,32.47,13.35
25900.00,7.43,1.08,0.30,10920.00,2.16,32.44,12.96
26150.00,7.15,1.08,0.30,10763.70,2.16,32.34,16.84
26150.00,7.61,1.08,0.30,11016.90,2.18,32.37,16.78
25900.00,7.28,1.08,0.30,11101.30,2.25,32.52,14.20
25700.00,7.21,1.09,0.30,10882.80,2.25,32.51,13.12
25800.00,7.61,1.09,0.30,10862.00,2.26,32.49,-14.00
25600.00,8.00,1.09,0.30,11151.20,2.24,32.68,17.73
25900.00,7.45,1.08,0.30,11136.60,2.26,32.70,20.00
26000.00,7.49,1.09,0.30,10641.50,2.32,32.66,20.15
25900.00,7.22,1.10,0.30,10264.10,2.30,32.70,20.72
26050.00,7.00,1.09,0.30,10012.50,2.38,32.69,22.36
25500.00,7.25,1.09,0.30,9815.30,2.42,32.73,24.60
25150.00,6.92,1.09,0.30,10387.70,2.42,33.03,26.28
25200.00,7.24,1.08,0.30,10238.10,2.43,32.94,24.30
24850.00,7.93,1.09,0.30,10135.70,2.43,33.11,24.81
24650.00,8.52,1.10,0.30,10060.50,2.43,32.67,21.22
24700.00,7.69,1.10,0.30,9749.80,2.46,32.54,20.23
24700.00,7.60,1.11,0.31,9276.60,2.48,32.63,20.93
24500.00,7.51,1.10,0.31,9014.60,2.47,32.75,23.29
24250.00,7.60,1.09,0.30,9577.90,2.47,32.76,24.25
24500.00,6.44,1.08,0.30,9313.80,2.44,32.83,24.37
24350.00,7.62,1.07,0.30,9562.50,2.46,32.70,23.87
23150.00,6.44,1.07,0.30,9726.20,2.45,32.60,22.52
22700.00,5.12,1.07,0.29,10852.00,2.48,32.61,24.73
22900.00,6.87,1.09,0.30,10445.40,2.47,32.16,22.30
23350.00,7.88,1.10,0.30,10466.70,2.47,32.15,26.94
22600.00,9.68,1.12,0.29,11523.90,2.46,31.84,28.69
23200.00,9.91,1.11,0.30,11748.60,2.46,31.76,33.75
23650.00,11.35,1.12,0.30,12696.60,2.51,31.50,30.77
24350.00,10.92,1.13,0.30,12845.10,2.48,31.43,33.07
24600.00,11.36,1.13,0.30,12441.40,2.48,31.42,34.62
25150.00,11.91,1.13,0.30,12547.20,2.46,31.42,32.87
24900.00,12.42,1.12,0.30,12841.40,2.48,31.49,46.09
24350.00,11.83,1.11,0.30,13194.30,2.47,31.53,46.94
23750.00,12.17,1.10,0.30,13570.20,2.49,31.68,47.72
23650.00,12.73,1.10,0.29,13654.00,2.49,31.85,43.70
24450.00,12.52,1.09,0.29,14014.60,2.48,31.75,46.49
24750.00,12.39,1.09,0.29,14061.00,2.48,31.70,48.63
24650.00,12.17,1.09,0.29,14077.50,2.49,31.64,50.08
24700.00,12.35,1.08,0.29,14047.90,2.51,31.45,51.37
24850.00,12.58,1.08,0.29,14104.80,2.46,31.21,52.60
24150.00,12.63,1.08,0.29,14069.20,2.45,31.21,53.74
23700.00,12.55,1.08,0.28,14117.80,2.46,31.19,53.50
23500.00,12.41,1.08,0.28,13984.50,2.45,31.15,52.12
23300.00,12.61,1.08,0.28,13904.00,2.48,31.12,52.23
23100.00,12.77,1.09,0.28,13987.50,2.50,31.27,51.51
23050.00,12.98,1.09,0.28,14066.90,2.50,31.33,51.72
23050.00,12.95,1.09,0.28,13826.10,2.54,31.32,49.96
23100.00,12.94,1.10,0.28,13655.90,2.50,31.14,49.61
23000.00,12.89,1.10,0.28,13783.80,2.47,30.99,51.11
22750.00,12.79,1.10,0.29,13745.20,2.41,31.08,51.17
23100.00,12.29,1.11,0.29,13912.80,2.43,31.21,49.94
23300.00,12.71,1.11,0.28,13812.60,2.45,31.10,51.01
