Y,BVN,EUR_USD,JPY_THB,NYSE,TenBond_THB,USD_THB,Oil_Crud
19650.00,15.46,1.24,0.29,12986.90,2.39,31.33,61.55
19600.00,15.64,1.23,0.29,12922.20,2.40,31.31,62.79
19750.00,15.94,1.22,0.30,12766.10,2.44,31.42,64.06
19750.00,15.92,1.22,0.30,12732.80,2.49,31.43,63.60
19750.00,15.69,1.23,0.30,12777.40,2.49,31.50,62.60
19750.00,15.49,1.23,0.30,12817.10,2.51,31.48,61.34
19800.00,15.56,1.23,0.29,12826.90,2.46,31.28,61.63
19900.00,15.30,1.23,0.29,12817.20,2.48,31.40,61.63
19950.00,16.03,1.23,0.29,12515.50,2.50,31.50,61.45
19950.00,16.12,1.24,0.29,12512.30,2.49,31.55,60.71
19750.00,15.02,1.25,0.29,12701.90,2.49,31.52,58.98
19750.00,15.19,1.24,0.29,12697.00,2.50,31.41,59.35
19700.00,14.72,1.24,0.29,12974.20,2.51,31.30,61.70
19750.00,14.87,1.23,0.29,13294.40,2.51,31.34,63.92
19750.00,15.21,1.23,0.29,13416.80,2.52,31.47,65.10
19900.00,15.50,1.24,0.29,13441.20,2.49,31.65,65.99
19900.00,15.48,1.25,0.29,13592.80,2.53,31.66,64.76
19850.00,15.80,1.25,0.29,13547.30,2.56,31.51,64.03
19850.00,16.00,1.24,0.29,13548.90,2.52,31.47,65.53
19950.00,15.80,1.24,0.29,13520.10,2.50,31.32,66.18
20050.00,15.89,1.24,0.29,13461.90,2.47,31.41,65.25
20150.00,15.32,1.24,0.29,13388.30,2.49,31.43,65.88
20050.00,15.05,1.24,0.29,13343.00,2.51,31.35,64.42
20050.00,15.07,1.23,0.29,13341.80,2.52,31.45,63.88
20050.00,14.99,1.23,0.29,13282.50,2.46,31.54,63.61
20000.00,14.75,1.23,0.29,13343.80,2.43,31.82,63.74
20000.00,14.82,1.22,0.29,13106.60,2.42,31.84,64.07
20150.00,14.65,1.22,0.29,13108.20,2.41,31.84,63.89
20150.00,14.16,1.23,0.29,13123.80,2.41,31.92,64.43
19950.00,14.37,1.23,0.29,13096.60,2.43,31.95,63.50
19950.00,14.83,1.19,0.29,12860.90,2.44,31.93,63.41
20050.00,14.16,1.19,0.29,12878.40,2.51,31.93,61.61
20050.00,14.15,1.20,0.29,12839.50,2.49,32.16,61.90
20150.00,14.06,1.20,0.29,12808.90,2.46,32.27,60.39
19950.00,13.97,1.19,0.29,12794.10,2.45,32.23,59.91
19900.00,13.80,1.19,0.28,12804.00,2.46,32.16,59.53
19850.00,13.81,1.19,0.29,12771.20,2.51,32.58,59.79
19750.00,13.53,1.19,0.29,12782.60,2.55,32.69,58.40
19550.00,13.28,1.19,0.29,12803.20,2.54,32.81,58.21
19550.00,13.20,1.19,0.29,12760.50,2.52,32.77,58.02
19500.00,12.89,1.18,0.29,12650.10,2.56,32.76,57.66
19500.00,13.01,1.18,0.29,12706.80,2.56,32.72,57.30
19300.00,13.19,1.18,0.29,12709.10,2.59,32.72,57.37
19250.00,13.00,1.18,0.29,12680.70,2.57,32.75,57.15
19300.00,12.85,1.18,0.29,12517.70,2.65,32.64,56.70
19150.00,12.90,1.17,0.29,12550.20,2.67,32.51,57.45
19200.00,13.26,1.18,0.29,12635.70,2.69,32.51,58.02
19500.00,13.48,1.18,0.29,12685.80,2.66,32.53,56.00
19500.00,13.85,1.18,0.29,12636.70,2.63,32.60,57.45
19700.00,13.97,1.19,0.29,12596.40,2.66,32.61,58.32
19700.00,13.97,1.19,0.29,12529.50,2.68,32.63,57.42
19750.00,13.90,1.19,0.29,12412.10,2.73,32.62,57.41
19900.00,14.21,1.18,0.29,12421.30,2.73,32.60,57.73
19950.00,14.30,1.18,0.29,12423.70,2.73,32.59,57.86
19900.00,14.29,1.19,0.29,12406.10,2.71,32.65,58.95
19900.00,14.37,1.19,0.29,12352.60,2.71,32.57,58.05
19800.00,13.99,1.19,0.29,12306.70,2.71,32.59,57.12
19850.00,13.74,1.17,0.29,12281.30,2.73,32.62,56.38
20000.00,13.51,1.17,0.29,12258.80,2.75,32.68,56.69
19900.00,13.60,1.18,0.29,12222.10,2.76,32.68,55.25
19900.00,13.85,1.18,0.29,12316.80,2.76,32.76,55.30
19950.00,13.71,1.18,0.29,12281.20,2.76,32.82,55.06
19950.00,13.85,1.18,0.29,12324.40,2.77,32.83,56.72
19950.00,14.16,1.17,0.29,12326.30,2.77,32.91,56.90
20050.00,14.22,1.17,0.29,12361.20,2.78,33.01,57.02
20000.00,14.49,1.16,0.29,12398.80,2.75,33.05,56.85
19950.00,14.55,1.16,0.29,12383.90,2.74,33.07,56.96
20000.00,13.85,1.16,0.29,12333.80,2.75,33.07,57.27
19900.00,13.66,1.16,0.29,12349.40,2.73,33.10,54.65
20000.00,13.71,1.16,0.29,12339.60,2.75,33.12,54.08
19950.00,13.80,1.17,0.29,12406.20,2.76,33.14,54.16
19950.00,14.22,1.16,0.29,12406.00,2.71,33.10,52.80
20000.00,14.15,1.17,0.29,12408.00,2.66,33.24,52.56
20050.00,14.22,1.18,0.29,12336.10,2.66,33.23,51.89
20100.00,14.33,1.17,0.29,12371.30,2.66,33.22,51.42
20000.00,14.81,1.19,0.29,12355.20,2.64,33.23,52.05
20150.00,14.80,1.18,0.29,12366.00,2.60,33.18,51.94
20200.00,14.62,1.18,0.29,12347.20,2.63,33.20,51.93
20300.00,14.56,1.18,0.29,12329.60,2.68,33.11,51.43
20200.00,13.69,1.18,0.29,12298.10,2.67,33.15,50.94
20250.00,13.89,1.18,0.30,12274.70,2.68,33.12,49.55
20050.00,13.91,1.17,0.29,12209.20,2.67,33.06,49.88
20050.00,13.72,1.17,0.30,12179.30,2.66,33.05,50.16
20100.00,13.60,1.17,0.30,12147.60,2.70,33.25,50.59
20100.00,13.21,1.18,0.30,12154.50,2.63,33.37,51.64
20250.00,12.90,1.18,0.30,12142.10,2.72,33.35,51.58
20200.00,12.80,1.17,0.30,12144.10,2.72,33.39,52.05
20350.00,13.09,1.18,0.30,12134.50,2.72,33.42,52.09
20450.00,12.90,1.18,0.30,12140.20,2.74,33.31,52.12
20200.00,12.98,1.20,0.30,12137.50,2.75,33.40,50.68
20250.00,13.20,1.19,0.30,12126.20,2.78,33.31,50.73
20350.00,12.94,1.19,0.30,12094.80,2.78,33.21,50.72
20450.00,12.82,1.20,0.29,12065.30,2.78,33.10,49.84
20400.00,12.57,1.20,0.29,12042.50,2.80,33.07,49.91
20600.00,13.05,1.19,0.29,12049.70,2.80,33.10,49.85
20750.00,13.08,1.19,0.30,11943.50,2.76,33.10,49.72
20650.00,13.07,1.19,0.30,11874.00,2.78,33.08,49.31
20750.00,13.18,1.20,0.30,11859.30,2.78,33.09,48.34
20900.00,13.02,1.20,0.30,11894.90,2.78,33.10,47.58
21000.00,13.24,1.20,0.30,11898.00,2.77,33.06,49.09
20900.00,13.30,1.19,0.30,11833.90,2.81,33.14,48.59
20850.00,13.78,1.19,0.31,11783.40,2.81,33.11,47.28
20600.00,13.95,1.19,0.31,11733.80,2.83,33.12,47.08
20400.00,13.95,1.19,0.31,11831.00,2.86,33.07,45.95
20550.00,13.63,1.20,0.30,11804.90,2.80,33.17,46.31
20600.00,13.54,1.20,0.30,11806.90,2.78,33.16,46.86
20250.00,13.78,1.19,0.30,11770.60,2.75,33.18,47.89
20250.00,13.66,1.18,0.30,11743.40,2.75,33.20,47.62
20250.00,13.93,1.18,0.31,11700.10,2.74,33.19,48.36
20150.00,13.20,1.18,0.30,11702.00,2.73,33.18,47.64
20200.00,13.07,1.18,0.30,11839.90,2.73,33.25,47.45
20150.00,12.85,1.18,0.31,11868.20,2.69,33.34,48.72
20150.00,12.88,1.17,0.30,11861.20,2.67,33.35,46.93
20150.00,12.77,1.18,0.31,11754.40,2.69,33.24,46.80
20000.00,12.55,1.17,0.30,11906.60,2.70,33.25,47.72
20000.00,12.37,1.18,0.30,11987.80,2.71,33.22,47.49
20100.00,12.41,1.18,0.30,11968.50,2.68,33.25,48.52
19850.00,11.93,1.18,0.30,11979.10,2.68,33.27,49.00
19800.00,12.04,1.18,0.30,11976.20,2.69,33.30,49.31
19850.00,12.18,1.19,0.30,11977.90,2.68,33.26,49.59
19900.00,12.29,1.18,0.30,11983.80,2.71,33.24,48.80
19950.00,11.97,1.17,0.30,11973.10,2.72,33.27,49.85
19800.00,12.15,1.17,0.30,11918.50,2.70,33.29,48.70
19750.00,12.21,1.16,0.30,11944.50,2.67,33.25,48.51
19750.00,12.45,1.16,0.30,11956.30,2.69,33.29,46.46
19750.00,12.43,1.17,0.30,11894.30,2.70,33.37,45.62
19700.00,12.29,1.16,0.30,11878.80,2.75,33.41,46.91
19650.00,12.34,1.15,0.30,11894.70,2.77,33.47,47.09
19700.00,12.37,1.16,0.30,11844.00,2.78,33.40,46.25
19600.00,12.38,1.15,0.30,11832.80,2.78,33.44,45.99
19600.00,12.05,1.15,0.30,11794.40,2.76,33.56,46.68
19500.00,12.08,1.14,0.30,11748.20,2.72,33.61,46.08
19600.00,12.14,1.14,0.30,11713.70,2.76,33.58,45.44
19550.00,12.07,1.15,0.30,11766.10,2.75,33.62,45.74
19550.00,11.89,1.14,0.30,11801.50,2.69,33.77,44.58
19650.00,11.82,1.14,0.30,11777.60,2.65,33.94,45.35
19700.00,11.70,1.14,0.30,11835.50,2.68,33.95,45.65
19900.00,11.57,1.14,0.30,11771.10,2.68,34.08,46.28
20000.00,11.39,1.14,0.30,11765.80,2.74,34.12,44.89
20050.00,11.54,1.14,0.30,11761.50,2.65,34.07,44.89
20050.00,11.67,1.14,0.30,11716.60,2.71,34.00,43.70
19950.00,11.27,1.13,0.30,11704.10,2.70,33.99,43.49
20100.00,11.25,1.12,0.30,11742.50,2.71,33.93,43.16
20100.00,10.93,1.12,0.30,11801.20,2.73,33.99,42.80
20100.00,10.87,1.12,0.30,11801.80,2.74,33.96,42.55
20000.00,11.07,1.12,0.30,11745.30,2.74,33.97,43.38
20000.00,11.53,1.11,0.30,11703.20,2.78,33.97,44.11
20050.00,11.43,1.11,0.31,11810.90,2.70,33.94,44.68
20100.00,11.57,1.12,0.31,11770.10,2.70,33.98,44.25
20250.00,11.64,1.11,0.31,11749.40,2.70,34.01,44.69
20300.00,11.25,1.12,0.30,11678.90,2.73,34.02,45.94
20350.00,11.28,1.12,0.31,11677.80,2.80,33.97,46.01
20400.00,11.25,1.12,0.31,11661.90,2.90,33.94,45.80
20500.00,11.25,1.12,0.31,11702.10,2.93,33.96,45.71
20700.00,11.16,1.12,0.31,11616.20,2.93,33.90,47.98
20550.00,11.89,1.13,0.31,11610.90,2.88,33.91,47.40
20350.00,11.50,1.13,0.31,11607.00,2.87,34.06,48.04
20400.00,12.27,1.12,0.31,11625.30,2.90,34.06,48.63
20300.00,12.39,1.12,0.31,11641.40,2.90,34.08,49.65
20400.00,12.80,1.12,0.31,11605.30,2.89,33.96,49.93
20250.00,12.66,1.12,0.31,11602.40,2.83,34.00,48.75
20350.00,12.36,1.12,0.31,11574.80,2.80,34.16,51.25
20350.00,12.53,1.12,0.31,11475.00,2.73,34.04,51.44
20450.00,12.44,1.12,0.31,11392.90,2.73,34.14,51.04
20300.00,12.37,1.12,0.31,11523.00,2.74,34.12,50.60
20350.00,12.34,1.12,0.31,11635.00,2.76,34.14,49.28
20450.00,12.28,1.11,0.31,11547.40,2.76,34.33,48.93
20200.00,11.95,1.12,0.31,11571.70,2.74,34.43,48.23
20100.00,11.97,1.11,0.31,11602.40,2.74,34.32,48.82
20100.00,12.53,1.10,0.31,11607.30,2.67,34.28,47.85
20100.00,12.45,1.09,0.31,11554.10,2.67,34.51,47.81
20100.00,12.24,1.09,0.31,11544.10,2.67,34.48,46.49
20100.00,12.48,1.09,0.30,11550.40,2.67,34.48,45.51
20300.00,12.75,1.10,0.31,11579.30,2.67,34.54,47.60
20650.00,12.59,1.09,0.31,11601.30,2.66,34.65,49.27
20600.00,12.82,1.09,0.31,11594.70,2.64,34.77,49.22
20550.00,12.50,1.09,0.31,11573.70,2.67,34.65,49.36
20650.00,12.36,1.09,0.31,11515.00,2.65,34.62,49.22
20700.00,11.82,1.09,0.31,11419.50,2.64,34.55,49.68
20750.00,11.78,1.09,0.31,11375.70,2.65,34.59,50.71
20750.00,11.93,1.09,0.31,11402.00,2.56,34.58,50.63
20800.00,11.72,1.07,0.31,11426.80,2.59,34.49,52.36
20800.00,11.93,1.07,0.31,11351.70,2.40,34.42,52.75
20850.00,11.72,1.07,0.31,11460.20,2.35,34.36,52.97
20750.00,11.80,1.06,0.31,11456.20,2.30,34.38,53.40
20500.00,11.95,1.06,0.32,11454.10,2.19,34.40,52.31
20700.00,12.38,1.06,0.32,11501.60,2.20,34.39,51.70
20400.00,12.24,1.06,0.32,11463.80,2.19,34.33,51.18
20350.00,12.52,1.07,0.32,11495.30,2.19,34.28,50.24
20200.00,12.29,1.07,0.32,11497.80,2.19,34.36,50.32
20350.00,12.37,1.07,0.31,11494.90,2.20,34.55,49.60
20350.00,11.93,1.08,0.31,11463.70,2.16,34.62,48.47
20350.00,12.07,1.08,0.31,11403.70,2.21,34.47,47.89
20400.00,12.41,1.09,0.31,11341.30,2.18,34.35,48.12
20350.00,12.18,1.08,0.31,11440.90,2.12,34.44,47.67
20350.00,11.96,1.08,0.31,11410.50,2.16,34.41,48.15
20400.00,12.30,1.08,0.31,11406.60,2.14,34.44,48.16
20150.00,12.47,1.08,0.31,11598.60,2.12,34.37,47.93
20200.00,12.57,1.07,0.31,11582.70,2.12,34.55,48.70
20250.00,12.66,1.07,0.31,11614.90,2.17,34.59,48.79
20250.00,12.37,1.08,0.31,11619.10,2.23,34.55,49.01
20000.00,12.58,1.07,0.31,11490.30,2.21,34.72,48.76
20050.00,12.75,1.06,0.31,11479.00,2.23,34.65,48.45
20050.00,12.70,1.07,0.31,11507.20,2.27,34.85,48.45
20000.00,12.81,1.07,0.31,11510.90,2.36,34.92,49.61
20200.00,12.90,1.06,0.31,11511.80,2.30,35.08,52.79
20300.00,13.00,1.06,0.31,11547.80,2.26,35.32,53.17
20400.00,11.87,1.06,0.31,11575.90,2.24,35.29,52.58
20550.00,11.80,1.05,0.31,11633.60,2.21,35.33,53.69
20600.00,11.93,1.05,0.31,11528.90,2.15,35.37,53.95
20600.00,11.55,1.06,0.31,11531.40,2.16,35.14,54.04
20650.00,11.50,1.06,0.31,11556.10,2.15,35.07,54.02
20550.00,11.60,1.06,0.31,11587.00,2.19,35.05,54.33
20400.00,11.61,1.06,0.31,11544.20,2.18,34.99,53.91
20400.00,12.23,1.05,0.31,11517.90,2.18,34.84,54.26
20400.00,12.32,1.06,0.31,11468.00,2.19,34.91,53.48
20400.00,12.64,1.07,0.31,11519.30,2.22,34.97,53.47
20400.00,13.01,1.06,0.31,11469.10,2.20,35.03,53.01
20300.00,13.20,1.06,0.31,11419.10,2.26,35.03,53.00
20300.00,12.90,1.06,0.31,11347.90,2.28,35.02,52.91
20250.00,13.03,1.07,0.31,11222.10,2.27,35.01,53.15
20400.00,13.44,1.07,0.31,11278.40,2.28,35.03,51.64
20200.00,13.75,1.08,0.31,11268.00,2.27,35.02,53.81
20100.00,13.55,1.08,0.31,11196.10,2.32,35.06,53.68
20050.00,14.10,1.08,0.31,11195.50,2.22,35.06,53.57
20050.00,13.64,1.07,0.31,11228.40,2.24,35.04,52.76
19900.00,14.48,1.07,0.31,11311.30,2.19,35.02,52.60
19850.00,13.88,1.07,0.31,11335.70,2.21,35.07,53.15
19800.00,13.70,1.07,0.31,11297.40,2.17,35.10,53.74
19950.00,13.73,1.07,0.31,11183.60,2.22,35.22,52.96
20150.00,13.52,1.08,0.31,11178.40,2.27,35.25,52.95
20200.00,13.45,1.07,0.31,11175.50,2.35,35.34,52.86
20250.00,13.01,1.07,0.31,11195.80,2.31,35.20,53.33
20100.00,12.94,1.06,0.31,11187.30,2.31,35.25,51.45
20100.00,13.25,1.07,0.31,11209.70,2.29,35.26,51.39
20200.00,13.57,1.06,0.31,11218.00,2.21,35.42,52.52
20100.00,13.32,1.06,0.31,11213.90,2.18,35.40,52.55
19950.00,12.94,1.06,0.31,11181.90,2.17,35.42,53.05
19950.00,12.91,1.06,0.31,11209.70,2.12,35.27,52.37
19950.00,13.43,1.05,0.31,11235.40,2.12,35.41,50.81
19850.00,13.40,1.06,0.31,11138.90,2.11,35.35,53.75
19850.00,12.86,1.05,0.31,11094.80,2.12,35.49,53.73
19800.00,13.19,1.05,0.31,11071.10,2.12,35.56,53.39
19600.00,12.97,1.05,0.31,11148.30,2.10,35.72,53.87
19500.00,12.84,1.04,0.31,11153.60,2.10,35.70,53.66
19400.00,12.82,1.05,0.31,11111.50,2.10,35.80,53.93
19300.00,11.53,1.05,0.31,11127.80,2.09,35.91,53.29
19250.00,11.90,1.04,0.31,11170.40,2.05,36.01,52.68
19250.00,11.31,1.04,0.31,11145.30,2.06,36.01,52.52
19300.00,10.98,1.04,0.31,11127.00,2.06,35.97,53.56
19300.00,10.52,1.04,0.31,11152.20,2.07,36.00,52.11
19250.00,10.47,1.04,0.31,11087.10,2.07,35.98,52.15
19150.00,10.16,1.04,0.31,11214.00,2.02,36.01,51.10
19300.00,10.37,1.05,0.31,11216.80,2.03,35.87,50.79
19500.00,9.97,1.06,0.31,11153.10,2.05,35.86,52.45
19550.00,10.10,1.06,0.30,10977.40,2.05,35.77,52.51
19650.00,10.27,1.06,0.30,10890.10,2.05,35.67,50.92
19800.00,10.30,1.07,0.30,10829.00,2.08,35.57,49.88
19700.00,11.43,1.07,0.31,10860.40,2.09,35.58,50.93
19800.00,11.42,1.07,0.31,10872.40,2.07,35.64,51.01
19700.00,11.83,1.06,0.31,10798.90,2.07,35.61,49.07
20050.00,12.20,1.06,0.31,10857.50,2.08,35.59,45.24
20000.00,11.33,1.06,0.32,10854.70,2.03,35.67,46.88
20050.00,11.37,1.06,0.31,10772.60,2.06,35.70,45.43
19800.00,11.14,1.06,0.31,10793.30,1.96,35.67,47.97
20350.00,11.06,1.06,0.32,10753.20,1.94,35.57,47.94
20400.00,11.10,1.06,0.32,10725.30,1.95,35.65,48.37
20350.00,11.03,1.06,0.32,10717.90,1.97,35.67,45.83
20300.00,11.03,1.06,0.31,10705.50,1.94,35.51,44.93
20500.00,11.12,1.07,0.32,10680.40,1.91,35.53,45.37
20550.00,11.12,1.07,0.32,10660.50,1.94,35.56,45.77
20500.00,11.25,1.07,0.32,10644.60,1.91,35.48,43.76
20400.00,10.43,1.09,0.32,10679.00,1.94,35.50,43.20
21000.00,11.03,1.09,0.33,10462.80,1.93,35.44,44.35
21300.00,11.03,1.09,0.33,10416.30,1.95,35.49,45.31
21200.00,11.45,1.10,0.33,10308.30,1.98,35.41,44.97
21350.00,11.75,1.11,0.33,10350.60,1.98,35.30,44.45
21450.00,12.34,1.11,0.33,10390.00,1.91,35.04,44.63
21400.00,12.75,1.11,0.33,10508.00,1.95,34.99,45.48
21300.00,12.49,1.11,0.34,10476.90,2.03,34.98,46.32
21050.00,12.24,1.10,0.34,10495.30,2.18,34.98,46.77
21050.00,12.96,1.10,0.34,10561.50,2.14,34.95,48.25
21050.00,12.94,1.09,0.34,10506.00,2.10,35.03,49.61
20950.00,13.90,1.09,0.34,10575.20,2.11,35.03,49.22
21000.00,13.60,1.09,0.33,10545.10,2.12,35.01,49.31
20900.00,12.94,1.09,0.34,10587.80,2.11,35.13,50.49
20950.00,13.13,1.09,0.33,10580.50,2.12,35.03,50.66
20950.00,13.53,1.10,0.33,10578.90,2.04,34.88,51.40
20850.00,13.47,1.10,0.33,10516.30,2.06,35.03,50.77
20900.00,13.39,1.10,0.34,10579.80,2.03,35.00,50.04
20950.00,13.78,1.10,0.34,10487.60,2.06,34.83,50.23
20950.00,13.89,1.11,0.34,10656.20,2.09,35.00,50.58
21150.00,13.89,1.10,0.34,10671.20,2.09,35.23,50.00
20900.00,13.24,1.11,0.34,10664.50,2.15,35.33,51.10
20800.00,12.47,1.12,0.34,10666.40,2.16,35.36,49.57
20850.00,12.42,1.12,0.34,10721.90,2.27,35.67,49.65
20900.00,12.44,1.12,0.34,10679.10,2.31,35.13,49.26
21550.00,12.33,1.12,0.34,10742.10,2.30,34.87,48.04
21650.00,12.53,1.12,0.34,10665.60,2.17,34.81,47.76
21650.00,12.05,1.12,0.34,10600.10,2.10,34.74,47.20
21650.00,13.24,1.12,0.34,10675.20,2.06,34.60,44.96
21800.00,13.78,1.13,0.34,10793.70,2.07,34.65,45.62
21850.00,14.11,1.12,0.34,10769.40,2.04,34.57,44.62
21800.00,13.64,1.12,0.34,10605.10,2.05,34.58,46.07
21800.00,13.23,1.12,0.34,10608.60,2.10,34.57,45.62
21600.00,13.64,1.12,0.34,10533.40,2.10,34.66,44.50
21650.00,14.19,1.12,0.34,10554.10,1.95,34.60,43.13
21650.00,14.60,1.12,0.34,10501.30,1.83,34.67,43.18
21650.00,14.85,1.12,0.35,10533.70,1.79,34.75,43.71
21800.00,14.39,1.12,0.34,10644.50,1.78,34.80,43.70
21800.00,14.14,1.12,0.34,10563.70,1.78,34.90,45.00
21900.00,14.18,1.12,0.34,10799.10,1.80,34.90,46.06
21850.00,14.14,1.12,0.34,10880.00,1.77,34.87,45.57
21950.00,14.33,1.13,0.34,10879.60,1.81,34.93,47.36
22000.00,14.33,1.12,0.34,10830.50,1.82,34.85,46.12
21750.00,14.72,1.11,0.34,10780.20,1.85,34.88,44.15
21450.00,13.98,1.12,0.34,10817.30,1.79,34.76,43.55
21500.00,14.98,1.12,0.34,10753.50,1.80,34.63,46.24
21600.00,15.60,1.11,0.34,10808.40,1.77,34.73,46.98
21550.00,14.32,1.12,0.34,10780.70,1.77,34.63,47.22
21600.00,13.81,1.12,0.33,10845.20,1.81,34.59,47.37
21700.00,12.84,1.13,0.33,10857.90,1.79,34.57,46.80
21850.00,13.50,1.13,0.34,10798.10,1.74,34.56,47.59
21850.00,13.35,1.13,0.34,10822.50,1.70,34.66,47.39
21900.00,14.02,1.13,0.34,10823.80,1.73,34.53,48.40
22000.00,13.07,1.13,0.34,10803.70,1.73,34.63,48.33
22100.00,14.17,1.14,0.34,10843.40,1.74,34.63,46.90
22000.00,15.31,1.13,0.35,10838.30,1.68,34.66,46.37
21950.00,15.69,1.13,0.35,10827.90,1.62,34.64,45.59
22000.00,15.98,1.12,0.35,10775.10,1.58,34.54,44.74
22050.00,15.75,1.12,0.35,10797.40,1.57,34.63,41.48
22000.00,15.40,1.11,0.35,10789.90,1.65,34.60,42.83
22100.00,15.85,1.12,0.35,10697.20,1.73,34.58,41.99
22350.00,15.65,1.11,0.34,10660.90,1.79,34.77,41.16
22350.00,15.55,1.11,0.34,10729.10,1.83,34.71,39.70
22150.00,15.25,1.11,0.34,10768.80,1.85,34.77,40.08
22150.00,15.00,1.12,0.34,10734.10,1.87,34.98,41.35
22000.00,15.10,1.12,0.34,10727.90,1.87,35.06,41.12
22000.00,15.44,1.12,0.34,10782.30,1.88,34.99,41.93
21800.00,15.25,1.11,0.35,10754.90,1.87,34.76,42.66
21800.00,15.18,1.11,0.34,10787.60,1.80,34.77,43.07
21750.00,14.67,1.10,0.34,10764.30,1.80,34.77,44.20
21900.00,14.39,1.10,0.34,10784.70,1.82,34.85,44.60
21750.00,13.89,1.10,0.33,10758.60,1.86,34.94,45.65
22000.00,12.88,1.10,0.33,10808.90,1.87,34.98,44.59
22000.00,12.41,1.10,0.33,10806.20,1.95,35.02,45.52
22250.00,12.55,1.10,0.33,10743.20,1.99,34.96,45.14
22150.00,12.65,1.11,0.33,10685.60,1.94,34.95,46.58
22500.00,12.21,1.11,0.33,10606.00,1.91,35.03,44.58
22700.00,12.30,1.11,0.33,10461.10,1.89,35.01,45.07
22700.00,12.61,1.11,0.33,10356.20,1.90,35.03,47.88
22650.00,12.48,1.11,0.33,10495.10,1.97,35.20,46.83
21850.00,12.79,1.11,0.34,10374.60,1.97,35.22,49.55
21950.00,12.95,1.11,0.34,10254.90,1.99,35.15,48.06
22000.00,12.87,1.11,0.34,10073.10,2.08,35.13,46.59
22100.00,12.60,1.11,0.35,10084.50,2.11,35.22,47.81
21300.00,12.14,1.11,0.35,10335.90,2.12,35.18,50.30
21000.00,12.12,1.11,0.35,10573.50,2.12,35.03,49.08
21100.00,11.75,1.10,0.34,10507.90,2.08,35.12,50.22
21400.00,11.66,1.11,0.34,10481.20,2.05,35.10,49.14
21350.00,11.34,1.14,0.34,10456.90,2.07,35.20,48.29
21350.00,11.17,1.13,0.34,10343.60,2.08,35.29,45.99
21550.00,11.52,1.12,0.35,10237.90,2.02,35.29,47.45
21400.00,10.74,1.13,0.35,10294.70,2.06,35.12,47.90
21250.00,10.59,1.13,0.34,10310.10,2.07,35.17,48.52
21150.00,10.67,1.12,0.34,10400.10,2.12,35.22,48.85
21050.00,10.22,1.13,0.34,10501.60,2.09,35.19,50.47
20850.00,10.75,1.12,0.34,10581.20,2.06,35.21,51.45
20700.00,11.52,1.13,0.33,10620.20,2.00,35.29,49.71
20700.00,10.39,1.13,0.34,10554.60,2.10,35.24,48.88
20500.00,10.64,1.13,0.33,10508.50,2.16,35.28,48.82
20450.00,11.31,1.14,0.33,10385.90,2.27,35.17,49.54
20450.00,11.32,1.14,0.33,10479.90,2.28,35.28,49.31
20700.00,11.02,1.14,0.33,10438.00,2.29,35.14,49.70
20750.00,10.71,1.11,0.33,10462.30,2.29,35.10,49.09
21050.00,11.16,1.11,0.33,10399.10,2.29,35.24,48.08
21100.00,9.56,1.12,0.33,10275.80,2.33,35.36,48.46
21200.00,9.47,1.12,0.33,10238.00,2.34,35.77,47.87
21400.00,9.80,1.11,0.32,10189.80,2.45,35.75,48.53
21300.00,10.01,1.12,0.32,10230.00,2.51,35.60,47.90
21300.00,9.52,1.12,0.32,10312.70,2.44,35.65,46.28
21100.00,9.32,1.12,0.32,10243.20,2.49,35.75,46.41
21150.00,9.83,1.13,0.32,10305.90,2.46,35.67,46.00
21000.00,9.28,1.13,0.33,10391.90,2.48,35.68,43.25
21300.00,10.21,1.13,0.32,10323.30,2.51,35.68,45.00
21200.00,10.16,1.14,0.32,10302.70,2.51,35.49,43.85
20950.00,10.16,1.14,0.33,10432.20,2.46,35.41,45.90
20600.00,9.81,1.15,0.32,10450.10,2.48,35.43,45.30
20600.00,9.23,1.14,0.33,10480.20,2.52,35.32,44.64
20550.00,9.72,1.14,0.32,10521.20,2.56,35.24,42.96
20450.00,10.25,1.13,0.33,10528.50,2.61,34.95,43.75
20650.00,9.68,1.13,0.33,10492.60,2.59,34.91,43.42
20600.00,9.03,1.13,0.33,10487.80,2.63,34.99,43.97
20600.00,8.80,1.12,0.32,10464.20,2.63,35.11,40.80
20350.00,8.53,1.13,0.31,10524.50,2.64,35.12,40.04
20450.00,8.48,1.13,0.32,10517.10,2.65,35.06,38.75
20650.00,8.56,1.14,0.32,10463.60,2.63,35.07,39.72
20500.00,8.45,1.13,0.31,10315.60,2.63,35.08,37.52
20350.00,8.27,1.13,0.32,10154.10,2.50,34.86,37.76
20400.00,8.36,1.14,0.32,10108.70,2.52,34.82,35.50
20200.00,8.16,1.14,0.32,10113.00,2.53,34.94,36.61
20400.00,7.68,1.14,0.32,10104.80,2.53,35.00,38.14
20400.00,8.38,1.14,0.32,10227.10,2.53,35.11,38.30
20600.00,8.18,1.14,0.32,10132.60,2.55,35.17,38.52
20350.00,7.58,1.13,0.32,10236.80,2.56,35.25,39.32
20200.00,7.39,1.13,0.32,10245.90,2.56,35.16,39.55
20300.00,7.52,1.12,0.31,10071.40,2.58,35.13,39.73
20500.00,7.12,1.12,0.31,10105.10,2.59,35.23,41.19
20500.00,7.49,1.12,0.31,10032.90,2.60,35.33,41.59
20650.00,6.94,1.12,0.31,10171.40,2.60,35.33,39.06
