Date,Dollar_Index,World_Gold_Price,Dow_Jones_Avg,Set_Index,Thai_Five_Bond,Thai_Ten_Bond,Oil_Price,Usd_Thb,Spx,Xag_Usd,Rhodium,Eur_Usd,Nyse,Bvn,Us_Five_Year,Us_Ten_Year,Copper,Palladium,Y
39815.00,88.17,945.15,7062.93,431.52,2.50,3.95,44.76,36.19,735.09,13.13,1050.00,1.27,4617.00,19.26,1.99,3.02,1.54,184.50,13.13
39814.00,85.83,927.75,8000.86,437.69,2.20,3.55,41.68,34.98,825.88,12.67,1150.00,1.28,5195.80,18.84,1.88,2.85,1.48,186.65,12.67
39459.00,81.15,880.20,8776.39,449.96,3.32,2.51,44.60,34.79,903.25,11.36,950.00,1.40,5757.10,19.92,1.56,2.22,1.41,192.60,11.36
39458.00,86.52,817.50,8829.04,401.84,3.55,3.85,54.43,35.47,896.24,10.29,1590.00,1.27,5599.30,18.00,1.92,2.92,1.64,198.55,10.29
39457.00,85.63,725.05,9325.01,416.53,4.25,3.95,67.81,35.05,968.75,9.86,4275.00,1.27,6061.10,12.64,2.81,3.97,1.83,224.55,9.86
39456.00,79.45,871.95,10850.66,596.54,4.36,4.53,100.64,33.86,1166.36,12.07,6100.00,1.41,7532.80,23.48,2.99,3.83,2.88,303.80,12.07
39455.00,77.38,830.80,11543.55,684.44,4.75,4.50,115.46,34.23,1282.83,13.63,8225.00,1.47,8382.10,23.20,3.09,3.83,3.40,471.20,13.63
39454.00,73.23,913.85,11378.02,676.32,5.68,5.12,124.08,33.52,1267.38,17.73,9625.00,1.56,8438.60,26.91,3.25,3.96,3.66,435.00,17.73
39453.00,72.46,925.10,11350.01,768.59,4.64,5.99,140.00,33.43,1280.00,17.41,9775.00,1.58,8660.50,32.69,3.34,3.98,3.88,452.50,17.41
39452.00,72.88,886.90,12638.32,833.65,4.15,5.24,127.35,32.49,1400.38,16.88,9075.00,1.56,9401.10,32.90,3.43,4.07,3.61,571.95,16.88
39451.00,72.51,870.95,12820.13,832.45,3.79,4.70,113.46,31.66,1385.59,16.87,9050.00,1.56,9299.60,31.29,3.02,3.73,3.90,365.05,16.87
39450.00,71.80,915.70,12262.89,817.03,3.70,4.61,101.58,31.47,1322.70,17.23,8930.00,1.58,8797.30,34.25,2.45,3.42,3.83,348.65,17.23
39449.00,73.71,972.48,12266.39,845.76,3.55,4.47,101.84,31.08,1330.63,19.81,7200.00,1.52,8962.50,38.02,2.47,3.52,3.86,341.90,19.81
39448.00,75.18,925.62,12650.36,784.23,4.46,4.04,,31.30,1378.55,16.90,6775.00,1.49,9126.20,33.52,2.77,3.60,3.31,333.50,16.90
39094.00,76.69,833.60,13264.82,858.10,4.45,4.98,,30.05,1468.36,14.79,6725.00,1.46,9740.30,28.30,3.46,4.04,3.04,364.15,14.79
39093.00,76.15,782.90,13371.72,846.44,4.31,5.17,,30.70,1481.14,14.00,6150.00,1.46,9856.90,27.91,3.40,3.95,3.18,368.00,14.00
39092.00,76.48,796.20,13930.01,907.28,4.08,4.83,,31.68,1549.38,14.50,5925.00,1.45,10311.60,28.70,4.18,4.47,3.48,354.35,14.50
39091.00,77.72,744.10,13895.63,845.50,4.13,4.75,,31.90,1526.75,13.79,5900.00,1.43,10039.30,23.89,4.26,4.59,3.64,351.10,13.79
39090.00,80.79,673.00,13357.74,813.21,4.10,4.80,,32.54,1473.99,12.06,6025.00,1.36,9597.00,19.11,4.26,4.53,3.40,326.40,12.06
39089.00,80.77,663.50,13211.99,859.76,4.00,4.65,,29.95,1455.27,12.84,6070.00,1.37,9554.50,19.95,4.56,4.73,3.64,329.35,12.84
39088.00,81.92,649.65,13408.62,776.79,3.45,4.47,,31.70,1503.35,12.41,6225.00,1.35,9873.00,18.73,4.93,5.03,3.45,320.50,12.41
39087.00,82.30,660.95,13627.64,737.40,3.63,3.88,,32.90,1530.62,13.43,5950.00,1.35,9978.60,16.77,4.86,4.89,3.39,316.20,13.43
39086.00,81.45,678.25,13062.91,699.16,4.06,3.87,,32.85,1482.37,13.41,6075.00,1.36,9627.70,16.29,4.52,4.63,3.56,343.20,13.41
39085.00,82.93,663.60,12354.35,673.71,4.38,4.31,,32.33,1420.86,13.38,6000.00,1.34,9261.80,14.97,4.54,4.65,3.14,309.50,13.38
39084.00,83.57,669.95,12268.63,677.13,4.58,4.47,,34.03,1406.82,14.16,5925.00,1.32,9124.50,13.86,4.53,4.58,2.75,347.25,14.16
39083.00,84.61,653.20,12621.69,654.04,5.10,4.75,,34.75,1438.24,13.54,5550.00,1.30,9254.70,14.46,4.81,4.81,2.60,334.65,13.54
38729.00,83.72,636.80,12463.15,679.84,4.62,5.50,,35.45,1418.30,12.90,4800.00,1.32,9139.00,14.03,4.69,4.70,2.87,289.30,12.90
38728.00,82.92,648.30,12221.93,739.06,5.03,4.77,,35.90,1400.63,13.97,4880.00,1.32,8969.00,14.27,4.45,4.46,3.19,296.95,13.97
38727.00,85.32,606.60,12080.73,722.46,5.08,5.15,,36.69,1377.94,12.28,4750.00,1.28,8775.00,12.93,4.57,4.60,3.35,261.50,12.28
38726.00,85.97,598.30,11679.07,686.10,5.24,5.14,,37.57,1335.85,11.44,4550.00,1.27,8469.60,13.50,4.59,4.63,3.46,255.50,11.44
38725.00,85.05,626.90,11381.15,690.90,5.39,5.28,,37.58,1303.82,12.90,4550.00,1.28,8388.60,13.97,4.70,4.73,3.46,227.15,12.90
38724.00,85.30,634.58,11185.68,691.49,5.52,5.50,,37.86,1276.66,11.34,4800.00,1.28,8242.10,14.55,4.91,4.99,3.55,199.80,11.34
38723.00,85.22,613.10,11150.22,678.13,5.38,5.67,,38.12,1270.20,11.01,5800.00,1.28,8169.10,13.64,5.10,5.15,3.36,181.95,11.01
38722.00,84.72,643.70,11168.31,709.43,5.34,5.48,,38.16,1270.09,12.54,4700.00,1.28,8189.10,12.88,5.04,5.12,3.61,194.60,12.54
38721.00,86.11,654.50,11367.14,768.29,5.35,5.55,,37.53,1310.61,13.72,4000.00,1.26,8471.40,15.20,4.91,5.06,3.22,181.95,13.72
38720.00,89.73,583.65,11109.32,733.25,5.07,5.61,,38.88,1294.83,11.50,3400.00,1.21,8233.20,12.35,4.82,4.85,2.46,182.45,11.50
38719.00,90.11,561.75,10993.41,744.05,5.21,5.33,,39.11,1280.66,9.77,3250.00,1.19,8060.60,13.11,4.60,4.56,2.18,197.90,9.77
38718.00,88.96,568.95,10864.86,762.63,5.28,5.48,,38.93,1280.08,9.82,2975.00,1.22,8106.60,13.86,4.46,4.52,2.22,194.05,9.82
38364.00,91.17,517.60,10717.50,713.73,5.76,5.47,,41.03,1248.29,8.82,2950.00,1.18,7753.90,14.15,4.36,4.40,2.04,183.05,8.82
38363.00,91.57,493.85,10805.87,667.75,6.07,6.05,,41.25,1249.48,8.25,2600.00,1.18,7645.30,14.01,4.43,4.49,1.97,190.40,8.25
38362.00,90.07,465.20,10440.07,682.62,4.98,6.58,,40.78,1207.01,7.54,2500.00,1.20,7433.10,12.88,4.45,4.56,1.79,185.25,7.54
38361.00,89.52,469.15,10568.70,723.23,4.55,5.34,,41.05,1228.81,7.46,2025.00,1.20,7633.00,15.53,4.20,4.33,1.73,210.60,7.46
38360.00,87.58,435.25,10481.60,697.85,4.18,4.93,,41.28,1220.33,6.83,1900.00,1.23,7496.10,12.40,3.86,4.01,1.67,212.20,6.83
38359.00,89.35,430.20,10640.91,675.67,3.57,4.69,,41.66,1234.18,7.23,1900.00,1.21,7476.70,11.77,4.13,4.28,1.62,225.85,7.23
38358.00,89.11,435.25,10274.97,675.50,3.64,4.03,,41.33,1191.33,7.05,1535.00,1.21,7217.80,11.49,3.70,3.92,1.51,214.30,7.05
38357.00,87.76,417.35,10467.48,667.55,3.50,4.25,,40.63,1191.50,7.40,1450.00,1.23,7134.30,10.69,3.74,3.99,1.42,217.20,7.40
38356.00,84.43,434.88,10192.51,658.88,3.78,4.14,,39.45,1156.85,6.90,1480.00,1.29,7008.30,10.68,3.90,4.20,1.46,214.95,6.90
38355.00,84.06,428.45,10503.76,681.49,4.05,4.49,,39.12,1180.59,7.15,1475.00,1.30,7167.50,11.39,4.17,4.49,1.50,257.45,7.15
38354.00,82.51,435.62,10766.23,741.55,4.10,4.78,,38.24,1203.60,7.32,1475.00,1.32,7321.20,11.58,4.02,4.38,1.50,258.30,7.32
38353.00,83.60,422.62,10489.94,701.91,3.99,4.90,,38.55,1181.27,6.73,1275.00,1.30,7089.80,10.63,3.70,4.13,1.42,289.95,6.73
37998.00,80.85,438.45,10783.01,668.10,3.90,4.85,,38.87,1211.92,6.80,1275.00,1.36,7250.10,11.45,3.61,4.22,1.45,229.15,6.80
37997.00,81.82,450.88,10428.02,656.73,3.69,4.95,,39.42,1173.82,7.70,1180.00,1.33,7005.70,11.75,3.69,4.36,1.44,231.55,7.70
37996.00,84.91,428.52,10027.47,628.16,3.59,4.90,,41.04,1130.20,7.28,1080.00,1.28,6692.70,12.42,3.28,4.03,1.33,,7.28
37995.00,87.36,418.25,10080.27,644.67,3.60,4.73,,41.40,1114.58,6.89,1200.00,1.24,6570.20,11.88,3.32,4.12,1.40,,6.89
37994.00,88.94,409.82,10173.92,624.59,3.71,4.90,,41.63,1104.24,6.75,980.00,1.22,6454.20,11.36,3.33,4.24,1.28,,6.75
37993.00,89.96,391.25,10139.71,636.70,3.54,5.17,,41.30,1101.72,6.54,850.00,1.20,6403.10,10.77,3.69,4.49,1.30,,6.54
37992.00,88.80,394.38,10435.48,646.64,3.59,5.18,,40.94,1140.84,5.83,800.00,1.22,6603.00,11.05,3.77,4.58,1.21,,5.83
37991.00,88.95,395.50,10188.45,641.05,3.39,5.00,,40.55,1120.68,6.17,780.00,1.22,6484.70,11.71,3.71,4.67,1.27,,6.17
37990.00,90.48,387.60,10225.57,648.15,2.35,4.80,,40.05,1107.30,6.04,730.00,1.20,6439.40,10.82,3.60,4.51,1.21,,6.04
37989.00,87.61,426.62,10357.70,647.30,2.44,4.04,,39.25,1126.21,7.92,570.00,1.23,6599.10,14.45,2.78,3.84,1.36,,7.92
37988.00,87.31,396.45,10583.92,716.30,2.56,4.50,,39.28,1144.94,6.69,470.00,1.25,6692.40,12.11,2.94,3.97,1.35,,6.69
37987.00,87.20,402.57,10488.07,698.90,2.76,4.75,,39.26,1131.13,6.23,485.00,1.25,6551.60,11.70,3.14,4.13,1.14,,6.23
37633.00,86.92,415.05,10453.92,772.15,3.12,4.85,,39.62,1111.92,5.94,485.00,1.26,6440.30,14.14,3.21,4.25,1.05,,5.94
37632.00,90.21,397.88,9782.46,646.03,2.73,4.75,,39.93,1058.20,5.35,460.00,1.20,6073.00,14.55,3.25,4.33,0.91,,5.35
37631.00,92.73,384.40,9801.12,639.45,2.14,4.22,,39.95,1050.71,5.05,460.00,1.16,5959.00,11.90,3.23,4.30,0.94,,5.05
37630.00,92.85,385.25,9275.06,578.98,2.10,3.49,,40.03,995.97,5.12,460.00,1.17,5644.00,9.89,2.82,3.94,0.82,,5.12
37629.00,98.10,375.57,9415.82,537.71,1.93,3.22,,41.15,1008.01,5.10,460.00,1.10,5660.20,9.55,3.46,4.47,0.81,,5.10
37628.00,96.89,355.00,9233.80,484.11,1.56,2.92,,41.99,993.32,5.14,480.00,1.12,5559.00,8.31,3.21,4.41,0.82,,5.14
37627.00,94.73,346.40,8985.44,461.82,1.89,2.27,,42.10,974.50,4.56,510.00,1.15,5501.40,7.52,2.41,3.52,0.75,,4.56
37626.00,93.27,364.98,8985.44,403.82,2.04,2.69,,41.72,963.59,4.53,500.00,1.18,5435.40,7.36,2.29,3.37,0.78,,4.53
37625.00,97.19,339.62,8850.26,374.63,2.14,3.17,,42.79,916.92,4.65,530.00,1.12,5131.60,6.65,2.75,3.84,0.73,,4.65
37624.00,99.06,337.48,8480.09,364.55,2.11,3.28,,42.84,848.18,4.47,550.00,1.09,4730.20,6.25,2.71,3.80,0.72,,4.47
37623.00,99.71,349.85,7992.13,361.32,2.10,3.20,,42.79,841.15,4.60,575.00,1.08,4716.10,6.30,2.67,3.69,0.78,,4.60
37622.00,99.91,368.48,7992.13,370.01,2.47,3.16,,42.80,855.70,4.84,550.00,1.08,4868.70,6.91,2.94,3.97,0.80,,4.84
37268.00,101.85,347.00,7891.08,356.48,2.33,3.65,,43.13,879.82,4.77,650.00,1.05,5000.00,6.60,2.73,3.82,0.70,,4.77
37267.00,106.41,319.05,7891.08,364.90,2.61,3.55,,43.50,936.31,4.44,670.00,0.99,5236.90,5.62,3.26,4.21,0.75,,4.44
37266.00,106.64,317.80,8053.81,357.22,2.75,3.76,,43.32,885.76,4.51,670.00,0.99,5000.30,5.56,2.81,3.90,0.72,,4.51
37265.00,106.87,323.75,8053.81,331.79,3.00,3.86,,43.28,815.28,4.53,700.00,0.99,4710.00,5.35,2.56,3.60,0.67,,4.53
37264.00,106.98,312.75,8341.63,361.16,3.44,4.41,,42.24,916.07,4.46,710.00,0.98,5239.80,6.46,3.19,4.13,0.69,,4.46
37263.00,107.41,303.55,8341.63,376.02,3.60,4.99,,42.03,911.62,4.60,800.00,0.98,5195.60,5.15,3.48,4.46,0.68,,4.60
37262.00,106.11,314.62,8896.09,389.10,3.75,5.23,,41.53,989.82,4.83,815.00,0.99,5636.50,6.40,4.04,4.81,0.77,,4.83
37261.00,111.81,326.55,8397.03,407.96,3.78,5.48,,42.34,1067.14,5.01,900.00,0.93,6035.30,7.46,4.36,5.05,0.77,,5.01
37260.00,115.19,308.35,7591.93,371.42,3.94,5.56,,43.25,1076.92,4.54,925.00,0.90,6071.20,6.67,4.43,5.09,0.74,,4.54
37259.00,118.62,302.70,7591.93,373.95,3.58,5.94,,43.47,1147.39,4.64,900.00,0.87,6348.80,6.75,4.82,5.41,0.77,,4.64
37258.00,119.16,296.95,8663.50,371.81,2.89,5.06,,43.68,1106.73,4.51,2000.00,0.87,6118.00,6.48,4.20,4.87,0.72,,4.51
37257.00,120.24,282.35,8736.59,340.82,2.97,4.52,,44.07,1130.20,4.24,2225.00,0.86,6116.90,5.89,4.37,5.05,0.74,,4.24
36903.00,116.75,278.95,9243.26,303.85,3.51,4.65,,44.24,1148.08,4.62,,0.89,6236.40,5.18,4.34,5.03,0.66,,4.62
36902.00,116.13,274.40,9243.26,302.62,3.58,5.05,,43.94,1139.45,4.17,,0.90,6125.00,4.51,4.06,4.75,0.73,,4.17
36901.00,114.86,279.65,9925.25,275.09,4.40,5.54,,44.71,1059.78,4.22,,0.90,5776.90,5.07,3.47,4.24,0.63,,4.22
36900.00,113.48,292.95,9946.22,277.04,5.00,6.05,,44.45,1040.94,4.64,,0.91,5750.40,5.41,3.81,4.59,0.65,,4.64
36899.00,113.42,274.45,10403.94,335.57,5.00,6.38,,44.05,1133.58,4.20,,0.91,6215.70,4.80,4.38,4.84,0.68,,4.20
36898.00,117.18,266.85,10106.13,297.69,4.80,6.30,,45.72,1211.23,4.24,,0.88,6523.40,4.34,4.53,5.06,0.69,,4.24
36897.00,119.43,270.85,9920.00,322.55,4.60,6.15,,45.30,1224.38,4.31,,0.85,6574.30,4.61,4.97,5.40,0.71,,4.31
36896.00,119.07,266.05,9920.00,310.13,3.45,5.95,,45.38,1255.82,4.40,,0.85,6784.90,4.00,4.91,5.39,0.76,,4.40
36895.00,115.85,264.05,10021.57,300.63,3.33,5.12,,45.65,1249.46,4.34,,0.89,6712.50,3.77,4.89,5.34,0.78,,4.34
36894.00,117.37,257.95,10021.50,291.94,2.89,5.05,,45.03,1160.33,4.30,,0.88,6298.40,3.70,4.55,4.92,0.77,,4.30
36893.00,112.01,267.25,9851.56,325.20,,4.40,,43.10,1239.94,4.48,,0.92,6629.10,4.05,4.67,4.90,0.82,,4.48
