Y,BVN,JPY_THB,NYSE,Oil,Thai_Ten,USD_THB
20900.00,14.40,0.29,12676.40,72.09,2.82,32.78
20650.00,14.57,0.29,12708.60,72.25,2.82,32.70
20500.00,14.46,0.29,12660.70,71.14,2.82,32.58
20550.00,14.63,0.29,12727.40,70.20,2.82,32.56
20550.00,15.29,0.29,12812.10,71.39,2.87,32.59
20550.00,15.45,0.29,12856.10,69.71,2.87,32.90
20400.00,15.97,0.29,12861.70,68.80,2.86,32.69
20500.00,15.79,0.28,12845.10,68.93,2.90,32.65
20250.00,15.78,0.28,12778.20,68.79,2.88,32.93
20250.00,16.09,0.28,12797.90,70.24,2.87,33.17
20250.00,15.92,0.28,12696.50,69.89,2.93,33.17
20300.00,15.88,0.28,12673.90,67.53,2.96,33.32
20500.00,15.95,0.28,12620.80,67.82,2.97,33.29
20450.00,15.73,0.28,12596.70,67.88,2.94,33.36
20500.00,15.44,0.28,12606.20,68.64,2.96,33.28
20150.00,15.53,0.28,12514.30,69.43,2.99,33.25
20150.00,15.55,0.28,12516.50,69.89,3.00,33.23
20400.00,15.60,0.28,12646.60,69.91,2.96,33.22
20550.00,15.84,0.28,12715.30,69.91,2.97,33.37
20400.00,15.79,0.29,12701.60,70.06,2.96,33.24
20550.00,15.66,0.29,12832.20,69.71,2.98,33.30
20550.00,15.58,0.29,12771.60,68.54,2.97,33.15
20350.00,15.50,0.29,12735.10,68.93,2.95,33.20
20250.00,15.16,0.29,12741.50,68.57,2.96,33.30
20350.00,15.41,0.29,12710.60,67.90,2.90,33.32
20150.00,15.50,0.29,12711.90,68.07,2.85,33.40
19800.00,15.38,0.29,12791.90,66.08,2.88,33.24
19800.00,15.65,0.29,12748.90,66.62,2.86,33.37
19750.00,15.77,0.29,12660.20,65.91,2.86,33.45
19750.00,15.68,0.29,12565.20,65.47,2.82,33.32
19750.00,15.12,0.29,12498.20,64.95,2.86,33.48
19650.00,15.15,0.29,12493.40,66.62,2.85,33.30
19600.00,15.30,0.29,12335.40,67.42,2.84,33.33
19650.00,15.46,0.29,12395.50,67.78,2.86,33.26
19650.00,15.61,0.29,12486.10,66.74,2.83,33.30
19700.00,16.15,0.29,12490.20,66.79,2.83,33.20
19650.00,15.85,0.29,12615.40,69.09,2.84,33.32
19650.00,15.85,0.29,12567.70,68.90,2.84,33.17
19600.00,15.89,0.29,12539.60,68.65,2.87,33.07
19550.00,16.16,0.29,12491.40,68.99,2.86,33.13
19450.00,16.08,0.29,12659.90,67.86,2.84,33.20
19400.00,16.45,0.29,12618.10,68.43,2.83,33.16
19300.00,16.52,0.29,12670.90,70.05,2.88,33.15
19200.00,16.60,0.29,12714.60,69.01,2.88,33.16
19250.00,16.55,0.29,12737.10,69.58,2.89,32.99
19300.00,16.55,0.29,12680.40,69.38,2.90,33.15
19300.00,16.36,0.29,12601.40,68.77,2.94,33.05
19300.00,16.47,0.29,12580.20,67.80,2.90,33.03
19300.00,16.65,0.29,12559.00,68.17,2.90,32.94
19200.00,16.46,0.29,12509.40,69.39,2.92,32.92
19200.00,16.21,0.29,12380.60,69.00,2.94,32.90
19200.00,16.03,0.29,12412.90,67.61,2.97,32.81
19200.00,15.91,0.29,12511.60,68.03,2.96,32.75
19200.00,15.95,0.29,12512.40,70.52,2.96,32.68
19200.00,15.84,0.29,12218.90,70.38,2.95,32.62
19250.00,15.80,0.29,12274.30,70.60,2.94,32.21
19250.00,15.48,0.29,12432.90,74.20,2.98,32.14
19350.00,15.37,0.29,12356.20,74.04,2.93,32.09
19200.00,14.88,0.29,12325.30,73.87,2.94,32.07
19150.00,14.55,0.29,12466.40,73.16,2.91,32.01
19200.00,14.64,0.29,12327.10,74.23,2.86,32.02
19250.00,14.98,0.29,12413.60,74.62,2.85,31.92
19350.00,15.03,0.29,12574.20,74.08,2.76,31.94
19300.00,14.85,0.29,12663.70,73.62,2.90,32.00
19300.00,14.65,0.29,12663.20,73.33,2.93,32.00
19250.00,14.28,0.29,12755.50,72.27,2.98,32.05
19200.00,14.41,0.29,12752.70,70.68,3.00,32.02
19250.00,14.65,0.29,12788.20,68.21,3.06,32.10
19300.00,14.99,0.29,12874.50,68.75,3.06,32.00
19300.00,15.12,0.29,12938.50,65.93,3.08,31.93
19350.00,15.57,0.29,12930.40,65.34,3.12,31.99
19350.00,15.28,0.29,12802.10,65.11,3.10,32.11
19300.00,15.22,0.29,12725.20,65.82,3.07,32.00
19300.00,15.18,0.29,12634.00,64.40,3.00,32.17
19200.00,15.69,0.29,12722.30,67.00,2.98,32.19
19200.00,16.02,0.29,12498.50,66.62,2.97,32.09
19250.00,15.99,0.29,12444.60,66.01,3.00,32.03
19250.00,16.00,0.28,12644.40,66.05,2.98,32.12
19200.00,15.46,0.28,12852.10,65.56,2.95,31.91
19150.00,15.64,0.28,12986.90,65.98,2.95,31.88
19200.00,15.94,0.28,12922.20,65.07,2.95,31.97
19350.00,15.92,0.28,12766.10,65.51,2.97,32.13
19350.00,15.69,0.28,12732.80,64.94,2.97,31.94
19400.00,15.49,0.28,12777.40,65.71,2.96,31.86
19450.00,15.56,0.28,12817.10,67.07,2.97,31.73
19550.00,15.30,0.29,12826.90,68.24,2.99,31.62
19550.00,16.03,0.29,12817.20,66.85,3.02,31.77
19500.00,16.12,0.29,12515.50,67.55,2.99,31.70
19500.00,15.02,0.29,12512.30,67.39,2.98,31.57
19400.00,15.19,0.29,12496.40,67.44,2.97,31.49
19350.00,14.47,0.29,12364.30,70.65,2.92,31.61
19350.00,14.58,0.28,12701.90,71.83,2.88,31.53
19350.00,14.72,0.28,12697.00,72.11,2.83,31.46
19300.00,14.87,0.29,12386.80,72.53,2.83,31.54
19350.00,15.11,0.28,12974.20,71.47,2.84,31.34
19400.00,15.21,0.29,13294.40,71.60,2.83,31.23
19400.00,15.50,0.29,13339.00,71.56,2.78,31.21
19700.00,15.30,0.29,13416.80,71.02,2.80,31.21
19700.00,15.48,0.29,13441.20,71.15,2.78,31.22
19650.00,15.80,0.29,13592.80,70.54,2.79,31.15
19600.00,16.00,0.29,13547.30,71.45,2.82,31.22
19600.00,15.80,0.29,13548.90,71.23,2.81,31.12
19600.00,15.89,0.29,13520.10,70.05,2.77,31.20
19650.00,15.32,0.29,13461.90,70.03,2.74,31.28
19500.00,15.05,0.29,13388.30,69.85,2.76,31.25
19500.00,15.07,0.28,13343.00,68.50,2.78,31.26
19400.00,14.99,0.28,13341.80,67.68,2.78,31.22
19450.00,14.75,0.28,13282.50,67.49,2.85,31.19
19400.00,14.82,0.28,13343.80,68.56,2.82,31.24
19450.00,14.65,0.28,13241.00,68.15,2.81,31.19
19450.00,14.37,0.28,13106.60,68.21,2.88,31.27
19350.00,14.16,0.28,13108.20,68.03,2.89,31.31
19400.00,14.37,0.28,13123.80,67.75,2.86,31.22
19450.00,14.28,0.29,13096.60,68.95,2.86,31.13
19300.00,14.83,0.29,13066.40,68.22,2.83,31.18
19350.00,14.95,0.29,12999.50,68.26,2.82,31.32
19300.00,14.66,0.29,12910.60,68.75,2.84,31.17
19400.00,14.53,0.28,12860.90,66.68,2.87,31.20
19450.00,14.16,0.28,12878.40,66.42,2.91,31.19
19450.00,14.15,0.28,12839.50,67.24,2.87,31.22
19600.00,14.06,0.28,12808.90,67.18,2.89,31.21
19600.00,13.97,0.28,12794.10,66.75,2.85,31.16
19650.00,13.80,0.28,12804.00,65.59,2.88,31.24
19600.00,13.81,0.28,12771.20,63.30,2.85,31.30
19600.00,13.53,0.28,12782.60,62.00,2.82,31.34
19600.00,13.28,0.28,12803.20,63.70,2.87,31.37
19550.00,13.20,0.28,12760.50,63.60,2.90,31.33
19650.00,12.89,0.28,12650.10,63.59,2.86,31.31
19700.00,13.01,0.28,12706.80,62.89,2.88,31.42
19500.00,13.19,0.28,12709.10,64.91,2.93,31.43
19500.00,13.00,0.28,12680.70,64.69,2.95,31.52
19450.00,12.85,0.28,12653.10,64.70,2.89,31.50
19400.00,13.11,0.28,12605.00,65.53,2.89,31.48
19400.00,13.13,0.28,12517.70,65.90,2.89,31.28
19350.00,12.90,0.28,12550.20,64.28,2.91,31.40
19350.00,13.26,0.28,12635.70,65.50,2.91,31.50
19450.00,13.48,0.28,12685.80,63.72,2.83,31.55
19450.00,13.85,0.29,12636.70,62.10,2.86,31.52
19300.00,13.97,0.29,12596.40,62.23,2.90,31.41
19300.00,13.97,0.28,12529.50,61.19,2.83,31.30
19400.00,13.90,0.28,12412.10,60.95,2.81,31.30
19400.00,14.21,0.28,12421.30,60.87,2.80,31.34
19400.00,14.30,0.28,12423.70,61.37,2.73,31.47
19450.00,14.29,0.29,12406.10,62.10,2.85,31.65
19500.00,14.37,0.29,12352.60,60.27,2.79,31.71
19450.00,13.99,0.29,12306.70,61.33,2.72,31.87
19450.00,13.74,0.29,12281.30,62.30,2.72,31.66
19400.00,13.51,0.29,12258.80,62.58,2.70,31.51
19350.00,13.60,0.29,12222.10,61.55,2.66,31.64
19350.00,13.85,0.29,12316.80,61.34,2.62,31.47
19150.00,13.71,0.29,12281.20,61.55,2.65,31.32
19200.00,13.85,0.29,12324.40,62.79,2.61,31.34
19250.00,14.16,0.29,12326.30,64.06,2.66,31.41
19200.00,14.22,0.29,12361.20,63.60,2.66,31.43
19200.00,14.49,0.29,12398.80,62.60,2.62,31.35
19250.00,14.55,0.29,12373.10,61.34,2.59,31.45
19300.00,14.42,0.29,12361.00,61.63,2.53,31.54
19300.00,14.54,0.29,12359.30,61.63,2.55,31.82
19400.00,14.25,0.29,12383.90,61.71,2.55,31.84
19450.00,13.85,0.29,12333.80,61.51,2.55,31.84
19450.00,13.66,0.29,12349.40,61.45,2.55,31.92
19400.00,13.71,0.29,12339.60,60.71,2.55,31.95
19450.00,13.80,0.29,12362.80,58.98,2.48,31.93
19450.00,14.19,0.29,12406.20,59.35,2.48,31.93
19400.00,14.22,0.30,12406.00,59.12,2.46,31.96
19450.00,14.15,0.29,12436.80,60.43,2.46,32.01
19450.00,14.22,0.29,12408.00,61.70,2.47,32.16
19450.00,14.33,0.29,12336.10,63.92,2.43,32.27
19600.00,14.81,0.29,12371.30,63.43,2.41,32.23
19600.00,14.80,0.30,12355.20,65.10,2.43,32.16
19550.00,14.62,0.30,12366.00,65.99,2.42,32.26
19550.00,14.56,0.29,12360.90,64.76,2.48,32.34
19600.00,14.18,0.29,12342.10,64.03,2.49,32.45
19650.00,13.66,0.29,12347.20,65.53,2.49,32.58
19550.00,13.69,0.30,12329.60,66.18,2.48,32.55
19500.00,13.89,0.29,12328.20,65.25,2.49,32.69
19500.00,13.91,0.29,12314.60,65.88,2.46,32.81
19450.00,13.72,0.29,12307.70,64.42,2.40,32.77
19400.00,13.60,0.29,12298.10,63.88,2.37,32.76
19350.00,13.21,0.29,12274.70,63.61,2.35,32.73
19350.00,12.90,0.29,12209.20,63.74,2.35,32.72
19250.00,12.80,0.29,12179.30,64.07,2.35,32.72
19250.00,13.09,0.29,12147.60,63.89,2.40,32.75
19250.00,12.90,0.29,12154.50,64.43,2.39,32.64
19150.00,12.98,0.29,12142.10,64.28,2.38,32.51
19200.00,13.20,0.29,12144.10,64.42,2.37,32.51
19200.00,12.94,0.29,12134.50,63.57,2.34,32.53
19200.00,12.82,0.29,12140.20,63.50,2.36,32.60
19250.00,12.57,0.29,12137.50,63.41,2.38,32.61
19250.00,13.05,0.29,12126.20,61.92,2.42,32.57
19300.00,13.08,0.29,12094.80,61.61,2.41,32.61
19300.00,13.07,0.29,12065.30,61.90,2.39,32.63
19150.00,13.18,0.29,12042.50,61.96,2.33,32.62
19200.00,13.02,0.29,12049.70,60.39,2.33,32.60
19100.00,13.24,0.29,12029.80,60.20,2.34,32.59
19050.00,13.30,0.29,11943.50,60.26,2.33,32.65
19000.00,13.78,0.29,11874.00,59.91,2.33,32.57
19000.00,13.95,0.29,11896.80,59.53,2.35,32.59
19000.00,14.07,0.29,11859.30,59.79,2.36,32.62
18950.00,13.95,0.29,11894.90,58.40,2.34,32.68
18950.00,13.63,0.29,11898.00,58.41,2.37,32.68
19050.00,13.54,0.29,11833.90,58.21,2.32,32.71
19050.00,13.78,0.29,11783.40,58.02,2.37,32.76
19050.00,13.66,0.29,11733.80,57.66,2.40,32.82
19100.00,13.93,0.29,11831.00,57.30,2.40,32.83
19050.00,13.20,0.29,11804.90,57.37,2.34,32.91
19000.00,13.07,0.29,11806.90,57.15,2.33,33.01
18950.00,12.85,0.29,11770.60,56.70,2.30,33.05
18950.00,12.88,0.29,11743.40,57.45,2.32,33.07
18900.00,12.77,0.29,11700.10,58.02,2.35,33.07
18900.00,12.55,0.29,11702.00,57.25,2.35,33.10
18750.00,12.37,0.29,11839.90,56.65,2.37,33.12
18700.00,12.41,0.29,11868.20,56.00,2.38,33.14
18800.00,11.93,0.29,11861.20,57.45,2.36,33.10
18900.00,12.04,0.29,11820.20,57.48,2.40,33.17
18900.00,12.18,0.29,11754.40,58.32,2.46,33.09
19000.00,12.18,0.29,11889.30,57.42,2.43,33.14
19000.00,12.47,0.29,11906.60,57.41,2.42,33.24
19100.00,12.29,0.29,11987.80,57.73,2.37,33.23
19150.00,11.97,0.29,11983.70,57.86,2.39,33.22
19100.00,12.14,0.29,11982.00,58.95,2.32,33.23
19100.00,12.14,0.29,11968.50,58.05,2.34,33.18
19100.00,12.15,0.29,11979.10,57.97,2.30,33.18
19000.00,12.21,0.29,12006.70,57.12,2.30,33.20
19150.00,12.26,0.29,11976.20,56.38,2.29,33.17
19250.00,12.45,0.29,11950.60,56.69,2.33,33.11
19250.00,12.00,0.30,11977.90,55.25,2.35,33.15
19250.00,12.43,0.30,11983.80,55.30,2.36,33.12
19150.00,12.29,0.30,11973.10,55.06,2.36,33.06
19150.00,12.34,0.29,11918.50,56.72,2.36,33.05
19050.00,12.37,0.29,11944.50,56.90,2.35,33.11
18950.00,12.38,0.29,11956.30,57.02,2.33,33.18
18850.00,12.05,0.29,11894.30,56.85,2.33,33.25
18850.00,12.08,0.29,11878.80,56.96,2.34,33.37
18850.00,12.14,0.29,11894.70,57.27,2.34,33.47
18800.00,12.07,0.29,11844.00,55.97,2.31,33.39
18800.00,11.89,0.29,11832.80,54.73,2.31,33.35
18850.00,11.82,0.29,11794.40,54.28,2.24,33.39
18850.00,11.70,0.29,11748.20,54.65,2.22,33.42
18800.00,11.57,0.29,11744.20,54.08,2.26,33.31
18750.00,11.39,0.29,11713.70,54.16,2.28,33.40
18550.00,11.54,0.29,11766.10,52.80,2.28,33.31
18450.00,11.67,0.29,11826.20,52.19,2.24,33.21
18500.00,11.27,0.29,11801.50,52.56,2.23,33.10
18550.00,11.25,0.29,11777.60,51.89,2.21,33.07
18600.00,10.93,0.29,11835.50,52.07,2.18,33.10
18500.00,10.87,0.29,11771.10,51.42,2.19,33.10
18400.00,11.07,0.29,11765.80,52.05,2.17,33.08
18400.00,11.53,0.28,11761.50,51.94,2.13,33.09
18150.00,11.43,0.28,11716.60,51.93,2.09,33.10
18150.00,11.57,0.28,11704.10,51.43,2.04,33.06
18200.00,11.64,0.28,11742.50,50.73,2.10,33.14
18150.00,11.25,0.28,11801.20,51.00,2.06,33.11
18350.00,11.28,0.29,11801.80,50.94,2.13,33.12
18400.00,11.25,0.29,11745.30,49.55,2.17,33.12
18350.00,11.25,0.29,11703.20,49.25,2.13,33.07
18350.00,11.16,0.29,11810.90,50.75,2.14,33.14
18400.00,11.89,0.29,11770.10,49.88,2.14,33.17
18500.00,11.50,0.29,11749.40,50.16,2.13,33.16
18450.00,12.27,0.29,11678.90,50.59,2.18,33.16
18450.00,12.39,0.29,11664.50,51.64,2.19,33.18
18450.00,12.51,0.29,11677.80,51.58,2.18,33.20
18450.00,12.80,0.29,11661.90,52.05,2.22,33.19
18450.00,12.66,0.29,11700.50,52.09,2.19,33.18
18550.00,12.36,0.29,11702.10,52.12,2.21,33.25
18550.00,12.53,0.29,11616.20,50.68,2.19,33.34
18500.00,12.44,0.29,11610.90,50.73,2.23,33.35
18500.00,12.37,0.29,11607.00,50.72,2.27,33.24
18550.00,12.34,0.30,11625.30,49.84,2.23,33.25
18550.00,12.28,0.30,11641.40,49.91,2.20,33.22
18600.00,11.95,0.30,11605.30,49.85,2.20,33.25
18550.00,11.97,0.30,11602.40,49.72,2.25,33.27
18500.00,12.53,0.29,11574.80,49.31,2.25,33.30
18550.00,12.45,0.29,11475.00,48.34,2.26,33.26
18600.00,12.24,0.29,11392.90,48.12,2.27,33.21
18600.00,12.48,0.30,11523.00,47.58,2.23,33.24
18600.00,12.75,0.30,11635.00,49.09,2.27,33.25
18600.00,12.59,0.30,11547.40,49.14,2.26,33.27
18550.00,12.82,0.29,11551.40,48.59,2.30,33.29
18550.00,12.67,0.29,11572.00,47.28,2.28,33.27
18550.00,12.34,0.29,11571.70,47.31,2.30,33.25
18600.00,12.50,0.29,11602.40,47.31,2.28,33.25
18400.00,12.36,0.29,11607.30,47.08,2.34,33.29
18500.00,12.38,0.30,11554.10,45.95,2.26,33.30
18450.00,11.82,0.30,11544.10,46.31,2.23,33.37
18500.00,11.78,0.30,11527.90,46.86,2.27,33.32
18600.00,11.67,0.30,11554.10,47.89,2.27,33.41
18600.00,11.61,0.30,11550.40,47.62,2.27,33.47
18500.00,11.93,0.30,11579.30,48.36,2.31,33.40
18450.00,11.72,0.30,11601.30,47.64,2.33,33.44
18800.00,11.93,0.30,11594.70,47.45,2.35,33.56
18850.00,11.72,0.30,11573.70,48.72,2.32,33.61
19050.00,11.80,0.30,11515.00,46.93,2.36,33.58
19050.00,11.95,0.30,11419.50,46.80,2.38,33.62
19050.00,12.38,0.30,11375.70,47.72,2.39,33.77
19050.00,12.24,0.30,11402.00,47.49,2.37,33.94
19050.00,12.52,0.30,11426.80,48.79,2.33,33.95
19050.00,12.29,0.30,11351.70,48.52,2.34,34.08
19100.00,12.37,0.30,11390.80,49.68,2.34,34.12
19100.00,12.65,0.30,11460.20,49.00,2.31,34.10
19050.00,11.93,0.30,11456.20,49.31,2.30,34.07
19100.00,12.28,0.30,11454.10,49.59,2.27,34.00
19150.00,12.07,0.30,11444.30,48.95,2.23,33.99
19200.00,12.55,0.30,11426.60,49.59,2.20,33.99
19250.00,12.49,0.30,11501.60,48.80,2.14,33.93
19300.00,12.41,0.30,11463.80,50.21,2.14,33.99
19300.00,12.18,0.30,11495.30,49.85,2.15,33.96
19300.00,11.96,0.30,11497.80,49.17,2.16,33.97
19300.00,11.96,0.30,11494.90,48.70,2.16,33.97
19350.00,12.30,0.30,11463.70,48.51,2.20,33.94
19400.00,12.47,0.30,11403.70,46.46,2.16,33.98
19400.00,12.57,0.30,11341.30,45.62,2.17,34.01
19250.00,12.66,0.30,11440.90,46.91,2.13,34.02
19300.00,12.37,0.30,11410.50,47.09,2.21,33.97
19350.00,12.58,0.30,11406.60,46.25,2.22,33.94
19500.00,12.75,0.29,11598.60,45.99,2.21,33.96
19550.00,12.70,0.30,11582.70,46.68,2.17,33.90
19550.00,12.81,0.30,11614.90,46.08,2.19,33.91
19550.00,12.90,0.30,11619.10,45.44,2.15,34.06
19600.00,13.00,0.29,11490.30,45.74,2.18,34.06
19650.00,11.87,0.30,11479.00,44.58,2.16,34.08
19650.00,11.80,0.30,11507.20,44.35,2.22,34.06
19650.00,11.93,0.30,11510.90,45.35,2.21,33.96
19650.00,11.55,0.30,11454.60,45.65,2.22,34.00
19650.00,11.31,0.30,11511.80,47.04,2.25,34.05
19650.00,11.50,0.30,11547.80,47.06,2.24,34.16
19600.00,11.60,0.30,11556.60,46.28,2.26,34.04
19500.00,11.97,0.30,11575.90,44.89,2.26,34.14
19550.00,11.61,0.30,11633.60,44.89,2.28,34.12
19550.00,12.23,0.30,11593.20,43.70,2.23,34.05
19550.00,12.01,0.30,11528.90,43.49,2.25,34.14
19550.00,12.32,0.30,11531.40,43.16,2.23,34.33
19550.00,12.64,0.30,11556.10,42.80,2.24,34.43
19700.00,13.01,0.30,11587.00,42.55,2.30,34.32
19750.00,13.20,0.30,11544.20,43.38,2.34,34.28
19700.00,12.90,0.30,11517.90,44.11,2.33,34.51
19700.00,13.03,0.30,11468.00,44.68,2.39,34.48
19650.00,13.44,0.30,11519.30,44.25,2.40,34.48
19700.00,13.75,0.30,11469.10,44.69,2.39,34.54
19750.00,13.55,0.30,11419.10,45.94,2.39,34.65
19750.00,14.10,0.30,11378.10,46.01,2.36,34.69
19700.00,14.04,0.30,11347.90,45.80,2.34,34.76
19850.00,13.64,0.30,11274.40,45.71,2.33,34.77
19650.00,14.23,0.29,11222.10,45.85,2.29,34.65
19650.00,14.48,0.29,11271.80,47.98,2.32,34.66
19650.00,14.30,0.29,11278.40,47.40,2.28,34.62
19650.00,13.88,0.29,11268.00,47.71,2.30,34.55
19600.00,13.70,0.29,11196.10,48.04,2.31,34.47
19600.00,13.73,0.29,11244.80,48.63,2.33,34.59
19500.00,13.60,0.29,11195.50,49.65,2.27,34.59
19550.00,13.52,0.29,11228.40,49.93,2.31,34.58
19500.00,13.45,0.29,11311.30,49.95,2.25,34.49
19550.00,13.01,0.29,11335.70,49.93,2.24,34.42
19550.00,12.94,0.29,11297.40,48.75,2.21,34.36
19650.00,13.25,0.29,11183.60,51.25,2.18,34.38
19650.00,13.57,0.29,11178.40,51.44,2.26,34.40
19700.00,13.32,0.29,11175.50,51.04,2.20,34.39
19650.00,12.94,0.30,11195.80,50.60,2.25,34.33
19550.00,12.91,0.29,11187.30,49.28,2.30,34.28
19600.00,13.43,0.29,11209.70,48.93,2.35,34.36
19650.00,13.40,0.29,11218.00,48.23,2.38,34.38
19600.00,12.86,0.29,11213.90,48.82,2.35,34.40
19550.00,13.19,0.29,11181.90,47.85,2.33,34.55
19550.00,12.97,0.29,11181.70,47.81,2.36,34.61
19600.00,12.94,0.29,11209.70,47.39,2.33,34.62
19650.00,12.84,0.29,11235.40,46.18,2.40,34.57
19550.00,12.82,0.29,11243.10,46.49,2.41,34.55
19550.00,13.00,0.29,11186.80,46.35,2.39,34.47
19600.00,12.15,0.29,11138.90,45.51,2.43,34.35
19750.00,11.53,0.29,11094.80,47.60,2.38,34.33
19850.00,11.90,0.29,11071.10,48.12,2.38,34.44
19850.00,11.31,0.29,11148.30,48.78,2.42,34.41
19850.00,10.98,0.29,11153.60,49.17,2.41,34.44
19900.00,10.52,0.29,11111.50,49.27,2.41,34.37
19800.00,10.47,0.29,11127.80,49.22,2.47,34.55
19750.00,10.16,0.29,11170.40,49.36,2.51,34.59
19700.00,10.37,0.29,11145.30,49.22,2.50,34.55
19650.00,9.97,0.29,11127.00,49.68,2.54,34.72
19600.00,10.10,0.29,11152.20,50.71,2.50,34.65
19600.00,10.27,0.29,11087.10,50.63,2.60,34.85
19550.00,10.30,0.29,11214.00,52.36,2.62,34.92
19550.00,11.43,0.29,11216.80,52.75,2.58,35.08
19650.00,11.42,0.29,11200.20,52.97,2.61,35.32
19700.00,11.37,0.29,11153.10,52.85,2.56,35.29
19700.00,11.83,0.29,11114.30,53.40,2.52,35.33
19700.00,11.88,0.29,10977.40,53.13,2.49,35.37
19700.00,12.20,0.29,10923.60,52.31,2.47,35.30
19750.00,11.55,0.29,10890.10,51.70,2.48,35.14
19750.00,11.33,0.29,10829.00,50.80,2.47,35.07
19750.00,11.37,0.29,10860.40,51.18,2.42,35.05
19800.00,11.14,0.29,10872.40,50.24,2.36,35.05
19850.00,11.06,0.29,10798.90,50.69,2.32,34.99
19800.00,11.10,0.29,10857.50,50.32,2.38,34.93
19800.00,11.03,0.29,10854.70,49.60,2.42,34.84
19800.00,11.03,0.29,10772.60,48.47,2.44,34.91
19750.00,11.12,0.29,10793.30,47.89,2.44,34.97
19750.00,11.12,0.29,10753.20,48.12,2.42,35.03
19850.00,11.25,0.29,10725.30,47.67,2.46,35.03
19700.00,10.43,0.29,10717.90,48.15,2.50,35.02
19650.00,11.03,0.29,10705.50,48.16,2.48,34.99
19650.00,11.03,0.29,10680.40,47.93,2.44,35.01
19650.00,11.45,0.29,10660.50,48.70,2.42,35.03
19650.00,11.75,0.29,10644.60,48.79,2.40,35.02
19600.00,12.34,0.29,10679.00,49.01,2.33,35.06
19600.00,12.75,0.29,10477.80,48.76,2.40,35.06
19700.00,13.28,0.29,10462.80,48.45,2.41,35.06
19550.00,12.49,0.30,10416.30,48.45,2.47,35.02
19600.00,12.24,0.29,10308.30,49.61,2.48,35.04
19550.00,12.96,0.29,10350.60,50.22,2.48,35.02
19600.00,12.94,0.29,10390.00,52.79,2.46,35.02
19800.00,13.90,0.29,10508.00,53.17,2.48,35.07
19850.00,13.60,0.30,10476.90,53.19,2.48,35.10
19800.00,12.94,0.30,10495.30,52.58,2.51,35.10
19750.00,13.13,0.30,10561.50,53.69,2.51,35.22
19700.00,13.53,0.30,10506.00,53.95,2.46,35.25
19550.00,13.47,0.30,10575.20,54.04,2.41,35.34
19350.00,13.39,0.29,10610.60,54.02,2.44,35.20
19400.00,13.74,0.29,10545.10,54.33,2.47,35.25
19350.00,13.78,0.29,10587.80,53.91,2.43,35.26
19400.00,13.89,0.29,10580.50,54.26,2.33,35.42
19400.00,13.89,0.29,10578.90,53.48,2.38,35.40
19500.00,13.24,0.29,10516.30,53.78,2.40,35.42
19550.00,12.47,0.29,10579.80,53.86,2.36,35.27
19550.00,12.42,0.29,10487.60,53.47,2.36,35.41
19550.00,12.44,0.29,10546.00,53.01,2.38,35.40
19550.00,12.37,0.29,10656.20,53.00,2.37,35.35
19550.00,12.33,0.29,10671.20,52.91,2.44,35.49
19650.00,12.53,0.29,10680.50,53.80,2.35,35.56
19700.00,12.90,0.30,10664.50,53.15,2.44,35.65
19600.00,12.05,0.30,10666.40,52.37,2.45,35.72
19650.00,13.24,0.30,10705.90,51.64,2.44,35.70
19650.00,13.13,0.30,10721.90,53.14,2.45,35.81
19600.00,13.78,0.30,10679.10,53.81,2.48,35.91
19600.00,14.11,0.30,10742.10,53.68,2.51,35.80
19600.00,13.64,0.30,10665.60,53.57,2.57,35.82
19750.00,13.23,0.29,10600.10,52.76,2.55,35.91
19750.00,13.64,0.29,10675.20,52.60,2.54,36.01
19750.00,14.19,0.29,10793.70,53.15,2.56,36.01
19750.00,14.60,0.29,10769.40,53.74,2.54,35.97
19750.00,14.85,0.29,10605.10,52.96,2.57,35.95
19800.00,14.39,0.29,10608.60,52.95,2.54,36.00
19900.00,14.14,0.29,10533.40,52.86,2.58,35.98
19950.00,14.18,0.29,10554.10,53.33,2.60,36.01
19900.00,14.14,0.29,10501.30,51.45,2.58,35.87
19950.00,14.33,0.29,10533.70,51.39,2.47,35.86
19950.00,14.33,0.29,10644.50,52.52,2.47,35.77
19750.00,14.72,0.29,10563.70,52.55,2.49,35.67
19750.00,13.98,0.29,10799.10,52.46,2.41,35.57
19750.00,14.98,0.29,10880.00,52.53,2.35,35.58
19750.00,15.60,0.29,10886.50,53.05,2.40,35.67
19800.00,14.78,0.29,10879.60,52.37,2.40,35.64
19700.00,14.32,0.29,10830.50,50.81,2.36,35.62
19750.00,13.81,0.29,10762.50,51.83,2.44,35.61
20050.00,12.26,0.29,10780.20,53.75,2.40,35.62
19750.00,12.84,0.29,10817.30,53.73,2.30,35.59
19800.00,13.50,0.29,10753.50,53.39,2.31,35.67
19900.00,13.35,0.29,10808.40,52.49,2.34,35.70
19900.00,14.02,0.29,10780.70,54.20,2.38,35.67
19850.00,13.07,0.29,10845.20,54.09,2.38,35.57
19850.00,14.17,0.29,10857.90,53.87,2.31,35.65
19950.00,15.31,0.29,10798.10,53.66,2.30,35.67
20000.00,15.69,0.29,10822.50,53.93,2.35,35.69
20050.00,15.98,0.29,10823.80,53.29,2.32,35.51
20150.00,15.75,0.29,10803.70,53.33,2.21,35.53
20050.00,15.40,0.29,10843.40,52.68,2.23,35.56
