Y,BVN,JPY_THB,NYSE,Oil,Thai_Ten,USD_THB
29700.00,10.26,0.26,16313.90,97.16,2.47,33.51
29700.00,9.95,0.26,16428.00,101.24,2.37,33.61
29850.00,9.63,0.26,15996.00,103.66,2.31,33.51
30150.00,9.27,0.27,16019.60,98.95,2.39,33.54
30450.00,10.00,0.27,16215.60,101.23,2.29,33.28
30400.00,9.48,0.27,16392.30,107.45,2.15,33.21
30350.00,9.62,0.26,16492.00,105.24,2.16,33.40
30200.00,9.87,0.26,16770.40,103.47,2.19,33.54
30300.00,9.95,0.26,16745.80,112.92,2.15,33.45
30150.00,9.33,0.26,16531.30,111.75,2.14,33.30
30400.00,8.87,0.26,16665.00,114.47,2.03,33.14
30650.00,9.14,0.26,16856.00,108.85,1.99,33.04
30600.00,8.74,0.26,17069.70,112.90,1.95,33.22
30650.00,8.96,0.26,16853.70,105.13,1.87,33.00
30650.00,8.81,0.26,16722.80,103.62,1.77,32.69
30600.00,8.44,0.26,16701.60,95.34,1.68,32.59
30700.00,7.67,0.26,16677.40,95.23,1.85,32.53
30550.00,7.45,0.26,16904.50,102.28,1.85,32.71
30600.00,7.63,0.26,16829.70,109.42,1.74,32.67
30600.00,7.68,0.26,16659.80,105.99,1.84,32.71
30200.00,8.16,0.26,16397.90,110.41,1.89,32.63
30100.00,8.03,0.26,16152.10,124.66,1.97,32.27
30150.00,8.07,0.26,16236.50,120.67,1.97,32.42
30550.00,8.06,0.26,16340.30,121.33,1.95,32.27
30600.00,8.39,0.26,16414.00,107.96,1.88,32.14
30150.00,8.20,0.26,16397.30,111.33,1.87,32.11
30150.00,8.53,0.26,16663.80,107.12,1.95,32.28
30100.00,8.82,0.26,16819.00,96.09,2.02,32.35
29950.00,8.92,0.26,16950.90,94.99,2.04,32.44
30100.00,8.43,0.26,17219.10,93.32,1.98,32.69
30050.00,8.34,0.26,17259.00,92.52,1.97,32.71
30200.00,8.48,0.26,17353.80,91.74,2.03,32.71
29950.00,8.36,0.26,17294.50,91.75,1.94,32.91
29800.00,8.08,0.26,17119.60,91.62,1.95,33.02
29850.00,7.55,0.26,17166.30,91.22,1.92,32.98
29900.00,7.42,0.27,17156.50,91.63,1.91,33.12
29900.00,7.28,0.27,17112.60,90.90,1.83,33.13
29850.00,7.11,0.27,17336.80,92.21,1.76,33.18
29950.00,7.33,0.27,17226.10,94.83,1.80,33.25
30050.00,7.34,0.27,17164.10,93.91,1.79,33.43
29900.00,7.16,0.27,17164.20,90.00,1.79,33.31
30000.00,7.41,0.27,17149.90,90.01,1.81,33.12
30000.00,7.18,0.27,17134.20,89.86,1.85,33.00
29900.00,7.19,0.27,17141.10,91.64,1.78,33.00
29650.00,7.46,0.27,16963.40,91.82,1.77,32.96
29600.00,7.31,0.27,16874.90,90.19,1.77,32.91
29850.00,7.19,0.27,16744.30,87.98,1.79,32.92
29800.00,7.12,0.27,16442.30,88.35,1.86,33.08
29800.00,7.01,0.27,16668.60,88.15,1.87,33.09
30000.00,7.11,0.27,16849.10,87.45,1.81,33.20
30400.00,7.31,0.27,16813.60,87.50,1.81,33.22
30100.00,6.75,0.27,16652.60,87.15,1.72,33.30
30350.00,6.84,0.27,16719.60,85.26,1.75,33.35
30500.00,6.89,0.27,16856.60,84.15,1.74,33.63
30500.00,7.12,0.27,16780.50,84.91,1.77,33.65
30400.00,7.34,0.26,16899.90,84.57,1.77,33.56
30550.00,7.33,0.26,16853.60,86.23,1.73,33.21
30250.00,7.42,0.26,16592.00,86.61,1.70,33.26
30300.00,7.52,0.26,16347.90,84.32,1.66,33.24
30700.00,7.18,0.26,16475.20,83.84,1.62,33.24
30750.00,7.18,0.26,16133.90,83.78,1.53,33.36
30800.00,6.89,0.26,16319.00,81.73,1.51,33.51
30600.00,7.40,0.26,16684.00,82.82,1.55,33.54
30850.00,7.05,0.26,16624.90,81.38,1.48,33.53
30650.00,6.86,0.27,17036.80,78.42,1.48,33.44
30950.00,6.92,0.27,17007.90,78.88,1.49,33.49
31050.00,6.64,0.27,16945.80,79.62,1.46,33.67
31200.00,6.34,0.26,16974.00,77.24,1.45,33.68
31200.00,6.53,0.26,17117.70,77.18,1.42,33.61
31100.00,6.96,0.26,17192.70,76.02,1.38,33.34
31500.00,7.10,0.26,17302.80,75.69,1.42,33.42
31500.00,7.42,0.26,17285.50,76.66,1.46,33.42
31350.00,7.72,0.27,17297.70,76.58,1.44,33.43
31300.00,7.87,0.27,17220.40,76.04,1.43,33.39
31250.00,7.49,0.27,17192.00,75.97,1.49,33.57
31100.00,7.65,0.27,17286.90,73.38,1.50,33.58
31050.00,7.52,0.27,17310.50,73.03,1.52,33.49
30750.00,7.35,0.27,17242.40,71.27,1.47,33.69
30750.00,7.43,0.27,17168.90,69.21,1.43,33.84
30550.00,7.03,0.27,17209.80,70.07,1.38,33.87
30450.00,7.37,0.27,17115.20,71.92,1.43,33.88
30500.00,7.33,0.27,17131.10,71.48,1.42,33.73
30500.00,7.77,0.27,17016.40,70.35,1.48,33.75
30350.00,7.88,0.27,17077.00,71.12,1.51,33.72
30400.00,8.06,0.27,16920.40,72.04,1.53,33.71
30500.00,8.32,0.27,17145.20,70.68,1.60,33.39
30300.00,8.69,0.27,17169.10,72.52,1.60,33.37
30400.00,9.00,0.27,17122.20,71.86,1.67,33.11
30700.00,8.85,0.27,17083.20,69.72,1.62,33.02
30950.00,9.00,0.27,17099.20,67.02,1.56,32.81
30950.00,8.76,0.27,16988.20,67.50,1.59,32.58
30950.00,9.05,0.27,16862.00,65.63,1.60,32.62
30850.00,8.81,0.28,16871.70,67.01,1.64,32.76
30350.00,8.29,0.27,16744.30,70.04,1.62,32.72
30700.00,8.18,0.28,16513.20,69.23,1.58,32.75
30400.00,8.26,0.28,16441.80,78.34,1.58,32.87
30250.00,8.12,0.28,16430.10,78.38,1.59,32.83
30450.00,7.67,0.28,16517.20,78.48,1.46,32.77
30350.00,7.69,0.28,16511.80,76.46,1.49,32.93
30300.00,7.47,0.28,16338.50,75.75,1.46,33.17
30750.00,7.00,0.28,16327.10,78.76,1.55,33.36
31100.00,6.73,0.28,16198.60,78.34,1.59,33.30
31150.00,6.78,0.28,16323.70,80.54,1.55,33.27
31200.00,6.91,0.28,16144.90,80.93,1.57,33.30
30800.00,6.76,0.28,16344.90,80.66,1.58,33.31
31900.00,6.86,0.28,16328.80,81.21,1.57,33.21
30850.00,7.00,0.28,16599.80,81.41,1.54,33.30
30600.00,7.19,0.29,16539.20,84.53,1.62,33.22
30150.00,7.21,0.29,16567.30,82.16,1.64,33.06
29750.00,7.31,0.29,16352.20,81.13,1.65,33.32
29600.00,7.43,0.28,16184.50,79.37,1.69,33.42
29800.00,7.33,0.28,16168.20,80.18,1.67,33.37
29300.00,7.25,0.28,16460.30,83.07,1.66,33.33
29450.00,7.07,0.29,16576.80,83.87,1.59,33.49
29050.00,6.92,0.28,16626.90,83.36,1.59,33.42
29400.00,6.71,0.28,16497.20,83.09,1.52,33.17
29150.00,7.14,0.28,16635.40,82.25,1.55,33.20
29050.00,7.32,0.28,16563.50,84.39,1.57,33.34
29050.00,7.15,0.28,16663.10,83.72,1.63,33.69
28750.00,7.31,0.28,16731.00,83.98,1.62,33.86
28750.00,7.30,0.28,16801.20,82.61,1.59,33.78
28600.00,7.28,0.28,16909.70,83.58,1.53,33.82
28400.00,7.35,0.28,16926.70,83.34,1.54,33.83
28350.00,7.31,0.28,16846.00,82.37,1.49,33.77
28550.00,7.58,0.28,16806.40,82.60,1.46,33.62
28550.00,7.46,0.28,16819.60,81.48,1.50,33.68
28600.00,7.59,0.28,16844.80,80.59,1.51,33.95
28200.00,7.74,0.28,16694.30,80.58,1.55,33.85
28300.00,7.33,0.28,16812.80,80.50,1.48,33.60
28300.00,6.96,0.28,16741.20,79.59,1.47,33.43
28300.00,7.07,0.28,16648.50,78.86,1.43,33.38
28150.00,6.84,0.28,16516.70,77.00,1.31,33.47
28200.00,6.31,0.29,16429.10,79.04,1.32,33.38
28200.00,6.44,0.29,16550.30,77.58,1.31,33.37
28300.00,6.79,0.29,16707.10,75.90,1.36,33.32
28250.00,7.22,0.29,16836.70,75.12,1.34,33.14
28250.00,7.43,0.29,16868.10,74.78,1.30,32.89
28250.00,7.40,0.29,16871.10,74.38,1.29,32.95
28350.00,7.30,0.29,16875.40,75.43,1.33,32.87
28300.00,7.34,0.29,16792.80,74.19,1.34,32.69
28450.00,7.26,0.29,16727.00,73.24,1.30,32.72
28700.00,7.37,0.29,16748.10,71.97,1.34,32.77
28650.00,7.52,0.29,16695.50,70.85,1.37,32.66
28600.00,7.70,0.29,16594.50,70.59,1.34,32.44
28550.00,7.94,0.29,16713.50,71.92,1.33,32.49
28600.00,8.56,0.29,16576.20,72.62,1.29,32.46
28550.00,8.51,0.29,16602.30,72.65,1.30,32.31
28400.00,8.35,0.29,16697.10,70.76,1.32,32.24
28350.00,8.61,0.29,16573.60,70.64,1.28,32.48
28550.00,8.87,0.29,16521.00,69.74,1.31,32.55
28500.00,8.68,0.29,16565.30,67.97,1.35,32.76
28550.00,8.66,0.29,16552.40,69.36,1.34,32.81
28650.00,8.63,0.29,16455.90,68.37,1.30,32.88
28600.00,8.41,0.29,16503.50,69.11,1.26,33.26
28550.00,8.73,0.29,16321.90,68.75,1.26,33.36
28550.00,8.36,0.29,16052.70,69.22,1.24,33.35
28500.00,8.20,0.29,16364.70,69.76,1.26,33.30
28400.00,8.52,0.29,16499.10,68.29,1.26,33.36
28450.00,8.61,0.29,16543.80,68.55,1.26,33.41
28450.00,8.52,0.29,16575.80,69.18,1.29,33.34
28400.00,8.43,0.29,16673.10,69.30,1.36,33.05
28650.00,8.29,0.29,16633.30,67.75,1.35,33.19
28650.00,8.48,0.29,16359.70,68.00,1.36,33.46
28550.00,8.54,0.29,16559.30,67.63,1.32,33.47
28400.00,8.74,0.29,16542.80,65.54,1.30,33.44
28600.00,8.83,0.29,16674.80,61.96,1.23,33.27
28650.00,9.18,0.29,16641.00,64.05,1.19,33.12
28600.00,9.06,0.29,16555.30,64.58,1.18,33.03
28600.00,9.17,0.29,16547.60,66.58,1.18,32.95
28600.00,8.78,0.29,16573.70,67.43,1.24,32.89
28600.00,9.00,0.29,16658.80,67.71,1.26,32.86
28500.00,9.33,0.29,16558.60,68.91,1.24,32.87
28500.00,9.35,0.29,16437.60,69.36,1.24,32.94
28450.00,9.43,0.30,16449.00,68.51,1.29,32.91
28350.00,9.49,0.30,16412.00,66.85,1.28,32.94
28350.00,9.31,0.30,16144.00,67.88,1.27,32.90
28100.00,9.27,0.30,16411.70,69.14,1.29,32.83
28000.00,9.58,0.29,16542.80,68.06,1.23,32.84
28200.00,9.61,0.29,16655.80,70.32,1.21,32.86
28250.00,10.29,0.29,16662.40,71.52,1.27,32.79
28300.00,10.68,0.29,16694.90,73.91,1.30,32.69
28200.00,10.66,0.30,16651.40,73.41,1.35,32.61
28150.00,10.86,0.30,16620.00,72.40,1.42,32.64
28300.00,10.59,0.30,16685.50,71.90,1.37,32.69
28500.00,11.03,0.29,16685.10,72.22,1.36,32.52
28500.00,11.16,0.30,16708.70,72.18,1.31,32.54
28450.00,11.26,0.30,16632.30,71.71,1.32,32.33
28400.00,11.85,0.30,16674.00,70.22,1.36,32.26
28400.00,11.34,0.30,16643.30,66.45,1.44,32.11
28300.00,11.45,0.30,16555.70,66.60,1.44,32.16
28400.00,11.66,0.30,16532.00,71.49,1.47,32.06
28550.00,11.12,0.30,16452.00,71.48,1.47,32.03
28550.00,11.09,0.30,16390.20,72.96,1.48,32.11
28350.00,11.40,0.30,16464.70,75.17,1.48,31.92
28200.00,11.33,0.30,16375.00,74.18,1.53,31.80
28150.00,11.12,0.29,16350.50,74.74,1.49,31.90
28250.00,11.59,0.29,16233.30,73.26,1.49,31.83
28650.00,11.36,0.29,16337.70,72.17,1.47,31.72
28650.00,11.77,0.29,16423.00,73.85,1.49,31.61
28650.00,11.69,0.29,16415.40,75.35,1.44,31.47
28750.00,11.77,0.29,16181.60,75.15,1.52,31.41
28700.00,11.22,0.29,16043.00,75.22,1.59,31.28
28800.00,11.37,0.29,16355.60,75.02,1.50,31.15
28700.00,10.91,0.28,16516.80,73.50,1.49,31.12
28800.00,10.78,0.29,16590.40,73.47,1.46,31.07
28750.00,10.43,0.29,16459.60,72.78,1.44,31.16
28600.00,10.00,0.29,16348.40,73.99,1.49,31.16
28250.00,9.93,0.29,16289.30,73.32,1.54,31.21
28250.00,9.80,0.29,16325.20,73.28,1.57,31.18
28400.00,9.77,0.29,16219.30,72.91,1.57,31.14
28400.00,9.90,0.29,16376.00,73.41,1.63,31.21
28250.00,9.68,0.29,16322.10,71.52,1.59,31.12
27950.00,9.84,0.29,16273.30,71.10,1.61,31.16
28100.00,9.84,0.29,16241.20,71.65,1.61,31.20
28150.00,10.09,0.29,16206.00,72.45,1.61,31.26
28050.00,10.13,0.29,16030.60,71.16,1.62,31.30
28150.00,9.95,0.29,16121.60,70.65,1.58,31.25
28250.00,10.48,0.29,15944.60,70.10,1.56,31.35
28050.00,10.49,0.29,16107.60,69.76,1.61,31.34
28150.00,10.45,0.29,16186.30,70.01,1.62,31.38
28200.00,10.60,0.29,16116.90,69.29,1.64,31.37
28200.00,10.81,0.29,16000.10,69.52,1.67,31.41
28150.00,10.62,0.29,15962.30,68.91,1.64,31.43
28150.00,10.66,0.29,15977.50,68.76,1.65,31.49
27950.00,10.68,0.29,15956.40,67.99,1.64,31.36
27900.00,10.53,0.29,15886.60,66.68,1.66,31.36
27950.00,10.35,0.29,15838.90,66.58,1.70,31.29
27950.00,10.28,0.29,15878.00,66.70,1.63,31.16
28150.00,10.13,0.29,15870.30,66.95,1.60,31.11
28050.00,10.15,0.29,15752.20,66.16,1.59,31.09
27650.00,10.21,0.29,15601.70,66.04,1.57,31.24
27800.00,10.18,0.29,15626.10,66.02,1.58,31.13
28050.00,10.10,0.29,15611.90,63.87,1.59,31.18
28100.00,10.00,0.29,15682.50,61.89,1.61,31.13
28100.00,10.16,0.30,15410.40,63.39,1.63,31.16
28100.00,10.27,0.30,15276.60,65.28,1.65,31.19
28100.00,10.13,0.30,15346.50,66.33,1.62,31.35
28150.00,10.39,0.30,15551.60,65.50,1.62,31.35
27950.00,10.77,0.30,15562.30,63.83,1.57,31.43
27900.00,11.06,0.30,15589.10,65.75,1.56,31.42
27900.00,11.02,0.30,15731.10,65.46,1.55,31.39
27750.00,10.84,0.30,15669.30,64.90,1.55,31.32
27800.00,10.84,0.30,15775.50,65.57,1.56,31.28
27800.00,11.01,0.30,15715.20,64.90,1.60,31.23
27700.00,11.49,0.30,15648.00,65.27,1.58,31.21
27650.00,11.02,0.30,15521.80,66.45,1.57,31.17
27600.00,11.38,0.30,15375.60,64.53,1.64,31.31
27950.00,11.43,0.30,15288.40,63.64,1.62,31.53
28050.00,11.50,0.30,15251.80,64.88,1.68,31.51
27800.00,11.47,0.30,14959.40,63.70,1.67,31.45
27550.00,11.39,0.30,15199.20,63.04,1.63,31.41
27600.00,11.22,0.31,15277.00,61.97,1.67,31.37
27550.00,11.09,0.30,15327.80,62.06,1.66,31.30
27900.00,11.06,0.30,15010.50,61.65,1.70,31.35
28050.00,11.09,0.30,15206.70,61.11,1.71,31.31
27800.00,11.00,0.30,15539.40,62.39,1.67,31.22
27650.00,11.63,0.30,15359.10,63.47,1.74,31.25
27700.00,11.26,0.30,15340.50,62.98,1.72,31.31
27750.00,11.38,0.30,15362.70,63.32,1.71,31.20
27650.00,10.89,0.30,15290.60,62.83,1.67,31.12
27850.00,10.34,0.30,15402.60,60.44,1.63,31.15
28000.00,10.24,0.30,15423.00,59.64,1.61,31.01
28000.00,10.24,0.30,15370.20,59.35,1.62,31.00
27950.00,10.23,0.30,15297.10,59.76,1.68,30.87
27800.00,9.98,0.30,15273.90,59.52,1.71,30.82
27750.00,10.26,0.30,15244.40,59.26,1.71,30.89
27700.00,10.50,0.30,15226.60,58.80,1.66,30.70
27750.00,10.22,0.30,15069.60,61.50,1.62,30.76
27900.00,10.51,0.29,14975.40,59.49,1.60,30.74
27850.00,10.56,0.29,14839.10,60.45,1.64,30.72
27750.00,10.50,0.30,14768.60,61.96,1.54,30.55
27700.00,10.83,0.30,14596.20,60.93,1.52,30.69
27950.00,11.28,0.30,14397.20,58.48,1.53,30.73
28200.00,11.35,0.30,14669.50,60.80,1.59,30.81
28050.00,10.87,0.30,14487.70,57.40,1.60,30.52
28050.00,10.23,0.30,14867.40,61.28,1.57,30.41
28050.00,10.14,0.30,14935.30,61.55,1.49,30.34
28050.00,10.28,0.30,14951.80,59.56,1.40,30.25
28000.00,10.50,0.30,15019.00,64.42,1.42,30.23
28150.00,10.49,0.30,15097.30,64.75,1.40,30.46
27950.00,11.00,0.30,14987.30,65.33,1.53,30.24
27900.00,11.07,0.30,14894.20,65.56,1.38,30.05
27450.00,11.01,0.31,15044.40,65.96,1.34,30.03
27400.00,11.06,0.30,14983.60,64.70,1.37,30.00
27300.00,11.31,0.30,15010.30,63.84,1.36,29.97
27450.00,11.11,0.30,14938.00,64.73,1.29,30.01
27450.00,11.09,0.30,14966.80,66.68,1.27,30.00
27900.00,11.16,0.30,14928.80,64.16,1.33,29.95
28350.00,11.65,0.30,14788.80,61.08,1.25,29.90
28250.00,11.90,0.30,14536.50,59.55,1.25,29.89
28250.00,11.91,0.30,14376.70,60.23,1.16,29.87
28150.00,12.53,0.30,14524.80,61.95,1.15,29.91
28200.00,12.62,0.30,14477.50,63.46,1.16,29.92
28200.00,12.27,0.30,14397.90,63.39,1.16,29.99
28300.00,12.22,0.30,14405.80,61.29,1.17,30.08
28150.00,12.28,0.30,14382.50,62.16,1.14,30.09
27950.00,12.48,0.30,14398.60,58.88,1.14,30.02
27900.00,12.22,0.30,14321.30,60.20,1.11,30.01
28050.00,12.08,0.30,14378.90,61.68,1.08,29.99
28000.00,12.55,0.30,14467.80,60.24,1.07,29.88
28000.00,12.72,0.30,14516.70,59.98,1.05,29.98
27900.00,13.01,0.30,14408.90,60.36,1.02,30.01
28000.00,13.12,0.30,14402.30,60.01,1.04,29.97
28100.00,12.62,0.30,14214.90,57.94,1.04,29.99
28100.00,11.84,0.30,14355.30,58.40,1.10,29.99
28050.00,12.38,0.30,14394.30,58.45,1.11,29.93
28200.00,12.52,0.30,14374.10,58.11,1.09,29.97
28100.00,12.35,0.30,14402.20,57.06,1.10,29.99
27850.00,12.38,0.30,14355.00,56.46,1.10,30.12
27850.00,12.50,0.30,14417.30,55.96,1.10,30.07
27800.00,11.95,0.30,14217.20,55.05,1.13,29.99
27700.00,12.08,0.30,14188.20,53.48,1.09,30.02
27800.00,11.85,0.30,14146.60,51.99,1.12,30.05
27500.00,11.66,0.29,14006.50,52.15,1.15,30.15
27450.00,11.46,0.29,14198.50,52.65,1.11,30.11
27250.00,10.84,0.30,14191.60,52.76,1.08,30.05
27100.00,10.55,0.29,14249.50,52.91,1.04,29.94
27050.00,10.96,0.29,13998.20,52.17,0.95,29.92
26950.00,11.08,0.29,13827.00,53.10,0.92,29.90
26750.00,11.61,0.29,13863.20,52.93,0.93,29.99
26700.00,11.60,0.29,13808.60,53.13,0.93,30.01
26850.00,11.36,0.29,13949.10,52.00,0.94,29.94
26750.00,11.54,0.29,13982.20,52.20,0.94,30.06
26750.00,11.18,0.29,13761.30,52.09,0.94,30.18
26700.00,11.00,0.29,13551.50,53.80,0.95,30.03
26750.00,11.67,0.29,13724.80,52.84,0.92,30.02
26700.00,11.96,0.29,13708.00,53.31,0.94,30.20
26650.00,12.06,0.29,13611.60,52.18,0.94,30.22
26400.00,12.80,0.29,13218.70,52.58,0.93,30.09
26300.00,12.36,0.29,13199.10,50.93,0.92,29.83
26450.00,12.76,0.29,12979.00,50.53,0.91,29.79
27000.00,12.67,0.29,12877.50,49.82,0.90,30.03
27300.00,12.49,0.29,12662.20,47.38,0.91,30.05
27350.00,12.61,0.28,12429.30,48.40,0.91,30.10
27450.00,12.43,0.28,12502.30,48.35,0.93,30.08
27550.00,12.80,0.28,12415.40,48.13,0.93,30.07
27850.00,12.50,0.28,12817.90,47.72,0.93,30.08
27700.00,12.88,0.28,12936.40,48.23,0.97,30.04
27800.00,12.80,0.28,13199.90,48.09,0.91,30.16
27900.00,12.92,0.28,13145.90,46.79,0.94,30.19
27750.00,13.01,0.28,13040.10,47.93,0.92,30.19
27750.00,12.87,0.29,13092.20,48.54,0.85,30.21
27500.00,12.79,0.29,13018.50,48.43,0.85,30.25
27950.00,12.16,0.28,13169.30,47.85,0.86,30.28
27900.00,12.54,0.28,13137.20,47.60,0.86,30.34
28100.00,12.21,0.28,13143.20,46.99,0.89,30.29
28100.00,12.12,0.28,13212.00,46.73,0.87,30.29
28000.00,12.55,0.28,13324.90,46.97,0.83,30.34
27950.00,12.50,0.28,13252.60,45.69,0.82,30.35
27950.00,12.60,0.28,13190.60,45.60,0.86,30.30
28100.00,12.50,0.28,13042.30,45.66,0.86,30.37
27700.00,12.44,0.28,12837.90,46.15,0.91,30.31
27900.00,12.09,0.29,12949.60,45.64,0.90,30.16
27800.00,12.45,0.29,12749.80,44.99,0.89,30.20
27700.00,12.08,0.29,12726.80,44.38,0.95,30.17
27700.00,12.00,0.29,12701.90,45.08,0.98,30.22
27700.00,12.37,0.29,12602.60,45.34,0.93,30.33
27700.00,12.08,0.29,12677.50,45.90,0.83,30.36
27400.00,12.16,0.29,12485.40,45.77,0.76,30.58
27200.00,12.24,0.29,12293.90,44.82,0.76,30.63
26950.00,11.80,0.29,12314.60,42.84,0.93,30.76
26900.00,11.35,0.29,12630.50,42.46,0.85,30.99
26950.00,11.95,0.29,12575.20,41.70,0.86,31.03
26900.00,11.85,0.29,12617.50,41.61,0.83,31.12
26850.00,11.97,0.29,12937.60,41.35,0.78,31.16
26800.00,12.15,0.29,12866.20,41.44,0.77,31.22
26700.00,12.02,0.29,13013.50,40.17,0.79,31.27
26250.00,11.80,0.29,13011.00,40.94,0.83,31.23
26200.00,12.53,0.29,12868.30,41.47,0.86,31.27
26250.00,12.61,0.29,12780.00,41.79,0.81,31.32
26100.00,13.08,0.29,12924.50,39.91,0.80,31.31
26050.00,13.25,0.29,12806.20,37.34,0.77,31.19
26050.00,13.04,0.29,12777.50,38.54,0.76,31.23
26350.00,13.22,0.28,13022.50,39.17,0.74,31.20
26250.00,13.86,0.28,13253.80,38.15,0.72,31.18
26350.00,13.76,0.29,13132.70,37.03,0.73,31.22
26350.00,14.12,0.29,13032.00,35.24,0.76,31.15
26350.00,14.24,0.29,13134.40,36.07,0.76,31.27
26500.00,13.72,0.29,13115.40,37.39,0.78,31.16
26500.00,13.62,0.29,13066.10,38.97,0.78,31.04
26300.00,13.73,0.29,13006.20,38.59,0.74,31.21
26050.00,13.05,0.29,13029.90,39.69,0.78,31.24
26150.00,13.17,0.29,12905.00,40.61,0.71,31.25
26100.00,13.67,0.29,12782.10,40.04,0.68,31.30
25950.00,13.50,0.29,12751.30,41.22,0.69,31.58
25650.00,13.19,0.29,12931.10,40.65,0.65,31.56
25900.00,13.48,0.29,12967.90,40.69,0.66,31.61
25750.00,14.00,0.29,12942.30,40.88,0.66,31.62
25850.00,13.53,0.29,12864.70,41.13,0.67,31.67
25850.00,13.22,0.29,12914.70,40.19,0.67,31.65
26000.00,12.69,0.29,12984.90,39.53,0.68,31.59
25700.00,12.55,0.29,12996.40,40.40,0.67,31.57
25650.00,12.37,0.29,12797.80,41.31,0.68,31.39
25600.00,13.35,0.29,12655.70,39.99,0.69,31.30
25500.00,13.08,0.29,12708.50,39.83,0.69,31.12
25450.00,13.00,0.28,12713.70,39.35,0.67,31.19
25450.00,12.71,0.28,12548.90,37.00,0.67,31.10
25200.00,11.59,0.28,12513.20,38.60,0.67,31.19
24900.00,11.67,0.28,12509.30,39.90,0.68,31.30
25200.00,12.49,0.28,12491.50,39.16,0.70,31.31
25450.00,12.17,0.28,12533.50,40.58,0.67,31.31
25450.00,12.47,0.28,12515.80,40.07,0.72,31.26
25450.00,11.97,0.28,12481.00,40.15,0.72,31.41
25400.00,11.62,0.28,12488.70,39.60,0.63,31.39
25300.00,10.78,0.28,12567.20,39.76,0.65,31.40
25300.00,10.84,0.29,12508.70,39.63,0.68,31.40
25300.00,10.82,0.29,12492.10,40.98,0.71,31.34
25300.00,10.60,0.29,12413.10,40.97,0.72,31.16
25250.00,9.52,0.28,12395.80,40.19,0.76,31.08
25350.00,9.18,0.28,12310.20,38.35,0.69,31.10
25150.00,9.22,0.28,12377.60,37.28,0.69,31.30
25100.00,9.35,0.28,11989.40,37.32,0.66,31.27
25050.00,9.14,0.28,12159.80,37.01,0.63,31.46
25000.00,9.52,0.28,11935.30,37.80,0.65,31.49
24850.00,9.55,0.28,12089.20,36.79,0.68,31.57
25000.00,9.68,0.28,12023.60,39.48,0.66,31.41
24850.00,9.43,0.28,12056.20,38.77,0.68,31.28
24600.00,9.20,0.28,12181.30,39.47,0.71,31.15
24700.00,9.29,0.28,12088.70,41.25,0.72,31.15
24550.00,9.24,0.28,11907.80,41.63,0.67,31.13
24400.00,9.13,0.28,11736.80,43.02,0.63,31.05
24600.00,8.93,0.28,11683.10,42.83,0.57,31.09
24800.00,8.92,0.28,11796.40,42.91,0.57,31.13
24550.00,9.06,0.28,11680.40,42.98,0.53,31.12
25100.00,9.20,0.28,11956.30,43.45,0.55,31.21
25000.00,9.36,0.28,12157.40,43.39,0.51,31.12
25350.00,9.45,0.28,11963.30,42.36,0.56,31.03
25500.00,9.05,0.29,12240.30,42.48,0.54,31.04
25650.00,8.62,0.29,11994.50,42.75,0.54,31.19
25600.00,8.37,0.28,12193.40,42.74,0.57,31.25
25300.00,8.54,0.28,12304.10,42.60,0.58,31.38
25250.00,8.91,0.29,11565.80,42.79,0.62,31.43
25100.00,8.14,0.29,11999.50,42.24,0.59,31.48
25250.00,8.45,0.28,12090.10,42.33,0.58,31.48
25400.00,8.95,0.28,12616.60,42.57,0.60,31.63
25700.00,8.61,0.28,12635.60,41.62,0.61,31.72
25750.00,8.94,0.28,12734.50,41.98,0.61,31.62
25750.00,9.11,0.28,12641.00,41.50,0.63,31.59
25750.00,8.50,0.28,12236.70,41.97,0.62,31.79
25950.00,8.39,0.28,12175.10,42.19,0.63,31.70
25950.00,8.15,0.28,11900.20,41.56,0.64,31.71
25950.00,8.30,0.29,11799.90,40.78,0.62,31.54
25700.00,7.92,0.29,11751.00,40.39,0.63,31.54
25700.00,8.22,0.29,11935.90,40.34,0.62,31.40
25550.00,8.30,0.28,11787.60,41.32,0.66,31.32
25900.00,7.95,0.28,11636.50,41.13,0.65,31.23
26100.00,8.08,0.28,11325.10,41.65,0.68,31.22
26300.00,8.17,0.28,11393.90,41.26,0.68,31.23
26150.00,8.26,0.29,11408.60,41.06,0.68,31.11
26100.00,8.15,0.29,11374.20,41.95,0.66,31.12
26100.00,8.66,0.29,11282.90,41.54,0.63,31.08
26050.00,8.57,0.29,10927.40,40.65,0.63,31.04
26100.00,8.20,0.29,10661.90,40.64,0.68,30.91
26250.00,7.90,0.29,11035.20,40.72,0.67,30.89
26250.00,8.02,0.29,11332.40,40.97,0.72,30.91
26250.00,8.17,0.29,11244.20,40.55,0.71,30.91
26350.00,8.34,0.29,11281.30,39.60,0.70,30.87
26400.00,8.33,0.29,11140.90,40.35,0.71,30.94
26150.00,7.96,0.29,11196.90,39.58,0.73,30.96
26150.00,8.45,0.29,11189.00,40.87,0.76,30.98
25950.00,8.49,0.29,10965.80,40.48,0.76,31.10
26000.00,7.94,0.29,11158.90,40.68,0.67,31.14
26200.00,7.30,0.29,11473.20,40.31,0.68,31.13
26150.00,7.76,0.29,11546.40,40.23,0.72,31.02
26350.00,7.15,0.29,11462.40,39.78,0.82,30.97
