Date,Y_Date,Y,XAU_USD,Set,Oil,TenbondTHB,NYSE
2019-03-22 00:00:00,28-03-2017,20450,1309.14,1636.69,60.09,2.5,12709.3
2019-03-25 00:00:00,27-03-2017,20500,1313.05,1632.03,59.24,2.42,12526.5
2019-03-26 00:00:00,24-03-2017,20450,1321.51,1626.89,59.22,2.45,12598.5
2019-03-27 00:00:00,23-03-2017,20450,1315.81,1632.27,60.16,2.43,12635.2
2019-03-28 00:00:00,22-03-2017,20500,1309.85,1626.6,59.61,2.41,12601.2
2019-03-29 00:00:00,21-03-2017,20250,1290.14,1639.31,59.67,2.465,12691.8
2019-04-01 00:00:00,20-03-2017,20300,1291.33,1645.37,60.36,2.5,12775.8
2019-04-02 00:00:00,17-03-2017,20350,1287.55,1650.54,61.92,2.54,12840.4
2019-04-03 00:00:00,16-03-2017,20350,1292.21,1653.08,62.7,2.5,12819.1
2019-04-04 00:00:00,15-03-2017,20100,1289.95,1649.39,62.56,2.495,12833.3
2019-04-05 00:00:00,14-03-2017,20150,1292.46,1646.03,62.23,2.48,12889.4
2019-04-09 00:00:00,13-03-2017,20150,1297.24,1650.55,64.4,2.45,12892
2019-04-10 00:00:00,10-03-2017,20100,1303.96,1659.29,64.2,2.455,12867.3
2019-04-11 00:00:00,09-03-2017,20250,1307.95,1661.57,64.51,2.45,12892.6
2019-04-12 00:00:00,08-03-2017,20300,1292.3,1658,63.81,2.46,12955.7
2019-04-17 00:00:00,07-03-2017,20400,1276.86,1665.68,64.46,2.51,12984.3
2019-04-18 00:00:00,06-03-2017,20500,1273.38,1674.74,63.85,2.49,12912.2
2019-04-22 00:00:00,03-03-2017,20500,1275.83,1677.83,64.07,2.48,12900.4
2019-04-23 00:00:00,02-03-2017,20650,1275.26,1674.82,65.75,2.49,12916.7
2019-04-24 00:00:00,01-03-2017,20700,1272.31,1674.43,66.13,2.49,12993.9
2019-04-25 00:00:00,28-02-2017,20600,1275.6,1673.25,65.85,2.47,12907.1
2019-04-26 00:00:00,27-02-2017,20650,1277.42,1673.28,65.25,2.48,12923.7
2019-04-29 00:00:00,24-02-2017,20550,1286.4,1665.57,62.98,2.455,12992.7
2019-04-30 00:00:00,23-02-2017,20400,1279.98,1668.02,63.5,2.48,13027.5
2019-05-02 00:00:00,22-02-2017,20400,1276.81,1677,63.7,2.475,12939
2019-05-03 00:00:00,20-02-2017,20400,1270.61,1676.57,61.63,2.505,12977.3
2019-05-07 00:00:00,17-02-2017,20400,1281.55,1669.38,62.15,2.46,12883.1
2019-05-08 00:00:00,16-02-2017,20350,1284.16,1662.05,61.58,2.455,12767
2019-05-09 00:00:00,15-02-2017,20300,1280.49,1653.12,62.13,2.47,12673.6
2019-05-10 00:00:00,14-02-2017,20300,1284.36,1654.26,61.74,2.47,12702.1
2019-05-13 00:00:00,10-02-2017,20250,1286.56,1648.09,61.8,2.475,12617.2
2019-05-14 00:00:00,09-02-2017,20450,1300.11,1631.52,61.06,2.45,12561
2019-05-15 00:00:00,08-02-2017,20400,1297.17,1636.83,61.56,2.46,12559.7
2019-05-16 00:00:00,07-02-2017,20350,1296.75,1623.33,62.33,2.44,12676
2019-05-17 00:00:00,06-02-2017,20200,1286.5,1618.99,63.3,2.47,12652.4
2019-05-21 00:00:00,03-02-2017,20100,1277.95,1608.82,63.3,2.47,12668.3
2019-05-22 00:00:00,02-02-2017,20050,1274.61,1616.55,63.04,2.48,12682.5
2019-05-23 00:00:00,01-02-2017,20050,1273.8,1622.21,61.35,2.455,12569.3
2019-05-24 00:00:00,31-01-2017,20000,1283.4,1604.67,58.3,2.425,12595.5
2019-05-28 00:00:00,30-01-2017,19950,1285.59,1627.86,59.01,2.43,12597.7
2019-05-29 00:00:00,27-01-2017,19900,1279.71,1631.29,59.29,2.415,12398.2
2019-05-30 00:00:00,26-01-2017,20050,1279.71,1619.26,59.21,2.415,12402.5
2019-05-31 00:00:00,25-01-2017,20250,1288.35,1620.58,56.67,2.38,12280.8
2019-06-04 00:00:00,24-01-2017,20300,1325.05,1624.65,53,2.3,12341.8
2019-06-05 00:00:00,23-01-2017,20300,1325.5,1647.52,53.01,2.315,12607.4
2019-06-06 00:00:00,20-01-2017,20200,1332.36,1648.54,51.8,2.255,12631.1
2019-06-07 00:00:00,19-01-2017,20200,1335.6,1656.84,53.24,2.24,12725.4
2019-06-10 00:00:00,18-01-2017,20300,1335.96,1661.72,54.4,2.26,12821.5
2019-06-11 00:00:00,16-01-2017,20150,1328.26,1667.55,53.6,2.25,12867.2
2019-06-12 00:00:00,13-01-2017,20050,1326.78,1669.08,53.3,2.25,12797.9
2019-06-13 00:00:00,12-01-2017,20050,1334,1669.53,51.31,2.18,12816.4
2019-06-14 00:00:00,11-01-2017,20050,1341.55,1673.55,52.44,2.155,12808.9
2019-06-17 00:00:00,10-01-2017,19950,1341.91,1674.26,52.71,2.16,12789.7
2019-06-18 00:00:00,09-01-2017,19950,1340.09,1667.3,52.15,2.17,12837.5
2019-06-19 00:00:00,06-01-2017,19950,1346.56,1693.85,54.3,2.18,12924.3
2019-06-20 00:00:00,05-01-2017,19900,1360.36,1711.37,54.38,2.18,12954.1
2019-06-21 00:00:00,04-01-2017,19750,1388.22,1722.6,57.3,2.16,13068.4
2019-06-24 00:00:00,30-12-2016,19700,1401.35,1722.64,57.8,2.21,13047.2
2019-06-25 00:00:00,29-12-2016,19600,1419.17,1716.05,57.8,2.16,13020
2019-06-26 00:00:00,28-12-2016,19500,1423.91,1717.19,58.86,2.17,12936.6
2019-06-27 00:00:00,27-12-2016,19400,1409.56,1726.77,59.3,2.17,12912.1
2019-06-28 00:00:00,23-12-2016,19350,1409.56,1731.89,59.28,2.165,12965.5
2019-07-01 00:00:00,22-12-2016,19350,1392.83,1744.13,59.14,2.19,13049.7
2019-07-02 00:00:00,21-12-2016,19400,1383.4,1738.84,59.23,2.13,13127.7
2019-07-03 00:00:00,20-12-2016,19400,1419.95,1733.51,56.59,2.05,13152.5
2019-07-05 00:00:00,19-12-2016,19350,1415.81,1725.45,57.51,2.005,13231.8
2019-07-08 00:00:00,16-12-2016,19250,1399.95,1727.1,57.89,2.05,13210.9
2019-07-09 00:00:00,15-12-2016,19400,1395.3,1728.46,57.69,1.995,13147.2
2019-07-10 00:00:00,14-12-2016,19600,1397.8,1726.73,58.45,2.02,13138
2019-07-11 00:00:00,13-12-2016,19650,1419.4,1745.85,60.5,1.99,13173.3
2019-07-12 00:00:00,09-12-2016,19750,1403.85,1744.73,60.5,2,13199.9
2019-07-15 00:00:00,08-12-2016,19900,1415.9,1733.77,60.36,2,13234.8
2019-07-17 00:00:00,07-12-2016,19800,1406.41,1726.04,57.65,1.99,13195.2
2019-07-18 00:00:00,06-12-2016,19850,1426.9,1714.75,56.72,1.99,13109.3
2019-07-19 00:00:00,02-12-2016,19900,1446.38,1734.38,55.84,1.975,13168.7
2019-07-22 00:00:00,01-12-2016,19800,1425.15,1733.24,56.2,1.94,13112
2019-07-23 00:00:00,30-11-2016,20150,1425.15,1730.7,56.28,1.995,13109.9
2019-07-24 00:00:00,29-11-2016,20100,1417.26,1727.81,57.26,1.985,13172.5
2019-07-25 00:00:00,28-11-2016,20150,1426.6,1727.13,56,1.96,13234.9
2019-07-26 00:00:00,24-11-2016,20100,1414.59,1729.26,56.05,1.92,13169.3
2019-07-30 00:00:00,23-11-2016,20450,1426.71,1718.55,57.07,1.895,13222.8
2019-07-31 00:00:00,22-11-2016,20500,1430.91,1704.04,58.42,1.885,13187.2
2019-08-01 00:00:00,21-11-2016,20450,1411.21,1706.56,57.96,1.9,13066.6
2019-08-02 00:00:00,18-11-2016,20400,1445.66,1680.52,54.83,1.82,12920.8
2019-08-05 00:00:00,17-11-2016,20600,1440.6,1675.02,55.36,1.77,12839.5
2019-08-06 00:00:00,16-11-2016,20650,1464.2,1652.72,54.8,1.72,12497.3
2019-08-07 00:00:00,15-11-2016,20600,1474.25,1672.52,53.37,1.72,12627.6
2019-08-08 00:00:00,14-11-2016,20500,1501.95,1670.93,52.24,1.58,12633
2019-08-09 00:00:00,11-11-2016,21100,1501.4,1672.22,52.72,1.48,12828.8
2019-08-13 00:00:00,10-11-2016,21400,1510.61,1642.82,54.68,1.51,12589.8
2019-08-14 00:00:00,09-11-2016,21550,1501.38,1634.72,56.73,1.525,12641.3
2019-08-15 00:00:00,08-11-2016,21300,1516.74,1605,54.92,1.46,12386.2
2019-08-16 00:00:00,07-11-2016,21450,1524,1608.98,54.61,1.41,12442.2
2019-08-19 00:00:00,04-11-2016,21550,1511,1639.42,54.95,1.5,12687.8
2019-08-20 00:00:00,03-11-2016,21500,1495.55,1642.82,56.13,1.535,12687.9
2019-08-21 00:00:00,02-11-2016,21400,1507.7,1628.55,55.78,1.55,12691.8
2019-08-22 00:00:00,01-11-2016,21150,1502.1,1628.1,55.7,1.54,12724.2
2019-08-23 00:00:00,31-10-2016,21150,1499.55,1637.7,55.16,1.59,12643.9
2019-08-26 00:00:00,28-10-2016,21150,1539.25,1620.36,53.16,1.47,12430.7
2019-08-27 00:00:00,27-10-2016,21050,1526.25,1625.04,53.65,1.46,12562
2019-08-28 00:00:00,26-10-2016,21100,1541.69,1618.3,55.54,1.43,12467.4
2019-08-29 00:00:00,25-10-2016,21000,1539.2,1621.92,55.69,1.445,12657.2
2019-08-30 00:00:00,21-10-2016,21050,1527.6,1647.06,56.32,1.46,12740.2
2019-09-03 00:00:00,20-10-2016,21050,1529.6,1657.3,54.76,1.475,12720.2
2019-09-04 00:00:00,19-10-2016,20950,1547.05,1650.87,53.75,1.46,12757.2
2019-09-05 00:00:00,18-10-2016,21000,1552.45,1670.91,55.77,1.48,12796.3
2019-09-06 00:00:00,17-10-2016,21050,1519.25,1677.41,56.01,1.53,12933.5
2019-09-09 00:00:00,14-10-2016,21050,1507.1,1673.22,56.68,1.55,12975
2019-09-10 00:00:00,13-10-2016,21250,1499.6,1675.1,57.91,1.69,12954.3
2019-09-11 00:00:00,12-10-2016,21050,1486.45,1669.36,57.76,1.71,13008.3
2019-09-12 00:00:00,11-10-2016,21000,1497.45,1678.32,55.85,1.63,13096.2
2019-09-13 00:00:00,10-10-2016,20900,1498.45,1664.37,55.11,1.64,13150.8
2019-09-16 00:00:00,07-10-2016,20800,1503.59,1666.77,60.16,1.62,13134
2019-09-17 00:00:00,06-10-2016,20950,1499.45,1661.59,61.72,1.59,13087.9
2019-09-18 00:00:00,05-10-2016,21000,1501.4,1663.62,58.62,1.59,13109.6
2019-09-19 00:00:00,04-10-2016,21550,1493.6,1656.66,58.17,1.555,13121.2
2019-09-20 00:00:00,03-10-2016,21650,1499.6,1641.23,58.69,1.565,13148.4
2019-09-23 00:00:00,30-09-2016,21750,1516.65,1635.31,58.98,1.525,13084.8
2019-09-24 00:00:00,29-09-2016,21750,1522.5,1623.6,58.21,1.505,13087.7
2019-09-25 00:00:00,28-09-2016,21750,1531.6,1624.69,56.45,1.485,12991.1
2019-09-26 00:00:00,27-09-2016,21900,1503.89,1633.92,56.55,1.53,13042.2
2019-09-27 00:00:00,26-09-2016,21950,1506.18,1636.42,56.3,1.515,13053.2
2019-09-30 00:00:00,23-09-2016,21900,1497.08,1643.13,56.39,1.52,12988.9
2019-10-01 00:00:00,22-09-2016,21900,1472.3,1637.59,54.13,1.495,13002.3
2019-10-02 00:00:00,21-09-2016,21700,1479.19,1617.83,53.85,1.5,12742.1
2019-10-03 00:00:00,20-09-2016,21750,1499.55,1606.38,52.31,1.49,12587.3
2019-10-04 00:00:00,19-09-2016,21750,1505.19,1613.7,52.19,1.49,12689.9
2019-10-07 00:00:00,16-09-2016,21750,1504.76,1611.74,52.59,1.47,12816.2
2019-10-08 00:00:00,15-09-2016,21900,1493.4,1620.29,52.7,1.49,12734.5
2019-10-09 00:00:00,14-09-2016,21900,1506.06,1610.65,52.57,1.49,12622.5
2019-10-10 00:00:00,13-09-2016,22000,1505.6,1614.07,52.61,1.51,12688.6
2019-10-11 00:00:00,12-09-2016,21950,1494.46,1613.47,53.87,1.515,12766
2019-10-15 00:00:00,09-09-2016,22050,1493.25,1631.05,53.56,1.54,12897
2019-10-16 00:00:00,08-09-2016,22100,1481.28,1629.88,52.98,1.545,12997.5
2019-10-17 00:00:00,07-09-2016,22100,1490.4,1638.98,53.08,1.55,13030.5
2019-10-18 00:00:00,05-09-2016,21750,1492.32,1634.4,54.2,1.55,13032.5
2019-10-21 00:00:00,02-09-2016,21550,1492.02,1630.43,53.83,1.575,13019.2
2019-10-22 00:00:00,01-09-2016,21550,1484.66,1625.06,53.6,1.595,13097
2019-10-24 00:00:00,31-08-2016,21600,1492.3,1636.07,55.9,1.57,13119.6
2019-10-25 00:00:00,30-08-2016,21700,1504.75,1620.61,56.13,1.55,13106.2
2019-10-28 00:00:00,29-08-2016,21650,1504.21,1591.64,56.7,1.55,13183.9
2019-10-29 00:00:00,26-08-2016,21700,1492.64,1601.44,55.88,1.59,13170.9
2019-10-30 00:00:00,25-08-2016,21800,1487.6,1594.4,55.62,1.59,13215.9
2019-10-31 00:00:00,24-08-2016,21950,1496.39,1606.71,54.99,1.58,13239.4
2019-11-01 00:00:00,23-08-2016,21950,1513.53,1600.73,54.19,1.55,13231.2
2019-11-04 00:00:00,22-08-2016,22000,1513.8,1601.9,56.47,1.555,13321.2
2019-11-05 00:00:00,19-08-2016,22100,1509.64,1628.73,56.6,1.6,13368.2
2019-11-06 00:00:00,18-08-2016,22200,1484.1,1627.23,57.3,1.63,13339.8
2019-11-07 00:00:00,17-08-2016,22100,1490.29,1623.64,56.37,1.61,13376.9
2019-11-08 00:00:00,16-08-2016,22050,1468.01,1641.55,57.11,1.71,13376.3
2019-11-11 00:00:00,15-08-2016,22100,1458.96,1632.77,57.38,1.74,13347.3
2019-11-12 00:00:00,11-08-2016,22150,1455.79,1625.42,56.91,1.73,13392
2019-11-13 00:00:00,10-08-2016,22200,1457.19,1621.91,56.83,1.73,13387.6
2019-11-14 00:00:00,09-08-2016,22100,1463.18,1616.61,57.42,1.73,13385
2019-11-15 00:00:00,08-08-2016,22200,1471.2,1613.3,57.01,1.73,13432.8
2019-11-18 00:00:00,05-08-2016,22500,1467.51,1605.19,57.97,1.73,13488.5
2019-11-19 00:00:00,04-08-2016,22450,1470.85,1605.47,57,1.735,13489.8
2019-11-20 00:00:00,03-08-2016,22450,1472.39,1599.42,55.26,1.69,13460.3
2019-11-21 00:00:00,02-08-2016,22250,1471.4,1594.95,56.91,1.67,13420.3
2019-11-22 00:00:00,01-08-2016,22250,1464.4,1595.38,58.22,1.7,13412.3
2019-11-25 00:00:00,29-07-2016,22100,1462.14,1603.13,57.83,1.71,13471.5
2019-11-26 00:00:00,28-07-2016,22100,1455.28,1618.15,57.85,1.695,13532.6
2019-11-27 00:00:00,27-07-2016,21900,1461.35,1611.85,58.2,1.675,13577.5
2019-11-29 00:00:00,26-07-2016,21900,1456.7,1594.04,58.08,1.675,13595.9
2019-12-02 00:00:00,25-07-2016,21850,1466.73,1588.59,55.45,1.64,13554.3
2019-12-03 00:00:00,22-07-2016,22000,1462.5,1562.63,56,1.64,13363.7
2019-12-04 00:00:00,21-07-2016,21850,1477.21,1562.22,56.33,1.59,13408.1
2019-12-06 00:00:00,20-07-2016,22100,1475.85,1571.1,58.26,1.61,13515.5
2019-12-09 00:00:00,15-07-2016,22100,1459.19,1559.84,59.03,1.605,13570.5
2019-12-11 00:00:00,14-07-2016,22350,1464.04,1555.38,58.98,1.54,13554.1
2019-12-12 00:00:00,13-07-2016,22250,1474.85,1558.6,58.77,1.545,13587.7
2019-12-13 00:00:00,12-07-2016,22600,1469.62,1577.38,59.26,1.59,13711.2
2019-12-16 00:00:00,11-07-2016,22800,1475.45,1572.64,59.83,1.605,13781.6
2019-12-17 00:00:00,08-07-2016,22600,1476.25,1551.71,60.16,1.58,13795.1
2019-12-18 00:00:00,07-07-2016,22800,1476.45,1555.55,60.49,1.585,13805.2
2019-12-19 00:00:00,06-07-2016,22750,1475.29,1558.8,60.81,1.555,13801.7
2019-12-20 00:00:00,04-07-2016,22400,1479.29,1572.61,60.84,1.59,13831.7
2019-12-23 00:00:00,30-06-2016,21950,1478.2,1574.85,60.19,1.565,13906.9
2019-12-24 00:00:00,29-06-2016,22050,1486.07,1575.03,60.49,1.54,13903
2019-12-26 00:00:00,28-06-2016,22100,1499.41,1573.81,61.07,1.5,13911.2
2019-12-27 00:00:00,27-06-2016,22200,1511.55,1583.46,61.51,1.495,13976.9
2019-12-30 00:00:00,24-06-2016,21400,1511.49,1581.05,61.49,1.495,13951.3
2020-01-02 00:00:00,23-06-2016,21100,1517.13,1584.35,61.29,1.495,13913
2020-01-03 00:00:00,22-06-2016,21200,1529.11,1596.95,60.96,1.48,13877.5
2020-01-06 00:00:00,21-06-2016,21500,1560.59,1584.13,63.43,1.41,13856.7
2020-01-07 00:00:00,20-06-2016,21450,1565.93,1578.52,62.67,1.375,13911.2
2020-01-08 00:00:00,17-06-2016,21450,1573.99,1569.82,62.63,1.35,13897
2020-01-09 00:00:00,16-06-2016,21650,1555.76,1572.74,59.85,1.41,13974.1
2020-01-10 00:00:00,15-06-2016,21500,1552.26,1583.48,59.51,1.4,14018.1
2020-01-13 00:00:00,14-06-2016,21350,1562.29,1586.13,59.08,1.385,13980.5
2020-01-14 00:00:00,13-06-2016,21250,1548.31,1589.68,58.06,1.41,14024.2
2020-01-15 00:00:00,10-06-2016,21150,1546.26,1582.96,58.23,1.43,14022.3
2020-01-16 00:00:00,09-06-2016,20950,1556.17,1582.77,58.12,1.425,14103.5
2020-01-17 00:00:00,08-06-2016,20800,1552.9,1600.28,58.61,1.45,14168.1
2020-01-21 00:00:00,07-06-2016,20800,1560.85,1584.17,59.35,1.46,14126.1
2020-01-22 00:00:00,06-06-2016,20800,1558.03,1579.25,58.24,1.43,14147.9
2020-01-23 00:00:00,03-06-2016,20450,1558.93,1570.66,56.13,1.435,14064.3
2020-01-24 00:00:00,02-06-2016,20550,1563.29,1575.07,55.72,1.4,14120
2020-01-27 00:00:00,01-06-2016,20600,1579.99,1546.9,53.57,1.36,13746.6
2020-01-28 00:00:00,30-05-2016,20450,1582.05,1519.55,52.72,1.35,13812.6
2020-01-29 00:00:00,27-05-2016,20550,1566.21,1522.88,54,1.38,13912.8
2020-01-30 00:00:00,26-05-2016,20800,1576.98,1516.36,53.1,1.355,13745.2
2020-01-31 00:00:00,25-05-2016,20850,1574.27,1528.86,52.97,1.35,13783.8
2020-02-03 00:00:00,24-05-2016,21150,1589.85,1507.28,51.15,1.3,13655.9
2020-02-04 00:00:00,23-05-2016,21200,1576.3,1501.34,50.04,1.295,13826.1
2020-02-05 00:00:00,19-05-2016,21300,1552.57,1521.67,49.68,1.35,13964
2020-02-06 00:00:00,18-05-2016,21500,1556.88,1538.29,51.35,1.33,14066.9
2020-02-07 00:00:00,17-05-2016,21400,1566.96,1536.28,51.31,1.28,13987.5
2020-02-11 00:00:00,16-05-2016,21400,1572.01,1538.31,49.78,1.21,13984.5
2020-02-12 00:00:00,13-05-2016,21200,1567.73,1530.59,50.16,1.28,14117.8
2020-02-13 00:00:00,12-05-2016,21250,1565.62,1539.31,51.87,1.29,14069.2
2020-02-14 00:00:00,11-05-2016,21200,1576.29,1537.16,51.73,1.26,14104.8
2020-02-18 00:00:00,10-05-2016,21100,1583.31,1521,52.49,1.15,14047.9
2020-02-19 00:00:00,09-05-2016,21400,1601.8,1517.78,52.36,1.13,14077.5
2020-02-20 00:00:00,04-05-2016,21300,1611.71,1504.48,53.7,1.15,14061
2020-02-21 00:00:00,03-05-2016,21350,1619.79,1480.53,53.93,1.1,14014.6
2020-02-24 00:00:00,29-04-2016,21050,1658.96,1473.57,52.79,1.1,13654
2020-02-25 00:00:00,28-04-2016,20700,1660.72,1436.24,51.5,1.09,13570.2
2020-02-26 00:00:00,27-04-2016,20700,1635.46,1425.56,50.22,1.065,13194.3
2020-02-27 00:00:00,26-04-2016,20650,1640.56,1369.83,48.7,1.05,12841.4
2020-02-28 00:00:00,25-04-2016,20550,1642.14,1348.46,46.68,1.08,12547.2
2020-03-02 00:00:00,22-04-2016,20750,1590.99,1355.99,43.93,1.075,12441.4
2020-03-03 00:00:00,21-04-2016,20700,1590.78,1357.72,47.98,1.1,12845.1
2020-03-04 00:00:00,20-04-2016,20700,1639.85,1361.44,47.1,1.01,12696.6
2020-03-05 00:00:00,19-04-2016,20450,1635.83,1391.35,47.38,1,12740.9
2020-03-06 00:00:00,18-04-2016,20550,1670.66,1373.19,46.22,0.96,12593
2020-03-09 00:00:00,12-04-2016,20800,1694.6,1272.95,32.87,0.89,11748.6
2020-03-10 00:00:00,11-04-2016,20750,1678.9,1262.8,30.75,0.89,11635.2
2020-03-11 00:00:00,08-04-2016,20600,1649.69,1268.56,35,0.98,11523.9
2020-03-12 00:00:00,07-04-2016,20500,1634.69,1184.16,33.43,1.03,10466.7
2020-03-13 00:00:00,05-04-2016,20500,1576.83,1008.06,31.35,1.03,10445.4
2020-03-16 00:00:00,04-04-2016,20300,1550.59,1072.3,32.69,1.2,10852
2020-03-17 00:00:00,01-04-2016,20500,1512.05,1045.09,28.99,1.32,9726.2
2020-03-18 00:00:00,31-03-2016,20500,1527.3,1053.04,27.3,1.32,9562.5
2020-03-19 00:00:00,30-03-2016,20700,1486.1,1019.07,22.82,1.59,9313.8
2020-03-20 00:00:00,29-03-2016,20450,1470.39,1077.65,25.59,1.77,9577.9
2020-03-23 00:00:00,28-03-2016,20300,1508.25,1045.65,24.4,1.57,9014.6
2020-03-24 00:00:00,24-03-2016,20400,1565.36,1064.33,25.87,1.5,9276.6
2020-03-25 00:00:00,23-03-2016,20600,1618.79,1063.23,26.64,1.52,9749.8
2020-03-26 00:00:00,22-03-2016,20600,1620.16,1074.64,27.04,1.49,10060.5
2020-03-27 00:00:00,21-03-2016,20750,1634.99,1112.83,26.23,1.47,10135.7
2020-03-30 00:00:00,18-03-2016,20850,1617.38,1087.35,24.68,1.46,10238.1
2020-03-31 00:00:00,17-03-2016,20700,1612.25,1108.79,24.25,1.47,10387.7
2020-04-01 00:00:00,16-03-2016,20500,1569.45,1117.51,24.18,1.55,9917.3
2020-04-02 00:00:00,15-03-2016,20500,1590.75,1113.91,24.19,1.62,9815.3
2020-04-03 00:00:00,14-03-2016,20900,1609.99,1150.86,27.34,1.64,10012.5
2020-04-07 00:00:00,11-03-2016,21300,1662.38,1184.87,30.21,1.45,10894.2
2020-04-08 00:00:00,10-03-2016,20950,1645.94,1202,29.21,1.47,10641.5
2020-04-09 00:00:00,09-03-2016,21050,1644.28,1220.78,30.82,1.49,11070.3
2020-04-13 00:00:00,08-03-2016,21300,1682.25,1229.21,30.3,1.44,11136.6
2020-04-14 00:00:00,07-03-2016,21150,1714.09,1252.5,29.2,1.42,11151.2
2020-04-15 00:00:00,04-03-2016,21050,1729.43,1253.92,27.84,1.41,10862
2020-04-16 00:00:00,03-03-2016,20850,1716.29,1226.16,26.26,1.4,10882.8
2020-04-17 00:00:00,02-03-2016,20750,1713.49,1230.34,26.42,1.38,11101.3
2020-04-20 00:00:00,01-03-2016,21000,1691.44,1241.94,24.76,1.38,11016.9
2020-04-21 00:00:00,29-02-2016,20750,1694.22,1247.52,21.32,1.28,10763.7
2020-04-22 00:00:00,26-02-2016,20900,1686.47,1245.9,20.26,1.23,10920
2020-04-23 00:00:00,25-02-2016,20850,1713,1266.61,20.99,1.27,10961.2
2020-04-24 00:00:00,24-02-2016,20750,1733.32,1274.21,21.85,1.27,11000.7
2020-04-27 00:00:00,23-02-2016,20600,1724.86,1271.22,21.13,1.26,11106
2020-04-28 00:00:00,19-02-2016,20700,1716.19,1267.46,18.24,1.29,11462.4
2020-04-29 00:00:00,18-02-2016,20350,1708.72,1282.57,18.01,1.25,11546.4
2020-04-30 00:00:00,17-02-2016,20300,1715.22,1297.93,19.33,1.22,11473.2
2020-05-05 00:00:00,15-02-2016,20700,1701.78,1287.7,23.56,1.19,11189
2020-05-07 00:00:00,12-02-2016,20650,1686.08,1274.5,25.56,1.12,11140.9
2020-05-08 00:00:00,11-02-2016,20100,1717.46,1265.23,24.81,1.11,11281.3
2020-05-11 00:00:00,10-02-2016,20000,1703.76,1277.41,25.91,1.11,11244.2
2020-05-12 00:00:00,09-02-2016,20050,1696.25,1286.31,25.39,1.09,11332.4
2020-05-13 00:00:00,08-02-2016,19600,1701.21,1297.03,25.8,1.13,11035.2
2020-05-14 00:00:00,05-02-2016,19450,1715.01,1286.63,25.97,1.1,10661.9
2020-05-15 00:00:00,04-02-2016,19250,1731.13,1287.06,28.02,1.11,10927.4
2020-05-18 00:00:00,03-02-2016,19100,1742.93,1290.11,29.81,1.13,11282.9
2020-05-19 00:00:00,02-02-2016,19000,1733.37,1308.96,32.39,1.16,11374.2
2020-05-20 00:00:00,01-02-2016,18950,1744.44,1311.36,32.41,1.14,11408.6
2020-05-21 00:00:00,29-01-2016,18900,1750.18,1330.84,33.93,1.12,11393.9
2020-05-22 00:00:00,28-01-2016,19000,1725.26,1309.92,34.41,1.11,11325.1
2020-05-26 00:00:00,27-01-2016,19000,1729.65,1335.87,33.77,1.07,11636.5
2020-05-27 00:00:00,26-01-2016,18900,1712.03,1339.18,34.54,1.11,11787.6
2020-05-28 00:00:00,25-01-2016,18750,1709.68,1356.02,32.48,1.2,11935.9
2020-05-29 00:00:00,22-01-2016,18850,1721.7,1333.7,34.06,1.2,11751
2020-06-01 00:00:00,21-01-2016,18900,1736.42,1355.39,35.62,1.19,11799.9
2020-06-02 00:00:00,20-01-2016,18750,1740.93,1361.64,35.94,1.18,11900.2
2020-06-04 00:00:00,18-01-2016,18800,1699.11,1396.25,37.06,1.29,12236.7
2020-06-05 00:00:00,15-01-2016,18600,1711.2,1416.72,37.64,1.37,12641
2020-06-08 00:00:00,14-01-2016,18800,1684.16,1449.76,39.67,1.36,12734.5
2020-06-09 00:00:00,13-01-2016,18650,1700.25,1438.64,38.51,1.23,12635.6
2020-06-10 00:00:00,12-01-2016,18850,1714.33,1417.04,38.72,1.22,12616.6
2020-06-11 00:00:00,11-01-2016,19000,1737.11,1413.2,39.25,1.17,12090.1
2020-06-12 00:00:00,08-01-2016,18900,1728.32,1359,36.46,1.22,11999.5
2020-06-15 00:00:00,07-01-2016,18900,1732.35,1373.5,36.26,1.21,11565.8
2020-06-16 00:00:00,06-01-2016,18450,1725.79,1374.59,37.38,1.26,12304.1
2020-06-17 00:00:00,05-01-2016,18100,1727.34,1362.78,38.21,1.28,12193.4
2020-06-18 00:00:00,04-01-2016,18200,1725.57,1359.68,38,1.315,11994.5
2020-06-19 00:00:00,30-12-2015,18350,1723.16,1376.89,39.03,1.275,12240.3
2020-06-22 00:00:00,29-12-2015,18350,1749,1359.3,39.02,1.28,11963.3
2020-06-23 00:00:00,28-12-2015,18350,1756.03,1359.55,40.78,1.26,12157.4
2020-06-24 00:00:00,24-12-2015,18350,1769.09,1362.42,40.16,1.25,11956.3
2020-06-25 00:00:00,23-12-2015,18350,1759.76,1317.72,38.26,1.21,11680.4
2020-06-26 00:00:00,22-12-2015,18450,1762.35,1335.55,39.23,1.23,11796.4
2020-06-29 00:00:00,21-12-2015,18300,1773.27,1320.73,38.12,1.2,11683.1
2020-06-30 00:00:00,18-12-2015,18150,1771.77,1344.54,39.76,1.2,11736.8
2020-07-01 00:00:00,17-12-2015,18250,1780.91,1345.62,39.88,1.24,11907.8
2020-07-02 00:00:00,16-12-2015,18150,1769.6,1357.21,39.85,1.28,12088.7
2020-07-07 00:00:00,15-12-2015,18250,1784.57,1389.18,40.75,1.31,12056.2
2020-07-08 00:00:00,14-12-2015,18400,1794.93,1371.91,40.57,1.33,12023.6
