Y,DJI,Set_One,GBP_THB,EURUSD,Oil,XAG,XAU_XAG,Rhodium,SP_FIVE,JPY_THB,BVN ,Set,NYSE,USD_THB,TenBond_THB
19150.00,23986.83,2367.91,41.34,1.13,51.25,14.57,84.94,2490.00,2663.51,0.29,15.00,1672.85,11983.00,32.80,2.45
19200.00,24408.04,2366.19,41.49,1.14,52.83,14.76,84.27,2485.00,2782.43,0.29,14.97,1675.84,11982.80,32.83,2.45
19200.00,24575.86,2409.03,41.37,1.14,51.20,14.75,84.54,2485.00,2790.50,0.29,14.88,1673.65,11922.70,32.77,2.44
19250.00,24509.09,2415.28,40.99,1.13,51.95,14.58,85.29,2485.00,2737.76,0.29,14.64,1677.45,12156.80,32.77,2.44
19250.00,24719.91,2422.47,41.31,1.14,50.89,14.55,85.60,2485.00,2736.97,0.29,14.55,1670.46,12043.40,32.85,2.44
19150.00,24918.82,2439.64,42.01,1.14,51.76,14.48,85.49,2485.00,2691.45,0.29,14.42,1675.09,12555.00,32.89,2.46
19200.00,24737.42,2432.38,41.69,1.14,52.93,14.51,85.52,2475.00,2663.75,0.29,14.06,1672.14,12602.90,32.84,2.45
19050.00,25752.56,2468.19,41.74,1.13,53.13,14.38,85.40,2475.00,2649.97,0.29,14.15,1651.07,12373.00,32.85,2.45
19000.00,25779.57,2445.33,42.10,1.14,52.45,14.27,85.47,2460.00,2633.36,0.29,13.58,1638.83,12385.00,32.74,2.45
19000.00,25307.14,2408.61,42.10,1.13,51.27,14.31,85.85,2450.00,2657.74,0.29,13.82,1632.26,12225.70,32.80,2.44
18950.00,25343.65,2417.16,42.21,1.14,50.31,14.33,85.54,2450.00,2654.60,0.29,14.32,1637.48,12135.40,32.97,2.46
18950.00,24832.84,2401.32,42.13,1.14,52.09,14.14,85.24,2450.00,2730.74,0.29,14.15,1605.91,12111.20,32.91,2.47
19050.00,24557.02,2390.38,42.40,1.13,51.54,14.23,85.79,2450.00,2718.54,0.29,14.60,1641.61,12034.70,32.90,2.46
19050.00,24364.13,2376.54,42.51,1.13,50.62,14.32,85.80,2450.00,2693.52,0.29,14.61,1669.82,12108.70,33.05,2.44
19100.00,24336.40,2353.00,42.47,1.13,54.66,14.53,85.58,2450.00,2737.90,0.29,14.79,1680.12,12158.00,33.03,2.44
19000.00,24541.65,2346.57,42.18,1.14,53.39,14.32,84.68,2450.00,2730.05,0.29,14.48,1692.15,12388.10,33.08,2.42
18950.00,24618.68,2389.33,42.34,1.14,57.39,14.43,85.30,2450.00,2773.93,0.29,14.02,1708.09,12329.40,32.97,2.43
18950.00,25392.61,2392.32,42.17,1.15,56.72,14.40,84.84,2450.00,2794.10,0.29,13.67,1697.56,12215.20,32.97,2.42
18900.00,25242.35,2401.60,42.09,1.14,56.58,14.29,84.81,2450.00,2774.13,0.29,13.69,1709.34,12398.90,32.94,2.42
18750.00,25061.48,2426.44,42.83,1.13,56.02,14.14,84.94,2450.00,2738.40,0.29,13.72,1699.99,12358.90,32.87,2.41
18700.00,25388.08,2421.14,42.76,1.13,55.27,13.98,85.64,2450.00,2726.37,0.29,13.72,1719.71,12517.70,32.96,2.40
18800.00,25321.21,2405.92,42.62,1.13,58.88,14.00,85.77,2560.00,2717.58,0.29,13.83,1726.41,12566.30,32.96,2.39
18900.00,25959.33,2448.88,42.85,1.12,60.70,14.17,85.74,2470.00,2705.60,0.29,14.18,1735.74,12564.80,32.96,2.41
19000.00,26149.11,2452.77,43.07,1.13,60.75,14.43,85.33,2470.00,2640.68,0.29,14.18,1762.30,12414.00,33.17,2.40
19100.00,25788.46,2450.08,43.11,1.14,61.74,14.54,84.73,2480.00,2682.65,0.29,13.98,1757.60,12364.40,33.06,2.41
19150.00,25452.83,2456.36,42.95,1.14,62.70,14.65,84.41,2490.00,2667.86,0.29,13.93,1751.70,12208.10,32.97,2.43
19100.00,25261.47,2440.86,42.79,1.14,62.99,14.77,84.04,2500.00,2674.88,0.29,13.88,1752.52,12198.60,32.93,2.43
19000.00,25142.08,2447.49,42.29,1.14,64.88,14.29,83.63,2505.00,2737.87,0.29,13.88,1753.66,11961.60,32.93,2.42
19150.00,25008.82,2411.32,42.26,1.13,66.32,14.47,85.14,2535.00,2773.94,0.29,13.53,1751.29,12084.50,32.85,2.44
19250.00,24482.04,2391.26,42.58,1.13,66.68,14.46,84.50,2535.00,2775.66,0.29,14.31,1758.80,12006.80,33.11,2.44
19250.00,24818.98,2381.05,42.33,1.14,67.55,14.71,84.89,2560.00,2802.00,0.29,14.30,1757.42,12023.50,33.27,2.45
19150.00,24770.25,2390.03,42.22,1.14,66.95,14.63,83.87,2560.00,2811.67,0.29,14.18,1749.63,12274.40,33.28,2.46
19150.00,24736.54,2339.24,42.42,1.14,66.36,14.70,84.16,2570.00,2767.05,0.29,14.37,1718.49,12474.10,32.99,2.45
19050.00,25172.88,2394.88,42.64,1.14,66.17,14.79,84.07,2590.00,2873.90,0.30,14.17,1717.99,12469.70,32.93,2.43
18850.00,25492.14,2438.78,42.55,1.15,69.41,14.66,83.42,2590.00,2882.51,0.30,14.10,1724.83,12570.70,32.93,2.45
18850.00,25421.09,2453.25,42.49,1.15,68.68,14.62,83.78,2590.00,2877.53,0.29,14.40,1691.04,12612.20,32.86,2.42
18800.00,25645.56,2471.69,42.61,1.15,70.03,14.61,84.07,2590.00,2902.54,0.29,12.90,1690.65,12425.70,32.55,2.44
18800.00,25705.87,2498.67,42.83,1.15,72.17,14.65,83.63,2590.00,2919.35,0.29,13.03,1686.78,12952.10,32.62,2.45
18850.00,25351.53,2480.30,42.94,1.16,71.72,14.73,83.57,2590.00,2926.29,0.29,12.80,1687.95,12970.20,32.53,2.46
18750.00,25407.63,2471.23,43.29,1.16,70.99,14.62,83.47,2580.00,2910.03,0.29,13.22,1709.26,12955.70,32.50,2.43
18450.00,26441.73,2499.97,43.32,1.15,74.66,14.39,82.62,2575.00,2911.65,0.29,13.63,1722.56,13043.50,32.65,2.42
18500.00,26469.19,2483.75,43.08,1.15,74.21,14.35,82.68,2565.00,2916.98,0.29,13.34,1721.94,13089.20,32.95,2.40
18550.00,26399.45,2515.17,42.98,1.15,74.40,14.66,82.17,2565.00,2921.75,0.29,13.38,1714.48,13146.30,32.92,2.38
18500.00,26632.77,2526.25,42.63,1.15,74.67,14.63,82.18,2565.00,2921.83,0.29,13.20,1726.28,13071.40,32.78,2.39
18400.00,26784.08,2541.67,42.07,1.15,76.18,14.65,81.89,2550.00,2936.76,0.29,13.31,1721.36,13112.00,32.70,2.38
18150.00,26598.36,2587.90,42.10,1.16,73.29,14.69,81.25,2540.00,2919.73,0.29,13.47,1723.96,13164.80,32.51,2.39
18150.00,26407.66,2581.06,42.44,1.16,72.18,14.28,83.00,2530.00,2906.60,0.29,13.52,1710.04,13203.90,32.32,2.38
18350.00,26418.27,2572.11,42.70,1.17,72.01,14.35,83.19,2505.00,2890.74,0.28,13.35,1701.31,13235.20,32.42,2.35
18400.00,26536.86,2573.99,42.75,1.18,72.09,14.49,83.01,2505.00,2903.83,0.28,13.26,1705.63,13243.40,32.44,2.35
18350.00,26601.58,2574.27,42.55,1.17,72.25,14.28,84.04,2505.00,2906.38,0.29,12.78,1695.94,13183.70,32.40,2.34
18350.00,26705.25,2568.58,42.33,1.18,71.14,14.31,83.93,2490.00,2896.85,0.29,12.38,1703.82,13105.10,32.42,2.35
18500.00,26726.25,2583.77,42.91,1.18,70.20,14.34,84.28,2475.00,2871.57,0.29,12.84,1698.97,13044.90,32.39,2.37
18450.00,26519.39,2581.14,42.61,1.17,71.39,14.26,84.50,2450.00,2881.39,0.29,13.00,1688.01,13059.20,32.35,2.37
18450.00,26287.84,2566.93,42.81,1.17,69.71,14.17,84.62,2430.00,2868.26,0.29,13.19,1673.33,13042.40,32.41,2.38
18450.00,26076.21,2514.28,42.88,1.17,68.80,14.18,84.96,2415.00,2891.59,0.29,12.16,1688.64,13022.60,32.56,2.36
18450.00,26151.66,2514.84,42.70,1.16,68.93,14.08,84.88,2415.00,2896.96,0.29,12.46,1692.77,12896.80,32.60,2.31
18550.00,26169.56,2527.07,42.76,1.17,68.79,14.19,84.72,2415.00,2898.37,0.29,12.22,1718.50,12952.10,32.67,2.31
18550.00,26083.94,2469.32,42.68,1.16,70.24,14.29,84.66,2415.00,2908.94,0.29,12.36,1709.16,12898.40,32.61,2.32
18500.00,25841.14,2469.74,42.75,1.16,67.53,14.19,84.43,2415.00,2900.62,0.29,12.38,1718.00,12944.00,32.71,2.29
18550.00,25991.91,2464.30,42.40,1.16,67.82,14.18,84.45,2440.00,2901.45,0.29,12.40,1708.19,12976.00,32.83,2.34
18600.00,25951.02,2465.98,42.41,1.16,67.88,14.17,84.71,2440.00,2884.69,0.29,12.61,1716.33,13007.40,32.79,2.39
18500.00,25919.84,2500.78,42.15,1.16,69.43,14.11,84.11,2460.00,2862.35,0.30,12.70,1705.48,13094.80,32.80,2.35
18550.00,25916.07,2524.48,42.06,1.16,69.89,14.53,82.86,2470.00,2860.29,0.30,12.70,1704.04,13098.90,32.81,2.33
18600.00,25964.85,2511.79,42.64,1.16,70.06,14.56,82.58,2480.00,2860.99,0.30,13.07,1700.53,13125.30,32.68,2.38
18600.00,26099.01,2535.39,42.59,1.17,69.71,14.82,82.44,2480.00,2861.51,0.29,12.83,1678.63,13043.40,32.72,2.36
18550.00,26082.53,2527.64,41.95,1.17,68.54,14.72,81.76,2480.00,2853.93,0.29,12.70,1684.20,12968.80,32.78,2.36
18550.00,26092.70,2531.73,41.97,1.17,68.93,14.92,81.52,2480.00,2838.32,0.30,12.63,1672.11,12978.60,32.70,2.36
18550.00,25882.71,2508.80,41.85,1.17,68.57,14.89,81.29,2490.00,2831.44,0.30,12.73,1651.36,13007.60,32.58,2.37
18400.00,25688.58,2494.53,42.16,1.16,67.90,14.49,81.26,2560.00,2827.95,0.29,12.17,1641.22,12998.00,32.56,2.39
18500.00,25714.86,2503.41,42.20,1.15,68.07,14.77,81.65,2560.00,2827.88,0.29,12.27,1632.17,12930.10,32.59,2.40
18450.00,25825.06,2485.64,42.15,1.16,66.08,14.76,81.12,2565.00,2839.64,0.29,11.80,1624.68,12839.70,32.90,2.40
18500.00,25786.99,2497.87,42.16,1.16,66.62,14.76,80.91,2570.00,2856.79,0.29,12.12,1638.35,12784.80,32.69,2.41
18600.00,25727.70,2489.39,42.23,1.15,65.91,14.78,80.64,2570.00,2840.29,0.30,12.89,1645.33,12752.50,32.65,2.43
18500.00,25550.80,2473.63,42.17,1.14,65.47,14.66,80.05,2570.00,2829.62,0.30,13.18,1634.73,12792.00,32.93,2.42
18450.00,25294.97,2448.93,42.33,1.14,64.95,14.47,80.13,2570.00,2800.48,0.30,13.45,1631.63,12868.10,33.17,2.43
18800.00,25235.37,2472.34,42.37,1.13,66.62,15.07,81.29,2570.00,2821.17,0.30,13.64,1629.01,12995.90,33.17,2.42
18850.00,25215.69,2477.55,42.59,1.13,67.42,14.99,79.35,2570.00,2809.73,0.30,13.70,1626.11,12939.80,33.32,2.42
19050.00,25401.19,2518.24,42.63,1.14,66.74,15.45,79.52,2565.00,2835.49,0.30,13.65,1598.76,12893.90,33.29,2.43
19050.00,25615.72,2505.47,42.97,1.15,69.09,15.36,78.53,2565.00,2817.73,0.30,13.62,1626.78,12818.60,33.36,2.44
19100.00,25437.43,2520.39,43.22,1.16,68.65,15.47,78.75,2555.00,2820.68,0.30,13.57,1607.20,12949.90,33.25,2.44
19050.00,25360.37,2505.69,43.34,1.16,68.99,15.34,78.70,2520.00,2799.17,0.30,13.69,1597.01,12903.40,33.22,2.41
19100.00,25256.45,2519.52,43.52,1.16,67.86,15.40,78.88,2450.00,2804.55,0.30,13.76,1604.51,12929.80,33.24,2.39
19150.00,25461.63,2501.36,43.58,1.17,68.43,15.56,79.06,2430.00,2809.37,0.30,13.29,1623.67,12836.40,33.30,2.37
19200.00,25345.21,2498.03,43.71,1.17,70.05,15.51,78.87,2410.00,2811.35,0.30,13.25,1631.39,12836.60,33.15,2.39
19300.00,25468.55,2494.14,43.82,1.17,69.38,15.57,78.85,2410.00,2789.34,0.30,13.10,1615.79,12788.50,33.20,2.39
19300.00,25183.70,2457.17,43.88,1.17,68.77,15.48,78.94,2410.00,2801.43,0.30,12.73,1641.02,12778.20,33.30,2.41
19350.00,25092.43,2467.34,43.79,1.17,67.80,15.41,79.10,2390.00,2796.93,0.30,13.07,1641.58,12786.40,33.24,2.35
19400.00,25036.90,2444.42,43.78,1.17,68.17,15.51,79.57,2390.00,2783.14,0.30,13.00,1663.63,12786.30,33.37,2.37
19250.00,25041.14,2411.51,43.56,1.17,69.39,15.34,79.37,2390.00,2779.82,0.30,13.05,1647.22,12731.50,33.45,2.41
19300.00,25139.15,2394.03,43.52,1.16,69.00,15.58,79.83,2380.00,2768.51,0.30,12.44,1667.47,12758.50,33.32,2.42
19350.00,25133.79,2378.84,43.69,1.16,67.61,15.58,78.87,2380.00,2737.68,0.30,12.59,1694.24,12744.80,33.48,2.40
19500.00,25033.92,2363.64,44.02,1.17,68.03,15.81,78.82,2380.00,2724.19,0.30,12.55,1706.52,12746.70,33.30,2.40
19550.00,25025.58,2383.65,44.05,1.17,70.52,15.84,78.54,2380.00,2733.27,0.30,12.67,1714.52,12738.00,33.33,2.38
19550.00,24926.07,2398.54,43.86,1.17,70.38,15.94,78.47,2380.00,2704.95,0.30,13.12,1726.47,12712.30,33.26,2.38
19600.00,24802.90,2382.66,44.01,1.17,70.60,15.82,78.15,2370.00,2727.13,0.29,13.65,1725.91,12578.90,33.30,2.39
19650.00,24789.48,2379.56,44.06,1.17,74.20,16.08,78.61,2370.00,2698.69,0.30,13.34,1723.80,12553.80,33.20,2.39
19650.00,24519.20,2372.18,44.05,1.17,73.87,16.05,78.40,2370.00,2728.45,0.30,13.50,1735.78,12542.30,33.32,2.38
19650.00,24352.47,2327.72,43.92,1.17,73.16,16.02,78.21,2370.00,2722.12,0.29,13.72,1743.63,12430.70,33.17,2.39
19650.00,24285.82,2370.01,43.88,1.17,74.23,16.09,78.31,2370.00,2742.94,0.30,13.45,1737.23,12537.20,33.13,2.39
19500.00,24359.39,2337.86,43.58,1.17,74.08,15.84,78.14,2360.00,2760.79,0.30,13.73,1730.02,12412.20,33.20,2.38
19550.00,24161.53,2323.82,43.50,1.16,73.62,16.12,78.32,2350.00,2769.28,0.30,13.89,1717.50,12528.40,33.16,2.34
19550.00,24323.93,2332.85,43.35,1.17,73.33,16.00,77.77,2340.00,2769.73,0.30,13.80,1735.95,12501.30,33.16,2.32
19550.00,24064.19,2357.68,43.36,1.16,72.27,16.08,77.96,2335.00,2752.01,0.30,14.69,1747.17,12585.00,32.99,2.31
19550.00,24303.11,2372.27,43.69,1.16,70.68,16.25,77.83,2335.00,2765.79,0.30,14.86,1756.20,12653.30,33.15,2.30
19700.00,24281.89,2343.40,43.76,1.16,68.21,16.35,77.26,2325.00,2777.78,0.30,14.75,1769.23,12620.40,33.05,2.34
19750.00,24463.73,2384.50,43.67,1.17,68.75,16.51,77.53,2325.00,2783.21,0.30,14.40,1761.04,12676.40,33.03,2.38
19700.00,24526.97,2384.67,43.60,1.17,65.93,16.35,77.13,2325.00,2787.94,0.30,14.57,1752.57,12708.60,32.94,2.38
19650.00,24639.21,2417.70,43.24,1.16,65.34,16.31,77.62,2315.00,2785.60,0.30,14.46,1752.24,12660.70,32.92,2.38
19700.00,24771.17,2392.03,43.13,1.16,65.11,16.30,77.80,2315.00,2780.18,0.30,14.63,1757.90,12727.40,32.90,2.38
19750.00,24763.59,2420.13,43.26,1.16,65.82,16.48,78.12,2330.00,2765.84,0.30,15.29,1773.41,12812.10,32.81,2.33
19750.00,24944.28,2462.18,43.26,1.16,64.40,16.54,77.52,2340.00,2774.84,0.30,15.45,1770.32,12856.10,32.75,2.34
19850.00,25116.71,2483.22,42.73,1.16,67.00,17.19,77.28,2340.00,2753.25,0.30,15.97,1749.94,12861.70,32.68,2.32
19650.00,25254.65,2497.83,42.96,1.16,66.62,17.06,75.84,2340.00,2720.98,0.30,15.79,1762.33,12845.10,32.62,2.29
19650.00,25328.65,2518.47,42.91,1.18,66.01,16.87,76.31,2330.00,2702.43,0.30,15.78,1761.19,12778.20,32.21,2.29
19650.00,25346.82,2517.21,42.90,1.17,66.05,16.90,76.87,2320.00,2723.60,0.30,16.09,1780.49,12797.90,32.14,2.29
19650.00,25336.67,2513.76,42.95,1.18,65.56,16.79,76.79,2305.00,2730.94,0.29,15.92,1785.65,12696.50,32.09,2.26
19600.00,25209.29,2537.52,43.00,1.18,65.98,16.73,77.51,2275.00,2713.98,0.29,15.88,1786.87,12606.20,32.07,2.26
19500.00,25192.14,2550.56,42.80,1.18,65.07,16.69,77.53,2275.00,2738.34,0.29,15.53,1786.55,12514.30,32.01,2.25
19550.00,24854.14,2540.47,42.78,1.18,65.51,16.51,77.75,2260.00,2725.95,0.29,15.55,1777.27,12646.60,32.02,2.24
19550.00,24727.55,2507.95,42.69,1.17,65.71,16.42,78.60,2260.00,2717.35,0.29,15.84,1782.10,12715.30,31.92,2.24
19650.00,24620.79,2528.88,42.57,1.17,68.24,16.51,78.88,2260.00,2719.71,0.29,15.79,1777.38,12701.60,31.94,2.25
19700.00,24467.83,2505.71,42.52,1.15,66.85,16.39,79.37,2250.00,2712.62,0.29,15.66,1780.01,12832.20,32.02,2.29
19650.00,24781.29,2537.26,42.80,1.17,70.65,16.67,78.30,2250.00,2718.59,0.29,15.58,1781.28,12771.60,32.10,2.32
19600.00,24877.36,2556.03,42.85,1.17,71.83,16.47,78.61,2250.00,2733.37,0.29,15.50,1796.50,12735.10,31.99,2.31
19550.00,24757.71,2573.09,42.99,1.18,72.11,16.54,78.10,2250.00,2722.70,0.30,15.16,1800.78,12741.50,32.11,2.30
19550.00,25047.55,2595.79,43.19,1.18,72.53,16.52,78.28,2250.00,2705.02,0.29,15.41,1797.31,12710.60,32.00,2.31
19600.00,24883.06,2584.56,43.35,1.18,71.47,16.43,78.51,2250.00,2678.12,0.29,15.50,1778.20,12711.90,32.17,2.31
19550.00,24707.72,2567.93,43.39,1.18,71.60,16.46,78.49,2250.00,2669.36,0.29,15.38,1761.83,12791.90,32.19,2.36
19550.00,24752.40,2566.18,43.22,1.18,71.56,16.36,78.84,2250.00,2621.45,0.29,15.65,1766.82,12748.90,32.09,2.32
19600.00,24722.32,2573.17,43.40,1.18,71.02,16.28,79.41,2250.00,2628.08,0.29,15.77,1764.20,12660.20,32.03,2.34
19750.00,24809.55,2597.46,43.25,1.19,71.15,16.54,79.48,2250.00,2654.24,0.29,15.68,1763.31,12565.20,32.12,2.29
19850.00,24879.37,2592.14,43.20,1.19,70.54,16.69,79.05,2250.00,2643.64,0.29,15.12,1757.00,12493.40,31.91,2.29
19850.00,24758.64,2558.96,43.23,1.19,71.45,16.73,79.08,2250.00,2675.05,0.29,15.30,1737.08,12335.40,31.88,2.22
19900.00,24591.66,2578.81,43.53,1.19,71.23,16.53,79.58,2250.00,2675.47,0.29,15.46,1735.74,12395.50,31.97,2.27
19800.00,24399.18,2575.08,43.25,1.19,70.05,16.51,79.79,2250.00,2651.65,0.29,15.61,1767.46,12486.10,32.13,2.31
19700.00,24317.66,2616.68,42.96,1.20,69.85,16.56,79.61,2250.00,2634.92,0.29,16.15,1773.70,12490.20,31.94,2.34
19600.00,23865.22,2620.74,42.93,1.20,68.50,16.45,79.81,2250.00,2680.80,0.29,15.85,1774.72,12615.40,31.73,2.35
19600.00,23836.23,2619.42,43.14,1.20,67.68,16.40,79.64,2250.00,2675.40,0.29,15.85,1783.72,12567.70,31.62,2.36
19550.00,24097.63,2601.42,43.15,1.20,67.49,16.15,80.65,2240.00,2692.56,0.29,15.89,1797.84,12539.60,31.77,2.34
19650.00,24410.41,2609.99,43.41,1.21,68.15,16.54,80.58,2240.00,2701.16,0.29,16.16,1807.79,12491.40,31.70,2.34
19700.00,24342.14,2600.43,44.00,1.21,68.21,16.53,80.09,2240.00,2710.11,0.29,16.08,1797.27,12659.90,31.57,2.35
19700.00,24128.72,2604.28,43.93,1.21,68.03,16.59,79.65,2240.00,2692.74,0.29,16.45,1780.88,12618.10,31.49,2.32
19700.00,24070.20,2604.97,43.97,1.22,67.75,16.73,79.77,2240.00,2653.83,0.29,16.52,1809.00,12670.90,31.61,2.26
19750.00,24579.94,2630.91,43.95,1.22,68.95,16.64,79.57,2240.00,2638.41,0.29,16.60,1806.92,12714.60,31.53,2.24
19750.00,24488.07,2638.80,43.94,1.22,68.22,17.14,79.57,2240.00,2617.18,0.29,16.55,1793.62,12737.10,31.46,2.26
19800.00,24657.39,2631.90,43.99,1.23,68.26,17.24,78.03,2230.00,2645.82,0.29,16.55,1812.33,12680.40,31.54,2.28
19850.00,24711.30,2599.72,44.32,1.23,68.75,17.22,78.01,2230.00,2657.36,0.29,16.36,1813.00,12559.00,31.34,2.28
19800.00,24820.85,2570.72,44.59,1.24,66.68,16.78,78.50,2230.00,2584.04,0.29,16.46,1815.12,12380.60,31.23,2.30
19800.00,24681.79,2578.83,44.75,1.24,66.42,16.67,80.28,2230.00,2614.41,0.29,16.21,1805.22,12412.90,31.21,2.33
19850.00,24302.82,2577.33,44.12,1.24,66.75,16.70,80.73,2230.00,2611.30,0.29,16.03,1797.80,12511.60,31.21,2.34
19650.00,24198.95,2569.97,44.18,1.24,63.30,16.49,81.06,2230.00,2667.57,0.29,15.91,1789.16,12512.40,31.22,2.39
19650.00,24037.52,2536.42,44.04,1.23,62.00,16.45,81.03,2215.00,2619.35,0.29,15.95,1784.88,12218.90,31.12,2.37
19600.00,24313.91,2531.15,43.94,1.23,63.60,16.33,81.18,2165.00,2646.71,0.29,15.84,1785.44,12356.20,31.28,2.38
19600.00,23654.15,2580.03,43.83,1.22,63.59,16.44,81.06,2150.00,2691.36,0.29,15.80,1797.04,12325.30,31.25,2.40
19600.00,23949.18,2604.72,44.04,1.23,64.69,16.31,81.73,2090.00,2714.99,0.29,14.88,1812.27,12466.40,31.26,2.44
19800.00,23883.08,2626.01,44.19,1.23,64.70,16.58,81.20,2090.00,2715.05,0.29,14.55,1812.27,12327.10,31.22,2.41
19850.00,24276.62,2638.33,44.30,1.23,65.53,16.73,81.32,2080.00,2741.38,0.29,14.64,1821.17,12413.60,31.19,2.44
19800.00,23825.74,2617.71,44.08,1.24,65.90,16.62,81.34,2045.00,2750.57,0.29,14.98,1828.62,12574.20,31.31,2.42
19700.00,23995.18,2587.77,44.13,1.24,64.28,16.41,80.95,2020.00,2754.27,0.29,15.03,1842.92,12663.70,31.22,2.39
19550.00,24526.01,2632.10,44.06,1.23,65.50,16.59,81.13,2020.00,2774.06,0.29,14.85,1811.54,12663.20,31.13,2.40
19350.00,24723.49,2631.87,43.66,1.23,63.72,16.20,80.99,2020.00,2792.31,0.30,14.65,1792.83,12755.50,31.18,2.41
19400.00,24650.64,2611.91,43.74,1.23,62.10,16.32,80.49,2020.00,2790.54,0.30,14.28,1801.08,12752.70,31.32,2.45
19350.00,24893.69,2641.35,43.47,1.22,62.23,16.36,80.92,2020.00,2732.75,0.30,14.41,1812.49,12788.20,31.17,2.40
19400.00,24877.34,2640.93,43.50,1.23,61.19,16.41,80.66,2035.00,2710.18,0.30,14.65,1811.16,12874.50,31.20,2.40
19500.00,24837.29,2649.54,43.50,1.23,60.95,16.53,80.51,2050.00,2681.06,0.29,14.99,1804.60,12938.50,31.19,2.39
19550.00,25086.97,2637.04,43.61,1.23,60.87,16.61,80.24,2050.00,2715.22,0.29,15.12,1799.69,12930.40,31.22,2.33
19550.00,25257.75,2626.05,43.51,1.24,61.37,16.54,80.00,2050.00,2753.78,0.29,15.57,1805.68,12725.20,31.21,2.36
19550.00,25372.44,2616.92,43.39,1.24,62.10,16.64,79.91,2080.00,2780.45,0.29,15.28,1804.64,12634.00,31.16,2.38
19550.00,25004.89,2601.25,43.33,1.23,60.27,16.50,80.02,2100.00,2757.37,0.29,15.18,1790.00,12498.50,31.24,2.37
19650.00,24853.41,2599.19,43.55,1.23,61.33,16.50,79.71,2110.00,2715.80,0.29,15.69,1767.31,12644.40,31.30,2.37
19700.00,24758.15,2613.90,43.47,1.24,62.30,16.76,80.33,2110.00,2710.42,0.29,15.99,1787.24,12852.10,31.34,2.37
19650.00,24471.31,2642.65,43.33,1.24,61.55,16.52,79.79,2090.00,2720.53,0.29,15.46,1801.94,12986.90,31.33,2.39
19600.00,25485.15,2672.01,43.79,1.23,62.79,16.42,80.04,2085.00,2722.99,0.29,15.64,1775.42,12922.20,31.31,2.40
19750.00,25735.78,2691.23,43.69,1.22,64.06,16.66,80.29,2085.00,2727.14,0.30,15.94,1798.42,12766.10,31.42,2.44
19750.00,25403.35,2635.87,43.88,1.22,63.60,16.51,80.20,2060.00,2713.46,0.30,15.92,1838.98,12732.80,31.43,2.49
19750.00,25050.51,2609.54,43.92,1.23,62.60,16.62,80.07,2040.00,2651.21,0.30,15.69,1833.53,12777.40,31.50,2.49
19750.00,24855.41,2610.98,43.92,1.23,61.34,16.49,80.39,2030.00,2646.27,0.30,15.49,1820.35,12817.10,31.48,2.51
19800.00,24988.06,2623.10,44.10,1.23,61.63,16.46,80.11,2030.00,2685.01,0.29,15.56,1834.37,12826.90,31.28,2.46
19900.00,25124.91,2621.57,43.97,1.23,61.63,16.64,80.27,2030.00,2690.95,0.29,15.30,1835.90,12817.20,31.40,2.48
19950.00,25165.94,2611.26,44.12,1.23,61.45,16.88,80.73,2030.00,2741.06,0.29,16.03,1819.45,12515.50,31.50,2.50
19950.00,25047.82,2601.18,43.89,1.24,60.71,16.87,80.77,2030.00,2808.92,0.29,16.12,1843.30,12512.30,31.55,2.49
19750.00,24535.82,2610.30,43.74,1.25,58.98,16.55,80.28,2030.00,2832.41,0.29,15.02,1831.39,12701.90,31.52,2.49
19750.00,24540.33,2608.84,43.78,1.24,59.35,16.57,80.10,2000.00,2832.74,0.29,15.19,1830.92,12697.00,31.41,2.50
19700.00,24902.30,2587.73,43.94,1.24,61.70,16.37,80.16,1985.00,2867.23,0.29,14.72,1819.14,12974.20,31.30,2.51
19750.00,24892.87,2611.79,43.97,1.23,63.92,16.64,79.88,1985.00,2847.48,0.29,14.87,1815.20,13294.40,31.34,2.51
19750.00,25337.87,2606.85,44.46,1.23,65.10,16.63,80.37,1985.00,2846.24,0.29,15.21,1836.35,13416.80,31.47,2.52
19900.00,26061.79,2669.28,44.66,1.24,65.99,17.25,79.49,1975.00,2845.42,0.29,15.50,1819.13,13441.20,31.65,2.49
19900.00,26083.04,2661.98,44.48,1.25,64.76,17.35,80.11,1935.00,2835.05,0.29,15.48,1829.09,13592.80,31.66,2.53
19850.00,26268.17,2640.99,44.45,1.25,64.03,17.15,78.36,1935.00,2809.16,0.29,15.80,1810.13,13547.30,31.51,2.56
19850.00,26198.45,2664.55,44.25,1.24,65.53,17.16,78.16,1910.00,2802.60,0.29,16.00,1795.08,13548.90,31.47,2.52
19950.00,26584.28,2667.77,44.42,1.24,66.18,17.37,78.05,1880.00,2802.40,0.29,15.80,1803.14,13520.10,31.32,2.50
20050.00,26466.74,2641.50,44.51,1.24,65.25,17.30,77.52,1865.00,2784.99,0.29,15.89,1795.89,13461.90,31.41,2.47
20150.00,26313.06,2677.75,44.93,1.24,65.88,17.57,77.70,1850.00,2798.96,0.29,15.32,1799.59,13388.30,31.43,2.49
20050.00,26282.07,2660.07,44.55,1.24,64.42,17.05,77.41,1850.00,2752.97,0.29,15.05,1793.89,13343.00,31.35,2.51
20050.00,26214.87,2660.44,44.56,1.23,63.88,17.01,78.66,1850.00,2745.55,0.29,15.07,1786.64,13341.80,31.45,2.52
