Y,DJI,Set_One,GBP_THB,EURUSD,Oil,XAG,XAU_XAG,Rhodium,SP_FIVE,JPY_THB,BVN ,Set,NYSE,USD_THB,TenBond_THB
28600.00,36336.16,2281.85,45.41,1.13,81.38,22.79,80.09,14090.00,4804.51,0.29,7.55,1643.43,17226.10,33.56,1.35
28550.00,36058.85,2257.85,45.66,1.13,78.42,22.48,80.73,14090.00,4778.14,0.29,7.28,1640.97,17164.10,33.21,1.35
28400.00,36249.59,2261.32,45.41,1.13,79.62,22.18,79.47,13990.00,4794.23,0.29,7.11,1641.28,17149.90,33.24,1.36
28450.00,36409.05,2270.43,45.01,1.13,77.24,22.80,78.72,13990.00,4788.64,0.29,7.34,1633.20,17134.20,33.24,1.34
28400.00,36636.00,2275.76,44.78,1.14,76.02,22.90,78.51,13990.00,4795.49,0.29,7.16,1628.42,17141.10,33.51,1.36
28400.00,36522.48,2267.10,45.20,1.13,76.58,22.82,79.07,13990.00,4733.99,0.29,7.18,1623.20,16963.40,33.54,1.35
28600.00,36421.14,2249.24,45.06,1.13,76.04,23.01,78.49,13990.00,4703.96,0.29,7.19,1631.22,16874.90,33.53,1.35
28650.00,36302.99,2240.20,45.06,1.13,75.97,23.08,78.63,13990.00,4650.36,0.29,7.46,1644.10,16744.30,33.44,1.36
28600.00,35954.48,2238.30,44.77,1.13,73.38,22.86,79.10,13990.00,4594.96,0.29,7.31,1629.48,16442.30,33.67,1.36
28600.00,35782.42,2221.39,44.95,1.13,73.03,22.80,79.21,13990.00,4587.90,0.29,7.19,1628.01,16668.60,33.68,1.35
28500.00,35491.71,2213.82,44.69,1.13,71.27,22.52,79.58,13990.00,4652.50,0.30,7.12,1619.69,16849.10,33.61,1.37
28500.00,35069.50,2207.35,44.39,1.13,69.21,22.26,80.49,13990.00,4719.13,0.30,7.01,1626.26,16813.60,33.34,1.37
28450.00,35222.12,2218.23,44.15,1.12,70.07,22.41,80.50,13890.00,4636.46,0.30,7.11,1600.17,16652.60,33.42,1.36
28350.00,35800.11,2239.18,44.51,1.13,71.92,22.49,80.10,13890.00,4642.99,0.29,7.31,1593.08,16719.60,33.42,1.38
28100.00,36036.28,2216.40,44.33,1.13,71.48,22.08,80.56,13690.00,4710.30,0.29,6.75,1576.26,16856.60,33.43,1.37
28000.00,35549.35,2214.74,44.26,1.13,70.35,21.95,80.67,13690.00,4687.64,0.29,6.84,1601.52,16780.50,33.39,1.34
28200.00,35605.73,2202.79,44.14,1.13,71.12,22.33,80.05,13840.00,4631.97,0.29,6.89,1608.01,16592.00,33.57,1.34
28250.00,35958.93,2214.77,44.52,1.13,72.04,22.18,80.24,14190.00,4589.49,0.30,7.12,1639.54,16475.20,33.58,1.36
28300.00,35716.85,2203.45,44.62,1.13,71.86,22.50,80.79,14340.00,4602.82,0.30,7.34,1650.54,16319.00,33.84,1.40
28500.00,35423.99,2178.91,44.89,1.13,69.72,22.38,79.55,14340.00,4640.25,0.30,7.52,1652.62,16684.00,33.88,1.37
28400.00,34692.78,2169.84,45.09,1.13,67.50,22.39,79.04,14340.00,4628.75,0.30,7.18,1648.14,16624.90,33.75,1.38
28400.00,34076.25,2157.36,44.79,1.13,65.63,22.31,77.74,14340.00,4664.63,0.30,7.40,1653.36,17036.80,33.72,1.38
28300.00,34678.94,2152.41,44.84,1.13,67.01,22.82,77.90,14340.00,4675.78,0.30,7.05,1643.39,17007.90,33.71,1.37
28400.00,35056.99,2187.46,44.90,1.13,70.04,22.92,76.99,14340.00,4678.48,0.30,6.86,1646.86,16945.80,33.39,1.36
28550.00,35017.71,2198.29,45.06,1.12,69.23,23.15,76.02,14340.00,4712.00,0.29,6.92,1642.05,16974.00,33.11,1.36
28350.00,35366.69,2241.42,44.48,1.12,78.34,23.60,75.69,14340.00,4708.44,0.29,6.64,1636.41,17117.70,33.02,1.38
28150.00,35752.31,2260.66,44.29,1.12,78.48,23.68,74.64,14340.00,4700.72,0.29,6.34,1629.28,17192.70,32.81,1.37
28250.00,35619.92,2263.21,44.23,1.13,76.46,24.20,74.93,14090.00,4701.50,0.29,6.53,1627.67,17302.80,32.58,1.40
28650.00,35631.41,2255.15,44.12,1.14,75.75,24.64,74.90,14090.00,4679.42,0.29,6.96,1631.34,17285.50,32.62,1.39
28650.00,35879.09,2262.92,43.95,1.13,78.76,24.79,74.49,14090.00,4689.30,0.29,7.10,1627.45,17297.70,32.76,1.38
28750.00,35901.69,2249.85,44.01,1.13,78.34,25.07,74.51,14090.00,4659.39,0.28,7.42,1620.52,17192.00,32.72,1.38
28700.00,36159.70,2255.95,44.00,1.14,80.54,24.83,74.31,14090.00,4670.26,0.29,7.72,1616.74,17286.90,32.75,1.37
28800.00,36076.18,2249.17,43.93,1.15,80.93,25.07,73.61,14090.00,4701.48,0.29,7.87,1627.59,17242.40,32.83,1.37
28700.00,36128.83,2238.65,44.01,1.15,80.66,25.32,75.00,14090.00,4699.26,0.29,7.65,1626.27,17168.90,32.77,1.38
28600.00,36038.78,2229.60,43.98,1.16,81.41,24.65,75.30,14090.00,4630.65,0.29,7.52,1626.06,17115.20,33.17,1.37
28250.00,36299.25,2226.58,44.44,1.16,84.53,24.31,75.26,13990.00,4613.34,0.29,7.43,1632.44,17131.10,33.36,1.37
28400.00,36416.46,2237.66,44.83,1.16,81.13,24.18,75.34,13990.00,4610.62,0.29,7.03,1635.61,17016.40,33.27,1.38
28250.00,36268.75,2230.57,45.00,1.16,79.37,23.80,75.96,13990.00,4572.87,0.29,7.33,1645.00,17077.00,33.30,1.38
28100.00,36059.09,2223.48,45.29,1.16,83.07,23.54,74.60,13990.00,4562.84,0.29,7.77,1644.39,16920.40,33.31,1.37
28150.00,35935.11,2215.16,45.53,1.16,83.87,24.04,74.87,14190.00,4580.22,0.29,7.88,1633.88,17145.20,33.21,1.36
28150.00,35712.28,2225.87,45.78,1.17,83.09,24.08,74.77,14090.00,4578.69,0.29,8.06,1648.48,17169.10,33.30,1.35
28250.00,35545.41,2223.21,45.78,1.16,82.25,24.06,74.74,13790.00,4553.69,0.29,8.32,1641.97,17122.20,33.22,1.35
28050.00,35835.43,2234.01,45.73,1.16,84.39,24.16,74.29,13790.00,4532.24,0.29,8.69,1646.35,17099.20,33.06,1.35
28150.00,35791.05,2239.70,45.51,1.16,83.72,24.57,73.62,13790.00,4524.42,0.29,9.00,1647.56,16988.20,33.32,1.34
28200.00,35692.62,2254.05,45.85,1.16,83.98,24.35,73.58,14290.00,4497.34,0.29,8.85,1644.38,16862.00,33.37,1.36
28150.00,35520.32,2255.34,46.13,1.17,83.58,24.29,73.33,13690.00,4463.72,0.29,8.76,1641.92,16871.70,33.33,1.34
27950.00,35475.16,2239.24,45.96,1.16,83.34,23.67,74.82,13390.00,4447.69,0.29,9.05,1626.65,16744.30,33.49,1.36
27900.00,35325.37,2261.50,45.97,1.16,82.37,23.19,76.04,13390.00,4386.75,0.29,8.81,1612.50,16513.20,33.42,1.32
27950.00,35221.02,2250.77,45.94,1.16,82.60,23.33,75.87,13690.00,4385.44,0.29,8.29,1616.99,16517.20,33.17,1.32
28150.00,35023.63,2254.73,45.36,1.16,81.48,23.52,76.39,14290.00,4406.51,0.29,8.18,1605.19,16511.80,33.20,1.36
28050.00,34443.22,2257.48,45.34,1.16,80.59,23.09,77.69,14490.00,4319.57,0.29,8.26,1623.88,16327.10,33.86,1.34
27800.00,34507.15,2254.46,45.80,1.16,80.50,22.58,77.59,14490.00,4309.87,0.30,7.69,1637.30,16198.60,33.78,1.32
28050.00,34723.79,2251.60,46.11,1.16,79.59,22.68,77.72,13690.00,4370.67,0.30,7.47,1632.92,16344.90,33.83,1.31
28100.00,34757.57,2249.48,46.01,1.16,78.86,22.61,77.76,13390.00,4362.41,0.30,6.73,1614.74,16328.80,33.77,1.33
28100.00,34198.96,2230.59,46.11,1.16,79.04,22.63,78.16,13140.00,4419.54,0.30,6.78,1604.64,16599.80,33.95,1.39
28150.00,34035.25,2206.87,45.97,1.16,77.58,22.68,80.18,12590.00,4442.12,0.30,6.86,1617.44,16539.20,33.85,1.44
27750.00,34467.98,2210.69,45.59,1.17,74.78,21.54,77.13,12340.00,4406.75,0.30,7.00,1632.18,16352.20,33.60,1.43
27800.00,34360.08,2194.85,45.83,1.17,74.38,22.46,77.36,11240.00,4367.43,0.30,7.19,1633.28,16184.50,33.43,1.45
27800.00,34747.70,2223.58,46.02,1.17,75.43,22.61,78.04,11490.00,4374.45,0.30,7.21,1624.17,16168.20,33.47,1.43
27700.00,34739.27,2242.47,45.75,1.17,74.19,22.42,77.87,13590.00,4402.95,0.30,7.43,1639.90,16460.30,33.38,1.45
27950.00,34296.30,2232.46,45.60,1.17,71.97,22.69,78.89,15240.00,4469.74,0.31,7.33,1634.43,16576.80,33.37,1.45
28050.00,34006.87,2205.29,45.58,1.17,70.85,22.50,79.17,16240.00,4477.09,0.30,7.25,1637.65,16626.90,33.32,1.45
27800.00,34025.61,2192.77,45.58,1.17,70.59,22.27,78.39,16840.00,4447.49,0.30,7.07,1632.18,16497.20,33.14,1.49
27550.00,34459.72,2209.54,45.78,1.18,71.92,22.36,76.47,16990.00,4479.33,0.30,6.92,1653.67,16635.40,32.89,1.42
27550.00,34737.86,2231.46,45.70,1.18,72.62,22.93,75.13,16990.00,4474.81,0.30,6.71,1652.33,16563.50,32.95,1.40
27900.00,34810.27,2233.29,45.50,1.18,72.65,23.84,75.62,17190.00,4513.02,0.30,7.14,1654.00,16731.00,32.87,1.35
28050.00,34580.95,2220.83,45.47,1.18,70.76,23.85,75.52,17590.00,4518.09,0.30,7.32,1634.25,16801.20,32.69,1.33
27800.00,34906.90,2242.26,45.47,1.18,70.64,23.73,75.17,17390.00,4535.38,0.30,7.15,1632.65,16909.70,32.77,1.33
27650.00,34665.50,2236.02,45.25,1.18,69.74,23.76,74.66,17290.00,4532.42,0.30,7.30,1621.68,16926.70,32.66,1.34
27650.00,35013.08,2246.35,45.13,1.18,69.36,23.95,73.82,17090.00,4534.48,0.30,7.28,1602.16,16846.00,32.44,1.32
27850.00,35087.45,2242.95,45.02,1.19,68.37,24.32,73.91,16990.00,4529.75,0.30,7.35,1601.99,16819.60,32.49,1.30
28000.00,35373.24,2274.22,44.93,1.19,69.11,24.70,73.85,17490.00,4513.76,0.30,7.31,1591.29,16844.80,32.46,1.31
27800.00,35401.73,2277.64,44.90,1.19,69.76,23.91,75.74,18290.00,4474.10,0.30,7.58,1590.12,16694.30,32.31,1.34
27750.00,35353.06,2245.32,44.51,1.18,68.29,24.15,75.06,18990.00,4493.75,0.29,7.59,1566.10,16812.80,32.48,1.34
27750.00,35391.38,2241.52,44.71,1.18,69.18,24.02,75.35,18990.00,4490.45,0.30,7.74,1549.92,16741.20,32.55,1.31
27900.00,35471.80,2226.61,44.77,1.18,69.30,24.02,75.52,18990.00,4484.40,0.30,7.33,1546.70,16648.50,32.76,1.26
27750.00,35231.11,2196.02,44.88,1.18,67.75,23.57,76.03,18990.00,4450.29,0.30,6.96,1546.71,16516.70,32.81,1.23
27700.00,35449.68,2198.10,45.15,1.18,68.00,23.85,75.08,18990.00,4410.56,0.30,7.07,1536.94,16429.10,32.88,1.23
27950.00,35388.77,2183.18,45.15,1.18,67.63,23.86,75.61,18990.00,4382.44,0.30,6.84,1527.08,16550.30,33.26,1.20
28200.00,35382.72,2183.28,45.62,1.17,65.54,23.63,76.45,18990.00,4440.94,0.30,6.31,1530.68,16707.10,33.36,1.23
28050.00,35160.97,2144.34,45.48,1.17,61.96,23.03,77.32,18990.00,4462.12,0.30,6.44,1549.41,16836.70,33.35,1.22
28050.00,34917.96,2121.97,45.51,1.17,64.05,23.25,76.62,18990.00,4461.65,0.30,6.79,1544.31,16868.10,33.30,1.23
28050.00,34874.67,2118.24,45.80,1.17,64.58,23.51,76.06,18990.00,4464.84,0.30,7.22,1528.16,16871.10,33.36,1.25
28000.00,35310.20,2120.31,45.85,1.17,66.58,23.66,75.48,18990.00,4446.08,0.30,7.43,1530.43,16875.40,33.41,1.25
28150.00,35500.01,2107.47,46.28,1.18,67.43,23.84,74.81,18990.00,4442.18,0.31,7.40,1542.11,16792.80,33.34,1.24
27950.00,35490.83,2090.83,46.15,1.18,67.71,23.76,75.08,18890.00,4435.79,0.30,7.30,1525.24,16727.00,33.05,1.23
27450.00,35551.56,2088.77,45.63,1.17,68.91,23.17,75.55,18490.00,4437.77,0.30,7.34,1523.42,16748.10,33.19,1.25
27300.00,35300.89,2115.67,46.33,1.17,68.51,23.34,74.47,18390.00,4429.07,0.30,7.26,1536.91,16695.50,33.46,1.25
27450.00,35135.17,2107.86,46.34,1.17,66.85,23.45,74.02,18390.00,4415.95,0.30,7.37,1541.80,16713.50,33.47,1.27
27450.00,35229.67,2085.26,46.42,1.17,67.88,24.32,73.81,18390.00,4392.74,0.30,7.52,1547.40,16576.20,33.44,1.27
28350.00,35077.44,2087.39,46.32,1.18,69.14,25.16,73.16,18390.00,4406.86,0.30,7.70,1550.86,16602.30,33.27,1.26
28250.00,35047.44,2108.79,45.96,1.18,70.32,25.52,71.70,18390.00,4395.12,0.30,8.56,1549.85,16697.10,33.03,1.30
28150.00,34864.10,2088.46,45.74,1.19,71.52,25.42,70.85,18690.00,4403.59,0.30,8.51,1543.17,16573.60,32.95,1.30
28200.00,34968.56,2083.32,45.74,1.19,73.91,25.54,71.38,18690.00,4416.38,0.30,8.35,1551.26,16565.30,32.89,1.29
28300.00,35013.26,2096.61,45.88,1.19,73.41,25.53,71.12,18690.00,4381.20,0.30,8.61,1557.81,16455.90,32.86,1.29
28150.00,34985.99,2104.24,45.65,1.19,72.40,24.95,71.70,19090.00,4361.27,0.30,8.87,1569.23,16503.50,32.87,1.33
27900.00,35078.90,2114.28,45.48,1.18,72.22,25.19,72.24,19690.00,4331.13,0.30,8.66,1575.05,16321.90,32.91,1.33
28000.00,34855.11,2121.28,45.28,1.18,71.71,25.43,71.44,19690.00,4265.11,0.30,8.41,1570.12,16052.70,32.90,1.31
27900.00,34799.68,2123.21,45.01,1.18,70.22,25.25,71.10,19690.00,4296.40,0.30,8.73,1557.26,16364.70,32.83,1.29
28000.00,34556.96,2110.10,44.76,1.18,66.45,24.93,71.33,19290.00,4367.43,0.30,8.36,1558.63,16499.10,32.84,1.28
28100.00,33981.79,2121.80,44.95,1.18,66.60,25.17,72.49,17890.00,4369.02,0.30,8.20,1537.97,16543.80,32.86,1.24
28100.00,34528.48,2132.02,45.19,1.18,71.49,25.68,71.96,17490.00,4380.11,0.30,8.52,1585.04,16575.80,32.79,1.20
28200.00,35007.94,2147.41,45.21,1.18,71.48,26.34,70.60,18690.00,4381.07,0.30,8.61,1585.96,16673.10,32.69,1.20
28100.00,34924.81,2157.87,45.20,1.18,72.96,26.25,69.51,18890.00,4372.41,0.30,8.52,1580.69,16633.30,32.61,1.23
27850.00,34920.83,2154.73,45.08,1.18,75.17,25.99,69.66,18990.00,4329.38,0.30,8.43,1591.04,16359.70,32.64,1.21
27850.00,34959.96,2139.05,45.37,1.18,74.18,26.20,69.55,19890.00,4351.01,0.30,8.29,1597.26,16542.80,32.69,1.25
27800.00,34836.75,2140.15,45.21,1.19,74.74,26.10,68.81,20090.00,4356.46,0.30,8.48,1580.89,16674.80,32.52,1.26
27800.00,34457.51,2114.84,44.87,1.19,73.26,25.93,69.22,20090.00,4300.73,0.29,8.54,1572.18,16555.30,32.54,1.28
27450.00,34604.17,2171.95,44.52,1.18,73.85,26.16,69.59,19490.00,4290.65,0.30,8.83,1592.02,16547.60,32.26,1.28
27250.00,34790.16,2179.52,44.47,1.18,75.35,26.45,68.77,19240.00,4293.21,0.29,9.18,1587.73,16573.70,32.11,1.32
26750.00,34507.32,2181.92,44.29,1.19,73.50,26.12,67.79,19240.00,4284.90,0.29,9.17,1605.31,16658.80,32.16,1.28
26700.00,34290.74,2193.00,44.42,1.19,73.47,25.77,67.56,19490.00,4274.45,0.29,8.78,1610.85,16558.60,32.03,1.26
26850.00,34338.89,2172.20,44.32,1.19,72.78,26.13,67.77,19990.00,4256.97,0.29,9.00,1596.96,16437.60,32.11,1.21
26750.00,34428.10,2162.64,44.17,1.19,73.99,26.12,68.28,20890.00,4249.27,0.29,9.33,1619.88,16449.00,31.92,1.22
26700.00,34328.10,2189.56,44.42,1.19,73.32,25.95,68.10,21740.00,4224.61,0.29,9.35,1621.38,16412.00,31.80,1.17
26750.00,33933.91,2180.59,44.44,1.19,73.28,25.89,68.22,22490.00,4173.40,0.29,9.43,1622.78,16144.00,31.90,1.22
26700.00,33948.54,2205.08,44.24,1.19,72.91,25.77,68.44,22990.00,4204.78,0.29,9.49,1634.45,16411.70,31.83,1.23
26650.00,33872.56,2210.48,44.02,1.19,73.41,25.96,68.71,22790.00,4220.37,0.29,9.31,1641.68,16542.80,31.72,1.36
26400.00,33312.07,2191.19,43.45,1.19,71.52,25.81,68.97,22490.00,4248.87,0.29,9.27,1631.92,16655.80,31.61,1.37
26450.00,33622.70,2222.35,43.72,1.19,71.10,25.89,68.77,21490.00,4255.28,0.29,9.58,1614.85,16662.40,31.47,1.29
27000.00,34014.38,2225.02,43.77,1.19,71.65,26.99,68.32,21390.00,4248.31,0.29,9.61,1618.74,16694.90,31.41,1.18
27300.00,34308.48,2229.13,43.87,1.19,72.45,27.66,68.30,21990.00,4228.56,0.28,10.29,1602.65,16620.00,31.28,1.19
27350.00,34397.10,2248.31,43.92,1.20,71.16,27.85,66.98,22490.00,4233.81,0.28,10.68,1590.44,16685.50,31.15,1.20
27450.00,34472.52,2259.47,43.88,1.21,70.65,27.94,67.09,24090.00,4229.34,0.28,10.66,1570.50,16685.10,31.12,1.20
27700.00,34502.51,2244.38,44.00,1.21,69.76,27.77,66.99,25490.00,4216.52,0.28,10.59,1562.89,16708.70,31.07,1.11
27800.00,34626.16,2223.30,44.19,1.21,70.01,27.63,67.31,25290.00,4210.77,0.28,11.16,1555.23,16555.70,31.16,1.07
27900.00,34645.84,2218.36,44.24,1.22,69.29,27.88,67.91,22740.00,4201.94,0.28,11.26,1559.82,16532.00,31.18,1.07
27750.00,34766.20,2224.51,44.06,1.22,69.52,27.85,68.08,21990.00,4205.94,0.29,11.66,1565.39,16452.00,31.14,1.11
27500.00,34618.69,2219.15,44.02,1.22,68.91,27.44,68.09,23990.00,4170.16,0.28,11.12,1561.97,16464.70,31.20,1.12
28100.00,34584.19,2204.00,44.35,1.22,66.68,28.06,67.96,26740.00,4168.61,0.28,11.09,1559.93,16375.00,31.30,1.14
27950.00,34558.50,2190.14,44.47,1.22,66.95,27.88,68.06,27590.00,4121.97,0.28,11.33,1542.23,16350.50,31.25,1.16
27950.00,34432.47,2160.61,44.13,1.22,66.16,27.68,68.50,27990.00,4098.45,0.29,11.12,1555.72,16233.30,31.34,1.13
27700.00,34428.66,2148.77,44.35,1.22,66.02,27.77,67.84,28190.00,4165.94,0.29,11.59,1554.10,16337.70,31.38,1.11
27900.00,34253.87,2136.21,44.43,1.22,63.87,27.57,68.30,28190.00,4169.92,0.29,11.36,1579.25,16423.00,31.37,1.10
27700.00,34121.91,2142.82,44.52,1.22,61.89,27.76,67.61,28390.00,4129.58,0.29,11.77,1596.61,16415.40,31.41,1.13
27700.00,33906.30,2149.29,44.33,1.22,63.39,27.74,67.60,28390.00,4074.99,0.29,11.69,1581.86,16181.60,31.43,1.09
27700.00,33945.81,2144.84,44.57,1.22,65.28,28.20,66.41,28390.00,4150.34,0.29,11.77,1591.12,16043.00,31.49,1.11
27700.00,34351.18,2147.86,44.50,1.22,66.33,28.19,66.16,27690.00,4228.29,0.29,11.22,1584.55,16516.80,31.36,1.11
27400.00,34375.29,2121.30,44.17,1.21,65.50,27.48,67.24,28090.00,4177.06,0.29,11.37,1565.70,16590.40,31.36,1.12
26950.00,34050.86,2139.09,44.07,1.21,63.83,27.10,67.47,29290.00,4179.04,0.29,10.78,1564.06,16289.30,31.29,1.19
26900.00,33624.74,2136.39,43.99,1.21,65.75,27.02,67.04,29290.00,4191.98,0.29,10.43,1552.05,16325.20,31.11,1.22
26900.00,34572.74,2165.09,43.92,1.21,64.90,27.33,67.20,29490.00,4198.10,0.29,9.80,1563.46,16219.30,31.09,1.25
26850.00,34785.27,2192.63,43.45,1.22,65.57,27.55,66.43,29490.00,4206.14,0.29,9.77,1585.91,16376.00,31.18,1.29
26700.00,34578.27,2167.83,43.38,1.20,64.90,27.30,67.18,29390.00,4185.14,0.29,9.90,1576.19,16322.10,31.13,1.26
26200.00,34163.99,2169.28,43.30,1.21,66.45,26.52,66.63,28990.00,4188.25,0.29,9.68,1574.38,16273.30,31.16,1.27
26050.00,33988.75,2190.59,43.47,1.20,64.88,26.11,68.41,28590.00,4185.03,0.28,9.84,1555.01,16241.20,31.19,1.27
26350.00,33855.64,2181.64,43.72,1.21,63.70,26.24,67.94,28790.00,4138.78,0.29,9.84,1543.59,16206.00,31.35,1.23
26250.00,33860.46,2153.81,43.64,1.21,63.04,26.30,67.79,28790.00,4170.46,0.29,10.09,1554.64,16030.60,31.35,1.28
26350.00,33932.13,2151.84,43.67,1.21,61.97,26.22,67.72,28790.00,4128.42,0.29,10.13,1594.01,16121.60,31.43,1.38
26350.00,34044.23,2140.54,43.58,1.21,62.06,25.99,67.91,29190.00,4159.18,0.29,9.95,1592.26,15944.60,31.42,1.38
26500.00,33804.52,2157.22,43.44,1.21,61.65,26.17,68.38,29490.00,4179.80,0.29,10.48,1589.68,16107.60,31.39,1.40
26500.00,34109.88,2192.48,43.65,1.20,61.11,26.58,68.28,29490.00,4174.14,0.29,10.49,1582.73,16186.30,31.32,1.41
26300.00,33808.30,2181.34,43.58,1.20,62.39,25.83,67.66,28990.00,4089.95,0.29,10.45,1577.47,16116.90,31.28,1.42
26050.00,34034.18,2179.83,43.67,1.20,63.47,25.82,68.94,28090.00,4075.57,0.29,10.60,1576.27,15886.60,31.23,1.44
26150.00,34182.38,2156.46,43.21,1.20,62.98,25.99,68.55,28390.00,3992.78,0.29,10.81,1557.50,15838.90,31.21,1.47
25950.00,34058.16,2143.74,42.97,1.20,63.32,25.85,68.51,29090.00,3967.25,0.29,10.28,1572.70,15870.30,31.17,1.45
25700.00,33469.89,2154.14,43.09,1.20,59.52,25.16,68.24,28490.00,3963.34,0.29,10.15,1563.56,15601.70,31.37,1.64
25500.00,33222.38,2219.52,43.29,1.19,61.50,25.00,69.08,26690.00,3969.31,0.29,10.18,1562.30,15626.10,31.35,1.62
25200.00,33054.58,2213.43,43.07,1.18,59.49,24.43,69.64,26190.00,3917.12,0.28,10.10,1579.72,15611.90,31.22,1.55
24900.00,33116.04,2210.68,43.02,1.18,60.45,24.03,69.26,26240.00,3879.34,0.28,10.00,1562.92,15682.50,31.25,1.47
25200.00,33127.88,2206.07,42.94,1.17,61.96,24.67,69.89,26490.00,3919.93,0.28,10.16,1569.01,15410.40,31.31,1.46
25450.00,33087.55,2199.09,42.91,1.17,60.93,25.08,70.21,27490.00,3937.60,0.28,10.27,1573.11,15276.60,31.20,1.47
25450.00,32681.07,2192.03,42.79,1.18,58.48,25.08,69.40,27990.00,3916.48,0.28,10.13,1579.71,15346.50,31.12,1.49
25400.00,32346.81,2188.89,42.43,1.18,60.80,25.09,69.18,28890.00,3913.14,0.28,10.39,1582.69,15551.60,31.15,1.52
25300.00,32470.88,2162.82,42.63,1.18,57.40,25.07,68.82,29790.00,3953.50,0.29,10.77,1553.00,15562.30,31.01,1.41
25300.00,32691.50,2185.74,42.80,1.18,61.28,25.76,69.14,29590.00,3949.57,0.29,11.06,1559.17,15589.10,31.00,1.50
25300.00,32601.82,2174.42,42.65,1.19,61.55,26.23,68.87,29190.00,3973.59,0.29,11.02,1510.27,15731.10,30.87,1.77
25250.00,32858.36,2176.66,43.01,1.19,59.56,26.07,67.39,27590.00,3942.96,0.28,10.84,1503.91,15669.30,30.82,1.59
25350.00,32928.16,2211.35,42.88,1.19,64.42,26.31,67.17,25490.00,3924.52,0.28,10.84,1508.82,15775.50,30.89,1.25
25150.00,32825.52,2183.44,42.73,1.19,64.75,25.95,66.67,24590.00,3915.54,0.28,11.01,1503.56,15715.20,30.70,1.32
25100.00,32966.75,2194.75,42.71,1.20,65.33,26.25,66.31,24490.00,3851.93,0.28,11.49,1487.53,15648.00,30.76,1.20
25050.00,32798.84,2204.76,42.78,1.19,65.56,25.98,66.78,24890.00,3844.39,0.28,11.02,1504.65,15521.80,30.74,1.03
24850.00,32462.40,2215.67,42.74,1.19,65.96,26.09,66.01,25690.00,3863.99,0.28,11.38,1504.98,15288.40,30.72,1.03
25000.00,32354.50,2217.69,42.76,1.20,64.70,26.21,66.39,28490.00,3903.64,0.28,11.50,1519.79,15251.80,30.55,0.98
24600.00,31892.35,2179.02,42.59,1.20,64.73,25.11,66.01,28990.00,3915.80,0.28,11.47,1519.74,15277.00,30.69,0.89
24700.00,31512.15,2189.55,42.23,1.19,66.68,25.35,65.95,29190.00,3873.71,0.28,11.09,1528.43,15327.80,30.81,0.89
24400.00,31029.18,2148.25,42.27,1.18,64.16,25.32,66.90,28440.00,3857.07,0.28,11.06,1520.68,15539.40,30.52,0.96
24800.00,31352.96,2123.06,42.21,1.19,59.55,26.78,67.17,27890.00,3885.55,0.28,11.63,1524.58,15359.10,30.25,1.00
24550.00,31535.37,2115.63,42.09,1.21,60.23,26.52,64.96,25440.00,3921.16,0.28,11.26,1508.45,15340.50,30.23,1.01
25500.00,31955.94,2122.72,42.46,1.20,63.39,28.02,65.03,24490.00,3915.86,0.28,11.38,1498.50,15362.70,30.05,1.10
25650.00,31499.75,2112.83,42.37,1.22,61.29,27.64,64.57,23890.00,3918.50,0.28,10.89,1491.02,15290.60,30.03,1.08
25600.00,31501.89,2087.66,42.19,1.22,62.16,28.18,65.28,23790.00,3939.61,0.29,10.34,1465.76,15402.60,30.00,1.08
25300.00,31381.12,2110.28,42.02,1.22,58.88,27.39,64.18,23390.00,3911.65,0.29,10.24,1478.76,15423.00,29.97,1.05
25100.00,31504.13,2110.44,41.94,1.21,60.20,27.03,65.12,22890.00,3916.40,0.28,10.24,1482.50,15370.20,30.01,1.07
25250.00,31558.60,2134.63,41.58,1.21,61.68,27.39,66.74,22590.00,3910.49,0.28,10.23,1510.68,15297.10,30.00,1.09
25400.00,31485.61,2135.89,41.64,1.20,60.24,27.26,64.89,22290.00,3892.59,0.28,9.98,1497.03,15273.90,29.95,1.10
25700.00,31472.08,2148.62,41.56,1.21,59.98,27.61,66.03,21790.00,3840.27,0.28,10.26,1498.36,15226.60,29.90,1.10
25950.00,31466.49,2145.25,41.36,1.21,58.40,27.01,65.96,21390.00,3791.84,0.28,10.22,1508.92,15069.60,29.87,1.15
25950.00,31359.88,2149.11,41.19,1.21,58.11,27.26,67.67,21790.00,3778.05,0.29,10.51,1525.63,14768.60,29.91,1.13
25700.00,31191.20,2122.99,41.31,1.21,57.06,26.98,68.19,21790.00,3755.75,0.29,10.83,1524.91,14596.20,29.99,1.15
25900.00,30737.78,2088.27,40.97,1.20,55.96,26.87,67.14,21790.00,3836.83,0.28,11.28,1519.37,14669.50,30.08,1.22
26100.00,30689.65,2109.12,41.01,1.20,55.05,26.62,66.69,20790.00,3862.96,0.28,10.87,1537.03,14487.70,30.01,1.26
26300.00,30276.88,2099.58,40.98,1.20,53.48,29.00,68.50,20290.00,3851.68,0.29,10.23,1545.35,14867.40,29.99,1.29
26100.00,30553.91,2077.99,41.13,1.21,52.15,26.39,65.11,19990.00,3844.24,0.29,10.14,1548.30,14935.30,29.98,1.28
26050.00,30377.19,2082.54,41.06,1.21,52.65,25.27,69.58,19290.00,3857.46,0.29,10.28,1536.75,14951.80,30.01,1.21
